test/ag_g_dist,epoch,train/episode,test/episode,stats_g/std,stats_g/mean,test/success_rate,stats_o/std,test/mean_Q,test/reward_compute_count,train/critic_loss,stats_o/mean,train/reward_compute_count,train/success_rate
0.9671502,34,3500.0,700.0,0.14592992,0.35662332,0.0,0.6855785,-40.84917,35000.0,5.6704488e-05,0.20308869,175000.0,0.0016666666666666668
0.9310739,35,3600.0,720.0,0.14578886,0.3567641,0.0,0.6851923,-41.295635,36000.0,5.038783e-05,0.20312674,180000.0,0.0016666666666666668
0.93397266,36,3700.0,740.0,0.145607,0.35690954,0.0,0.68471545,-41.709553,37000.0,2.8412396e-05,0.20311226,185000.0,0.0016666666666666668
0.9675694,37,3800.0,760.0,0.1454983,0.35704216,0.0,0.6843172,-42.121998,38000.0,5.0132407e-05,0.2031275,190000.0,0.0
1.0671773,38,3900.0,780.0,0.14532796,0.35716626,0.0,0.6840584,-42.552082,39000.0,8.582978e-05,0.20313318,195000.0,0.0
0.97697634,39,4000.0,800.0,0.14514051,0.35729417,0.0,0.68377656,-42.906464,40000.0,5.798724e-05,0.20310669,200000.0,0.0
0.9884717,40,4100.0,820.0,0.1450292,0.35742983,0.0,0.68353176,-43.261547,41000.0,4.8479415e-05,0.20311655,205000.0,0.0
0.9837082,41,4200.0,840.0,0.14486314,0.35751548,0.0,0.6833555,-43.578007,42000.0,6.324074e-05,0.20309944,210000.0,0.0
0.9156117,42,4300.0,860.0,0.14471777,0.35756245,0.0,0.6830544,-43.93379,43000.0,9.877951e-05,0.20309435,215000.0,0.0
0.94543093,43,4400.0,880.0,0.14456303,0.35766873,0.0,0.6827356,-44.19401,44000.0,9.271447e-05,0.20308726,220000.0,0.0
0.9838912,44,4500.0,900.0,0.14444838,0.3577764,0.0,0.6825609,-44.482372,45000.0,3.6506623e-05,0.20309384,225000.0,0.0
0.9347511,45,4600.0,920.0,0.14433137,0.357869,0.008333333333333333,0.68233633,-44.764545,46000.0,1.6862394e-05,0.20307477,230000.0,0.0
0.9572831,46,4700.0,940.0,0.14420642,0.35795578,0.0,0.6821296,-45.06001,47000.0,0.0001235414,0.20304503,235000.0,0.0
0.9771013,47,4800.0,960.0,0.14409505,0.35804918,0.0,0.6819551,-45.264324,48000.0,0.00010703597,0.20303267,240000.0,0.0
0.9695166,48,4900.0,980.0,0.14396392,0.35813037,0.0,0.6817146,-45.485676,49000.0,0.00018397505,0.20304126,245000.0,0.0
0.9689954,49,5000.0,1000.0,0.14382431,0.35820577,0.0,0.6815346,-45.721745,50000.0,4.917594e-05,0.20302922,250000.0,0.0016666666666666668
0.9413356,50,5100.0,1020.0,0.14373027,0.3582931,0.0,0.6813068,-45.94343,51000.0,2.5397783e-05,0.20304026,255000.0,0.0016666666666666668
0.9697873,51,5200.0,1040.0,0.14358334,0.35834217,0.0,0.681021,-46.142063,52000.0,6.90969e-06,0.20301206,260000.0,0.0
0.9996765,52,5300.0,1060.0,0.14344725,0.35838866,0.0,0.6808459,-46.321194,53000.0,1.8207798e-05,0.20299952,265000.0,0.0
0.9500142,53,5400.0,1080.0,0.14334719,0.35845634,0.008333333333333333,0.6806776,-46.497223,54000.0,3.081118e-05,0.2029803,270000.0,0.0
0.96362853,54,5500.0,1100.0,0.1432862,0.358561,0.0,0.6805284,-46.682514,55000.0,1.702966e-05,0.20297535,275000.0,0.0
0.97872114,55,5600.0,1120.0,0.14317846,0.35862193,0.0,0.68035144,-46.827473,56000.0,1.10867695e-05,0.20297308,280000.0,0.0
0.99005437,56,5700.0,1140.0,0.14311998,0.35863504,0.0,0.6802707,-46.97975,57000.0,3.357142e-06,0.20296799,285000.0,0.0016666666666666668
1.0030948,57,5800.0,1160.0,0.14299276,0.35866514,0.0,0.68014413,-47.116863,58000.0,3.4565273e-06,0.20295304,290000.0,0.0
0.94694346,58,5900.0,1180.0,0.14288366,0.35872206,0.0,0.68003064,-47.25426,59000.0,1.5369378e-06,0.20296513,295000.0,0.0
0.9417749,59,6000.0,1200.0,0.14280084,0.3587642,0.0,0.6798771,-47.370068,60000.0,2.9863751e-05,0.2029614,300000.0,0.0
0.94252634,60,6100.0,1220.0,0.14275838,0.3588008,0.0,0.6796635,-47.49918,61000.0,1.5170978e-06,0.20297201,305000.0,0.0
0.97635823,61,6200.0,1240.0,0.14265738,0.35884795,0.0,0.6794815,-47.6219,62000.0,3.2081232e-06,0.2029671,310000.0,0.0
1.0141298,62,6300.0,1260.0,0.1425485,0.35891333,0.0,0.6793037,-47.722004,63000.0,1.232862e-05,0.20297675,315000.0,0.0
0.9835773,63,6400.0,1280.0,0.14244317,0.35895655,0.0,0.6791412,-47.839138,64000.0,1.4176444e-06,0.20299302,320000.0,0.0
1.0062903,64,6500.0,1300.0,0.14239028,0.35901928,0.0,0.6790665,-47.952442,65000.0,5.449092e-06,0.2029833,325000.0,0.0
1.022859,65,6600.0,1320.0,0.14234753,0.35905012,0.0,0.6788922,-48.045044,66000.0,9.4899615e-06,0.20298712,330000.0,0.0
0.99144214,66,6700.0,1340.0,0.14217475,0.35910192,0.0,0.67880607,-48.157623,67000.0,5.8776666e-05,0.20297854,335000.0,0.0016666666666666668
0.9399107,67,6800.0,1360.0,0.14212605,0.3591095,0.008333333333333333,0.67877597,-48.23789,68000.0,2.494209e-06,0.20298576,340000.0,0.0016666666666666668
0.960844,68,6900.0,1380.0,0.1420727,0.35915175,0.0,0.6787376,-48.34035,69000.0,6.159557e-05,0.20297314,345000.0,0.0
1.0111601,69,7000.0,1400.0,0.14194784,0.35917768,0.0,0.67861575,-48.423832,70000.0,6.621169e-05,0.20295854,350000.0,0.0
0.9872448,70,7100.0,1420.0,0.14182036,0.35919985,0.0,0.6784818,-48.472607,71000.0,0.00018137884,0.20296627,355000.0,0.0
0.8995419,71,7200.0,1440.0,0.14174794,0.35926604,0.0,0.67831916,-48.56369,72000.0,4.0402256e-06,0.20297591,360000.0,0.0
0.9982198,72,7300.0,1460.0,0.14169233,0.35929993,0.0,0.6782372,-48.63736,73000.0,7.3659004e-07,0.2029808,365000.0,0.0
0.9763543,73,7400.0,1480.0,0.14162022,0.35933456,0.0,0.6781624,-48.703114,74000.0,1.7673814e-06,0.20300071,370000.0,0.0
0.97240573,74,7500.0,1500.0,0.14154501,0.35939613,0.0,0.67806846,-48.76482,75000.0,2.6881233e-07,0.20303039,375000.0,0.0
0.962948,75,7600.0,1520.0,0.14146827,0.35942635,0.0,0.6779563,-48.807667,76000.0,0.00012834308,0.20302784,380000.0,0.0
0.9736843,76,7700.0,1540.0,0.14145593,0.35944882,0.0,0.6779594,-48.90028,77000.0,8.00528e-05,0.20303369,385000.0,0.0
1.020051,77,7800.0,1560.0,0.14138786,0.3594713,0.0,0.67788935,-48.940502,78000.0,1.7172724e-05,0.20304024,390000.0,0.0
0.95129234,78,7900.0,1580.0,0.1413269,0.3595015,0.0,0.67782694,-48.980362,79000.0,2.9639348e-05,0.20305662,395000.0,0.0
0.9678786,79,8000.0,1600.0,0.14121285,0.35952854,0.0,0.6777385,-49.033085,80000.0,8.382213e-08,0.20305987,400000.0,0.0
0.9969506,80,8100.0,1620.0,0.14114302,0.359545,0.0,0.67769724,-49.079144,81000.0,1.8949197e-05,0.20306937,405000.0,0.0
0.9715635,81,8200.0,1640.0,0.1410936,0.35956815,0.0,0.67757195,-49.097458,82000.0,0.00010104908,0.20310158,410000.0,0.0
0.98516744,82,8300.0,1660.0,0.14099543,0.35958013,0.0,0.6774755,-49.148457,83000.0,1.4259862e-06,0.2030652,415000.0,0.0
0.95204765,83,8400.0,1680.0,0.14092603,0.3596047,0.0,0.6773719,-49.1766,84000.0,8.166462e-05,0.20306356,420000.0,0.0
1.0014054,84,8500.0,1700.0,0.14084597,0.3596531,0.0,0.6772879,-49.2282,85000.0,3.4386594e-06,0.20306651,425000.0,0.0
0.98733425,85,8600.0,1720.0,0.14077182,0.35969162,0.0,0.6771581,-49.259125,86000.0,6.2864274e-07,0.20306267,430000.0,0.0
0.92985266,86,8700.0,1740.0,0.14070542,0.35969996,0.0,0.6770409,-49.280697,87000.0,3.1368345e-05,0.2030666,435000.0,0.0
0.9685478,87,8800.0,1760.0,0.14061068,0.35972765,0.0,0.6769249,-49.314404,88000.0,1.0596142e-05,0.20306903,440000.0,0.0
0.90814924,88,8900.0,1780.0,0.14054772,0.35973582,0.0,0.6767958,-49.31133,89000.0,0.00044461674,0.20308147,445000.0,0.0016666666666666668
0.9384702,89,9000.0,1800.0,0.14050485,0.35976148,0.0,0.6767461,-49.37898,90000.0,9.794605e-06,0.20309125,450000.0,0.0016666666666666668
0.9452174,90,9100.0,1820.0,0.14045969,0.35977253,0.008333333333333333,0.6766932,-49.39491,91000.0,1.3463214e-05,0.20308411,455000.0,0.0016666666666666668
0.99039835,91,9200.0,1840.0,0.14041008,0.35979667,0.0,0.6766488,-49.416332,92000.0,0.00011405213,0.2030853,460000.0,0.0
1.0023112,92,9300.0,1860.0,0.14035705,0.35981455,0.0,0.6766095,-49.47096,93000.0,0.00016250092,0.20308344,465000.0,0.0
0.97699267,93,9400.0,1880.0,0.14030431,0.35983583,0.0,0.67648894,-49.473125,94000.0,2.514571e-08,0.20306714,470000.0,0.0
0.9282066,94,9500.0,1900.0,0.1402374,0.35984302,0.0,0.6764267,-49.453533,95000.0,0.0005964634,0.20304763,475000.0,0.0
0.9855749,95,9600.0,1920.0,0.14018713,0.3598558,0.0,0.67639685,-49.51447,96000.0,1.8406039e-06,0.20304382,480000.0,0.0
0.9707961,96,9700.0,1940.0,0.14015305,0.35988,0.0,0.6763552,-49.526775,97000.0,3.4299686e-07,0.20302737,485000.0,0.0016666666666666668
0.96970063,97,9800.0,1960.0,0.14012772,0.35991022,0.0,0.67637223,-49.551548,98000.0,2.8759434e-06,0.20301552,490000.0,0.0
0.94449574,98,9900.0,1980.0,0.14008723,0.35991612,0.0,0.6762564,-49.560394,99000.0,4.079387e-07,0.20303114,495000.0,0.0
0.95798653,99,10000.0,2000.0,0.14003794,0.35992762,0.0,0.67617726,-49.585888,100000.0,3.182504e-08,0.2030205,500000.0,0.0
0.9757063,100,10100.0,2020.0,0.13999924,0.3599535,0.0,0.6760962,-49.627316,101000.0,0.00013354297,0.20303102,505000.0,0.0
0.94117993,101,10200.0,2040.0,0.13994591,0.3599666,0.0,0.6760681,-49.61041,102000.0,7.338531e-08,0.20300859,510000.0,0.0
0.9685438,102,10300.0,2060.0,0.1398818,0.3600053,0.0,0.6759998,-49.635883,103000.0,0.0001105513,0.2030104,515000.0,0.0
1.0221225,103,10400.0,2080.0,0.1398461,0.3600239,0.0,0.6759713,-49.648846,104000.0,3.060823e-05,0.20301618,520000.0,0.0
0.97821254,104,10500.0,2100.0,0.13980262,0.3600556,0.0,0.67589784,-49.652866,105000.0,9.643554e-08,0.20302624,525000.0,0.0
0.9051482,105,10600.0,2120.0,0.13977006,0.36007294,0.0,0.67583513,-49.668427,106000.0,2.3477091e-09,0.20303017,530000.0,0.0016666666666666668
0.95783776,106,10700.0,2140.0,0.13970819,0.3600894,0.0,0.67577523,-49.689014,107000.0,3.0059173e-06,0.2030421,535000.0,0.0
0.9568259,107,10800.0,2160.0,0.1396654,0.36010528,0.008333333333333333,0.6757655,-49.699512,108000.0,1.0263951e-08,0.20303817,540000.0,0.0016666666666666668
0.97779256,108,10900.0,2180.0,0.13960649,0.3601347,0.0,0.67572474,-49.706387,109000.0,8.8027446e-07,0.20303078,545000.0,0.0016666666666666668
0.96770924,109,11000.0,2200.0,0.13956796,0.36014542,0.0,0.675641,-49.718597,110000.0,3.109756e-05,0.20302878,550000.0,0.0
0.97380614,110,11100.0,2220.0,0.13955958,0.3601586,0.0,0.6755812,-49.73614,111000.0,1.2126596e-06,0.20300849,555000.0,0.0
1.0114193,111,11200.0,2240.0,0.13954234,0.3601738,0.0,0.67549086,-49.706432,112000.0,0.000562744,0.20300876,560000.0,0.0
0.9578422,112,11300.0,2260.0,0.13951202,0.3601999,0.0,0.6754184,-49.776947,113000.0,9.339679e-05,0.20300244,565000.0,0.0
0.98233587,113,11400.0,2280.0,0.13947672,0.36021623,0.0,0.67533153,-49.791523,114000.0,6.416315e-05,0.20300119,570000.0,0.0033333333333333335
0.9689293,114,11500.0,2300.0,0.13943145,0.36022997,0.0,0.6752704,-49.797054,115000.0,1.4092124e-06,0.20299065,575000.0,0.0
0.9931105,115,11600.0,2320.0,0.13937974,0.36025938,0.0,0.6752284,-49.833378,116000.0,0.00034971675,0.20297961,580000.0,0.0
1.0258008,116,11700.0,2340.0,0.13935767,0.3602655,0.0,0.67520577,-49.80476,117000.0,3.2536184e-06,0.20298266,585000.0,0.0
1.0088363,117,11800.0,2360.0,0.13932072,0.36028597,0.0,0.6752035,-49.800976,118000.0,5.1014427e-05,0.20296879,590000.0,0.0016666666666666668
0.97034264,118,11900.0,2380.0,0.13926554,0.36031055,0.0,0.6751764,-49.86276,119000.0,0.00052899244,0.2029687,595000.0,0.0
0.9767149,119,12000.0,2400.0,0.13922784,0.3603185,0.0,0.67512923,-49.850216,120000.0,0.0001970093,0.20297466,600000.0,0.0
0.94200784,120,12100.0,2420.0,0.13921022,0.3603313,0.0,0.6751091,-49.83148,121000.0,6.92683e-06,0.20296709,605000.0,0.0016666666666666668
1.0097128,121,12200.0,2440.0,0.13915417,0.36034378,0.0,0.67506576,-49.84773,122000.0,2.9354123e-07,0.20296675,610000.0,0.0
0.9741791,122,12300.0,2460.0,0.13912506,0.3603507,0.0,0.6750345,-49.849567,123000.0,1.5067867e-07,0.20297594,615000.0,0.0
0.985459,123,12400.0,2480.0,0.13911274,0.36036256,0.0,0.67501944,-49.865063,124000.0,2.3841318e-05,0.20296536,620000.0,0.0
1.02571,124,12500.0,2500.0,0.1390914,0.36037722,0.0,0.6750135,-49.85613,125000.0,1.6942358e-06,0.20296897,625000.0,0.0
0.94426554,125,12600.0,2520.0,0.13904855,0.36040142,0.0,0.67501813,-49.86614,126000.0,1.1789382e-05,0.20296443,630000.0,0.0
0.95906144,126,12700.0,2540.0,0.13902566,0.36040375,0.0,0.67498475,-49.85719,127000.0,4.5716783e-07,0.2029621,635000.0,0.0
0.9921201,127,12800.0,2560.0,0.13901995,0.36042437,0.0,0.6749745,-49.862427,128000.0,4.226622e-06,0.20296554,640000.0,0.0
0.9930704,128,12900.0,2580.0,0.13899994,0.36044216,0.0,0.6749062,-49.80866,129000.0,0.00075779104,0.20296472,645000.0,0.0016666666666666668
0.93798405,129,13000.0,2600.0,0.1389369,0.36046645,0.0,0.6748688,-49.836884,130000.0,0.00015948302,0.20296602,650000.0,0.0
0.97264576,130,13100.0,2620.0,0.13888778,0.36047998,0.0,0.67481536,-49.859425,131000.0,1.7529239e-05,0.2029665,655000.0,0.0016666666666666668
1.0390979,131,13200.0,2640.0,0.13885315,0.36049035,0.0,0.67473394,-49.888416,132000.0,1.804942e-05,0.20296037,660000.0,0.0
1.0013131,132,13300.0,2660.0,0.13883403,0.36048928,0.0,0.6746857,-49.89162,133000.0,0.00012306735,0.20297092,665000.0,0.0016666666666666668
0.957386,133,13400.0,2680.0,0.1388092,0.3604951,0.0,0.6746889,-49.869213,134000.0,1.0870321e-05,0.20296533,670000.0,0.0
0.96902686,134,13500.0,2700.0,0.1387731,0.36050025,0.0,0.6746661,-49.871403,135000.0,3.8681355e-06,0.20296617,675000.0,0.0016666666666666668
0.9243562,135,13600.0,2720.0,0.13874061,0.36051795,0.0,0.6746196,-49.870037,136000.0,5.942032e-09,0.2029667,680000.0,0.0
1.0172715,136,13700.0,2740.0,0.13871615,0.36051908,0.0,0.6746045,-49.8849,137000.0,8.827194e-06,0.20295684,685000.0,0.0
0.996054,137,13800.0,2760.0,0.1386857,0.360518,0.0,0.67454386,-49.889538,138000.0,1.5025338e-07,0.20295887,690000.0,0.0
1.0177006,138,13900.0,2780.0,0.13867941,0.3605179,0.0,0.67450386,-49.882862,139000.0,3.3416047e-06,0.20295346,695000.0,0.0016666666666666668
0.9535195,139,14000.0,2800.0,0.13863799,0.36052608,0.0,0.67446136,-49.87688,140000.0,1.2763603e-06,0.20294265,700000.0,0.0
0.9630763,140,14100.0,2820.0,0.13862751,0.3605403,0.0,0.6744401,-49.870403,141000.0,4.079387e-09,0.20294888,705000.0,0.0
0.97370005,141,14200.0,2840.0,0.13860609,0.36054823,0.0,0.67445177,-49.8644,142000.0,3.1541276e-07,0.20295565,710000.0,0.0016666666666666668
0.961699,142,14300.0,2860.0,0.13855466,0.36056137,0.0,0.67446065,-49.86853,143000.0,1.0852285e-06,0.20296223,715000.0,0.0016666666666666668
0.9977198,143,14400.0,2880.0,0.13852216,0.36057487,0.0,0.6744054,-49.88133,144000.0,1.9402555e-09,0.20295458,720000.0,0.0033333333333333335
0.95221835,144,14500.0,2900.0,0.13850659,0.36058664,0.0,0.6743753,-49.885944,145000.0,2.0810453e-06,0.2029498,725000.0,0.0
1.0830032,145,14600.0,2920.0,0.13848852,0.36059687,0.0,0.67434925,-49.884228,146000.0,1.4500695e-05,0.20295103,730000.0,0.0
1.0114584,146,14700.0,2940.0,0.13845403,0.36060604,0.0,0.6743185,-49.892975,147000.0,7.761022e-11,0.20295966,735000.0,0.0
0.935819,147,14800.0,2960.0,0.13843139,0.36062607,0.0,0.6742976,-49.896183,148000.0,2.5215609e-06,0.20295756,740000.0,0.0016666666666666668
0.9715051,148,14900.0,2980.0,0.1384081,0.3606449,0.0,0.67425674,-49.900562,149000.0,1.211853e-06,0.20295174,745000.0,0.0
0.9448085,149,15000.0,3000.0,0.13838878,0.36065724,0.0,0.6742189,-49.90098,150000.0,2.8017288e-08,0.2029561,750000.0,0.0
0.95558786,150,15100.0,3020.0,0.13836995,0.36066994,0.0,0.6741858,-49.907307,151000.0,1.1280764e-05,0.20296425,755000.0,0.0
0.94048125,151,15200.0,3040.0,0.13834944,0.3606837,0.0,0.6741758,-49.897694,152000.0,1.9402554e-11,0.2029614,760000.0,0.0
0.9494913,152,15300.0,3060.0,0.13834624,0.36070064,0.0,0.67414695,-49.901417,153000.0,4.967054e-09,0.2029572,765000.0,0.0
1.0016952,153,15400.0,3080.0,0.13834079,0.36070457,0.0,0.6741429,-49.900394,154000.0,1.2417635e-07,0.20296194,770000.0,0.0
0.9481337,154,15500.0,3100.0,0.13832133,0.36071476,0.0,0.67414695,-49.914692,155000.0,0.00014018983,0.20296459,775000.0,0.0
1.0264357,155,15600.0,3120.0,0.13828948,0.36072168,0.0,0.67411715,-49.914974,156000.0,6.241107e-05,0.20296033,780000.0,0.0
0.96091694,156,15700.0,3140.0,0.13828322,0.36073354,0.0,0.67410046,-49.89867,157000.0,3.1044087e-10,0.20296048,785000.0,0.0
1.0195874,157,15800.0,3160.0,0.13825904,0.36074296,0.0,0.6740673,-49.894566,158000.0,2.1321903e-06,0.2029686,790000.0,0.0
0.94092196,158,15900.0,3180.0,0.13822399,0.36075446,0.0,0.6740611,-49.88274,159000.0,1.1414307e-05,0.20296963,795000.0,0.0
0.95721865,159,16000.0,3200.0,0.13818422,0.3607644,0.0,0.67404723,-49.895924,160000.0,3.7563346e-08,0.20296057,800000.0,0.0
0.9906333,160,16100.0,3220.0,0.13815907,0.36076912,0.0,0.6740268,-49.93041,161000.0,6.74141e-05,0.2029611,805000.0,0.0
0.94171566,161,16200.0,3240.0,0.13811274,0.36078572,0.0,0.67400247,-49.907856,162000.0,1.2417635e-07,0.2029611,810000.0,0.0
0.9196701,162,16300.0,3260.0,0.13811626,0.36077634,0.0,0.6739785,-49.892475,163000.0,5.2535743e-05,0.20295893,815000.0,0.0
0.96271896,163,16400.0,3280.0,0.1381087,0.36077568,0.0,0.6739555,-49.907795,164000.0,2.1129381e-08,0.2029558,820000.0,0.0
1.0032959,164,16500.0,3300.0,0.13809553,0.36078963,0.0,0.6739206,-49.908813,165000.0,1.2417635e-09,0.20296158,825000.0,0.0
0.9630168,165,16600.0,3320.0,0.13807711,0.36079815,0.008333333333333333,0.6738886,-49.911713,166000.0,6.984919e-08,0.20295937,830000.0,0.0
0.9293285,166,16700.0,3340.0,0.13805574,0.3608124,0.0,0.67386216,-49.912426,167000.0,4.843654e-07,0.20295547,835000.0,0.0
0.9640996,167,16800.0,3360.0,0.13805382,0.36081377,0.0,0.6738548,-49.867065,168000.0,0.0010779027,0.20295799,840000.0,0.0
0.9826638,168,16900.0,3380.0,0.13803871,0.3608246,0.0,0.6738176,-49.949017,169000.0,4.1585416e-05,0.20295851,845000.0,0.0033333333333333335
0.9764333,169,17000.0,3400.0,0.13802207,0.360828,0.0,0.6737687,-49.905254,170000.0,2.391362e-05,0.20295511,850000.0,0.0
0.93955797,170,17100.0,3420.0,0.13800664,0.36084083,0.0,0.67374516,-49.899517,171000.0,3.4226105e-08,0.20295377,855000.0,0.0
0.9504917,171,17200.0,3440.0,0.13800223,0.36085176,0.0,0.6736884,-49.90328,172000.0,1.2126597e-10,0.20295139,860000.0,0.0
0.9837203,172,17300.0,3460.0,0.13797495,0.3608586,0.0,0.6736676,-49.90288,173000.0,2.3242907e-05,0.2029528,865000.0,0.0
0.95148367,173,17400.0,3480.0,0.13795486,0.3608609,0.0,0.67367536,-49.943844,174000.0,0.0004434101,0.2029527,870000.0,0.0
0.95436853,174,17500.0,3500.0,0.13791968,0.36087427,0.0,0.67367107,-49.904667,175000.0,6.2864274e-07,0.2029502,875000.0,0.0
1.021809,175,17600.0,3520.0,0.13790555,0.36088327,0.0,0.6736595,-49.903744,176000.0,7.1488516e-06,0.20293923,880000.0,0.0
0.9763301,176,17700.0,3540.0,0.13790008,0.3608807,0.0,0.67365247,-49.86142,177000.0,0.000508229,0.20293747,885000.0,0.0
0.98636323,177,17800.0,3560.0,0.13788919,0.36088863,0.0,0.67361456,-49.901775,178000.0,4.8506383e-08,0.20294337,890000.0,0.0
1.0086465,178,17900.0,3580.0,0.13787152,0.3608935,0.0,0.6736083,-49.88654,179000.0,0.00012581897,0.20294769,895000.0,0.0
0.9566181,179,18000.0,3600.0,0.13783939,0.36090222,0.0,0.6735876,-49.892467,180000.0,6.1281803e-06,0.20295887,900000.0,0.0
0.9309049,180,18100.0,3620.0,0.13783303,0.3609086,0.0,0.67355424,-49.88557,181000.0,4.1642247e-07,0.2029552,905000.0,0.0
0.9720076,181,18200.0,3640.0,0.1378146,0.36090508,0.0,0.6735439,-49.87856,182000.0,0.00029734397,0.20295571,910000.0,0.0016666666666666668
1.0003322,182,18300.0,3660.0,0.13779761,0.36090782,0.0,0.673522,-49.886566,183000.0,2.764985e-06,0.20296036,915000.0,0.0
0.95580786,183,18400.0,3680.0,0.1377938,0.36091074,0.0,0.67353517,-49.8747,184000.0,3.396084e-05,0.2029636,920000.0,0.0
