test/ag_g_dist,epoch,train/episode,test/episode,stats_g/std,stats_g/mean,test/success_rate,stats_o/std,test/mean_Q,test/reward_compute_count,train/critic_loss,stats_o/mean,train/reward_compute_count,train/success_rate
0.95244664,184,18500.0,3700.0,0.1377821,0.3609251,0.0,0.6735036,-49.886547,185000.0,0.0,0.20296653,925000.0,0.0
0.9989827,185,18600.0,3720.0,0.13775936,0.36092916,0.0,0.6734775,-49.852184,186000.0,0.00040371457,0.2029631,930000.0,0.0
1.009096,186,18700.0,3740.0,0.13775775,0.36093518,0.0,0.6734579,-49.892242,187000.0,5.501713e-06,0.20296246,935000.0,0.0
0.95290154,187,18800.0,3760.0,0.1377457,0.36093846,0.0,0.6734317,-49.909847,188000.0,3.7052862e-06,0.20296234,940000.0,0.0
0.99666405,188,18900.0,3780.0,0.13772514,0.36095428,0.008333333333333333,0.67341095,-49.890392,189000.0,2.6787652e-07,0.20296438,945000.0,0.0016666666666666668
0.90295464,189,19000.0,3800.0,0.13771124,0.36095142,0.0,0.673383,-49.888096,190000.0,2.030521e-06,0.20296068,950000.0,0.0
0.95068866,190,19100.0,3820.0,0.137695,0.36095023,0.0,0.673378,-49.952114,191000.0,0.0022902256,0.2029614,955000.0,0.0
1.0263311,191,19200.0,3840.0,0.1376692,0.360962,0.0,0.6733561,-49.892,192000.0,6.0101354e-07,0.2029522,960000.0,0.0033333333333333335
0.96626514,192,19300.0,3860.0,0.13765956,0.36096668,0.0,0.6733572,-49.923107,193000.0,0.00026562085,0.20294707,965000.0,0.0
0.992105,193,19400.0,3880.0,0.13763158,0.36096987,0.008333333333333333,0.6733416,-49.89784,194000.0,2.2363433e-06,0.20295341,970000.0,0.0
0.9662811,194,19500.0,3900.0,0.13760914,0.36097464,0.0,0.67331344,-49.893707,195000.0,4.7541107e-08,0.20295185,975000.0,0.0016666666666666668
0.94843227,195,19600.0,3920.0,0.13760617,0.36098465,0.0,0.6732809,-49.89731,196000.0,2.4452069e-08,0.20295103,980000.0,0.0
0.9651284,196,19700.0,3940.0,0.13759463,0.360991,0.0,0.6732816,-49.9008,197000.0,1.071506e-08,0.20295079,985000.0,0.0
0.9413535,197,19800.0,3960.0,0.13756026,0.3609905,0.0,0.6732471,-49.93234,198000.0,0.00020079878,0.20295261,990000.0,0.0
0.9578832,198,19900.0,3980.0,0.13754332,0.3609942,0.0,0.6732264,-49.899067,199000.0,3.5886964e-07,0.20294379,995000.0,0.0
0.9142351,199,20000.0,4000.0,0.13752152,0.3610007,0.0,0.6731937,-49.900513,200000.0,1.2126596e-08,0.20294647,1000000.0,0.0
