test/mean_Q,epoch,stats_o/mean,train/episode,test/ag_g_dist,stats_o/std,test/success_rate,train/critic_loss,train/success_rate,stats_g/std,test/episode,stats_g/mean
-2.597156,39,0.20636892,4000.0,0.051997293,0.11834386,0.25833333333333336,0.46550742,0.0016666666666666668,0.11381335,800.0,0.85162956
-2.3635733,40,0.20634218,4100.0,0.05010058,0.11844052,0.4083333333333334,0.5089142,0.005,0.11368626,820.0,0.851706
-2.2634025,41,0.20632875,4200.0,0.04399957,0.118484356,0.5666666666666667,0.44418204,0.0016666666666666668,0.11360221,840.0,0.85176116
-2.420521,42,0.20631115,4300.0,0.05007553,0.118444435,0.3,0.47889987,0.008333333333333333,0.113458514,860.0,0.85179347
-2.19518,43,0.20634802,4400.0,0.044556607,0.11837244,0.2416666666666667,0.48711428,0.0016666666666666668,0.113342576,880.0,0.8519194
-2.8315823,44,0.20635004,4500.0,0.05922698,0.11832753,0.3499999999999999,0.47651324,0.0033333333333333335,0.1132224,900.0,0.85194683
-2.4594028,45,0.20639364,4600.0,0.050115168,0.1183379,0.26666666666666666,0.46131206,0.0033333333333333335,0.113132656,920.0,0.85201406
-2.4074256,46,0.20643239,4700.0,0.05253008,0.11832226,0.325,0.673861,0.0033333333333333335,0.1130819,940.0,0.8520584
-2.4998925,47,0.20647638,4800.0,0.053257335,0.11830187,0.30000000000000004,0.5098452,0.0,0.11301308,960.0,0.85212713
-2.4484265,48,0.20652825,4900.0,0.048293944,0.11829027,0.425,0.48414484,0.006666666666666667,0.1129524,980.0,0.852144
-2.5212398,49,0.20655006,5000.0,0.05436359,0.118260704,0.225,0.40816593,0.0033333333333333335,0.11277115,1000.0,0.8521547
-2.3259304,50,0.20656683,5100.0,0.050286144,0.118258856,0.3499999999999999,0.5499671,0.0,0.1127064,1020.0,0.85224867
-2.5488842,51,0.20655875,5200.0,0.056664,0.11820678,0.30833333333333335,0.5119333,0.0,0.1125198,1040.0,0.8522795
-2.7584782,52,0.20660393,5300.0,0.059027016,0.1182319,0.3,0.5358989,0.0,0.112468965,1060.0,0.85235685
-2.5523107,53,0.20661707,5400.0,0.050992247,0.11828688,0.34166666666666673,0.410782,0.0016666666666666668,0.11239246,1080.0,0.8523731
-2.4671242,54,0.20658712,5500.0,0.05187137,0.11831171,0.24166666666666667,0.4564124,0.0033333333333333335,0.112274654,1100.0,0.85234785
-2.3523614,55,0.20663814,5600.0,0.05138451,0.118341915,0.2416666666666667,0.5211142,0.0016666666666666668,0.112213396,1120.0,0.8524592
-2.5120256,56,0.20666726,5700.0,0.05011074,0.11821184,0.3583333333333334,0.58381814,0.0016666666666666668,0.11206744,1140.0,0.85250825
-2.400161,57,0.20670573,5800.0,0.04785073,0.118180715,0.45,0.6437159,0.0016666666666666668,0.111999005,1160.0,0.85253984
-2.5350888,58,0.20670845,5900.0,0.053776816,0.118227385,0.30833333333333335,0.4475756,0.0033333333333333335,0.111940205,1180.0,0.852581
-2.3991215,59,0.20670742,6000.0,0.049868006,0.11826315,0.4416666666666667,0.48418617,0.0,0.11182358,1200.0,0.8526016
-2.3038414,60,0.20675202,6100.0,0.048600454,0.11827802,0.38333333333333336,0.60794705,0.0,0.111776106,1220.0,0.8526106
-2.3993845,61,0.20678039,6200.0,0.04816268,0.11832524,0.375,0.3833034,0.0016666666666666668,0.11180681,1240.0,0.852639
-2.4432123,62,0.20679422,6300.0,0.05261645,0.118263386,0.30833333333333335,0.915819,0.0016666666666666668,0.111676954,1260.0,0.8526881
-2.4109485,63,0.20678465,6400.0,0.04907721,0.11831707,0.3,0.6736683,0.0,0.111679144,1280.0,0.85269594
-2.427815,64,0.20680948,6500.0,0.051903125,0.11828521,0.225,0.59934896,0.005,0.111593045,1300.0,0.8527651
-2.583058,65,0.20680182,6600.0,0.059924036,0.118215315,0.4583333333333333,0.4070637,0.005,0.111526914,1320.0,0.8527582
-2.7582695,66,0.20677511,6700.0,0.05093205,0.11817303,0.43333333333333335,0.8369524,0.0016666666666666668,0.11140337,1340.0,0.8527735
-2.5304735,67,0.20677954,6800.0,0.057697266,0.11821553,0.2333333333333333,0.56057227,0.0016666666666666668,0.11133903,1360.0,0.8527868
-2.60665,68,0.20675702,6900.0,0.052334547,0.11821144,0.525,0.41202012,0.005,0.11128175,1380.0,0.85275465
-2.4908612,69,0.20674111,7000.0,0.05760483,0.11818123,0.35833333333333334,0.5539239,0.0016666666666666668,0.11122272,1400.0,0.8527403
-2.4915178,70,0.20676298,7100.0,0.0537796,0.11807221,0.36666666666666664,0.594486,0.006666666666666667,0.11108134,1420.0,0.85275525
-2.4047375,71,0.2067893,7200.0,0.046661627,0.11806134,0.3416666666666666,0.6577776,0.0033333333333333335,0.111029945,1440.0,0.8527751
-2.5080378,72,0.20681302,7300.0,0.051875006,0.11807141,0.24166666666666667,0.6093228,0.0016666666666666668,0.111058556,1460.0,0.8528109
-2.3756254,73,0.20683895,7400.0,0.04552727,0.11808297,0.30833333333333335,0.36158535,0.0,0.110982716,1480.0,0.85284996
-2.213753,74,0.2068459,7500.0,0.038219105,0.11812926,0.26666666666666666,0.42422602,0.0016666666666666668,0.11094308,1500.0,0.85289097
-2.5099049,75,0.20684125,7600.0,0.05404377,0.118124045,0.20833333333333334,0.4818182,0.0016666666666666668,0.11090351,1520.0,0.8528922
-2.4582102,76,0.20686376,7700.0,0.04907514,0.118034385,0.4166666666666667,0.39765015,0.008333333333333333,0.110807866,1540.0,0.852915
-2.5080097,77,0.20684536,7800.0,0.05241291,0.117996156,0.225,0.4573679,0.0033333333333333335,0.11071656,1560.0,0.8529133
-2.6273782,78,0.20687354,7900.0,0.061403885,0.11794916,0.275,0.64551777,0.006666666666666667,0.110638775,1580.0,0.8529127
-3.134163,79,0.20687552,8000.0,0.05597481,0.11792012,0.26666666666666666,0.3678073,0.0033333333333333335,0.11064267,1600.0,0.85295266
-2.4530275,80,0.20686728,8100.0,0.04974669,0.11787653,0.4666666666666666,0.31365702,0.005,0.110635936,1620.0,0.8529565
-2.5609653,81,0.20683546,8200.0,0.05404752,0.11782851,0.31666666666666665,0.5173,0.0033333333333333335,0.110533394,1640.0,0.8529761
-2.5181477,82,0.20682792,8300.0,0.051034365,0.117770225,0.39166666666666666,0.56720954,0.005,0.11044612,1660.0,0.8530056
-2.5319455,83,0.20683853,8400.0,0.049818736,0.11768803,0.3416666666666666,0.81208754,0.0,0.11037639,1680.0,0.8530555
-2.8134954,84,0.20685019,8500.0,0.0529794,0.1176458,0.20833333333333334,0.47383443,0.0016666666666666668,0.11028276,1700.0,0.8530567
-2.5442502,85,0.20682748,8600.0,0.051776174,0.11761836,0.3083333333333333,0.5111738,0.0033333333333333335,0.11025911,1720.0,0.85302967
-2.5488002,86,0.20681633,8700.0,0.048975736,0.117530175,0.35833333333333334,0.3936653,0.0,0.11015668,1740.0,0.8530496
-2.4978442,87,0.20679665,8800.0,0.049246486,0.11747714,0.34166666666666673,0.9524568,0.0033333333333333335,0.11009616,1760.0,0.85307527
-2.6418352,88,0.2067725,8900.0,0.056733306,0.1174733,0.2916666666666667,0.4078462,0.0,0.11005631,1780.0,0.8530776
-2.4881203,89,0.20675516,9000.0,0.051313255,0.11750081,0.35000000000000003,0.37766573,0.0033333333333333335,0.1100822,1800.0,0.853049
-2.6279485,90,0.20673586,9100.0,0.058122378,0.1174986,0.25833333333333336,0.42875955,0.0016666666666666668,0.11012799,1820.0,0.8529981
-2.5725296,91,0.2067198,9200.0,0.053928915,0.11752042,0.2333333333333333,0.4846542,0.0016666666666666668,0.11015358,1840.0,0.852987
-2.5527956,92,0.20670539,9300.0,0.055801865,0.11742107,0.30000000000000004,0.57680523,0.005,0.11008761,1860.0,0.8529803
-2.3870363,93,0.20669729,9400.0,0.047267105,0.117387205,0.25,0.5360097,0.0033333333333333335,0.11003069,1880.0,0.8529702
-2.5768244,94,0.2066924,9500.0,0.05481876,0.11731734,0.39999999999999997,0.51659185,0.0016666666666666668,0.10997952,1900.0,0.85295504
-2.4817436,95,0.20668752,9600.0,0.050086856,0.11723066,0.3333333333333333,0.4232547,0.006666666666666667,0.10994142,1920.0,0.852931
-2.600021,96,0.20668429,9700.0,0.052336305,0.11720034,0.16666666666666666,0.46257833,0.0033333333333333335,0.1099248,1940.0,0.8529547
-2.5589232,97,0.2066861,9800.0,0.050387364,0.11713617,0.48333333333333334,0.35115767,0.005,0.109884985,1960.0,0.85297084
-2.4143677,98,0.2066782,9900.0,0.04910926,0.117067546,0.30833333333333335,0.56304747,0.005,0.10985008,1980.0,0.852971
-2.5375373,99,0.20664924,10000.0,0.050735693,0.11700717,0.4416666666666667,0.36198187,0.0,0.10981885,2000.0,0.8529365
-2.3140867,100,0.20664312,10100.0,0.04344119,0.11691898,0.47500000000000003,0.47864458,0.0,0.109790586,2020.0,0.8529125
-2.6589997,101,0.2066449,10200.0,0.053042922,0.116853714,0.43333333333333335,0.5884912,0.0016666666666666668,0.10976686,2040.0,0.8529127
-2.580294,102,0.20663927,10300.0,0.051380724,0.116785675,0.5333333333333333,0.7782087,0.0033333333333333335,0.10972776,2060.0,0.8529043
-2.5528917,103,0.20664692,10400.0,0.052879702,0.116775416,0.5333333333333333,0.33842668,0.005,0.10964943,2080.0,0.85290915
-2.437402,104,0.20665705,10500.0,0.047250226,0.11673399,0.38333333333333336,1.0202985,0.005,0.109577514,2100.0,0.8529046
-2.3479445,105,0.206649,10600.0,0.042953443,0.11666461,0.46666666666666673,0.731877,0.0016666666666666668,0.109503694,2120.0,0.8528909
-2.6275547,106,0.20666057,10700.0,0.05425809,0.11661147,0.42500000000000004,0.49668574,0.0016666666666666668,0.10944859,2140.0,0.852854
-2.5211887,107,0.20668252,10800.0,0.05143532,0.11653782,0.42500000000000004,0.29423818,0.0033333333333333335,0.109360136,2160.0,0.85285896
-2.553714,108,0.20667225,10900.0,0.05167268,0.11652899,0.45,0.48512235,0.005,0.109333344,2180.0,0.8528514
-2.6116605,109,0.2066677,11000.0,0.0551523,0.116517864,0.375,0.75360036,0.006666666666666667,0.109291606,2200.0,0.8528405
-2.4172862,110,0.20667864,11100.0,0.044890698,0.116484575,0.26666666666666666,0.39196792,0.005,0.109246105,2220.0,0.85284513
-2.5105922,111,0.20667332,11200.0,0.046577092,0.11645654,0.31666666666666665,0.5598467,0.0033333333333333335,0.109213434,2240.0,0.8528158
-2.5303452,112,0.2066683,11300.0,0.048943233,0.11637191,0.35833333333333334,0.35884416,0.005,0.10914896,2260.0,0.85282326
-2.4836073,113,0.20665123,11400.0,0.04553951,0.11627123,0.4666666666666666,0.46632895,0.0033333333333333335,0.10908408,2280.0,0.8528046
-2.578254,114,0.20666115,11500.0,0.05291589,0.11621901,0.375,0.51848143,0.005,0.10901871,2300.0,0.8527785
-2.4775593,115,0.20666723,11600.0,0.050066438,0.11619899,0.35000000000000003,0.8366847,0.0,0.10900847,2320.0,0.8527496
-2.4991796,116,0.20664638,11700.0,0.05074079,0.116166584,0.39166666666666666,0.321195,0.0033333333333333335,0.108965516,2340.0,0.85272676
-2.45385,117,0.20663582,11800.0,0.04857598,0.11613838,0.3333333333333333,0.33640492,0.0016666666666666668,0.1089263,2360.0,0.852705
-2.5837505,118,0.20663778,11900.0,0.04862411,0.1160532,0.5333333333333333,0.5721726,0.005,0.10884002,2380.0,0.85267806
-2.4931047,119,0.20662703,12000.0,0.05108575,0.1160055,0.2333333333333333,0.27950498,0.005,0.108804815,2400.0,0.8526726
-2.8253872,120,0.20662218,12100.0,0.052217264,0.11599306,0.39999999999999997,0.44603458,0.0016666666666666668,0.10878259,2420.0,0.852658
-2.61424,121,0.20661233,12200.0,0.053182077,0.11595429,0.3666666666666667,0.7570517,0.0033333333333333335,0.108754985,2440.0,0.8526588
-2.5777366,122,0.20661314,12300.0,0.050734073,0.11592733,0.525,0.3750595,0.0016666666666666668,0.10873867,2460.0,0.8526171
-2.5956829,123,0.20661758,12400.0,0.05393358,0.11588016,0.39166666666666666,0.45038298,0.0033333333333333335,0.10867423,2480.0,0.8526105
-2.6203005,124,0.20660265,12500.0,0.053807914,0.1158534,0.3666666666666667,0.42632684,0.006666666666666667,0.10864542,2500.0,0.8525898
-2.7042427,125,0.20659672,12600.0,0.057741553,0.115785934,0.2416666666666667,0.62456596,0.008333333333333333,0.108581305,2520.0,0.85259444
-2.573036,126,0.20660178,12700.0,0.05015214,0.11574314,0.43333333333333335,0.54427385,0.0,0.10853523,2540.0,0.8525853
-2.4982378,127,0.20660794,12800.0,0.047233075,0.11570654,0.35833333333333334,0.45909235,0.005,0.108449005,2560.0,0.8526147
-2.519177,128,0.2066092,12900.0,0.048675578,0.11566487,0.5333333333333333,0.6134746,0.0033333333333333335,0.1083914,2580.0,0.85259795
-2.6227732,129,0.20660347,13000.0,0.051692966,0.11564667,0.44999999999999996,0.69304055,0.0016666666666666668,0.10836116,2600.0,0.8526025
-2.5125654,130,0.20661072,13100.0,0.05100696,0.11558241,0.3333333333333333,0.596355,0.0033333333333333335,0.108312964,2620.0,0.85260826
-2.4793603,131,0.20661612,13200.0,0.04887904,0.11553951,0.19999999999999998,0.45912388,0.0016666666666666668,0.10827095,2640.0,0.8526204
-3.3443382,132,0.20660947,13300.0,0.07950603,0.11553369,0.41666666666666674,0.4141698,0.006666666666666667,0.1082254,2660.0,0.8525966
-3.3976688,133,0.20661062,13400.0,0.07604254,0.11551789,0.3416666666666666,0.71450084,0.0033333333333333335,0.10818341,2680.0,0.8525987
-3.2454255,134,0.20662582,13500.0,0.07396235,0.11552987,0.4083333333333334,0.6926093,0.0016666666666666668,0.108160116,2700.0,0.85260457
-2.742174,135,0.20661958,13600.0,0.055850137,0.11554411,0.21666666666666667,0.844017,0.0033333333333333335,0.108162194,2720.0,0.85260487
-2.5052252,136,0.20660953,13700.0,0.04837437,0.115525685,0.2833333333333333,0.2911885,0.0016666666666666668,0.108081885,2740.0,0.8525889
-2.8322856,137,0.20660762,13800.0,0.06443365,0.11548198,0.39999999999999997,0.62800324,0.0033333333333333335,0.10806092,2760.0,0.8525974
-2.7532756,138,0.20661032,13900.0,0.059916425,0.11545061,0.47500000000000003,0.3760083,0.0,0.10804221,2780.0,0.8525908
-2.624294,139,0.20660453,14000.0,0.05130371,0.11543081,0.4833333333333334,0.33691725,0.0033333333333333335,0.10802856,2800.0,0.8525749
-2.628616,140,0.20659475,14100.0,0.051442906,0.11537667,0.4749999999999999,0.43084332,0.0033333333333333335,0.1079793,2820.0,0.8525629
-2.672994,141,0.20659782,14200.0,0.054974675,0.11532245,0.275,0.45190772,0.0033333333333333335,0.10794712,2840.0,0.8525621
-2.5412478,142,0.20658521,14300.0,0.049796086,0.115258045,0.325,0.4965174,0.0033333333333333335,0.10788691,2860.0,0.8525532
-2.5926375,143,0.20658846,14400.0,0.050378274,0.11523837,0.26666666666666666,0.8907115,0.005,0.10783085,2880.0,0.852571
-2.6602237,144,0.20658083,14500.0,0.056167115,0.11521574,0.26666666666666666,0.3702426,0.006666666666666667,0.10784026,2900.0,0.8525758
-2.487664,145,0.20657076,14600.0,0.047256563,0.115163594,0.43333333333333335,0.31296182,0.0016666666666666668,0.10781171,2920.0,0.8525944
-2.66725,146,0.20657189,14700.0,0.056214135,0.115130626,0.35833333333333334,0.31562057,0.0,0.10776486,2940.0,0.85257787
-2.4883761,147,0.2065674,14800.0,0.048414886,0.11507901,0.44999999999999996,0.3062555,0.0016666666666666668,0.107734285,2960.0,0.8525792
-2.5356789,148,0.20657535,14900.0,0.05143666,0.11503401,0.40833333333333327,1.0258211,0.0033333333333333335,0.10770819,2980.0,0.8525664
-2.625813,149,0.20657675,15000.0,0.05849476,0.115004055,0.3583333333333334,0.32968125,0.005,0.10766039,3000.0,0.8525481
-2.5597022,150,0.20657976,15100.0,0.05541389,0.1149722,0.39999999999999997,0.60526085,0.006666666666666667,0.10762959,3020.0,0.85257083
-2.5149431,151,0.20656921,15200.0,0.047866922,0.11496493,0.4166666666666667,0.37110463,0.005,0.10762905,3040.0,0.85255414
-2.6452227,152,0.20655943,15300.0,0.056610703,0.11494174,0.30000000000000004,0.6039804,0.0,0.10759273,3060.0,0.85255164
-2.538155,153,0.20656139,15400.0,0.04917532,0.11496982,0.35833333333333334,0.5064328,0.0016666666666666668,0.107604206,3080.0,0.8525312
-2.5141854,154,0.20655344,15500.0,0.054074585,0.114959456,0.5416666666666666,1.5536505,0.005,0.10755554,3100.0,0.8525038
-2.418656,155,0.20655371,15600.0,0.04799381,0.11490782,0.5166666666666666,0.45040718,0.0016666666666666668,0.10751066,3120.0,0.852501
-2.8308508,156,0.20653965,15700.0,0.057867993,0.11488084,0.43333333333333335,0.3046431,0.0,0.107465565,3140.0,0.8524627
-2.3968525,157,0.2065367,15800.0,0.048743952,0.11485227,0.3666666666666667,0.3380476,0.0016666666666666668,0.10743859,3160.0,0.8524637
-2.5651295,158,0.20653658,15900.0,0.0520597,0.11481949,0.4416666666666667,0.43153176,0.0016666666666666668,0.10740139,3180.0,0.8524644
-2.401696,159,0.20653945,16000.0,0.050672155,0.114803165,0.39999999999999997,0.39163223,0.0033333333333333335,0.1073669,3200.0,0.852467
-2.4061546,160,0.20653534,16100.0,0.050217748,0.114775926,0.5416666666666666,0.33892736,0.0016666666666666668,0.10731506,3220.0,0.852477
-2.4077237,161,0.20654227,16200.0,0.04790722,0.114777535,0.5499999999999999,0.35495076,0.0033333333333333335,0.107323706,3240.0,0.85247046
-2.5399823,162,0.20654488,16300.0,0.04746924,0.11479238,0.31666666666666665,0.33968875,0.0016666666666666668,0.10730142,3260.0,0.8524669
-2.4762623,163,0.20654984,16400.0,0.04702106,0.11475349,0.4083333333333334,0.39594635,0.0016666666666666668,0.10725802,3280.0,0.8524861
-2.4972093,164,0.20655705,16500.0,0.05316806,0.114747494,0.3416666666666666,0.45603085,0.0033333333333333335,0.10723201,3300.0,0.85249203
-2.502295,165,0.20655604,16600.0,0.048641473,0.11475717,0.47500000000000003,0.3407037,0.006666666666666667,0.1072245,3320.0,0.8524831
-2.556153,166,0.20655198,16700.0,0.0545492,0.11473223,0.4083333333333334,0.30515683,0.0033333333333333335,0.10716545,3340.0,0.85248166
-2.4287193,167,0.20654516,16800.0,0.052784014,0.11470717,0.5333333333333333,0.27845833,0.01,0.107145585,3360.0,0.85249454
-2.4426372,168,0.20654601,16900.0,0.044948954,0.11465619,0.5249999999999999,0.41353455,0.006666666666666667,0.10710993,3380.0,0.85250354
-2.4762135,169,0.20653874,17000.0,0.052438866,0.11464501,0.4916666666666667,0.97668076,0.0016666666666666668,0.107107006,3400.0,0.85251784
-2.4409695,170,0.20654047,17100.0,0.04828,0.11463723,0.425,0.45223486,0.0016666666666666668,0.1071082,3420.0,0.8525205
-2.439072,171,0.20655482,17200.0,0.047108274,0.114642225,0.39999999999999997,0.30272996,0.0016666666666666668,0.10707422,3440.0,0.8525176
-2.3624728,172,0.20655006,17300.0,0.047519684,0.114636034,0.46666666666666673,0.3968897,0.0033333333333333335,0.10704556,3460.0,0.8525135
-2.4364312,173,0.20654696,17400.0,0.049259353,0.11461199,0.30833333333333335,0.36110625,0.0016666666666666668,0.107026815,3480.0,0.8525321
-2.5233247,174,0.20655042,17500.0,0.053206384,0.11457773,0.4416666666666667,0.75062394,0.0033333333333333335,0.10701146,3500.0,0.85254985
-2.5794203,175,0.20655544,17600.0,0.051167548,0.114565134,0.4000000000000001,0.39659676,0.0033333333333333335,0.1070006,3520.0,0.8525412
-2.410858,176,0.20656534,17700.0,0.04848827,0.11459575,0.425,0.38041687,0.0,0.10699009,3540.0,0.85255116
-2.383107,177,0.20654981,17800.0,0.047766224,0.11461833,0.4583333333333333,0.35191998,0.005,0.106992275,3560.0,0.8525489
-2.5477848,178,0.20654659,17900.0,0.05219893,0.11460182,0.4166666666666667,0.32330275,0.0033333333333333335,0.10696027,3580.0,0.85255
-2.5897853,179,0.20654796,18000.0,0.054627776,0.11459762,0.35833333333333334,0.6328652,0.0016666666666666668,0.10693482,3600.0,0.852547
-2.4349675,180,0.20654981,18100.0,0.04687279,0.11459414,0.5333333333333333,0.41186598,0.0033333333333333335,0.10691556,3620.0,0.85255814
-2.4137816,181,0.20654131,18200.0,0.047097918,0.1145676,0.3833333333333333,0.42303696,0.0016666666666666668,0.10687228,3640.0,0.8525724
-2.4570074,182,0.20654613,18300.0,0.04892668,0.11455474,0.4166666666666667,0.2542185,0.0016666666666666668,0.10684931,3660.0,0.85258055
-2.4144185,183,0.20653789,18400.0,0.04994169,0.114544,0.48333333333333334,0.426487,0.0033333333333333335,0.10683849,3680.0,0.85259134
-2.3484821,184,0.20653291,18500.0,0.04809569,0.114557885,0.5583333333333333,0.35405168,0.0033333333333333335,0.10680255,3700.0,0.8525817
-2.4874153,185,0.20653659,18600.0,0.05034366,0.114543594,0.4666666666666666,0.81435895,0.006666666666666667,0.10678711,3720.0,0.8525762
-2.5099297,186,0.2065446,18700.0,0.053897362,0.11451476,0.3833333333333333,0.4034319,0.0016666666666666668,0.10676906,3740.0,0.85260653
-2.4153068,187,0.20653027,18800.0,0.04781982,0.114495315,0.5416666666666666,0.43127593,0.0,0.10673394,3760.0,0.85258955
-2.450157,188,0.20653766,18900.0,0.050541144,0.11448706,0.325,0.6072111,0.0,0.106705666,3780.0,0.85260886
-2.3182566,189,0.20652683,19000.0,0.04612124,0.114466555,0.5666666666666668,0.7005194,0.005,0.10666293,3800.0,0.85260457
-2.5030105,190,0.20651896,19100.0,0.051945075,0.11444668,0.38333333333333336,0.3218292,0.0,0.10664397,3820.0,0.8525987
-2.4502404,191,0.20651646,19200.0,0.05388434,0.11441771,0.39999999999999997,0.35022315,0.0016666666666666668,0.10662791,3840.0,0.85260147
-2.42083,192,0.20651723,19300.0,0.04834814,0.11439548,0.5,0.93898886,0.0016666666666666668,0.10662366,3860.0,0.8525834
-2.4657056,193,0.20651974,19400.0,0.05090418,0.11437804,0.4583333333333333,0.4955051,0.005,0.106625736,3880.0,0.8525922
-2.445244,194,0.20652337,19500.0,0.047831926,0.11436225,0.4583333333333333,0.44248787,0.0016666666666666668,0.10659871,3900.0,0.8525946
-2.4447677,195,0.20651372,19600.0,0.05360004,0.11433956,0.3083333333333333,0.35333338,0.0,0.10656148,3920.0,0.85260034
-2.3635504,196,0.20651478,19700.0,0.04591207,0.11435625,0.3833333333333333,0.39169133,0.0033333333333333335,0.1065565,3940.0,0.85260206
