epoch,test/ag_g_dist,stats_o/mean,test/episode,stats_g/mean,test/mean_Q,train/success_rate,train/critic_loss,test/success_rate,stats_o/std,train/episode,stats_g/std
33,0.053344447,0.20557624,680.0,0.84899473,-2.3366249,0.19000000000000003,0.43723878,0.8833333333333333,0.11773025,3400.0,0.11099186
34,0.049708813,0.20555349,700.0,0.84902936,-2.3301232,0.19666666666666668,0.4359485,0.8833333333333333,0.117878936,3500.0,0.11105474
35,0.051418837,0.20562868,720.0,0.84919804,-2.3655415,0.20000000000000004,0.44356847,0.8666666666666666,0.11789454,3600.0,0.110948086
36,0.048750866,0.20561631,740.0,0.84929675,-2.2780826,0.19666666666666666,0.4460139,0.8916666666666666,0.11784011,3700.0,0.11079198
37,0.04980049,0.20572084,760.0,0.8494467,-2.2424264,0.21666666666666667,0.8144793,0.9083333333333333,0.11782984,3800.0,0.11076728
38,0.051042303,0.20574005,780.0,0.849588,-2.3982308,0.19000000000000003,0.46604404,0.875,0.11775575,3900.0,0.11067451
39,0.051425863,0.20576309,800.0,0.84968305,-2.4222982,0.19833333333333333,0.77471954,0.8583333333333333,0.117741615,4000.0,0.11056513
40,0.05347989,0.20581578,820.0,0.8497904,-2.3988705,0.19499999999999998,0.52442783,0.85,0.11790178,4100.0,0.11047093
41,0.045473725,0.20583296,840.0,0.8498841,-2.3013976,0.20333333333333334,0.57497525,0.9333333333333332,0.1178259,4200.0,0.11037549
42,0.04880032,0.20583747,860.0,0.85000515,-2.3972752,0.18833333333333332,0.43381605,0.875,0.1177981,4300.0,0.110281885
43,0.045650046,0.2058676,880.0,0.85014945,-2.3786838,0.19833333333333333,0.42497718,0.875,0.11779151,4400.0,0.110193044
44,0.05474175,0.20587374,900.0,0.85017043,-2.4229896,0.18333333333333335,0.84682494,0.9,0.117674686,4500.0,0.11002004
45,0.05074613,0.20592587,920.0,0.8502257,-2.379512,0.215,0.46595934,0.875,0.11763563,4600.0,0.10994339
46,0.052294686,0.20597593,940.0,0.8502446,-2.395878,0.17666666666666667,0.47643852,0.8416666666666668,0.11762393,4700.0,0.109966695
47,0.05268298,0.2059905,960.0,0.85030323,-2.3278296,0.21333333333333335,0.39255238,0.85,0.11745118,4800.0,0.109801024
48,0.048728358,0.2060243,980.0,0.8503553,-2.36594,0.16833333333333333,0.46183634,0.9499999999999998,0.1174503,4900.0,0.10973263
49,0.05248067,0.20602447,1000.0,0.8503563,-2.444259,0.19166666666666665,0.5007884,0.8916666666666666,0.117476545,5000.0,0.109761454
50,0.048998892,0.20603473,1020.0,0.8504923,-2.4401135,0.16833333333333333,1.0233282,0.85,0.1174949,5100.0,0.10964706
51,0.05333898,0.20603506,1040.0,0.85053855,-2.4561193,0.2383333333333333,0.44996598,0.8916666666666666,0.117396496,5200.0,0.10949176
52,0.056980103,0.20612188,1060.0,0.85065717,-2.498417,0.15833333333333333,0.62018245,0.85,0.11738843,5300.0,0.10950174
53,0.051761776,0.2061271,1080.0,0.8506808,-2.307452,0.22333333333333336,0.3973283,0.8833333333333334,0.11728477,5400.0,0.10937973
54,0.057646956,0.20611125,1100.0,0.8507123,-2.6634977,0.20166666666666666,0.43240365,0.85,0.1172652,5500.0,0.10922018
55,0.051611785,0.20617844,1120.0,0.85085243,-2.3619928,0.18000000000000002,0.49163255,0.8916666666666666,0.117166005,5600.0,0.109065674
56,0.05029534,0.20618542,1140.0,0.8509223,-2.4203327,0.19499999999999998,0.5183036,0.9083333333333332,0.117032744,5700.0,0.10888944
57,0.049626976,0.2062013,1160.0,0.8509927,-2.4008029,0.17,0.5591044,0.8916666666666666,0.11698245,5800.0,0.10890845
58,0.05198623,0.20624296,1180.0,0.85107565,-2.476693,0.20000000000000004,0.3739822,0.875,0.11693355,5900.0,0.10880653
59,0.050790533,0.20628995,1200.0,0.85117084,-2.301806,0.17166666666666666,0.39925122,0.9,0.116823256,6000.0,0.108654775
60,0.04754433,0.20630525,1220.0,0.8512117,-2.3502991,0.19833333333333333,0.4579816,0.9166666666666666,0.11676416,6100.0,0.10851652
61,0.04799657,0.20629601,1240.0,0.85127705,-2.3727403,0.17666666666666667,0.3713157,0.875,0.116823606,6200.0,0.10849891
62,0.052416265,0.20631675,1260.0,0.85133046,-2.3920648,0.19333333333333336,0.39555964,0.875,0.11676976,6300.0,0.108423375
63,0.048459068,0.20633937,1280.0,0.85135174,-2.3638225,0.21833333333333335,0.6640563,0.9333333333333332,0.11676849,6400.0,0.10832407
64,0.05568297,0.20635052,1300.0,0.8514631,-2.7332392,0.19166666666666665,0.3520871,0.8833333333333333,0.116709225,6500.0,0.10828503
65,0.06117287,0.20636976,1320.0,0.8515381,-2.5467575,0.2066666666666667,0.44492325,0.7999999999999999,0.11666701,6600.0,0.10822577
66,0.05102698,0.20635192,1340.0,0.85158753,-2.433945,0.17666666666666667,0.4543166,0.85,0.116599835,6700.0,0.10809069
67,0.059076983,0.20636778,1360.0,0.8516359,-2.7484827,0.18000000000000002,0.41944274,0.8333333333333334,0.11660435,6800.0,0.10808831
68,0.05454558,0.20638843,1380.0,0.85165405,-2.458167,0.18833333333333335,0.35344592,0.8833333333333333,0.116559066,6900.0,0.10805062
69,0.05858044,0.20639606,1400.0,0.8516833,-2.4531999,0.21833333333333335,0.50212127,0.8416666666666667,0.11646155,7000.0,0.107953854
70,0.054898474,0.20640068,1420.0,0.85169834,-2.486267,0.24333333333333332,0.33523044,0.8833333333333333,0.11642597,7100.0,0.10797649
71,0.04803869,0.20640297,1440.0,0.8517619,-2.7015889,0.22666666666666666,0.4350016,0.8916666666666666,0.11637857,7200.0,0.107918404
72,0.055988505,0.20640902,1460.0,0.8518308,-2.8175306,0.19666666666666666,0.48224732,0.8583333333333334,0.11631369,7300.0,0.107814156
73,0.048925664,0.20640093,1480.0,0.8518796,-2.5710962,0.17333333333333334,0.41311827,0.8916666666666666,0.11623832,7400.0,0.10774218
74,0.040220834,0.20643608,1500.0,0.85194063,-2.2263696,0.15833333333333333,0.5173343,0.9083333333333332,0.11616091,7500.0,0.10764935
75,0.05400191,0.20642841,1520.0,0.85192347,-2.4547968,0.19999999999999998,0.3823947,0.85,0.1161057,7600.0,0.107622914
76,0.04996391,0.20642947,1540.0,0.8519573,-2.3291938,0.20833333333333334,0.7626476,0.9083333333333333,0.11606083,7700.0,0.10756066
77,0.05376072,0.20645072,1560.0,0.85198516,-2.513681,0.19499999999999998,0.6375802,0.8916666666666666,0.115995966,7800.0,0.107460916
78,0.06533065,0.20645034,1580.0,0.8519929,-2.8467443,0.21333333333333335,0.6028937,0.8166666666666668,0.11595753,7900.0,0.10741424
79,0.05115582,0.20645086,1600.0,0.8520255,-2.5528603,0.19833333333333333,0.88149816,0.8583333333333334,0.11594597,8000.0,0.10745135
80,0.052942026,0.20644824,1620.0,0.85202533,-2.4860594,0.20666666666666667,0.32193023,0.8666666666666666,0.115849026,8100.0,0.10739493
81,0.05565003,0.20645952,1640.0,0.85202914,-2.5494864,0.19333333333333336,0.6396633,0.875,0.11584973,8200.0,0.10737461
82,0.05443035,0.20647411,1660.0,0.85202724,-2.471393,0.21833333333333335,0.53855234,0.875,0.11580465,8300.0,0.10732356
83,0.050947558,0.20649506,1680.0,0.8520601,-2.498049,0.17333333333333334,0.41175714,0.8916666666666666,0.115774326,8400.0,0.10726157
84,0.051626135,0.20649368,1700.0,0.8520604,-2.4482117,0.20333333333333337,0.38878706,0.9,0.1157229,8500.0,0.107174955
85,0.052954655,0.20649832,1720.0,0.85205364,-2.480852,0.21333333333333335,0.35731938,0.8916666666666666,0.11567175,8600.0,0.10708243
86,0.052067548,0.20649832,1740.0,0.8520586,-2.3894596,0.205,0.55945414,0.9,0.1156412,8700.0,0.107065745
87,0.050371643,0.20647752,1760.0,0.85211086,-2.457419,0.20166666666666666,0.4861314,0.8666666666666667,0.11555389,8800.0,0.10699416
88,0.055627048,0.20646758,1780.0,0.85212374,-2.585046,0.22666666666666666,0.5036638,0.85,0.11550807,8900.0,0.106947005
89,0.05548657,0.20648058,1800.0,0.8521166,-2.4835732,0.21166666666666667,1.2206516,0.8416666666666668,0.11546657,9000.0,0.10694615
90,0.06077629,0.20646288,1820.0,0.85211176,-2.4898283,0.19166666666666665,0.33428416,0.8666666666666667,0.11544844,9100.0,0.10689662
91,0.05910423,0.20646755,1840.0,0.8521056,-2.862325,0.18833333333333335,0.57999915,0.8583333333333334,0.11542379,9200.0,0.106883705
92,0.05865462,0.20645912,1860.0,0.8520927,-2.488486,0.21166666666666667,0.4934758,0.8333333333333334,0.11536178,9300.0,0.10683471
93,0.048634876,0.20645736,1880.0,0.8520732,-2.4238713,0.20666666666666667,0.4056953,0.9250000000000002,0.115329295,9400.0,0.106788635
94,0.058906645,0.20644714,1900.0,0.8520532,-2.6141675,0.18333333333333335,0.8090078,0.85,0.11526849,9500.0,0.106705345
95,0.049587134,0.20645161,1920.0,0.8520593,-2.4673731,0.17833333333333334,0.7804937,0.9083333333333332,0.115258716,9600.0,0.10667214
96,0.053122405,0.20647442,1940.0,0.8521097,-2.4316738,0.17,0.38361302,0.875,0.11524913,9700.0,0.10667991
97,0.051251024,0.20648472,1960.0,0.85212,-2.4624898,0.20666666666666667,0.56932455,0.8916666666666666,0.11521373,9800.0,0.106647335
98,0.04906251,0.20649892,1980.0,0.85212135,-2.373052,0.18500000000000003,0.5687053,0.9416666666666668,0.11515085,9900.0,0.10658329
99,0.05403596,0.20649344,2000.0,0.8521057,-2.6252763,0.17833333333333332,0.34070542,0.8666666666666666,0.11512083,10000.0,0.10655544
100,0.04442072,0.20648058,2020.0,0.8521223,-2.2450967,0.18000000000000002,0.4137695,0.9333333333333332,0.115099944,10100.0,0.10651674
101,0.054259405,0.20649993,2040.0,0.85213214,-2.4216552,0.19333333333333336,0.37482145,0.8833333333333333,0.115021326,10200.0,0.10644818
102,0.052301776,0.2065063,2060.0,0.8521438,-2.6606104,0.18166666666666664,0.3784871,0.8916666666666666,0.1149983,10300.0,0.10642717
103,0.0542893,0.20651482,2080.0,0.85216,-2.4439986,0.20666666666666667,0.3354801,0.8583333333333334,0.11499235,10400.0,0.10638467
104,0.049970508,0.20651872,2100.0,0.8521796,-2.472114,0.17,0.4459844,0.875,0.114959516,10500.0,0.10632836
105,0.04609869,0.20652997,2120.0,0.8521843,-2.3570373,0.19833333333333333,0.32816777,0.9083333333333332,0.114930235,10600.0,0.10625691
106,0.055496823,0.2065354,2140.0,0.852154,-2.6191335,0.18833333333333332,0.3510042,0.8833333333333333,0.11492041,10700.0,0.10623195
107,0.052605767,0.20653643,2160.0,0.85215545,-2.5150263,0.19666666666666666,0.289897,0.8416666666666667,0.11489946,10800.0,0.106185645
108,0.05538999,0.206538,2180.0,0.8521641,-2.6655986,0.20000000000000004,1.0587041,0.8583333333333334,0.114887334,10900.0,0.10616825
109,0.057566468,0.20653506,2200.0,0.852154,-2.5241034,0.205,0.48589492,0.8583333333333334,0.11485968,11000.0,0.10616032
110,0.04657948,0.20653455,2220.0,0.8521684,-2.4256978,0.18833333333333332,0.537355,0.85,0.11482438,11100.0,0.106159575
111,0.047881473,0.20652752,2240.0,0.85215014,-2.3651168,0.18666666666666668,0.4686531,0.8833333333333333,0.11477629,11200.0,0.106113024
112,0.050768685,0.20653625,2260.0,0.8521738,-2.4286373,0.20000000000000004,0.41226086,0.9,0.114741944,11300.0,0.10609066
113,0.046422448,0.206547,2280.0,0.8521741,-2.3222737,0.205,0.32315493,0.8916666666666666,0.11467689,11400.0,0.106044255
114,0.05597307,0.20653951,2300.0,0.8521692,-2.4017055,0.20166666666666666,0.41351387,0.8666666666666667,0.114661016,11500.0,0.10598233
115,0.057102412,0.20652813,2320.0,0.85216826,-2.7196815,0.18000000000000002,0.46904078,0.7583333333333333,0.11463189,11600.0,0.10596838
116,0.051094115,0.20651068,2340.0,0.85216147,-2.616737,0.205,0.40923405,0.9083333333333333,0.11457697,11700.0,0.10592768
117,0.048907336,0.20649369,2360.0,0.8521576,-2.440626,0.19499999999999998,0.43202397,0.9,0.114563145,11800.0,0.105915375
118,0.051732387,0.20648377,2380.0,0.8521581,-2.4619043,0.19333333333333336,0.69535047,0.8833333333333334,0.11452345,11900.0,0.10587931
119,0.05317391,0.20648515,2400.0,0.8521696,-2.4462764,0.19333333333333336,0.3913014,0.875,0.11449566,12000.0,0.105860434
120,0.05425061,0.20645891,2420.0,0.85216,-2.5769339,0.17833333333333334,0.45562372,0.85,0.114455014,12100.0,0.10584807
121,0.056309115,0.2064759,2440.0,0.8521735,-2.495653,0.19666666666666666,0.36021456,0.8416666666666668,0.11441353,12200.0,0.10584733
122,0.05336985,0.20646961,2460.0,0.8521722,-2.449395,0.19499999999999998,0.3203433,0.8583333333333334,0.114376925,12300.0,0.10581567
123,0.055992562,0.20647357,2480.0,0.8521618,-2.5165217,0.16333333333333333,0.3247137,0.8583333333333334,0.11437011,12400.0,0.10583698
124,0.056273222,0.20646407,2500.0,0.852158,-2.6030061,0.18666666666666668,0.28868186,0.8666666666666666,0.11435816,12500.0,0.1058149
125,0.06362993,0.20645548,2520.0,0.8521812,-2.6979773,0.18666666666666665,0.7749679,0.7916666666666666,0.11436684,12600.0,0.10575843
126,0.054925412,0.20644851,2540.0,0.85219175,-2.5922196,0.18333333333333335,0.80261415,0.8666666666666667,0.11433693,12700.0,0.10570604
127,0.048953135,0.2064478,2560.0,0.8522126,-2.4789937,0.17166666666666663,0.44641173,0.9083333333333333,0.11432596,12800.0,0.105716534
128,0.05096039,0.20643644,2580.0,0.85218954,-2.497727,0.18833333333333332,0.82094693,0.85,0.11429483,12900.0,0.1056883
129,0.05509876,0.2064199,2600.0,0.8521939,-2.5130937,0.18666666666666668,0.380002,0.8583333333333333,0.11428329,13000.0,0.105668634
130,0.04521024,0.20640703,2620.0,0.8521846,-2.3162992,0.205,0.37870863,0.9333333333333332,0.1142719,13100.0,0.10567043
131,0.041859627,0.20640242,2640.0,0.8521933,-2.3308537,0.19666666666666668,0.41704902,0.9166666666666666,0.114201926,13200.0,0.10562762
132,0.05830994,0.20641167,2660.0,0.8521688,-2.540984,0.19666666666666668,0.39601246,0.8416666666666668,0.11417065,13300.0,0.10562166
133,0.05806442,0.20640285,2680.0,0.8521773,-2.6169755,0.21333333333333335,0.33783528,0.85,0.11414566,13400.0,0.10557004
134,0.055221718,0.20641287,2700.0,0.8521815,-2.4867685,0.20166666666666666,0.40585908,0.8833333333333334,0.114111625,13500.0,0.1055337
135,0.04622144,0.2064106,2720.0,0.85217476,-2.2831478,0.17500000000000002,0.30600527,0.9416666666666668,0.11409875,13600.0,0.105557896
136,0.043427646,0.20641352,2740.0,0.85215116,-2.3154004,0.20833333333333334,0.9102993,0.9250000000000002,0.11408497,13700.0,0.10550698
137,0.05508237,0.20641035,2760.0,0.8521567,-2.6141212,0.16166666666666665,0.3276151,0.8833333333333333,0.11408489,13800.0,0.105507724
138,0.050305694,0.20641251,2780.0,0.852154,-2.4975643,0.18833333333333332,0.44166878,0.8583333333333334,0.11406392,13900.0,0.105476536
139,0.04697223,0.2064156,2800.0,0.85215354,-2.4098768,0.21166666666666667,0.44413432,0.9,0.114086956,14000.0,0.10546496
140,0.048744615,0.20643063,2820.0,0.85215646,-2.4027529,0.17166666666666663,0.29828915,0.9083333333333333,0.11409297,14100.0,0.10545347
141,0.05167511,0.20643468,2840.0,0.8521712,-2.5288208,0.18333333333333335,0.77341026,0.8583333333333333,0.114056714,14200.0,0.10541924
142,0.051980417,0.20643114,2860.0,0.85217565,-2.4874866,0.18333333333333335,1.0037845,0.875,0.1140381,14300.0,0.105418585
143,0.056639973,0.20644915,2880.0,0.8521964,-2.6285882,0.19500000000000003,0.42284808,0.8166666666666668,0.114025176,14400.0,0.10538268
144,0.062006008,0.20644243,2900.0,0.852211,-2.4994588,0.19000000000000003,0.43732235,0.7916666666666666,0.11399045,14500.0,0.10537911
145,0.049015727,0.20645167,2920.0,0.8522379,-2.4032574,0.19666666666666668,0.33311698,0.875,0.113965474,14600.0,0.10536194
146,0.057492394,0.20646204,2940.0,0.85222864,-2.530863,0.19666666666666666,0.29942992,0.8666666666666667,0.11394667,14700.0,0.10533175
147,0.051131297,0.20645626,2960.0,0.85223943,-2.4248712,0.19333333333333336,0.4254383,0.8583333333333334,0.11391737,14800.0,0.105320014
148,0.053257246,0.20645535,2980.0,0.85222024,-2.5426571,0.18166666666666664,0.9180545,0.8583333333333334,0.11390277,14900.0,0.105291106
149,0.06524033,0.20645182,3000.0,0.85219914,-2.6048667,0.20833333333333334,0.34071183,0.8250000000000001,0.113902636,15000.0,0.10528027
150,0.06510865,0.2064476,3020.0,0.852204,-2.545932,0.18000000000000002,0.48391178,0.85,0.113905735,15100.0,0.10526166
151,0.06829078,0.20644362,3040.0,0.8521555,-2.7642906,0.17833333333333334,0.3308629,0.8833333333333334,0.11390144,15200.0,0.10522797
152,0.077265665,0.20643209,3060.0,0.85212874,-3.2635155,0.19499999999999998,0.43375754,0.8333333333333334,0.11388469,15300.0,0.10519394
153,0.06671306,0.20643215,3080.0,0.852077,-2.8265188,0.19166666666666665,0.5027613,0.8250000000000001,0.11387453,15400.0,0.10521381
154,0.06497177,0.20642199,3100.0,0.85203075,-2.7753646,0.20166666666666666,0.37153563,0.85,0.1138481,15500.0,0.1051963
155,0.05203886,0.20642166,3120.0,0.8520041,-2.616524,0.18833333333333332,0.43525013,0.9083333333333332,0.11380314,15600.0,0.10517951
156,0.06092714,0.20641166,3140.0,0.8519797,-2.617241,0.20000000000000004,0.38374352,0.7916666666666666,0.11376486,15700.0,0.10513053
157,0.04800764,0.2064119,3160.0,0.8519831,-2.4004805,0.18166666666666664,0.2986382,0.875,0.11377191,15800.0,0.10513777
158,0.051650684,0.20640844,3180.0,0.85197926,-2.5537684,0.145,0.33147055,0.8833333333333334,0.11374613,15900.0,0.1051097
159,0.05137499,0.2064199,3200.0,0.85198027,-2.4684837,0.17166666666666666,0.4025561,0.8833333333333333,0.11374269,16000.0,0.105118215
160,0.049943075,0.20641601,3220.0,0.85198396,-2.4495108,0.21666666666666667,0.28913894,0.875,0.11370602,16100.0,0.105100684
161,0.04742763,0.20640169,3240.0,0.8519688,-2.4261065,0.17833333333333332,0.3437375,0.9166666666666666,0.11372372,16200.0,0.10513103
162,0.049655456,0.20639776,3260.0,0.8519559,-2.3598678,0.20833333333333334,0.3763044,0.8833333333333334,0.113744944,16300.0,0.10512697
163,0.046308864,0.2063968,3280.0,0.8519749,-2.4377158,0.19333333333333336,0.52164406,0.9083333333333333,0.113719575,16400.0,0.10511711
164,0.052660495,0.20639765,3300.0,0.85197425,-2.44036,0.205,0.3278631,0.875,0.113700114,16500.0,0.10508827
165,0.05009578,0.2063986,3320.0,0.85197824,-2.754052,0.17333333333333334,0.36553475,0.8833333333333333,0.113663584,16600.0,0.1050786
166,0.054355383,0.2064055,3340.0,0.8519766,-2.541919,0.20333333333333337,0.31362137,0.8583333333333334,0.11366383,16700.0,0.10506112
167,0.05437724,0.20640965,3360.0,0.8519985,-2.498091,0.17,0.36918807,0.8416666666666668,0.11363193,16800.0,0.10504427
168,0.04586343,0.2064188,3380.0,0.8520003,-2.430108,0.215,0.38889876,0.875,0.113634385,16900.0,0.10504653
169,0.052224398,0.20641659,3400.0,0.8520029,-2.4173033,0.19666666666666668,0.31457803,0.875,0.11362171,17000.0,0.10504126
170,0.048631858,0.20641465,3420.0,0.8519985,-2.4707305,0.16333333333333336,0.41407445,0.8666666666666667,0.11360697,17100.0,0.10504221
171,0.04807623,0.20641737,3440.0,0.8519992,-2.3883963,0.19833333333333333,0.7913337,0.875,0.11360988,17200.0,0.105054766
172,0.050240338,0.20642395,3460.0,0.8519903,-2.4111674,0.17500000000000002,0.662767,0.875,0.11360479,17300.0,0.10507678
173,0.051540952,0.20642333,3480.0,0.8520041,-2.5893338,0.18666666666666668,0.32006288,0.8583333333333334,0.113570414,17400.0,0.10506671
174,0.053622603,0.2064181,3500.0,0.85201234,-2.425186,0.19833333333333333,0.29594782,0.8583333333333334,0.1135815,17500.0,0.10506017
175,0.050250977,0.20640783,3520.0,0.85198754,-2.4237573,0.17500000000000002,0.818824,0.9083333333333333,0.11358116,17600.0,0.10506248
176,0.048911873,0.2064008,3540.0,0.8519938,-2.482501,0.18000000000000002,0.54082173,0.9,0.11357623,17700.0,0.10504317
177,0.0491969,0.20640038,3560.0,0.8519917,-2.41698,0.19166666666666665,0.36277732,0.875,0.11359272,17800.0,0.105037294
178,0.052126843,0.20639814,3580.0,0.8519795,-2.5422783,0.20000000000000004,0.83577615,0.9083333333333333,0.11357412,17900.0,0.10500906
179,0.05451502,0.20640965,3600.0,0.8519785,-2.5877078,0.16833333333333333,0.4080468,0.8333333333333334,0.113573514,18000.0,0.104990296
180,0.048594028,0.20640849,3620.0,0.85198337,-2.4146821,0.1466666666666667,0.49520886,0.9,0.113577805,18100.0,0.105000496
181,0.047579184,0.20640974,3640.0,0.85198903,-2.4601688,0.18166666666666667,0.3274893,0.9250000000000002,0.113565356,18200.0,0.10498253
182,0.05239581,0.20641293,3660.0,0.85198945,-2.4649127,0.225,0.2787952,0.875,0.113549225,18300.0,0.1049695
183,0.051267385,0.20640403,3680.0,0.8519869,-2.4648948,0.21833333333333335,0.64902896,0.85,0.113544434,18400.0,0.10493535
184,0.0503594,0.20638937,3700.0,0.8519719,-2.4086173,0.18666666666666668,0.29062566,0.875,0.11354208,18500.0,0.10494226
185,0.050939262,0.20638703,3720.0,0.85195357,-2.49177,0.19333333333333336,0.43125555,0.9,0.11353215,18600.0,0.1049278
186,0.053563878,0.206392,3740.0,0.85195637,-2.630241,0.17,0.36175403,0.9,0.113545395,18700.0,0.10494137
187,0.04840809,0.20638357,3760.0,0.85192806,-2.4745123,0.18666666666666668,0.43768808,0.8583333333333334,0.113533355,18800.0,0.10491967
188,0.051263575,0.20638962,3780.0,0.8519466,-2.4089653,0.19666666666666666,0.32379422,0.8333333333333334,0.113507606,18900.0,0.10489336
189,0.04456378,0.20637281,3800.0,0.8519366,-2.360393,0.17499999999999996,0.5012414,0.9083333333333333,0.11349962,19000.0,0.10488231
190,0.05157094,0.20636804,3820.0,0.85191697,-2.4142487,0.19000000000000003,0.29500774,0.9,0.113500096,19100.0,0.1048769
191,0.051729444,0.20636253,3840.0,0.8519147,-2.4832878,0.16,0.44679916,0.875,0.11346982,19200.0,0.104860075
192,0.047291297,0.20636064,3860.0,0.8519025,-2.4089034,0.17499999999999996,0.90237015,0.8999999999999999,0.113475315,19300.0,0.104847156
193,0.050930623,0.2063639,3880.0,0.851904,-2.5058858,0.17833333333333334,0.31336743,0.85,0.11346785,19400.0,0.104836024
194,0.049326707,0.2063707,3900.0,0.85190946,-2.685632,0.15833333333333333,0.32098064,0.8666666666666666,0.11344906,19500.0,0.104811706
195,0.052993078,0.20637499,3920.0,0.8519056,-2.4173546,0.19166666666666665,0.3292779,0.8500000000000001,0.113422714,19600.0,0.10479019
196,0.046000842,0.20638539,3940.0,0.8519146,-2.455859,0.18166666666666667,0.6054402,0.9,0.11342586,19700.0,0.104796626
