test/success_rate,stats_o/std,test/mean_Q,stats_g/std,train/critic_loss,train/episode,train/success_rate,stats_o/mean,stats_g/mean,epoch,test/episode,test/ag_g_dist
0.0,0.09868104,-22.529856,0.19687633,0.49125722,3400.0,0.0,0.18264939,0.77320737,33,680.0,0.28268853
0.0,0.09909466,-23.02021,0.1968139,0.48070383,3500.0,0.0,0.18292421,0.7747794,34,700.0,0.29283318
0.0,0.09939378,-24.256594,0.1968776,0.78534985,3600.0,0.0,0.18315597,0.7762401,35,720.0,0.2966779
0.0,0.099788696,-22.818743,0.19690715,0.21948056,3700.0,0.0,0.1833766,0.77756053,36,740.0,0.27124834
0.0,0.09999565,-22.845108,0.19677226,0.44605494,3800.0,0.0,0.18359579,0.77864486,37,760.0,0.28687337
0.0,0.10027227,-25.61831,0.1969165,0.9750679,3900.0,0.0,0.18383986,0.77987814,38,780.0,0.30016527
0.0,0.10016326,-24.942917,0.19661868,0.7019946,4000.0,0.0,0.18392424,0.7808599,39,800.0,0.31984422
0.0,0.10019883,-24.541666,0.19655816,0.88097364,4100.0,0.0,0.18406932,0.781843,40,820.0,0.30940837
0.0,0.1001961,-25.349068,0.19648643,0.8734326,4200.0,0.0,0.18416327,0.78255516,41,840.0,0.3528037
0.0,0.100251764,-23.68775,0.19636631,0.46373102,4300.0,0.0,0.18426897,0.78331995,42,860.0,0.33728695
0.0,0.10025529,-24.19304,0.19620626,0.4735845,4400.0,0.0,0.18432976,0.7840567,43,880.0,0.27662534
0.0,0.10025396,-26.146765,0.19587089,0.62677544,4500.0,0.0,0.18441431,0.78491133,44,900.0,0.2750999
0.0,0.10051011,-23.252111,0.1957535,0.614593,4600.0,0.0,0.18453556,0.78563136,45,920.0,0.24848418
0.0,0.100668184,-24.067072,0.19564074,1.102151,4700.0,0.0,0.18461357,0.78640336,46,940.0,0.3185216
0.0,0.10095674,-22.774895,0.19567992,1.2948059,4800.0,0.0,0.18475683,0.7873006,47,960.0,0.24307334
0.0,0.101054184,-23.38576,0.1954158,1.2307637,4900.0,0.0,0.184947,0.78824043,48,980.0,0.23412295
0.0,0.10106573,-26.154343,0.19507934,0.9187457,5000.0,0.0,0.18505071,0.7890994,49,1000.0,0.27456543
0.0,0.10107317,-26.43485,0.19479005,0.52063876,5100.0,0.0,0.18520607,0.7899738,50,1020.0,0.24134868
0.0,0.10115566,-25.943129,0.19438939,1.062129,5200.0,0.0,0.18533708,0.79082537,51,1040.0,0.24028976
0.0,0.10115979,-24.503744,0.19428092,0.8587516,5300.0,0.0,0.18549716,0.7915222,52,1060.0,0.25438324
0.0,0.10109281,-28.346922,0.19386594,0.93607855,5400.0,0.0016666666666666668,0.18566234,0.7923415,53,1080.0,0.24130899
0.0,0.101011075,-26.313498,0.19357543,1.4047817,5500.0,0.0,0.18583645,0.79307485,54,1100.0,0.23001373
0.0,0.1010422,-26.246191,0.19334,0.9190526,5600.0,0.0016666666666666668,0.1859538,0.79367036,55,1120.0,0.21307044
0.0,0.10119918,-27.24397,0.1932529,0.8459711,5700.0,0.0,0.18610574,0.7942669,56,1140.0,0.23070581
0.0,0.10121495,-28.14595,0.19315563,1.5301466,5800.0,0.0,0.18628053,0.79487586,57,1160.0,0.24638398
0.0,0.10129401,-26.263147,0.19307794,1.9502115,5900.0,0.0,0.18642347,0.7953656,58,1180.0,0.23657076
0.0,0.10131053,-27.720083,0.19283144,1.3351599,6000.0,0.0,0.1866057,0.79609543,59,1200.0,0.2347339
0.0,0.10140089,-25.331537,0.19276643,1.1944226,6100.0,0.0,0.18676643,0.79665154,60,1220.0,0.26053768
0.0,0.10143733,-27.987478,0.19259429,1.199153,6200.0,0.0,0.18688305,0.79709387,61,1240.0,0.25322685
0.0,0.10149636,-26.073343,0.19251744,1.9705342,6300.0,0.0,0.18698494,0.7975921,62,1260.0,0.24254422
0.0,0.101535656,-29.10228,0.19231673,1.7086015,6400.0,0.0,0.18715304,0.7982797,63,1280.0,0.21277316
0.0,0.101601996,-28.595652,0.19227332,1.6280419,6500.0,0.0,0.18728353,0.7988015,64,1300.0,0.2388293
0.0,0.101733774,-26.239723,0.19221304,1.6508781,6600.0,0.0,0.18743794,0.79934424,65,1320.0,0.20907794
0.0,0.10188436,-24.820786,0.1921897,1.7928143,6700.0,0.0,0.18754053,0.799782,66,1340.0,0.23821177
0.0,0.101999246,-26.278032,0.19217354,1.529686,6800.0,0.0,0.18763803,0.80023146,67,1360.0,0.2334829
0.0,0.10202998,-26.692734,0.19203614,1.2591051,6900.0,0.0,0.18775354,0.8006677,68,1380.0,0.25094345
0.0,0.10215961,-23.706436,0.19202317,1.282458,7000.0,0.0,0.18787318,0.8010774,69,1400.0,0.24967968
0.0,0.10226008,-27.305368,0.19192189,2.1791496,7100.0,0.0,0.18794745,0.80136013,70,1420.0,0.23777156
0.0,0.102401264,-25.676306,0.19178067,1.5720725,7200.0,0.0,0.18808901,0.80186576,71,1440.0,0.24013484
0.0,0.10262462,-24.866701,0.19168258,1.5028261,7300.0,0.0,0.18818705,0.80221415,72,1460.0,0.22975808
0.0,0.10279355,-24.591934,0.19151819,1.4362001,7400.0,0.0,0.18828781,0.8025859,73,1480.0,0.21556015
0.0,0.10308995,-21.333183,0.19164981,1.2327961,7500.0,0.0,0.18836676,0.80281,74,1500.0,0.2358392
0.0,0.10329945,-22.960901,0.19164312,1.7465445,7600.0,0.0,0.18844907,0.80322313,75,1520.0,0.21424033
0.0,0.10356212,-26.678757,0.19164099,1.9901729,7700.0,0.0,0.18853235,0.80353546,76,1540.0,0.23277168
0.0,0.10382434,-24.223417,0.19176817,1.4773728,7800.0,0.0,0.18857938,0.80380803,77,1560.0,0.21869116
0.0,0.104076065,-25.074404,0.19175436,0.8702853,7900.0,0.0,0.18865754,0.804182,78,1580.0,0.24737869
0.0,0.104274005,-24.29717,0.19176714,1.5245733,8000.0,0.0,0.18871705,0.8044622,79,1600.0,0.22585505
0.0,0.10448817,-23.211374,0.19178015,2.3497555,8100.0,0.0,0.18878146,0.804804,80,1620.0,0.20456241
0.0,0.104653515,-25.584642,0.19182128,1.0880928,8200.0,0.0,0.188859,0.8051565,81,1640.0,0.2744051
0.0,0.10479754,-25.445452,0.19185364,0.9469173,8300.0,0.0,0.18892567,0.80538726,82,1660.0,0.25433072
0.0,0.10498848,-22.870514,0.19182788,1.7259406,8400.0,0.0,0.1889724,0.80556554,83,1680.0,0.22910194
0.0,0.1050713,-26.448792,0.19184452,2.2214985,8500.0,0.0,0.18903656,0.8057739,84,1700.0,0.24282213
0.0,0.105160095,-23.687857,0.19185989,1.0606035,8600.0,0.0,0.18908639,0.80589986,85,1720.0,0.21961533
0.0,0.105300516,-28.1997,0.1919471,2.093838,8700.0,0.0,0.18913944,0.80609465,86,1740.0,0.25038478
0.0,0.10536126,-25.214203,0.19185142,1.9580454,8800.0,0.0,0.18920386,0.80626464,87,1760.0,0.22699219
0.0,0.105459325,-26.806818,0.19185652,1.1475416,8900.0,0.0,0.18924682,0.8063507,88,1780.0,0.29995784
0.0,0.10556442,-25.789019,0.19177319,1.7598957,9000.0,0.0,0.18930863,0.8065621,89,1800.0,0.21601611
0.0,0.10560506,-26.174177,0.19165379,1.6449652,9100.0,0.0,0.18936686,0.80669814,90,1820.0,0.19763263
0.0,0.10564306,-24.485498,0.19153173,1.9043188,9200.0,0.0,0.18939893,0.8067669,91,1840.0,0.24919678
0.0,0.10579776,-25.396515,0.19156142,2.4921486,9300.0,0.0,0.1894675,0.8069493,92,1860.0,0.24315707
0.0,0.10588346,-26.678156,0.19143772,1.4283897,9400.0,0.0,0.18953364,0.8071816,93,1880.0,0.23777907
0.0,0.10606923,-27.012926,0.19136055,1.1732218,9500.0,0.0,0.18957311,0.8073161,94,1900.0,0.25984845
0.0,0.10618802,-22.844442,0.19129927,2.6386824,9600.0,0.0,0.18961762,0.80744696,95,1920.0,0.25834885
0.0,0.106328286,-23.034346,0.19131671,1.3488394,9700.0,0.0,0.18966728,0.80754215,96,1940.0,0.20763274
0.016666666666666666,0.106526054,-26.310461,0.19131245,1.8203782,9800.0,0.0,0.18970443,0.8075811,97,1960.0,0.21877606
0.0,0.106746204,-22.951462,0.19132346,1.3007225,9900.0,0.0,0.1897577,0.80767304,98,1980.0,0.23431547
0.0,0.10687358,-21.570478,0.19129115,2.0955331,10000.0,0.0,0.18979466,0.80770785,99,2000.0,0.2031862
0.0,0.10701284,-25.444773,0.1912163,2.6190276,10100.0,0.0,0.18981545,0.80774313,100,2020.0,0.25984278
0.0,0.107084356,-23.828695,0.1911764,1.3412638,10200.0,0.0,0.18985395,0.80781984,101,2040.0,0.25458702
0.0,0.1071445,-23.437302,0.19107305,1.5983276,10300.0,0.0,0.1898799,0.8078813,102,2060.0,0.24204578
0.0,0.107180946,-24.366997,0.19100614,1.9027096,10400.0,0.0,0.18990047,0.8079348,103,2080.0,0.24790092
0.0,0.10717795,-26.450066,0.19087218,2.1922722,10500.0,0.0,0.18992378,0.80805916,104,2100.0,0.25320086
0.0,0.107180744,-25.040909,0.19075394,2.1026268,10600.0,0.0,0.18995698,0.8081467,105,2120.0,0.2424873
0.0,0.107238494,-23.378075,0.19072612,2.578735,10700.0,0.0,0.18999211,0.8082285,106,2140.0,0.3001024
0.0,0.10728862,-26.468643,0.19064462,3.384435,10800.0,0.0,0.19000222,0.80826163,107,2160.0,0.24337764
0.0,0.10733261,-25.960588,0.1905665,1.9825271,10900.0,0.0,0.19002974,0.8084,108,2180.0,0.2252339
0.0,0.10733682,-24.15744,0.19049959,2.3759923,11000.0,0.0,0.19002892,0.8084102,109,2200.0,0.22606675
0.0,0.1073669,-25.329557,0.19043444,2.3280985,11100.0,0.0,0.19005354,0.8085146,110,2220.0,0.21164906
0.0,0.10741523,-27.29127,0.19027643,2.1645334,11200.0,0.0,0.19008575,0.8087252,111,2240.0,0.22817676
0.0,0.107433766,-23.424026,0.19017434,2.8099308,11300.0,0.0,0.19011919,0.8088581,112,2260.0,0.22067566
0.0,0.10748109,-25.181406,0.19001202,3.793027,11400.0,0.0,0.19012208,0.80898166,113,2280.0,0.24280937
0.0,0.10747743,-23.998144,0.18984891,2.4043167,11500.0,0.0,0.1901408,0.809109,114,2300.0,0.22422522
0.0,0.1074981,-26.435373,0.18970601,1.9942183,11600.0,0.0,0.19017331,0.80930233,115,2320.0,0.23542388
0.0,0.107500635,-24.225092,0.18959697,2.8783262,11700.0,0.0,0.19020323,0.8094175,116,2340.0,0.19026685
0.0,0.10748673,-25.710108,0.18948013,3.0569324,11800.0,0.0,0.19022869,0.809526,117,2360.0,0.23552424
0.0,0.10749998,-25.391256,0.18946844,2.8757355,11900.0,0.0,0.19023724,0.80961496,118,2380.0,0.23024984
0.0,0.10754029,-24.565042,0.18941188,3.0300903,12000.0,0.0,0.19024496,0.80968314,119,2400.0,0.22402002
0.0,0.10750974,-24.261688,0.18927579,2.747537,12100.0,0.0,0.19026525,0.8097513,120,2420.0,0.21802533
0.008333333333333333,0.10754446,-24.284693,0.18917666,2.4622319,12200.0,0.0,0.19027442,0.8097983,121,2440.0,0.2192657
0.0,0.107577674,-26.17102,0.1890878,3.1770086,12300.0,0.0,0.19029783,0.8099118,122,2460.0,0.24243577
0.0,0.10759423,-23.10803,0.18896043,2.9213212,12400.0,0.0016666666666666668,0.19032224,0.8100111,123,2480.0,0.22268759
0.0,0.107612126,-25.550406,0.18885703,3.0534344,12500.0,0.0,0.1903482,0.81012493,124,2500.0,0.22839157
0.0,0.10763324,-24.131392,0.18874173,2.1099687,12600.0,0.0,0.19036587,0.8102102,125,2520.0,0.24405311
0.0,0.10771283,-22.336061,0.18867336,2.0913737,12700.0,0.0,0.19039251,0.81024027,126,2540.0,0.23012036
0.0,0.10777675,-22.299738,0.18863083,1.9887186,12800.0,0.0,0.19041073,0.8102918,127,2560.0,0.26432535
0.0,0.10785254,-21.871027,0.18856834,2.5767114,12900.0,0.0,0.19043262,0.8103531,128,2580.0,0.2332692
0.0,0.1078945,-22.372583,0.18848605,1.9223614,13000.0,0.0,0.19044988,0.81036955,129,2600.0,0.23186402
0.0,0.107957385,-21.682594,0.18840419,2.242147,13100.0,0.0,0.19046997,0.810436,130,2620.0,0.21810047
0.0,0.1080041,-22.053665,0.18830526,2.0277324,13200.0,0.0,0.19049294,0.81052345,131,2640.0,0.19358589
0.0,0.10806993,-20.531982,0.18825585,1.0408036,13300.0,0.0,0.1905003,0.8105778,132,2660.0,0.26742536
0.0,0.1081259,-19.967756,0.18815337,1.7033163,13400.0,0.0,0.1905316,0.81068295,133,2680.0,0.20118968
0.0,0.10819649,-19.506914,0.18805541,2.063266,13500.0,0.0,0.19055922,0.8107875,134,2700.0,0.1969772
0.0,0.10830041,-21.64641,0.18807484,2.098152,13600.0,0.0,0.19057886,0.8108608,135,2720.0,0.22145768
0.0,0.10838485,-18.681143,0.18806057,2.4589746,13700.0,0.0,0.1905785,0.8110139,136,2740.0,0.19178557
0.0,0.108454466,-23.225855,0.18799256,2.260504,13800.0,0.0,0.19062193,0.8112683,137,2760.0,0.18264848
0.0,0.1085361,-21.416992,0.18796176,2.0268447,13900.0,0.0,0.19065505,0.81144255,138,2780.0,0.20757993
0.0,0.10857963,-20.591621,0.18791944,1.6903881,14000.0,0.0,0.1906899,0.8116124,139,2800.0,0.21513939
0.0,0.1085851,-20.394154,0.18783541,1.9732567,14100.0,0.0,0.19071157,0.8117903,140,2820.0,0.19236569
0.0,0.10858286,-19.735258,0.18779202,1.9737215,14200.0,0.0,0.19072853,0.81193334,141,2840.0,0.2292577
0.0,0.1085861,-19.91449,0.18765146,2.5997858,14300.0,0.0,0.19074553,0.81206363,142,2860.0,0.21731104
0.0,0.10857398,-18.804419,0.18754756,1.8063959,14400.0,0.0,0.19076759,0.8121922,143,2880.0,0.20883055
0.0,0.108595274,-19.448137,0.18742466,2.1775706,14500.0,0.0,0.19081335,0.8123929,144,2900.0,0.1787011
0.0,0.10865607,-20.400282,0.1874037,2.1515214,14600.0,0.0,0.19083361,0.812516,145,2920.0,0.18500452
0.0,0.108707815,-19.193722,0.18729877,2.050705,14700.0,0.0,0.19086158,0.8127149,146,2940.0,0.17765994
0.0,0.108710416,-19.070377,0.1871444,2.109236,14800.0,0.0,0.19088964,0.812928,147,2960.0,0.1895039
0.0,0.10873154,-22.048239,0.18700308,2.084007,14900.0,0.0,0.19091766,0.8131223,148,2980.0,0.1789999
0.0,0.10874284,-20.17444,0.18688512,1.7368208,15000.0,0.0,0.19095059,0.81331855,149,3000.0,0.21152596
0.0,0.108794905,-18.782927,0.1868153,1.6883394,15100.0,0.0,0.19098473,0.8135012,150,3020.0,0.19472498
0.0,0.108855404,-19.115002,0.18670928,2.6649077,15200.0,0.0,0.19100843,0.81364584,151,3040.0,0.1876743
0.0,0.10892329,-19.52124,0.18663676,2.2803707,15300.0,0.0,0.19104065,0.813761,152,3060.0,0.19682814
0.008333333333333333,0.10894536,-19.379656,0.18649708,1.9915185,15400.0,0.0,0.19105656,0.8139058,153,3080.0,0.16861029
0.0,0.10894823,-19.003565,0.18636866,2.4452507,15500.0,0.0,0.19108947,0.81404585,154,3100.0,0.17754166
0.0,0.108977355,-20.887756,0.18626563,1.7463194,15600.0,0.0,0.19111139,0.8142087,155,3120.0,0.20341654
0.0,0.10903031,-20.131609,0.1862065,1.9774193,15700.0,0.0,0.19112997,0.8142782,156,3140.0,0.21766967
0.0,0.109074384,-19.66664,0.18617328,1.8750104,15800.0,0.0,0.19114427,0.81432843,157,3160.0,0.24179143
0.0,0.10910114,-21.71762,0.18612266,1.634366,15900.0,0.0016666666666666668,0.19114508,0.81434065,158,3180.0,0.2005262
0.0,0.10912814,-20.488876,0.18605472,1.488902,16000.0,0.0,0.19114666,0.81434995,159,3200.0,0.2524375
0.0,0.10911125,-21.75428,0.18598194,2.155608,16100.0,0.0,0.19114472,0.8144095,160,3220.0,0.23957439
0.0,0.109106086,-20.487938,0.18585514,2.110459,16200.0,0.0,0.19113846,0.81440896,161,3240.0,0.2629976
0.0,0.10911083,-22.38907,0.18579654,3.0565636,16300.0,0.0,0.19113226,0.81440014,162,3260.0,0.25503615
0.0,0.10908123,-19.914927,0.18563771,1.58528,16400.0,0.0,0.19112305,0.8144397,163,3280.0,0.24405146
0.0,0.109073795,-21.74533,0.18555729,1.3827425,16500.0,0.0,0.1911151,0.8144302,164,3300.0,0.23018084
0.0,0.10907052,-21.180882,0.18551628,2.5275383,16600.0,0.0,0.19110912,0.8144315,165,3320.0,0.24113698
0.0,0.10908947,-22.488518,0.18545222,2.1516993,16700.0,0.0,0.1911033,0.8144296,166,3340.0,0.26316544
0.0,0.10909802,-23.821388,0.18540387,1.9120665,16800.0,0.0,0.19108863,0.8144373,167,3360.0,0.25669304
0.0,0.109082796,-24.640839,0.18529396,2.901968,16900.0,0.0,0.1910827,0.8144755,168,3380.0,0.25404015
0.0,0.10907254,-23.134819,0.1852635,1.8043264,17000.0,0.0,0.19107865,0.8144601,169,3400.0,0.24559467
0.0,0.10907292,-22.655558,0.18518464,2.753486,17100.0,0.0,0.19107397,0.8144619,170,3420.0,0.22917914
0.0,0.10906383,-21.592283,0.18516022,3.2858245,17200.0,0.0,0.19107266,0.8144722,171,3440.0,0.20323198
0.0,0.10905703,-21.938547,0.18508536,3.9862137,17300.0,0.0,0.1910703,0.81448954,172,3460.0,0.27084866
0.0,0.10904992,-23.00947,0.1850084,2.5380533,17400.0,0.0,0.19106866,0.8145061,173,3480.0,0.20975657
0.0,0.1090341,-23.910736,0.18497093,4.0738807,17500.0,0.0,0.19106673,0.81452566,174,3500.0,0.1881073
0.0,0.10899224,-26.198538,0.18488055,3.234176,17600.0,0.0,0.19107632,0.81458026,175,3520.0,0.23242688
0.0,0.10896474,-24.63222,0.18480998,3.7210102,17700.0,0.0,0.19108222,0.8146016,176,3540.0,0.21101105
0.0,0.1089453,-24.092276,0.18476987,3.2520113,17800.0,0.0,0.1910763,0.8146178,177,3560.0,0.19913836
0.0,0.10892525,-24.250704,0.1847477,2.7861862,17900.0,0.0,0.19107544,0.81464416,178,3580.0,0.20400423
0.008333333333333333,0.10890146,-25.84606,0.184684,2.785075,18000.0,0.0,0.19108903,0.81468195,179,3600.0,0.22407776
0.0,0.10888072,-25.802528,0.18460906,2.5889075,18100.0,0.0,0.19109134,0.81468815,180,3620.0,0.19673826
0.0,0.10888424,-26.07421,0.18459737,5.5265675,18200.0,0.0,0.19108893,0.8147138,181,3640.0,0.22986639
0.0,0.108872205,-26.173065,0.18454039,3.8526833,18300.0,0.0,0.19109887,0.8147678,182,3660.0,0.16221707
0.0,0.10887346,-26.462664,0.18451697,3.5114028,18400.0,0.0,0.19111697,0.81482863,183,3680.0,0.19448234
0.0,0.10891721,-28.888557,0.18450849,2.528908,18500.0,0.0,0.19113553,0.81489277,184,3700.0,0.22868611
0.0,0.108894564,-25.823912,0.18444984,1.8482357,18600.0,0.0,0.19115283,0.8149612,185,3720.0,0.19376211
0.0,0.1088722,-24.690315,0.18435901,5.3016324,18700.0,0.0,0.19116138,0.8150037,186,3740.0,0.18588273
0.0,0.1088737,-25.475565,0.18432657,4.9677453,18800.0,0.0,0.19116904,0.81504864,187,3760.0,0.19071317
0.0,0.10884278,-24.428864,0.18422638,3.840922,18900.0,0.0,0.19118874,0.8151615,188,3780.0,0.20802121
0.0,0.108860664,-27.677788,0.18423748,5.363725,19000.0,0.0,0.1912012,0.8152161,189,3800.0,0.1808178
0.0,0.10888026,-28.526176,0.18419404,2.5961998,19100.0,0.0,0.19120596,0.81526023,190,3820.0,0.18197699
0.0,0.10892617,-25.847708,0.1841975,3.7920437,19200.0,0.0,0.19121121,0.8153007,191,3840.0,0.19623952
0.0,0.10892118,-25.801119,0.18415324,3.399188,19300.0,0.0,0.1912281,0.8153882,192,3860.0,0.19566786
0.0,0.10890638,-24.673943,0.1840908,3.1328058,19400.0,0.0,0.19123732,0.8154495,193,3880.0,0.20068257
0.0,0.10894784,-26.232653,0.1840532,1.6941835,19500.0,0.0,0.19123165,0.81548405,194,3900.0,0.20533152
0.0,0.10894843,-26.707397,0.1839835,3.1659062,19600.0,0.0,0.19123678,0.8155303,195,3920.0,0.21099901
0.0,0.108957164,-22.523634,0.18395065,3.599446,19700.0,0.0,0.1912417,0.8155706,196,3940.0,0.19275935
0.0,0.108969934,-24.553904,0.18386894,4.8258753,19800.0,0.0033333333333333335,0.19125539,0.8156121,197,3960.0,0.23167431
0.0,0.1089611,-27.368402,0.18380646,3.050768,19900.0,0.0,0.1912722,0.81566215,198,3980.0,0.19001023
0.0,0.10895967,-26.83084,0.18374111,3.4460945,20000.0,0.0,0.19128458,0.8157436,199,4000.0,0.21347077
