test/success_rate,train/success_rate,epoch,test/episode,stats_o/mean,stats_o/std,test/ag_g_dist,stats_g/std,stats_g/mean,train/critic_loss,test/mean_Q,train/episode
1.0,0.52,39,800.0,0.20145874,0.12273451,0.039365537,0.07693842,0.83848983,0.17404853,-1.5426989,4000.0
0.9916666666666667,0.535,40,820.0,0.20143616,0.12302896,0.035001054,0.07694146,0.83843356,0.08670204,-1.373281,4100.0
0.9916666666666667,0.5033333333333334,41,840.0,0.20142013,0.123242885,0.04105306,0.076969594,0.8385008,0.09596758,-1.5174022,4200.0
0.9833333333333334,0.49666666666666665,42,860.0,0.20140356,0.123479776,0.038467553,0.07697288,0.83850163,0.09422324,-1.4861856,4300.0
0.9916666666666667,0.4883333333333333,43,880.0,0.20143063,0.12379888,0.041302416,0.077034734,0.8385456,0.059695642,-1.5612985,4400.0
0.9833333333333334,0.5116666666666667,44,900.0,0.20148651,0.12404403,0.040265583,0.07704523,0.83858395,0.073246665,-1.7301384,4500.0
0.9916666666666667,0.51,45,920.0,0.20144935,0.12429432,0.041076645,0.077045,0.83854574,0.0841285,-1.6106578,4600.0
0.9833333333333334,0.5100000000000001,46,940.0,0.20140217,0.124531925,0.04322781,0.07710544,0.8384926,0.088026606,-1.7938433,4700.0
0.975,0.52,47,960.0,0.20142435,0.12475204,0.039737944,0.07715165,0.8385537,0.081451714,-1.469392,4800.0
0.975,0.48666666666666664,48,980.0,0.20141082,0.12495583,0.03927556,0.077182285,0.83856946,0.0833483,-1.5284891,4900.0
0.9583333333333334,0.48833333333333334,49,1000.0,0.20140068,0.12524325,0.03668408,0.07720647,0.83861923,0.08082597,-1.4303503,5000.0
0.9833333333333334,0.4883333333333333,50,1020.0,0.20136964,0.12530307,0.039029207,0.077285394,0.83861464,0.08608874,-1.5276095,5100.0
0.9833333333333334,0.5033333333333334,51,1040.0,0.20133154,0.12544793,0.038545776,0.077326566,0.8386324,0.080723,-1.5287653,5200.0
0.9833333333333334,0.4883333333333333,52,1060.0,0.20133884,0.12575963,0.034385625,0.077363275,0.8386349,0.07829477,-1.3917402,5300.0
1.0,0.5,53,1080.0,0.20131576,0.126004,0.03679334,0.077337414,0.8386156,0.15081033,-1.4643435,5400.0
0.9666666666666667,0.5116666666666667,54,1100.0,0.2013372,0.12622242,0.03503787,0.07739342,0.83860344,0.0821496,-1.347767,5500.0
0.9833333333333334,0.5283333333333333,55,1120.0,0.2013344,0.12632848,0.03738859,0.077309236,0.83861345,0.083075136,-1.444416,5600.0
0.9833333333333334,0.5366666666666667,56,1140.0,0.20134652,0.12651186,0.03878592,0.07734015,0.83860856,0.09616069,-1.5575739,5700.0
0.9666666666666667,0.515,57,1160.0,0.20133324,0.12663159,0.039970543,0.077346385,0.83864266,0.09706209,-1.550681,5800.0
1.0,0.47333333333333333,58,1180.0,0.20136291,0.12674731,0.039106738,0.07728111,0.8386019,0.075339176,-1.3760515,5900.0
0.9833333333333334,0.49500000000000005,59,1200.0,0.20138277,0.12685561,0.038456615,0.07725606,0.83860713,0.08043415,-1.5000248,6000.0
