train/success_rate,train/critic_loss,stats_o/std,stats_g/std,train/episode,test/reward_compute_count,test/success_rate,stats_g/mean,test/mean_Q,test/episode,epoch,test/ag_g_dist,train/reward_compute_count,stats_o/mean
0.043333333333333335,0.26175925,0.9291485,0.22830872,5300.0,53000.0,0.125,0.37645665,-15.102155,1060.0,52,0.6561509,265000.0,0.18842834
0.043333333333333335,0.3096921,0.9308798,0.22820623,5400.0,54000.0,0.1416666666666667,0.37649742,-13.126681,1080.0,53,0.61061835,270000.0,0.1881579
0.035,0.24681328,0.9327286,0.2280548,5500.0,55000.0,0.07500000000000001,0.376658,-12.559177,1100.0,54,0.5497353,275000.0,0.18797912
0.043333333333333335,0.31343576,0.9344416,0.22789812,5600.0,56000.0,0.075,0.37681445,-14.758094,1120.0,55,0.6231819,280000.0,0.18777305
0.035,0.37464237,0.9360707,0.22776778,5700.0,57000.0,0.06666666666666667,0.37702587,-14.234238,1140.0,56,0.6689308,285000.0,0.18759519
0.03166666666666667,0.29194543,0.937715,0.22766976,5800.0,58000.0,0.08333333333333333,0.37721398,-14.315731,1160.0,57,0.6023015,290000.0,0.18741174
0.03666666666666667,0.3345914,0.93915206,0.22756262,5900.0,59000.0,0.10000000000000002,0.3772404,-11.994286,1180.0,58,0.5212042,295000.0,0.18726139
0.03166666666666667,0.24470825,0.9405189,0.22748439,6000.0,60000.0,0.15,0.37738982,-12.674413,1200.0,59,0.5804698,300000.0,0.18711089
0.05166666666666667,0.2503133,0.94195604,0.22734599,6100.0,61000.0,0.11666666666666665,0.37758735,-12.848309,1220.0,60,0.55714816,305000.0,0.1869431
0.04833333333333334,0.42262033,0.9433691,0.22717251,6200.0,62000.0,0.13333333333333333,0.37763366,-13.104187,1240.0,61,0.57871604,310000.0,0.18680066
0.03833333333333333,0.23685388,0.94462603,0.22709094,6300.0,63000.0,0.11666666666666668,0.37758288,-13.111651,1260.0,62,0.56846756,315000.0,0.18667956
0.028333333333333335,0.24502556,0.94583946,0.2269894,6400.0,64000.0,0.13333333333333333,0.37766385,-11.848565,1280.0,63,0.56925714,320000.0,0.18649846
0.03333333333333333,0.2600567,0.9469525,0.22687392,6500.0,65000.0,0.125,0.37775972,-11.559624,1300.0,64,0.52225477,325000.0,0.18639188
0.03166666666666667,0.42616773,0.9482053,0.226808,6600.0,66000.0,0.15833333333333333,0.377876,-12.437295,1320.0,65,0.5415155,330000.0,0.18628925
0.04666666666666667,0.27859387,0.9494234,0.22666498,6700.0,67000.0,0.11666666666666668,0.37791267,-12.906749,1340.0,66,0.55464315,335000.0,0.18612202
0.04666666666666667,0.2781649,0.9504834,0.22660036,6800.0,68000.0,0.10000000000000002,0.37782383,-13.3879,1360.0,67,0.60312486,340000.0,0.18596864
0.03833333333333334,0.2541801,0.9515254,0.22647713,6900.0,69000.0,0.10833333333333334,0.37788746,-12.459882,1380.0,68,0.55626535,345000.0,0.18583894
0.03166666666666667,0.26027903,0.95263743,0.2263803,7000.0,70000.0,0.20000000000000004,0.3778979,-11.604344,1400.0,69,0.5199904,350000.0,0.18573435
0.03166666666666667,0.28072444,0.9538458,0.22631137,7100.0,71000.0,0.11666666666666668,0.37800527,-11.887044,1420.0,70,0.5248091,355000.0,0.18563026
0.06999999999999999,0.31625322,0.95495623,0.22627883,7200.0,72000.0,0.14166666666666666,0.37789193,-12.152106,1440.0,71,0.5633221,360000.0,0.18543367
0.055,0.3058005,0.9560204,0.22620018,7300.0,73000.0,0.10000000000000002,0.3779521,-12.45436,1460.0,72,0.5714336,365000.0,0.18525986
0.04000000000000001,0.26295134,0.9571464,0.22614919,7400.0,74000.0,0.15833333333333333,0.3779498,-12.456086,1480.0,73,0.53805894,370000.0,0.18510441
0.049999999999999996,0.31732973,0.9581886,0.2261161,7500.0,75000.0,0.14166666666666666,0.37800884,-11.933278,1500.0,74,0.5531613,375000.0,0.18494295
0.04666666666666667,0.23060131,0.9592646,0.22604655,7600.0,76000.0,0.1416666666666667,0.3779641,-11.445572,1520.0,75,0.54591227,380000.0,0.18482144
0.04,0.24558794,0.9602594,0.22594889,7700.0,77000.0,0.21666666666666667,0.37807366,-11.183083,1540.0,76,0.51733047,385000.0,0.18472666
0.04833333333333334,0.27395788,0.96123415,0.22584353,7800.0,78000.0,0.15833333333333333,0.37810102,-11.148889,1560.0,77,0.5144935,390000.0,0.18463105
0.04,0.25456473,0.9622105,0.22584407,7900.0,79000.0,0.15000000000000002,0.37804762,-10.50196,1580.0,78,0.51068383,395000.0,0.18448271
0.05499999999999999,0.28004298,0.9631021,0.22581224,8000.0,80000.0,0.18333333333333335,0.3781478,-11.330876,1600.0,79,0.5412814,400000.0,0.18435602
0.05000000000000001,0.26255795,0.9639142,0.22579937,8100.0,81000.0,0.16666666666666666,0.37809172,-10.389272,1620.0,80,0.5144855,405000.0,0.18424314
0.045000000000000005,0.23940016,0.96473855,0.22575833,8200.0,82000.0,0.10833333333333334,0.3781314,-11.7962675,1640.0,81,0.5593305,410000.0,0.1841956
0.05000000000000001,0.2601773,0.96556216,0.2257183,8300.0,83000.0,0.17500000000000002,0.3781539,-10.911647,1660.0,82,0.5201266,415000.0,0.18408722
0.053333333333333344,0.30269018,0.9663718,0.22568274,8400.0,84000.0,0.125,0.3782132,-11.199756,1680.0,83,0.5104461,420000.0,0.184058
0.065,0.3714958,0.9671237,0.22566326,8500.0,85000.0,0.14166666666666664,0.37823114,-12.00636,1700.0,84,0.5956853,425000.0,0.183991
0.06,0.32976344,0.96798426,0.22563143,8600.0,86000.0,0.17499999999999996,0.3781412,-10.8307,1720.0,85,0.47405925,430000.0,0.18392132
0.06333333333333334,0.27632,0.9687497,0.22563477,8700.0,87000.0,0.10000000000000002,0.37819043,-12.036571,1740.0,86,0.5526657,435000.0,0.18386833
0.05666666666666667,0.3179164,0.9694789,0.22564556,8800.0,88000.0,0.20000000000000004,0.37821445,-10.634667,1760.0,87,0.53926104,440000.0,0.18373843
0.06666666666666667,0.24644375,0.9701793,0.22559415,8900.0,89000.0,0.15,0.3782139,-9.630774,1780.0,88,0.44703484,445000.0,0.18367065
0.055,0.23480944,0.9709417,0.2255754,9000.0,90000.0,0.15833333333333333,0.37822142,-12.071908,1800.0,89,0.5496641,450000.0,0.18360245
0.049999999999999996,0.23768692,0.9716554,0.22549796,9100.0,91000.0,0.125,0.37821206,-10.560554,1820.0,90,0.48684463,455000.0,0.18354887
0.04833333333333334,0.25341842,0.97233963,0.22540875,9200.0,92000.0,0.09166666666666667,0.3782136,-11.531981,1840.0,91,0.52444226,460000.0,0.18347865
0.07,0.30255803,0.97306275,0.22532065,9300.0,93000.0,0.15,0.37821302,-9.784134,1860.0,92,0.49160746,465000.0,0.18338893
0.06666666666666667,0.24652426,0.97379464,0.22531135,9400.0,94000.0,0.16666666666666666,0.37816367,-10.545861,1880.0,93,0.52134806,470000.0,0.18337907
0.05166666666666667,0.22484197,0.9744808,0.22528087,9500.0,95000.0,0.17500000000000002,0.37817642,-10.99805,1900.0,94,0.51527876,475000.0,0.1832983
0.05333333333333334,0.28501654,0.975148,0.22526538,9600.0,96000.0,0.2333333333333333,0.37816104,-9.9753,1920.0,95,0.48470512,480000.0,0.18324442
0.065,0.261699,0.97587514,0.22523211,9700.0,97000.0,0.14166666666666666,0.37820005,-10.862866,1940.0,96,0.5200208,485000.0,0.18322009
0.04833333333333334,0.24335124,0.9764859,0.2251739,9800.0,98000.0,0.17499999999999996,0.37825307,-8.788402,1960.0,97,0.44458273,490000.0,0.18315558
0.05833333333333333,0.29113963,0.97712785,0.22515516,9900.0,99000.0,0.21666666666666667,0.37827066,-9.413758,1980.0,98,0.4767618,495000.0,0.1830857
0.055,0.24884348,0.9777532,0.22514112,10000.0,100000.0,0.19999999999999998,0.37831596,-9.778591,2000.0,99,0.49722072,500000.0,0.18303673
0.060000000000000005,0.25038686,0.978375,0.22516389,10100.0,101000.0,0.13333333333333333,0.37824497,-9.529471,2020.0,100,0.49839473,505000.0,0.18299644
0.05666666666666667,0.39889026,0.9789017,0.22510333,10200.0,102000.0,0.16666666666666666,0.37833858,-9.376719,2040.0,101,0.43936625,510000.0,0.18299282
0.05833333333333334,0.24645407,0.9795448,0.22505917,10300.0,103000.0,0.19999999999999998,0.37838212,-9.306722,2060.0,102,0.44573817,515000.0,0.182958
0.06166666666666667,0.42354938,0.9801462,0.22500317,10400.0,104000.0,0.21666666666666665,0.37841225,-10.340368,2080.0,103,0.51247954,520000.0,0.18291433
0.05166666666666667,0.32643867,0.98071414,0.22495495,10500.0,105000.0,0.10000000000000002,0.378467,-10.083276,2100.0,104,0.45607582,525000.0,0.1828534
0.06333333333333334,0.30015752,0.9813104,0.22492467,10600.0,106000.0,0.10833333333333334,0.37846944,-10.581695,2120.0,105,0.5232994,530000.0,0.18277518
0.05666666666666667,0.25181267,0.98194355,0.22491078,10700.0,107000.0,0.19166666666666665,0.37842974,-8.863147,2140.0,106,0.42783892,535000.0,0.18272136
0.060000000000000005,0.29036155,0.9824958,0.22491063,10800.0,108000.0,0.15,0.37841502,-9.283708,2160.0,107,0.4252738,540000.0,0.18267304
0.07,0.36106002,0.98306245,0.22492276,10900.0,109000.0,0.16666666666666666,0.37838817,-10.18502,2180.0,108,0.5191915,545000.0,0.18262152
0.07833333333333332,0.28171235,0.98363,0.22484832,11000.0,110000.0,0.09166666666666667,0.37844858,-10.723157,2200.0,109,0.4945933,550000.0,0.18256216
0.05000000000000001,0.3891953,0.98414046,0.2248543,11100.0,111000.0,0.2333333333333333,0.3784713,-9.042401,2220.0,110,0.44890344,555000.0,0.1825114
0.056666666666666664,0.25869197,0.9846489,0.22482382,11200.0,112000.0,0.14166666666666666,0.37844005,-9.341573,2240.0,111,0.47482577,560000.0,0.18244469
0.035,0.29748833,0.9851923,0.22479217,11300.0,113000.0,0.21666666666666667,0.37838152,-8.954505,2260.0,112,0.45537266,565000.0,0.18235314
0.06333333333333334,0.23848097,0.9857022,0.22479112,11400.0,114000.0,0.225,0.3784388,-9.521322,2280.0,113,0.48677835,570000.0,0.1822822
0.06,0.2691302,0.9862409,0.22479446,11500.0,115000.0,0.19999999999999998,0.37844023,-8.570397,2300.0,114,0.4434537,575000.0,0.18223256
0.07666666666666667,0.33709216,0.98678035,0.22476663,11600.0,116000.0,0.20833333333333334,0.37839678,-8.874408,2320.0,115,0.45236215,580000.0,0.1821601
0.08333333333333333,0.420754,0.9872876,0.22474134,11700.0,117000.0,0.17500000000000002,0.37843123,-9.293553,2340.0,116,0.48414,585000.0,0.18209045
0.055,0.35623455,0.9877798,0.22471179,11800.0,118000.0,0.19999999999999998,0.37846592,-8.879516,2360.0,117,0.4554967,590000.0,0.18203932
0.06833333333333334,0.24735887,0.9882315,0.22468345,11900.0,119000.0,0.21666666666666667,0.3784429,-10.125064,2380.0,118,0.50162125,595000.0,0.18198562
0.07333333333333333,0.4305816,0.98874015,0.22466187,12000.0,120000.0,0.2333333333333333,0.37842146,-8.795683,2400.0,119,0.44290528,600000.0,0.18192913
0.06,0.24852736,0.98920774,0.2246324,12100.0,121000.0,0.21666666666666667,0.37844542,-9.401122,2420.0,120,0.4682467,605000.0,0.18187259
0.065,0.30410612,0.98967475,0.22461425,12200.0,122000.0,0.225,0.37844333,-8.448666,2440.0,121,0.411651,610000.0,0.18184601
0.07333333333333333,0.2631897,0.9901628,0.22461013,12300.0,123000.0,0.1416666666666667,0.37839898,-9.964629,2460.0,122,0.4898534,615000.0,0.18178312
0.075,0.26246157,0.9906443,0.22456841,12400.0,124000.0,0.15,0.3784338,-8.486624,2480.0,123,0.43192068,620000.0,0.18174376
0.075,0.26743984,0.991123,0.22455288,12500.0,125000.0,0.19166666666666665,0.37843105,-9.60325,2500.0,124,0.47671142,625000.0,0.18171082
0.07,0.26225188,0.99152994,0.22455333,12600.0,126000.0,0.24166666666666667,0.37845135,-8.902339,2520.0,125,0.45811877,630000.0,0.18169262
0.061666666666666675,0.3211654,0.9919922,0.2245421,12700.0,127000.0,0.21666666666666665,0.37845924,-8.756099,2540.0,126,0.4861631,635000.0,0.18165727
0.06833333333333333,0.33103928,0.992433,0.22451447,12800.0,128000.0,0.27499999999999997,0.37846413,-8.369111,2560.0,127,0.41107154,640000.0,0.18160538
0.06333333333333334,0.277434,0.9928611,0.22448218,12900.0,129000.0,0.3083333333333333,0.37850097,-8.617486,2580.0,128,0.4381036,645000.0,0.18154879
0.07500000000000001,0.26612803,0.9932895,0.22446339,13000.0,130000.0,0.2583333333333333,0.37853643,-8.985053,2600.0,129,0.44917098,650000.0,0.1815071
0.075,0.24976854,0.9937193,0.22446263,13100.0,131000.0,0.20000000000000004,0.37854573,-10.182643,2620.0,130,0.47918573,655000.0,0.1814626
0.09166666666666667,0.3138065,0.99415964,0.22444837,13200.0,132000.0,0.16666666666666666,0.37853792,-9.439153,2640.0,131,0.4659439,660000.0,0.18141739
0.08,0.2817767,0.99453825,0.22441922,13300.0,133000.0,0.19166666666666665,0.37852588,-8.856999,2660.0,132,0.45208177,665000.0,0.18139131
0.07166666666666667,0.25722942,0.99489856,0.22437866,13400.0,134000.0,0.2416666666666667,0.37852898,-9.504104,2680.0,133,0.4644227,670000.0,0.18133576
0.06166666666666667,0.2314446,0.99523133,0.22437184,13500.0,135000.0,0.18333333333333335,0.37849113,-8.991619,2700.0,134,0.43990454,675000.0,0.18128489
0.09333333333333334,0.24615611,0.9955519,0.22433536,13600.0,136000.0,0.27499999999999997,0.37855855,-8.551968,2720.0,135,0.42740715,680000.0,0.18125981
0.041666666666666664,0.32416987,0.99585694,0.22432207,13700.0,137000.0,0.27499999999999997,0.37856707,-7.4082046,2740.0,136,0.36628306,685000.0,0.18124862
0.07833333333333332,0.2979171,0.996203,0.22427358,13800.0,138000.0,0.25833333333333336,0.3785523,-7.8315406,2760.0,137,0.422784,690000.0,0.1812232
0.08333333333333333,0.30765015,0.9965016,0.22429399,13900.0,139000.0,0.24166666666666667,0.37854752,-9.083541,2780.0,138,0.47213045,695000.0,0.18119769
0.07666666666666667,0.35551843,0.9968172,0.224285,14000.0,140000.0,0.24166666666666667,0.37850687,-7.3251424,2800.0,139,0.38200822,700000.0,0.18115474
0.09166666666666667,0.29118738,0.9971452,0.22424234,14100.0,141000.0,0.2333333333333333,0.37848893,-7.739237,2820.0,140,0.37972316,705000.0,0.18111624
0.09333333333333334,0.3071377,0.99744385,0.22419612,14200.0,142000.0,0.2333333333333333,0.37846664,-8.544213,2840.0,141,0.46957684,710000.0,0.18107088
0.07666666666666667,0.2650735,0.997776,0.22418864,14300.0,143000.0,0.3,0.37847063,-7.832422,2860.0,142,0.42722604,715000.0,0.18103413
0.07666666666666667,0.38194743,0.9981313,0.22416003,14400.0,144000.0,0.19999999999999998,0.3784375,-9.2814245,2880.0,143,0.45603028,720000.0,0.18098544
0.085,0.28982863,0.99849105,0.22414458,14500.0,145000.0,0.225,0.37844476,-7.904259,2900.0,144,0.41748953,725000.0,0.1809492
0.07833333333333332,0.25184223,0.9988124,0.22413634,14600.0,146000.0,0.2333333333333333,0.37847432,-7.8693604,2920.0,145,0.43556356,730000.0,0.18094485
0.09666666666666666,0.3160514,0.9991291,0.22412086,14700.0,147000.0,0.19166666666666665,0.37849045,-8.860051,2940.0,146,0.4300505,735000.0,0.18093711
0.08833333333333333,0.2856032,0.9994728,0.22410627,14800.0,148000.0,0.25833333333333336,0.37848496,-7.9351077,2960.0,147,0.45424762,740000.0,0.18091722
0.08,0.29123893,0.99983937,0.224106,14900.0,149000.0,0.2416666666666667,0.37852076,-8.108379,2980.0,148,0.41277,745000.0,0.18090029
0.08166666666666667,0.3132953,1.0001352,0.22408147,15000.0,150000.0,0.3,0.37852636,-7.9296303,3000.0,149,0.4241054,750000.0,0.18086188
0.09500000000000001,0.28481552,1.0004514,0.22405748,15100.0,151000.0,0.2916666666666667,0.37851897,-7.980795,3020.0,150,0.40929088,755000.0,0.1808482
0.07666666666666667,0.25533167,1.0008149,0.22405805,15200.0,152000.0,0.275,0.37852153,-8.369077,3040.0,151,0.44683242,760000.0,0.1807983
0.09499999999999999,0.24470319,1.0011226,0.22403844,15300.0,153000.0,0.3333333333333333,0.37854388,-7.7672405,3060.0,152,0.38632426,765000.0,0.18076968
0.07333333333333333,0.24421024,1.0014515,0.22402538,15400.0,154000.0,0.25000000000000006,0.37853527,-8.360725,3080.0,153,0.39902878,770000.0,0.18074472
0.09833333333333334,0.25534323,1.0017693,0.22402227,15500.0,155000.0,0.2416666666666667,0.37848815,-8.999568,3100.0,154,0.45729354,775000.0,0.18070388
0.08333333333333333,0.26164034,1.0020591,0.22399805,15600.0,156000.0,0.225,0.37851048,-8.871308,3120.0,155,0.4521347,780000.0,0.1807254
0.09500000000000001,0.26605332,1.0023451,0.22399823,15700.0,157000.0,0.19166666666666665,0.37847885,-8.42821,3140.0,156,0.4403223,785000.0,0.18071516
0.09000000000000001,0.50933367,1.0026462,0.22401755,15800.0,158000.0,0.2583333333333333,0.37844518,-7.2435436,3160.0,157,0.37735763,790000.0,0.18070696
0.075,0.28376666,1.0028981,0.22401248,15900.0,159000.0,0.325,0.37844107,-8.388767,3180.0,158,0.4323825,795000.0,0.18068533
0.09166666666666667,0.24472244,1.0031595,0.22400944,16000.0,160000.0,0.275,0.3784381,-8.588269,3200.0,159,0.44421864,800000.0,0.1806645
0.09166666666666667,0.39615014,1.0034618,0.22398363,16100.0,161000.0,0.26666666666666666,0.3784643,-7.7345886,3220.0,160,0.4038528,805000.0,0.1806405
0.07666666666666667,0.2426558,1.0037574,0.22397147,16200.0,162000.0,0.31666666666666665,0.37847075,-7.7689476,3240.0,161,0.43641987,810000.0,0.1806087
0.08833333333333333,0.2890971,1.004023,0.22397713,16300.0,163000.0,0.19166666666666665,0.37847838,-8.319092,3260.0,162,0.45172992,815000.0,0.18059812
0.09666666666666668,0.2807762,1.004306,0.22394645,16400.0,164000.0,0.3,0.37847868,-7.281088,3280.0,163,0.389527,820000.0,0.1805741
0.10000000000000002,0.24438608,1.0046065,0.2239414,16500.0,165000.0,0.26666666666666666,0.37845543,-8.211632,3300.0,164,0.425851,825000.0,0.18057805
0.10666666666666667,0.34427026,1.0048615,0.22392304,16600.0,166000.0,0.3416666666666666,0.37845793,-7.61661,3320.0,165,0.41821864,830000.0,0.1805488
0.08333333333333333,0.4108006,1.0051273,0.22392881,16700.0,167000.0,0.26666666666666666,0.37845537,-8.441218,3340.0,166,0.42077526,835000.0,0.18053828
0.06833333333333334,0.2945997,1.0054048,0.2239124,16800.0,168000.0,0.19999999999999998,0.37845716,-8.09448,3360.0,167,0.40865216,840000.0,0.18053287
0.09500000000000001,0.42279133,1.005692,0.2238762,16900.0,169000.0,0.2833333333333333,0.37852088,-7.5203834,3380.0,168,0.40766907,845000.0,0.18056755
0.10000000000000002,0.24890174,1.0059519,0.22386588,17000.0,170000.0,0.3,0.3785304,-7.127273,3400.0,169,0.37778315,850000.0,0.18056834
0.11333333333333334,0.23020191,1.006207,0.22384901,17100.0,171000.0,0.3,0.37856182,-7.37797,3420.0,170,0.3941044,855000.0,0.18057822
0.09500000000000001,0.23617601,1.0064306,0.22384708,17200.0,172000.0,0.2583333333333333,0.37856528,-7.286518,3440.0,171,0.4064329,860000.0,0.18058534
0.11,0.30375442,1.0066264,0.22382767,17300.0,173000.0,0.3083333333333333,0.37858263,-7.9848175,3460.0,172,0.42371035,865000.0,0.18056332
0.07833333333333332,0.29195553,1.006832,0.2238151,17400.0,174000.0,0.3333333333333333,0.37858176,-7.6706414,3480.0,173,0.40224743,870000.0,0.18053573
