train/critic_loss,train/success_rate,train/reward_compute_count,test/ag_g_dist,test/success_rate,train/episode,test/episode,test/reward_compute_count,stats_g/std,stats_g/mean,stats_o/mean,stats_o/std,epoch,test/mean_Q
0.2694706,0.0016666666666666668,200000.0,0.9205014,0.016666666666666666,4000.0,800.0,40000.0,0.23403732,0.3775042,0.19838421,0.85336614,39,-25.141907
0.25651753,0.008333333333333333,205000.0,0.85906124,0.025000000000000005,4100.0,820.0,41000.0,0.23397271,0.3774232,0.19825362,0.8557112,40,-23.285204
0.29365793,0.01,210000.0,0.9495659,0.016666666666666666,4200.0,840.0,42000.0,0.23384981,0.37752047,0.198245,0.85797197,41,-26.240814
0.30282164,0.006666666666666667,215000.0,0.84788483,0.05833333333333334,4300.0,860.0,43000.0,0.2338527,0.37747285,0.19822042,0.8600557,42,-23.075144
0.24974066,0.0033333333333333335,220000.0,0.931931,0.041666666666666664,4400.0,880.0,44000.0,0.23385842,0.37731847,0.19806333,0.862294,43,-24.640413
0.27134138,0.006666666666666667,225000.0,0.84089607,0.016666666666666666,4500.0,900.0,45000.0,0.23376067,0.37728307,0.1980217,0.8645888,44,-23.602972
0.4024121,0.01,230000.0,0.85161084,0.008333333333333333,4600.0,920.0,46000.0,0.23377724,0.37707505,0.19793995,0.86644524,45,-22.839289
0.2635499,0.016666666666666666,235000.0,0.84607524,0.03333333333333333,4700.0,940.0,47000.0,0.23380072,0.376906,0.19776195,0.8684688,46,-22.510733
0.29638693,0.008333333333333333,240000.0,0.8976262,0.016666666666666666,4800.0,960.0,48000.0,0.23376846,0.37689146,0.19764715,0.8707578,47,-24.594696
0.26466712,0.008333333333333333,245000.0,0.8300268,0.016666666666666666,4900.0,980.0,49000.0,0.23370393,0.376955,0.19750635,0.87293696,48,-22.923853
0.26759568,0.01,250000.0,0.81950444,0.03333333333333333,5000.0,1000.0,50000.0,0.23366284,0.3769059,0.19738393,0.87497634,49,-21.95976
0.26932058,0.011666666666666665,255000.0,0.87967557,0.016666666666666666,5100.0,1020.0,51000.0,0.23359947,0.37693104,0.19724603,0.87682956,50,-23.234932
0.26913846,0.018333333333333333,260000.0,0.83675617,0.016666666666666666,5200.0,1040.0,52000.0,0.23351933,0.37690234,0.19713695,0.8789003,51,-22.665382
0.23920755,0.011666666666666667,265000.0,0.9024046,0.025000000000000005,5300.0,1060.0,53000.0,0.23353231,0.37682018,0.19689675,0.8807466,52,-23.753885
0.2848755,0.013333333333333334,270000.0,0.85456437,0.049999999999999996,5400.0,1080.0,54000.0,0.23338561,0.37687364,0.19671173,0.8824528,53,-21.911789
0.29808712,0.011666666666666667,275000.0,0.7820947,0.05833333333333334,5500.0,1100.0,55000.0,0.23320593,0.3769729,0.19662827,0.88414353,54,-20.274857
0.26283917,0.016666666666666666,280000.0,0.84925365,0.05833333333333334,5600.0,1120.0,56000.0,0.23312344,0.37695184,0.19664405,0.88565487,55,-22.38298
0.27416924,0.011666666666666667,285000.0,0.88973874,0.03333333333333333,5700.0,1140.0,57000.0,0.2330188,0.3770508,0.1966737,0.8870876,56,-21.974077
0.28886223,0.013333333333333334,290000.0,0.86687565,0.03333333333333333,5800.0,1160.0,58000.0,0.2329946,0.37708464,0.19670577,0.8886619,57,-22.099787
0.2699975,0.016666666666666666,295000.0,0.753259,0.025000000000000005,5900.0,1180.0,59000.0,0.23291413,0.377063,0.19671987,0.89002484,58,-20.0143
0.27269685,0.006666666666666667,300000.0,0.81063277,0.016666666666666666,6000.0,1200.0,60000.0,0.23284157,0.37712243,0.19665597,0.8914847,59,-21.568222
0.30456808,0.02,305000.0,0.7634457,0.049999999999999996,6100.0,1220.0,61000.0,0.23268811,0.3772799,0.19659923,0.8930375,60,-20.224577
0.3100674,0.011666666666666667,310000.0,0.7896275,0.06666666666666667,6200.0,1240.0,62000.0,0.23261376,0.37721762,0.19655116,0.89447945,61,-20.380611
0.28431126,0.016666666666666666,315000.0,0.7568466,0.05833333333333333,6300.0,1260.0,63000.0,0.23255135,0.37717077,0.19640689,0.8957928,62,-19.754927
0.27982417,0.015,320000.0,0.8352558,0.041666666666666664,6400.0,1280.0,64000.0,0.23246443,0.37721905,0.19629025,0.89731854,63,-21.30649
0.275446,0.013333333333333334,325000.0,0.7539664,0.05000000000000001,6500.0,1300.0,65000.0,0.23241694,0.37719056,0.19620931,0.89875627,64,-20.78406
0.277181,0.016666666666666666,330000.0,0.7880233,0.008333333333333333,6600.0,1320.0,66000.0,0.23234563,0.3772525,0.19620396,0.9002535,65,-20.414122
0.31250206,0.015,335000.0,0.73000664,0.06666666666666667,6700.0,1340.0,67000.0,0.23225822,0.37728938,0.19607298,0.9018331,66,-19.340551
0.27352503,0.018333333333333333,340000.0,0.81756943,0.025000000000000005,6800.0,1360.0,68000.0,0.23220332,0.37719807,0.19600458,0.9031604,67,-21.337286
0.30401504,0.008333333333333333,345000.0,0.77865076,0.016666666666666666,6900.0,1380.0,69000.0,0.23207821,0.3773335,0.195982,0.904522,68,-19.706717
0.27836874,0.015,350000.0,0.7413228,0.05000000000000001,7000.0,1400.0,70000.0,0.23199944,0.37733063,0.19592077,0.90593165,69,-18.694616
0.2535508,0.02,355000.0,0.73124045,0.025000000000000005,7100.0,1420.0,71000.0,0.23192663,0.37739882,0.19587909,0.9073164,70,-18.859776
0.29150796,0.016666666666666666,360000.0,0.7662146,0.05000000000000001,7200.0,1440.0,72000.0,0.23187678,0.37735638,0.19581695,0.9087355,71,-19.248175
0.2894008,0.013333333333333334,365000.0,0.765503,0.0,7300.0,1460.0,73000.0,0.23180477,0.37737754,0.19573952,0.90997905,72,-19.088194
0.28625813,0.021666666666666667,370000.0,0.7493026,0.008333333333333333,7400.0,1480.0,74000.0,0.23170106,0.3774036,0.19565786,0.9112868,73,-18.626497
0.2884458,0.021666666666666667,375000.0,0.76286715,0.03333333333333333,7500.0,1500.0,75000.0,0.23160231,0.37752715,0.19557242,0.9125218,74,-19.35268
0.2910005,0.02,380000.0,0.7823556,0.025000000000000005,7600.0,1520.0,76000.0,0.23154457,0.3774723,0.19542117,0.9136651,75,-20.101805
0.26572803,0.016666666666666666,385000.0,0.69144195,0.05000000000000001,7700.0,1540.0,77000.0,0.23148407,0.37754798,0.195297,0.9148898,76,-17.386335
0.2735738,0.006666666666666667,390000.0,0.66765946,0.075,7800.0,1560.0,78000.0,0.23141076,0.37755132,0.19521798,0.91591614,77,-16.897093
0.28689364,0.02,395000.0,0.71929556,0.05833333333333334,7900.0,1580.0,79000.0,0.23136933,0.37754288,0.19509442,0.9169194,78,-17.8071
0.25974455,0.02666666666666667,400000.0,0.74185747,0.05000000000000001,8000.0,1600.0,80000.0,0.23129432,0.37762544,0.1950109,0.9179816,79,-19.173958
0.254494,0.018333333333333333,405000.0,0.7631984,0.041666666666666664,8100.0,1620.0,81000.0,0.23124628,0.37768558,0.19494039,0.91905016,80,-19.293213
0.3450122,0.016666666666666666,410000.0,0.69801664,0.041666666666666664,8200.0,1640.0,82000.0,0.23114772,0.3777733,0.19487225,0.92017883,81,-16.903555
0.24955797,0.015,415000.0,0.72925264,0.08333333333333333,8300.0,1660.0,83000.0,0.23104525,0.37780142,0.19475907,0.92127395,82,-18.491282
0.27451518,0.013333333333333334,420000.0,0.6845724,0.08333333333333333,8400.0,1680.0,84000.0,0.23093443,0.37785062,0.19463228,0.9223495,83,-16.70188
0.26876882,0.023333333333333334,425000.0,0.82443,0.016666666666666666,8500.0,1700.0,85000.0,0.23084937,0.37792298,0.19455469,0.92341065,84,-20.310068
0.29924443,0.02,430000.0,0.6371214,0.025000000000000005,8600.0,1720.0,86000.0,0.23077075,0.37788057,0.19448604,0.924412,85,-16.454391
0.26287374,0.013333333333333334,435000.0,0.71962094,0.049999999999999996,8700.0,1740.0,87000.0,0.23068999,0.37796524,0.19445498,0.9253691,86,-18.236029
0.26890814,0.021666666666666667,440000.0,0.7543779,0.025000000000000005,8800.0,1760.0,88000.0,0.23061661,0.3780047,0.19438936,0.92627954,87,-18.211172
0.27378267,0.016666666666666666,445000.0,0.58576125,0.07500000000000001,8900.0,1780.0,89000.0,0.23049761,0.3780007,0.19428973,0.9273698,88,-15.266223
0.29828206,0.02,450000.0,0.7029899,0.05000000000000001,9000.0,1800.0,90000.0,0.23040639,0.3780692,0.19418769,0.9282906,89,-16.996801
0.40567055,0.03166666666666667,455000.0,0.71843356,0.041666666666666664,9100.0,1820.0,91000.0,0.2303233,0.3780938,0.19406815,0.92920274,90,-18.276283
0.2523545,0.02666666666666667,460000.0,0.6971267,0.041666666666666664,9200.0,1840.0,92000.0,0.23022737,0.3780791,0.1939653,0.93005204,91,-17.281149
0.31784895,0.024999999999999998,465000.0,0.73094803,0.06666666666666667,9300.0,1860.0,93000.0,0.23011267,0.3781267,0.19389904,0.9309239,92,-17.592758
0.28812468,0.011666666666666667,470000.0,0.7054923,0.041666666666666664,9400.0,1880.0,94000.0,0.23005812,0.3780969,0.1937954,0.9316864,93,-16.848028
0.26875535,0.021666666666666667,475000.0,0.67100877,0.05000000000000001,9500.0,1900.0,95000.0,0.23002116,0.37811327,0.19369332,0.9325368,94,-16.380487
0.29564592,0.018333333333333333,480000.0,0.6475198,0.041666666666666664,9600.0,1920.0,96000.0,0.2299556,0.37817535,0.19359988,0.9334238,95,-16.228434
0.26985002,0.016666666666666666,485000.0,0.6929374,0.05833333333333333,9700.0,1940.0,97000.0,0.2298673,0.37823835,0.19352795,0.9343757,96,-16.99799
0.3163955,0.021666666666666667,490000.0,0.6262786,0.07500000000000001,9800.0,1960.0,98000.0,0.22976537,0.37834048,0.19345123,0.93512034,97,-16.390709
0.3143126,0.015,495000.0,0.6599259,0.10833333333333334,9900.0,1980.0,99000.0,0.22970438,0.37840757,0.1933778,0.9359565,98,-16.214666
0.27166325,0.016666666666666666,500000.0,0.66823417,0.08333333333333333,10000.0,2000.0,100000.0,0.22963846,0.37848,0.19332619,0.93670696,99,-16.026157
0.28513822,0.016666666666666666,505000.0,0.6485035,0.06666666666666667,10100.0,2020.0,101000.0,0.22960627,0.3784406,0.19322948,0.93752664,100,-15.649165
0.277979,0.021666666666666667,510000.0,0.61975497,0.10000000000000002,10200.0,2040.0,102000.0,0.22954531,0.37856483,0.1931635,0.93829983,101,-15.099128
0.34178624,0.023333333333333334,515000.0,0.6531499,0.06666666666666667,10300.0,2060.0,103000.0,0.22947298,0.37864146,0.19305591,0.939209,102,-15.979581
0.2592119,0.013333333333333334,520000.0,0.6710458,0.08333333333333333,10400.0,2080.0,104000.0,0.22938748,0.37870908,0.19292921,0.9400622,103,-16.141111
0.2741532,0.02,525000.0,0.6451214,0.025000000000000005,10500.0,2100.0,105000.0,0.22933097,0.37878323,0.19282256,0.9408229,104,-16.220736
0.2722424,0.024999999999999998,530000.0,0.6918802,0.05000000000000001,10600.0,2120.0,106000.0,0.2292726,0.37881264,0.19273031,0.9415576,105,-16.829012
0.2988963,0.021666666666666667,535000.0,0.60690624,0.05833333333333333,10700.0,2140.0,107000.0,0.22923408,0.37882343,0.19263381,0.9421997,106,-15.025554
0.3159519,0.015000000000000001,540000.0,0.6234789,0.07500000000000001,10800.0,2160.0,108000.0,0.22918785,0.3788097,0.19254558,0.9428455,107,-15.820057
0.29742846,0.03166666666666667,545000.0,0.6785725,0.05833333333333334,10900.0,2180.0,109000.0,0.22916432,0.37882933,0.19244194,0.9434774,108,-16.165714
0.2851509,0.021666666666666667,550000.0,0.69785184,0.06666666666666667,11000.0,2200.0,110000.0,0.22908439,0.3789372,0.19236822,0.94417405,109,-16.939402
0.27506828,0.013333333333333334,555000.0,0.5732309,0.08333333333333333,11100.0,2220.0,111000.0,0.22905703,0.37902775,0.1922844,0.9448367,110,-13.69814
0.28982887,0.028333333333333335,560000.0,0.62459964,0.10833333333333334,11200.0,2240.0,112000.0,0.22897999,0.37910423,0.19218545,0.9455554,111,-14.667572
0.31152728,0.02,565000.0,0.6339689,0.075,11300.0,2260.0,113000.0,0.22890513,0.37910798,0.192089,0.9462355,112,-15.101395
0.3024148,0.026666666666666672,570000.0,0.71791667,0.049999999999999996,11400.0,2280.0,114000.0,0.22885756,0.37918243,0.19199972,0.94679636,113,-17.416204
0.31923473,0.02666666666666667,575000.0,0.61984766,0.025000000000000005,11500.0,2300.0,115000.0,0.22881414,0.37922367,0.19194023,0.94747156,114,-15.786361
0.2756181,0.023333333333333334,580000.0,0.67103904,0.08333333333333333,11600.0,2320.0,116000.0,0.22875775,0.37923446,0.19186862,0.94813967,115,-15.894435
0.2901899,0.028333333333333332,585000.0,0.69494295,0.05833333333333333,11700.0,2340.0,117000.0,0.22868891,0.37934336,0.19180626,0.9487665,116,-16.30719
0.36312118,0.02666666666666667,590000.0,0.65485865,0.07500000000000001,11800.0,2360.0,118000.0,0.22863162,0.3794013,0.1917126,0.94944125,117,-15.235409
0.2878704,0.028333333333333335,595000.0,0.6803219,0.06666666666666667,11900.0,2380.0,119000.0,0.22858377,0.37939492,0.19156636,0.9501025,118,-16.08406
0.2899041,0.028333333333333335,600000.0,0.6269445,0.049999999999999996,12000.0,2400.0,120000.0,0.22852574,0.37939534,0.1914794,0.95077103,119,-14.94635
0.26307544,0.011666666666666667,605000.0,0.6733027,0.03333333333333333,12100.0,2420.0,121000.0,0.22844552,0.37942657,0.19134943,0.9513183,120,-15.681401
0.2743386,0.023333333333333334,610000.0,0.5950548,0.06666666666666667,12200.0,2440.0,122000.0,0.22840679,0.37945268,0.19124992,0.95185924,121,-14.736928
0.31686327,0.02666666666666667,615000.0,0.6466778,0.016666666666666666,12300.0,2460.0,123000.0,0.22838478,0.37941357,0.19115567,0.952419,122,-15.592038
0.2678824,0.02666666666666667,620000.0,0.64160496,0.025000000000000005,12400.0,2480.0,124000.0,0.22835179,0.37943044,0.19105881,0.9529703,123,-15.437852
0.32555136,0.016666666666666666,625000.0,0.65388715,0.06666666666666667,12500.0,2500.0,125000.0,0.2282979,0.37948933,0.19098414,0.9534852,124,-15.46745
0.28890243,0.018333333333333333,630000.0,0.7093561,0.025000000000000005,12600.0,2520.0,126000.0,0.22826083,0.37953654,0.19093888,0.95394826,125,-16.44546
0.2881936,0.011666666666666667,635000.0,0.67471075,0.08333333333333333,12700.0,2540.0,127000.0,0.22821783,0.37956658,0.19090146,0.9544714,126,-15.4089155
0.30556074,0.024999999999999998,640000.0,0.59066135,0.05833333333333333,12800.0,2560.0,128000.0,0.22818644,0.37958273,0.19082735,0.95497364,127,-14.418854
0.2783519,0.021666666666666667,645000.0,0.65169674,0.06666666666666667,12900.0,2580.0,129000.0,0.2281503,0.3795986,0.19072752,0.9554643,128,-14.762179
0.33177477,0.02,650000.0,0.6487229,0.03333333333333333,13000.0,2600.0,130000.0,0.2281208,0.37963924,0.1906568,0.95598984,129,-14.779624
0.39993095,0.021666666666666667,655000.0,0.638662,0.03333333333333333,13100.0,2620.0,131000.0,0.22806685,0.37967148,0.19059916,0.95649606,130,-14.972542
0.36675608,0.011666666666666667,660000.0,0.65078884,0.06666666666666667,13200.0,2640.0,132000.0,0.2280205,0.37967405,0.19050533,0.9569798,131,-15.231468
0.37885144,0.016666666666666666,665000.0,0.6477065,0.05833333333333334,13300.0,2660.0,133000.0,0.22798376,0.37966618,0.1904311,0.95743436,132,-15.166371
0.2982144,0.03666666666666667,670000.0,0.6778102,0.041666666666666664,13400.0,2680.0,134000.0,0.22792554,0.37968925,0.19035046,0.9579217,133,-15.366969
0.36894158,0.028333333333333335,675000.0,0.6376938,0.05000000000000001,13500.0,2700.0,135000.0,0.22788028,0.37967363,0.19023569,0.95844007,134,-14.321598
0.34073982,0.023333333333333334,680000.0,0.597107,0.09166666666666667,13600.0,2720.0,136000.0,0.22785068,0.3797247,0.19011344,0.9589904,135,-14.704845
0.33317277,0.023333333333333334,685000.0,0.53852344,0.14166666666666666,13700.0,2740.0,137000.0,0.2278365,0.3797364,0.19006187,0.9594987,136,-12.917674
0.2752378,0.02666666666666667,690000.0,0.5892008,0.09166666666666667,13800.0,2760.0,138000.0,0.2277836,0.37973318,0.19003712,0.95998496,137,-14.213912
0.2711561,0.015000000000000001,695000.0,0.64569294,0.05833333333333333,13900.0,2780.0,139000.0,0.22777303,0.37975302,0.18998253,0.96043915,138,-15.029788
0.2873164,0.023333333333333334,700000.0,0.560035,0.049999999999999996,14000.0,2800.0,140000.0,0.22774915,0.3797147,0.18992631,0.96088964,139,-13.70814
0.27301958,0.023333333333333334,705000.0,0.54063445,0.08333333333333333,14100.0,2820.0,141000.0,0.2277153,0.3796831,0.18988653,0.961379,140,-13.282529
0.43154442,0.03,710000.0,0.61215204,0.06666666666666667,14200.0,2840.0,142000.0,0.22768776,0.37965927,0.18980844,0.96178293,141,-14.260739
0.32856998,0.02666666666666667,715000.0,0.6203108,0.09166666666666667,14300.0,2860.0,143000.0,0.22768135,0.37967464,0.1897401,0.9622535,142,-14.986636
0.2853961,0.03166666666666667,720000.0,0.590419,0.075,14400.0,2880.0,144000.0,0.22764318,0.3796527,0.18964241,0.96268815,143,-13.684892
0.2977513,0.03166666666666667,725000.0,0.61499715,0.06666666666666667,14500.0,2900.0,145000.0,0.2275982,0.37966284,0.18956251,0.9631104,144,-13.763799
0.33081812,0.021666666666666667,730000.0,0.6269787,0.05000000000000001,14600.0,2920.0,146000.0,0.22756024,0.37969518,0.18950053,0.9635717,145,-14.572606
0.33440495,0.024999999999999998,735000.0,0.59879297,0.11666666666666665,14700.0,2940.0,147000.0,0.22751701,0.37971476,0.18943757,0.9639831,146,-14.238251
0.30984882,0.018333333333333333,740000.0,0.6671152,0.15,14800.0,2960.0,148000.0,0.22746909,0.37973395,0.18936795,0.9644592,147,-15.07444
0.4111087,0.03333333333333333,745000.0,0.5913164,0.049999999999999996,14900.0,2980.0,149000.0,0.22744833,0.37975064,0.1892757,0.9649088,148,-14.030216
0.33880088,0.02,750000.0,0.6024043,0.075,15000.0,3000.0,150000.0,0.22740613,0.37977347,0.18917854,0.96537995,149,-14.049031
0.3010789,0.024999999999999998,755000.0,0.58673805,0.09166666666666667,15100.0,3020.0,151000.0,0.22735347,0.37978825,0.18912701,0.9658397,150,-13.814317
0.50553584,0.02,760000.0,0.669897,0.075,15200.0,3040.0,152000.0,0.227331,0.37979063,0.18905346,0.9662783,151,-14.552487
0.28423992,0.028333333333333335,765000.0,0.614973,0.03333333333333333,15300.0,3060.0,153000.0,0.22730692,0.37982616,0.18897696,0.96669894,152,-15.008713
0.37541103,0.023333333333333334,770000.0,0.56350344,0.09166666666666667,15400.0,3080.0,154000.0,0.22728491,0.37981638,0.18886791,0.9671404,153,-13.182113
0.3248004,0.02,775000.0,0.6700036,0.049999999999999996,15500.0,3100.0,155000.0,0.22726406,0.3798329,0.18881853,0.96751374,154,-15.571546
0.2727653,0.016666666666666666,780000.0,0.6157284,0.05000000000000001,15600.0,3120.0,156000.0,0.22724245,0.379833,0.18876009,0.967889,155,-14.488445
0.33434665,0.028333333333333335,785000.0,0.6381961,0.075,15700.0,3140.0,157000.0,0.22722848,0.3798282,0.18869342,0.9682881,156,-14.81113
0.4119092,0.03833333333333334,790000.0,0.58053,0.10833333333333334,15800.0,3160.0,158000.0,0.22720392,0.37982264,0.1886128,0.96867734,157,-13.346896
0.32611346,0.018333333333333333,795000.0,0.60194933,0.09166666666666667,15900.0,3180.0,159000.0,0.22718467,0.37982097,0.18851976,0.96902436,158,-14.322276
0.2926787,0.026666666666666672,800000.0,0.6339784,0.05833333333333333,16000.0,3200.0,160000.0,0.22715549,0.3798444,0.18845838,0.96940154,159,-14.527257
0.27346548,0.024999999999999998,805000.0,0.60255444,0.09999999999999999,16100.0,3220.0,161000.0,0.22711594,0.3798838,0.18839626,0.96978277,160,-13.832157
0.4167335,0.02,810000.0,0.5827173,0.08333333333333333,16200.0,3240.0,162000.0,0.2270668,0.37992236,0.1883424,0.97014505,161,-12.926101
0.2879254,0.03166666666666667,815000.0,0.63580656,0.10000000000000002,16300.0,3260.0,163000.0,0.22702448,0.37994567,0.18830861,0.9704903,162,-13.957974
0.35411564,0.021666666666666667,820000.0,0.62456554,0.10000000000000002,16400.0,3280.0,164000.0,0.22697401,0.3799595,0.18826286,0.970802,163,-13.497106
0.35729685,0.024999999999999998,825000.0,0.6144077,0.10833333333333334,16500.0,3300.0,165000.0,0.22693746,0.37993288,0.18820925,0.97117585,164,-13.884517
0.42656794,0.016666666666666666,830000.0,0.6093261,0.07500000000000001,16600.0,3320.0,166000.0,0.226914,0.37991858,0.18815452,0.971504,165,-14.112312
0.36615506,0.02,835000.0,0.5887707,0.075,16700.0,3340.0,167000.0,0.22688949,0.37992635,0.1881092,0.9718352,166,-13.280934
0.26365632,0.03,840000.0,0.5762579,0.06666666666666667,16800.0,3360.0,168000.0,0.22685266,0.37993905,0.18805818,0.9721864,167,-13.327201
0.28934744,0.021666666666666667,845000.0,0.55850476,0.125,16900.0,3380.0,169000.0,0.22681265,0.3799901,0.18801701,0.97254616,168,-13.204946
0.26490515,0.028333333333333335,850000.0,0.5536251,0.09999999999999999,17000.0,3400.0,170000.0,0.2267708,0.38002625,0.18796124,0.97291607,169,-12.754512
0.27448288,0.04666666666666667,855000.0,0.57330304,0.06666666666666667,17100.0,3420.0,171000.0,0.22674476,0.3800504,0.1879322,0.973232,170,-12.988441
