train/success_rate,train/reward_compute_count,stats_g/std,train/episode,test/ag_g_dist,stats_o/std,stats_o/mean,train/critic_loss,test/reward_compute_count,test/episode,epoch,test/mean_Q,test/success_rate,stats_g/mean
0.02,100000.0,0.15443082,2000.0,0.86421585,0.78549236,0.20820671,0.047217738,20000.0,400.0,19,-21.344965,0.08333333333333333,0.36269686
0.021666666666666667,105000.0,0.15535022,2100.0,0.8071544,0.7895708,0.20839651,0.033744704,21000.0,420.0,20,-21.562647,0.08333333333333333,0.36283398
0.011666666666666667,110000.0,0.15603134,2200.0,0.8195324,0.79354364,0.20843287,0.04685271,22000.0,440.0,21,-22.27543,0.09166666666666667,0.36295056
0.006666666666666667,115000.0,0.15678106,2300.0,0.8047784,0.7979962,0.20858271,0.042121828,23000.0,460.0,22,-22.078867,0.05833333333333333,0.36321235
0.008333333333333333,120000.0,0.15763716,2400.0,0.83604,0.8009808,0.20863597,0.037336204,24000.0,480.0,23,-22.496897,0.08333333333333333,0.36336955
0.02,125000.0,0.15813573,2500.0,0.82067347,0.8041089,0.20862995,0.037007734,25000.0,500.0,24,-22.568537,0.08333333333333333,0.36370322
0.018333333333333337,130000.0,0.1586218,2600.0,0.759664,0.8071839,0.20869572,0.038722474,26000.0,520.0,25,-20.757097,0.17500000000000002,0.3640649
0.023333333333333334,135000.0,0.15914929,2700.0,0.74883443,0.81006247,0.20885079,0.042532805,27000.0,540.0,26,-22.192636,0.10833333333333334,0.3643771
0.011666666666666667,140000.0,0.15973206,2800.0,0.78737813,0.8130577,0.20897402,0.044447277,28000.0,560.0,27,-22.761642,0.09166666666666667,0.36471704
0.02,145000.0,0.16025041,2900.0,0.73498654,0.8158482,0.20903982,0.036057424,29000.0,580.0,28,-21.808516,0.13333333333333333,0.365043
0.02666666666666667,150000.0,0.16070943,3000.0,0.775163,0.8185242,0.20922725,0.058975864,30000.0,600.0,29,-23.065977,0.10833333333333335,0.36533764
0.02666666666666667,155000.0,0.16120724,3100.0,0.77190804,0.8210141,0.20921344,0.05477713,31000.0,620.0,30,-23.88756,0.06666666666666667,0.3656744
0.013333333333333334,160000.0,0.1616914,3200.0,0.7228985,0.82301855,0.20914622,0.049103487,32000.0,640.0,31,-22.16738,0.13333333333333333,0.36593533
0.016666666666666666,165000.0,0.16198398,3300.0,0.7998565,0.8253471,0.20923038,0.059121113,33000.0,660.0,32,-24.10041,0.10833333333333334,0.3662252
0.023333333333333334,170000.0,0.16226308,3400.0,0.7175582,0.82756954,0.20945467,0.04403758,34000.0,680.0,33,-21.889122,0.17500000000000002,0.3664739
0.011666666666666667,175000.0,0.16252969,3500.0,0.7498053,0.8297436,0.209745,0.047224317,35000.0,700.0,34,-21.652918,0.16666666666666666,0.3667519
0.015,180000.0,0.1628052,3600.0,0.713581,0.83149314,0.20986529,0.101417206,36000.0,720.0,35,-21.961771,0.15,0.36692014
0.02666666666666667,185000.0,0.16304986,3700.0,0.7279179,0.833083,0.21003218,0.051866364,37000.0,740.0,36,-22.35943,0.15,0.36713815
0.018333333333333337,190000.0,0.16335048,3800.0,0.7843854,0.8345635,0.21016578,0.05046451,38000.0,760.0,37,-24.779938,0.11666666666666668,0.36728963
0.021666666666666667,195000.0,0.16358443,3900.0,0.8899209,0.83623767,0.2103064,0.063733034,39000.0,780.0,38,-26.652311,0.12500000000000003,0.3674287
0.02,200000.0,0.16377787,4000.0,0.7904156,0.83794373,0.21032332,0.044602986,40000.0,800.0,39,-24.328367,0.15833333333333335,0.36768556
0.013333333333333334,205000.0,0.16406141,4100.0,0.83464414,0.83946466,0.21027003,0.050946523,41000.0,820.0,40,-25.56865,0.10000000000000002,0.36793852
0.021666666666666667,210000.0,0.1643604,4200.0,0.760308,0.84086615,0.2101894,0.054614455,42000.0,840.0,41,-24.588379,0.09166666666666667,0.36809692
0.016666666666666666,215000.0,0.16460611,4300.0,0.6474336,0.8420536,0.21009709,0.04067593,43000.0,860.0,42,-21.098946,0.16666666666666666,0.3682119
0.021666666666666667,220000.0,0.16474004,4400.0,0.73021793,0.84326416,0.21010555,0.04395863,44000.0,880.0,43,-23.11048,0.16666666666666666,0.36841312
0.021666666666666667,225000.0,0.16494282,4500.0,0.77306634,0.8441713,0.21005268,0.05073068,45000.0,900.0,44,-24.185318,0.125,0.36852762
0.02,230000.0,0.16513611,4600.0,0.709002,0.8450269,0.2100357,0.049442485,46000.0,920.0,45,-22.846115,0.15833333333333333,0.36862502
0.02,235000.0,0.16535826,4700.0,0.74362993,0.84605676,0.20995796,0.054347422,47000.0,940.0,46,-25.34846,0.06666666666666667,0.36877587
0.02666666666666667,240000.0,0.16546893,4800.0,0.7541235,0.8469477,0.20997949,0.04961453,48000.0,960.0,47,-24.397818,0.19166666666666665,0.36894104
0.02666666666666667,245000.0,0.165554,4900.0,0.7624688,0.84755915,0.21002154,0.056215525,49000.0,980.0,48,-24.945892,0.09999999999999999,0.3690959
0.03,250000.0,0.1656383,5000.0,0.75038624,0.8483009,0.21009754,0.051025648,50000.0,1000.0,49,-25.33361,0.1416666666666667,0.3692111
0.011666666666666667,255000.0,0.16574237,5100.0,0.7101535,0.8490326,0.21018763,0.10025066,51000.0,1020.0,50,-23.560913,0.15,0.36937347
0.03,260000.0,0.16587217,5200.0,0.7580154,0.8499,0.21010417,0.05913524,52000.0,1040.0,51,-24.799376,0.125,0.36950135
0.03,265000.0,0.1659855,5300.0,0.8136255,0.8506567,0.21011971,0.045151174,53000.0,1060.0,52,-26.829382,0.075,0.36961016
0.026666666666666672,270000.0,0.16620088,5400.0,0.7395535,0.85136384,0.21013077,0.047957387,54000.0,1080.0,53,-26.347578,0.07500000000000001,0.36964592
0.016666666666666666,275000.0,0.16650607,5500.0,0.69801545,0.8521474,0.21007814,0.085005306,55000.0,1100.0,54,-23.52125,0.17500000000000002,0.36973622
0.028333333333333335,280000.0,0.16680615,5600.0,0.75267106,0.8529838,0.21003361,0.06787359,56000.0,1120.0,55,-24.474825,0.1416666666666667,0.36971447
0.02,285000.0,0.16716678,5700.0,0.7912633,0.8537232,0.20995836,0.06418188,57000.0,1140.0,56,-25.634272,0.11666666666666665,0.36959848
0.016666666666666666,290000.0,0.16747792,5800.0,0.8300691,0.8545281,0.20989896,0.06391197,58000.0,1160.0,57,-27.832148,0.125,0.36950353
0.028333333333333335,295000.0,0.16783525,5900.0,0.74451035,0.85544986,0.20991485,0.068443336,59000.0,1180.0,58,-24.801966,0.16666666666666666,0.36942792
0.018333333333333333,300000.0,0.16809092,6000.0,0.71796674,0.85612464,0.20995302,0.05747701,60000.0,1200.0,59,-23.962435,0.15000000000000002,0.36937872
