train/success_rate,epoch,test/success_rate,test/reward_compute_count,train/episode,train/reward_compute_count,test/ag_g_dist,stats_o/std,train/critic_loss,stats_g/std,test/mean_Q,stats_g/mean,stats_o/mean,test/episode
0.03333333333333333,0,0.041666666666666664,1000.0,100.0,5000.0,0.23723598,0.049973715,0.34591207,0.09222862,-3.0542066,0.84240824,0.20334648,20.0
0.03833333333333334,1,0.05000000000000001,2000.0,200.0,10000.0,0.22205597,0.048465077,0.5914653,0.093135186,-5.1678643,0.8446617,0.20355074,40.0
0.04,2,0.016666666666666666,3000.0,300.0,15000.0,0.21923088,0.049874734,0.63858926,0.09350669,-7.021854,0.84520817,0.20387356,60.0
0.021666666666666667,3,0.05000000000000001,4000.0,400.0,20000.0,0.23238945,0.057224188,0.63691866,0.09699843,-8.792466,0.84551406,0.2040543,80.0
0.02666666666666667,4,0.041666666666666664,5000.0,500.0,25000.0,0.23747294,0.06295722,0.6109911,0.098884284,-10.779117,0.8447345,0.20409556,100.0
0.041666666666666664,5,0.07500000000000001,6000.0,600.0,30000.0,0.24489284,0.06919629,0.63137245,0.10117102,-12.165421,0.8446339,0.20386492,120.0
0.04666666666666667,6,0.06666666666666667,7000.0,700.0,35000.0,0.24646497,0.07382791,0.59498614,0.10225012,-12.742288,0.84504867,0.20360075,140.0
0.085,7,0.18333333333333332,8000.0,800.0,40000.0,0.22401594,0.08091544,0.6136051,0.10349852,-13.008161,0.84502363,0.20389591,160.0
0.11166666666666665,8,0.375,9000.0,900.0,45000.0,0.18535368,0.08902615,0.6860917,0.105398975,-11.10645,0.844476,0.20338602,180.0
0.16833333333333333,9,0.4000000000000001,10000.0,1000.0,50000.0,0.19431746,0.09586217,0.6446335,0.106592596,-11.003652,0.8441999,0.20348299,200.0
0.2233333333333333,10,0.5083333333333333,11000.0,1100.0,55000.0,0.16635908,0.10016402,0.59956026,0.1082378,-9.955485,0.843992,0.20341885,220.0
0.2916666666666667,11,0.47500000000000003,12000.0,1200.0,60000.0,0.18592198,0.103952534,0.7048879,0.10869392,-11.62836,0.8439606,0.2038539,240.0
0.35833333333333334,12,0.6083333333333333,13000.0,1300.0,65000.0,0.15708311,0.10598487,0.5759203,0.10863907,-10.190057,0.84405595,0.20397295,260.0
0.38833333333333336,13,0.6666666666666666,14000.0,1400.0,70000.0,0.14383967,0.10759088,0.59498745,0.10887901,-9.262405,0.84432364,0.20422788,280.0
0.44166666666666665,14,0.6749999999999999,15000.0,1500.0,75000.0,0.14909013,0.108640276,0.5371066,0.108657606,-9.258784,0.8446874,0.20455052,300.0
0.4566666666666667,15,0.7916666666666666,16000.0,1600.0,80000.0,0.10487846,0.109068505,0.5681067,0.10859201,-6.312595,0.84485656,0.20471095,320.0
0.48666666666666664,16,0.7916666666666666,17000.0,1700.0,85000.0,0.09247858,0.11003217,0.6031013,0.10893021,-4.874658,0.8451619,0.20487343,340.0
0.5116666666666666,17,0.7916666666666666,18000.0,1800.0,90000.0,0.073346145,0.11068881,0.66467404,0.10917733,-2.9383767,0.8456995,0.20509274,360.0
0.49499999999999994,18,0.8083333333333332,19000.0,1900.0,95000.0,0.08267962,0.111045025,0.5623717,0.1094256,-3.2816513,0.84634495,0.20508786,380.0
0.5283333333333333,19,0.8583333333333334,20000.0,2000.0,100000.0,0.0718598,0.11142274,0.53892297,0.10950274,-2.84645,0.84681296,0.20514286,400.0
0.5366666666666667,20,0.9416666666666668,21000.0,2100.0,105000.0,0.05230554,0.11194747,0.4948976,0.109676935,-2.4020293,0.84718436,0.2052152,420.0
0.525,21,0.9249999999999999,22000.0,2200.0,110000.0,0.050660323,0.11224713,0.54122597,0.10981792,-2.3909044,0.84764165,0.20543951,440.0
0.5283333333333333,22,0.9500000000000001,23000.0,2300.0,115000.0,0.04830585,0.11259562,0.5363372,0.11003855,-2.298889,0.8478922,0.20549072,460.0
0.5233333333333333,23,0.9166666666666666,24000.0,2400.0,120000.0,0.058145124,0.11276555,0.5542873,0.10991513,-2.4901524,0.84807414,0.20563172,480.0
0.49500000000000005,24,0.9,25000.0,2500.0,125000.0,0.05678038,0.11314621,0.42671755,0.11002961,-2.4953692,0.8483362,0.20575137,500.0
0.47833333333333333,25,0.8583333333333334,26000.0,2600.0,130000.0,0.06670396,0.11364462,0.47695962,0.11049676,-2.698743,0.8486426,0.20586725,520.0
0.5316666666666666,26,0.9249999999999999,27000.0,2700.0,135000.0,0.06060296,0.114085816,0.65276986,0.11062038,-2.565698,0.8489221,0.20594865,540.0
0.4916666666666667,27,0.9333333333333332,28000.0,2800.0,140000.0,0.052493583,0.114198096,0.5712948,0.110465,-2.33863,0.8491921,0.20604937,560.0
0.4916666666666667,28,0.9,29000.0,2900.0,145000.0,0.05515775,0.11447153,0.5070092,0.11054907,-2.4201934,0.84941965,0.20617442,580.0
0.505,29,0.9416666666666665,30000.0,3000.0,150000.0,0.048041787,0.114403285,0.5234907,0.11044031,-2.4083552,0.8496313,0.20623069,600.0
0.44999999999999996,30,0.8916666666666667,31000.0,3100.0,155000.0,0.056986254,0.11455431,0.5296797,0.110533156,-2.451553,0.8497386,0.2062893,620.0
0.48666666666666664,31,0.9166666666666666,32000.0,3200.0,160000.0,0.053470146,0.1147117,0.7238938,0.110535555,-2.4574401,0.84986025,0.20631786,640.0
0.5033333333333333,32,0.9416666666666668,33000.0,3300.0,165000.0,0.049182773,0.11484081,0.45789948,0.11047528,-2.3574135,0.8498898,0.20629595,660.0
0.48999999999999994,33,0.9083333333333333,34000.0,3400.0,170000.0,0.056520432,0.114886254,0.47834888,0.11032534,-2.354141,0.8499987,0.20632027,680.0
0.5233333333333333,34,0.9333333333333332,35000.0,3500.0,175000.0,0.052754253,0.115115754,0.45692196,0.110372506,-2.413411,0.8500778,0.20637472,700.0
0.4883333333333333,35,0.9583333333333334,36000.0,3600.0,180000.0,0.05226316,0.115162306,0.5812806,0.11037942,-2.4108107,0.8502693,0.20639397,720.0
0.5083333333333333,36,0.9249999999999999,37000.0,3700.0,185000.0,0.053014617,0.11523978,0.42673323,0.11035285,-2.6750631,0.8503663,0.20641679,740.0
0.5199999999999999,37,0.9666666666666667,38000.0,3800.0,190000.0,0.050130542,0.1153154,0.8402354,0.11018604,-2.4181051,0.8504897,0.20641463,760.0
0.47833333333333333,38,0.9666666666666667,39000.0,3900.0,195000.0,0.05104813,0.11524882,0.47433925,0.11000905,-2.4182694,0.85057765,0.2064324,780.0
0.5383333333333333,39,0.9083333333333332,40000.0,4000.0,200000.0,0.053425957,0.11519966,0.51351625,0.109788835,-2.3812473,0.8506482,0.20644933,800.0
0.5033333333333333,40,0.9166666666666666,41000.0,4100.0,205000.0,0.05463764,0.115329646,0.4419669,0.1096915,-2.485051,0.85071844,0.20645392,820.0
0.505,41,0.9583333333333334,42000.0,4200.0,210000.0,0.046702262,0.11536036,0.45205364,0.10958316,-2.3653896,0.8507481,0.20651661,840.0
0.45166666666666666,42,0.9333333333333332,43000.0,4300.0,215000.0,0.049878266,0.115401566,0.4406211,0.10947505,-2.3810008,0.8507928,0.20649402,860.0
0.48500000000000004,43,0.9583333333333334,44000.0,4400.0,220000.0,0.046193328,0.11529223,0.46561185,0.109342895,-2.3476973,0.8508451,0.2065169,880.0
0.4483333333333333,44,0.9333333333333332,45000.0,4500.0,225000.0,0.058007136,0.115316056,0.37083602,0.10927578,-2.546645,0.85082287,0.20650053,900.0
0.48666666666666664,45,0.9499999999999998,46000.0,4600.0,230000.0,0.05091421,0.11537161,0.3922802,0.10921892,-2.4012105,0.8508537,0.2065233,920.0
0.5133333333333333,46,0.9499999999999998,47000.0,4700.0,235000.0,0.052268732,0.115464546,0.4116157,0.109214865,-2.4030745,0.85080093,0.20648955,940.0
0.5066666666666667,47,0.9166666666666666,48000.0,4800.0,240000.0,0.056838885,0.115431346,0.3777442,0.10913309,-2.6058836,0.85079885,0.20648284,960.0
0.5133333333333333,48,0.9666666666666668,49000.0,4900.0,245000.0,0.047616396,0.115439415,0.8065384,0.10899345,-2.2887657,0.85078865,0.20646036,980.0
0.4916666666666667,49,0.9333333333333332,50000.0,5000.0,250000.0,0.052441854,0.11540691,0.42829967,0.10893655,-2.362103,0.8507497,0.20645882,1000.0
0.445,50,0.8583333333333334,51000.0,5100.0,255000.0,0.07587355,0.11544957,0.6600182,0.108846866,-2.5766943,0.8507927,0.20644064,1020.0
0.48500000000000004,51,0.7666666666666666,52000.0,5200.0,260000.0,0.09930455,0.11553747,0.40605506,0.10875029,-3.2628136,0.8507088,0.20647915,1040.0
0.4483333333333333,52,0.725,53000.0,5300.0,265000.0,0.105869435,0.115629666,0.56548595,0.108726114,-3.1536531,0.85071605,0.20646225,1060.0
0.505,53,0.7999999999999999,54000.0,5400.0,270000.0,0.08973423,0.11557647,0.45323357,0.10861271,-3.042303,0.85066324,0.20643784,1080.0
0.505,54,0.8416666666666668,55000.0,5500.0,275000.0,0.079724304,0.11550171,0.3382206,0.108492814,-3.0406702,0.8505786,0.20643373,1100.0
0.435,55,0.8583333333333334,56000.0,5600.0,280000.0,0.07775677,0.11549007,0.4513526,0.10851195,-3.118105,0.8506105,0.20639746,1120.0
0.44166666666666665,56,0.9083333333333332,57000.0,5700.0,285000.0,0.06304035,0.11539153,0.4589537,0.1084916,-2.7934768,0.8506289,0.20636033,1140.0
0.4616666666666666,57,0.9416666666666668,58000.0,5800.0,290000.0,0.052003477,0.11540469,0.7142348,0.1084741,-2.4318783,0.85064936,0.20634718,1160.0
0.5116666666666666,58,0.9166666666666666,59000.0,5900.0,295000.0,0.055389494,0.11542698,0.35333094,0.10838782,-2.5237281,0.85069543,0.20635168,1180.0
0.52,59,0.8916666666666666,60000.0,6000.0,300000.0,0.052372616,0.11539831,0.41352805,0.108314216,-2.4463995,0.8507137,0.20634334,1200.0
0.49666666666666665,60,0.9666666666666667,61000.0,6100.0,305000.0,0.047333416,0.11534769,0.56403077,0.10827061,-2.3398106,0.8507338,0.2063329,1220.0
0.515,61,0.9333333333333332,62000.0,6200.0,310000.0,0.050383147,0.11536165,0.4570161,0.108188726,-2.4840422,0.85074115,0.20634936,1240.0
0.5166666666666666,62,0.9166666666666666,63000.0,6300.0,315000.0,0.05415832,0.11522188,0.45818165,0.1080921,-2.4365237,0.85080856,0.20632893,1260.0
0.5183333333333334,63,0.9666666666666667,64000.0,6400.0,320000.0,0.050277594,0.115261935,0.46408173,0.10809347,-2.4259052,0.85079664,0.20632191,1280.0
0.47833333333333333,64,0.9,65000.0,6500.0,325000.0,0.053074718,0.11528007,0.4364587,0.10800713,-2.5074584,0.85087615,0.20630789,1300.0
0.45999999999999996,65,0.875,66000.0,6600.0,330000.0,0.061374027,0.11531486,0.6723079,0.10798221,-2.5732136,0.85087156,0.2062955,1320.0
0.505,66,0.9416666666666668,67000.0,6700.0,335000.0,0.04998566,0.11527231,0.42114672,0.10788143,-2.3856783,0.85092086,0.2062848,1340.0
0.49666666666666665,67,0.9166666666666666,68000.0,6800.0,340000.0,0.055420246,0.115279056,0.82773757,0.10780648,-2.4858809,0.8509883,0.20633793,1360.0
0.47333333333333333,68,0.9416666666666668,69000.0,6900.0,345000.0,0.054163117,0.11524105,0.28677195,0.107680656,-2.4524107,0.85100126,0.20635557,1380.0
0.5133333333333333,69,0.8833333333333333,70000.0,7000.0,350000.0,0.057518948,0.115163475,0.39513984,0.10759455,-2.5432835,0.85104966,0.20636266,1400.0
0.5183333333333334,70,0.9333333333333332,71000.0,7100.0,355000.0,0.05421595,0.11508602,0.32328665,0.107496195,-2.5374815,0.85105705,0.20636593,1420.0
0.49833333333333335,71,0.9333333333333332,72000.0,7200.0,360000.0,0.050292343,0.11512018,0.5335372,0.107557364,-2.5387332,0.8510706,0.20636989,1440.0
0.47333333333333333,72,0.8833333333333333,73000.0,7300.0,365000.0,0.05781929,0.11518973,0.34318924,0.10755267,-2.4753544,0.8511238,0.20641442,1460.0
0.47833333333333333,73,0.9500000000000001,74000.0,7400.0,370000.0,0.04576998,0.11523113,0.3669553,0.1076281,-2.313408,0.85114795,0.20641273,1480.0
0.4666666666666666,74,0.9583333333333334,75000.0,7500.0,375000.0,0.0409281,0.11522754,0.40214455,0.10761788,-2.3500502,0.85117894,0.20643206,1500.0
0.5100000000000001,75,0.9083333333333332,76000.0,7600.0,380000.0,0.054267842,0.11524845,0.40575588,0.1075823,-2.4710422,0.85114425,0.20642388,1520.0
0.5033333333333334,76,0.9500000000000001,77000.0,7700.0,385000.0,0.049321517,0.11524705,0.34936914,0.10755546,-2.3259501,0.85115916,0.20640631,1540.0
0.5283333333333333,77,0.9249999999999999,78000.0,7800.0,390000.0,0.053433333,0.115203984,0.36648116,0.1074872,-2.4232743,0.85116106,0.20642062,1560.0
0.48166666666666663,78,0.8833333333333333,79000.0,7900.0,395000.0,0.06188349,0.115149476,0.598217,0.10743923,-2.5532835,0.8511536,0.20641129,1580.0
0.5133333333333333,79,0.9249999999999999,80000.0,8000.0,400000.0,0.05086932,0.11515966,0.37462834,0.10744077,-2.5763338,0.85118437,0.20641667,1600.0
0.4966666666666666,80,0.9,81000.0,8100.0,405000.0,0.052209806,0.11522461,0.3520094,0.1074859,-2.4207528,0.851188,0.20643057,1620.0
0.48166666666666663,81,0.9083333333333332,82000.0,8200.0,410000.0,0.05648251,0.115198575,0.44267663,0.10740283,-2.564143,0.85119563,0.20642902,1640.0
0.49333333333333335,82,0.9166666666666666,83000.0,8300.0,415000.0,0.053777482,0.11519412,0.36660194,0.10739418,-2.4435432,0.85119075,0.20642678,1660.0
0.5083333333333333,83,0.9249999999999999,84000.0,8400.0,420000.0,0.05061387,0.11516681,0.52830166,0.10730433,-2.4772515,0.85123634,0.20644923,1680.0
0.49,84,0.9083333333333333,85000.0,8500.0,425000.0,0.05015253,0.11514107,0.76205015,0.10722224,-2.3992827,0.85122377,0.20645829,1700.0
0.48666666666666675,85,0.9249999999999999,86000.0,8600.0,430000.0,0.051886704,0.11514675,0.32531896,0.10718597,-2.446696,0.8512003,0.20644952,1720.0
0.5166666666666667,86,0.9166666666666666,87000.0,8700.0,435000.0,0.052719668,0.11510279,0.37701365,0.10715964,-2.5050159,0.85118914,0.20646077,1740.0
0.4483333333333333,87,0.8916666666666666,88000.0,8800.0,440000.0,0.052858103,0.11507843,0.3964765,0.107172765,-2.653995,0.8512316,0.20647681,1760.0
0.515,88,0.8916666666666666,89000.0,8900.0,445000.0,0.05923834,0.115054004,0.39177164,0.10709933,-2.6169205,0.8512537,0.20646374,1780.0
0.4583333333333333,89,0.8916666666666666,90000.0,9000.0,450000.0,0.05180064,0.11495716,0.58076173,0.107022144,-2.496512,0.8512514,0.20644791,1800.0
0.505,90,0.8999999999999999,91000.0,9100.0,455000.0,0.05574247,0.11492357,0.287105,0.106960006,-2.4809773,0.851257,0.20643188,1820.0
0.47666666666666674,91,0.9083333333333333,92000.0,9200.0,460000.0,0.05922814,0.11488887,0.3719201,0.106942415,-2.8276846,0.8512638,0.20643008,1840.0
0.5133333333333333,92,0.875,93000.0,9300.0,465000.0,0.061984103,0.11486653,0.40904477,0.10688656,-2.8204687,0.8512686,0.2064388,1860.0
0.5416666666666666,93,0.9583333333333334,94000.0,9400.0,470000.0,0.048034567,0.11487156,0.4041934,0.10680946,-2.3856037,0.8512501,0.2064472,1880.0
0.48,94,0.8833333333333334,95000.0,9500.0,475000.0,0.058214605,0.114840545,0.44524455,0.10674614,-2.516245,0.8512538,0.20645215,1900.0
0.49833333333333335,95,0.9249999999999999,96000.0,9600.0,480000.0,0.051255707,0.11480991,0.2990528,0.10670328,-2.4630926,0.85126275,0.2064759,1920.0
0.48500000000000004,96,0.9166666666666666,97000.0,9700.0,485000.0,0.054219484,0.114791326,0.46953487,0.10670822,-2.5814924,0.8512964,0.2064717,1940.0
0.48500000000000004,97,0.9,98000.0,9800.0,490000.0,0.052882124,0.114797056,0.32685682,0.10668669,-2.4702327,0.8513045,0.20647694,1960.0
0.48500000000000004,98,0.9416666666666668,99000.0,9900.0,495000.0,0.052106094,0.114749044,0.28947636,0.10663844,-2.6280615,0.8513077,0.20648243,1980.0
0.45999999999999996,99,0.9083333333333333,100000.0,10000.0,500000.0,0.052465785,0.11472771,0.2548711,0.106647454,-2.5095627,0.85128593,0.20647247,2000.0
0.4966666666666666,100,0.9499999999999998,101000.0,10100.0,505000.0,0.042147253,0.11467495,0.7985861,0.10658771,-2.3495724,0.85128766,0.20648243,2020.0
0.47833333333333333,101,0.8916666666666666,102000.0,10200.0,510000.0,0.05627678,0.11469177,0.39134917,0.10656583,-2.567716,0.85128254,0.20646179,2040.0
0.47500000000000003,102,0.9333333333333335,103000.0,10300.0,515000.0,0.051832955,0.11468086,0.3360003,0.10658146,-2.536247,0.85129356,0.20647895,2060.0
0.49666666666666665,103,0.8833333333333334,104000.0,10400.0,520000.0,0.058136564,0.11466345,0.35631236,0.10655139,-2.5956936,0.85130787,0.20650917,2080.0
0.51,104,0.9083333333333333,105000.0,10500.0,525000.0,0.050660316,0.114647955,0.45219687,0.10645137,-2.3985703,0.85132366,0.20651728,2100.0
0.5283333333333333,105,0.9333333333333332,106000.0,10600.0,530000.0,0.046710204,0.114626855,0.40925673,0.10637158,-2.3245823,0.8513224,0.2065124,2120.0
0.5016666666666666,106,0.9,107000.0,10700.0,535000.0,0.0577412,0.11463418,0.40061438,0.10636822,-2.6409605,0.85128075,0.20650358,2140.0
0.5166666666666667,107,0.875,108000.0,10800.0,540000.0,0.056953773,0.114589654,0.51548433,0.10628257,-2.58635,0.8512723,0.20650844,2160.0
0.47500000000000003,108,0.9,109000.0,10900.0,545000.0,0.05436076,0.1146526,0.26870197,0.10631754,-2.4784744,0.8512674,0.20651002,2180.0
0.5233333333333333,109,0.8583333333333334,110000.0,11000.0,550000.0,0.060215626,0.11464598,0.42511487,0.10627585,-2.6737683,0.8512711,0.20651503,2200.0
0.5183333333333333,110,0.9416666666666665,111000.0,11100.0,555000.0,0.0457328,0.11463717,0.382661,0.10627828,-2.3768446,0.85126907,0.20650816,2220.0
0.4816666666666667,111,0.9333333333333332,112000.0,11200.0,560000.0,0.048124757,0.11462451,0.55701184,0.10625175,-2.494087,0.8512456,0.20651458,2240.0
0.505,112,0.9166666666666666,113000.0,11300.0,565000.0,0.05286412,0.11460485,0.44150746,0.106205024,-2.5008974,0.85124665,0.20651722,2260.0
0.5133333333333333,113,0.9333333333333332,114000.0,11400.0,570000.0,0.047652394,0.11457316,0.3670268,0.106170855,-2.4197443,0.85122466,0.20652646,2280.0
0.5133333333333333,114,0.9083333333333333,115000.0,11500.0,575000.0,0.054445107,0.11457894,0.37173867,0.106090546,-2.6119099,0.8511918,0.20652579,2300.0
0.48499999999999993,115,0.9333333333333332,116000.0,11600.0,580000.0,0.049509894,0.11457035,0.4893585,0.1060785,-2.5525153,0.85118896,0.20651837,2320.0
0.51,116,0.9083333333333332,117000.0,11700.0,585000.0,0.053561848,0.11456647,0.54010576,0.106028736,-2.5328605,0.8511651,0.20650671,2340.0
0.49333333333333335,117,0.9333333333333332,118000.0,11800.0,590000.0,0.050374854,0.11455294,0.34418103,0.10600584,-2.4871118,0.851144,0.20648797,2360.0
0.48,118,0.9333333333333332,119000.0,11900.0,595000.0,0.050710738,0.11454939,1.195939,0.10595423,-2.632177,0.85112494,0.20649229,2380.0
0.5099999999999999,119,0.9249999999999999,120000.0,12000.0,600000.0,0.053148568,0.11451497,0.43987656,0.105937175,-2.649945,0.8511281,0.20650023,2400.0
0.4683333333333333,120,0.9333333333333332,121000.0,12100.0,605000.0,0.053823978,0.11452463,0.4652801,0.10594363,-2.6307263,0.8511216,0.2065043,2420.0
0.505,121,0.8583333333333334,122000.0,12200.0,610000.0,0.056111258,0.11454668,0.37565824,0.10593896,-2.5782163,0.85111403,0.20650674,2440.0
0.49,122,0.9333333333333332,123000.0,12300.0,615000.0,0.05094595,0.11457127,0.29862437,0.10592239,-2.5924003,0.85109323,0.2064863,2460.0
0.46833333333333327,123,0.8916666666666666,124000.0,12400.0,620000.0,0.055706155,0.114554144,0.4322029,0.10591491,-2.5733044,0.8510992,0.20648389,2480.0
0.48333333333333334,124,0.8916666666666666,125000.0,12500.0,625000.0,0.056916814,0.11456171,0.786236,0.10588685,-2.5668323,0.8510843,0.20647949,2500.0
0.5033333333333333,125,0.875,126000.0,12600.0,630000.0,0.06002373,0.11454415,0.53145903,0.105853446,-2.6566932,0.85109663,0.20648485,2520.0
0.49333333333333335,126,0.9,127000.0,12700.0,635000.0,0.053945348,0.1145324,0.4568431,0.105822675,-2.551238,0.851079,0.20647877,2540.0
0.4566666666666667,127,0.9666666666666667,128000.0,12800.0,640000.0,0.049152467,0.11452363,0.28830114,0.10579449,-2.593868,0.8510924,0.20647617,2560.0
0.44166666666666665,128,0.9333333333333332,129000.0,12900.0,645000.0,0.049957175,0.11454311,0.3705211,0.105803974,-2.5766015,0.8510545,0.20645805,2580.0
0.47500000000000003,129,0.8916666666666666,130000.0,13000.0,650000.0,0.055188265,0.11451792,0.3342553,0.105793595,-2.570369,0.8510497,0.20644303,2600.0
0.4749999999999999,130,0.9416666666666668,131000.0,13100.0,655000.0,0.046436742,0.114526,0.33928826,0.1057671,-2.4594247,0.8510359,0.20644619,2620.0
0.49666666666666665,131,0.9666666666666667,132000.0,13200.0,660000.0,0.04191496,0.11455052,0.26464146,0.105748296,-2.3649902,0.8510301,0.20645331,2640.0
0.4416666666666666,132,0.875,133000.0,13300.0,665000.0,0.0606854,0.11455261,0.28570038,0.10572492,-2.7760828,0.85099745,0.20643233,2660.0
0.49499999999999994,133,0.8666666666666666,134000.0,13400.0,670000.0,0.05963385,0.11451507,0.9810466,0.10567876,-2.6674836,0.8509965,0.2064444,2680.0
0.48333333333333334,134,0.9,135000.0,13500.0,675000.0,0.054458976,0.114543594,0.41474947,0.10565436,-2.5289958,0.85097766,0.20645112,2700.0
0.4716666666666667,135,0.9666666666666667,136000.0,13600.0,680000.0,0.04596718,0.11453256,0.5544234,0.10564379,-2.4883497,0.8509659,0.20645262,2720.0
0.5083333333333334,136,0.9499999999999998,137000.0,13700.0,685000.0,0.046167534,0.11453541,0.3865941,0.10558162,-2.4683292,0.8509431,0.20644833,2740.0
0.47333333333333333,137,0.8916666666666666,138000.0,13800.0,690000.0,0.056454983,0.11449808,0.3026802,0.105559744,-2.7084424,0.85094243,0.20644726,2760.0
0.4616666666666667,138,0.9583333333333334,139000.0,13900.0,695000.0,0.04890574,0.114492096,0.60691196,0.10551935,-2.5675209,0.8509291,0.20645851,2780.0
0.46833333333333327,139,0.9416666666666668,140000.0,14000.0,700000.0,0.046561945,0.114473216,0.3531374,0.10549309,-2.546357,0.8509269,0.20647623,2800.0
0.48,140,0.9583333333333334,141000.0,14100.0,705000.0,0.04926042,0.1144732,0.65059495,0.105468385,-2.5708954,0.85091996,0.20647568,2820.0
0.4716666666666667,141,0.9166666666666666,142000.0,14200.0,710000.0,0.051461857,0.11441889,0.8524661,0.105436884,-2.570962,0.8509187,0.20647794,2840.0
0.4966666666666666,142,0.9166666666666666,143000.0,14300.0,715000.0,0.052096456,0.11441711,0.30470198,0.10541614,-2.5628672,0.85092807,0.20648165,2860.0
0.49,143,0.9249999999999999,144000.0,14400.0,720000.0,0.051882636,0.11442236,0.534764,0.10540124,-2.6096232,0.8509305,0.20647793,2880.0
0.465,144,0.875,145000.0,14500.0,725000.0,0.05985439,0.11439522,0.3707727,0.10539483,-2.6875288,0.8509329,0.20647518,2900.0
0.48666666666666664,145,0.9250000000000002,146000.0,14600.0,730000.0,0.049486328,0.11437396,0.33268425,0.10537871,-2.5840604,0.85094875,0.20647496,2920.0
0.5366666666666667,146,0.9250000000000002,147000.0,14700.0,735000.0,0.05779915,0.114348136,0.32678708,0.1053239,-2.749975,0.8509379,0.20649175,2940.0
0.49666666666666665,147,0.9,148000.0,14800.0,740000.0,0.053208143,0.11432019,0.43754545,0.10530277,-2.6299415,0.85094404,0.20648493,2960.0
0.4749999999999999,148,0.9083333333333333,149000.0,14900.0,745000.0,0.053883135,0.11431231,0.46958134,0.105289556,-2.5756543,0.85092705,0.20647842,2980.0
