test/mean_Q,stats_o/mean,epoch,train/critic_loss,test/ag_g_dist,stats_o/std,stats_g/mean,test/success_rate,stats_g/std,test/episode,train/episode,train/success_rate
-17.52549,0.1907251,44,3.5876973,0.20814626,0.11331159,0.8090102,0.3333333333333333,0.20670329,900.0,4500.0,0.15833333333333333
-16.159182,0.19085641,45,4.3326592,0.18711944,0.11330336,0.8094724,0.375,0.20628391,920.0,4600.0,0.16666666666666666
-16.214588,0.19087921,46,3.0908394,0.18042411,0.113434486,0.8097153,0.3416666666666666,0.20596229,940.0,4700.0,0.17500000000000002
-15.977542,0.19094093,47,3.2665617,0.17046274,0.11335101,0.8099933,0.39166666666666666,0.2053823,960.0,4800.0,0.18166666666666667
-13.243576,0.1910063,48,3.6956425,0.15464236,0.11328926,0.81034607,0.4749999999999999,0.20501463,980.0,4900.0,0.18166666666666664
-16.583776,0.19109221,49,3.0458162,0.18427126,0.11312577,0.81080914,0.38333333333333336,0.20438857,1000.0,5000.0,0.16833333333333333
-17.911951,0.19113563,50,2.4562652,0.19177133,0.11316004,0.8112593,0.2833333333333334,0.20394474,1020.0,5100.0,0.16
-15.020992,0.19116302,51,2.58704,0.18258996,0.113215,0.81162167,0.43333333333333335,0.20359349,1040.0,5200.0,0.19499999999999998
-16.30604,0.19117396,52,3.596074,0.20252705,0.1133844,0.81187946,0.325,0.20322013,1060.0,5300.0,0.18166666666666667
-15.141899,0.19122244,53,1.7202412,0.17784138,0.11331759,0.8123333,0.3833333333333333,0.2026912,1080.0,5400.0,0.18333333333333335
-13.331239,0.19127254,54,3.5049717,0.19246046,0.11329943,0.8126857,0.45,0.20226462,1100.0,5500.0,0.19666666666666666
-13.841464,0.19130367,55,1.5790206,0.15869336,0.11325299,0.81304616,0.4666666666666666,0.20170277,1120.0,5600.0,0.20000000000000004
-15.031558,0.19136469,56,1.9541625,0.18597752,0.113298915,0.8134072,0.4416666666666666,0.20138842,1140.0,5700.0,0.17
-15.223538,0.19141792,57,3.180013,0.1839944,0.11324494,0.8137041,0.43333333333333335,0.2009358,1160.0,5800.0,0.21666666666666667
-16.492369,0.19145219,58,1.7599739,0.18093412,0.11322951,0.81389046,0.3833333333333333,0.20061485,1180.0,5900.0,0.18166666666666667
-12.802014,0.19150494,59,2.506252,0.17803796,0.11322083,0.81424403,0.5416666666666666,0.20016368,1200.0,6000.0,0.20833333333333334
-14.005752,0.19153039,60,2.1664667,0.16334958,0.11329248,0.81451505,0.45,0.20002027,1220.0,6100.0,0.18166666666666667
-13.694835,0.19154657,61,1.1324804,0.17709988,0.113309056,0.814691,0.44166666666666665,0.19965345,1240.0,6200.0,0.20333333333333337
-16.564133,0.19156569,62,2.8626459,0.19385926,0.113328554,0.81490993,0.42500000000000004,0.19930446,1260.0,6300.0,0.21
-14.828761,0.19161089,63,3.8845403,0.18434954,0.113362454,0.81532484,0.47500000000000003,0.19888769,1280.0,6400.0,0.18000000000000002
-12.572598,0.19168012,64,2.615911,0.1621948,0.11332477,0.81564015,0.4666666666666666,0.19854493,1300.0,6500.0,0.21166666666666667
-15.589676,0.19174086,65,1.9108152,0.17690311,0.1133053,0.8159724,0.375,0.19819404,1320.0,6600.0,0.21166666666666667
-12.112811,0.1917731,66,2.0718904,0.1733753,0.11331021,0.8161443,0.4583333333333333,0.19792445,1340.0,6700.0,0.20333333333333334
-12.355809,0.19182833,67,2.6456203,0.16589625,0.11323756,0.816402,0.5166666666666667,0.19769616,1360.0,6800.0,0.21333333333333337
-15.084946,0.19184224,68,1.3066072,0.1828316,0.11321925,0.8165323,0.4083333333333334,0.19744194,1380.0,6900.0,0.19833333333333333
-14.433945,0.19185157,69,1.6028461,0.18704481,0.1131514,0.81667966,0.4666666666666666,0.1970888,1400.0,7000.0,0.20833333333333334
-13.469517,0.19186293,70,1.2162832,0.17356484,0.11312026,0.816746,0.4916666666666667,0.19677739,1420.0,7100.0,0.26
-15.790103,0.19188239,71,1.6135312,0.19052696,0.11304471,0.816876,0.3916666666666666,0.19647938,1440.0,7200.0,0.18833333333333332
-15.656564,0.19188769,72,3.0260508,0.18721388,0.112933636,0.8170112,0.4666666666666666,0.19627064,1460.0,7300.0,0.19499999999999998
-13.029859,0.19191699,73,1.9248713,0.15791796,0.112951934,0.8171473,0.5333333333333333,0.19606555,1480.0,7400.0,0.20833333333333334
-13.886718,0.19194,74,1.2195213,0.16151069,0.112921566,0.8173079,0.48333333333333334,0.19576673,1500.0,7500.0,0.22166666666666668
-14.1564245,0.19196253,75,3.4725459,0.15933587,0.112855196,0.81753486,0.4749999999999999,0.19545925,1520.0,7600.0,0.21666666666666665
-13.200273,0.19202586,76,1.6230645,0.1630023,0.11290145,0.8177302,0.4916666666666667,0.19521667,1540.0,7700.0,0.18666666666666668
-15.568414,0.19208337,77,1.5786849,0.15937619,0.112899214,0.8179633,0.45,0.1949563,1560.0,7800.0,0.19499999999999998
-13.509044,0.19212389,78,1.0882846,0.16869442,0.11281977,0.8181922,0.4416666666666667,0.19467358,1580.0,7900.0,0.23833333333333337
-12.457173,0.19214928,79,2.2942088,0.15122952,0.11284826,0.81830996,0.5416666666666666,0.19448395,1600.0,8000.0,0.21333333333333337
-14.976212,0.19215639,80,1.2660748,0.17782383,0.11285881,0.81843585,0.375,0.19431941,1620.0,8100.0,0.21666666666666667
-15.384387,0.19219589,81,1.8416167,0.17517762,0.11286368,0.8185275,0.4583333333333333,0.1941222,1640.0,8200.0,0.19166666666666665
-12.798551,0.19222824,82,1.7178756,0.18838213,0.11281001,0.8186558,0.5083333333333333,0.19394307,1660.0,8300.0,0.18166666666666667
-14.80091,0.192264,83,2.7083585,0.18109553,0.11276739,0.818774,0.4416666666666667,0.19364364,1680.0,8400.0,0.21833333333333335
-14.283887,0.1922837,84,2.1323602,0.1653827,0.11275057,0.81890607,0.425,0.19344343,1700.0,8500.0,0.205
-12.404254,0.1922987,85,1.7044082,0.16231434,0.11273035,0.81900305,0.5583333333333333,0.193226,1720.0,8600.0,0.21333333333333335
-15.66686,0.19230592,86,2.4145474,0.20482807,0.11275605,0.8190861,0.425,0.19304703,1740.0,8700.0,0.21166666666666667
-15.063853,0.19233751,87,2.791567,0.18354802,0.11281753,0.8192163,0.4916666666666667,0.19286911,1760.0,8800.0,0.22166666666666668
-17.397509,0.19234972,88,1.653932,0.19668065,0.11285499,0.81930095,0.3083333333333333,0.19268513,1780.0,8900.0,0.2333333333333333
-15.34483,0.19236566,89,1.8981663,0.16454305,0.11286369,0.81937027,0.45,0.19255744,1800.0,9000.0,0.23
-13.20343,0.19237198,90,2.2125194,0.16794808,0.11277833,0.8194444,0.5083333333333333,0.19237302,1820.0,9100.0,0.20666666666666667
-13.113716,0.19236307,91,2.0961003,0.16387612,0.112797,0.81941676,0.6,0.19229078,1840.0,9200.0,0.18499999999999997
-14.239944,0.19238763,92,1.8978659,0.17484345,0.112758674,0.81949186,0.47500000000000003,0.19210006,1860.0,9300.0,0.22666666666666666
-14.954486,0.19242947,93,2.1297228,0.17945755,0.11270121,0.81957346,0.45,0.19192024,1880.0,9400.0,0.23666666666666666
-17.432257,0.19244365,94,1.7550546,0.17600065,0.11264656,0.81963855,0.3666666666666667,0.19169283,1900.0,9500.0,0.24166666666666667
-14.176585,0.19244812,95,2.1777945,0.16881955,0.11265731,0.819684,0.5083333333333333,0.19160266,1920.0,9600.0,0.24500000000000002
-16.154688,0.19246101,96,1.8104124,0.16611883,0.11265514,0.81967187,0.5166666666666667,0.19148386,1940.0,9700.0,0.225
-15.165985,0.19248359,97,1.5402274,0.15867515,0.112604745,0.8197326,0.5,0.19125116,1960.0,9800.0,0.21166666666666667
-12.474036,0.19248103,98,2.1956394,0.16733079,0.11255887,0.8197796,0.5166666666666666,0.1910467,1980.0,9900.0,0.26
-13.232177,0.19247983,99,2.1395786,0.15870987,0.11253915,0.819835,0.5333333333333333,0.19091807,2000.0,10000.0,0.24
-16.125097,0.19249807,100,2.2012455,0.18433793,0.112526864,0.81986403,0.4083333333333334,0.19077168,2020.0,10100.0,0.23666666666666666
-13.008456,0.19252111,101,3.6525643,0.18759699,0.1125487,0.81989855,0.625,0.19063759,2040.0,10200.0,0.205
-14.70185,0.19254304,102,1.9250504,0.16484523,0.11244836,0.81997925,0.5083333333333333,0.19038512,2060.0,10300.0,0.2516666666666667
-11.926964,0.19255978,103,3.1739302,0.15526955,0.11243569,0.82006675,0.5416666666666666,0.19021656,2080.0,10400.0,0.19333333333333336
-15.876842,0.19256835,104,1.7996103,0.17762153,0.11247339,0.8201465,0.5,0.19006588,2100.0,10500.0,0.215
-13.392039,0.19259612,105,1.8754793,0.16847445,0.112433635,0.8202131,0.5083333333333333,0.1898094,2120.0,10600.0,0.23
-11.757239,0.19262905,106,2.3279345,0.17736761,0.11238874,0.8202939,0.5499999999999999,0.18966724,2140.0,10700.0,0.20666666666666667
-12.0577,0.19266169,107,2.3995152,0.18053935,0.11239325,0.82033783,0.5750000000000001,0.1894732,2160.0,10800.0,0.21166666666666667
-11.4503145,0.19269036,108,2.397236,0.17272942,0.11237367,0.82044816,0.525,0.18931036,2180.0,10900.0,0.23666666666666666
-11.293754,0.19270436,109,1.4579221,0.18094964,0.112352245,0.82046914,0.5833333333333333,0.18914588,2200.0,11000.0,0.23
-12.356,0.192711,110,2.0707898,0.16651767,0.11232635,0.8204915,0.525,0.18898495,2220.0,11100.0,0.22333333333333336
-12.42534,0.19274805,111,3.4383075,0.1784951,0.11233637,0.82060915,0.5333333333333333,0.18885708,2240.0,11200.0,0.2233333333333333
-11.549491,0.19275291,112,2.5825453,0.1699531,0.112270735,0.82066137,0.5416666666666666,0.18875308,2260.0,11300.0,0.22666666666666668
-13.043271,0.19274296,113,1.7257222,0.18320926,0.112193555,0.8207066,0.4083333333333334,0.18858795,2280.0,11400.0,0.21666666666666667
-11.714967,0.19274588,114,1.3670588,0.16316426,0.112175606,0.8207434,0.45,0.18843643,2300.0,11500.0,0.24833333333333332
-14.586354,0.19275497,115,1.79903,0.17292209,0.11219802,0.8207931,0.39999999999999997,0.18836828,2320.0,11600.0,0.20666666666666667
-11.697049,0.19277506,116,1.7925633,0.14932355,0.11214652,0.82089025,0.6083333333333333,0.18816169,2340.0,11700.0,0.22666666666666666
-13.521225,0.19279547,117,2.2793503,0.16976869,0.11213038,0.8209648,0.4083333333333334,0.1880111,2360.0,11800.0,0.21666666666666665
-13.0643835,0.19279881,118,1.6279311,0.15786059,0.11211997,0.82102066,0.4583333333333333,0.18791051,2380.0,11900.0,0.235
-13.314697,0.19281368,119,1.5561982,0.17223239,0.11214893,0.8210973,0.4916666666666667,0.18777436,2400.0,12000.0,0.245
-12.78268,0.19284059,120,1.8748249,0.17500101,0.112113364,0.82121533,0.525,0.18757713,2420.0,12100.0,0.24
-12.430455,0.19285822,121,1.6448278,0.16238366,0.11211041,0.82127094,0.5,0.18742017,2440.0,12200.0,0.21333333333333335
-11.976212,0.19287415,122,1.8054007,0.17034991,0.11212448,0.8213633,0.4583333333333333,0.1873095,2460.0,12300.0,0.215
-13.3218,0.19290625,123,2.2354507,0.1659597,0.11213943,0.82149285,0.4083333333333334,0.18710096,2480.0,12400.0,0.2333333333333333
-11.208636,0.19294111,124,1.9261523,0.16393226,0.112190485,0.82158,0.5,0.18701582,2500.0,12500.0,0.20333333333333334
-13.13396,0.19296342,125,1.5122393,0.17396891,0.11220666,0.8216887,0.43333333333333335,0.18692188,2520.0,12600.0,0.21166666666666667
-12.748596,0.1929863,126,1.6603597,0.17345853,0.11225223,0.82174754,0.45,0.18683879,2540.0,12700.0,0.23500000000000001
-13.315419,0.19301544,127,1.2375695,0.17810094,0.11229232,0.82185125,0.45,0.18669002,2560.0,12800.0,0.22999999999999998
-14.350068,0.19305064,128,1.5017208,0.16926153,0.1122831,0.8219654,0.35833333333333334,0.18652134,2580.0,12900.0,0.24
-13.241017,0.19308065,129,0.999732,0.16319932,0.11226844,0.8220646,0.36666666666666664,0.1863973,2600.0,13000.0,0.24
-11.805981,0.19310856,130,1.6233553,0.16010682,0.112271406,0.82221293,0.5333333333333333,0.18629993,2620.0,13100.0,0.19499999999999998
-11.752347,0.19313711,131,1.5667988,0.15159704,0.11235108,0.8223062,0.4416666666666667,0.18629211,2640.0,13200.0,0.2066666666666667
-13.145908,0.19314563,132,1.3590937,0.20757419,0.11233822,0.8223787,0.5083333333333333,0.18623798,2660.0,13300.0,0.22999999999999998
-10.877538,0.19317393,133,2.642022,0.15234326,0.11237812,0.8225152,0.5,0.18610752,2680.0,13400.0,0.2316666666666667
-13.172704,0.1931985,134,1.9551163,0.16324644,0.11237792,0.82260543,0.35000000000000003,0.18597673,2700.0,13500.0,0.25000000000000006
-12.600747,0.1932215,135,1.6147126,0.1638204,0.1123961,0.82265353,0.4916666666666667,0.18589385,2720.0,13600.0,0.20166666666666666
-11.547096,0.19323736,136,1.5966806,0.15848088,0.112406455,0.8227387,0.5166666666666667,0.18579066,2740.0,13700.0,0.2366666666666667
-12.645478,0.19326024,137,1.7084308,0.15834738,0.11235774,0.8228635,0.4916666666666667,0.18564744,2760.0,13800.0,0.20833333333333334
-11.354924,0.1932738,138,1.3825203,0.15080886,0.11231921,0.8229361,0.5750000000000001,0.18552427,2780.0,13900.0,0.22
-12.712205,0.19330162,139,2.2854161,0.17344189,0.112291366,0.82305354,0.5666666666666667,0.18543069,2800.0,14000.0,0.2066666666666667
-11.739699,0.19332199,140,1.8901011,0.15608588,0.11227957,0.8231694,0.5416666666666666,0.18532045,2820.0,14100.0,0.21833333333333335
-14.606674,0.19334394,141,1.8312718,0.19295393,0.112258755,0.8232677,0.425,0.18523146,2840.0,14200.0,0.21666666666666667
-12.192475,0.19336951,142,1.641768,0.1522716,0.11222926,0.8233414,0.55,0.18516225,2860.0,14300.0,0.21666666666666667
-11.968982,0.1933894,143,2.0713024,0.16371803,0.112220295,0.82336134,0.6166666666666667,0.18511553,2880.0,14400.0,0.25
-13.425827,0.19342057,144,2.5471094,0.15556638,0.11213329,0.82346535,0.4916666666666667,0.18496014,2900.0,14500.0,0.25166666666666665
-13.786159,0.19343229,145,1.8960272,0.16288377,0.11211189,0.8234957,0.5416666666666666,0.18487321,2920.0,14600.0,0.21999999999999997
-14.916158,0.19343896,146,2.7697353,0.16624014,0.11206868,0.8235541,0.4916666666666667,0.1847371,2940.0,14700.0,0.23500000000000001
-13.278217,0.19344234,147,1.3653427,0.1752734,0.11203879,0.8236184,0.6,0.1845954,2960.0,14800.0,0.24
-14.368281,0.19345213,148,1.6975899,0.15315731,0.112010844,0.82366174,0.4749999999999999,0.18450487,2980.0,14900.0,0.23833333333333337
-12.613219,0.19346537,149,1.2337991,0.16577509,0.11197933,0.8237329,0.6083333333333334,0.18442659,3000.0,15000.0,0.21833333333333335
-15.466207,0.1934836,150,2.5955207,0.15887684,0.111949064,0.82377046,0.5166666666666666,0.18437503,3020.0,15100.0,0.22999999999999998
-11.574908,0.19349365,151,1.7291425,0.18533145,0.111949585,0.8237896,0.6416666666666667,0.18434258,3040.0,15200.0,0.23166666666666666
-12.843483,0.19350594,152,1.5498811,0.16287826,0.11190603,0.82379216,0.6166666666666667,0.18424599,3060.0,15300.0,0.24666666666666667
-10.531571,0.19350462,153,2.4553792,0.16123326,0.11188302,0.82382864,0.6333333333333333,0.1841401,3080.0,15400.0,0.22333333333333336
-11.431148,0.19351073,154,1.6852201,0.14378704,0.11186647,0.8238868,0.6166666666666667,0.18407314,3100.0,15500.0,0.19499999999999998
-10.738258,0.19351824,155,2.902918,0.16977775,0.111914374,0.8239419,0.6416666666666667,0.18403535,3120.0,15600.0,0.2583333333333333
-15.100852,0.19352281,156,2.2591667,0.17652781,0.11190003,0.8240106,0.5333333333333333,0.1839603,3140.0,15700.0,0.22833333333333336
-12.697881,0.19352417,157,1.6166013,0.1743782,0.111896895,0.8240312,0.5416666666666666,0.18391801,3160.0,15800.0,0.235
-9.633618,0.19353531,158,3.0038478,0.14035888,0.11190478,0.82401687,0.6666666666666666,0.18391179,3180.0,15900.0,0.21833333333333335
-10.192842,0.193547,159,2.0405834,0.15278076,0.11191487,0.8240362,0.6666666666666666,0.18387307,3200.0,16000.0,0.21833333333333335
-14.028882,0.19355719,160,4.0119214,0.14888322,0.11191838,0.8240786,0.5,0.18380809,3220.0,16100.0,0.25
-12.044265,0.19356324,161,1.1696029,0.16013151,0.11191674,0.824112,0.5666666666666667,0.18374689,3240.0,16200.0,0.2333333333333333
-13.117406,0.19356684,162,1.9833189,0.14851749,0.11187302,0.82416373,0.6083333333333333,0.18363379,3260.0,16300.0,0.24666666666666667
-11.211179,0.19357842,163,2.1073642,0.156534,0.11184124,0.8242102,0.6166666666666666,0.1835833,3280.0,16400.0,0.24166666666666667
-14.857282,0.19359665,164,2.5082254,0.15527925,0.11179748,0.8242449,0.5666666666666667,0.18348265,3300.0,16500.0,0.25166666666666665
-11.937619,0.19360192,165,2.718071,0.1727042,0.11179772,0.82425547,0.6583333333333333,0.1834715,3320.0,16600.0,0.23500000000000001
-16.006819,0.1936136,166,2.4451234,0.16722201,0.111771196,0.8242874,0.4916666666666667,0.18340111,3340.0,16700.0,0.24
-13.667806,0.19362116,167,3.5269575,0.16806328,0.11175864,0.82434416,0.6416666666666666,0.18333347,3360.0,16800.0,0.25166666666666665
-14.5307665,0.19363587,168,3.249986,0.16958387,0.11170966,0.82442623,0.5499999999999999,0.1832128,3380.0,16900.0,0.23833333333333337
-13.472005,0.19365366,169,2.603553,0.15579899,0.11164984,0.8244779,0.575,0.18312402,3400.0,17000.0,0.20833333333333334
-13.107982,0.19366191,170,2.051839,0.158879,0.11166573,0.82451373,0.6333333333333333,0.1830908,3420.0,17100.0,0.20166666666666666
-10.438831,0.1936677,171,3.083093,0.14816676,0.111621,0.82459337,0.6916666666666668,0.18299009,3440.0,17200.0,0.24333333333333332
-14.126668,0.19368248,172,2.828722,0.17274797,0.11156086,0.8246457,0.5750000000000001,0.18285747,3460.0,17300.0,0.25
-13.391652,0.19369586,173,2.1407366,0.14030002,0.11149863,0.82470423,0.575,0.18270648,3480.0,17400.0,0.275
-13.991599,0.19370617,174,2.087937,0.15586066,0.111469895,0.82476896,0.5750000000000001,0.18262182,3500.0,17500.0,0.23500000000000001
-15.114352,0.19371624,175,2.8577404,0.15764304,0.11142377,0.82482284,0.5666666666666667,0.18252872,3520.0,17600.0,0.26833333333333337
-12.0323105,0.193721,176,4.4513154,0.18939225,0.111405365,0.82482797,0.6666666666666666,0.18249379,3540.0,17700.0,0.22666666666666668
-13.505738,0.193731,177,3.917821,0.17841451,0.111403145,0.824862,0.6083333333333334,0.18244047,3560.0,17800.0,0.225
-13.655655,0.19374228,178,2.3039095,0.15502475,0.11137246,0.82489824,0.6416666666666667,0.18236242,3580.0,17900.0,0.21833333333333335
-15.706027,0.19376208,179,3.1775267,0.15843241,0.11134256,0.82493544,0.525,0.18225752,3600.0,18000.0,0.22166666666666668
-13.259158,0.19377442,180,3.119503,0.15331747,0.11129563,0.8249641,0.6,0.18216784,3620.0,18100.0,0.21333333333333335
-16.791283,0.19378178,181,2.9561787,0.19074345,0.11130819,0.8250058,0.5583333333333335,0.18211941,3640.0,18200.0,0.21
-11.468193,0.19379063,182,4.0246506,0.13505574,0.11129258,0.8250589,0.6416666666666667,0.18204005,3660.0,18300.0,0.205
-11.862712,0.19380319,183,2.4178007,0.19234681,0.11127028,0.8250939,0.5916666666666667,0.18195964,3680.0,18400.0,0.2416666666666667
-13.693213,0.19381367,184,2.8479779,0.17523997,0.111238986,0.8251073,0.5916666666666667,0.18189354,3700.0,18500.0,0.265
-11.624888,0.19381951,185,1.8220438,0.15255098,0.111212164,0.8251524,0.6916666666666668,0.18182814,3720.0,18600.0,0.23166666666666666
-13.343671,0.19383974,186,5.5407767,0.14730111,0.11119183,0.8251732,0.6166666666666667,0.18176802,3740.0,18700.0,0.21166666666666667
-10.7854,0.19384007,187,4.2907214,0.19360833,0.111180685,0.8251832,0.6916666666666668,0.18167655,3760.0,18800.0,0.23666666666666666
-15.451717,0.1938576,188,4.3122993,0.16698563,0.11112548,0.8252716,0.525,0.18157667,3780.0,18900.0,0.2333333333333333
-11.775623,0.19386522,189,2.6817997,0.16330428,0.11111116,0.825285,0.6250000000000001,0.181516,3800.0,19000.0,0.22166666666666668
-17.17003,0.1938713,190,3.3501918,0.1512859,0.111102074,0.82531214,0.5499999999999999,0.18145257,3820.0,19100.0,0.22166666666666668
-11.83287,0.19387484,191,2.7051115,0.14735782,0.11108062,0.8253243,0.6083333333333334,0.18141581,3840.0,19200.0,0.2816666666666667
-11.910382,0.19389398,192,3.4143732,0.14569497,0.111048736,0.82538384,0.6833333333333332,0.18132813,3860.0,19300.0,0.2383333333333333
-12.016663,0.19390965,193,3.1737602,0.14976421,0.11103856,0.8254032,0.7083333333333334,0.18128574,3880.0,19400.0,0.25333333333333335
-15.174115,0.19391783,194,3.270447,0.16983426,0.1110382,0.8254204,0.6166666666666667,0.18126999,3900.0,19500.0,0.22166666666666668
-13.463066,0.19392227,195,3.3643997,0.15810336,0.1110272,0.8254457,0.6333333333333333,0.18124996,3920.0,19600.0,0.19333333333333336
-17.289242,0.19393003,196,3.4020932,0.15674989,0.11099961,0.82544094,0.4916666666666667,0.18122353,3940.0,19700.0,0.24166666666666667
-14.248517,0.1939478,197,4.613849,0.1493013,0.11098176,0.82546204,0.6,0.18117566,3960.0,19800.0,0.24666666666666667
-15.272004,0.19395196,198,3.6135662,0.1564439,0.11095456,0.8254823,0.5666666666666667,0.18111324,3980.0,19900.0,0.21666666666666665
