train/critic_loss,stats_o/std,train/success_rate,test/reward_compute_count,stats_o/mean,stats_g/mean,train/reward_compute_count,test/episode,test/mean_Q,test/ag_g_dist,test/success_rate,train/episode,stats_g/std,epoch
0.12122295,0.78180575,0.015,19000.0,0.20400174,0.36302033,95000.0,380.0,-21.263166,0.80675477,0.09999999999999999,1900.0,0.15401788,18
0.096806966,0.7856689,0.015,20000.0,0.20378117,0.3634931,100000.0,400.0,-21.396841,0.8726671,0.125,2000.0,0.15480186,19
0.0803949,0.788271,0.023333333333333334,21000.0,0.2037126,0.3637379,105000.0,420.0,-20.713179,0.81731415,0.15,2100.0,0.15529244,20
0.08022516,0.7910668,0.011666666666666665,22000.0,0.20368318,0.363943,110000.0,440.0,-21.990051,0.8531718,0.10833333333333334,2200.0,0.15565602,21
0.09972042,0.79414105,0.016666666666666666,23000.0,0.20384537,0.3641778,115000.0,460.0,-21.721003,0.827244,0.10833333333333334,2300.0,0.15614793,22
0.10475246,0.7962914,0.013333333333333334,24000.0,0.20394112,0.36429605,120000.0,480.0,-23.071045,0.87428015,0.075,2400.0,0.15657532,23
0.10385997,0.7988699,0.036666666666666674,25000.0,0.20387359,0.3645954,125000.0,500.0,-23.559183,0.81889707,0.09999999999999999,2500.0,0.15706228,24
0.09817028,0.8017331,0.015,26000.0,0.20388551,0.3648704,130000.0,520.0,-21.113886,0.7517333,0.19166666666666665,2600.0,0.15770529,25
0.110691845,0.8047022,0.023333333333333334,27000.0,0.20385139,0.36502925,135000.0,540.0,-23.162012,0.77601194,0.10833333333333332,2700.0,0.15840225,26
0.1395847,0.80782515,0.013333333333333334,28000.0,0.20391685,0.3652672,140000.0,560.0,-22.123892,0.7551312,0.16666666666666666,2800.0,0.15900004,27
0.121267885,0.8106256,0.02,29000.0,0.20384067,0.3654597,145000.0,580.0,-22.182922,0.7633298,0.15,2900.0,0.15941148,28
0.14190517,0.81294507,0.011666666666666665,30000.0,0.20371093,0.36572018,150000.0,600.0,-22.633017,0.7709829,0.15833333333333333,3000.0,0.15971778,29
0.10674556,0.8151664,0.024999999999999998,31000.0,0.2036496,0.36600462,155000.0,620.0,-23.05414,0.77230555,0.125,3100.0,0.15993924,30
0.13316868,0.816951,0.018333333333333337,32000.0,0.20363049,0.36615577,160000.0,640.0,-22.95553,0.7564509,0.15,3200.0,0.16026057,31
0.12805055,0.8188792,0.013333333333333334,33000.0,0.20350742,0.36622277,165000.0,660.0,-24.717772,0.856798,0.09999999999999999,3300.0,0.16048706,32
0.11314226,0.8208963,0.018333333333333337,34000.0,0.20352565,0.36638185,170000.0,680.0,-24.082453,0.8163876,0.09166666666666667,3400.0,0.16078714,33
0.16041277,0.8228671,0.01,35000.0,0.20357423,0.36651015,175000.0,700.0,-23.272827,0.76653165,0.18333333333333335,3500.0,0.16105914,34
0.12087071,0.8243193,0.023333333333333334,36000.0,0.20355196,0.36658403,180000.0,720.0,-22.807693,0.7489292,0.17500000000000004,3600.0,0.16137561,35
0.3239597,0.8257296,0.030000000000000002,37000.0,0.20349348,0.36667767,185000.0,740.0,-23.008034,0.7017565,0.19999999999999998,3700.0,0.16161397,36
0.15078479,0.82704455,0.016666666666666666,38000.0,0.2035063,0.36683312,190000.0,760.0,-25.398321,0.81995726,0.13333333333333333,3800.0,0.16188525,37
0.16185248,0.82843584,0.016666666666666666,39000.0,0.20351835,0.36688724,195000.0,780.0,-28.188894,0.9457491,0.09166666666666667,3900.0,0.16207302,38
0.14717545,0.82975024,0.02,40000.0,0.203507,0.36702004,200000.0,800.0,-25.043718,0.81335634,0.13333333333333333,4000.0,0.16223164,39
0.17022157,0.8309769,0.015000000000000001,41000.0,0.203533,0.3671515,205000.0,820.0,-27.377975,0.84598374,0.11666666666666665,4100.0,0.16246042,40
0.15629475,0.83240074,0.01,42000.0,0.20352136,0.36722818,210000.0,840.0,-25.884415,0.78121847,0.125,4200.0,0.16267109,41
0.13229139,0.83386356,0.024999999999999998,43000.0,0.20349532,0.3672957,215000.0,860.0,-22.82927,0.6921095,0.18333333333333335,4300.0,0.16288449,42
0.14952391,0.8354899,0.02666666666666667,44000.0,0.20350449,0.36746565,220000.0,880.0,-23.94564,0.7248495,0.18333333333333335,4400.0,0.16311567,43
0.1479394,0.837079,0.021666666666666667,45000.0,0.20361711,0.36758378,225000.0,900.0,-23.984812,0.7528937,0.15000000000000002,4500.0,0.1634172,44
0.14393218,0.8386523,0.021666666666666667,46000.0,0.20356114,0.36770132,230000.0,920.0,-24.084387,0.6566952,0.09166666666666667,4600.0,0.16378096,45
0.16637677,0.84037906,0.018333333333333333,47000.0,0.20359427,0.36785832,235000.0,940.0,-23.19603,0.661589,0.15000000000000002,4700.0,0.16418685,46
0.13748445,0.8421802,0.025000000000000005,48000.0,0.20357226,0.36793146,240000.0,960.0,-24.051691,0.7321443,0.20000000000000004,4800.0,0.16454081,47
0.2130645,0.8438595,0.035,49000.0,0.20359391,0.36808148,245000.0,980.0,-22.852499,0.68504363,0.13333333333333333,4900.0,0.164824,48
0.18842001,0.8456258,0.02666666666666667,50000.0,0.20368077,0.36812523,250000.0,1000.0,-23.338606,0.686246,0.16666666666666666,5000.0,0.16518107,49
0.1481023,0.8472356,0.018333333333333333,51000.0,0.20374149,0.36823002,255000.0,1020.0,-21.907747,0.6615441,0.10833333333333334,5100.0,0.16551459,50
0.1613831,0.8487218,0.03,52000.0,0.20379822,0.36832127,260000.0,1040.0,-23.516052,0.6999987,0.10833333333333334,5200.0,0.16583304,51
0.16928811,0.8500231,0.03833333333333333,53000.0,0.20388882,0.36842242,265000.0,1060.0,-23.974722,0.7769125,0.12500000000000003,5300.0,0.16599776,52
0.17090036,0.85112494,0.023333333333333334,54000.0,0.20394824,0.3684987,270000.0,1080.0,-23.10206,0.69890475,0.10833333333333335,5400.0,0.1662289,53
0.20718539,0.85216635,0.023333333333333334,55000.0,0.20402105,0.36872903,275000.0,1100.0,-21.54653,0.67708117,0.18333333333333335,5500.0,0.16646814,54
0.16668971,0.853162,0.028333333333333332,56000.0,0.2040688,0.36888835,280000.0,1120.0,-22.286957,0.72054434,0.20000000000000004,5600.0,0.16662048,55
0.202303,0.8540434,0.024999999999999998,57000.0,0.2040805,0.3689145,285000.0,1140.0,-22.683372,0.7530286,0.1416666666666667,5700.0,0.16675721,56
0.25743744,0.8549474,0.02,58000.0,0.20411773,0.36895928,290000.0,1160.0,-24.741045,0.7906075,0.15833333333333335,5800.0,0.1668732,57
0.20393384,0.8557132,0.045000000000000005,59000.0,0.20415671,0.3690507,295000.0,1180.0,-22.786459,0.7013349,0.17500000000000002,5900.0,0.16699208,58
0.1765532,0.85650784,0.023333333333333334,60000.0,0.20424105,0.36913118,300000.0,1200.0,-20.836641,0.65158564,0.16666666666666666,6000.0,0.16711088,59
