stats_g/std,test/mean_Q,test/episode,stats_o/mean,stats_o/std,stats_g/mean,train/success_rate,epoch,test/ag_g_dist,test/success_rate,train/critic_loss,train/episode
0.071637936,-2.0140593,20.0,0.20135872,0.045332294,0.8371138,0.05499999999999999,0,0.1754813,0.09166666666666667,0.043409314,100.0
0.07171465,-4.166428,40.0,0.20094903,0.047581058,0.83702415,0.085,1,0.18329751,0.016666666666666666,0.042265236,200.0
0.07192329,-5.839804,60.0,0.20105219,0.047984842,0.8371838,0.06333333333333334,2,0.17095876,0.041666666666666664,0.038871787,300.0
0.074123286,-7.8036346,80.0,0.20128602,0.05019627,0.83778554,0.06833333333333334,3,0.17810386,0.075,0.041250974,400.0
0.075128,-9.48755,100.0,0.20150734,0.05217002,0.83858395,0.07166666666666666,4,0.17851584,0.075,0.042881668,500.0
0.076493315,-10.718577,120.0,0.2015451,0.054320935,0.8385392,0.07833333333333334,5,0.16351132,0.09166666666666667,0.042274326,600.0
0.07618881,-11.803688,140.0,0.2016206,0.054105688,0.838589,0.10000000000000002,6,0.16581567,0.12500000000000003,0.04527383,700.0
0.07687329,-12.09974,160.0,0.20157568,0.056302756,0.8390675,0.14,7,0.16348626,0.18333333333333335,0.0439681,800.0
0.07751317,-11.165924,180.0,0.20193188,0.059989765,0.83934164,0.18833333333333332,8,0.15114132,0.3333333333333333,0.05458471,900.0
0.07798577,-9.762916,200.0,0.20205109,0.06289142,0.8394969,0.31833333333333336,9,0.14688046,0.47500000000000003,0.093290426,1000.0
0.07775474,-6.1525836,220.0,0.20208593,0.0666753,0.8394239,0.5633333333333334,10,0.10357475,0.6833333333333332,0.071296446,1100.0
0.07705871,-2.7269537,240.0,0.20213632,0.07031706,0.83977723,0.6683333333333333,11,0.06970588,0.9,0.06400699,1200.0
0.076636575,-2.4169042,260.0,0.20217161,0.073959015,0.83993655,0.755,12,0.06390772,0.9166666666666666,0.1362758,1300.0
0.07625948,-2.166199,280.0,0.20200908,0.07704738,0.83971554,0.7916666666666666,13,0.06950482,0.9083333333333333,0.07134345,1400.0
0.076306686,-1.6460171,300.0,0.20195091,0.08018455,0.83951527,0.8716666666666667,14,0.06102634,0.9333333333333332,0.08909377,1500.0
0.07595019,-1.6151733,320.0,0.20189787,0.08259034,0.8395191,0.8949999999999999,15,0.061818283,0.9583333333333334,0.06817168,1600.0
0.07590268,-1.2930217,340.0,0.20181513,0.0852699,0.839513,0.8916666666666666,16,0.057206687,0.9833333333333334,0.089328386,1700.0
0.07566222,-1.4160045,360.0,0.20183371,0.08711334,0.83958846,0.895,17,0.060188044,0.9583333333333334,0.057350334,1800.0
0.07523032,-1.391622,380.0,0.20194452,0.08873097,0.8395607,0.9199999999999999,18,0.061016798,0.9583333333333334,0.06087781,1900.0
0.07498895,-1.2867613,400.0,0.2020346,0.0897708,0.83947474,0.9483333333333333,19,0.058077216,0.9916666666666667,0.055469975,2000.0
0.0745719,-1.2044594,420.0,0.20207481,0.091183156,0.8393882,0.9233333333333333,20,0.05886994,0.9833333333333334,0.054696906,2100.0
0.07448404,-1.0835124,440.0,0.20206153,0.09256586,0.83937854,0.9333333333333332,21,0.053947117,1.0,0.105353184,2200.0
0.07409496,-1.5234329,460.0,0.20208581,0.09391632,0.83923644,0.9283333333333333,22,0.061219007,0.975,0.06063284,2300.0
0.073643625,-1.172319,480.0,0.20212351,0.09492054,0.83927065,0.945,23,0.05564602,0.9916666666666667,0.05286075,2400.0
0.07352415,-1.1798143,500.0,0.20218815,0.09577474,0.8393159,0.9416666666666668,24,0.056819882,0.9666666666666667,0.055957843,2500.0
0.07325267,-1.1534243,520.0,0.2022009,0.09676817,0.8392935,0.9416666666666668,25,0.054849472,0.9833333333333334,0.06196937,2600.0
0.07298418,-1.1581694,540.0,0.20217998,0.09743752,0.8392151,0.9666666666666667,26,0.055047706,0.9916666666666667,0.052657086,2700.0
0.0727218,-1.4262094,560.0,0.20217277,0.098124675,0.8392854,0.9500000000000001,27,0.057278056,0.975,0.051199745,2800.0
0.0725037,-1.379645,580.0,0.20221584,0.09877137,0.8392269,0.9483333333333333,28,0.05875473,0.975,0.055474143,2900.0
0.072380714,-1.1462625,600.0,0.20219879,0.099207185,0.8391612,0.9316666666666666,29,0.054804284,0.9833333333333334,0.053821146,3000.0
0.07222725,-1.0086193,620.0,0.2022007,0.09984544,0.83915025,0.9583333333333334,30,0.05143535,0.975,0.06098016,3100.0
0.07221856,-1.1253495,640.0,0.20219147,0.10059902,0.8390328,0.955,31,0.05363806,0.9916666666666667,0.04354067,3200.0
0.07207637,-1.0471649,660.0,0.20214199,0.10098172,0.8390617,0.96,32,0.053051844,0.9916666666666667,0.050654143,3300.0
0.07198978,-0.96712345,680.0,0.20219147,0.10144595,0.83904696,0.9316666666666666,33,0.049242344,1.0,0.04610595,3400.0
0.072078705,-1.2649409,700.0,0.20219238,0.102114975,0.83904797,0.9400000000000001,34,0.052361134,0.9833333333333334,0.057415422,3500.0
0.07201752,-0.90521216,720.0,0.20217228,0.102559865,0.83911633,0.9533333333333333,35,0.051948696,1.0,0.045329154,3600.0
0.0720201,-1.0697489,740.0,0.20215057,0.102939434,0.8391406,0.9366666666666666,36,0.05342524,0.9833333333333334,0.055109058,3700.0
0.07190758,-1.2458503,760.0,0.20215176,0.10332612,0.83907557,0.9616666666666666,37,0.05741541,0.9833333333333334,0.060744494,3800.0
0.07179111,-1.336275,780.0,0.20214938,0.103772484,0.83908105,0.9550000000000001,38,0.05683359,0.975,0.042525817,3900.0
0.07176432,-1.1824752,800.0,0.2021373,0.104154624,0.8390586,0.9499999999999998,39,0.056194384,0.9833333333333334,0.049777567,4000.0
0.071662076,-0.915353,820.0,0.20214836,0.10446662,0.83898693,0.9616666666666666,40,0.049650606,0.9916666666666667,0.046084847,4100.0
0.07163475,-1.0388908,840.0,0.2021537,0.10479188,0.839025,0.9500000000000001,41,0.054781232,0.9833333333333334,0.046315808,4200.0
0.07154799,-1.0162138,860.0,0.2021783,0.10521048,0.8390109,0.9516666666666665,42,0.052703563,0.9916666666666667,0.067470014,4300.0
0.071545415,-1.2552296,880.0,0.20215721,0.10554732,0.8390171,0.9466666666666667,43,0.057854857,0.9916666666666667,0.050329357,4400.0
0.07146498,-1.0236403,900.0,0.20214893,0.10591813,0.8390114,0.9500000000000001,44,0.05181536,1.0,0.06896315,4500.0
0.07147664,-1.185225,920.0,0.2021585,0.106292106,0.83898634,0.9500000000000001,45,0.05714135,0.9833333333333334,0.04388708,4600.0
0.07146532,-0.9877699,940.0,0.20213091,0.1066227,0.83892435,0.9533333333333333,46,0.054124836,0.9916666666666667,0.04482892,4700.0
0.071418315,-1.0532521,960.0,0.2021528,0.106883384,0.838954,0.9466666666666667,47,0.05561113,0.9833333333333334,0.041019037,4800.0
0.07133086,-1.1141868,980.0,0.20219047,0.10713912,0.83897763,0.965,48,0.056503113,0.975,0.050394434,4900.0
0.07118488,-1.0098805,1000.0,0.20216607,0.10733826,0.8390252,0.96,49,0.05261628,0.9666666666666667,0.04460827,5000.0
