test/reward_compute_count,test/episode,train/success_rate,train/reward_compute_count,test/ag_g_dist,stats_o/std,stats_g/mean,stats_g/std,train/critic_loss,test/mean_Q,test/success_rate,stats_o/mean,train/episode,epoch
42000.0,840.0,0.01,210000.0,0.78121847,0.83240074,0.36722818,0.16267109,0.15629475,-25.884415,0.125,0.20352136,4200.0,41
43000.0,860.0,0.024999999999999998,215000.0,0.6921095,0.83386356,0.3672957,0.16288449,0.13229139,-22.82927,0.18333333333333335,0.20349532,4300.0,42
44000.0,880.0,0.02666666666666667,220000.0,0.7248495,0.8354899,0.36746565,0.16311567,0.14952391,-23.94564,0.18333333333333335,0.20350449,4400.0,43
45000.0,900.0,0.021666666666666667,225000.0,0.7528937,0.837079,0.36758378,0.1634172,0.1479394,-23.984812,0.15000000000000002,0.20361711,4500.0,44
46000.0,920.0,0.021666666666666667,230000.0,0.6566952,0.8386523,0.36770132,0.16378096,0.14393218,-24.084387,0.09166666666666667,0.20356114,4600.0,45
47000.0,940.0,0.018333333333333333,235000.0,0.661589,0.84037906,0.36785832,0.16418685,0.16637677,-23.19603,0.15000000000000002,0.20359427,4700.0,46
48000.0,960.0,0.025000000000000005,240000.0,0.7321443,0.8421802,0.36793146,0.16454081,0.13748445,-24.051691,0.20000000000000004,0.20357226,4800.0,47
49000.0,980.0,0.035,245000.0,0.68504363,0.8438595,0.36808148,0.164824,0.2130645,-22.852499,0.13333333333333333,0.20359391,4900.0,48
50000.0,1000.0,0.02666666666666667,250000.0,0.686246,0.8456258,0.36812523,0.16518107,0.18842001,-23.338606,0.16666666666666666,0.20368077,5000.0,49
51000.0,1020.0,0.018333333333333333,255000.0,0.6615441,0.8472356,0.36823002,0.16551459,0.1481023,-21.907747,0.10833333333333334,0.20374149,5100.0,50
52000.0,1040.0,0.03,260000.0,0.6999987,0.8487218,0.36832127,0.16583304,0.1613831,-23.516052,0.10833333333333334,0.20379822,5200.0,51
53000.0,1060.0,0.03833333333333333,265000.0,0.7769125,0.8500231,0.36842242,0.16599776,0.16928811,-23.974722,0.12500000000000003,0.20388882,5300.0,52
54000.0,1080.0,0.023333333333333334,270000.0,0.69890475,0.85112494,0.3684987,0.1662289,0.17090036,-23.10206,0.10833333333333335,0.20394824,5400.0,53
55000.0,1100.0,0.023333333333333334,275000.0,0.67708117,0.85216635,0.36872903,0.16646814,0.20718539,-21.54653,0.18333333333333335,0.20402105,5500.0,54
56000.0,1120.0,0.028333333333333332,280000.0,0.72054434,0.853162,0.36888835,0.16662048,0.16668971,-22.286957,0.20000000000000004,0.2040688,5600.0,55
57000.0,1140.0,0.024999999999999998,285000.0,0.7530286,0.8540434,0.3689145,0.16675721,0.202303,-22.683372,0.1416666666666667,0.2040805,5700.0,56
58000.0,1160.0,0.02,290000.0,0.7906075,0.8549474,0.36895928,0.1668732,0.25743744,-24.741045,0.15833333333333335,0.20411773,5800.0,57
59000.0,1180.0,0.045000000000000005,295000.0,0.7013349,0.8557132,0.3690507,0.16699208,0.20393384,-22.786459,0.17500000000000002,0.20415671,5900.0,58
60000.0,1200.0,0.023333333333333334,300000.0,0.65158564,0.85650784,0.36913118,0.16711088,0.1765532,-20.836641,0.16666666666666666,0.20424105,6000.0,59
61000.0,1220.0,0.025000000000000005,305000.0,0.66549486,0.85721034,0.36918405,0.16727246,0.16177115,-22.126856,0.17499999999999996,0.20430784,6100.0,60
62000.0,1240.0,0.02666666666666667,310000.0,0.69187117,0.8579491,0.36923835,0.16744126,0.17971183,-22.502584,0.18333333333333335,0.20439804,6200.0,61
63000.0,1260.0,0.028333333333333335,315000.0,0.77983093,0.8588669,0.36936918,0.16761999,0.16386957,-24.445831,0.20833333333333334,0.20436715,6300.0,62
64000.0,1280.0,0.035,320000.0,0.69181895,0.85975724,0.36943713,0.16777842,0.16445369,-22.281797,0.19166666666666665,0.20441176,6400.0,63
65000.0,1300.0,0.018333333333333337,325000.0,0.7313957,0.8604724,0.3694829,0.16799445,0.20858751,-23.234774,0.17500000000000002,0.20443888,6500.0,64
66000.0,1320.0,0.03166666666666667,330000.0,0.7665453,0.86103207,0.369548,0.16814506,0.22681737,-24.299845,0.16666666666666666,0.20443062,6600.0,65
67000.0,1340.0,0.035,335000.0,0.71545047,0.86185384,0.3696706,0.1682264,0.22733565,-22.807663,0.16666666666666666,0.20446734,6700.0,66
68000.0,1360.0,0.028333333333333335,340000.0,0.67183733,0.8625732,0.36972895,0.16837163,0.1461785,-22.041697,0.19999999999999998,0.20449467,6800.0,67
69000.0,1380.0,0.041666666666666664,345000.0,0.66800267,0.8633196,0.36979422,0.168586,0.25017193,-22.476858,0.16666666666666666,0.20446806,6900.0,68
70000.0,1400.0,0.03666666666666667,350000.0,0.70706797,0.86414605,0.36987814,0.16887851,0.21333162,-22.762068,0.13333333333333333,0.20444363,7000.0,69
71000.0,1420.0,0.024999999999999998,355000.0,0.71596473,0.8650436,0.3699626,0.16931598,0.21879883,-21.79893,0.20833333333333334,0.20437694,7100.0,70
72000.0,1440.0,0.016666666666666666,360000.0,0.56229836,0.865843,0.37013194,0.1696638,0.17594059,-17.991358,0.2583333333333333,0.20438091,7200.0,71
73000.0,1460.0,0.03,365000.0,0.75592357,0.8666644,0.37022606,0.17004023,0.2054799,-21.1378,0.15833333333333333,0.20436294,7300.0,72
74000.0,1480.0,0.02666666666666667,370000.0,0.7000424,0.86741716,0.37031922,0.17035846,0.19532661,-21.831198,0.20000000000000004,0.20445736,7400.0,73
75000.0,1500.0,0.028333333333333332,375000.0,0.725187,0.8681986,0.37046847,0.17069499,0.17705853,-22.923698,0.1416666666666667,0.20453584,7500.0,74
76000.0,1520.0,0.02666666666666667,380000.0,0.6897123,0.86884993,0.3706194,0.17102866,0.16168472,-20.825397,0.16666666666666666,0.2045787,7600.0,75
77000.0,1540.0,0.03166666666666667,385000.0,0.71906394,0.8693989,0.37073424,0.17134762,0.13578245,-21.871634,0.16666666666666666,0.20458676,7700.0,76
78000.0,1560.0,0.04,390000.0,0.68254906,0.86996824,0.37084994,0.17169802,0.22218306,-20.521461,0.19166666666666665,0.20459592,7800.0,77
79000.0,1580.0,0.021666666666666667,395000.0,0.6638816,0.8704547,0.37094364,0.1718479,0.18800516,-19.627588,0.18333333333333332,0.20462394,7900.0,78
80000.0,1600.0,0.028333333333333335,400000.0,0.7285185,0.87098056,0.37102643,0.17190956,0.18378793,-21.567312,0.21666666666666667,0.20465152,8000.0,79
81000.0,1620.0,0.028333333333333335,405000.0,0.6571257,0.87135595,0.37113246,0.17193802,0.22628357,-20.391455,0.17500000000000002,0.20470446,8100.0,80
82000.0,1640.0,0.024999999999999998,410000.0,0.6760574,0.87160605,0.37126347,0.1719789,0.1789875,-20.07145,0.275,0.20473266,8200.0,81
83000.0,1660.0,0.03833333333333333,415000.0,0.7131576,0.8719494,0.3713732,0.17196901,0.17200144,-20.910006,0.17499999999999996,0.20475106,8300.0,82
84000.0,1680.0,0.028333333333333335,420000.0,0.65767515,0.8722637,0.3714893,0.17199166,0.17041047,-21.69771,0.18333333333333335,0.20476483,8400.0,83
85000.0,1700.0,0.03333333333333333,425000.0,0.71311814,0.8725577,0.37164238,0.17200832,0.1945054,-22.4784,0.19166666666666668,0.20480178,8500.0,84
86000.0,1720.0,0.024999999999999998,430000.0,0.6696453,0.87275904,0.3717443,0.17202874,0.19512022,-21.610231,0.20833333333333334,0.20481591,8600.0,85
87000.0,1740.0,0.03333333333333333,435000.0,0.63559496,0.8729666,0.371811,0.17206962,0.18747477,-20.656042,0.225,0.2048536,8700.0,86
88000.0,1760.0,0.03833333333333333,440000.0,0.6775299,0.8732149,0.37191746,0.17207587,0.21741442,-21.466303,0.21666666666666667,0.20488018,8800.0,87
89000.0,1780.0,0.03333333333333333,445000.0,0.5838482,0.8734233,0.3720121,0.1720788,0.19743617,-18.29925,0.275,0.20490326,8900.0,88
90000.0,1800.0,0.02666666666666667,450000.0,0.65011877,0.8736412,0.3720685,0.17213725,0.24561875,-21.370865,0.20000000000000004,0.20489784,9000.0,89
91000.0,1820.0,0.028333333333333335,455000.0,0.6680112,0.8739131,0.37211844,0.17217197,0.20174329,-22.049185,0.19999999999999998,0.20485847,9100.0,90
92000.0,1840.0,0.03333333333333333,460000.0,0.7377407,0.8742304,0.37222433,0.17219843,0.21125515,-22.050806,0.18333333333333335,0.2048655,9200.0,91
93000.0,1860.0,0.035,465000.0,0.73408365,0.87459594,0.3722926,0.17226923,0.19466019,-23.242311,0.16666666666666666,0.20490737,9300.0,92
94000.0,1880.0,0.030000000000000002,470000.0,0.7117986,0.8749201,0.37234035,0.17236073,0.18431093,-23.348368,0.125,0.20492263,9400.0,93
95000.0,1900.0,0.024999999999999998,475000.0,0.6142068,0.87518436,0.37240657,0.17238747,0.23908667,-20.091425,0.2833333333333333,0.20489545,9500.0,94
96000.0,1920.0,0.035,480000.0,0.76944,0.8755148,0.37244463,0.17239928,0.17752881,-24.069603,0.19999999999999998,0.20491906,9600.0,95
97000.0,1940.0,0.025000000000000005,485000.0,0.7173068,0.87577146,0.3724974,0.17245002,0.2081558,-21.808205,0.2416666666666667,0.20489705,9700.0,96
98000.0,1960.0,0.03333333333333333,490000.0,0.6765284,0.876002,0.3725671,0.17248474,0.20633252,-21.704103,0.225,0.2049108,9800.0,97
99000.0,1980.0,0.03166666666666667,495000.0,0.6961293,0.8761309,0.37258735,0.17250466,0.36474538,-22.296051,0.18333333333333335,0.20495398,9900.0,98
100000.0,2000.0,0.018333333333333337,500000.0,0.7888346,0.87629867,0.37264118,0.17250104,0.62841684,-24.96644,0.10833333333333334,0.2049259,10000.0,99
101000.0,2020.0,0.025000000000000005,505000.0,0.75314856,0.87650853,0.372681,0.1725291,0.3068924,-23.522524,0.2333333333333333,0.20490594,10100.0,100
102000.0,2040.0,0.028333333333333335,510000.0,0.6693972,0.8767438,0.37270185,0.1725343,0.19583504,-20.959404,0.20000000000000004,0.20487247,10200.0,101
103000.0,2060.0,0.035,515000.0,0.72748375,0.8770375,0.37276605,0.17253037,0.20966978,-23.537909,0.20000000000000004,0.20488314,10300.0,102
104000.0,2080.0,0.030000000000000002,520000.0,0.8212879,0.87727815,0.37283108,0.17254315,0.20924489,-26.927046,0.15,0.204917,10400.0,103
105000.0,2100.0,0.035,525000.0,0.7362296,0.87747645,0.3729081,0.17252322,0.3112016,-23.72997,0.20000000000000004,0.20497377,10500.0,104
106000.0,2120.0,0.03833333333333334,530000.0,0.6383719,0.8775802,0.3729439,0.1725084,0.25368294,-20.963243,0.26666666666666666,0.20501466,10600.0,105
107000.0,2140.0,0.03,535000.0,0.67628574,0.87774664,0.37298527,0.17246796,0.1623204,-21.590822,0.2416666666666667,0.20507236,10700.0,106
108000.0,2160.0,0.028333333333333335,540000.0,0.70820504,0.8779451,0.37301812,0.17247702,0.21852843,-24.686094,0.15,0.20508619,10800.0,107
109000.0,2180.0,0.028333333333333335,545000.0,0.6870863,0.8783324,0.37308827,0.17251582,0.23753284,-23.43099,0.20833333333333334,0.20510358,10900.0,108
110000.0,2200.0,0.035,550000.0,0.7040005,0.87855226,0.37311628,0.17256768,0.34537092,-22.417984,0.26666666666666666,0.20517212,11000.0,109
111000.0,2220.0,0.036666666666666674,555000.0,0.71171266,0.8787417,0.37316898,0.17263107,0.216141,-23.87178,0.25,0.20516913,11100.0,110
112000.0,2240.0,0.030000000000000002,560000.0,0.7826395,0.8789827,0.37323728,0.17267947,0.18717663,-26.029837,0.18333333333333335,0.20519252,11200.0,111
113000.0,2260.0,0.02666666666666667,565000.0,0.6958084,0.8793047,0.37330797,0.17274658,0.16928905,-23.432749,0.21666666666666667,0.20520492,11300.0,112
114000.0,2280.0,0.02666666666666667,570000.0,0.7094019,0.879554,0.37336913,0.17278588,0.21372396,-23.345392,0.225,0.20526655,11400.0,113
115000.0,2300.0,0.043333333333333335,575000.0,0.70591205,0.879816,0.37341332,0.1728677,0.20288779,-25.478243,0.17500000000000002,0.20528431,11500.0,114
116000.0,2320.0,0.03166666666666667,580000.0,0.7406373,0.88005406,0.37349042,0.17285772,0.20023799,-24.83309,0.18333333333333335,0.20529811,11600.0,115
117000.0,2340.0,0.028333333333333335,585000.0,0.7993315,0.88022095,0.37351513,0.1728584,0.19912219,-26.21437,0.15833333333333333,0.2053432,11700.0,116
118000.0,2360.0,0.03166666666666667,590000.0,0.7991938,0.8804081,0.37358817,0.17283864,0.18208583,-26.53859,0.16666666666666666,0.20539461,11800.0,117
119000.0,2380.0,0.028333333333333332,595000.0,0.7443921,0.88054204,0.3736457,0.17280625,0.24420147,-25.08106,0.19999999999999998,0.20539947,11900.0,118
120000.0,2400.0,0.036666666666666674,600000.0,0.71685743,0.8806446,0.37367162,0.17279355,0.30792525,-23.020681,0.2416666666666667,0.20544703,12000.0,119
121000.0,2420.0,0.028333333333333332,605000.0,0.7027076,0.8807061,0.37368533,0.17278795,0.21841526,-22.087225,0.2333333333333333,0.20543034,12100.0,120
122000.0,2440.0,0.035,610000.0,0.7561372,0.88081616,0.37372074,0.172742,0.23050588,-24.95606,0.16666666666666666,0.20544489,12200.0,121
123000.0,2460.0,0.030000000000000002,615000.0,0.7255114,0.8808572,0.37372985,0.17272763,0.24979861,-24.340591,0.2833333333333334,0.2054526,12300.0,122
124000.0,2480.0,0.028333333333333335,620000.0,0.7480628,0.8809157,0.37377372,0.17270206,0.39955497,-25.868296,0.15,0.2054628,12400.0,123
125000.0,2500.0,0.043333333333333335,625000.0,0.7811961,0.8809684,0.37378022,0.17271261,0.2463118,-25.396936,0.2333333333333333,0.2054752,12500.0,124
126000.0,2520.0,0.034999999999999996,630000.0,0.7016723,0.88113093,0.37382433,0.17268133,0.36872932,-24.540674,0.20000000000000004,0.20546533,12600.0,125
127000.0,2540.0,0.04666666666666667,635000.0,0.7047801,0.881262,0.37383625,0.17268224,0.23714928,-24.151815,0.20833333333333334,0.20550905,12700.0,126
128000.0,2560.0,0.028333333333333335,640000.0,0.7458868,0.8813236,0.37387946,0.17268695,0.22076406,-25.775213,0.18333333333333335,0.20552307,12800.0,127
129000.0,2580.0,0.034999999999999996,645000.0,0.72404844,0.8813793,0.37393832,0.17266493,0.1803521,-24.744028,0.25,0.20553087,12900.0,128
130000.0,2600.0,0.03833333333333333,650000.0,0.6688457,0.8815853,0.37397918,0.17264931,0.26445907,-22.191101,0.225,0.20551829,13000.0,129
131000.0,2620.0,0.02666666666666667,655000.0,0.73904103,0.8817032,0.37398472,0.17266043,0.19372724,-25.625223,0.19999999999999998,0.20551598,13100.0,130
132000.0,2640.0,0.035,660000.0,0.77856755,0.88181704,0.37401,0.17262562,0.26942548,-26.194849,0.15,0.20549066,13200.0,131
133000.0,2660.0,0.030000000000000002,665000.0,0.7742135,0.88187057,0.37401962,0.17260109,0.24396582,-26.73751,0.18333333333333335,0.20549913,13300.0,132
134000.0,2680.0,0.041666666666666664,670000.0,0.75260454,0.88200045,0.3740417,0.1726139,0.18277423,-25.791695,0.17500000000000002,0.2054768,13400.0,133
135000.0,2700.0,0.043333333333333335,675000.0,0.6685392,0.88211995,0.37407565,0.17263977,0.25183237,-23.812113,0.2333333333333333,0.20547505,13500.0,134
136000.0,2720.0,0.035,680000.0,0.59044653,0.8822282,0.37413773,0.17265703,0.17455418,-21.569674,0.25,0.20551665,13600.0,135
137000.0,2740.0,0.035,685000.0,0.74348575,0.88235074,0.37415168,0.17266412,0.18294306,-25.91701,0.16666666666666666,0.20555437,13700.0,136
138000.0,2760.0,0.03166666666666667,690000.0,0.69151014,0.8824856,0.3741652,0.17268467,0.17000218,-24.639526,0.16666666666666666,0.20561294,13800.0,137
139000.0,2780.0,0.03166666666666667,695000.0,0.7106921,0.8825366,0.37420192,0.1727149,0.23729491,-24.899277,0.2333333333333333,0.20564777,13900.0,138
140000.0,2800.0,0.05000000000000001,700000.0,0.65796286,0.88268906,0.37422946,0.17272247,0.21311362,-23.874876,0.24166666666666667,0.20565839,14000.0,139
141000.0,2820.0,0.018333333333333333,705000.0,0.6677466,0.88283366,0.37426272,0.17276578,0.29679647,-23.764137,0.25,0.2056862,14100.0,140
142000.0,2840.0,0.03166666666666667,710000.0,0.73162174,0.88301104,0.37429237,0.17280304,0.21403135,-26.019373,0.17499999999999996,0.20569168,14200.0,141
143000.0,2860.0,0.03333333333333333,715000.0,0.6544897,0.88328415,0.37433925,0.17282905,0.21325032,-23.997864,0.225,0.20571125,14300.0,142
144000.0,2880.0,0.043333333333333335,720000.0,0.65200937,0.8834365,0.37439486,0.17283623,0.27258694,-22.939896,0.19999999999999998,0.20571987,14400.0,143
145000.0,2900.0,0.03333333333333333,725000.0,0.7033703,0.8835986,0.37441316,0.17287719,0.2124067,-24.834259,0.18333333333333335,0.20574188,14500.0,144
146000.0,2920.0,0.03833333333333334,730000.0,0.8380499,0.8837375,0.37443027,0.17290051,0.23994726,-26.160181,0.15833333333333333,0.2057455,14600.0,145
147000.0,2940.0,0.03,735000.0,0.7688961,0.8838387,0.37443766,0.17290576,0.25717026,-26.302788,0.16666666666666666,0.20577891,14700.0,146
148000.0,2960.0,0.041666666666666664,740000.0,0.68153715,0.8839791,0.3744572,0.17291076,0.29870418,-23.356607,0.21666666666666667,0.20581062,14800.0,147
149000.0,2980.0,0.035,745000.0,0.6967855,0.88413936,0.37448135,0.17292725,0.3167551,-23.17629,0.20833333333333334,0.20584153,14900.0,148
150000.0,3000.0,0.03666666666666667,750000.0,0.6910222,0.88428974,0.37447938,0.17296048,0.2303892,-22.851694,0.23333333333333336,0.20585863,15000.0,149
151000.0,3020.0,0.03333333333333333,755000.0,0.68679833,0.88441724,0.37448803,0.17296386,0.31142464,-22.553396,0.24166666666666667,0.20592238,15100.0,150
152000.0,3040.0,0.03,760000.0,0.684644,0.8845547,0.37451455,0.17295627,0.28135374,-23.335245,0.25833333333333336,0.20595892,15200.0,151
153000.0,3060.0,0.021666666666666667,765000.0,0.61204064,0.88469726,0.37454423,0.17295825,0.22599562,-21.47318,0.28333333333333327,0.20601994,15300.0,152
154000.0,3080.0,0.03833333333333334,770000.0,0.7463053,0.8848339,0.37456146,0.1729381,0.18175505,-24.391092,0.16666666666666666,0.20608723,15400.0,153
155000.0,3100.0,0.028333333333333332,775000.0,0.679166,0.8849445,0.3745841,0.17292331,0.24515854,-22.78882,0.2416666666666667,0.20612125,15500.0,154
156000.0,3120.0,0.028333333333333332,780000.0,0.8346587,0.885042,0.37460652,0.17290144,0.2425551,-26.58729,0.17499999999999996,0.20614785,15600.0,155
157000.0,3140.0,0.043333333333333335,785000.0,0.7236176,0.88511115,0.37463245,0.17289247,0.2805923,-23.60021,0.20833333333333334,0.20617272,15700.0,156
158000.0,3160.0,0.021666666666666667,790000.0,0.8234556,0.88513035,0.374644,0.17287748,0.2552103,-26.227013,0.14166666666666666,0.20618139,15800.0,157
159000.0,3180.0,0.04,795000.0,0.71074027,0.8851783,0.37467024,0.17283225,0.2760202,-23.872313,0.19166666666666665,0.20621453,15900.0,158
160000.0,3200.0,0.02666666666666667,800000.0,0.74253964,0.88521224,0.37469068,0.17279182,0.24776001,-25.709684,0.1416666666666667,0.20620887,16000.0,159
161000.0,3220.0,0.041666666666666664,805000.0,0.75075465,0.88525414,0.37469426,0.1727614,0.24881196,-25.710848,0.19166666666666665,0.20623966,16100.0,160
162000.0,3240.0,0.036666666666666674,810000.0,0.66210306,0.88525605,0.37471482,0.17271556,0.34146842,-23.198767,0.21666666666666665,0.2062626,16200.0,161
163000.0,3260.0,0.02666666666666667,815000.0,0.62413913,0.88516873,0.37470654,0.1726861,0.19749431,-20.985342,0.26666666666666666,0.2062731,16300.0,162
164000.0,3280.0,0.03333333333333333,820000.0,0.71456313,0.8851569,0.37470126,0.17266397,0.20079006,-25.063492,0.13333333333333333,0.20627971,16400.0,163
165000.0,3300.0,0.035,825000.0,0.7365868,0.885176,0.37471947,0.17264147,0.17674172,-25.515892,0.20000000000000004,0.20632572,16500.0,164
166000.0,3320.0,0.025000000000000005,830000.0,0.68890387,0.8851883,0.37474278,0.17261867,0.3130956,-23.14417,0.3083333333333333,0.20635523,16600.0,165
167000.0,3340.0,0.041666666666666664,835000.0,0.67549515,0.88521147,0.3747796,0.1725959,0.2869149,-23.008484,0.25833333333333336,0.20637035,16700.0,166
168000.0,3360.0,0.025000000000000005,840000.0,0.69514847,0.8851871,0.37479296,0.17257793,0.25080326,-23.813232,0.19999999999999998,0.20637743,16800.0,167
169000.0,3380.0,0.045000000000000005,845000.0,0.76352,0.8851916,0.37482348,0.1725539,0.29162285,-25.764679,0.18333333333333335,0.20639686,16900.0,168
170000.0,3400.0,0.023333333333333334,850000.0,0.7410653,0.8852358,0.3748456,0.17254065,0.32060945,-25.7353,0.21666666666666665,0.20640607,17000.0,169
171000.0,3420.0,0.041666666666666664,855000.0,0.64004755,0.885263,0.37487736,0.17252268,0.3262857,-23.873642,0.17500000000000002,0.20640393,17100.0,170
172000.0,3440.0,0.034999999999999996,860000.0,0.65265685,0.8852496,0.3749052,0.17252605,0.2611844,-23.323763,0.27499999999999997,0.20643121,17200.0,171
173000.0,3460.0,0.02666666666666667,865000.0,0.6980629,0.88529783,0.37494573,0.17250682,0.28472272,-24.521902,0.21666666666666667,0.20643671,17300.0,172
