test/ag_g_dist,test/episode,test/mean_Q,train/success_rate,stats_o/mean,stats_g/mean,test/success_rate,stats_g/std,train/episode,stats_o/std,epoch,train/critic_loss
0.21527918,2080.0,-25.288803,0.0016666666666666668,0.18713824,0.7937328,0.0,0.16567802,10400.0,0.08772737,103,1.2200054
0.21852921,2100.0,-27.907892,0.0,0.18721609,0.7940132,0.0,0.16563681,10500.0,0.08777616,104,1.0707871
0.2597745,2120.0,-26.086569,0.0,0.18731077,0.7942888,0.0,0.16558106,10600.0,0.08779973,105,1.450717
0.2578635,2140.0,-27.835114,0.0,0.1874085,0.79463834,0.0,0.16557084,10700.0,0.08780751,106,1.1853828
0.25116715,2160.0,-25.93989,0.0,0.18749897,0.79492503,0.0,0.16548866,10800.0,0.08781836,107,0.9955675
0.24785261,2180.0,-25.975576,0.0,0.18758841,0.79522556,0.0,0.16543718,10900.0,0.087813415,108,1.1472632
0.23958106,2200.0,-26.319115,0.0,0.18765666,0.79540724,0.0,0.16540001,11000.0,0.08783331,109,1.0943705
0.24450068,2220.0,-25.172049,0.0,0.18774386,0.7956314,0.0,0.16537522,11100.0,0.08782924,110,0.7878763
0.29265282,2240.0,-25.272291,0.0,0.1878317,0.7959836,0.0,0.16531108,11200.0,0.08781195,111,0.9562779
0.23802441,2260.0,-26.020285,0.0,0.18791449,0.79622775,0.0,0.16527279,11300.0,0.087861985,112,0.86396426
0.2926688,2280.0,-27.426512,0.0,0.18798925,0.7964371,0.0,0.16522896,11400.0,0.08786992,113,0.8864576
0.24061358,2300.0,-24.016607,0.0,0.18808608,0.79666454,0.0,0.16516314,11500.0,0.087888576,114,0.96915597
0.25865993,2320.0,-27.01235,0.0,0.1881612,0.79689807,0.0,0.16509393,11600.0,0.08789295,115,0.6434416
0.23733278,2340.0,-24.063017,0.0,0.18824787,0.79712015,0.0,0.1650707,11700.0,0.08794424,116,1.3090692
0.255946,2360.0,-25.161753,0.0,0.18833381,0.79734427,0.0,0.1650923,11800.0,0.08802373,117,1.1048145
0.2195924,2380.0,-23.81166,0.0,0.18841831,0.7976262,0.0,0.16511786,11900.0,0.08809552,118,0.8558081
0.2355717,2400.0,-25.193193,0.0,0.18849681,0.7978773,0.0,0.1651352,12000.0,0.08816577,119,1.1971344
0.21243505,2420.0,-24.764885,0.0,0.18859534,0.7981736,0.0,0.1651817,12100.0,0.088282764,120,0.7675682
0.21071982,2440.0,-24.965357,0.0,0.18869184,0.7984686,0.0,0.16523768,12200.0,0.08838045,121,1.2312117
0.24371283,2460.0,-25.06103,0.0,0.18879096,0.7987904,0.0,0.16521195,12300.0,0.08840274,122,0.9529956
0.24525142,2480.0,-25.103174,0.0,0.18890207,0.79910684,0.0,0.16527279,12400.0,0.08848188,123,1.3312665
0.2111594,2500.0,-26.04732,0.0,0.18900348,0.7994394,0.0,0.1652983,12500.0,0.088571556,124,0.91088575
0.262633,2520.0,-26.046515,0.0,0.18910803,0.7997947,0.0,0.16535038,12600.0,0.08861423,125,0.8021875
0.24054432,2540.0,-25.022501,0.0,0.18921266,0.80004525,0.0,0.16534768,12700.0,0.088604786,126,0.87931675
0.27416518,2560.0,-24.779633,0.0,0.18930648,0.80028063,0.0,0.16536923,12800.0,0.088624515,127,0.9892869
0.28034735,2580.0,-26.047205,0.0,0.18939102,0.8004932,0.0,0.16533087,12900.0,0.08868152,128,0.7389118
0.22863202,2600.0,-25.393196,0.0,0.18946846,0.8006812,0.0,0.16530898,13000.0,0.08867992,129,0.93022174
0.26411244,2620.0,-24.683088,0.0,0.18953474,0.8008611,0.0,0.16527544,13100.0,0.08867543,130,0.7726961
0.2668074,2640.0,-25.625662,0.0,0.1895895,0.80101585,0.0,0.16528264,13200.0,0.088688105,131,1.7024504
0.3158426,2660.0,-25.432348,0.0,0.18963657,0.8011405,0.0,0.16524465,13300.0,0.08867025,132,1.4585009
0.2551539,2680.0,-25.398771,0.0,0.18968765,0.8012566,0.0,0.16526127,13400.0,0.08867144,133,0.71548873
0.2430743,2700.0,-25.6948,0.0,0.18974207,0.8013676,0.0,0.1653002,13500.0,0.08872668,134,0.56516486
0.24646236,2720.0,-24.797081,0.0,0.18979771,0.8014653,0.0,0.16536388,13600.0,0.08876481,135,0.6715409
0.23068921,2740.0,-24.936827,0.0,0.18982597,0.8015127,0.0,0.16542213,13700.0,0.08879295,136,0.65675277
0.22669105,2760.0,-24.818502,0.0,0.18988447,0.8016662,0.0,0.16542257,13800.0,0.08883009,137,0.77578163
0.23933168,2780.0,-26.4257,0.0,0.18992595,0.8017554,0.0,0.1654814,13900.0,0.08883444,138,1.3904705
0.2640679,2800.0,-26.44461,0.0,0.18997554,0.8018966,0.0,0.16555822,14000.0,0.08888951,139,0.78283423
0.21867579,2820.0,-25.990128,0.0,0.19002812,0.8020299,0.0,0.16560273,14100.0,0.088903666,140,1.6083436
0.25111738,2840.0,-27.189552,0.0,0.19008023,0.80217725,0.0,0.16561389,14200.0,0.08893564,141,0.73757577
0.24431062,2860.0,-25.619593,0.0,0.19013603,0.8023238,0.0,0.16557544,14300.0,0.08891133,142,0.8938462
0.24537094,2880.0,-27.23168,0.0,0.19018199,0.8024387,0.0,0.16563673,14400.0,0.08894402,143,0.7042145
0.20892692,2900.0,-25.395517,0.0,0.1902545,0.8026269,0.0,0.16563118,14500.0,0.08900366,144,0.89742345
0.2376676,2920.0,-24.638908,0.0,0.19029923,0.8027535,0.0,0.16561784,14600.0,0.089021206,145,0.9414279
0.20910953,2940.0,-25.645212,0.0,0.19034441,0.8029061,0.0,0.1656308,14700.0,0.08905023,146,1.1295241
0.25964054,2960.0,-25.768316,0.0,0.19038868,0.80306196,0.0,0.16560651,14800.0,0.089044,147,0.69250697
0.19899587,2980.0,-24.84893,0.0,0.19043738,0.8032052,0.0,0.16564535,14900.0,0.08910308,148,1.08667
0.24311757,3000.0,-27.23963,0.0,0.19050021,0.8033726,0.0,0.16568623,15000.0,0.089149736,149,0.85809356
0.22743793,3020.0,-25.908823,0.0,0.19055754,0.80352277,0.0,0.16573147,15100.0,0.089191236,150,0.75569034
0.22883594,3040.0,-26.075098,0.0,0.19061834,0.8036507,0.0,0.1657824,15200.0,0.08921733,151,0.8348178
0.20667017,3060.0,-27.374481,0.0,0.19066592,0.80377966,0.0,0.16580503,15300.0,0.0892714,152,0.96337694
0.22029604,3080.0,-27.443268,0.0,0.19071992,0.8039544,0.0,0.1658606,15400.0,0.08930698,153,0.8627405
0.22249775,3100.0,-25.978579,0.0,0.19077893,0.8040976,0.0,0.16594453,15500.0,0.08934701,154,0.9437658
0.19554625,3120.0,-26.38473,0.0,0.19084209,0.80427504,0.0,0.16601081,15600.0,0.089434244,155,1.0234481
0.20501596,3140.0,-25.657888,0.0,0.190901,0.8044446,0.0,0.16601534,15700.0,0.0894523,156,1.1434892
0.2267996,3160.0,-26.217932,0.0,0.19095457,0.8046227,0.0,0.16609617,15800.0,0.089523576,157,1.069186
0.18599749,3180.0,-25.940384,0.0,0.19100232,0.80473524,0.0,0.16621728,15900.0,0.08960798,158,0.912563
0.2006352,3200.0,-25.607927,0.0,0.19106014,0.80488425,0.0,0.16632523,16000.0,0.089645356,159,0.8930661
0.17991658,3220.0,-23.772081,0.0016666666666666668,0.19111688,0.8050583,0.0,0.16634275,16100.0,0.089699276,160,0.8243284
0.2192883,3240.0,-25.282104,0.0016666666666666668,0.19118188,0.80517554,0.0,0.16638343,16200.0,0.08974723,161,1.038797
0.19163805,3260.0,-24.959898,0.0,0.19124043,0.805301,0.0,0.16644673,16300.0,0.08982531,162,1.3107275
0.24669923,3280.0,-23.41641,0.0,0.19129229,0.80545753,0.0,0.16648798,16400.0,0.08986167,163,0.83838373
0.19261432,3300.0,-23.060783,0.0,0.19135183,0.80557364,0.0,0.16658263,16500.0,0.08993283,164,0.5483112
0.21036668,3320.0,-23.861443,0.0,0.191413,0.8057057,0.0,0.16661024,16600.0,0.08996323,165,0.93514246
0.228893,3340.0,-25.073317,0.0,0.19146027,0.8058011,0.0,0.16659735,16700.0,0.08998722,166,0.8524806
0.23881441,3360.0,-24.194418,0.0,0.19151056,0.805907,0.0,0.16666956,16800.0,0.0900229,167,1.0525931
0.25062412,3380.0,-25.28692,0.0,0.19155286,0.8060108,0.0,0.1667047,16900.0,0.09006367,168,0.7348587
0.23547868,3400.0,-23.950035,0.0,0.1915942,0.8060972,0.0,0.16672595,17000.0,0.09011016,169,0.71186113
0.19788384,3420.0,-21.930956,0.0,0.19163303,0.80616945,0.0,0.16674416,17100.0,0.09017042,170,0.9946461
0.20381683,3440.0,-22.299797,0.0,0.19165652,0.80625993,0.0,0.1668611,17200.0,0.09020642,171,1.3456634
0.20856793,3460.0,-22.865082,0.0,0.19168203,0.80629915,0.0,0.16694613,17300.0,0.0902945,172,1.3688445
0.19135542,3480.0,-21.137863,0.0016666666666666668,0.19170754,0.80638885,0.0,0.1669773,17400.0,0.0903699,173,1.1540183
0.189075,3500.0,-21.326582,0.0,0.19172859,0.80653054,0.0,0.1670205,17500.0,0.09040662,174,1.3683418
0.22394681,3520.0,-22.300184,0.0,0.19175756,0.8066656,0.0,0.16710448,17600.0,0.090493314,175,0.90444875
0.21629018,3540.0,-22.882578,0.0,0.19177578,0.806736,0.0,0.16724654,17700.0,0.0905858,176,1.4783713
0.2147754,3560.0,-21.836561,0.0,0.1918044,0.8068331,0.0,0.16734804,17800.0,0.09069005,177,1.2926137
0.17683373,3580.0,-20.576513,0.0,0.1918268,0.80693704,0.0,0.16742443,17900.0,0.09076211,178,1.2426381
0.19643115,3600.0,-21.463638,0.0,0.19185351,0.80702335,0.0,0.16754599,18000.0,0.090870656,179,0.95573133
0.16813123,3620.0,-19.92938,0.0,0.19188447,0.8071278,0.0,0.16765563,18100.0,0.090961464,180,0.6207587
0.22896524,3640.0,-23.00744,0.0,0.19192381,0.80724025,0.0,0.16773088,18200.0,0.09100475,181,0.77989966
0.16044511,3660.0,-19.781199,0.0,0.19195592,0.8073573,0.0,0.16779487,18300.0,0.09104916,182,0.89831066
0.21777254,3680.0,-23.866251,0.0,0.19199194,0.80746716,0.0,0.16786118,18400.0,0.09108823,183,0.79029495
0.22247164,3700.0,-22.413347,0.0,0.19202559,0.8075724,0.0,0.16794471,18500.0,0.09114153,184,1.7661196
0.2042859,3720.0,-20.957895,0.0,0.19204815,0.8076651,0.0,0.16803984,18600.0,0.09117788,185,0.6862857
0.19715536,3740.0,-21.63511,0.0,0.19207203,0.80774313,0.0,0.16811664,18700.0,0.09121469,186,1.1211166
0.21667904,3760.0,-22.1389,0.0,0.19208397,0.80781144,0.0,0.1681854,18800.0,0.091261126,187,0.7977698
0.22520827,3780.0,-22.854334,0.0,0.19209982,0.8079354,0.0,0.1681642,18900.0,0.09127297,188,1.0919143
0.20159815,3800.0,-21.785254,0.0,0.19210462,0.8080029,0.0,0.16819,19000.0,0.09131644,189,1.2096609
0.21807091,3820.0,-23.490343,0.0,0.19209339,0.8080564,0.0,0.16823347,19100.0,0.0913589,190,0.73903793
0.21573244,3840.0,-21.897692,0.0,0.1920845,0.8080988,0.008333333333333333,0.16831817,19200.0,0.09144372,191,0.85945493
0.2104698,3860.0,-22.36468,0.0,0.1920781,0.8081772,0.0,0.16837458,19300.0,0.091501676,192,0.7142995
0.19864877,3880.0,-21.968712,0.0,0.1920669,0.80820704,0.0,0.16844308,19400.0,0.09153666,193,0.79209733
0.20097344,3900.0,-24.139093,0.0,0.19206195,0.80824566,0.0,0.16850261,19500.0,0.09157368,194,0.93452626
0.20981513,3920.0,-25.127104,0.0,0.1920527,0.8083124,0.0,0.16855979,19600.0,0.09161609,195,0.7227805
0.23901267,3940.0,-23.531448,0.0,0.19204569,0.8083027,0.0,0.16859706,19700.0,0.091658086,196,0.61147904
0.24176122,3960.0,-24.42822,0.0,0.19204456,0.80835503,0.0,0.16862153,19800.0,0.09170666,197,0.72899246
0.21551566,3980.0,-23.943716,0.0,0.19203007,0.8083425,0.0,0.16861391,19900.0,0.09176185,198,0.45589113
0.23634136,4000.0,-25.727186,0.0,0.19199894,0.8082909,0.0,0.16863821,20000.0,0.091782905,199,0.8291573
