test/episode,train/success_rate,test/reward_compute_count,test/success_rate,train/critic_loss,stats_g/std,stats_g/mean,stats_o/mean,epoch,test/mean_Q,train/episode,train/reward_compute_count,test/ag_g_dist,stats_o/std
580.0,0.008333333333333333,29000.0,0.6416666666666667,0.048162688,0.0178104,0.67470646,0.30508402,28,-7.7001266,2900.0,145000.0,0.035365246,0.8338868
600.0,0.008333333333333333,30000.0,0.725,0.04724521,0.01778909,0.6747187,0.30507955,29,-7.0107765,3000.0,150000.0,0.032183822,0.8331656
620.0,0.006666666666666667,31000.0,0.65,0.047849778,0.017763354,0.6747214,0.30506402,30,-6.8452926,3100.0,155000.0,0.03137996,0.8323012
640.0,0.013333333333333334,32000.0,0.6916666666666668,0.047246013,0.017733328,0.67471343,0.3050497,31,-7.9096084,3200.0,160000.0,0.03273569,0.83147407
660.0,0.006666666666666667,33000.0,0.6333333333333333,0.045833927,0.017707953,0.6747095,0.3050342,32,-7.4860206,3300.0,165000.0,0.034319192,0.8307232
680.0,0.02,34000.0,0.7166666666666668,0.047579672,0.017693602,0.6747074,0.3050189,33,-7.254908,3400.0,170000.0,0.034971543,0.83025295
700.0,0.01,35000.0,0.7166666666666668,0.045030948,0.017746098,0.674753,0.30504334,34,-9.117986,3500.0,175000.0,0.047464665,0.8297139
720.0,0.008333333333333333,36000.0,0.6416666666666666,0.04457474,0.017781915,0.6747901,0.3051083,35,-11.117726,3600.0,180000.0,0.04040723,0.8289369
740.0,0.0033333333333333335,37000.0,0.6750000000000002,0.046162143,0.017865086,0.6748614,0.3052034,36,-10.688686,3700.0,185000.0,0.05778706,0.8284044
760.0,0.005,38000.0,0.6666666666666666,0.04663999,0.017936649,0.67492646,0.30523533,37,-9.8421755,3800.0,190000.0,0.046250015,0.8278988
780.0,0.015,39000.0,0.7416666666666667,0.048447724,0.017956814,0.6749533,0.305227,38,-8.397179,3900.0,195000.0,0.047199998,0.8273991
800.0,0.013333333333333334,40000.0,0.625,0.051299036,0.017974546,0.6749897,0.30525053,39,-10.881635,4000.0,200000.0,0.044785623,0.8266757
820.0,0.013333333333333334,41000.0,0.7416666666666667,0.051642653,0.01797953,0.6750199,0.30527955,40,-8.811634,4100.0,205000.0,0.03959367,0.8260147
840.0,0.01,42000.0,0.6,0.0416201,0.017958568,0.67502594,0.30531013,41,-13.262321,4200.0,210000.0,0.048144832,0.82544345
860.0,0.008333333333333333,43000.0,0.7083333333333334,0.04607889,0.017939666,0.6750305,0.3053256,42,-9.388388,4300.0,215000.0,0.0415192,0.82497805
880.0,0.016666666666666666,44000.0,0.6916666666666668,0.04759237,0.01792517,0.6750333,0.30529723,43,-10.03489,4400.0,220000.0,0.040974688,0.8248153
900.0,0.018333333333333333,45000.0,0.7083333333333334,0.049948018,0.017909134,0.67502874,0.30535188,44,-10.062617,4500.0,225000.0,0.037468906,0.82427645
920.0,0.005,46000.0,0.7166666666666667,0.0433047,0.017893426,0.6750221,0.30539763,45,-10.698159,4600.0,230000.0,0.040963266,0.8238094
940.0,0.008333333333333333,47000.0,0.725,0.040402286,0.017882118,0.67501426,0.30539155,46,-11.006019,4700.0,235000.0,0.040479876,0.8232514
960.0,0.0033333333333333335,48000.0,0.6999999999999998,0.04634698,0.017864335,0.6750117,0.30539048,47,-11.860863,4800.0,240000.0,0.041298445,0.82281137
980.0,0.008333333333333333,49000.0,0.6916666666666668,0.04086024,0.017849676,0.67501134,0.30540577,48,-11.021733,4900.0,245000.0,0.040217366,0.8225096
1000.0,0.005,50000.0,0.725,0.049902633,0.01783982,0.67501765,0.30548945,49,-10.865893,5000.0,250000.0,0.040136423,0.82225543
1020.0,0.013333333333333334,51000.0,0.6416666666666667,0.04615152,0.017830694,0.67502314,0.30557448,50,-13.14894,5100.0,255000.0,0.047056034,0.8218333
1040.0,0.006666666666666667,52000.0,0.6333333333333334,0.045522634,0.017824586,0.6750315,0.3056813,51,-13.797318,5200.0,260000.0,0.046771962,0.82156897
1060.0,0.006666666666666667,53000.0,0.7166666666666668,0.04590234,0.01783142,0.67505556,0.30579764,52,-10.853993,5300.0,265000.0,0.045439035,0.8213158
1080.0,0.006666666666666667,54000.0,0.7000000000000001,0.04294516,0.01784905,0.6750815,0.30591273,53,-11.320335,5400.0,270000.0,0.04105273,0.82083243
1100.0,0.0033333333333333335,55000.0,0.7083333333333334,0.04634242,0.017851656,0.6750973,0.30603766,54,-12.246142,5500.0,275000.0,0.04211588,0.8204271
1120.0,0.011666666666666667,56000.0,0.65,0.046368074,0.017844101,0.675108,0.30611068,55,-11.399127,5600.0,280000.0,0.04006158,0.81994647
1140.0,0.006666666666666667,57000.0,0.6916666666666668,0.045836624,0.017830413,0.67511123,0.30620345,56,-13.031975,5700.0,285000.0,0.04697353,0.8196597
1160.0,0.015,58000.0,0.725,0.04553199,0.017825423,0.6751159,0.30626854,57,-9.095205,5800.0,290000.0,0.034895346,0.81917745
1180.0,0.006666666666666667,59000.0,0.75,0.046025246,0.017817672,0.67511207,0.30635494,58,-9.905032,5900.0,295000.0,0.03503472,0.8188153
1200.0,0.016666666666666666,60000.0,0.7833333333333333,0.050963487,0.017803373,0.67511815,0.30642954,59,-9.14986,6000.0,300000.0,0.03297842,0.81845886
