test/ag_g_dist,train/reward_compute_count,stats_o/std,stats_o/mean,test/mean_Q,test/episode,stats_g/std,stats_g/mean,train/critic_loss,test/reward_compute_count,train/episode,test/success_rate,train/success_rate,epoch
0.54467803,340000.0,0.9533453,0.18521403,-11.28419,1360.0,0.22581764,0.37831083,0.39047757,68000.0,6800.0,0.19166666666666665,0.105,67
0.4945712,345000.0,0.9544484,0.18507032,-10.579036,1380.0,0.22568338,0.37840155,0.36844864,69000.0,6900.0,0.21666666666666665,0.13,68
0.49764347,350000.0,0.9555366,0.18493564,-10.7899065,1400.0,0.22558634,0.37842754,0.3929173,70000.0,7000.0,0.30833333333333335,0.10666666666666665,69
0.45899844,355000.0,0.95671433,0.1848406,-10.106538,1420.0,0.22547774,0.3786035,0.38539836,71000.0,7100.0,0.26666666666666666,0.09833333333333334,70
0.51602167,360000.0,0.95774513,0.18471546,-11.006702,1440.0,0.22543712,0.3785707,0.45703992,72000.0,7200.0,0.3166666666666667,0.07333333333333333,71
0.51510406,365000.0,0.95876485,0.18461795,-11.0821495,1460.0,0.22534792,0.3786396,0.4300376,73000.0,7300.0,0.225,0.08166666666666667,72
0.48641792,370000.0,0.95977855,0.18454693,-10.6633005,1480.0,0.22530258,0.37861967,0.4450638,74000.0,7400.0,0.27499999999999997,0.09000000000000001,73
0.47959018,375000.0,0.96060437,0.18446724,-10.030675,1500.0,0.2252214,0.3787205,0.38789877,75000.0,7500.0,0.2833333333333333,0.09833333333333334,74
0.48091197,380000.0,0.9615465,0.18440175,-9.892463,1520.0,0.22515748,0.3786849,0.4102261,76000.0,7600.0,0.225,0.07833333333333334,75
0.4432988,385000.0,0.9624122,0.18436308,-9.41919,1540.0,0.22507294,0.37881657,0.42406917,77000.0,7700.0,0.325,0.09500000000000001,76
0.42725238,390000.0,0.9632656,0.18429093,-8.755733,1560.0,0.22494565,0.3788565,0.4091798,78000.0,7800.0,0.3333333333333333,0.105,77
0.4734768,395000.0,0.9640929,0.18421954,-9.918756,1580.0,0.22491811,0.37883356,0.37732747,79000.0,7900.0,0.2833333333333334,0.08833333333333333,78
0.4581236,400000.0,0.96490806,0.18414207,-10.145403,1600.0,0.22483195,0.3789656,0.44701314,80000.0,8000.0,0.3583333333333334,0.10666666666666667,79
0.4441371,405000.0,0.9657181,0.18407314,-9.137767,1620.0,0.22481664,0.3789558,0.36041355,81000.0,8100.0,0.3666666666666667,0.09166666666666667,80
0.4792917,410000.0,0.96647143,0.18398811,-10.334863,1640.0,0.22474968,0.37906393,0.8064194,82000.0,8200.0,0.27499999999999997,0.11166666666666668,81
0.4563627,415000.0,0.9672391,0.18388115,-9.183987,1660.0,0.22465245,0.37914345,0.36384955,83000.0,8300.0,0.3666666666666667,0.125,82
0.4301149,420000.0,0.968023,0.1837923,-9.028083,1680.0,0.22456713,0.3792642,0.4006609,84000.0,8400.0,0.34166666666666673,0.11499999999999999,83
0.5215308,425000.0,0.96873444,0.18374114,-10.412972,1700.0,0.22450031,0.3793665,0.36800775,85000.0,8500.0,0.3,0.10333333333333335,84
0.41142678,430000.0,0.96951884,0.18365079,-8.752339,1720.0,0.22443287,0.37929964,0.3647194,86000.0,8600.0,0.2833333333333334,0.10166666666666667,85
0.4636385,435000.0,0.97021943,0.18357481,-9.959147,1740.0,0.2244059,0.37940082,0.40498242,87000.0,8700.0,0.2916666666666667,0.11166666666666665,86
0.46469542,440000.0,0.97091967,0.18349846,-9.366555,1760.0,0.22437192,0.37948057,0.38488546,88000.0,8800.0,0.2833333333333333,0.105,87
0.3885872,445000.0,0.9716013,0.18345416,-8.381538,1780.0,0.22428803,0.3795251,0.4097778,89000.0,8900.0,0.3916666666666666,0.11499999999999999,88
0.46813822,450000.0,0.97221965,0.18338461,-9.414742,1800.0,0.22428693,0.37957373,0.41808262,90000.0,9000.0,0.31666666666666665,0.09833333333333333,89
0.43103826,455000.0,0.9727783,0.18333812,-9.4166975,1820.0,0.22421728,0.37958923,0.3584975,91000.0,9100.0,0.3166666666666667,0.11166666666666665,90
0.44179773,460000.0,0.9733393,0.18324248,-9.458778,1840.0,0.2241367,0.37959275,0.40895662,92000.0,9200.0,0.3,0.13,91
0.46809497,465000.0,0.973934,0.18318318,-9.396003,1860.0,0.22403629,0.37964582,0.4038563,93000.0,9300.0,0.3416666666666666,0.125,92
0.46807465,470000.0,0.97445947,0.18311639,-9.4670105,1880.0,0.22402339,0.37957457,0.4531769,94000.0,9400.0,0.3666666666666667,0.12333333333333334,93
0.42818126,475000.0,0.97505933,0.18304141,-8.1691065,1900.0,0.22400402,0.37956062,0.37063965,95000.0,9500.0,0.4166666666666667,0.11499999999999999,94
0.42929462,480000.0,0.9756233,0.18295465,-8.373364,1920.0,0.22398238,0.37954578,0.4520912,96000.0,9600.0,0.39999999999999997,0.10166666666666668,95
0.4512247,485000.0,0.9762226,0.18292041,-9.6910095,1940.0,0.22394352,0.37957683,0.3624175,97000.0,9700.0,0.3833333333333333,0.09666666666666668,96
0.39266953,490000.0,0.9766924,0.18282788,-8.157727,1960.0,0.22387974,0.37965426,0.35410476,98000.0,9800.0,0.4583333333333333,0.12166666666666666,97
0.416212,495000.0,0.97724557,0.18272547,-8.615013,1980.0,0.22384824,0.37969184,0.4599111,99000.0,9900.0,0.32499999999999996,0.13,98
0.42365554,500000.0,0.97774094,0.18262772,-8.592137,2000.0,0.22381544,0.37972054,0.35682955,100000.0,10000.0,0.3833333333333333,0.11833333333333333,99
0.45740366,505000.0,0.9782354,0.1825723,-8.970033,2020.0,0.2238384,0.3796583,0.45151743,101000.0,10100.0,0.325,0.105,100
0.39149484,510000.0,0.9786906,0.18251967,-8.318652,2040.0,0.22378479,0.3797903,0.385219,102000.0,10200.0,0.425,0.115,101
0.38813666,515000.0,0.97918195,0.1824637,-8.041677,2060.0,0.22372304,0.37984395,0.46812797,103000.0,10300.0,0.3833333333333333,0.14,102
0.43417823,520000.0,0.97965384,0.18239395,-8.68352,2080.0,0.2236393,0.37992796,0.5497601,104000.0,10400.0,0.375,0.14,103
0.4314314,525000.0,0.9800728,0.18236585,-9.191559,2100.0,0.22358727,0.37999013,0.46696126,105000.0,10500.0,0.325,0.1366666666666667,104
0.45905533,530000.0,0.9804829,0.18227856,-8.779952,2120.0,0.2235487,0.37999603,0.40893793,106000.0,10600.0,0.39166666666666666,0.11666666666666665,105
0.38569316,535000.0,0.9809038,0.18217659,-8.048341,2140.0,0.22353975,0.3799912,0.4255115,107000.0,10700.0,0.35833333333333334,0.14,106
0.3709003,540000.0,0.981347,0.18213554,-8.407591,2160.0,0.22353105,0.37995934,0.35201046,108000.0,10800.0,0.3666666666666667,0.13,107
0.47170845,545000.0,0.98174864,0.18205734,-9.163139,2180.0,0.22352366,0.37994376,0.48767623,109000.0,10900.0,0.2916666666666667,0.12333333333333334,108
0.45060766,550000.0,0.9821859,0.18199699,-8.692253,2200.0,0.22346437,0.37999627,0.40270603,110000.0,11000.0,0.4583333333333333,0.13833333333333334,109
0.39489985,555000.0,0.9826165,0.18194206,-7.735973,2220.0,0.2234791,0.3800107,0.5829937,111000.0,11100.0,0.4083333333333334,0.11833333333333333,110
0.41544214,560000.0,0.9830453,0.18189378,-7.982933,2240.0,0.22343607,0.38002333,0.4758973,112000.0,11200.0,0.425,0.13166666666666668,111
0.39906403,565000.0,0.98347837,0.18184845,-7.5092807,2260.0,0.22340155,0.37995896,0.3761594,113000.0,11300.0,0.45,0.11166666666666665,112
0.42025256,570000.0,0.98388463,0.18182282,-8.248474,2280.0,0.22339325,0.3800303,0.41641983,114000.0,11400.0,0.4166666666666667,0.135,113
0.37308827,575000.0,0.98428875,0.18179537,-6.969288,2300.0,0.2233736,0.38003436,0.42241028,115000.0,11500.0,0.4916666666666667,0.10833333333333334,114
0.38865805,580000.0,0.9846814,0.18173873,-7.3949833,2320.0,0.22332759,0.38002792,0.4256549,116000.0,11600.0,0.43333333333333335,0.1366666666666667,115
0.42863822,585000.0,0.9850735,0.18169741,-8.51736,2340.0,0.2232921,0.3800833,0.3487966,117000.0,11700.0,0.45,0.16166666666666665,116
0.40660557,590000.0,0.98546726,0.18165626,-7.697469,2360.0,0.22326224,0.38013664,0.40212163,118000.0,11800.0,0.4916666666666667,0.12,117
0.4304239,595000.0,0.98584145,0.18160732,-7.9907646,2380.0,0.22326045,0.38010725,0.4152781,119000.0,11900.0,0.5,0.15166666666666664,118
0.39294413,600000.0,0.9862187,0.18157189,-8.107102,2400.0,0.22322297,0.38010105,0.37575725,120000.0,12000.0,0.4666666666666666,0.155,119
0.40375057,605000.0,0.9865713,0.18152301,-7.5840907,2420.0,0.22318085,0.38014445,0.49202886,121000.0,12100.0,0.525,0.145,120
0.34984148,610000.0,0.986907,0.18150608,-7.2360077,2440.0,0.22314484,0.3801603,0.3958377,122000.0,12200.0,0.525,0.12,121
0.39401066,615000.0,0.9872484,0.1814558,-7.2886715,2460.0,0.22313257,0.38012847,0.42410883,123000.0,12300.0,0.4833333333333334,0.11666666666666668,122
0.41033673,620000.0,0.9875563,0.18145518,-8.186393,2480.0,0.2231007,0.38016048,0.45166537,124000.0,12400.0,0.4583333333333333,0.14666666666666667,123
0.42807722,625000.0,0.98793334,0.18140608,-8.100743,2500.0,0.22307058,0.3802158,0.45504847,125000.0,12500.0,0.5,0.12166666666666666,124
0.43082967,630000.0,0.98825485,0.18135022,-8.225991,2520.0,0.22308059,0.38024458,0.5451398,126000.0,12600.0,0.4916666666666667,0.13166666666666668,125
0.44993445,635000.0,0.98857754,0.18131159,-8.669612,2540.0,0.22306938,0.380264,0.3601891,127000.0,12700.0,0.4833333333333334,0.17,126
0.37742576,640000.0,0.98890525,0.18124501,-7.452974,2560.0,0.22305484,0.38026562,0.5000209,128000.0,12800.0,0.5499999999999999,0.14500000000000002,127
0.4362162,645000.0,0.989196,0.18119873,-8.119344,2580.0,0.22304273,0.38029447,0.405964,129000.0,12900.0,0.44166666666666665,0.11833333333333333,128
0.40959516,650000.0,0.9894894,0.18116872,-8.099125,2600.0,0.22300656,0.38033363,0.3520509,130000.0,13000.0,0.45,0.135,129
0.43638346,655000.0,0.98979956,0.18114446,-8.600488,2620.0,0.222993,0.3803588,0.37444678,131000.0,13100.0,0.35000000000000003,0.1416666666666667,130
0.39098135,660000.0,0.99009556,0.1810981,-7.7808,2640.0,0.22298308,0.3803222,0.3761324,132000.0,13200.0,0.45833333333333326,0.12833333333333333,131
0.38673082,665000.0,0.9903539,0.18106677,-7.397448,2660.0,0.2229497,0.38032863,0.45236945,133000.0,13300.0,0.55,0.1416666666666667,132
0.40820804,670000.0,0.9906445,0.18103449,-8.257588,2680.0,0.22291894,0.3803428,0.54409236,134000.0,13400.0,0.47500000000000003,0.14833333333333334,133
0.40578845,675000.0,0.9909377,0.18098839,-8.073077,2700.0,0.22290754,0.3803366,0.37293318,135000.0,13500.0,0.4583333333333333,0.16,134
0.36044207,680000.0,0.99123746,0.1809452,-7.05955,2720.0,0.22286384,0.38041285,0.5594458,136000.0,13600.0,0.5166666666666667,0.15000000000000002,135
0.34636202,685000.0,0.99155074,0.18092161,-6.49078,2740.0,0.22285672,0.38043484,0.49193332,137000.0,13700.0,0.5333333333333333,0.14833333333333334,136
0.3731338,690000.0,0.99188304,0.18090315,-7.4907517,2760.0,0.2228096,0.38044295,0.45347616,138000.0,13800.0,0.4583333333333333,0.15666666666666665,137
0.41124725,695000.0,0.9921585,0.18087561,-8.56261,2780.0,0.2228543,0.38044938,0.32109264,139000.0,13900.0,0.4083333333333334,0.135,138
0.35636488,700000.0,0.9924523,0.1808074,-6.988682,2800.0,0.22284909,0.3804241,0.40536204,140000.0,14000.0,0.4666666666666666,0.1416666666666667,139
0.3342197,705000.0,0.9927432,0.18076162,-6.791916,2820.0,0.22281075,0.38039112,0.33346406,141000.0,14100.0,0.5333333333333333,0.13833333333333334,140
0.41570878,710000.0,0.9929991,0.18074386,-7.858587,2840.0,0.22278805,0.38037303,0.37046233,142000.0,14200.0,0.44166666666666665,0.14333333333333334,141
0.39929166,715000.0,0.9932956,0.18071233,-7.461319,2860.0,0.22279133,0.38040432,0.5625589,143000.0,14300.0,0.5083333333333333,0.15833333333333335,142
0.37468076,720000.0,0.993568,0.18067129,-6.9423776,2880.0,0.22276099,0.38037786,0.40266228,144000.0,14400.0,0.5750000000000001,0.165,143
0.3609952,725000.0,0.9938099,0.18064159,-6.971773,2900.0,0.22275682,0.38038626,0.38394833,145000.0,14500.0,0.5833333333333334,0.13333333333333333,144
0.384763,730000.0,0.99406666,0.18062966,-7.3366494,2920.0,0.22274424,0.3804319,0.40505084,146000.0,14600.0,0.5166666666666667,0.16666666666666666,145
0.3939364,735000.0,0.99429107,0.18060295,-7.464779,2940.0,0.22273111,0.3804388,0.46452355,147000.0,14700.0,0.4916666666666667,0.16,146
0.41459242,740000.0,0.99453807,0.18059354,-7.5014668,2960.0,0.22271316,0.3804424,0.49228415,148000.0,14800.0,0.5499999999999999,0.18166666666666667,147
0.36397716,745000.0,0.9947751,0.18058272,-7.29719,2980.0,0.22270729,0.380484,0.39817867,149000.0,14900.0,0.6166666666666667,0.15833333333333333,148
0.39929882,750000.0,0.9949798,0.1805494,-7.647843,3000.0,0.22269277,0.38049802,0.39372912,150000.0,15000.0,0.45,0.165,149
0.36776075,755000.0,0.9952087,0.1805227,-6.8884163,3020.0,0.22265942,0.3805158,0.3585858,151000.0,15100.0,0.5916666666666667,0.17,150
0.38353324,760000.0,0.995416,0.18047945,-6.9995446,3040.0,0.2226534,0.38051793,0.42717555,152000.0,15200.0,0.5666666666666667,0.16666666666666666,151
0.36632705,765000.0,0.995622,0.18043618,-7.4046516,3060.0,0.22264819,0.38052455,0.4493269,153000.0,15300.0,0.5083333333333333,0.1416666666666667,152
0.34376216,770000.0,0.9958389,0.18042088,-6.731813,3080.0,0.2226453,0.38052168,0.3473412,154000.0,15400.0,0.5,0.15666666666666668,153
0.3825952,775000.0,0.99607015,0.18039376,-7.201641,3100.0,0.22264783,0.3804874,0.40712237,155000.0,15500.0,0.6416666666666666,0.12833333333333333,154
0.3766487,780000.0,0.9963021,0.18038423,-7.4653378,3120.0,0.22262992,0.38050517,0.48534533,156000.0,15600.0,0.5166666666666667,0.15833333333333333,155
0.38026965,785000.0,0.99649996,0.18035759,-7.233476,3140.0,0.22263266,0.38048577,0.34058785,157000.0,15700.0,0.5666666666666668,0.15833333333333335,156
0.3305215,790000.0,0.9966896,0.18034841,-6.3770394,3160.0,0.22264169,0.38045767,0.41070163,158000.0,15800.0,0.5833333333333334,0.18000000000000002,157
0.3648486,795000.0,0.9968576,0.18032978,-6.6699677,3180.0,0.22263928,0.3804624,0.4621029,159000.0,15900.0,0.6,0.13499999999999998,158
0.39587036,800000.0,0.9970638,0.18031307,-7.4515076,3200.0,0.2226427,0.3804473,0.36997733,160000.0,16000.0,0.4666666666666666,0.17499999999999996,159
0.36374345,805000.0,0.99724084,0.18032043,-7.423468,3220.0,0.22263603,0.38047513,0.40203547,161000.0,16100.0,0.5333333333333333,0.14833333333333334,160
0.37387303,810000.0,0.99746495,0.18029587,-6.719375,3240.0,0.2226069,0.3805069,0.39355823,162000.0,16200.0,0.5750000000000001,0.155,161
0.38876677,815000.0,0.997639,0.18029116,-7.6137943,3260.0,0.22262122,0.3805177,0.34818017,163000.0,16300.0,0.5333333333333333,0.16666666666666666,162
0.38254046,820000.0,0.9978146,0.18026753,-7.6333365,3280.0,0.22259305,0.380514,0.39466247,164000.0,16400.0,0.5916666666666667,0.16,163
0.36627078,825000.0,0.99801105,0.18024592,-6.9879723,3300.0,0.22260348,0.380486,0.37843636,165000.0,16500.0,0.6,0.18000000000000002,164
0.39164153,830000.0,0.9981749,0.18022622,-7.5926185,3320.0,0.22259736,0.38048604,0.36247873,166000.0,16600.0,0.5166666666666666,0.16833333333333333,165
0.36205438,835000.0,0.9983625,0.18021996,-6.7915454,3340.0,0.22261177,0.38047576,0.38898382,167000.0,16700.0,0.6416666666666667,0.19000000000000003,166
0.3481102,840000.0,0.9985536,0.18019892,-6.6398025,3360.0,0.2225971,0.38047025,0.3526427,168000.0,16800.0,0.5833333333333334,0.17333333333333334,167
0.34591675,845000.0,0.9987602,0.18020792,-5.9889245,3380.0,0.222564,0.3805121,0.37469658,169000.0,16900.0,0.6416666666666667,0.17,168
0.3512393,850000.0,0.9989422,0.18020849,-6.3969283,3400.0,0.22255988,0.3805143,0.37898925,170000.0,17000.0,0.55,0.18499999999999997,169
0.34619936,855000.0,0.999111,0.18021636,-6.718113,3420.0,0.22253923,0.38054934,0.38562694,171000.0,17100.0,0.6000000000000001,0.18333333333333335,170
0.33977577,860000.0,0.99924797,0.18020724,-6.2706795,3440.0,0.22253053,0.3805461,0.4213505,172000.0,17200.0,0.6166666666666667,0.19499999999999998,171
0.34501377,865000.0,0.9994063,0.18019895,-6.3315125,3460.0,0.22252141,0.38054743,0.5220328,173000.0,17300.0,0.5583333333333332,0.20333333333333334,172
