test/ag_g_dist,train/reward_compute_count,stats_o/std,stats_o/mean,test/mean_Q,test/episode,stats_g/std,stats_g/mean,train/critic_loss,test/reward_compute_count,train/episode,test/success_rate,train/success_rate,epoch
0.3172961,870000.0,0.99959034,0.18017656,-6.003367,3480.0,0.22251083,0.38053527,0.4350606,174000.0,17400.0,0.5666666666666667,0.16333333333333336,173
0.37200174,875000.0,0.9997539,0.18015079,-6.835547,3500.0,0.22252797,0.3805646,0.4739031,175000.0,17500.0,0.5666666666666668,0.20333333333333337,174
0.33671913,880000.0,0.9999096,0.18012297,-6.6655316,3520.0,0.22251432,0.38058993,0.48966447,176000.0,17600.0,0.5416666666666666,0.20000000000000004,175
0.40215948,885000.0,1.0000737,0.18013608,-7.336145,3540.0,0.22250243,0.3806312,0.38477233,177000.0,17700.0,0.6583333333333333,0.17333333333333334,176
0.33397388,890000.0,1.0001886,0.18012525,-5.7109113,3560.0,0.22251455,0.3805882,0.47743765,178000.0,17800.0,0.6833333333333332,0.19333333333333336,177
0.4040464,895000.0,1.0003414,0.1801091,-7.3403563,3580.0,0.22253354,0.38056174,0.37643933,179000.0,17900.0,0.5499999999999999,0.19499999999999998,178
0.3443958,900000.0,1.0004661,0.18007489,-6.164942,3600.0,0.2225318,0.38057044,0.37894568,180000.0,18000.0,0.6166666666666666,0.20166666666666666,179
0.4043487,905000.0,1.0006288,0.18007617,-7.1699815,3620.0,0.22254165,0.38057962,0.53543293,181000.0,18100.0,0.5499999999999999,0.19499999999999998,180
0.4300418,910000.0,1.0007552,0.1800698,-7.040426,3640.0,0.22257757,0.38058022,0.47591496,182000.0,18200.0,0.4916666666666667,0.18499999999999997,181
0.41995087,915000.0,1.0009167,0.18004607,-6.382357,3660.0,0.22262883,0.38052306,0.43338108,183000.0,18300.0,0.525,0.17499999999999996,182
0.4507916,920000.0,1.0010487,0.18007636,-6.7841353,3680.0,0.22268851,0.38048062,0.40787852,184000.0,18400.0,0.5583333333333333,0.16833333333333333,183
0.5022387,925000.0,1.0011674,0.18008803,-7.5740585,3700.0,0.22273858,0.38044432,0.3808709,185000.0,18500.0,0.45,0.14166666666666666,184
0.5320487,930000.0,1.0012404,0.18009238,-7.343518,3720.0,0.22280307,0.38040432,0.4318742,186000.0,18600.0,0.5083333333333333,0.10666666666666667,185
0.5438005,935000.0,1.0012429,0.18010104,-6.8247313,3740.0,0.22287817,0.38035008,0.37245235,187000.0,18700.0,0.47500000000000003,0.14333333333333334,186
0.5088492,940000.0,1.001229,0.18011115,-6.78029,3760.0,0.22288264,0.38034913,0.31648755,188000.0,18800.0,0.4416666666666667,0.18499999999999997,187
0.5103967,945000.0,1.0011643,0.18014874,-7.4890885,3780.0,0.22292565,0.38034764,0.38519916,189000.0,18900.0,0.40833333333333327,0.1416666666666667,188
0.4720688,950000.0,1.0011406,0.18016215,-6.8594494,3800.0,0.22297616,0.38034806,0.44916025,190000.0,19000.0,0.5166666666666667,0.14,189
0.41638133,955000.0,1.0011265,0.18016954,-6.8423595,3820.0,0.22297229,0.38036022,0.3815156,191000.0,19100.0,0.5166666666666667,0.18166666666666664,190
0.45203295,960000.0,1.001086,0.18018292,-7.384239,3840.0,0.22298925,0.3803657,0.40721568,192000.0,19200.0,0.5583333333333333,0.15000000000000002,191
0.36925113,965000.0,1.0010561,0.18019415,-6.359379,3860.0,0.22298495,0.38041064,0.37971547,193000.0,19300.0,0.625,0.18666666666666668,192
0.3785255,970000.0,1.0010767,0.18019523,-6.424408,3880.0,0.22303462,0.3803725,0.41573748,194000.0,19400.0,0.6166666666666667,0.17833333333333332,193
0.38168916,975000.0,1.0011207,0.18020798,-6.3549666,3900.0,0.2230463,0.38037196,0.40636373,195000.0,19500.0,0.6416666666666667,0.19000000000000003,194
0.42732248,980000.0,1.0011629,0.18021287,-7.947382,3920.0,0.22307432,0.38036475,0.43164292,196000.0,19600.0,0.5416666666666666,0.17500000000000002,195
0.4205911,985000.0,1.001245,0.18020599,-7.2346883,3940.0,0.22304969,0.38037696,0.44126844,197000.0,19700.0,0.5416666666666666,0.21666666666666667,196
0.34355453,990000.0,1.0013258,0.18021996,-6.035731,3960.0,0.22303884,0.3804147,0.35870472,198000.0,19800.0,0.65,0.21166666666666667,197
0.37584123,995000.0,1.0014337,0.18020225,-6.124832,3980.0,0.22303963,0.38038555,0.45143783,199000.0,19900.0,0.6916666666666668,0.20166666666666666,198
0.38661933,1000000.0,1.0015465,0.18018286,-6.969284,4000.0,0.22302444,0.380349,0.42805585,200000.0,20000.0,0.6083333333333333,0.18833333333333332,199
