epoch,test/mean_Q,train/episode,train/critic_loss,test/success_rate,stats_g/std,test/episode,stats_o/mean,train/success_rate,stats_o/std,test/ag_g_dist,stats_g/mean
25,-11.319142,2600.0,0.3309966,0.4666666666666666,0.17097312,520.0,0.18906634,0.15666666666666668,0.085601605,0.16667013,0.797118
26,-12.12965,2700.0,0.41221872,0.5583333333333332,0.17087601,540.0,0.18937176,0.165,0.08617395,0.17496733,0.7985111
27,-10.550794,2800.0,0.29017296,0.5916666666666667,0.17080612,560.0,0.18961607,0.16,0.08680763,0.1601887,0.7998616
28,-11.632324,2900.0,0.48663816,0.5,0.17057413,580.0,0.18976714,0.18666666666666668,0.08712686,0.16717257,0.80107164
29,-13.307796,3000.0,1.0226337,0.47500000000000003,0.1705962,600.0,0.18991505,0.17,0.087376244,0.18174219,0.8022031
30,-11.349202,3100.0,0.8342368,0.4916666666666667,0.17010993,620.0,0.1899292,0.1466666666666667,0.08751562,0.200274,0.8030395
31,-12.057,3200.0,0.79554105,0.4166666666666667,0.16984004,640.0,0.18999286,0.15000000000000002,0.08763548,0.21720015,0.80385923
32,-10.52015,3300.0,0.6674897,0.6166666666666667,0.16993439,660.0,0.19001377,0.18166666666666664,0.0879289,0.18963857,0.8042677
33,-14.047681,3400.0,0.9278042,0.4666666666666666,0.17021473,680.0,0.1901098,0.17,0.088374265,0.20583405,0.8049037
34,-11.711818,3500.0,0.79685444,0.5499999999999999,0.17032571,700.0,0.19018291,0.17666666666666667,0.088799275,0.19585533,0.8054092
35,-13.763164,3600.0,0.5732854,0.4749999999999999,0.17025174,720.0,0.19028862,0.16333333333333333,0.08904642,0.1853162,0.80608946
36,-12.291259,3700.0,0.814936,0.525,0.17036892,740.0,0.19042367,0.16666666666666666,0.08938974,0.18195605,0.8067141
37,-12.920028,3800.0,0.5730868,0.5833333333333333,0.1705548,760.0,0.19050689,0.17500000000000002,0.08991101,0.1932773,0.80711085
38,-14.024426,3900.0,0.5611066,0.4416666666666667,0.17073679,780.0,0.19063409,0.18833333333333332,0.09038841,0.18345082,0.80777264
39,-15.727737,4000.0,0.62973285,0.3666666666666667,0.17102271,800.0,0.19074734,0.165,0.09097286,0.21063395,0.8083641
40,-13.494245,4100.0,1.132964,0.5666666666666667,0.17111321,820.0,0.19087358,0.19833333333333333,0.091394395,0.18921773,0.8087862
41,-13.733434,4200.0,0.68781614,0.5166666666666666,0.17116958,840.0,0.19093876,0.19499999999999998,0.091638185,0.196514,0.80915874
42,-12.392273,4300.0,1.3588678,0.4666666666666666,0.17128833,860.0,0.19101925,0.20166666666666666,0.09213209,0.1867296,0.8096476
43,-13.203509,4400.0,0.9691817,0.4166666666666667,0.17137374,880.0,0.19112127,0.17333333333333334,0.092572905,0.18439408,0.81003183
44,-14.6563225,4500.0,1.0706364,0.3416666666666666,0.17148884,900.0,0.19120626,0.15333333333333335,0.09311863,0.20288783,0.8104293
45,-13.110023,4600.0,0.94003075,0.4166666666666667,0.17163788,920.0,0.19133776,0.17500000000000002,0.093613625,0.19754441,0.8108488
46,-14.136979,4700.0,0.97777325,0.45,0.17191236,940.0,0.19140512,0.15833333333333333,0.09412203,0.19291162,0.811127
47,-12.7070055,4800.0,0.90296483,0.375,0.17226751,960.0,0.1915131,0.1416666666666667,0.094614945,0.18335943,0.81147164
48,-11.821838,4900.0,1.056444,0.5416666666666666,0.17245166,980.0,0.19161133,0.15000000000000002,0.0950475,0.18956594,0.8118902
49,-15.285251,5000.0,0.4664391,0.4083333333333334,0.17255978,1000.0,0.19169438,0.18666666666666668,0.0953696,0.21229617,0.8122576
50,-14.5310335,5100.0,1.3318659,0.4083333333333334,0.1726351,1020.0,0.19176222,0.16666666666666666,0.09557476,0.22401647,0.8126326
51,-10.727574,5200.0,0.958014,0.6,0.17265685,1040.0,0.19185252,0.18166666666666664,0.09584417,0.16934621,0.8130629
52,-15.026466,5300.0,1.0313283,0.44166666666666665,0.1727724,1060.0,0.1919393,0.21,0.096081875,0.20025711,0.81339604
53,-13.613533,5400.0,1.0301051,0.4583333333333333,0.17270088,1080.0,0.19200556,0.17833333333333332,0.09629015,0.19795752,0.8137962
54,-12.690857,5500.0,0.7817915,0.6083333333333334,0.17268479,1100.0,0.19209354,0.18000000000000002,0.096472256,0.19837958,0.8142224
55,-12.226074,5600.0,0.96506834,0.5750000000000001,0.1726237,1120.0,0.19214968,0.19833333333333333,0.09665612,0.16203935,0.8145698
56,-14.257282,5700.0,0.7006877,0.5333333333333333,0.17283171,1140.0,0.1922121,0.17333333333333334,0.096934885,0.19172911,0.8148417
57,-15.188583,5800.0,2.378721,0.47500000000000003,0.17277779,1160.0,0.19228892,0.22333333333333336,0.09707332,0.18440402,0.8151074
58,-13.545291,5900.0,0.5363306,0.5166666666666667,0.1728131,1180.0,0.19240172,0.17500000000000002,0.09715706,0.17155188,0.8154442
59,-14.083285,6000.0,0.8650636,0.5583333333333333,0.17292197,1200.0,0.19247854,0.19333333333333336,0.09726089,0.20258684,0.81576496
60,-13.524634,6100.0,0.77847224,0.5083333333333334,0.1729904,1220.0,0.19253315,0.19666666666666668,0.097348906,0.19322507,0.81603384
61,-13.7521715,6200.0,1.4454046,0.5833333333333334,0.17306459,1240.0,0.19257466,0.19333333333333336,0.097481966,0.1973211,0.8162062
62,-13.343165,6300.0,0.7179291,0.5666666666666667,0.1730289,1260.0,0.19261639,0.19499999999999998,0.097548455,0.23943369,0.8163957
63,-13.812175,6400.0,2.0507627,0.5666666666666667,0.17298973,1280.0,0.19263677,0.19166666666666665,0.09770157,0.20149554,0.816638
64,-12.062596,6500.0,1.202154,0.6,0.17297764,1300.0,0.19265236,0.17666666666666667,0.09773002,0.17632133,0.8168642
65,-11.729537,6600.0,1.5526915,0.625,0.17300059,1320.0,0.19271386,0.17833333333333332,0.09794954,0.1710186,0.8170702
66,-12.186363,6700.0,0.8901787,0.6333333333333333,0.17285638,1340.0,0.19277538,0.18166666666666667,0.09793361,0.17106123,0.817229
67,-12.059601,6800.0,1.1751813,0.6083333333333334,0.17282121,1360.0,0.19280863,0.215,0.098056376,0.17242925,0.817414
68,-12.042862,6900.0,0.59679013,0.5750000000000001,0.17278373,1380.0,0.1928374,0.20166666666666666,0.098189265,0.1829877,0.8176007
69,-13.196256,7000.0,0.8495021,0.525,0.17267029,1400.0,0.19287355,0.23166666666666666,0.0982758,0.18076944,0.8178143
70,-11.823964,7100.0,1.1083285,0.625,0.17274316,1420.0,0.19288547,0.21666666666666667,0.098390855,0.19183278,0.81783605
71,-12.959466,7200.0,1.4805398,0.525,0.17283405,1440.0,0.19290538,0.21333333333333335,0.09854337,0.2301584,0.8178835
72,-12.829043,7300.0,1.4412504,0.5833333333333334,0.17277026,1460.0,0.19291995,0.18833333333333332,0.09866172,0.23594932,0.81794643
73,-11.309842,7400.0,2.5866842,0.6666666666666666,0.17279859,1480.0,0.19294071,0.205,0.098795556,0.16912796,0.8180198
74,-9.763291,7500.0,1.9941376,0.75,0.17293058,1500.0,0.19296853,0.21166666666666667,0.098995425,0.15546705,0.81804633
75,-10.341289,7600.0,2.0755002,0.65,0.17298676,1520.0,0.19298823,0.20833333333333334,0.099194564,0.16675793,0.81819564
76,-10.701177,7700.0,1.0928603,0.6083333333333333,0.17291631,1540.0,0.19304948,0.19333333333333336,0.09933892,0.16499843,0.81834
77,-10.560743,7800.0,1.094014,0.6416666666666667,0.17300333,1560.0,0.19307135,0.19666666666666668,0.09950286,0.16926436,0.81845164
78,-10.048372,7900.0,0.44777676,0.6833333333333332,0.17311043,1580.0,0.19309956,0.21833333333333335,0.09968253,0.14857002,0.8185709
79,-9.861426,8000.0,0.8497396,0.65,0.17308249,1600.0,0.19313629,0.19166666666666665,0.099769495,0.1556244,0.81875753
80,-11.042136,8100.0,0.8328833,0.5583333333333333,0.17297621,1620.0,0.19318016,0.23333333333333336,0.09977767,0.19999398,0.8188951
81,-11.658744,8200.0,0.54622835,0.575,0.17289527,1640.0,0.19320406,0.20833333333333334,0.0998176,0.20645332,0.8189879
82,-12.816739,8300.0,0.8446558,0.5,0.1727975,1660.0,0.19322546,0.2066666666666667,0.099828206,0.20498972,0.81916314
83,-10.607965,8400.0,1.2607495,0.6999999999999998,0.17277545,1680.0,0.1932409,0.18166666666666667,0.09991624,0.18214564,0.81925386
84,-12.227519,8500.0,0.9846092,0.5583333333333333,0.17267926,1700.0,0.19326372,0.205,0.099923104,0.1905052,0.81939095
85,-10.345604,8600.0,1.1134006,0.7166666666666668,0.17268772,1720.0,0.19328254,0.19666666666666668,0.10004649,0.1474456,0.8194985
86,-11.928756,8700.0,0.8150098,0.6166666666666667,0.172698,1740.0,0.19330926,0.21166666666666667,0.100146495,0.18977205,0.8196394
87,-11.403534,8800.0,1.4551888,0.6083333333333333,0.17260994,1760.0,0.19333833,0.23666666666666666,0.10013774,0.20426638,0.81972986
88,-12.996731,8900.0,1.0531969,0.6,0.17251348,1780.0,0.19333617,0.19833333333333333,0.100141615,0.17856734,0.819791
89,-11.454216,9000.0,1.3749307,0.65,0.1725735,1800.0,0.19335125,0.225,0.10030859,0.15551771,0.81992894
90,-12.06704,9100.0,1.6264828,0.6416666666666667,0.17251116,1820.0,0.19338888,0.21666666666666667,0.10030991,0.16696592,0.82007736
91,-10.757111,9200.0,1.4139277,0.6916666666666668,0.17251182,1840.0,0.19339927,0.20333333333333334,0.10040494,0.16190146,0.8201441
92,-12.591176,9300.0,0.8758635,0.5666666666666667,0.17241527,1860.0,0.19341171,0.23166666666666666,0.10040528,0.1742395,0.82017857
93,-11.925063,9400.0,1.3618761,0.575,0.172374,1880.0,0.19344835,0.21166666666666667,0.100458585,0.16131778,0.8203022
94,-11.1922,9500.0,1.5253984,0.6916666666666668,0.17233075,1900.0,0.1934648,0.19666666666666666,0.100559145,0.16552271,0.8204424
95,-10.27232,9600.0,0.94262576,0.6249999999999999,0.17232342,1920.0,0.19347374,0.21166666666666667,0.10059459,0.1625876,0.8205406
96,-10.170069,9700.0,1.0208873,0.6333333333333333,0.17236437,1940.0,0.19350284,0.21666666666666667,0.10072983,0.15615837,0.8206443
97,-10.951465,9800.0,1.597633,0.6583333333333333,0.17232132,1960.0,0.19350761,0.22833333333333336,0.10081557,0.16629186,0.820738
98,-11.167839,9900.0,0.85864073,0.625,0.17226784,1980.0,0.19352186,0.23166666666666666,0.100879125,0.15204231,0.82080275
99,-11.379386,10000.0,0.7759583,0.575,0.1722173,2000.0,0.19353445,0.21333333333333335,0.1009424,0.1534473,0.8210003
100,-11.164494,10100.0,1.1439514,0.6749999999999999,0.17219128,2020.0,0.19355579,0.225,0.10104517,0.16277416,0.82111484
101,-11.770528,10200.0,0.8098547,0.5916666666666667,0.17209817,2040.0,0.19358552,0.21999999999999997,0.10106268,0.16833277,0.82125765
102,-11.383842,10300.0,1.8428952,0.625,0.17202246,2060.0,0.19361238,0.2233333333333333,0.101139225,0.15482882,0.8213493
103,-10.579776,10400.0,1.3003026,0.6250000000000001,0.17194612,2080.0,0.1936297,0.20833333333333334,0.10119114,0.14719352,0.82145697
104,-10.9579935,10500.0,1.28534,0.7083333333333334,0.17187293,2100.0,0.19364135,0.2233333333333333,0.10123383,0.17005421,0.8215775
105,-12.555844,10600.0,0.9323067,0.5583333333333333,0.17175834,2120.0,0.19367075,0.21166666666666667,0.10128,0.17283362,0.8216494
106,-11.695735,10700.0,0.8776805,0.65,0.17172138,2140.0,0.1937105,0.21833333333333335,0.101333745,0.19027294,0.82181305
107,-10.518638,10800.0,1.7687992,0.725,0.1716323,2160.0,0.19374168,0.21666666666666667,0.10137397,0.16094737,0.8218817
108,-11.832809,10900.0,1.1097592,0.6166666666666667,0.1716669,2180.0,0.19375964,0.21666666666666667,0.1014572,0.16740628,0.82199746
109,-11.2597685,11000.0,1.9289182,0.6833333333333332,0.17161912,2200.0,0.19375779,0.24833333333333332,0.10149602,0.15513027,0.82202345
110,-10.362103,11100.0,1.4147619,0.7166666666666668,0.1715361,2220.0,0.19376415,0.18833333333333332,0.10153224,0.18082394,0.822063
111,-12.363545,11200.0,1.386725,0.5750000000000001,0.17148669,2240.0,0.19378407,0.22166666666666668,0.10159709,0.17134874,0.8222153
112,-10.175544,11300.0,1.3960122,0.7166666666666668,0.17148711,2260.0,0.19378643,0.205,0.10171675,0.1587472,0.8222704
113,-11.124176,11400.0,0.83487844,0.7000000000000001,0.1714318,2280.0,0.19379395,0.205,0.10185435,0.17525558,0.82234293
114,-9.664001,11500.0,0.7789338,0.75,0.17139876,2300.0,0.193819,0.23166666666666666,0.10204955,0.15716371,0.82238865
115,-11.96028,11600.0,1.7402579,0.6083333333333334,0.17144847,2320.0,0.19382006,0.20833333333333334,0.10228003,0.16284013,0.8224686
116,-10.381973,11700.0,0.6203484,0.6833333333333335,0.17136167,2340.0,0.19382207,0.24333333333333332,0.10239575,0.15806873,0.8225314
117,-13.064351,11800.0,1.3183426,0.6083333333333333,0.17130446,2360.0,0.19383033,0.22333333333333336,0.10246549,0.1702257,0.8225954
118,-11.382775,11900.0,1.6120166,0.6583333333333333,0.17132686,2380.0,0.19383647,0.19666666666666666,0.10261349,0.15120731,0.82264143
119,-10.3757715,12000.0,1.0022913,0.7916666666666666,0.17129375,2400.0,0.19384617,0.215,0.10277397,0.15733902,0.8227515
120,-12.9119835,12100.0,0.60200745,0.6083333333333334,0.17123373,2420.0,0.19386835,0.18166666666666667,0.10286811,0.17493486,0.8228851
121,-11.544009,12200.0,1.4459176,0.6249999999999999,0.1711731,2440.0,0.19388156,0.20333333333333337,0.10291687,0.15156128,0.8229551
122,-12.555606,12300.0,0.5259051,0.6583333333333333,0.17113434,2460.0,0.19388969,0.26333333333333336,0.102992095,0.1601816,0.82303506
123,-11.452811,12400.0,0.3746818,0.65,0.17106688,2480.0,0.19390787,0.25166666666666665,0.10305872,0.1630159,0.82314134
124,-11.165746,12500.0,0.88502073,0.7333333333333334,0.17105608,2500.0,0.1939163,0.19499999999999998,0.10311392,0.15507217,0.823217
125,-11.569148,12600.0,0.97882074,0.725,0.17107563,2520.0,0.1939127,0.23833333333333337,0.103200175,0.16716228,0.82328075
126,-12.062138,12700.0,0.67629486,0.7000000000000001,0.17105074,2540.0,0.19393499,0.2283333333333333,0.10322795,0.163155,0.8233339
127,-13.28803,12800.0,0.95426327,0.625,0.17109688,2560.0,0.19395238,0.19166666666666665,0.103322886,0.16554654,0.8233795
128,-12.800378,12900.0,0.8217408,0.7000000000000001,0.17104155,2580.0,0.19398338,0.22999999999999998,0.1033566,0.1733238,0.82346153
129,-11.985301,13000.0,0.928611,0.6166666666666667,0.17103846,2600.0,0.19400197,0.20333333333333334,0.10340077,0.1563179,0.82352835
130,-11.33371,13100.0,0.9653967,0.7000000000000001,0.17101234,2620.0,0.19400932,0.21833333333333335,0.10344187,0.15106846,0.82365036
131,-10.824127,13200.0,1.8631498,0.775,0.17097837,2640.0,0.1940165,0.24333333333333332,0.10347122,0.14952643,0.8237272
132,-11.758232,13300.0,1.1724843,0.7666666666666666,0.17087984,2660.0,0.19403493,0.21166666666666667,0.103456885,0.17339118,0.82385164
133,-10.323752,13400.0,1.1864804,0.775,0.17086352,2680.0,0.19404805,0.19333333333333336,0.10349188,0.14340332,0.82396287
134,-11.777278,13500.0,0.83627945,0.75,0.17081337,2700.0,0.19407515,0.20666666666666667,0.10355071,0.1583994,0.82406217
135,-12.20328,13600.0,0.9764154,0.7083333333333334,0.17074908,2720.0,0.19408649,0.2333333333333333,0.10357806,0.16691832,0.8241207
136,-11.382466,13700.0,1.95544,0.6833333333333332,0.17068811,2740.0,0.19408642,0.215,0.1035675,0.16081019,0.8241849
137,-10.906364,13800.0,1.0229056,0.7416666666666667,0.17064644,2760.0,0.19410206,0.19166666666666665,0.103627644,0.15044554,0.8243189
138,-11.512082,13900.0,1.2630088,0.7416666666666666,0.17058326,2780.0,0.1941046,0.19499999999999998,0.10365536,0.15390603,0.82435256
139,-12.043198,14000.0,1.9445095,0.5916666666666667,0.1704756,2800.0,0.19411951,0.2066666666666667,0.10363533,0.1734839,0.8244629
140,-10.892239,14100.0,0.8005969,0.75,0.1704142,2820.0,0.19413592,0.19499999999999998,0.103654355,0.15386744,0.8245602
141,-11.916959,14200.0,0.59000534,0.7166666666666667,0.17045106,2840.0,0.19415824,0.19499999999999998,0.10371923,0.17476375,0.8246508
142,-11.8307495,14300.0,0.94697064,0.6666666666666666,0.1704489,2860.0,0.1941687,0.21833333333333335,0.10376856,0.16490823,0.8246998
143,-13.033783,14400.0,1.4724984,0.6833333333333332,0.17051077,2880.0,0.19417353,0.19166666666666665,0.10384186,0.18706693,0.82470757
144,-11.690262,14500.0,0.5531576,0.7166666666666667,0.17050934,2900.0,0.19419849,0.19499999999999998,0.10387383,0.17090957,0.8247905
145,-12.595481,14600.0,0.66807204,0.6833333333333332,0.17047955,2920.0,0.19419754,0.21666666666666665,0.103889875,0.17514797,0.8248063
146,-13.928987,14700.0,1.4316224,0.6916666666666668,0.17045718,2940.0,0.19420324,0.20666666666666667,0.1039271,0.17824666,0.8248904
147,-14.596036,14800.0,1.080065,0.5666666666666668,0.17046838,2960.0,0.19420405,0.20833333333333334,0.10396718,0.19164751,0.824938
148,-12.077888,14900.0,1.3006834,0.75,0.1704595,2980.0,0.19420345,0.19166666666666665,0.103987396,0.16076572,0.82494396
149,-13.707574,15000.0,1.0126854,0.6499999999999999,0.17047967,3000.0,0.1942362,0.20166666666666666,0.10401806,0.17706732,0.82503766
150,-13.026713,15100.0,0.76655906,0.7000000000000001,0.1704454,3020.0,0.19424553,0.23666666666666666,0.104044616,0.16917674,0.8250685
151,-11.568657,15200.0,1.1760722,0.7416666666666667,0.17049932,3040.0,0.19424981,0.20833333333333334,0.10408906,0.18616743,0.82509947
152,-14.077591,15300.0,1.0561237,0.5833333333333334,0.17047215,3060.0,0.19426338,0.215,0.10408757,0.1694298,0.8251519
153,-10.873978,15400.0,2.1992142,0.7833333333333332,0.1704808,3080.0,0.19428349,0.18499999999999997,0.10409454,0.15283318,0.8252263
154,-11.511712,15500.0,1.2630025,0.75,0.17047107,3100.0,0.19430418,0.20000000000000004,0.104111284,0.15428866,0.82527333
155,-12.41142,15600.0,1.20887,0.7583333333333333,0.17048883,3120.0,0.1943235,0.24,0.10414698,0.16554442,0.82535225
156,-13.198662,15700.0,0.9079237,0.6916666666666668,0.17053723,3140.0,0.19434126,0.18833333333333332,0.10418526,0.17439204,0.82541704
157,-12.418456,15800.0,0.84040743,0.7416666666666666,0.17054985,3160.0,0.19435804,0.21999999999999997,0.104204275,0.17843883,0.8254519
158,-10.606456,15900.0,0.9564418,0.8166666666666668,0.17059396,3180.0,0.19436048,0.18333333333333335,0.104248084,0.15046112,0.82544184
159,-12.9570465,16000.0,1.1685457,0.6916666666666668,0.17056052,3200.0,0.19437034,0.19333333333333336,0.104265,0.15997332,0.8254788
160,-13.249469,16100.0,1.3862662,0.6333333333333333,0.17057914,3220.0,0.19438799,0.21333333333333335,0.10427516,0.15869002,0.82552177
161,-11.384847,16200.0,0.91343254,0.7833333333333332,0.17056848,3240.0,0.19439705,0.22,0.104301535,0.16200255,0.82554764
162,-13.02124,16300.0,1.9799956,0.6916666666666668,0.17057662,3260.0,0.1944167,0.19499999999999998,0.1043402,0.15840137,0.82555646
163,-11.758784,16400.0,2.5982814,0.7000000000000001,0.17053163,3280.0,0.19443643,0.20000000000000004,0.10433513,0.16315974,0.8256333
164,-11.011165,16500.0,1.5320297,0.8333333333333334,0.17057796,3300.0,0.19444925,0.19666666666666666,0.10437747,0.15791757,0.8256554
165,-12.719474,16600.0,1.5748678,0.7416666666666666,0.17056076,3320.0,0.19446814,0.215,0.104391895,0.17135094,0.8256735
166,-14.09126,16700.0,0.56921965,0.5666666666666667,0.17052014,3340.0,0.19446844,0.24333333333333332,0.104432665,0.16845138,0.82568115
167,-13.626012,16800.0,1.9623393,0.65,0.17053904,3360.0,0.19449024,0.20166666666666666,0.10446031,0.18261634,0.8257219
168,-13.649783,16900.0,0.6470177,0.6583333333333333,0.17048395,3380.0,0.194511,0.19333333333333336,0.104492985,0.16851014,0.82578593
169,-12.190379,17000.0,1.89856,0.725,0.17042871,3400.0,0.19453831,0.20333333333333334,0.104517125,0.17352462,0.82583785
170,-11.783229,17100.0,0.6665546,0.7000000000000001,0.17042886,3420.0,0.1945529,0.22666666666666666,0.10452914,0.14555247,0.82585955
171,-11.034248,17200.0,1.3070375,0.7416666666666667,0.17041777,3440.0,0.19457346,0.20833333333333334,0.104555756,0.1532111,0.82593304
172,-11.371642,17300.0,1.1048962,0.7166666666666667,0.17042851,3460.0,0.19458961,0.22833333333333336,0.104578584,0.15810783,0.82595396
173,-10.300175,17400.0,0.91325825,0.7416666666666667,0.17034346,3480.0,0.194604,0.19833333333333333,0.104573585,0.1433189,0.82600164
174,-10.9993105,17500.0,1.185189,0.6916666666666668,0.17035209,3500.0,0.19462417,0.22,0.10459932,0.14581725,0.8260762
175,-12.849677,17600.0,1.5324408,0.6833333333333332,0.1703078,3520.0,0.1946433,0.25333333333333335,0.10461631,0.16167371,0.8261697
176,-10.999015,17700.0,0.79611903,0.7666666666666666,0.17031018,3540.0,0.19464083,0.22166666666666668,0.10464587,0.15764584,0.8262067
177,-11.016212,17800.0,0.665381,0.8000000000000002,0.17027049,3560.0,0.19464016,0.215,0.10464263,0.17055547,0.8262394
178,-11.15865,17900.0,1.2856041,0.7833333333333332,0.1702658,3580.0,0.19464506,0.21166666666666667,0.104659624,0.14989631,0.8262944
179,-10.381986,18000.0,0.8625357,0.8083333333333332,0.1702206,3600.0,0.19465554,0.21833333333333335,0.104699336,0.15097368,0.826354
180,-10.022195,18100.0,1.8479649,0.7666666666666666,0.1701905,3620.0,0.19466214,0.215,0.10474669,0.14059782,0.82638556
181,-12.241963,18200.0,1.0466388,0.7666666666666666,0.17016007,3640.0,0.19466905,0.2316666666666667,0.104777485,0.16654803,0.8264337
182,-11.312576,18300.0,0.747933,0.6833333333333332,0.17013133,3660.0,0.19468804,0.21166666666666667,0.10481987,0.13767555,0.8265063
183,-10.705955,18400.0,1.0184966,0.7083333333333334,0.17015348,3680.0,0.19469588,0.205,0.10487199,0.15597235,0.8265354
184,-12.06043,18500.0,1.61381,0.75,0.17011476,3700.0,0.1947059,0.2333333333333333,0.10490451,0.17072324,0.8265722
185,-10.692219,18600.0,1.4448718,0.7333333333333334,0.17008543,3720.0,0.1947139,0.235,0.1049668,0.15341824,0.82662266
186,-10.057131,18700.0,0.987257,0.65,0.1700697,3740.0,0.19472598,0.23333333333333336,0.10499518,0.15254122,0.8266346
187,-10.782757,18800.0,0.7109286,0.7666666666666666,0.17003489,3760.0,0.19472176,0.19333333333333336,0.10501715,0.16596013,0.82665586
188,-11.043363,18900.0,0.73282784,0.6750000000000002,0.17000164,3780.0,0.19473533,0.215,0.10504498,0.16777259,0.8267081
189,-9.817014,19000.0,0.88893646,0.7333333333333333,0.1699857,3800.0,0.19473632,0.21,0.105080746,0.1539401,0.8267172
190,-11.054822,19100.0,1.9899445,0.5916666666666667,0.17000587,3820.0,0.19473623,0.21666666666666667,0.10512313,0.16774003,0.8267072
191,-10.558652,19200.0,1.5095073,0.7333333333333334,0.16998905,3840.0,0.19473337,0.2183333333333333,0.10515651,0.15672071,0.8267085
192,-10.567138,19300.0,0.91019386,0.7083333333333334,0.16995724,3860.0,0.19474466,0.25833333333333336,0.10519182,0.15979104,0.8267631
193,-10.383099,19400.0,1.1434518,0.6499999999999999,0.16997099,3880.0,0.19473954,0.22999999999999998,0.10523596,0.16559283,0.82675695
194,-9.783848,19500.0,0.9045113,0.7416666666666667,0.16995032,3900.0,0.19473314,0.20166666666666666,0.10527789,0.16304485,0.82677144
195,-10.071787,19600.0,1.9603683,0.75,0.16994113,3920.0,0.19473483,0.22666666666666666,0.105304755,0.16046356,0.82679415
196,-10.803601,19700.0,1.1320256,0.7166666666666667,0.16992517,3940.0,0.19472764,0.2316666666666667,0.10534818,0.16442691,0.82677704
197,-8.554507,19800.0,1.3865122,0.7416666666666666,0.1699503,3960.0,0.19474058,0.22999999999999998,0.10539021,0.15046181,0.82680535
