test/mean_Q,train/episode,epoch,stats_o/std,test/success_rate,stats_g/std,test/episode,train/success_rate,stats_o/mean,stats_g/mean,train/critic_loss,test/ag_g_dist
-2.637201,4700.0,46,0.11912682,0.85,0.11213857,940.0,0.19833333333333333,0.20631802,0.8500232,0.5431958,0.0550278
-2.5190108,4800.0,47,0.11902679,0.875,0.11198341,960.0,0.18499999999999997,0.20632695,0.85005665,0.52274126,0.05513828
-2.8082047,4900.0,48,0.11887462,0.8916666666666666,0.111757696,980.0,0.18499999999999997,0.20634706,0.8500882,0.38816348,0.052296247
-2.4920726,5000.0,49,0.118926935,0.9,0.11168286,1000.0,0.165,0.20631845,0.85002923,0.559223,0.05303079
-2.410065,5100.0,50,0.11881552,0.8833333333333333,0.111493945,1020.0,0.16,0.20630367,0.8501144,0.47524795,0.051659185
-2.555028,5200.0,51,0.118841134,0.8833333333333334,0.1114102,1040.0,0.21333333333333335,0.20633173,0.85011834,0.40676546,0.05445181
-2.573693,5300.0,52,0.118780404,0.8333333333333334,0.11134454,1060.0,0.16166666666666665,0.20636635,0.850187,0.545126,0.056368873
-2.4214604,5400.0,53,0.11873692,0.85,0.11121709,1080.0,0.18833333333333332,0.2064063,0.8501937,0.52225405,0.052121807
-2.5047743,5500.0,54,0.11864903,0.8166666666666668,0.11105964,1100.0,0.18000000000000002,0.20639068,0.8501424,0.5286398,0.055250596
-2.518591,5600.0,55,0.118666776,0.8583333333333334,0.11103984,1120.0,0.155,0.20638059,0.8501966,0.58995575,0.052158147
-2.5727901,5700.0,56,0.11856987,0.8833333333333333,0.11099032,1140.0,0.16666666666666666,0.20640844,0.8502013,0.44297907,0.053170037
-2.3953068,5800.0,57,0.11849322,0.8916666666666666,0.11097882,1160.0,0.17,0.20641285,0.8502171,0.5306255,0.049642205
-2.4631777,5900.0,58,0.1184831,0.8999999999999999,0.110886715,1180.0,0.18000000000000002,0.20647246,0.85023683,0.46141967,0.052750316
-2.4131634,6000.0,59,0.11845925,0.8916666666666666,0.110772096,1200.0,0.17166666666666666,0.20646475,0.8502732,0.3493537,0.048754856
-3.091593,6100.0,60,0.11834135,0.8500000000000001,0.11068374,1220.0,0.17833333333333332,0.20646745,0.8502715,0.5282621,0.056580395
-2.3924892,6200.0,61,0.11832013,0.8666666666666667,0.11066518,1240.0,0.17499999999999996,0.20648153,0.8502645,0.3397299,0.050028622
-2.692931,6300.0,62,0.118225016,0.875,0.11054435,1260.0,0.18333333333333335,0.20644361,0.85025364,0.5191007,0.05313545
-2.4361336,6400.0,63,0.11819937,0.8833333333333334,0.1105234,1280.0,0.18166666666666664,0.20642859,0.85022384,0.5612523,0.05012374
-2.523769,6500.0,64,0.11811165,0.8833333333333333,0.11040679,1300.0,0.17499999999999996,0.20640542,0.8502655,0.50492066,0.054387357
-2.7894528,6600.0,65,0.11803933,0.8083333333333332,0.11032235,1320.0,0.16833333333333333,0.2064216,0.85026854,0.46960476,0.06628675
-2.439352,6700.0,66,0.118010245,0.8916666666666666,0.110206045,1340.0,0.16166666666666665,0.20645134,0.85028845,0.5330059,0.049932804
-2.548091,6800.0,67,0.11796895,0.8250000000000001,0.110239096,1360.0,0.17166666666666666,0.20645331,0.85031176,0.8449413,0.05891181
-2.6848652,6900.0,68,0.117978744,0.9083333333333333,0.1102104,1380.0,0.19166666666666665,0.20643438,0.8503125,0.3435986,0.05415381
-2.7145946,7000.0,69,0.117887,0.8083333333333332,0.11017341,1400.0,0.19166666666666665,0.20645164,0.8503396,0.4674869,0.05806743
-2.5720398,7100.0,70,0.11780136,0.7916666666666666,0.11007623,1420.0,0.22333333333333336,0.20644952,0.8503378,0.37460324,0.055126578
-2.4633005,7200.0,71,0.11774101,0.9249999999999999,0.11004006,1440.0,0.16166666666666665,0.20643862,0.85037756,0.48898187,0.046968132
-2.6620638,7300.0,72,0.11774221,0.8833333333333333,0.11001203,1460.0,0.14333333333333334,0.20644759,0.850432,0.7627403,0.053731475
-2.3550575,7400.0,73,0.117690235,0.9,0.11002562,1480.0,0.16333333333333333,0.20646884,0.8504625,0.41389242,0.046382934
-2.3228686,7500.0,74,0.1176187,0.875,0.10993216,1500.0,0.165,0.20648952,0.85052675,0.40553215,0.04062736
-2.576277,7600.0,75,0.11753561,0.8333333333333334,0.10984981,1520.0,0.20666666666666667,0.20649475,0.8505356,0.488144,0.05295216
-2.4826515,7700.0,76,0.11751767,0.875,0.109795146,1540.0,0.16333333333333336,0.2064734,0.8505812,0.48932657,0.049821276
-2.5373874,7800.0,77,0.117485605,0.8416666666666667,0.109693624,1560.0,0.17500000000000002,0.20648055,0.8506227,0.42282382,0.054388613
-2.6880538,7900.0,78,0.11749659,0.85,0.109691896,1580.0,0.20666666666666667,0.20649807,0.8506492,0.36155355,0.060163338
-2.7711172,8000.0,79,0.11740187,0.9,0.10959944,1600.0,0.19666666666666668,0.20650502,0.85071164,0.30096635,0.051090345
-2.5175536,8100.0,80,0.11738341,0.875,0.109613515,1620.0,0.19000000000000003,0.20651935,0.8506909,0.7868697,0.050965298
-2.6577284,8200.0,81,0.11734966,0.8583333333333333,0.10956884,1640.0,0.15833333333333335,0.20652723,0.8507145,0.541614,0.05474177
-2.593247,8300.0,82,0.11735302,0.9083333333333332,0.10952047,1660.0,0.18499999999999997,0.20654993,0.85075015,0.4309585,0.05110063
-2.6021426,8400.0,83,0.11736334,0.9083333333333333,0.10954357,1680.0,0.14333333333333334,0.20659216,0.8507776,0.42400658,0.051078852
-2.6677644,8500.0,84,0.11730569,0.8416666666666667,0.10944318,1700.0,0.17333333333333334,0.20659067,0.85076934,0.5094882,0.051648512
-2.776128,8600.0,85,0.1172267,0.8583333333333334,0.109349616,1720.0,0.18500000000000003,0.2065887,0.8507819,0.72125703,0.055165756
-2.569218,8700.0,86,0.117223226,0.8916666666666666,0.109354466,1740.0,0.17333333333333334,0.20660122,0.8507922,0.42968512,0.052647848
-2.526282,8800.0,87,0.11719758,0.8833333333333333,0.109343775,1760.0,0.16333333333333333,0.20661168,0.8508497,1.009035,0.05018853
-2.6864808,8900.0,88,0.11714732,0.85,0.10927207,1780.0,0.18166666666666664,0.20662208,0.8508846,0.46702346,0.057262633
-2.5930002,9000.0,89,0.11709084,0.85,0.10919333,1800.0,0.15666666666666665,0.20662634,0.85090774,0.3625612,0.05509914
-2.7683105,9100.0,90,0.11702176,0.875,0.10914316,1820.0,0.16666666666666666,0.20661217,0.8509329,0.45941362,0.062605694
-2.5928342,9200.0,91,0.11695391,0.8583333333333334,0.109074645,1840.0,0.15000000000000002,0.20661138,0.85096884,0.517842,0.057204325
-2.9118185,9300.0,92,0.11687816,0.8166666666666668,0.10900251,1860.0,0.18000000000000002,0.20658426,0.8509976,0.5175802,0.06238675
-2.5431468,9400.0,93,0.116826706,0.9083333333333333,0.10895141,1880.0,0.17833333333333332,0.20659603,0.85099626,0.48068509,0.04865138
-2.6576223,9500.0,94,0.11680588,0.8333333333333334,0.108882345,1900.0,0.17499999999999996,0.2066005,0.8510073,0.77240914,0.05817075
-2.619672,9600.0,95,0.11680559,0.8333333333333334,0.10889655,1920.0,0.17666666666666667,0.20659977,0.85103303,0.3838679,0.053626508
-2.6800468,9700.0,96,0.11675597,0.8916666666666666,0.10884711,1940.0,0.165,0.20661277,0.8510832,0.5628827,0.05421923
-2.5437973,9800.0,97,0.11674926,0.8833333333333334,0.10884544,1960.0,0.18333333333333335,0.20662062,0.85110456,0.39596555,0.051812217
-2.49224,9900.0,98,0.116703264,0.9583333333333334,0.10879862,1980.0,0.17666666666666667,0.2066168,0.85111356,0.37236097,0.048702646
-2.9412048,10000.0,99,0.116635226,0.8583333333333334,0.10874065,2000.0,0.17166666666666663,0.20662759,0.85112756,0.68461275,0.055436622
-2.311694,10100.0,100,0.11656698,0.9249999999999999,0.108674966,2020.0,0.15166666666666667,0.20661598,0.85115033,0.4557104,0.044551477
-2.8332882,10200.0,101,0.11652676,0.8083333333333332,0.10860295,2040.0,0.20333333333333337,0.20660812,0.8511629,0.39692387,0.0609566
-2.634126,10300.0,102,0.116510786,0.9250000000000002,0.108605444,2060.0,0.165,0.20663625,0.8511748,0.3872336,0.050256003
-2.5696154,10400.0,103,0.11647705,0.8416666666666667,0.10857892,2080.0,0.17666666666666667,0.20664714,0.85119677,0.47640762,0.05783066
-2.5580523,10500.0,104,0.11649319,0.8250000000000001,0.10853585,2100.0,0.17333333333333334,0.20664233,0.85122424,0.5585492,0.051565904
-2.4096692,10600.0,105,0.11643674,0.9583333333333334,0.10844842,2120.0,0.19000000000000003,0.20663132,0.8512508,0.91906077,0.044447135
-2.6789532,10700.0,106,0.11642381,0.8916666666666666,0.10840258,2140.0,0.165,0.20662259,0.8512244,0.41601643,0.056553055
-2.5004566,10800.0,107,0.116373,0.8666666666666667,0.10833707,2160.0,0.19499999999999998,0.2066458,0.85124177,0.35326782,0.054287467
-2.6255462,10900.0,108,0.116352774,0.9083333333333333,0.10829824,2180.0,0.19833333333333333,0.20664816,0.8512664,0.3594538,0.052660298
-2.8441067,11000.0,109,0.11631928,0.875,0.10825943,2200.0,0.205,0.20663445,0.85126084,0.4910504,0.05860545
-2.4788144,11100.0,110,0.11630517,0.875,0.10824714,2220.0,0.17499999999999996,0.20662116,0.8512974,0.61285645,0.046691444
-2.6485052,11200.0,111,0.1162715,0.8666666666666667,0.10820297,2240.0,0.17666666666666667,0.20660573,0.8512916,0.3595928,0.053007174
-2.5884545,11300.0,112,0.116263784,0.9166666666666666,0.108184315,2260.0,0.19833333333333333,0.20660882,0.851326,0.5299478,0.050111245
-2.5567367,11400.0,113,0.116254546,0.8833333333333333,0.10815021,2280.0,0.21333333333333335,0.2066093,0.85133606,0.57078034,0.047129277
-2.6224766,11500.0,114,0.116221555,0.8666666666666667,0.108100265,2300.0,0.20166666666666666,0.20660357,0.8513326,0.5341081,0.054337967
-2.4840117,11600.0,115,0.11616372,0.8166666666666668,0.10806548,2320.0,0.16333333333333333,0.20658205,0.85134107,0.37979904,0.050926264
-2.5351963,11700.0,116,0.11610805,0.9083333333333333,0.10801402,2340.0,0.18666666666666668,0.2065707,0.85135174,0.8413208,0.051047638
-2.52271,11800.0,117,0.11609879,0.8583333333333334,0.10796654,2360.0,0.20166666666666666,0.20657295,0.8513549,0.6083093,0.05074347
-2.6342213,11900.0,118,0.11604134,0.8833333333333334,0.1078785,2380.0,0.16666666666666666,0.20657344,0.851345,0.33341634,0.051121417
-2.6060214,12000.0,119,0.11602765,0.8250000000000001,0.10785817,2400.0,0.205,0.20657976,0.8513463,0.59990126,0.054353405
-2.5037699,12100.0,120,0.11600569,0.9,0.10784695,2420.0,0.18333333333333335,0.20659475,0.8513665,0.5294439,0.050476145
-2.67449,12200.0,121,0.11594506,0.7583333333333333,0.107797146,2440.0,0.19166666666666668,0.206605,0.8513921,0.710869,0.05846773
-2.7239525,12300.0,122,0.11591878,0.8833333333333334,0.107753985,2460.0,0.18666666666666668,0.20658791,0.8513953,0.3456091,0.05242771
-2.6509917,12400.0,123,0.11592577,0.8666666666666667,0.10770754,2480.0,0.17333333333333334,0.20658739,0.851403,0.40064082,0.05578977
-2.5990312,12500.0,124,0.11592706,0.8416666666666668,0.107676156,2500.0,0.17333333333333334,0.20660345,0.85140896,0.40148997,0.05531923
-2.8563595,12600.0,125,0.11590252,0.8083333333333335,0.10763889,2520.0,0.19333333333333336,0.20660816,0.8514495,0.35267296,0.06195377
-2.4554622,12700.0,126,0.115891606,0.875,0.107588165,2540.0,0.18000000000000002,0.20661008,0.8514696,0.42380467,0.05291899
-2.690276,12800.0,127,0.11588798,0.8999999999999999,0.107528724,2560.0,0.18000000000000002,0.20659654,0.85151106,0.30839643,0.051038582
-2.6759007,12900.0,128,0.11588216,0.8166666666666668,0.107469775,2580.0,0.17666666666666667,0.20660512,0.8515102,0.7514722,0.052751303
-2.6055677,13000.0,129,0.11585953,0.8666666666666667,0.107482314,2600.0,0.18000000000000002,0.20661312,0.8515456,0.34095922,0.052624043
-2.487421,13100.0,130,0.11582906,0.9166666666666666,0.10746508,2620.0,0.17833333333333334,0.20661366,0.8515728,0.34903088,0.04685056
-2.3322842,13200.0,131,0.115804635,0.9166666666666666,0.10744234,2640.0,0.18833333333333332,0.2066124,0.85159844,0.29445207,0.04230533
-2.6079075,13300.0,132,0.11577322,0.8249999999999998,0.10742036,2660.0,0.18500000000000003,0.20660055,0.8515897,0.5638056,0.057212044
-2.4679604,13400.0,133,0.115757525,0.8249999999999998,0.107390195,2680.0,0.20333333333333337,0.20660323,0.85162205,0.42456135,0.05631726
-2.6230338,13500.0,134,0.115732886,0.8916666666666666,0.10736048,2700.0,0.19666666666666668,0.20661516,0.85163814,0.4075619,0.052176822
-2.4972532,13600.0,135,0.11573849,0.9333333333333332,0.1073463,2720.0,0.19666666666666666,0.20661865,0.8516474,0.46392956,0.04608671
-2.4068885,13700.0,136,0.11568984,0.9416666666666668,0.10727983,2740.0,0.20333333333333337,0.20661016,0.85164785,0.5748685,0.044753063
-2.608465,13800.0,137,0.11564952,0.85,0.107248865,2760.0,0.19500000000000003,0.20660476,0.8516636,0.61337215,0.05731227
-2.5359461,13900.0,138,0.11561478,0.9083333333333332,0.107199095,2780.0,0.17,0.20659284,0.85166764,0.4602377,0.050129514
-2.5578058,14000.0,139,0.11559021,0.8916666666666666,0.10717833,2800.0,0.16333333333333336,0.20659031,0.851656,0.36293808,0.047159303
-2.4720745,14100.0,140,0.11557151,0.9250000000000002,0.10714141,2820.0,0.16333333333333336,0.20659189,0.8516612,0.4388787,0.04871534
-2.5308757,14200.0,141,0.115534104,0.8916666666666666,0.10711094,2840.0,0.18000000000000002,0.20659105,0.85167575,0.51445216,0.051781073
-2.4631147,14300.0,142,0.115500174,0.9249999999999999,0.10706752,2860.0,0.17500000000000002,0.20659085,0.8516751,0.56005067,0.047821105
-2.6439755,14400.0,143,0.11545178,0.8000000000000002,0.10699552,2880.0,0.17499999999999996,0.20660013,0.8516903,0.60460144,0.055056747
-2.6606731,14500.0,144,0.115415,0.8166666666666668,0.106978916,2900.0,0.18833333333333332,0.2065856,0.8516975,0.39682183,0.062229533
-2.5060327,14600.0,145,0.11537113,0.8833333333333334,0.106947,2920.0,0.18000000000000002,0.2065735,0.8517117,0.72555035,0.049563
-2.6803067,14700.0,146,0.115316354,0.8583333333333334,0.10689381,2940.0,0.17333333333333334,0.20656879,0.85171026,0.32437024,0.05708633
-2.4921744,14800.0,147,0.1152718,0.8416666666666667,0.106838785,2960.0,0.18333333333333335,0.20654829,0.8517141,0.37357855,0.05171421
-2.5523255,14900.0,148,0.11527025,0.8833333333333333,0.10678328,2980.0,0.17666666666666667,0.20652886,0.85170525,0.30076537,0.05205455
-2.6720035,15000.0,149,0.11527422,0.85,0.10677364,3000.0,0.18500000000000003,0.20651798,0.8516906,0.44217002,0.05786985
-2.7071533,15100.0,150,0.1152665,0.8249999999999998,0.106752954,3020.0,0.18499999999999997,0.20651615,0.8517063,0.4048182,0.057944506
-2.557544,15200.0,151,0.115241624,0.9166666666666666,0.10673762,3040.0,0.18166666666666667,0.20649882,0.85169405,1.0540395,0.048283268
-2.5897605,15300.0,152,0.11521473,0.8583333333333334,0.10672041,3060.0,0.17166666666666666,0.206488,0.85170454,0.4796537,0.057694346
-2.6291099,15400.0,153,0.11518431,0.875,0.10669883,3080.0,0.19000000000000003,0.20649213,0.8517093,0.52983236,0.049488515
-2.5678804,15500.0,154,0.11517779,0.8916666666666666,0.106657065,3100.0,0.19499999999999998,0.20648377,0.85169816,0.7666025,0.053628176
-2.5990198,15600.0,155,0.115165174,0.8833333333333333,0.10665675,3120.0,0.18499999999999997,0.20646362,0.8516944,0.43721035,0.048843544
-2.7002058,15700.0,156,0.11514773,0.8250000000000001,0.1066089,3140.0,0.17166666666666663,0.20645982,0.85167426,0.32944527,0.05646513
-2.390515,15800.0,157,0.115145,0.8833333333333333,0.106624484,3160.0,0.16833333333333333,0.20645797,0.8516831,0.3981224,0.04795124
-2.5710728,15900.0,158,0.11517123,0.8833333333333333,0.10662999,3180.0,0.17666666666666667,0.20645018,0.8516798,0.39096054,0.051151708
-2.5390215,16000.0,159,0.115177505,0.8833333333333333,0.10663306,3200.0,0.13166666666666668,0.20645817,0.8516801,0.2952131,0.05058922
-2.4548101,16100.0,160,0.115175635,0.8833333333333333,0.10660962,3220.0,0.17500000000000002,0.20646386,0.8516744,0.44219366,0.050531674
-2.46533,16200.0,161,0.115168,0.8833333333333333,0.10658505,3240.0,0.18333333333333335,0.20644905,0.8516492,0.3872193,0.046523917
-2.4704149,16300.0,162,0.115148924,0.9083333333333333,0.10655079,3260.0,0.20166666666666666,0.20645048,0.8516359,0.67097694,0.047581743
-2.5071173,16400.0,163,0.11515892,0.9250000000000002,0.1065371,3280.0,0.1466666666666667,0.20644742,0.8516486,0.6551177,0.047199547
-2.6299868,16500.0,164,0.115166634,0.8666666666666667,0.10653266,3300.0,0.19999999999999998,0.20643765,0.8516402,0.94517994,0.05258845
-2.5462546,16600.0,165,0.11514658,0.9,0.10650734,3320.0,0.18499999999999997,0.20642704,0.8516364,0.37054285,0.04955004
-2.7247002,16700.0,166,0.11513472,0.7833333333333332,0.10646825,3340.0,0.18000000000000002,0.2064309,0.8516262,0.47635767,0.057825565
-2.5646245,16800.0,167,0.11510674,0.8166666666666668,0.1064289,3360.0,0.15333333333333335,0.20643055,0.8516319,0.33968225,0.053654846
-2.5055673,16900.0,168,0.11510397,0.9,0.106412955,3380.0,0.18000000000000002,0.20643024,0.85162395,0.35974666,0.04492939
-2.5328581,17000.0,169,0.115098156,0.875,0.106375314,3400.0,0.18666666666666668,0.2064234,0.8516205,0.5912147,0.05291687
-2.552941,17100.0,170,0.11509303,0.8166666666666668,0.10637424,3420.0,0.17,0.20641774,0.8516157,0.45438108,0.05166356
-2.496823,17200.0,171,0.11509737,0.8666666666666667,0.10633728,3440.0,0.18833333333333332,0.20642455,0.851608,0.6375113,0.048874855
-2.4155703,17300.0,172,0.11509475,0.9,0.106323384,3460.0,0.17333333333333334,0.20641486,0.85159564,0.3830131,0.05020522
-2.6848347,17400.0,173,0.115066595,0.8583333333333334,0.10629192,3480.0,0.17166666666666666,0.20641404,0.8516038,0.8277411,0.051603135
-2.4257157,17500.0,174,0.1150674,0.85,0.106263734,3500.0,0.18833333333333335,0.20641749,0.85160303,0.6084743,0.052304436
-2.5897255,17600.0,175,0.11504659,0.9166666666666666,0.10621283,3520.0,0.17833333333333334,0.20641224,0.8515807,0.33922365,0.051149953
-2.7022839,17700.0,176,0.11504445,0.9,0.106194496,3540.0,0.17166666666666666,0.2064134,0.8515842,0.44567585,0.05353527
-2.4602711,17800.0,177,0.11503407,0.8916666666666666,0.10618276,3560.0,0.19166666666666665,0.20641844,0.85157007,0.33701667,0.047427338
-2.6226532,17900.0,178,0.115006275,0.9166666666666666,0.106148295,3580.0,0.18333333333333335,0.20641871,0.85155326,0.3742033,0.050869126
-2.504615,18000.0,179,0.115006655,0.8083333333333332,0.106139,3600.0,0.16833333333333333,0.20642154,0.85154796,0.45002735,0.05781156
-2.5134919,18100.0,180,0.114975356,0.9,0.10611755,3620.0,0.16166666666666665,0.2064325,0.8515506,0.65795714,0.04818969
-2.4823012,18200.0,181,0.114959575,0.9250000000000002,0.10608239,3640.0,0.15833333333333333,0.20644026,0.8515466,0.76267314,0.047137547
-2.5191543,18300.0,182,0.11495916,0.8666666666666666,0.10608254,3660.0,0.20833333333333334,0.20644045,0.85154635,0.46114054,0.049067173
-2.5426204,18400.0,183,0.114950754,0.8583333333333334,0.10605911,3680.0,0.19999999999999998,0.20643692,0.85155016,0.43615285,0.054724287
-2.478651,18500.0,184,0.11495101,0.8916666666666666,0.106034346,3700.0,0.17499999999999996,0.20642565,0.85153085,0.26064318,0.049048424
-2.6362016,18600.0,185,0.11493554,0.875,0.10601162,3720.0,0.17833333333333332,0.20640932,0.85150903,0.34467658,0.051607583
-2.5515878,18700.0,186,0.11491535,0.9,0.10597118,3740.0,0.15333333333333335,0.20640372,0.85152453,0.3658819,0.05264325
-2.517579,18800.0,187,0.11489344,0.8416666666666667,0.10594151,3760.0,0.15833333333333335,0.20639741,0.8515145,0.58341676,0.049582373
-2.4843876,18900.0,188,0.11486442,0.8416666666666667,0.105915464,3780.0,0.19000000000000003,0.20638806,0.85152626,0.3111424,0.051355977
-2.5250003,19000.0,189,0.11483163,0.9166666666666666,0.10587526,3800.0,0.18499999999999997,0.20637532,0.85152465,0.34446955,0.048765555
-2.4811418,19100.0,190,0.11480399,0.8666666666666666,0.10586313,3820.0,0.18333333333333332,0.20637065,0.85151106,0.3257235,0.053526357
-2.576844,19200.0,191,0.114779085,0.8416666666666667,0.1058509,3840.0,0.14833333333333334,0.20636411,0.85150856,0.32385448,0.053275477
-2.5952404,19300.0,192,0.114768706,0.9083333333333332,0.10584244,3860.0,0.15,0.20636368,0.8514926,0.62327355,0.04704913
-2.5369117,19400.0,193,0.11473754,0.8833333333333333,0.10581759,3880.0,0.18833333333333332,0.20636523,0.851489,0.4085896,0.04977898
-2.4619465,19500.0,194,0.11472365,0.8583333333333334,0.10579004,3900.0,0.18499999999999997,0.20636386,0.85148853,0.47414318,0.04821846
