train/critic_loss,test/success_rate,train/reward_compute_count,stats_g/std,test/ag_g_dist,epoch,test/reward_compute_count,stats_o/std,train/success_rate,train/episode,test/mean_Q,test/episode,stats_o/mean,stats_g/mean
0.00019532935,0.0,250000.0,0.142801,0.9689775,49,50000.0,0.6810735,0.0,5000.0,-45.555973,1000.0,0.2027136,0.35891613
0.00021206842,0.0,255000.0,0.14271407,0.93868876,50,51000.0,0.6808526,0.0016666666666666668,5100.0,-45.772526,1020.0,0.20273559,0.35899058
0.00017555397,0.0,260000.0,0.14257476,0.96920705,51,52000.0,0.6805718,0.0,5200.0,-46.002476,1040.0,0.20271426,0.35902658
0.0006149446,0.0,265000.0,0.14244768,0.9993439,52,53000.0,0.6804059,0.0,5300.0,-46.191998,1060.0,0.20270796,0.35905883
7.998401e-05,0.008333333333333333,270000.0,0.14236048,0.9497183,53,54000.0,0.680242,0.0,5400.0,-46.387096,1080.0,0.20269431,0.35911343
5.4507964e-05,0.0,275000.0,0.14230736,0.96396685,54,55000.0,0.68009716,0.0,5500.0,-46.55628,1100.0,0.20269625,0.35920617
0.00010471106,0.0,280000.0,0.14220968,0.97847575,55,56000.0,0.67992425,0.0,5600.0,-46.725925,1120.0,0.20269601,0.3592558
0.0002398616,0.0,285000.0,0.14215834,0.98943114,56,57000.0,0.67984724,0.0016666666666666668,5700.0,-46.86786,1140.0,0.20269693,0.35925874
0.00032345986,0.0,290000.0,0.14204171,1.0031198,57,58000.0,0.6797256,0.0016666666666666668,5800.0,-47.023785,1160.0,0.20268886,0.35927644
0.00032581823,0.0,295000.0,0.14194296,0.94674,58,59000.0,0.67961603,0.0,5900.0,-47.21046,1180.0,0.20270945,0.35932383
5.591249e-05,0.0,300000.0,0.14186986,0.94175786,59,60000.0,0.67946744,0.0,6000.0,-47.31226,1200.0,0.20271201,0.35935578
0.0008084069,0.0,305000.0,0.14183453,0.94225407,60,61000.0,0.67925924,0.0,6100.0,-47.452305,1220.0,0.20272739,0.35938165
0.00022483138,0.0,310000.0,0.14174514,0.9761534,61,62000.0,0.67908025,0.0,6200.0,-47.554474,1240.0,0.20272638,0.35941723
0.00015837404,0.0,315000.0,0.14164464,1.014413,62,63000.0,0.67890745,0.0,6300.0,-47.68755,1260.0,0.20274003,0.35947356
0.0007084312,0.0,320000.0,0.14154574,0.9835453,63,64000.0,0.6787494,0.0,6400.0,-47.82722,1280.0,0.20275934,0.35950708
0.0030070338,0.0,325000.0,0.14150383,1.0063084,64,65000.0,0.6786804,0.0,6500.0,-47.82005,1300.0,0.20275255,0.35956073
4.0376366e-05,0.0,330000.0,0.14146629,1.0228893,65,66000.0,0.6785105,0.0,6600.0,-47.99539,1320.0,0.20275946,0.35958293
0.0025442461,0.0,335000.0,0.14130251,0.99124694,66,67000.0,0.67842954,0.0016666666666666668,6700.0,-48.152622,1340.0,0.20275612,0.35962626
0.0005199742,0.008333333333333333,340000.0,0.14126006,0.9398063,67,68000.0,0.67840356,0.0,6800.0,-48.21327,1360.0,0.20276622,0.35962582
6.981305e-05,0.0,345000.0,0.14121121,0.961246,68,69000.0,0.67836946,0.0,6900.0,-48.275066,1380.0,0.20275675,0.35966006
2.7411734e-05,0.0,350000.0,0.14109069,1.0112416,69,70000.0,0.67825055,0.0,7000.0,-48.34346,1400.0,0.20274608,0.35967946
0.00041199403,0.0,355000.0,0.140972,0.9872573,70,71000.0,0.6781222,0.0,7100.0,-48.430584,1420.0,0.20275809,0.35969475
0.00012256774,0.0,360000.0,0.14090434,0.89947563,71,72000.0,0.6779625,0.0,7200.0,-48.466476,1440.0,0.20276964,0.35975456
0.00036480025,0.0,365000.0,0.14085677,0.99813634,72,73000.0,0.67788225,0.0,7300.0,-48.58405,1460.0,0.20277624,0.3597814
0.00020632269,0.0,370000.0,0.14079684,0.9763813,73,74000.0,0.6778109,0.0,7400.0,-48.64868,1480.0,0.20279796,0.35980868
0.00088358606,0.0,375000.0,0.14072753,0.97252566,74,75000.0,0.6777203,0.0,7500.0,-48.72934,1500.0,0.20283075,0.35986385
1.2972473e-05,0.0,380000.0,0.14065818,0.9628649,75,76000.0,0.67761064,0.0,7600.0,-48.779194,1520.0,0.20283158,0.35988864
0.00080123014,0.0,385000.0,0.14065325,0.9735823,76,77000.0,0.67761993,0.0,7700.0,-48.81529,1540.0,0.20284022,0.35990527
0.0011174195,0.0,390000.0,0.1405942,1.0198916,77,78000.0,0.67755073,0.0,7800.0,-48.91611,1560.0,0.20284964,0.35992214
7.655982e-06,0.0,395000.0,0.14053898,0.95116425,78,79000.0,0.67748976,0.0,7900.0,-48.950825,1580.0,0.20286848,0.3599464
0.00058201345,0.0,400000.0,0.14043196,0.9678777,79,80000.0,0.677404,0.0,8000.0,-48.97459,1600.0,0.20287399,0.3599685
2.4631896e-05,0.0,405000.0,0.14037056,0.99682385,80,81000.0,0.67736405,0.0,8100.0,-49.052715,1620.0,0.20288639,0.35998002
0.00032897337,0.0,410000.0,0.14032586,0.9714759,81,82000.0,0.67724174,0.0,8200.0,-49.12549,1640.0,0.20292084,0.3599973
0.0004573434,0.0,415000.0,0.14023545,0.98525596,82,83000.0,0.6771491,0.0,8300.0,-49.12974,1660.0,0.20288669,0.36000338
0.0010979079,0.0,420000.0,0.1401708,0.952116,83,84000.0,0.6770475,0.0,8400.0,-49.150646,1680.0,0.20288734,0.36002302
2.3059201e-06,0.0,425000.0,0.14009841,1.0011142,84,85000.0,0.67696553,0.0,8500.0,-49.214283,1700.0,0.20289202,0.36006632
1.0309185e-05,0.0,430000.0,0.14003138,0.9872513,85,86000.0,0.6768384,0.0,8600.0,-49.24295,1720.0,0.20289008,0.36010012
0.0024055603,0.0,435000.0,0.13996875,0.9297988,86,87000.0,0.6767226,0.0,8700.0,-49.23227,1740.0,0.20289566,0.3601037
0.00030691305,0.0,440000.0,0.13987793,0.96852493,87,88000.0,0.67660874,0.0,8800.0,-49.321865,1760.0,0.20290051,0.36012658
1.0504031e-05,0.0,445000.0,0.13982214,0.90816504,88,89000.0,0.6764814,0.0016666666666666668,8900.0,-49.338135,1780.0,0.20291497,0.36013064
2.6879105e-05,0.0,450000.0,0.13978069,0.9384685,89,90000.0,0.67643374,0.0016666666666666668,9000.0,-49.362347,1800.0,0.20292683,0.3601521
1.8328012e-05,0.008333333333333333,455000.0,0.13974161,0.9452198,90,91000.0,0.67638355,0.0016666666666666668,9100.0,-49.39391,1820.0,0.20292187,0.3601589
0.0028909948,0.0,460000.0,0.13969682,0.9903416,91,92000.0,0.6763416,0.0,9200.0,-49.48396,1840.0,0.20292495,0.3601791
0.00030856728,0.0,465000.0,0.1396472,1.0023409,92,93000.0,0.676305,0.0,9300.0,-49.44632,1860.0,0.20292465,0.36019278
0.0010456176,0.0,470000.0,0.13959634,0.9769872,93,94000.0,0.6761852,0.0,9400.0,-49.443783,1880.0,0.20291024,0.36021042
5.818025e-06,0.0,475000.0,0.13953236,0.92818975,94,95000.0,0.676125,0.0,9500.0,-49.501537,1900.0,0.20289284,0.36021385
1.1591288e-06,0.0,480000.0,0.13948742,0.98557824,95,96000.0,0.6760971,0.0,9600.0,-49.53246,1920.0,0.20289074,0.36022314
4.6586287e-05,0.0,485000.0,0.13945705,0.97081727,96,97000.0,0.67605764,0.0016666666666666668,9700.0,-49.55476,1940.0,0.20287573,0.36024377
1.5999093e-06,0.0,490000.0,0.13943553,0.9696978,97,98000.0,0.6760767,0.0,9800.0,-49.571445,1960.0,0.20286553,0.36027035
4.516436e-06,0.0,495000.0,0.13939996,0.9445033,98,99000.0,0.67596316,0.0,9900.0,-49.596638,1980.0,0.20288257,0.36027256
8.643664e-06,0.0,500000.0,0.13935529,0.9579862,99,100000.0,0.67588663,0.0,10000.0,-49.622982,2000.0,0.2028733,0.36027995
3.1862905e-07,0.0,505000.0,0.13932088,0.9757056,100,101000.0,0.6758068,0.0,10100.0,-49.63609,2020.0,0.20288527,0.36030254
1.25859515e-05,0.0,510000.0,0.13927536,0.94117755,101,102000.0,0.67578036,0.0,10200.0,-49.656437,2040.0,0.20286445,0.3603123
3.0132947e-05,0.0,515000.0,0.13921626,0.96852994,102,103000.0,0.6757142,0.0,10300.0,-49.66931,2060.0,0.20286758,0.3603476
0.00026036685,0.0,520000.0,0.13918371,1.0221227,103,104000.0,0.67568755,0.0,10400.0,-49.690235,2080.0,0.20287465,0.36036268
3.1018863e-07,0.0,525000.0,0.13914707,0.978216,104,105000.0,0.6756157,0.0,10500.0,-49.70918,2100.0,0.20288621,0.36039147
2.1765713e-05,0.0,530000.0,0.13911654,0.9051478,105,106000.0,0.6755546,0.0016666666666666668,10600.0,-49.734234,2120.0,0.2028914,0.3604056
0.0002798075,0.0,535000.0,0.13905904,0.95784825,106,107000.0,0.67549634,0.0,10700.0,-49.731525,2140.0,0.20290475,0.36041918
1.7543847e-05,0.008333333333333333,540000.0,0.13902198,0.95681953,107,108000.0,0.67548865,0.0016666666666666668,10800.0,-49.75281,2160.0,0.20290206,0.36043215
0.0019587802,0.0,545000.0,0.13896844,0.9777916,108,109000.0,0.67544943,0.0,10900.0,-49.714336,2180.0,0.20289588,0.3604584
3.6379788e-08,0.0,550000.0,0.13893192,0.9676886,109,110000.0,0.6753671,0.0,11000.0,-49.7693,2200.0,0.20289503,0.3604664
7.99018e-06,0.0,555000.0,0.13892876,0.9738102,110,111000.0,0.675309,0.0,11100.0,-49.77824,2220.0,0.20287605,0.36047664
8.6278305e-08,0.0,560000.0,0.1389149,1.0114259,111,112000.0,0.6752203,0.0,11200.0,-49.7852,2240.0,0.20287757,0.36048928
0.0007554195,0.0,565000.0,0.13888884,0.95784616,112,113000.0,0.6751496,0.0,11300.0,-49.805836,2260.0,0.20287251,0.36051258
4.857325e-05,0.0,570000.0,0.13886014,0.98233587,113,114000.0,0.675064,0.0033333333333333335,11400.0,-49.810497,2280.0,0.20287234,0.36052588
2.4622525e-06,0.0,575000.0,0.13881901,0.9689266,114,115000.0,0.6750043,0.0,11500.0,-49.803715,2300.0,0.20286311,0.36053744
0.0014632689,0.0,580000.0,0.13876621,0.993103,115,116000.0,0.67496413,0.0,11600.0,-49.767437,2320.0,0.20285316,0.36056426
6.4898873e-06,0.0,585000.0,0.13874607,1.0257996,116,117000.0,0.6749434,0.0,11700.0,-49.809086,2340.0,0.20285739,0.36056766
6.148184e-06,0.0,590000.0,0.13871306,1.0088348,117,118000.0,0.6749429,0.0016666666666666668,11800.0,-49.810192,2360.0,0.20284456,0.36058584
8.734787e-07,0.0,595000.0,0.13866374,0.97034544,118,119000.0,0.6749169,0.0,11900.0,-49.815952,2380.0,0.2028455,0.36060786
4.2055035e-07,0.0,600000.0,0.13863197,0.9767122,119,120000.0,0.6748712,0.0,12000.0,-49.810566,2400.0,0.20285235,0.3606132
0.00016330882,0.0,605000.0,0.13861927,0.942009,120,121000.0,0.6748521,0.0016666666666666668,12100.0,-49.82604,2420.0,0.20284586,0.3606235
0.0002115699,0.0,610000.0,0.13856746,1.0097128,121,122000.0,0.6748102,0.0,12200.0,-49.842407,2440.0,0.20284666,0.36063385
5.242186e-05,0.0,615000.0,0.13854301,0.974181,122,123000.0,0.6747801,0.0,12300.0,-49.83137,2460.0,0.20285685,0.36063835
7.0047594e-05,0.0,620000.0,0.13853692,0.98546296,123,124000.0,0.6747665,0.0,12400.0,-49.826977,2480.0,0.2028472,0.36064792
1.6822014e-08,0.0,625000.0,0.13852099,1.0257097,124,125000.0,0.67476195,0.0,12500.0,-49.846317,2500.0,0.20285185,0.3606604
1.0989035e-05,0.0,630000.0,0.13848059,0.94426537,125,126000.0,0.6747686,0.0,12600.0,-49.863895,2520.0,0.20284821,0.3606824
1.0065414e-06,0.0,635000.0,0.13845953,0.95906335,126,127000.0,0.6747367,0.0,12700.0,-49.851704,2540.0,0.20284684,0.36068264
0.00021145881,0.0,640000.0,0.13845965,0.99210244,127,128000.0,0.6747282,0.0,12800.0,-49.83142,2560.0,0.20285125,0.360701
0.0019699403,0.0,645000.0,0.13844186,0.99306774,128,129000.0,0.6746612,0.0016666666666666668,12900.0,-49.791195,2580.0,0.20285125,0.36071667
3.0384754e-05,0.0,650000.0,0.13838208,0.9379814,129,130000.0,0.674625,0.0,13000.0,-49.83798,2600.0,0.20285346,0.3607389
0.00019354933,0.0,655000.0,0.13833821,0.97263527,130,131000.0,0.67457265,0.0016666666666666668,13100.0,-49.8271,2620.0,0.20285471,0.3607503
5.0102735e-06,0.0,660000.0,0.13830529,1.0391,131,132000.0,0.67449266,0.0,13200.0,-49.84134,2640.0,0.20284934,0.3607587
4.1022435e-05,0.0,665000.0,0.13828765,1.0013129,132,133000.0,0.6744451,0.0,13300.0,-49.840214,2660.0,0.20286073,0.36075565
8.853385e-06,0.0,670000.0,0.13826253,0.95738506,133,134000.0,0.6744499,0.0,13400.0,-49.847836,2680.0,0.20285596,0.36075953
9.91291e-07,0.0,675000.0,0.13822784,0.96902674,134,135000.0,0.67442846,0.0016666666666666668,13500.0,-49.844357,2700.0,0.20285761,0.3607627
3.3620745e-07,0.0,680000.0,0.13819695,0.9243562,135,136000.0,0.67438334,0.0,13600.0,-49.853695,2720.0,0.20285888,0.36077857
3.4654513e-06,0.0,685000.0,0.1381717,1.0172715,136,137000.0,0.67436963,0.0,13700.0,-49.85139,2740.0,0.20284982,0.36077777
4.7148205e-09,0.0,690000.0,0.1381484,0.9960553,137,138000.0,0.67431086,0.0,13800.0,-49.855846,2760.0,0.20285259,0.36077484
1.7521816e-06,0.0,695000.0,0.13814746,1.017699,138,139000.0,0.6742719,0.0016666666666666668,13900.0,-49.85169,2780.0,0.20284797,0.3607727
2.4215842e-07,0.0,700000.0,0.13810979,0.9535176,139,140000.0,0.6742296,0.0,14000.0,-49.85542,2800.0,0.2028379,0.36077908
4.2551255e-07,0.0,705000.0,0.13810007,0.96307826,140,141000.0,0.6742093,0.0,14100.0,-49.862988,2820.0,0.20284486,0.36079168
1.4551915e-11,0.0,710000.0,0.13808148,0.97370005,141,142000.0,0.6742225,0.0016666666666666668,14200.0,-49.878998,2840.0,0.2028523,0.36079773
2.0262087e-07,0.0,715000.0,0.13803121,0.9617154,142,143000.0,0.6742328,0.0016666666666666668,14300.0,-49.874584,2860.0,0.20285966,0.36080918
5.5504035e-05,0.0,720000.0,0.13800018,0.9977177,143,144000.0,0.67417866,0.0033333333333333335,14400.0,-49.874233,2880.0,0.2028526,0.36082122
0.007885176,0.0,725000.0,0.13798629,0.95222694,144,145000.0,0.67414975,0.0,14500.0,-49.783295,2900.0,0.20284867,0.3608314
1.5050879e-05,0.0,730000.0,0.13797048,1.0830032,145,146000.0,0.6741247,0.0,14600.0,-49.868122,2920.0,0.20285064,0.36083993
7.171766e-07,0.0,735000.0,0.13793817,1.0114658,146,147000.0,0.6740944,0.0,14700.0,-49.871372,2940.0,0.20285994,0.36084747
3.8520786e-05,0.0,740000.0,0.137916,0.93580794,147,148000.0,0.6740745,0.0016666666666666668,14800.0,-49.880085,2960.0,0.20285852,0.36086592
2.5547488e-06,0.0,745000.0,0.13789515,0.9715039,148,149000.0,0.6740346,0.0,14900.0,-49.868774,2980.0,0.20285346,0.3608831
1.4032761e-05,0.0,750000.0,0.13787746,0.944808,149,150000.0,0.6739977,0.0,15000.0,-49.86659,3000.0,0.20285852,0.36089405
0.00010296353,0.0,755000.0,0.1378616,0.95558786,150,151000.0,0.67396563,0.0,15100.0,-49.860035,3020.0,0.20286722,0.36090502
4.9266964e-07,0.0,760000.0,0.13783938,0.94048095,151,152000.0,0.6739567,0.0,15200.0,-49.864185,3040.0,0.20286508,0.36091736
1.6104663e-05,0.0,765000.0,0.13784006,0.9494913,152,153000.0,0.67392856,0.0,15300.0,-49.862682,3060.0,0.2028615,0.36093286
4.3222826e-06,0.0,770000.0,0.13783501,1.0016907,153,154000.0,0.6739258,0.0,15400.0,-49.87823,3080.0,0.20286685,0.3609353
2.9730145e-06,0.0,775000.0,0.1378165,0.9481354,154,155000.0,0.67393136,0.0,15500.0,-49.88442,3100.0,0.20287009,0.36094406
1.0513759e-07,0.0,780000.0,0.13778606,1.0264335,155,156000.0,0.6739026,0.0,15600.0,-49.868763,3120.0,0.20286638,0.36094955
1.4551915e-07,0.0,785000.0,0.13778292,0.96091694,156,157000.0,0.6738866,0.0,15700.0,-49.85971,3140.0,0.20286708,0.36095986
4.980393e-07,0.0,790000.0,0.13776179,1.019589,157,158000.0,0.67385465,0.0,15800.0,-49.86027,3160.0,0.20287578,0.36096784
0.0005597367,0.0,795000.0,0.13772754,0.9409208,158,159000.0,0.6738496,0.0,15900.0,-49.831226,3180.0,0.20287736,0.36097786
1.9069412e-06,0.0,800000.0,0.13769159,0.9572322,159,160000.0,0.673837,0.0,16000.0,-49.859844,3200.0,0.2028689,0.36098644
0.0013478178,0.0,805000.0,0.13766828,0.9906326,160,161000.0,0.67381734,0.0,16100.0,-49.862354,3220.0,0.20287003,0.36098972
1.14087015e-08,0.0,810000.0,0.1376253,0.94168234,161,162000.0,0.67379385,0.0,16200.0,-49.850147,3240.0,0.20287068,0.36100486
1.2209872e-05,0.0,815000.0,0.13763179,0.91967034,162,163000.0,0.6737706,0.0,16300.0,-49.84366,3260.0,0.20286901,0.3609942
5.1980896e-07,0.0,820000.0,0.13762721,0.96271896,163,164000.0,0.6737485,0.0,16400.0,-49.84854,3280.0,0.20286644,0.3609921
1.4261241e-07,0.0,825000.0,0.13761604,1.0032959,164,165000.0,0.67371494,0.0,16500.0,-49.8615,3300.0,0.20287277,0.36100468
0.0037304156,0.008333333333333333,830000.0,0.13759951,0.96301645,165,166000.0,0.6736843,0.0,16600.0,-49.81104,3320.0,0.20287113,0.36101183
6.532355e-08,0.0,835000.0,0.13758032,0.9293292,166,167000.0,0.67365915,0.0,16700.0,-49.875523,3340.0,0.20286764,0.36102477
2.3283064e-08,0.0,840000.0,0.13758184,0.9640996,167,168000.0,0.6736526,0.0,16800.0,-49.861988,3360.0,0.20287073,0.36102477
0.003343521,0.0,845000.0,0.13756873,0.9826587,168,169000.0,0.67361647,0.0033333333333333335,16900.0,-49.805096,3380.0,0.2028717,0.36103418
6.7675987e-06,0.0,850000.0,0.13755703,0.97643906,169,170000.0,0.6735687,0.0,17000.0,-49.854305,3400.0,0.20286888,0.36103615
0.0008065836,0.0,855000.0,0.13754165,0.93955725,170,171000.0,0.673546,0.0,17100.0,-49.868664,3420.0,0.20286804,0.3610479
9.97656e-06,0.0,860000.0,0.13753934,0.95049167,171,172000.0,0.6734901,0.0,17200.0,-49.837925,3440.0,0.20286612,0.36105755
0.00059472845,0.0,865000.0,0.13751253,0.9837189,172,173000.0,0.6734701,0.0,17300.0,-49.86967,3460.0,0.20286803,0.3610632
1.6526465e-06,0.0,870000.0,0.13749488,0.95148367,173,174000.0,0.67347884,0.0,17400.0,-49.84728,3480.0,0.20286842,0.36106429
6.0321996e-05,0.0,875000.0,0.13746153,0.95438224,174,175000.0,0.67347544,0.0,17500.0,-49.856678,3500.0,0.20286642,0.36107644
3.961759e-07,0.0,880000.0,0.13744923,1.021809,175,176000.0,0.67346436,0.0,17600.0,-49.860584,3520.0,0.20285599,0.36108425
2.0572916e-06,0.0,885000.0,0.13744499,0.9763282,176,177000.0,0.6734583,0.0,17700.0,-49.864292,3540.0,0.20285468,0.36108062
1.0831988e-06,0.0,890000.0,0.13743232,0.98636407,177,178000.0,0.6734216,0.0,17800.0,-49.868168,3560.0,0.20286103,0.36108753
6.808201e-06,0.0,895000.0,0.13741703,1.008646,178,179000.0,0.6734162,0.0,17900.0,-49.876873,3580.0,0.20286585,0.36109117
9.241048e-07,0.0,900000.0,0.13738652,0.956618,179,180000.0,0.6733956,0.0,18000.0,-49.881947,3600.0,0.20287758,0.3610991
2.4592737e-07,0.0,905000.0,0.13738321,0.9309009,180,181000.0,0.6733632,0.0,18100.0,-49.881695,3620.0,0.20287438,0.3611044
4.6617934e-06,0.0,910000.0,0.13736479,0.9720076,181,182000.0,0.67335343,0.0016666666666666668,18200.0,-49.889835,3640.0,0.20287533,0.36109987
4.8201764e-07,0.0,915000.0,0.1373477,1.0003362,182,183000.0,0.6733322,0.0,18300.0,-49.89777,3660.0,0.20288043,0.36110163
3.8662984e-07,0.0,920000.0,0.13734576,0.9558194,183,184000.0,0.67334634,0.0,18400.0,-49.895,3680.0,0.20288406,0.36110345
3.541354e-05,0.0,925000.0,0.13733539,0.95244807,184,185000.0,0.6733155,0.0,18500.0,-49.89754,3700.0,0.20288749,0.36111698
