train/critic_loss,test/success_rate,train/reward_compute_count,stats_g/std,test/ag_g_dist,epoch,test/reward_compute_count,stats_o/std,train/success_rate,train/episode,test/mean_Q,test/episode,stats_o/mean,stats_g/mean
0.0027681452,0.0,5000.0,0.13805445,0.99850434,0,1000.0,0.7294421,0.0,100.0,-2.7704093,20.0,0.2049452,0.36059812
0.0015743753,0.0,10000.0,0.13910244,0.9886453,1,2000.0,0.71875924,0.0,200.0,-4.914736,40.0,0.20615195,0.35945702
0.0013990399,0.0,15000.0,0.13913533,0.9436858,2,3000.0,0.708772,0.0,300.0,-6.929856,60.0,0.20596497,0.35976014
0.0005081172,0.0,20000.0,0.13911723,0.96010417,3,4000.0,0.70096797,0.0,400.0,-8.898894,80.0,0.20491095,0.3598976
0.00040282868,0.0,25000.0,0.13816726,0.9478224,4,5000.0,0.6962736,0.0,500.0,-10.829623,100.0,0.20471883,0.3602474
0.00045540277,0.0,30000.0,0.13787457,0.94051546,5,6000.0,0.69250256,0.0,600.0,-12.698322,120.0,0.20471013,0.3604866
0.00034412733,0.0,35000.0,0.13702339,1.016302,6,7000.0,0.6896507,0.0,700.0,-14.469884,140.0,0.20459373,0.3608745
0.0003420258,0.0,40000.0,0.13718227,1.0034236,7,8000.0,0.68799686,0.0,800.0,-16.138113,160.0,0.20454895,0.36112198
0.00040177404,0.0,45000.0,0.13695695,0.951976,8,9000.0,0.68679404,0.0,900.0,-17.73143,180.0,0.204374,0.36117867
0.00041036765,0.0,50000.0,0.13675246,0.93804026,9,10000.0,0.68570703,0.0016666666666666668,1000.0,-19.266808,200.0,0.20425485,0.3611944
0.00070237805,0.0,55000.0,0.13660997,0.9780099,10,11000.0,0.6847048,0.0,1100.0,-20.766619,220.0,0.2040657,0.36103997
0.00052148703,0.0,60000.0,0.13646522,0.9885559,11,12000.0,0.6835492,0.0,1200.0,-22.148064,240.0,0.2040012,0.36122188
0.0007843852,0.0,65000.0,0.13651247,0.96291417,12,13000.0,0.6826493,0.0,1300.0,-23.460266,260.0,0.20384525,0.36109194
0.0008721005,0.0,70000.0,0.13694853,0.9741866,13,14000.0,0.6825916,0.0016666666666666668,1400.0,-24.779907,280.0,0.20376773,0.3609645
0.00056811393,0.0,75000.0,0.13780048,0.9796975,14,15000.0,0.6827814,0.0,1500.0,-25.93997,300.0,0.20368034,0.36075774
0.0017123953,0.0,80000.0,0.13883315,0.98896796,15,16000.0,0.6833527,0.0,1600.0,-27.052338,320.0,0.20366704,0.36047912
0.0009795628,0.0,85000.0,0.13994403,0.946585,16,17000.0,0.68371266,0.0016666666666666668,1700.0,-28.10099,340.0,0.20361896,0.36012045
0.0015142508,0.0,90000.0,0.14086527,0.9333369,17,18000.0,0.6842279,0.0016666666666666668,1800.0,-29.134087,360.0,0.20358177,0.35971245
0.00089602073,0.0,95000.0,0.14147992,0.93707377,18,19000.0,0.6846072,0.0,1900.0,-30.065271,380.0,0.20349269,0.35946628
0.0011139252,0.0,100000.0,0.1420947,0.9948699,19,20000.0,0.68491584,0.0,2000.0,-31.07337,400.0,0.2034371,0.35926744
0.002252659,0.0,105000.0,0.14279884,0.95101184,20,21000.0,0.6852464,0.0,2100.0,-31.97168,420.0,0.20335071,0.35894868
0.0010456439,0.0,110000.0,0.14329104,0.9634342,21,22000.0,0.6854844,0.0,2200.0,-32.727383,440.0,0.20318575,0.35852435
0.00086878525,0.0,115000.0,0.14408478,0.9534323,22,23000.0,0.68633145,0.0,2300.0,-33.544506,460.0,0.20304929,0.3580369
0.0010005231,0.0,120000.0,0.14494373,0.9725153,23,24000.0,0.68706346,0.0,2400.0,-34.275143,480.0,0.20292765,0.35746244
0.0013989974,0.0,125000.0,0.14540474,0.98008054,24,25000.0,0.68724084,0.0,2500.0,-34.978638,500.0,0.20276934,0.3571125
0.002154583,0.0,130000.0,0.14540102,0.93142724,25,26000.0,0.68699855,0.0,2600.0,-35.69012,520.0,0.20266992,0.35713258
0.0025833568,0.0,135000.0,0.14532208,0.9717324,26,27000.0,0.6865786,0.0,2700.0,-36.443043,540.0,0.20261787,0.3572116
0.00073909416,0.0,140000.0,0.14524068,0.95131654,27,28000.0,0.68630457,0.0,2800.0,-37.024105,560.0,0.20263477,0.35735026
0.0024978814,0.0,145000.0,0.14510098,0.9277571,28,29000.0,0.6860865,0.0,2900.0,-37.662292,580.0,0.20261283,0.3574635
0.0008215971,0.0,150000.0,0.14493479,0.9602291,29,30000.0,0.68572664,0.0,3000.0,-38.277134,600.0,0.20266281,0.35755453
0.0008677261,0.0,155000.0,0.14470145,0.9404232,30,31000.0,0.6854685,0.0,3100.0,-38.8083,620.0,0.20270634,0.35766354
0.0012380367,0.0,160000.0,0.14461015,0.9224524,31,32000.0,0.6850144,0.0,3200.0,-39.295345,640.0,0.20266478,0.3577033
0.00053131575,0.0,165000.0,0.14447384,1.003035,32,33000.0,0.68479437,0.0,3300.0,-39.820713,660.0,0.20265663,0.35772732
0.0009035708,0.0,170000.0,0.1443868,0.95894176,33,34000.0,0.6846302,0.0,3400.0,-40.31695,680.0,0.2026605,0.35775927
0.00066118664,0.0,175000.0,0.14430971,0.96432996,34,35000.0,0.68441343,0.0,3500.0,-40.769608,700.0,0.20266925,0.35781989
0.0012165252,0.0,180000.0,0.1442679,0.92676693,35,36000.0,0.6841579,0.0016666666666666668,3600.0,-41.200417,720.0,0.20268668,0.3578913
0.0006724587,0.0,185000.0,0.1442007,0.9299264,36,37000.0,0.6838253,0.0016666666666666668,3700.0,-41.623436,740.0,0.20265035,0.35796025
0.00055158336,0.0,190000.0,0.14417623,0.965467,37,38000.0,0.68353623,0.0,3800.0,-42.073444,760.0,0.20266499,0.35803238
0.0029600263,0.0,195000.0,0.14407018,1.0634437,38,39000.0,0.6833506,0.0,3900.0,-42.401722,780.0,0.20267713,0.35811505
0.00024510227,0.0,200000.0,0.14394271,0.97485924,39,40000.0,0.68313473,0.0,4000.0,-42.77094,800.0,0.20265613,0.3582016
0.0024220983,0.0,205000.0,0.14387731,0.98717356,40,41000.0,0.6829416,0.0,4100.0,-43.05885,820.0,0.20268218,0.35830545
0.00056329457,0.0,210000.0,0.14372887,0.9822581,41,42000.0,0.6827871,0.0,4200.0,-43.433884,840.0,0.20269144,0.3583708
0.0015493488,0.0,215000.0,0.1436033,0.91365504,42,43000.0,0.6825061,0.0,4300.0,-43.75413,860.0,0.20270307,0.358394
0.00022070424,0.0,220000.0,0.1434642,0.9455981,43,44000.0,0.6822043,0.0,4400.0,-44.057827,880.0,0.20270126,0.35848013
0.00024094964,0.0,225000.0,0.14336196,0.9826455,44,45000.0,0.68203706,0.0,4500.0,-44.338486,900.0,0.20272167,0.3585721
0.0004265056,0.008333333333333333,230000.0,0.14325707,0.9337866,45,46000.0,0.681822,0.0,4600.0,-44.637054,920.0,0.20271493,0.35864678
0.00040482785,0.0,235000.0,0.14314933,0.9565318,46,47000.0,0.68163115,0.0,4700.0,-44.888897,940.0,0.20269196,0.35871324
0.00035122767,0.0,240000.0,0.1430481,0.9758563,47,48000.0,0.6814699,0.0,4800.0,-45.11455,960.0,0.20268856,0.3587902
0.00012833944,0.0,245000.0,0.1429306,0.96940184,48,49000.0,0.68124413,0.0,4900.0,-45.384075,980.0,0.20270844,0.35885528
