train/critic_loss,test/mean_Q,train/success_rate,train/reward_compute_count,stats_o/std,test/ag_g_dist,stats_g/std,test/reward_compute_count,stats_o/mean,test/episode,test/success_rate,epoch,stats_g/mean,train/episode
1.043128,-19.791239,0.05833333333333334,130000.0,0.10310493,0.26525933,0.20832394,26000.0,0.18796968,520.0,0.075,25,0.8010816,2600.0
0.9366059,-23.864927,0.05833333333333333,135000.0,0.10343537,0.30564347,0.20818596,27000.0,0.18826443,540.0,0.06666666666666667,26,0.8026416,2700.0
1.1587293,-19.217724,0.07666666666666667,140000.0,0.1041284,0.21683533,0.20882171,28000.0,0.1885968,560.0,0.1416666666666667,27,0.8043323,2800.0
0.8229093,-25.14009,0.07666666666666667,145000.0,0.1046228,0.29213256,0.20908843,29000.0,0.18887337,580.0,0.08333333333333333,28,0.8057738,2900.0
1.6438388,-20.25993,0.09166666666666667,150000.0,0.104912125,0.22170569,0.20915921,30000.0,0.18910158,600.0,0.15,29,0.8068897,3000.0
1.7924318,-20.5964,0.08666666666666667,155000.0,0.105187625,0.22515373,0.20868528,31000.0,0.1892987,620.0,0.15833333333333335,30,0.80792445,3100.0
0.9759335,-25.279976,0.07333333333333333,160000.0,0.1054731,0.25229034,0.20859106,32000.0,0.18952255,640.0,0.06666666666666667,31,0.8091089,3200.0
1.5311447,-22.945421,0.09333333333333334,165000.0,0.10602925,0.24475591,0.20878702,33000.0,0.18963452,660.0,0.125,32,0.8098075,3300.0
1.4554548,-21.293678,0.07666666666666666,170000.0,0.10650012,0.2367872,0.20867227,34000.0,0.18986338,680.0,0.13333333333333333,33,0.81077576,3400.0
1.6147442,-19.130787,0.08,175000.0,0.10707065,0.22799127,0.20901215,35000.0,0.18996458,700.0,0.20000000000000004,34,0.8114651,3500.0
1.1737418,-18.892012,0.09833333333333334,180000.0,0.10738931,0.2234596,0.20847721,36000.0,0.19014114,720.0,0.18333333333333335,35,0.81237745,3600.0
1.8986712,-18.371035,0.10333333333333333,185000.0,0.107821845,0.23385338,0.20832258,37000.0,0.19030458,740.0,0.225,36,0.8130927,3700.0
0.9245892,-20.65497,0.07666666666666666,190000.0,0.10824741,0.24751444,0.20808174,38000.0,0.19037767,760.0,0.15833333333333333,37,0.81361866,3800.0
2.0336578,-20.519032,0.09333333333333334,195000.0,0.10863235,0.2229561,0.20798181,39000.0,0.19056095,780.0,0.11666666666666665,38,0.81442827,3900.0
1.4239836,-20.877161,0.07333333333333332,200000.0,0.10894311,0.24794917,0.20778835,40000.0,0.19072466,800.0,0.14166666666666666,39,0.8152227,4000.0
1.0735413,-20.319517,0.09666666666666668,205000.0,0.10909035,0.22074187,0.2073522,41000.0,0.19082288,820.0,0.09166666666666667,40,0.8158929,4100.0
2.1300168,-22.425423,0.09666666666666668,210000.0,0.10919795,0.23826887,0.20730127,42000.0,0.19094892,840.0,0.11666666666666665,41,0.81643844,4200.0
1.9220934,-21.728949,0.11166666666666665,215000.0,0.10934481,0.24758504,0.20698279,43000.0,0.19106932,860.0,0.17500000000000002,42,0.81696963,4300.0
1.1699406,-25.18705,0.09000000000000001,220000.0,0.10937894,0.28232104,0.20664869,44000.0,0.19115786,880.0,0.075,43,0.8174482,4400.0
1.6487122,-18.14904,0.11166666666666668,225000.0,0.109319724,0.22128741,0.20627463,45000.0,0.1912889,900.0,0.2333333333333333,44,0.8179763,4500.0
2.112519,-16.280876,0.09999999999999999,230000.0,0.10925462,0.18766199,0.20581758,46000.0,0.19141518,920.0,0.2833333333333333,45,0.8184142,4600.0
1.6984038,-20.493147,0.09166666666666667,235000.0,0.109140836,0.211134,0.20524056,47000.0,0.19145328,940.0,0.2583333333333333,46,0.81884605,4700.0
1.4718927,-21.483084,0.14833333333333334,240000.0,0.10915082,0.25001255,0.20496969,48000.0,0.19153929,960.0,0.18333333333333335,47,0.81922406,4800.0
2.3952627,-14.233729,0.11666666666666665,245000.0,0.109215535,0.19675367,0.20459378,49000.0,0.19164719,980.0,0.39166666666666666,48,0.81958675,4900.0
1.8625549,-21.947638,0.14833333333333334,250000.0,0.10924002,0.25904858,0.20427853,50000.0,0.19171983,1000.0,0.18333333333333335,49,0.8198881,5000.0
3.6244297,-16.395952,0.11166666666666668,255000.0,0.109333575,0.19160362,0.20396042,51000.0,0.19181602,1020.0,0.2916666666666667,50,0.82025886,5100.0
2.3055785,-19.458323,0.10333333333333335,260000.0,0.1094427,0.19572438,0.20362185,52000.0,0.19188243,1040.0,0.25833333333333336,51,0.82057637,5200.0
1.6878529,-18.407402,0.13,265000.0,0.10954628,0.2136082,0.20340031,53000.0,0.19193633,1060.0,0.3,52,0.8208054,5300.0
1.6744002,-15.220578,0.135,270000.0,0.10958672,0.20521873,0.2030081,54000.0,0.19198637,1080.0,0.40833333333333327,53,0.8211396,5400.0
1.776404,-17.72788,0.15333333333333335,275000.0,0.10965691,0.19555582,0.20253725,55000.0,0.19204575,1100.0,0.3416666666666666,54,0.8214798,5500.0
2.1889124,-12.846965,0.14833333333333334,280000.0,0.10971651,0.17575006,0.20220016,56000.0,0.19209598,1120.0,0.47500000000000003,55,0.8216904,5600.0
1.7443843,-17.411978,0.15833333333333335,285000.0,0.109752566,0.19440955,0.20193677,57000.0,0.19214351,1140.0,0.3,56,0.8218456,5700.0
3.052715,-24.380417,0.14500000000000002,290000.0,0.10972327,0.23211728,0.20154123,58000.0,0.19218488,1160.0,0.18333333333333335,57,0.8219669,5800.0
2.1900709,-18.425554,0.1366666666666667,295000.0,0.10973378,0.19995439,0.20132093,59000.0,0.19228463,1180.0,0.31666666666666665,58,0.82216245,5900.0
1.8258177,-14.637105,0.14666666666666667,300000.0,0.10987571,0.19434373,0.20101695,60000.0,0.19233595,1200.0,0.375,59,0.82240635,6000.0
