train/reward_compute_count,train/critic_loss,test/success_rate,test/mean_Q,stats_o/mean,train/success_rate,stats_g/mean,stats_g/std,test/ag_g_dist,test/reward_compute_count,epoch,stats_o/std,train/episode,test/episode
825000.0,0.20412202,0.16666666666666666,-23.085632,0.21044742,0.03833333333333334,0.37334585,0.17394614,0.6898907,165000.0,164,0.90436286,16500.0,3300.0
830000.0,0.2751327,0.2416666666666667,-20.773653,0.21045558,0.018333333333333333,0.37338534,0.17396288,0.61553895,166000.0,165,0.9045058,16600.0,3320.0
835000.0,0.20696466,0.20833333333333334,-20.899942,0.21046793,0.018333333333333333,0.37343696,0.17399497,0.64963454,167000.0,166,0.9046362,16700.0,3340.0
840000.0,0.20014578,0.16666666666666666,-20.009584,0.21047695,0.023333333333333334,0.37344417,0.1740237,0.6119422,168000.0,167,0.90472674,16800.0,3360.0
845000.0,0.2566456,0.18333333333333335,-23.128622,0.21047318,0.023333333333333334,0.37347403,0.17404528,0.72342587,169000.0,168,0.9048362,16900.0,3380.0
850000.0,0.20774253,0.25,-22.26924,0.21046573,0.013333333333333334,0.373475,0.17406452,0.6946841,170000.0,169,0.90492326,17000.0,3400.0
855000.0,0.21451218,0.19166666666666665,-22.060638,0.21047096,0.035,0.3734819,0.17408575,0.6234613,171000.0,170,0.90500706,17100.0,3420.0
860000.0,0.21818323,0.25,-20.68204,0.21046364,0.021666666666666667,0.37348676,0.17412104,0.5873714,172000.0,171,0.9050563,17200.0,3440.0
865000.0,0.23120332,0.24166666666666667,-21.958822,0.21046992,0.035,0.3735012,0.17413993,0.68502074,173000.0,172,0.90517044,17300.0,3460.0
870000.0,0.22150604,0.27499999999999997,-19.959202,0.21045087,0.036666666666666674,0.3735199,0.17417884,0.62977934,174000.0,173,0.90528744,17400.0,3480.0
875000.0,0.22013937,0.19166666666666665,-22.659302,0.2104487,0.028333333333333335,0.37353197,0.17420499,0.6886349,175000.0,174,0.9054055,17500.0,3500.0
880000.0,0.22869979,0.225,-23.3431,0.21039844,0.028333333333333332,0.37356028,0.17422128,0.7515138,176000.0,175,0.9054697,17600.0,3520.0
885000.0,0.24781288,0.21666666666666665,-23.31166,0.21039419,0.024999999999999998,0.37356248,0.17423789,0.68632823,177000.0,176,0.9055852,17700.0,3540.0
890000.0,0.19347374,0.18333333333333335,-22.163767,0.21039653,0.021666666666666667,0.3735946,0.17426924,0.6782038,178000.0,177,0.90568966,17800.0,3560.0
895000.0,0.28910008,0.18333333333333335,-21.977448,0.21040314,0.02,0.37359193,0.17429258,0.690334,179000.0,178,0.9058258,17900.0,3580.0
900000.0,0.30576465,0.20833333333333334,-22.855087,0.21038002,0.021666666666666667,0.37361988,0.17431433,0.68582153,180000.0,179,0.9059805,18000.0,3600.0
905000.0,0.20717211,0.26666666666666666,-20.783012,0.21035732,0.025000000000000005,0.37364766,0.17432804,0.59227675,181000.0,180,0.9060767,18100.0,3620.0
910000.0,0.21000792,0.20833333333333334,-21.35201,0.21032168,0.023333333333333334,0.3736631,0.17433731,0.634347,182000.0,181,0.9062138,18200.0,3640.0
915000.0,0.23020811,0.19166666666666665,-23.972855,0.21033911,0.016666666666666666,0.37367174,0.17435367,0.70756054,183000.0,182,0.9063337,18300.0,3660.0
920000.0,0.19514279,0.225,-22.950136,0.2103266,0.023333333333333334,0.3736651,0.17439286,0.6476726,184000.0,183,0.90647537,18400.0,3680.0
925000.0,0.2422341,0.18333333333333335,-22.573496,0.21032809,0.03,0.3737059,0.17441787,0.68533784,185000.0,184,0.9065911,18500.0,3700.0
930000.0,0.24647515,0.13333333333333333,-24.543451,0.2103187,0.03333333333333333,0.37373486,0.17443724,0.695992,186000.0,185,0.90674806,18600.0,3720.0
935000.0,0.21287279,0.17500000000000002,-22.974836,0.21032287,0.035,0.37375572,0.17445998,0.66979116,187000.0,186,0.9068124,18700.0,3740.0
940000.0,0.18572633,0.22499999999999998,-21.21984,0.21032245,0.03,0.37376025,0.17450328,0.6313627,188000.0,187,0.90690213,18800.0,3760.0
945000.0,0.19623022,0.18333333333333335,-23.095078,0.21029027,0.028333333333333335,0.37378097,0.17452848,0.68868375,189000.0,188,0.90698737,18900.0,3780.0
950000.0,0.1970281,0.225,-20.60742,0.21026914,0.02666666666666667,0.3737789,0.17454298,0.5944583,190000.0,189,0.907049,19000.0,3800.0
955000.0,0.19887978,0.16666666666666666,-21.110796,0.21025634,0.023333333333333334,0.37376973,0.17455257,0.63466954,191000.0,190,0.9071576,19100.0,3820.0
960000.0,0.21434768,0.13333333333333333,-24.235138,0.21022563,0.021666666666666667,0.3738006,0.17455001,0.683028,192000.0,191,0.9072731,19200.0,3840.0
965000.0,0.19053967,0.15833333333333335,-23.420042,0.21020366,0.030000000000000002,0.37380156,0.17457072,0.6659432,193000.0,192,0.9073284,19300.0,3860.0
970000.0,0.2787638,0.2416666666666666,-21.09177,0.21020006,0.024999999999999998,0.37380695,0.17458916,0.65855736,194000.0,193,0.9074448,19400.0,3880.0
975000.0,0.22801356,0.18333333333333335,-21.426249,0.21018223,0.03666666666666667,0.37383366,0.17459674,0.6450229,195000.0,194,0.907583,19500.0,3900.0
980000.0,0.20973773,0.2416666666666667,-21.092299,0.21015775,0.03,0.37386832,0.17460644,0.6282888,196000.0,195,0.9076465,19600.0,3920.0
985000.0,0.20500837,0.21666666666666667,-21.211063,0.21014029,0.034999999999999996,0.37388137,0.17460836,0.6491494,197000.0,196,0.90774757,19700.0,3940.0
990000.0,0.18020195,0.19999999999999998,-22.242437,0.21010847,0.03,0.37388405,0.17460363,0.61454237,198000.0,197,0.90780765,19800.0,3960.0
995000.0,0.28629568,0.22499999999999998,-21.422058,0.2100987,0.028333333333333335,0.37391314,0.17461395,0.62018365,199000.0,198,0.9078776,19900.0,3980.0
1000000.0,0.26271477,0.19166666666666665,-20.53491,0.21010911,0.030000000000000002,0.37393594,0.17463915,0.5841017,200000.0,199,0.9079469,20000.0,4000.0
