stats_o/mean,stats_g/mean,test/reward_compute_count,stats_o/std,train/critic_loss,test/episode,test/ag_g_dist,test/success_rate,train/success_rate,epoch,stats_g/std,test/mean_Q,train/episode,train/reward_compute_count
0.20304573,0.8423913,1000.0,0.0464703,0.08443055,20.0,0.23727582,0.041666666666666664,0.034999999999999996,0,0.091842525,-2.8292162,100.0,5000.0
