test/ag_g_dist,stats_o/mean,stats_o/std,stats_g/std,test/mean_Q,test/episode,train/episode,epoch,train/reward_compute_count,stats_g/mean,train/critic_loss,test/reward_compute_count,test/success_rate,train/success_rate
0.13929015,0.19253568,0.107168935,0.17459501,-9.642704,3480.0,17400.0,173,870000.0,0.8202355,0.9083356,174000.0,0.7166666666666668,0.225
0.14901383,0.19254412,0.10720094,0.1746053,-10.003029,3500.0,17500.0,174,875000.0,0.82028055,0.82486826,175000.0,0.7000000000000001,0.205
0.16108347,0.19255538,0.10721006,0.17461419,-11.365978,3520.0,17600.0,175,880000.0,0.82033086,0.4243405,176000.0,0.6666666666666666,0.21333333333333335
0.15632893,0.19255899,0.10720983,0.17460614,-11.013817,3540.0,17700.0,176,885000.0,0.8203475,0.9749668,177000.0,0.6750000000000002,0.24166666666666667
0.15937723,0.19256945,0.107197315,0.17456734,-12.032402,3560.0,17800.0,177,890000.0,0.82038647,1.0539418,178000.0,0.6583333333333333,0.21833333333333335
0.15593915,0.19257204,0.10719211,0.1745404,-10.686116,3580.0,17900.0,178,895000.0,0.8204193,1.8522158,179000.0,0.7250000000000001,0.19499999999999998
0.15796311,0.19258656,0.10717604,0.17450382,-11.02473,3600.0,18000.0,179,900000.0,0.82047457,0.8637836,180000.0,0.6666666666666666,0.21
0.1461943,0.19259281,0.107171774,0.17450152,-10.937866,3620.0,18100.0,180,905000.0,0.8204711,0.63077956,181000.0,0.6833333333333332,0.22666666666666666
0.16280912,0.19259112,0.10718257,0.17453104,-13.349426,3640.0,18200.0,181,910000.0,0.82050174,1.482639,182000.0,0.5916666666666667,0.205
0.13912381,0.19259338,0.10719182,0.17452665,-13.181676,3660.0,18300.0,182,915000.0,0.8205647,0.43722796,183000.0,0.575,0.17833333333333334
0.15201287,0.19260137,0.10721656,0.17455189,-11.871662,3680.0,18400.0,183,920000.0,0.8205976,0.6552177,184000.0,0.65,0.20333333333333337
0.166324,0.19261189,0.10722232,0.17455609,-12.812757,3700.0,18500.0,184,925000.0,0.82063246,0.7613716,185000.0,0.5833333333333334,0.22666666666666668
0.15836057,0.1926262,0.10719823,0.17455675,-11.08512,3720.0,18600.0,185,930000.0,0.8206635,1.6034616,186000.0,0.7083333333333334,0.20333333333333337
0.15682773,0.19264019,0.10721969,0.17456673,-10.61917,3740.0,18700.0,186,935000.0,0.82068443,1.4908117,187000.0,0.725,0.19000000000000003
0.16312698,0.1926487,0.107215315,0.17455022,-12.713081,3760.0,18800.0,187,940000.0,0.8206878,1.364024,188000.0,0.7083333333333334,0.215
0.16071655,0.19265604,0.10723445,0.17455344,-12.315631,3780.0,18900.0,188,945000.0,0.82073164,0.89977616,189000.0,0.7583333333333334,0.19833333333333333
0.14268315,0.19266279,0.10725093,0.17458178,-10.345189,3800.0,19000.0,189,950000.0,0.82076883,2.0121362,190000.0,0.7916666666666666,0.19999999999999998
0.1585601,0.19267136,0.10724843,0.17457719,-15.427043,3820.0,19100.0,190,955000.0,0.8208197,2.448585,191000.0,0.5583333333333333,0.20166666666666666
0.15988256,0.19267313,0.107252836,0.17457628,-11.65559,3840.0,19200.0,191,960000.0,0.82085305,0.9999234,192000.0,0.7666666666666666,0.22166666666666668
0.15172054,0.19268675,0.10727811,0.1746083,-11.311788,3860.0,19300.0,192,965000.0,0.8208778,2.578269,193000.0,0.7666666666666666,0.19333333333333336
0.15466355,0.19270222,0.10726579,0.17460662,-11.802991,3880.0,19400.0,193,970000.0,0.82088774,1.3810711,194000.0,0.7583333333333333,0.22
0.17767395,0.19271187,0.10727525,0.17461847,-11.739942,3900.0,19500.0,194,975000.0,0.820885,0.93842953,195000.0,0.775,0.20666666666666667
0.15768005,0.19272368,0.10729126,0.17460579,-12.026896,3920.0,19600.0,195,980000.0,0.8209121,2.1199286,196000.0,0.7416666666666667,0.18333333333333335
0.15646264,0.19272709,0.10729048,0.1746008,-10.973187,3940.0,19700.0,196,985000.0,0.8209045,1.0831708,197000.0,0.8333333333333334,0.23500000000000001
0.15518208,0.19273306,0.10731786,0.17461932,-11.635047,3960.0,19800.0,197,990000.0,0.82090586,0.9972639,198000.0,0.7666666666666666,0.2316666666666667
0.14953543,0.19274004,0.10733426,0.17460352,-11.327445,3980.0,19900.0,198,995000.0,0.82092565,2.5713499,199000.0,0.75,0.22999999999999998
0.15539812,0.19273023,0.107363544,0.17460693,-11.168315,4000.0,20000.0,199,1000000.0,0.82096225,1.2480165,200000.0,0.7749999999999999,0.21
