test/ag_g_dist,stats_o/mean,stats_o/std,stats_g/std,test/mean_Q,test/episode,train/episode,epoch,train/reward_compute_count,stats_g/mean,train/critic_loss,test/reward_compute_count,test/success_rate,train/success_rate
0.21256411,0.18867587,0.09802604,0.17869894,-13.803143,700.0,3500.0,34,175000.0,0.8023526,0.6091539,35000.0,0.375,0.20666666666666667
0.18331389,0.18870111,0.0982573,0.1787012,-12.197266,720.0,3600.0,35,180000.0,0.802764,0.42066965,36000.0,0.4583333333333333,0.21833333333333335
0.20826213,0.18874283,0.09849214,0.17891812,-12.847175,740.0,3700.0,36,185000.0,0.80303574,0.6794632,37000.0,0.4583333333333333,0.215
0.19138049,0.18877763,0.098810226,0.17900538,-12.016253,760.0,3800.0,37,190000.0,0.8032258,0.6242382,38000.0,0.5,0.19666666666666668
0.1740492,0.18885256,0.09907321,0.17915529,-10.25454,780.0,3900.0,38,195000.0,0.80354834,0.43759915,39000.0,0.6166666666666666,0.18500000000000003
0.21770787,0.18895777,0.09912493,0.17896657,-13.158524,800.0,4000.0,39,200000.0,0.8040836,0.59808606,40000.0,0.4666666666666666,0.20000000000000004
0.2055031,0.18899544,0.099471636,0.17904978,-13.377106,820.0,4100.0,40,205000.0,0.8043135,1.4828066,41000.0,0.525,0.17666666666666667
0.18780069,0.18903704,0.09979772,0.17920937,-12.729962,840.0,4200.0,41,210000.0,0.80449194,1.1041894,42000.0,0.5416666666666667,0.26499999999999996
0.18588276,0.18913685,0.10007969,0.17919464,-11.8949,860.0,4300.0,42,215000.0,0.8049345,1.1781256,43000.0,0.5333333333333333,0.215
0.17988594,0.18919618,0.10023162,0.17918222,-10.023305,880.0,4400.0,43,220000.0,0.80533576,1.1130503,44000.0,0.6833333333333332,0.19666666666666668
0.21658431,0.18928789,0.100291274,0.17888664,-12.311013,900.0,4500.0,44,225000.0,0.80573654,0.50405735,45000.0,0.525,0.19666666666666668
0.19126423,0.189366,0.1003891,0.17859882,-10.982948,920.0,4600.0,45,230000.0,0.8061151,1.3659741,46000.0,0.6,0.21000000000000005
0.18006964,0.18939991,0.100508116,0.17866391,-12.43859,940.0,4700.0,46,235000.0,0.80635786,0.85297686,47000.0,0.5416666666666666,0.18666666666666668
0.18757498,0.18950115,0.10064158,0.17845847,-11.114848,960.0,4800.0,47,240000.0,0.80670184,1.0491675,48000.0,0.5833333333333334,0.21
0.18046443,0.18961973,0.10075596,0.17834057,-12.7641115,980.0,4900.0,48,245000.0,0.80707604,1.3509735,49000.0,0.5416666666666666,0.17166666666666666
0.19394179,0.18970571,0.100909166,0.17825878,-11.713116,1000.0,5000.0,49,250000.0,0.8074484,0.94415826,50000.0,0.625,0.22
0.19611718,0.1897745,0.1009867,0.17817724,-12.781674,1020.0,5100.0,50,255000.0,0.8078324,0.72932434,51000.0,0.5666666666666667,0.21333333333333335
0.15966749,0.1898108,0.10112194,0.17810698,-10.382874,1040.0,5200.0,51,260000.0,0.80815,0.86303073,52000.0,0.6916666666666668,0.2283333333333333
0.2045362,0.18985884,0.10121133,0.17799813,-13.112636,1060.0,5300.0,52,265000.0,0.80842525,0.9341855,53000.0,0.55,0.22999999999999998
0.18463229,0.18994445,0.101265214,0.17768417,-12.307765,1080.0,5400.0,53,270000.0,0.8088587,0.65384316,54000.0,0.5666666666666667,0.23833333333333337
0.17336547,0.1900046,0.10137742,0.17755933,-11.510452,1100.0,5500.0,54,275000.0,0.809196,1.5843638,55000.0,0.6250000000000001,0.21
0.19101019,0.19005086,0.101484515,0.17731452,-10.697904,1120.0,5600.0,55,280000.0,0.8095799,1.081226,56000.0,0.6750000000000002,0.19499999999999998
0.18358289,0.190113,0.101730525,0.17742866,-12.501851,1140.0,5700.0,56,285000.0,0.8097169,0.7793841,57000.0,0.6083333333333334,0.19000000000000003
0.19950521,0.19017667,0.101843506,0.17737056,-12.60683,1160.0,5800.0,57,290000.0,0.8098752,0.71678567,58000.0,0.6333333333333333,0.21333333333333335
0.17983322,0.19025569,0.10199834,0.1773553,-11.201451,1180.0,5900.0,58,295000.0,0.8099994,0.67456627,59000.0,0.6916666666666668,0.21833333333333335
0.17641659,0.19034684,0.10205513,0.1772543,-10.911023,1200.0,6000.0,59,300000.0,0.8103304,0.6923556,60000.0,0.6833333333333332,0.21833333333333335
0.17179005,0.19041912,0.10217551,0.17730834,-10.03526,1220.0,6100.0,60,305000.0,0.8105696,0.7387945,61000.0,0.7416666666666667,0.20166666666666666
0.18156527,0.19041926,0.10239444,0.1774181,-12.306056,1240.0,6200.0,61,310000.0,0.81064934,0.6248667,62000.0,0.5583333333333333,0.20333333333333334
0.18137658,0.19049068,0.102514066,0.17747886,-13.063393,1260.0,6300.0,62,315000.0,0.8109296,1.2319498,63000.0,0.6083333333333333,0.19666666666666668
0.18330805,0.19053875,0.10265812,0.17739524,-12.08358,1280.0,6400.0,63,320000.0,0.81118256,1.3623109,64000.0,0.6916666666666665,0.19999999999999998
0.15497528,0.19057624,0.102805234,0.17735393,-11.006757,1300.0,6500.0,64,325000.0,0.81145877,0.5474772,65000.0,0.6333333333333333,0.19833333333333333
0.1731356,0.19060487,0.1029737,0.17739497,-12.003757,1320.0,6600.0,65,330000.0,0.8117047,0.9975934,66000.0,0.55,0.19666666666666668
0.16158779,0.19067341,0.103037514,0.17735767,-10.696075,1340.0,6700.0,66,335000.0,0.8119295,1.1347224,67000.0,0.725,0.19499999999999998
0.17059274,0.19072531,0.10318986,0.17738362,-11.459846,1360.0,6800.0,67,340000.0,0.812143,0.9746215,68000.0,0.6249999999999999,0.2333333333333333
0.16589256,0.19077279,0.10328715,0.1774012,-10.702472,1380.0,6900.0,68,345000.0,0.81239134,0.9541481,69000.0,0.6833333333333332,0.22833333333333336
0.1744848,0.19081192,0.103313826,0.17727204,-10.758899,1400.0,7000.0,69,350000.0,0.812639,2.3824403,70000.0,0.6833333333333335,0.21166666666666667
0.16794038,0.19081408,0.10332042,0.17728214,-11.661071,1420.0,7100.0,70,355000.0,0.81265134,1.3688645,71000.0,0.6166666666666667,0.22833333333333336
0.17484899,0.19083174,0.10337403,0.17725211,-12.354698,1440.0,7200.0,71,360000.0,0.81274444,1.0166415,72000.0,0.6166666666666667,0.215
0.1857478,0.19086812,0.103328966,0.17704304,-11.008056,1460.0,7300.0,72,365000.0,0.8129864,1.028643,73000.0,0.6750000000000002,0.235
0.16075934,0.19091469,0.10340598,0.17702031,-11.190053,1480.0,7400.0,73,370000.0,0.8131354,0.9826563,74000.0,0.6666666666666666,0.2333333333333333
0.15159865,0.19095229,0.1033896,0.17686222,-9.665296,1500.0,7500.0,74,375000.0,0.8133054,1.2899942,75000.0,0.7166666666666668,0.24666666666666667
0.1552734,0.19097154,0.10345463,0.1768661,-10.786937,1520.0,7600.0,75,380000.0,0.81346494,1.3887873,76000.0,0.7250000000000001,0.21666666666666667
0.15115495,0.1910178,0.10358725,0.17683488,-10.916163,1540.0,7700.0,76,385000.0,0.8136499,1.2648946,77000.0,0.725,0.215
0.15583535,0.19104119,0.10359869,0.17677219,-10.852361,1560.0,7800.0,77,390000.0,0.8138036,1.3731947,78000.0,0.6666666666666666,0.22833333333333336
0.16022764,0.1910796,0.10371869,0.17674601,-11.426132,1580.0,7900.0,78,395000.0,0.81401014,0.8494985,79000.0,0.6416666666666667,0.21833333333333335
0.1721276,0.19111489,0.103778504,0.17672239,-11.796323,1600.0,8000.0,79,400000.0,0.8141048,0.9892438,80000.0,0.6833333333333332,0.215
0.1938904,0.1911184,0.103900045,0.17686427,-12.82578,1620.0,8100.0,80,405000.0,0.8141713,1.7903339,81000.0,0.625,0.22666666666666666
0.18607064,0.19114017,0.10398363,0.17687964,-12.246071,1640.0,8200.0,81,410000.0,0.8142724,0.8349266,82000.0,0.575,0.21999999999999997
0.18108977,0.19118303,0.104056396,0.17678128,-10.640262,1660.0,8300.0,82,415000.0,0.8144004,0.9726291,83000.0,0.6666666666666666,0.22166666666666668
0.17584342,0.19122028,0.10408967,0.17670858,-11.139663,1680.0,8400.0,83,420000.0,0.814527,1.2665926,84000.0,0.7000000000000001,0.25333333333333335
0.16544566,0.1912448,0.10409301,0.17666708,-10.886082,1700.0,8500.0,84,425000.0,0.81465095,1.2991393,85000.0,0.7083333333333334,0.18833333333333335
0.15284474,0.19127385,0.10419553,0.17664231,-9.3387785,1720.0,8600.0,85,430000.0,0.8148191,0.6887417,86000.0,0.7666666666666666,0.20166666666666666
0.18520458,0.19129492,0.10428464,0.17657597,-12.230992,1740.0,8700.0,86,435000.0,0.81500316,1.5711924,87000.0,0.65,0.2233333333333333
0.16658662,0.19131,0.104412995,0.1765839,-11.004178,1760.0,8800.0,87,440000.0,0.8150756,1.0228497,88000.0,0.6583333333333333,0.22333333333333336
0.20579214,0.19132377,0.10456263,0.1765005,-13.515424,1780.0,8900.0,88,445000.0,0.8151607,1.1844704,89000.0,0.46666666666666673,0.21166666666666667
0.15982465,0.19135626,0.10465502,0.17647983,-11.514423,1800.0,9000.0,89,450000.0,0.8153338,1.5494881,90000.0,0.6083333333333333,0.22833333333333336
0.15597375,0.19139324,0.104777314,0.17640693,-9.8788185,1820.0,9100.0,90,455000.0,0.8154802,0.85935754,91000.0,0.7000000000000001,0.22333333333333336
0.16241115,0.1913833,0.104906686,0.1763538,-9.408455,1840.0,9200.0,91,460000.0,0.8155744,0.7913294,92000.0,0.7250000000000001,0.20666666666666667
0.17288536,0.19142169,0.104960985,0.1762759,-10.541721,1860.0,9300.0,92,465000.0,0.8156728,2.174125,93000.0,0.6666666666666666,0.225
0.1659367,0.19144972,0.104969464,0.17622185,-10.717132,1880.0,9400.0,93,470000.0,0.81579417,1.9269304,94000.0,0.7083333333333334,0.21999999999999997
0.16511793,0.19147438,0.10499693,0.17613316,-10.978251,1900.0,9500.0,94,475000.0,0.81589407,0.7438698,95000.0,0.7166666666666667,0.21166666666666667
0.15940005,0.19148916,0.10508648,0.17616041,-11.482892,1920.0,9600.0,95,480000.0,0.81597036,1.2579814,96000.0,0.6333333333333333,0.22833333333333336
0.14180012,0.19151129,0.10507711,0.17611367,-9.228053,1940.0,9700.0,96,485000.0,0.816072,0.710655,97000.0,0.7000000000000001,0.24833333333333332
0.16478111,0.19152667,0.10509171,0.17611891,-11.236484,1960.0,9800.0,97,490000.0,0.8161583,1.1436688,98000.0,0.625,0.21999999999999997
0.17483604,0.19154488,0.10514245,0.17604668,-10.726757,1980.0,9900.0,98,495000.0,0.8162465,1.5585252,99000.0,0.6666666666666666,0.205
0.16873276,0.19156633,0.1051313,0.17600422,-10.524711,2000.0,10000.0,99,500000.0,0.816391,1.9239908,100000.0,0.7333333333333334,0.18500000000000003
0.18997312,0.19158854,0.10516595,0.17594425,-12.841275,2020.0,10100.0,100,505000.0,0.81647414,1.196741,101000.0,0.65,0.22333333333333336
0.17552297,0.19161557,0.10519133,0.17591341,-13.630359,2040.0,10200.0,101,510000.0,0.8165651,1.0648137,102000.0,0.5166666666666667,0.19666666666666666
0.16777764,0.1916237,0.10522199,0.17593603,-12.0634985,2060.0,10300.0,102,515000.0,0.8165944,1.0001601,103000.0,0.65,0.18833333333333335
0.18202947,0.19162543,0.105210006,0.17597365,-13.117269,2080.0,10400.0,103,520000.0,0.8166463,1.030197,104000.0,0.5416666666666666,0.165
0.18921904,0.19165085,0.10527346,0.17599438,-13.7111025,2100.0,10500.0,104,525000.0,0.81675655,1.1957709,105000.0,0.6583333333333333,0.20000000000000004
0.21523206,0.19169979,0.10530301,0.17591329,-12.045003,2120.0,10600.0,105,530000.0,0.8168085,1.1849403,106000.0,0.6583333333333333,0.22
0.17738993,0.19175488,0.10526231,0.1759003,-13.443524,2140.0,10700.0,106,535000.0,0.81694955,1.6466132,107000.0,0.5666666666666665,0.19166666666666665
0.17034523,0.19179086,0.10527124,0.17585367,-13.342404,2160.0,10800.0,107,540000.0,0.8169872,1.8640957,108000.0,0.6666666666666666,0.21166666666666667
0.1710887,0.19182019,0.10531684,0.17585553,-13.395921,2180.0,10900.0,108,545000.0,0.8170908,1.7111262,109000.0,0.6166666666666667,0.18666666666666668
0.16569804,0.19182675,0.105287254,0.17577897,-11.285557,2200.0,11000.0,109,550000.0,0.81710416,0.8979103,110000.0,0.7000000000000001,0.22
0.1837567,0.19183165,0.10531095,0.17581542,-12.139854,2220.0,11100.0,110,555000.0,0.8171086,1.6409706,111000.0,0.7083333333333334,0.215
0.18375663,0.19186448,0.10530135,0.17579532,-11.935429,2240.0,11200.0,111,560000.0,0.81727296,1.6301836,112000.0,0.75,0.20833333333333334
0.18625961,0.19186659,0.10530642,0.17584647,-13.771192,2260.0,11300.0,112,565000.0,0.8172776,1.2677988,113000.0,0.6,0.21166666666666667
0.19889463,0.1918788,0.10526069,0.17578857,-14.36411,2280.0,11400.0,113,570000.0,0.8173277,1.4830494,114000.0,0.6,0.19666666666666668
0.1645576,0.19187601,0.10525278,0.17579949,-13.560241,2300.0,11500.0,114,575000.0,0.81730556,1.6698602,115000.0,0.6333333333333333,0.24166666666666667
0.17177664,0.19187622,0.10520648,0.17578144,-10.78825,2320.0,11600.0,115,580000.0,0.8173623,1.3626715,116000.0,0.7916666666666666,0.21
0.16388296,0.19187312,0.1052008,0.17575411,-11.126327,2340.0,11700.0,116,585000.0,0.8173937,2.0167942,117000.0,0.6583333333333333,0.22166666666666668
0.19479673,0.19189371,0.10519119,0.1757186,-13.787402,2360.0,11800.0,117,590000.0,0.81743616,1.312966,118000.0,0.6416666666666667,0.2283333333333333
0.17045803,0.19190855,0.10518549,0.17567493,-11.608566,2380.0,11900.0,118,595000.0,0.8174754,1.6220411,119000.0,0.7666666666666666,0.22333333333333336
0.19207986,0.19192071,0.105183505,0.17565753,-12.582127,2400.0,12000.0,119,600000.0,0.81748194,1.6819099,120000.0,0.6999999999999998,0.22999999999999998
0.20072769,0.1919487,0.105134,0.17558824,-11.50502,2420.0,12100.0,120,605000.0,0.81752586,0.85049963,121000.0,0.6916666666666668,0.215
0.18726347,0.19195624,0.10514947,0.17552109,-13.698528,2440.0,12200.0,121,610000.0,0.81752133,1.2161406,122000.0,0.6166666666666667,0.21999999999999997
0.1647722,0.19198628,0.105184115,0.17547154,-12.669665,2460.0,12300.0,122,615000.0,0.81759197,2.000076,123000.0,0.7333333333333333,0.205
0.16619615,0.19201143,0.10518893,0.17545664,-10.307695,2480.0,12400.0,123,620000.0,0.81769544,0.71478885,124000.0,0.8083333333333332,0.18333333333333335
0.16282684,0.19201525,0.10525039,0.17550433,-11.793888,2500.0,12500.0,124,625000.0,0.8177257,2.2548954,125000.0,0.6916666666666668,0.22499999999999998
0.17294216,0.19202514,0.10527303,0.17546737,-12.820071,2520.0,12600.0,125,630000.0,0.8177927,1.1573819,126000.0,0.6916666666666668,0.18333333333333335
0.16784318,0.19204451,0.10527741,0.17547242,-11.418304,2540.0,12700.0,126,635000.0,0.8178177,1.1533446,127000.0,0.7666666666666666,0.20333333333333334
0.16518256,0.19204909,0.10527778,0.17542292,-11.420261,2560.0,12800.0,127,640000.0,0.81788653,1.1345912,128000.0,0.7000000000000001,0.21833333333333335
0.16013646,0.19207287,0.10528769,0.17536332,-11.650241,2580.0,12900.0,128,645000.0,0.8179459,1.4251035,129000.0,0.75,0.22166666666666668
0.15568037,0.19209158,0.10531636,0.17538168,-10.897222,2600.0,13000.0,129,650000.0,0.8180025,1.6231924,130000.0,0.7083333333333334,0.19166666666666665
0.14744411,0.19209766,0.10536391,0.17536986,-10.429402,2620.0,13100.0,130,655000.0,0.8180739,1.602561,131000.0,0.7416666666666666,0.19666666666666666
0.14642327,0.19212042,0.10536034,0.17529167,-10.273498,2640.0,13200.0,131,660000.0,0.81814843,1.1600245,132000.0,0.7416666666666667,0.22333333333333336
0.16526212,0.19213276,0.10537091,0.1752684,-11.5770235,2660.0,13300.0,132,665000.0,0.8182389,1.8873628,133000.0,0.6916666666666668,0.21999999999999997
0.16558406,0.19214965,0.10538045,0.17519152,-11.218033,2680.0,13400.0,133,670000.0,0.81833094,1.5669872,134000.0,0.7166666666666667,0.22999999999999998
0.1521061,0.19216508,0.105362855,0.17513394,-9.63844,2700.0,13500.0,134,675000.0,0.8183837,2.27792,135000.0,0.8083333333333332,0.2333333333333333
0.15955965,0.19218041,0.105412595,0.1751798,-11.673358,2720.0,13600.0,135,680000.0,0.8184374,1.9464973,136000.0,0.7000000000000001,0.2066666666666667
0.14767455,0.1921805,0.105440356,0.17513914,-9.891197,2740.0,13700.0,136,685000.0,0.81850815,1.857926,137000.0,0.75,0.22999999999999998
0.15663429,0.192195,0.10542665,0.1750381,-11.565807,2760.0,13800.0,137,690000.0,0.8186116,2.3203373,138000.0,0.7000000000000001,0.21166666666666667
0.15538852,0.1921991,0.10546095,0.17503679,-10.747521,2780.0,13900.0,138,695000.0,0.81862944,0.8864286,139000.0,0.7166666666666667,0.20666666666666667
0.17188068,0.19222523,0.10543362,0.1749438,-13.221349,2800.0,14000.0,139,700000.0,0.8187342,1.8144652,140000.0,0.5750000000000001,0.23666666666666666
0.14386995,0.19224924,0.10543981,0.17487632,-10.678273,2820.0,14100.0,140,705000.0,0.81884557,1.8150374,141000.0,0.775,0.205
0.17286755,0.19227137,0.10545215,0.17482944,-10.405447,2840.0,14200.0,141,710000.0,0.8189593,1.9377953,142000.0,0.8333333333333334,0.20000000000000004
0.15196718,0.1922881,0.105501525,0.17485173,-10.06775,2860.0,14300.0,142,715000.0,0.8189798,1.5044365,143000.0,0.7583333333333333,0.20333333333333337
0.17482172,0.1923006,0.105560206,0.17484562,-12.955634,2880.0,14400.0,143,720000.0,0.81900865,1.489111,144000.0,0.6583333333333333,0.2233333333333333
0.1542403,0.19233017,0.105620146,0.17482547,-10.618063,2900.0,14500.0,144,725000.0,0.8191223,1.3006238,145000.0,0.7416666666666666,0.2066666666666667
0.16936697,0.19234264,0.10570774,0.17478542,-11.541318,2920.0,14600.0,145,730000.0,0.81916374,2.8434517,146000.0,0.6666666666666666,0.22
0.17383409,0.19234337,0.10580281,0.17475279,-11.6210375,2940.0,14700.0,146,735000.0,0.8191773,2.0972319,147000.0,0.6666666666666666,0.24333333333333332
0.20268373,0.19235645,0.1058655,0.17472637,-12.321485,2960.0,14800.0,147,740000.0,0.8192329,1.6386213,148000.0,0.5833333333333334,0.21833333333333335
0.15317248,0.19236906,0.105917014,0.17470998,-10.43068,2980.0,14900.0,148,745000.0,0.8192958,1.0868757,149000.0,0.6416666666666666,0.20333333333333334
0.16638511,0.19237323,0.10601625,0.17473938,-10.838899,3000.0,15000.0,149,750000.0,0.8193436,1.0458318,150000.0,0.6666666666666666,0.20833333333333334
0.16530934,0.19238694,0.10610803,0.17475794,-12.760831,3020.0,15100.0,150,755000.0,0.8194039,1.6327263,151000.0,0.5750000000000001,0.22166666666666668
0.16312206,0.19238158,0.10620251,0.17479992,-9.097783,3040.0,15200.0,151,760000.0,0.81939554,0.94685334,152000.0,0.7166666666666668,0.21
0.15449376,0.19238581,0.10629689,0.1748051,-9.659425,3060.0,15300.0,152,765000.0,0.81942225,1.1825198,153000.0,0.7166666666666667,0.23166666666666666
0.15231435,0.19239217,0.10639969,0.17481951,-10.1174135,3080.0,15400.0,153,770000.0,0.8194503,1.9993949,154000.0,0.7000000000000001,0.2316666666666667
0.14528792,0.1923923,0.10652133,0.17487323,-9.749584,3100.0,15500.0,154,775000.0,0.81948215,1.4673591,155000.0,0.6749999999999999,0.17833333333333334
0.16454065,0.19239984,0.10661602,0.1748658,-11.016911,3120.0,15600.0,155,780000.0,0.81952506,1.6129519,156000.0,0.65,0.215
0.16621947,0.19243096,0.10667979,0.17483361,-10.085615,3140.0,15700.0,156,785000.0,0.8196141,0.7622204,157000.0,0.6666666666666666,0.21
0.16303702,0.19244196,0.10677996,0.17485213,-9.511756,3160.0,15800.0,157,790000.0,0.8196552,1.4701768,158000.0,0.7000000000000001,0.17666666666666667
0.14776538,0.1924585,0.10682396,0.17483361,-9.285446,3180.0,15900.0,158,795000.0,0.8196817,1.1265849,159000.0,0.6916666666666668,0.21666666666666667
0.14889963,0.19245733,0.10687993,0.17484777,-9.2165,3200.0,16000.0,159,800000.0,0.81969804,2.145016,160000.0,0.7166666666666667,0.22333333333333336
0.15639156,0.19246607,0.10691989,0.17483652,-10.066844,3220.0,16100.0,160,805000.0,0.8197369,0.6808483,161000.0,0.6416666666666666,0.20333333333333334
0.15698893,0.19245844,0.10699656,0.17485552,-10.252908,3240.0,16200.0,161,810000.0,0.8197364,0.77131814,162000.0,0.625,0.23666666666666666
0.15478463,0.19247407,0.10699612,0.17479263,-11.020214,3260.0,16300.0,162,815000.0,0.8197646,0.44571576,163000.0,0.5916666666666667,0.19999999999999998
0.15980653,0.19249009,0.10703417,0.17476575,-9.324376,3280.0,16400.0,163,820000.0,0.8198354,0.7952716,164000.0,0.6916666666666668,0.18000000000000002
0.15543199,0.1924984,0.10704375,0.17476644,-9.819469,3300.0,16500.0,164,825000.0,0.81986046,0.983968,165000.0,0.6166666666666667,0.21333333333333335
0.16164015,0.19250093,0.107076846,0.1747455,-10.903835,3320.0,16600.0,165,830000.0,0.81986123,1.2086717,166000.0,0.6166666666666667,0.19333333333333336
0.15856254,0.19250625,0.10709218,0.1746877,-9.817807,3340.0,16700.0,166,835000.0,0.81989455,0.80495024,167000.0,0.6916666666666668,0.21333333333333335
0.16064455,0.19250269,0.1071559,0.17473637,-11.529418,3360.0,16800.0,167,840000.0,0.819933,1.8071612,168000.0,0.55,0.23500000000000001
0.1563829,0.19251235,0.107164286,0.17470007,-10.625978,3380.0,16900.0,168,845000.0,0.82002515,0.69071007,169000.0,0.6666666666666666,0.225
0.15756537,0.19252457,0.107145585,0.17466354,-10.859871,3400.0,17000.0,169,850000.0,0.82011694,0.8695293,170000.0,0.6416666666666667,0.19000000000000003
0.15376861,0.19253124,0.10715541,0.17465825,-10.322345,3420.0,17100.0,170,855000.0,0.8201514,0.48272005,171000.0,0.7250000000000001,0.21833333333333335
0.1463476,0.19253226,0.10714389,0.1746216,-10.047004,3440.0,17200.0,171,860000.0,0.8202078,1.2688423,172000.0,0.7333333333333334,0.21
0.17279391,0.19253413,0.10717978,0.17465736,-9.848056,3460.0,17300.0,172,865000.0,0.82020354,1.6753216,173000.0,0.7916666666666666,0.17833333333333332
