test/success_rate,test/episode,train/episode,train/critic_loss,stats_g/mean,test/ag_g_dist,stats_g/std,stats_o/mean,epoch,stats_o/std,test/mean_Q,train/success_rate
0.0,400.0,2000.0,0.075435765,0.7690263,0.34385625,0.1703639,0.18375678,19,0.08568397,-21.023119,0.0016666666666666668
0.0,420.0,2100.0,0.20124684,0.77043635,0.30097485,0.17145091,0.18404566,20,0.086424194,-20.242857,0.0033333333333333335
0.008333333333333333,440.0,2200.0,0.10653565,0.7717614,0.2915679,0.17204362,0.18434286,21,0.086982794,-20.732622,0.005
0.041666666666666664,460.0,2300.0,0.07538336,0.77265024,0.2810504,0.17280708,0.18456523,22,0.0876833,-20.349096,0.0033333333333333335
0.041666666666666664,480.0,2400.0,0.095799305,0.77415985,0.2873073,0.17394619,0.1850117,23,0.08834758,-20.585012,0.005
0.016666666666666666,500.0,2500.0,0.16588695,0.77602655,0.20686124,0.1753034,0.185458,24,0.089335345,-18.015533,0.008333333333333333
0.03333333333333333,520.0,2600.0,0.22284937,0.7782648,0.20826004,0.17575282,0.18607064,25,0.089940615,-18.093462,0.005
0.03333333333333333,540.0,2700.0,0.1398607,0.7799704,0.20171547,0.17620058,0.18650192,26,0.090503454,-19.483973,0.0033333333333333335
0.041666666666666664,560.0,2800.0,0.12892038,0.78166765,0.21348862,0.17650442,0.18681072,27,0.09133118,-18.689604,0.005
0.025000000000000005,580.0,2900.0,0.13260223,0.7828987,0.2179494,0.17681897,0.18706447,28,0.09192494,-19.212965,0.006666666666666667
0.05000000000000001,600.0,3000.0,0.2164108,0.78408265,0.24982943,0.17743392,0.18726854,29,0.09265658,-19.95864,0.008333333333333333
0.03333333333333333,620.0,3100.0,0.14927995,0.78508765,0.23746945,0.17796509,0.18740499,30,0.093585424,-19.6865,0.006666666666666667
0.0,640.0,3200.0,0.24723954,0.78649634,0.22750545,0.17798288,0.18762295,31,0.094155334,-20.213068,0.01
0.049999999999999996,660.0,3300.0,0.19436519,0.78725094,0.21599734,0.17829897,0.18769713,32,0.09478808,-19.28654,0.013333333333333334
0.049999999999999996,680.0,3400.0,0.30856097,0.78821915,0.22728032,0.17875957,0.18784396,33,0.09548745,-20.836563,0.005
0.06666666666666667,700.0,3500.0,0.1468776,0.78892595,0.23659019,0.17919071,0.18793823,34,0.0961337,-19.53032,0.006666666666666667
0.025000000000000005,720.0,3600.0,0.23070037,0.78955597,0.24275364,0.17933065,0.18804796,35,0.09663092,-19.784826,0.006666666666666667
0.0,740.0,3700.0,0.17361446,0.7901775,0.23911984,0.17972535,0.18815608,36,0.0975649,-20.241404,0.013333333333333334
0.016666666666666666,760.0,3800.0,0.21889524,0.7907646,0.18955646,0.18008049,0.18820576,37,0.098298706,-18.340069,0.011666666666666667
0.041666666666666664,780.0,3900.0,0.40809608,0.7915935,0.17469537,0.1802193,0.18833719,38,0.09893226,-17.024843,0.011666666666666667
0.016666666666666666,800.0,4000.0,0.25559393,0.7925248,0.22340083,0.17990255,0.18843858,39,0.09927928,-20.126793,0.01
0.041666666666666664,820.0,4100.0,0.19407792,0.79330206,0.20314042,0.17987041,0.18858509,40,0.09962943,-18.662287,0.016666666666666666
0.016666666666666666,840.0,4200.0,0.17665093,0.7937692,0.26127228,0.17987417,0.1886466,41,0.09991986,-20.682817,0.013333333333333334
0.016666666666666666,860.0,4300.0,0.29189178,0.79439515,0.2173605,0.17977221,0.18872423,42,0.10011365,-17.721003,0.006666666666666667
0.06666666666666667,880.0,4400.0,0.2508265,0.7950516,0.19971131,0.17962496,0.18878444,43,0.10028388,-18.52231,0.005
0.06666666666666667,900.0,4500.0,0.24244761,0.7956212,0.22314394,0.17950554,0.1888671,44,0.100513704,-19.065992,0.011666666666666667
0.016666666666666666,920.0,4600.0,0.40385723,0.79622906,0.19304001,0.17939211,0.18898983,45,0.100744985,-18.049942,0.01
0.03333333333333333,940.0,4700.0,0.30172703,0.7968726,0.21513383,0.17940028,0.18906824,46,0.10102192,-19.497225,0.008333333333333333
0.06666666666666667,960.0,4800.0,0.17094569,0.7974944,0.1828506,0.1793884,0.18915361,47,0.10129122,-16.19545,0.013333333333333334
0.05833333333333333,980.0,4900.0,0.23496886,0.7980292,0.1768061,0.17937322,0.18924971,48,0.101487726,-15.980545,0.011666666666666667
0.041666666666666664,1000.0,5000.0,0.22398227,0.7985942,0.20687346,0.17926748,0.1893091,49,0.10167547,-18.88629,0.016666666666666666
0.09166666666666667,1020.0,5100.0,0.37276316,0.79915994,0.19127063,0.17914319,0.18940501,50,0.10197126,-17.504663,0.005
0.03333333333333333,1040.0,5200.0,0.24987336,0.79975104,0.17103358,0.17891257,0.18948501,51,0.10220095,-16.099604,0.015000000000000001
0.03333333333333333,1060.0,5300.0,0.37616467,0.80012554,0.20818706,0.17893256,0.1895348,52,0.10239836,-18.708357,0.006666666666666667
0.06666666666666667,1080.0,5400.0,0.36952862,0.80060196,0.20540035,0.17891048,0.18959862,53,0.1026594,-17.357836,0.01
0.06666666666666667,1100.0,5500.0,0.29107314,0.8010177,0.23794138,0.17891373,0.18968345,54,0.10284993,-18.107428,0.015
0.016666666666666666,1120.0,5600.0,0.37936297,0.8013373,0.20977084,0.17888641,0.18968707,55,0.1029596,-18.21891,0.015
0.05000000000000001,1140.0,5700.0,0.28302202,0.8017125,0.21504347,0.1788628,0.18975508,56,0.10312102,-17.224209,0.006666666666666667
0.075,1160.0,5800.0,0.20756137,0.80210567,0.23098187,0.17888308,0.18983884,57,0.1032541,-19.965874,0.011666666666666667
0.049999999999999996,1180.0,5900.0,0.3301971,0.80228853,0.19174175,0.17890064,0.18992661,58,0.10337565,-19.567331,0.018333333333333333
0.05833333333333333,1200.0,6000.0,0.1427573,0.8027391,0.18900134,0.17880158,0.19002606,59,0.10344222,-18.424442,0.006666666666666667
0.09166666666666667,1220.0,6100.0,0.36248085,0.8031227,0.18970452,0.17886448,0.19012363,60,0.10359829,-16.905592,0.008333333333333333
0.09999999999999999,1240.0,6200.0,0.38663736,0.8034746,0.20435786,0.17878126,0.19018455,61,0.103616804,-17.344563,0.015
0.049999999999999996,1260.0,6300.0,0.31596744,0.8037915,0.2503382,0.17874563,0.1902533,62,0.103675775,-19.688324,0.013333333333333334
0.075,1280.0,6400.0,0.45249414,0.80418706,0.23204617,0.17872714,0.19034441,63,0.103788786,-18.515467,0.016666666666666666
0.09166666666666667,1300.0,6500.0,0.39725614,0.8045295,0.17581661,0.17868479,0.19040386,64,0.1037514,-16.625202,0.006666666666666667
0.10833333333333334,1320.0,6600.0,0.4247457,0.80500054,0.22578359,0.17857678,0.1905009,65,0.10378762,-16.76507,0.021666666666666667
0.13333333333333333,1340.0,6700.0,0.37520826,0.8053076,0.1958402,0.17857516,0.19056766,66,0.10391006,-16.699406,0.008333333333333333
0.041666666666666664,1360.0,6800.0,0.30812666,0.8056323,0.22052485,0.17866307,0.1906262,67,0.103971265,-19.890598,0.025000000000000005
0.09166666666666667,1380.0,6900.0,0.468596,0.8059507,0.21256538,0.17855936,0.19067217,68,0.10394754,-18.73578,0.025000000000000005
0.09166666666666667,1400.0,7000.0,0.482092,0.8062188,0.19890255,0.17846109,0.19069703,69,0.103913926,-17.908758,0.02
0.09166666666666667,1420.0,7100.0,0.2513238,0.8062799,0.2213949,0.17852135,0.19069679,70,0.104045115,-20.391563,0.008333333333333333
0.11666666666666668,1440.0,7200.0,0.64331007,0.8065378,0.23073113,0.1785086,0.1907389,71,0.10403798,-18.363556,0.02
0.05833333333333334,1460.0,7300.0,0.31659847,0.80667645,0.24682665,0.17854418,0.19072826,72,0.10402892,-19.532255,0.023333333333333334
0.03333333333333333,1480.0,7400.0,0.30118832,0.8068928,0.20396401,0.17844576,0.19075428,73,0.10404826,-19.910057,0.008333333333333333
0.07500000000000001,1500.0,7500.0,0.3404214,0.8070367,0.22721797,0.1784892,0.19079763,74,0.10411539,-18.03713,0.015
0.06666666666666667,1520.0,7600.0,0.48036143,0.80718565,0.20909159,0.1784786,0.19083166,75,0.10415166,-17.998991,0.02
0.07500000000000001,1540.0,7700.0,0.30218044,0.80733943,0.21631141,0.17846368,0.1908653,76,0.10417945,-19.738077,0.015000000000000001
0.10833333333333334,1560.0,7800.0,0.34086657,0.80739754,0.18870924,0.17856933,0.1908688,77,0.10429692,-18.203295,0.018333333333333333
0.09166666666666667,1580.0,7900.0,0.26690936,0.8076127,0.20565331,0.1786903,0.19091485,78,0.10446044,-19.572182,0.023333333333333334
0.05000000000000001,1600.0,8000.0,0.28021383,0.80776304,0.17735265,0.1787012,0.19095789,79,0.10455512,-16.46199,0.013333333333333334
0.08333333333333333,1620.0,8100.0,0.28230014,0.8079405,0.21009588,0.17880751,0.19099283,80,0.10477441,-17.988113,0.016666666666666666
0.075,1640.0,8200.0,0.59089607,0.8081159,0.23340605,0.17876454,0.19101648,81,0.10485949,-19.176956,0.013333333333333334
0.09166666666666667,1660.0,8300.0,0.27115586,0.8082905,0.21045916,0.17882489,0.19108112,82,0.105012454,-18.616632,0.005
0.10833333333333334,1680.0,8400.0,0.37879097,0.8084693,0.21031712,0.178867,0.19112273,83,0.10514957,-18.201498,0.018333333333333333
0.03333333333333333,1700.0,8500.0,0.6232011,0.8086777,0.23810034,0.17877184,0.19117995,84,0.10513947,-20.467802,0.013333333333333334
0.05833333333333334,1720.0,8600.0,0.38175836,0.8088209,0.20258962,0.1787533,0.1912173,85,0.105124086,-17.464941,0.015
0.049999999999999996,1740.0,8700.0,0.30597207,0.8090124,0.21015294,0.1787325,0.19124359,86,0.10512129,-19.01225,0.013333333333333334
0.075,1760.0,8800.0,0.5859955,0.809153,0.23339026,0.17874517,0.19128521,87,0.1051506,-18.324684,0.02666666666666667
0.075,1780.0,8900.0,0.3765552,0.8091937,0.23842125,0.1789443,0.19130754,88,0.10530052,-19.822744,0.021666666666666667
0.05833333333333333,1800.0,9000.0,0.4230471,0.8093614,0.20058644,0.17891721,0.19132252,89,0.10536394,-17.796677,0.018333333333333333
0.06666666666666667,1820.0,9100.0,0.38373056,0.8094492,0.18762791,0.17890455,0.19134182,90,0.10539787,-16.119286,0.013333333333333334
0.07500000000000001,1840.0,9200.0,0.49338245,0.80946994,0.16770323,0.17896669,0.19134308,91,0.10548935,-16.685623,0.011666666666666667
0.09166666666666667,1860.0,9300.0,0.6209671,0.80962825,0.18876214,0.17899197,0.19136168,92,0.10553863,-18.46081,0.008333333333333333
0.025000000000000005,1880.0,9400.0,0.29940018,0.8097837,0.1883689,0.17893596,0.19139992,93,0.10555953,-20.14467,0.013333333333333334
0.05833333333333334,1900.0,9500.0,0.42537233,0.80986285,0.2070034,0.17902958,0.19140564,94,0.1056898,-17.938951,0.02
0.05000000000000001,1920.0,9600.0,0.3568078,0.8099856,0.18144698,0.17909789,0.19142286,95,0.10572275,-19.010216,0.016666666666666666
0.08333333333333333,1940.0,9700.0,0.3111658,0.8100276,0.16685341,0.17925362,0.1914496,96,0.10581032,-17.344564,0.02666666666666667
0.08333333333333333,1960.0,9800.0,0.4840435,0.81010866,0.20576794,0.17937165,0.19146667,97,0.105846375,-19.456526,0.008333333333333333
0.08333333333333333,1980.0,9900.0,0.38849533,0.81011885,0.17523348,0.17957695,0.1914679,98,0.10593828,-18.490696,0.030000000000000002
0.06666666666666667,2000.0,10000.0,0.4044452,0.81019115,0.19526915,0.17976971,0.19147615,99,0.106068335,-18.731794,0.016666666666666666
0.05000000000000001,2020.0,10100.0,0.33628568,0.8101439,0.19461109,0.17999952,0.19146176,100,0.10614895,-19.84172,0.013333333333333334
0.07500000000000001,2040.0,10200.0,0.31660882,0.8101658,0.18949898,0.18024594,0.19146137,101,0.10628619,-18.859488,0.02
0.11666666666666665,2060.0,10300.0,0.38064,0.81023496,0.18102641,0.18034963,0.19148332,102,0.10635533,-19.624498,0.016666666666666666
0.05833333333333334,2080.0,10400.0,0.6320239,0.8103103,0.18016446,0.18043841,0.19148718,103,0.106382735,-19.019068,0.023333333333333334
0.07500000000000001,2100.0,10500.0,0.54965836,0.8104324,0.19680853,0.18049616,0.19149898,104,0.10642151,-19.480726,0.021666666666666667
0.05833333333333334,2120.0,10600.0,0.33908367,0.8105461,0.20186798,0.18047404,0.1915199,105,0.10648534,-20.805391,0.021666666666666667
0.06666666666666667,2140.0,10700.0,0.46607506,0.81067675,0.22063601,0.18052362,0.19154857,106,0.106488384,-21.079552,0.011666666666666667
0.05833333333333333,2160.0,10800.0,0.55054647,0.8107644,0.17702393,0.18047424,0.19157015,107,0.10650539,-18.815836,0.015
0.06666666666666667,2180.0,10900.0,0.58324105,0.8109045,0.1879092,0.18044996,0.19159885,108,0.10650023,-19.810236,0.018333333333333333
0.075,2200.0,11000.0,0.33332267,0.8109784,0.19312036,0.18038948,0.1916175,109,0.10646922,-18.357023,0.03333333333333333
0.125,2220.0,11100.0,0.24987936,0.8110383,0.20098567,0.18031739,0.19163375,110,0.10646584,-17.746056,0.018333333333333333
0.05833333333333333,2240.0,11200.0,0.34174657,0.8112207,0.19226073,0.18032217,0.19167812,111,0.1064927,-18.89514,0.013333333333333334
0.09166666666666667,2260.0,11300.0,0.4065037,0.81132627,0.21126604,0.18033181,0.19170696,112,0.10654678,-17.68601,0.008333333333333333
0.09166666666666667,2280.0,11400.0,0.79609513,0.8113863,0.22343911,0.18027568,0.1917141,113,0.10650588,-19.007381,0.02
