train/success_rate,stats_g/std,stats_o/mean,test/mean_Q,test/episode,test/reward_compute_count,train/reward_compute_count,train/critic_loss,epoch,test/success_rate,stats_o/std,test/ag_g_dist,train/episode,stats_g/mean
0.006666666666666667,0.23566961,0.1917759,-24.34951,620.0,31000.0,155000.0,0.20139563,30,0.0,0.86032885,0.82438487,3100.0,0.37721252
0.0016666666666666668,0.23571289,0.19167523,-22.913668,640.0,32000.0,160000.0,0.28265166,31,0.0,0.8632886,0.8456299,3200.0,0.37729788
0.0016666666666666668,0.23559593,0.19169366,-23.265085,660.0,33000.0,165000.0,0.35023513,32,0.025000000000000005,0.866074,0.8748506,3300.0,0.3774794
0.0016666666666666668,0.23543532,0.19162615,-26.16128,680.0,34000.0,170000.0,0.22164081,33,0.0,0.8688448,0.93616,3400.0,0.3775699
0.0033333333333333335,0.23538566,0.19159456,-25.271973,700.0,35000.0,175000.0,0.19765419,34,0.008333333333333333,0.871075,0.97149086,3500.0,0.3775147
0.0,0.23534338,0.19148509,-22.961695,720.0,36000.0,180000.0,0.26685008,35,0.0,0.87350637,0.82758594,3600.0,0.37723276
0.0,0.23525532,0.19143891,-21.371134,740.0,37000.0,185000.0,0.21863706,36,0.0,0.87558097,0.7931674,3700.0,0.37728438
0.0016666666666666668,0.2351783,0.19135244,-22.75054,760.0,38000.0,190000.0,0.273741,37,0.016666666666666666,0.877739,0.8078734,3800.0,0.3772973
0.0033333333333333335,0.2350517,0.19122104,-23.22526,780.0,39000.0,195000.0,0.20382263,38,0.008333333333333333,0.87939024,0.8531382,3900.0,0.3772668
0.005,0.23495845,0.19101612,-25.435074,800.0,40000.0,200000.0,0.2437226,39,0.0,0.8812208,0.92183703,4000.0,0.3772408
0.006666666666666667,0.23473556,0.19090025,-21.7658,820.0,41000.0,205000.0,0.29404604,40,0.0,0.88314843,0.8089215,4100.0,0.37737703
0.0033333333333333335,0.23454134,0.19079207,-24.41614,840.0,42000.0,210000.0,0.23090263,41,0.0,0.8852398,0.91291255,4200.0,0.37760153
0.006666666666666667,0.23447306,0.19066592,-21.961311,860.0,43000.0,215000.0,0.22588634,42,0.0,0.88714296,0.8460606,4300.0,0.37766448
0.0016666666666666668,0.23442249,0.19067116,-23.320044,880.0,44000.0,220000.0,0.23695193,43,0.008333333333333333,0.8888927,0.8836069,4400.0,0.37766314
0.0033333333333333335,0.2342764,0.19072525,-22.71582,900.0,45000.0,225000.0,0.2428018,44,0.0,0.8907166,0.8109506,4500.0,0.37772456
0.0033333333333333335,0.23423393,0.1906541,-21.897501,920.0,46000.0,230000.0,0.19901834,45,0.0,0.89230514,0.8422375,4600.0,0.37767753
0.0,0.23417497,0.19050722,-22.186548,940.0,47000.0,235000.0,0.24355169,46,0.016666666666666666,0.89390093,0.82054996,4700.0,0.3775132
0.005,0.23400228,0.19040926,-24.444687,960.0,48000.0,240000.0,0.25213316,47,0.0,0.8957455,0.87742597,4800.0,0.37758407
0.005,0.23379983,0.19034827,-21.694977,980.0,49000.0,245000.0,0.21233805,48,0.016666666666666666,0.89731866,0.80314726,4900.0,0.37773824
0.005,0.23366241,0.19032733,-21.351522,1000.0,50000.0,250000.0,0.2957518,49,0.0,0.89910096,0.78742176,5000.0,0.3777509
0.0033333333333333335,0.23352809,0.1902451,-22.64715,1020.0,51000.0,255000.0,0.22957389,50,0.0,0.9007845,0.85134095,5100.0,0.37780318
0.0016666666666666668,0.23336662,0.19022821,-21.36248,1040.0,52000.0,260000.0,0.22825314,51,0.016666666666666666,0.90238196,0.79176,5200.0,0.3779087
0.0016666666666666668,0.2333094,0.19024055,-22.846725,1060.0,53000.0,265000.0,0.22038805,52,0.008333333333333333,0.903681,0.8308334,5300.0,0.37785867
0.005,0.23314066,0.1901312,-22.032898,1080.0,54000.0,270000.0,0.24976343,53,0.016666666666666666,0.90513444,0.8385566,5400.0,0.37797192
0.0016666666666666668,0.23296165,0.19005923,-20.112894,1100.0,55000.0,275000.0,0.2714539,54,0.008333333333333333,0.90685874,0.7462778,5500.0,0.3781105
0.0033333333333333335,0.232855,0.19014545,-21.67182,1120.0,56000.0,280000.0,0.22024906,55,0.016666666666666666,0.9084591,0.8034335,5600.0,0.37818274
0.0033333333333333335,0.2327243,0.19009708,-22.34237,1140.0,57000.0,285000.0,0.22108765,56,0.016666666666666666,0.9099677,0.85184973,5700.0,0.3783258
0.005,0.23268747,0.18999611,-21.341965,1160.0,58000.0,290000.0,0.28116277,57,0.0,0.9114754,0.80089885,5800.0,0.37836885
0.005,0.2325962,0.18992941,-20.347277,1180.0,59000.0,295000.0,0.25572273,58,0.008333333333333333,0.912785,0.7125246,5900.0,0.37834653
0.0033333333333333335,0.23254788,0.18993747,-20.604792,1200.0,60000.0,300000.0,0.38876107,59,0.0,0.91391677,0.7801201,6000.0,0.37839994
0.006666666666666667,0.23252903,0.18991114,-20.889963,1220.0,61000.0,305000.0,0.2599167,60,0.008333333333333333,0.9152079,0.7791646,6100.0,0.37849393
0.005,0.23245502,0.18991266,-20.53341,1240.0,62000.0,310000.0,0.2624448,61,0.0,0.9164919,0.7644897,6200.0,0.37838283
0.01,0.23240523,0.18982594,-18.699095,1260.0,63000.0,315000.0,0.27865592,62,0.008333333333333333,0.9178044,0.69610864,6300.0,0.37831113
0.005,0.2322826,0.18980764,-19.748137,1280.0,64000.0,320000.0,0.2420543,63,0.0,0.9191467,0.7609834,6400.0,0.37832704
0.0016666666666666668,0.23220296,0.18976502,-19.106024,1300.0,65000.0,325000.0,0.2656994,64,0.016666666666666666,0.9202656,0.71109706,6500.0,0.3783021
0.0033333333333333335,0.23214193,0.1897843,-19.114077,1320.0,66000.0,330000.0,0.2794803,65,0.025000000000000005,0.9216303,0.7192362,6600.0,0.37839985
0.005,0.23202682,0.18972258,-19.681883,1340.0,67000.0,335000.0,0.2735006,66,0.008333333333333333,0.9228713,0.73097056,6700.0,0.37847242
0.0033333333333333335,0.23198797,0.189649,-20.58253,1360.0,68000.0,340000.0,0.23436694,67,0.016666666666666666,0.92410374,0.77674586,6800.0,0.37841067
0.006666666666666667,0.23186354,0.189601,-18.806725,1380.0,69000.0,345000.0,0.22685431,68,0.016666666666666666,0.92520493,0.7532967,6900.0,0.37853286
0.0033333333333333335,0.23176442,0.18959482,-18.746841,1400.0,70000.0,350000.0,0.2447781,69,0.0,0.92631596,0.74042654,7000.0,0.3785536
0.005,0.23164652,0.18957286,-18.09142,1420.0,71000.0,355000.0,0.25060043,70,0.016666666666666666,0.9274912,0.6998458,7100.0,0.37866917
0.0033333333333333335,0.23158534,0.18952967,-18.657036,1440.0,72000.0,360000.0,0.23024374,71,0.0,0.9285881,0.7346805,7200.0,0.37865964
0.005,0.23149872,0.18951826,-19.11174,1460.0,73000.0,365000.0,0.28162125,72,0.008333333333333333,0.92955726,0.7703698,7300.0,0.37872958
0.008333333333333333,0.23140411,0.18951577,-18.615442,1480.0,74000.0,370000.0,0.23930447,73,0.0,0.93049294,0.7247073,7400.0,0.37876073
0.0033333333333333335,0.23133878,0.18948273,-18.051928,1500.0,75000.0,375000.0,0.24098052,74,0.016666666666666666,0.9314597,0.7142636,7500.0,0.37886372
0.013333333333333334,0.23125108,0.18946429,-18.731611,1520.0,76000.0,380000.0,0.2291646,75,0.025000000000000005,0.9324282,0.7527561,7600.0,0.37884274
0.006666666666666667,0.23120476,0.18943305,-17.046068,1540.0,77000.0,385000.0,0.2225318,76,0.008333333333333333,0.93341374,0.6766007,7700.0,0.3789557
0.005,0.23115395,0.1893673,-15.563983,1560.0,78000.0,390000.0,0.25374117,77,0.0,0.93451244,0.6719086,7800.0,0.37891817
0.0033333333333333335,0.23115037,0.18928117,-17.081408,1580.0,79000.0,395000.0,0.23299466,78,0.025000000000000005,0.935646,0.70247984,7900.0,0.37890062
0.011666666666666667,0.23113795,0.18921171,-16.98142,1600.0,80000.0,400000.0,0.29675138,79,0.03333333333333333,0.9367437,0.7504212,8000.0,0.3789316
0.008333333333333333,0.231268,0.18914287,-18.176058,1620.0,81000.0,405000.0,0.26625815,80,0.03333333333333333,0.93779165,0.7526674,8100.0,0.37885657
0.011666666666666667,0.23129475,0.18910523,-17.950508,1640.0,82000.0,410000.0,0.2766594,81,0.008333333333333333,0.93888694,0.7568086,8200.0,0.378901
0.008333333333333333,0.23132353,0.1890655,-17.13149,1660.0,83000.0,415000.0,0.31968233,82,0.016666666666666666,0.93990344,0.75529534,8300.0,0.37890267
0.01,0.2313147,0.1889805,-15.7842455,1680.0,84000.0,420000.0,0.27884126,83,0.03333333333333333,0.94096786,0.6850063,8400.0,0.3789386
0.013333333333333334,0.23134615,0.18889494,-18.697855,1700.0,85000.0,425000.0,0.28181192,84,0.016666666666666666,0.9418667,0.8513112,8500.0,0.37892142
0.008333333333333333,0.23133852,0.18884368,-15.103183,1720.0,86000.0,430000.0,0.28916845,85,0.008333333333333333,0.9427188,0.66695136,8600.0,0.37887612
0.008333333333333333,0.23129605,0.18878566,-17.394241,1740.0,87000.0,435000.0,0.21571834,86,0.016666666666666666,0.94336194,0.8276396,8700.0,0.3789011
0.0033333333333333335,0.23129165,0.1887424,-17.567036,1760.0,88000.0,440000.0,0.25671628,87,0.025000000000000005,0.94392014,0.7947784,8800.0,0.37889144
0.0,0.23123844,0.18867211,-14.746478,1780.0,89000.0,445000.0,0.22440277,88,0.05833333333333334,0.94443893,0.6416946,8900.0,0.37881675
0.006666666666666667,0.2312048,0.18859802,-16.838099,1800.0,90000.0,450000.0,0.3087405,89,0.016666666666666666,0.9448926,0.74266106,9000.0,0.3788148
0.01,0.23115991,0.18854241,-17.144592,1820.0,91000.0,455000.0,0.27889392,90,0.025000000000000005,0.94536495,0.74337196,9100.0,0.37878576
0.016666666666666666,0.231059,0.18852848,-17.617546,1840.0,92000.0,460000.0,0.2647256,91,0.025000000000000005,0.94590735,0.7646971,9200.0,0.37875772
0.01,0.23098366,0.18846683,-18.347824,1860.0,93000.0,465000.0,0.22705464,92,0.008333333333333333,0.9464533,0.8202736,9300.0,0.37874123
0.01,0.23093347,0.18838952,-17.29268,1880.0,94000.0,470000.0,0.2649255,93,0.041666666666666664,0.94698447,0.7434931,9400.0,0.3786839
0.01,0.23091698,0.18828778,-15.690848,1900.0,95000.0,475000.0,0.2466786,94,0.008333333333333333,0.9475959,0.72493917,9500.0,0.37866783
0.006666666666666667,0.23089676,0.18819769,-16.69123,1920.0,96000.0,480000.0,0.24856448,95,0.0,0.94826335,0.6970463,9600.0,0.3786923
0.005,0.23089783,0.18814202,-16.885733,1940.0,97000.0,485000.0,0.30469295,96,0.016666666666666666,0.9489403,0.73634595,9700.0,0.3786963
0.005,0.23086496,0.18800785,-16.205156,1960.0,98000.0,490000.0,0.30450985,97,0.03333333333333333,0.9496627,0.7130761,9800.0,0.37876
0.0033333333333333335,0.23087303,0.18792869,-16.022467,1980.0,99000.0,495000.0,0.28763697,98,0.03333333333333333,0.9502891,0.7279009,9900.0,0.378791
0.006666666666666667,0.23086397,0.18787889,-16.42869,2000.0,100000.0,500000.0,0.2800308,99,0.025000000000000005,0.95082265,0.7423623,10000.0,0.37882844
0.01,0.23087545,0.1878246,-15.926673,2020.0,101000.0,505000.0,0.4112889,100,0.041666666666666664,0.9513615,0.70877236,10100.0,0.3787447
0.011666666666666667,0.2308596,0.18777871,-15.483687,2040.0,102000.0,510000.0,0.29294404,101,0.041666666666666664,0.95185465,0.6458444,10200.0,0.37882677
0.008333333333333333,0.2308091,0.18773748,-17.72665,2060.0,103000.0,515000.0,0.35168567,102,0.008333333333333333,0.9524496,0.7081313,10300.0,0.37884545
0.0033333333333333335,0.23073833,0.18767984,-17.920988,2080.0,104000.0,520000.0,0.25685707,103,0.016666666666666666,0.9530084,0.73812443,10400.0,0.3788701
0.008333333333333333,0.2306905,0.1876675,-15.810326,2100.0,105000.0,525000.0,0.2629236,104,0.008333333333333333,0.95356184,0.66795045,10500.0,0.3789061
0.005,0.23062913,0.18764983,-17.256134,2120.0,106000.0,530000.0,0.26558915,105,0.025000000000000005,0.9541931,0.74622446,10600.0,0.37891266
0.006666666666666667,0.23056878,0.1876155,-16.763315,2140.0,107000.0,535000.0,0.2810254,106,0.025000000000000005,0.95466375,0.678081,10700.0,0.3789023
0.006666666666666667,0.23056118,0.18755431,-15.154716,2160.0,108000.0,540000.0,0.31055927,107,0.025000000000000005,0.95520496,0.64917827,10800.0,0.37883902
0.01,0.2305264,0.18746197,-17.159597,2180.0,109000.0,545000.0,0.30691394,108,0.008333333333333333,0.955787,0.7417445,10900.0,0.37886897
0.006666666666666667,0.23045509,0.18744226,-17.155064,2200.0,110000.0,550000.0,0.3348241,109,0.025000000000000005,0.9564784,0.73584414,11000.0,0.37896132
0.011666666666666667,0.23048829,0.18739755,-15.0538435,2220.0,111000.0,555000.0,0.29352665,110,0.041666666666666664,0.95713043,0.6455583,11100.0,0.37901083
0.0033333333333333335,0.23044072,0.18736406,-15.637494,2240.0,112000.0,560000.0,0.28682515,111,0.016666666666666666,0.9577592,0.68027306,11200.0,0.37904832
0.01,0.23042326,0.18733369,-14.722468,2260.0,113000.0,565000.0,0.31383148,112,0.041666666666666664,0.9583532,0.65928715,11300.0,0.37900463
0.01,0.23045488,0.18725936,-16.995256,2280.0,114000.0,570000.0,0.26947573,113,0.025000000000000005,0.9589371,0.78838116,11400.0,0.3790036
0.008333333333333333,0.2304527,0.18724965,-16.024664,2300.0,115000.0,575000.0,0.25212646,114,0.008333333333333333,0.95946723,0.68744296,11500.0,0.37900934
0.01,0.23044725,0.18722682,-15.019531,2320.0,116000.0,580000.0,0.28074694,115,0.03333333333333333,0.9599969,0.6601222,11600.0,0.37897348
0.005,0.23039341,0.18718798,-16.792877,2340.0,117000.0,585000.0,0.28193572,116,0.008333333333333333,0.96044415,0.7472284,11700.0,0.37904558
0.005,0.23037493,0.18716805,-16.26022,2360.0,118000.0,590000.0,0.35377178,117,0.041666666666666664,0.9608465,0.7084971,11800.0,0.37905684
0.0016666666666666668,0.23034443,0.18712372,-17.675226,2380.0,119000.0,595000.0,0.23439343,118,0.016666666666666666,0.96128887,0.7421343,11900.0,0.37901554
0.0033333333333333335,0.23027945,0.1871068,-15.040085,2400.0,120000.0,600000.0,0.23882997,119,0.05000000000000001,0.9617595,0.6296274,12000.0,0.37902316
0.0033333333333333335,0.23024003,0.1870755,-15.680022,2420.0,121000.0,605000.0,0.27675307,120,0.025000000000000005,0.96213967,0.67700213,12100.0,0.37902293
0.013333333333333334,0.230214,0.18704338,-15.1935,2440.0,122000.0,610000.0,0.251948,121,0.025000000000000005,0.9625327,0.62862766,12200.0,0.378998
0.01,0.23017053,0.18699928,-15.169655,2460.0,123000.0,615000.0,0.31755635,122,0.025000000000000005,0.9629896,0.65125537,12300.0,0.3789743
0.01,0.23011737,0.18695833,-15.647901,2480.0,124000.0,620000.0,0.23400159,123,0.041666666666666664,0.9634042,0.6537911,12400.0,0.3790101
0.0033333333333333335,0.23005186,0.18691535,-15.103656,2500.0,125000.0,625000.0,0.2709953,124,0.03333333333333333,0.96386164,0.6550674,12500.0,0.37906024
0.011666666666666667,0.23000969,0.18689059,-16.442606,2520.0,126000.0,630000.0,0.35144362,125,0.016666666666666666,0.96426183,0.7140214,12600.0,0.3791221
0.0033333333333333335,0.22996025,0.18686242,-16.156958,2540.0,127000.0,635000.0,0.279381,126,0.024999999999999998,0.96469754,0.6894922,12700.0,0.37914684
0.0033333333333333335,0.2299022,0.18681991,-15.528,2560.0,128000.0,640000.0,0.27732244,127,0.05000000000000001,0.9650938,0.6290936,12800.0,0.37917843
0.008333333333333333,0.22985904,0.18673377,-15.203263,2580.0,129000.0,645000.0,0.31954965,128,0.07500000000000001,0.9655609,0.6588113,12900.0,0.37920657
0.0016666666666666668,0.22980495,0.18668483,-16.507126,2600.0,130000.0,650000.0,0.30986226,129,0.016666666666666666,0.9659416,0.65536124,13000.0,0.3792697
0.01,0.22975123,0.18666257,-16.311226,2620.0,131000.0,655000.0,0.28549668,130,0.016666666666666666,0.9663393,0.67776823,13100.0,0.3792915
0.008333333333333333,0.22967501,0.18660899,-15.894295,2640.0,132000.0,660000.0,0.29609397,131,0.03333333333333333,0.96674925,0.64843744,13200.0,0.37931958
0.006666666666666667,0.22962666,0.1865803,-14.821819,2660.0,133000.0,665000.0,0.25945926,132,0.016666666666666666,0.9671398,0.6258251,13300.0,0.37933126
0.006666666666666667,0.22956546,0.18653452,-15.247058,2680.0,134000.0,670000.0,0.30124247,133,0.016666666666666666,0.9675347,0.6634066,13400.0,0.37934947
0.011666666666666665,0.22951744,0.18646769,-15.122739,2700.0,135000.0,675000.0,0.27048373,134,0.025000000000000005,0.9678742,0.6547789,13500.0,0.3793539
0.011666666666666667,0.22948577,0.18639602,-15.592621,2720.0,136000.0,680000.0,0.3362063,135,0.025000000000000005,0.9682358,0.61437035,13600.0,0.37940192
0.0016666666666666668,0.22946279,0.18635719,-13.64019,2740.0,137000.0,685000.0,0.28619018,136,0.041666666666666664,0.9685483,0.5668842,13700.0,0.379424
0.013333333333333334,0.22941686,0.18631764,-14.284523,2760.0,138000.0,690000.0,0.28849515,137,0.041666666666666664,0.96888804,0.5864112,13800.0,0.3794295
0.005,0.22938646,0.18626527,-15.934499,2780.0,139000.0,695000.0,0.36480173,138,0.016666666666666666,0.9692202,0.6544504,13900.0,0.37945113
0.015,0.22934808,0.1862241,-14.596738,2800.0,140000.0,700000.0,0.33834282,139,0.025000000000000005,0.9696258,0.5945619,14000.0,0.37942645
0.0033333333333333335,0.22930749,0.1861713,-14.076144,2820.0,141000.0,705000.0,0.30786404,140,0.016666666666666666,0.9700029,0.57036346,14100.0,0.37937745
0.011666666666666665,0.22925659,0.1861258,-15.32352,2840.0,142000.0,710000.0,0.49094042,141,0.0,0.97030574,0.6404441,14200.0,0.37936744
0.01,0.22923188,0.18607764,-15.318947,2860.0,143000.0,715000.0,0.25599602,142,0.03333333333333333,0.9706382,0.64302295,14300.0,0.3793877
0.013333333333333334,0.2291802,0.18602724,-14.4707,2880.0,144000.0,720000.0,0.25858966,143,0.016666666666666666,0.97101134,0.60177404,14400.0,0.37938794
0.006666666666666667,0.2291249,0.18598686,-14.269666,2900.0,145000.0,725000.0,0.25684324,144,0.0,0.97139335,0.6051143,14500.0,0.37942138
0.01,0.2290668,0.18592042,-14.916988,2920.0,146000.0,730000.0,0.40817818,145,0.0,0.97172123,0.6475181,14600.0,0.37946752
0.011666666666666667,0.22901182,0.18586521,-15.162919,2940.0,147000.0,735000.0,0.28254163,146,0.041666666666666664,0.97204703,0.6397486,14700.0,0.3794758
0.011666666666666665,0.22895129,0.18582381,-15.397937,2960.0,148000.0,740000.0,0.32596603,147,0.03333333333333333,0.97236943,0.68016243,14800.0,0.3794957
0.01,0.22892262,0.18578213,-14.661903,2980.0,149000.0,745000.0,0.26738465,148,0.016666666666666666,0.9727213,0.6038813,14900.0,0.37953004
0.02,0.22888194,0.18572013,-13.913043,3000.0,150000.0,750000.0,0.27933338,149,0.041666666666666664,0.973049,0.6190584,15000.0,0.3795536
0.013333333333333334,0.22881807,0.18567081,-15.800078,3020.0,151000.0,755000.0,0.3436431,150,0.041666666666666664,0.97342753,0.6320919,15100.0,0.3795711
0.008333333333333333,0.22878103,0.18559904,-14.821166,3040.0,152000.0,760000.0,0.34587064,151,0.03333333333333333,0.9737603,0.6725581,15200.0,0.37959027
0.006666666666666667,0.22874574,0.18554972,-14.583697,3060.0,153000.0,765000.0,0.41351756,152,0.016666666666666666,0.9740451,0.608733,15300.0,0.37961832
0.013333333333333334,0.22870497,0.18550336,-13.68586,3080.0,154000.0,770000.0,0.23819667,153,0.05833333333333334,0.97439075,0.5687916,15400.0,0.3796203
0.01,0.22867648,0.18549092,-15.274231,3100.0,155000.0,775000.0,0.36998403,154,0.025000000000000005,0.9747022,0.65478593,15500.0,0.3796266
0.018333333333333333,0.22865073,0.1854587,-14.369663,3120.0,156000.0,780000.0,0.27604344,155,0.05000000000000001,0.9750388,0.641409,15600.0,0.3796275
0.011666666666666667,0.22862457,0.18541467,-15.211316,3140.0,157000.0,785000.0,0.48741284,156,0.06666666666666667,0.97537136,0.63707894,15700.0,0.37961444
0.011666666666666667,0.22860976,0.18539739,-13.82315,3160.0,158000.0,790000.0,0.3063219,157,0.041666666666666664,0.9756456,0.5758274,15800.0,0.37958398
0.013333333333333334,0.22859724,0.18538646,-14.072716,3180.0,159000.0,795000.0,0.2759232,158,0.03333333333333333,0.9758695,0.6333582,15900.0,0.37956306
0.01,0.22858667,0.18535636,-15.613755,3200.0,160000.0,800000.0,0.32097617,159,0.0,0.9761123,0.7055452,16000.0,0.37956068
0.015,0.2285469,0.18532914,-14.514567,3220.0,161000.0,805000.0,0.28568116,160,0.016666666666666666,0.97637534,0.6451787,16100.0,0.3795795
0.006666666666666667,0.22850823,0.18527836,-14.064968,3240.0,162000.0,810000.0,0.4050678,161,0.05000000000000001,0.9766746,0.6437363,16200.0,0.37960574
0.005,0.22848634,0.18526869,-14.966473,3260.0,163000.0,815000.0,0.31003416,162,0.025000000000000005,0.97689945,0.6882186,16300.0,0.37960956
0.005,0.22844787,0.18524379,-15.058179,3280.0,164000.0,820000.0,0.45256615,163,0.05833333333333333,0.9771449,0.6769746,16400.0,0.37961307
0.01,0.22842674,0.18522026,-14.53593,3300.0,165000.0,825000.0,0.34402522,164,0.008333333333333333,0.9773734,0.6499674,16500.0,0.37957105
0.005,0.22838746,0.18517022,-14.0075035,3320.0,166000.0,830000.0,0.28461698,165,0.025000000000000005,0.9776624,0.62778276,16600.0,0.37955716
0.011666666666666667,0.22837,0.18518043,-13.937585,3340.0,167000.0,835000.0,0.30618992,166,0.008333333333333333,0.9779449,0.61765033,16700.0,0.37957332
0.01,0.22833873,0.18515338,-14.003681,3360.0,168000.0,840000.0,0.24345987,167,0.016666666666666666,0.9782143,0.57819194,16800.0,0.37958774
0.011666666666666667,0.2283035,0.18517603,-13.203926,3380.0,169000.0,845000.0,0.27972004,168,0.05000000000000001,0.9784576,0.586865,16900.0,0.37964025
0.0016666666666666668,0.22828092,0.18516134,-13.361756,3400.0,170000.0,850000.0,0.32442674,169,0.008333333333333333,0.9786763,0.5948747,17000.0,0.37964782
0.005,0.22824387,0.18512404,-13.672131,3420.0,171000.0,855000.0,0.2973421,170,0.03333333333333333,0.97892666,0.60679847,17100.0,0.37968755
0.0033333333333333335,0.22823559,0.18508704,-15.113698,3440.0,172000.0,860000.0,0.2643522,171,0.041666666666666664,0.979204,0.6046855,17200.0,0.3797013
0.013333333333333334,0.22821455,0.18504734,-15.308181,3460.0,173000.0,865000.0,0.3197361,172,0.03333333333333333,0.97945905,0.61616343,17300.0,0.3796951
0.013333333333333334,0.2281754,0.18499301,-13.028022,3480.0,174000.0,870000.0,0.38853732,173,0.008333333333333333,0.9797142,0.563773,17400.0,0.37968764
0.0033333333333333335,0.22816575,0.18496354,-14.461188,3500.0,175000.0,875000.0,0.34622705,174,0.041666666666666664,0.97994965,0.6339589,17500.0,0.37970462
0.01,0.22814639,0.18493934,-14.675648,3520.0,176000.0,880000.0,0.4306964,175,0.008333333333333333,0.98019844,0.6150546,17600.0,0.37972388
