test/mean_Q,stats_o/std,epoch,stats_o/mean,train/critic_loss,stats_g/std,train/episode,train/reward_compute_count,test/ag_g_dist,stats_g/mean,test/episode,test/success_rate,test/reward_compute_count,train/success_rate
-13.37619,0.09799916,14,0.20390159,0.1671567,0.10626506,1500.0,75000.0,0.19963105,0.8447824,300.0,0.4083333333333334,15000.0,0.3416666666666666
-10.588467,0.10017238,15,0.2038775,0.22160797,0.10671804,1600.0,80000.0,0.15683778,0.84456563,320.0,0.5333333333333333,16000.0,0.33
-9.8466425,0.102173,16,0.2038057,0.24536891,0.1067625,1700.0,85000.0,0.15345581,0.84455913,340.0,0.65,17000.0,0.38833333333333336
-11.151599,0.10421571,17,0.20375282,0.2431885,0.10736384,1800.0,90000.0,0.17561305,0.8442932,360.0,0.5249999999999999,18000.0,0.43333333333333335
-10.188039,0.10583461,18,0.20374684,0.21103871,0.10740609,1900.0,95000.0,0.16699795,0.8440654,380.0,0.6250000000000001,19000.0,0.40666666666666673
-9.449364,0.10840727,19,0.20375578,0.18587427,0.10799229,2000.0,100000.0,0.16405986,0.84400135,400.0,0.6833333333333332,20000.0,0.44166666666666665
-4.575672,0.11042637,20,0.20377941,0.21196675,0.10919186,2100.0,105000.0,0.11971674,0.8439894,420.0,0.7833333333333333,21000.0,0.5100000000000001
-3.2392206,0.1126037,21,0.20396091,0.6581647,0.11062517,2200.0,110000.0,0.09546927,0.84433013,440.0,0.7833333333333333,22000.0,0.5133333333333333
-2.735244,0.114210494,22,0.20408644,0.3747356,0.11149486,2300.0,115000.0,0.089644544,0.8446486,460.0,0.8249999999999998,23000.0,0.5233333333333333
-2.4612844,0.11498872,23,0.20427103,0.2733626,0.11160871,2400.0,120000.0,0.08956617,0.8449629,480.0,0.8416666666666667,24000.0,0.5416666666666667
-1.8613888,0.115545414,24,0.20434481,0.24860406,0.111628555,2500.0,125000.0,0.07553447,0.8453691,500.0,0.8916666666666666,25000.0,0.5516666666666667
-2.119764,0.11589637,25,0.20449765,0.2636653,0.11162394,2600.0,130000.0,0.085404396,0.8457866,520.0,0.8666666666666667,26000.0,0.55
-2.610121,0.1163554,26,0.20460188,0.22580068,0.11167645,2700.0,135000.0,0.08626184,0.84618,540.0,0.8916666666666666,27000.0,0.5733333333333334
-1.5045713,0.11649552,27,0.20480585,0.20785536,0.11147586,2800.0,140000.0,0.067627504,0.8465114,560.0,0.9416666666666668,28000.0,0.5966666666666667
-1.896201,0.11664013,28,0.20501788,0.15996704,0.11146455,2900.0,145000.0,0.07186398,0.84686774,580.0,0.9583333333333334,29000.0,0.5883333333333334
-1.319414,0.11679193,29,0.20514561,0.2468998,0.11153024,3000.0,150000.0,0.06405013,0.8471883,600.0,0.975,30000.0,0.5750000000000001
-1.402588,0.116976835,30,0.20520945,0.20752032,0.11156192,3100.0,155000.0,0.07071403,0.84749985,620.0,0.9333333333333335,31000.0,0.5716666666666667
-1.2696332,0.11703812,31,0.20521562,0.17570978,0.111409746,3200.0,160000.0,0.069508724,0.8477017,640.0,0.9249999999999999,32000.0,0.5966666666666667
-1.3947128,0.11711911,32,0.20524424,0.19613147,0.11141932,3300.0,165000.0,0.064801745,0.8478045,660.0,0.975,33000.0,0.5733333333333334
-1.4838285,0.117085315,33,0.20536463,0.3224709,0.11119294,3400.0,170000.0,0.07263499,0.84809303,680.0,0.9499999999999998,34000.0,0.6
-1.2644367,0.11726665,34,0.2054231,0.33520934,0.11110214,3500.0,175000.0,0.06621738,0.8482542,700.0,0.9499999999999998,35000.0,0.5883333333333334
-1.2666496,0.11713109,35,0.20542091,0.17801522,0.11096909,3600.0,180000.0,0.06947503,0.84856015,720.0,0.9583333333333334,36000.0,0.5916666666666667
-1.1891198,0.11704939,36,0.2054966,0.16351028,0.1108342,3700.0,185000.0,0.067601435,0.84870476,740.0,0.9833333333333334,37000.0,0.595
-1.1365422,0.117032744,37,0.20557201,0.17045732,0.11075472,3800.0,190000.0,0.06469585,0.8489147,760.0,0.9916666666666667,38000.0,0.5583333333333332
-1.1322753,0.11684107,38,0.2055972,0.16837905,0.11052871,3900.0,195000.0,0.0654422,0.84909827,780.0,0.9666666666666667,39000.0,0.6016666666666667
-1.055911,0.116774864,39,0.20565285,0.1945617,0.1104191,4000.0,200000.0,0.06810094,0.84927917,800.0,0.9583333333333334,40000.0,0.5816666666666667
-1.0838321,0.116566926,40,0.20567028,0.35166335,0.110209934,4100.0,205000.0,0.069351956,0.8494571,820.0,0.9499999999999998,41000.0,0.6133333333333334
-0.9405694,0.11636326,41,0.20570235,0.22924693,0.10998995,4200.0,210000.0,0.063771985,0.84955627,840.0,0.9666666666666667,42000.0,0.6166666666666667
-1.0219815,0.11626807,42,0.20575815,0.2832407,0.10987234,4300.0,215000.0,0.064368255,0.8496739,860.0,0.9583333333333334,43000.0,0.5599999999999999
-0.9002104,0.1160771,43,0.20579575,0.23259692,0.10975207,4400.0,220000.0,0.06303956,0.8498435,880.0,1.0,44000.0,0.5883333333333334
-1.066634,0.11594549,44,0.20583045,0.51967436,0.10966145,4500.0,225000.0,0.07068315,0.8499219,900.0,0.975,45000.0,0.5566666666666666
-0.9154725,0.11576406,45,0.20582934,0.4913009,0.10952268,4600.0,230000.0,0.06582428,0.8500349,920.0,0.9666666666666667,46000.0,0.5816666666666667
-0.93365383,0.11565622,46,0.20587955,0.31982452,0.10941982,4700.0,235000.0,0.067768164,0.85010624,940.0,0.9583333333333334,47000.0,0.58
-1.0264167,0.11548593,47,0.205887,0.31360558,0.10937817,4800.0,240000.0,0.070493974,0.85014963,960.0,0.9416666666666668,48000.0,0.5766666666666667
-0.89206195,0.115280874,48,0.20588474,0.41365454,0.10925313,4900.0,245000.0,0.0645824,0.8502152,980.0,0.9666666666666668,49000.0,0.6166666666666667
-0.9011715,0.11515257,49,0.20589419,0.18770407,0.1091172,5000.0,250000.0,0.06945703,0.8502283,1000.0,0.9916666666666667,50000.0,0.5933333333333333
-0.9545687,0.11508786,50,0.2059166,0.22521426,0.10909412,5100.0,255000.0,0.06446346,0.8503055,1020.0,0.9666666666666667,51000.0,0.5416666666666666
-1.0437874,0.11488679,51,0.20591925,0.3234725,0.1089594,5200.0,260000.0,0.072917126,0.85035443,1040.0,0.9,52000.0,0.605
-1.0100622,0.11485251,52,0.20599182,0.21365266,0.10895791,5300.0,265000.0,0.071577005,0.85043496,1060.0,0.9666666666666668,53000.0,0.5383333333333333
-0.8964739,0.11475412,53,0.20596492,0.23756497,0.108835936,5400.0,270000.0,0.06874385,0.8504539,1080.0,0.9583333333333334,54000.0,0.5916666666666667
-0.9203305,0.114661634,54,0.20595582,0.33942485,0.1086798,5500.0,275000.0,0.06622555,0.8504453,1100.0,0.9499999999999998,55000.0,0.5966666666666667
-0.9041214,0.11454769,55,0.20597006,0.2007612,0.10857233,5600.0,280000.0,0.06953756,0.850581,1120.0,0.9583333333333334,56000.0,0.5466666666666666
-0.89191794,0.114489645,56,0.2059757,0.27306667,0.10847219,5700.0,285000.0,0.06729742,0.85061073,1140.0,0.9666666666666667,57000.0,0.5266666666666667
-0.840666,0.114468955,57,0.20601337,0.2036175,0.10845214,5800.0,290000.0,0.06658261,0.8506023,1160.0,0.9583333333333334,58000.0,0.5366666666666667
-0.9548114,0.11438397,58,0.2060498,0.25782964,0.108290754,5900.0,295000.0,0.069707476,0.8506356,1180.0,0.9583333333333334,59000.0,0.5733333333333333
-0.8773467,0.11430636,59,0.20606668,0.1780491,0.10826687,6000.0,300000.0,0.0680175,0.8506615,1200.0,0.9333333333333332,60000.0,0.545
-0.81945133,0.11425284,60,0.20606203,0.22960258,0.10820947,6100.0,305000.0,0.064728804,0.85069126,1220.0,0.9583333333333334,61000.0,0.57
-0.8783343,0.114164084,61,0.20609085,0.16413067,0.10813128,6200.0,310000.0,0.06563082,0.8507135,1240.0,0.9916666666666667,62000.0,0.5583333333333332
-0.8723038,0.114113666,62,0.20608966,0.17215943,0.108041525,6300.0,315000.0,0.06840002,0.85072416,1260.0,0.975,63000.0,0.5683333333333334
-0.84608287,0.11406377,63,0.20610242,0.21666963,0.108002774,6400.0,320000.0,0.06682485,0.8507261,1280.0,0.9666666666666667,64000.0,0.5616666666666666
-0.93229276,0.11396656,64,0.20609085,0.32996354,0.10790443,6500.0,325000.0,0.06802679,0.85083264,1300.0,0.9833333333333334,65000.0,0.5333333333333333
-1.1051432,0.113937,65,0.20611803,0.17326273,0.10787622,6600.0,330000.0,0.07566747,0.8508552,1320.0,0.9083333333333333,66000.0,0.5266666666666666
-0.8519437,0.11380812,66,0.20609002,0.19108383,0.10773886,6700.0,335000.0,0.06576431,0.8508847,1340.0,0.975,67000.0,0.5583333333333332
-1.0271229,0.11377511,67,0.20610802,0.17624764,0.107779086,6800.0,340000.0,0.07162009,0.85092753,1360.0,0.9666666666666667,68000.0,0.545
-1.0113682,0.11371211,68,0.20614429,0.3150002,0.1077516,6900.0,345000.0,0.070986636,0.85094935,1380.0,0.9416666666666668,69000.0,0.555
-1.0908797,0.11370335,69,0.20616095,0.18989538,0.107806206,7000.0,350000.0,0.07435812,0.8509678,1400.0,0.9083333333333333,70000.0,0.5633333333333334
-0.97664094,0.11362287,70,0.20616873,0.19434345,0.107680835,7100.0,355000.0,0.06947402,0.85099393,1420.0,0.9583333333333334,71000.0,0.5683333333333334
-1.0592028,0.11355469,71,0.20618218,0.17844634,0.1076709,7200.0,360000.0,0.0653995,0.8510275,1440.0,0.9666666666666667,72000.0,0.5650000000000001
-0.93857175,0.11349406,72,0.20618409,0.17423457,0.10758528,7300.0,365000.0,0.06754581,0.851078,1460.0,0.9666666666666667,73000.0,0.49499999999999994
-0.8450311,0.1134933,73,0.20620243,0.2624449,0.10754216,7400.0,370000.0,0.06442561,0.85112023,1480.0,0.9416666666666668,74000.0,0.5333333333333333
-0.6863766,0.113443784,74,0.20622472,0.16313401,0.10748742,7500.0,375000.0,0.055217575,0.8511569,1500.0,0.9833333333333334,75000.0,0.5216666666666667
-0.9636738,0.11331668,75,0.2062008,0.1766407,0.10745526,7600.0,380000.0,0.06823751,0.8511217,1520.0,0.9416666666666665,76000.0,0.545
-0.9617648,0.11327528,76,0.2061779,0.25496772,0.107427716,7700.0,385000.0,0.06542208,0.8511164,1540.0,0.9500000000000001,77000.0,0.5483333333333333
-0.9537727,0.11320243,77,0.20619644,0.5317078,0.107328594,7800.0,390000.0,0.069117166,0.85112125,1560.0,0.9333333333333332,78000.0,0.6
-1.0666547,0.113145225,78,0.20618816,0.2360387,0.107268356,7900.0,395000.0,0.074472345,0.8511267,1580.0,0.9416666666666668,79000.0,0.5516666666666667
-0.9329228,0.11315513,79,0.20619296,0.17098944,0.10722708,8000.0,400000.0,0.06580532,0.8511767,1600.0,0.9416666666666668,80000.0,0.5483333333333333
-0.901503,0.11310897,80,0.20619659,0.690286,0.10714913,8100.0,405000.0,0.06770384,0.8511798,1620.0,0.9583333333333334,81000.0,0.5616666666666666
-1.075578,0.11305701,81,0.20620914,1.0352675,0.10712496,8200.0,410000.0,0.070094645,0.8511968,1640.0,0.9333333333333335,82000.0,0.51
-0.9800682,0.11300319,82,0.2062233,0.17931695,0.10708556,8300.0,415000.0,0.06800311,0.8511961,1660.0,0.9583333333333334,83000.0,0.535
-0.9706299,0.11298469,83,0.2062204,0.19097912,0.107040755,8400.0,420000.0,0.067169614,0.85124964,1680.0,0.9666666666666667,84000.0,0.5766666666666667
-0.917391,0.112936586,84,0.20623295,0.2476018,0.106969856,8500.0,425000.0,0.0648573,0.851244,1700.0,0.9499999999999998,85000.0,0.555
-0.98263747,0.11286191,85,0.20622821,0.21652608,0.1068789,8600.0,430000.0,0.06737428,0.85125065,1720.0,0.9666666666666667,86000.0,0.54
-0.9373906,0.112824,86,0.20621948,0.29466727,0.10678906,8700.0,435000.0,0.06805512,0.8512681,1740.0,0.9583333333333334,87000.0,0.5533333333333333
-1.2218138,0.11283409,87,0.20621724,0.16329743,0.10675337,8800.0,440000.0,0.06480146,0.8513139,1760.0,0.9333333333333332,88000.0,0.5083333333333334
-0.9767904,0.11275741,88,0.2062214,0.28563476,0.10670102,8900.0,445000.0,0.07087869,0.85133654,1780.0,0.9583333333333334,89000.0,0.5516666666666666
-0.8872082,0.112640016,89,0.20621435,0.33915058,0.106627055,9000.0,450000.0,0.06759427,0.8513542,1800.0,0.9249999999999999,90000.0,0.535
-1.0143968,0.112600915,90,0.20620233,0.3121399,0.10656955,9100.0,455000.0,0.07147713,0.8513529,1820.0,0.9333333333333332,91000.0,0.55
-0.9501271,0.11256099,91,0.20622145,0.19530897,0.10655442,9200.0,460000.0,0.06824417,0.85138625,1840.0,0.9499999999999998,92000.0,0.5299999999999999
-1.0311176,0.11251205,92,0.20621483,0.22669567,0.106517255,9300.0,465000.0,0.069259666,0.8513799,1860.0,0.9916666666666667,93000.0,0.5433333333333333
-0.8962841,0.11247771,93,0.20622098,0.76399136,0.106439374,9400.0,470000.0,0.06635553,0.85136676,1880.0,0.9583333333333334,94000.0,0.6033333333333334
-1.1124203,0.112418145,94,0.20619719,0.30679807,0.10640377,9500.0,475000.0,0.07203414,0.8513601,1900.0,0.9083333333333332,95000.0,0.5283333333333333
-0.9063859,0.1123907,95,0.20620365,0.18039905,0.106389396,9600.0,480000.0,0.06278728,0.8513728,1920.0,0.975,96000.0,0.5283333333333334
-0.9870313,0.1123443,96,0.20622587,0.41761127,0.10633293,9700.0,485000.0,0.06440825,0.8514233,1940.0,0.975,97000.0,0.5166666666666666
-0.9368555,0.11234793,97,0.2062376,0.15546916,0.10629103,9800.0,490000.0,0.066249944,0.8514553,1960.0,0.9416666666666668,98000.0,0.5316666666666667
-0.9040187,0.11231273,98,0.20625418,0.39789867,0.10628393,9900.0,495000.0,0.06233609,0.8514839,1980.0,0.9833333333333334,99000.0,0.5666666666666667
-1.0116688,0.11230973,99,0.20627715,0.50368667,0.10631084,10000.0,500000.0,0.06660246,0.85148567,2000.0,0.9333333333333332,100000.0,0.5433333333333333
-0.7488714,0.11228036,100,0.20625728,0.2610127,0.106251895,10100.0,505000.0,0.059652865,0.85150796,2020.0,0.9583333333333334,101000.0,0.5266666666666667
-0.9582839,0.112239905,101,0.20627387,0.23388283,0.1062072,10200.0,510000.0,0.06870968,0.8515251,2040.0,0.9083333333333333,102000.0,0.5383333333333333
-0.93502206,0.112194,102,0.2062791,0.16366427,0.10621905,10300.0,515000.0,0.06723001,0.8515286,2060.0,0.9666666666666667,103000.0,0.48999999999999994
-1.0516368,0.11216655,103,0.20629466,0.17905311,0.106146544,10400.0,520000.0,0.070645005,0.85154486,2080.0,0.9333333333333332,104000.0,0.5466666666666667
-0.91727334,0.11210779,104,0.20629948,0.32699308,0.106096596,10500.0,525000.0,0.063924216,0.8515604,2100.0,0.9416666666666668,105000.0,0.5316666666666666
-0.8698943,0.112056814,105,0.20629698,0.23442622,0.106030576,10600.0,530000.0,0.06317266,0.85155755,2120.0,0.9833333333333334,106000.0,0.5783333333333333
-1.0400186,0.11204543,106,0.20628464,0.19879603,0.10598457,10700.0,535000.0,0.06935736,0.85152483,2140.0,0.9583333333333334,107000.0,0.535
-0.9881479,0.111990124,107,0.20627661,0.21652846,0.10592598,10800.0,540000.0,0.06818914,0.8515446,2160.0,0.8916666666666666,108000.0,0.5633333333333334
-0.98239994,0.11198329,108,0.2062754,0.16399391,0.10595318,10900.0,545000.0,0.07096491,0.851542,2180.0,0.9499999999999998,109000.0,0.5533333333333333
-1.0528487,0.11195287,109,0.20628254,0.19831671,0.10592017,11000.0,550000.0,0.069440715,0.8515536,2200.0,0.9500000000000001,110000.0,0.5750000000000001
-0.8579195,0.111988604,110,0.20627145,0.2819364,0.10593925,11100.0,555000.0,0.06215125,0.8515803,2220.0,0.975,111000.0,0.5549999999999999
-0.9057328,0.11190938,111,0.20627432,0.22071506,0.1058773,11200.0,560000.0,0.06443599,0.85156727,2240.0,0.9416666666666668,112000.0,0.5433333333333333
-0.85396117,0.11190269,112,0.20630251,0.28995487,0.105833806,11300.0,565000.0,0.065603554,0.85157126,2260.0,0.9583333333333334,113000.0,0.5366666666666666
-0.8380359,0.11185559,113,0.20629458,0.20183186,0.10577428,11400.0,570000.0,0.066004075,0.8515646,2280.0,0.9583333333333334,114000.0,0.5666666666666668
-0.968472,0.11186147,114,0.2062983,0.2019798,0.1057454,11500.0,575000.0,0.06989869,0.85154516,2300.0,0.9416666666666668,115000.0,0.5466666666666667
-0.92604214,0.11185,115,0.20629863,0.23344071,0.10571793,11600.0,580000.0,0.06623625,0.8515703,2320.0,0.9583333333333334,116000.0,0.555
-0.93061143,0.11180433,116,0.2062958,0.36228594,0.10565168,11700.0,585000.0,0.06778732,0.8515788,2340.0,0.9333333333333332,117000.0,0.5483333333333333
-0.93065256,0.11181902,117,0.20628518,0.26671466,0.10564954,11800.0,590000.0,0.06328868,0.85157937,2360.0,0.9583333333333334,118000.0,0.555
-0.89433223,0.11179983,118,0.20628698,0.25218317,0.10562112,11900.0,595000.0,0.064939916,0.8515804,2380.0,0.9416666666666668,119000.0,0.54
-0.931015,0.11182052,119,0.20631291,0.29446176,0.105611585,12000.0,600000.0,0.06733457,0.8515826,2400.0,0.9666666666666667,120000.0,0.5433333333333333
-0.9600479,0.11183713,120,0.20630427,0.2624048,0.10559592,12100.0,605000.0,0.065252446,0.8515835,2420.0,0.975,121000.0,0.5316666666666666
-1.0010481,0.11182783,121,0.2063034,0.1518655,0.1056058,12200.0,610000.0,0.06879797,0.8515983,2440.0,0.9249999999999999,122000.0,0.5333333333333333
-0.9524147,0.11186715,122,0.20628597,0.20622315,0.105632044,12300.0,615000.0,0.06507217,0.8515911,2460.0,0.9666666666666667,123000.0,0.5283333333333332
-0.98679715,0.111877896,123,0.20627744,0.16795738,0.105644405,12400.0,620000.0,0.06710075,0.85157824,2480.0,0.9916666666666667,124000.0,0.5366666666666667
-1.0981263,0.11188278,124,0.20625038,0.26510307,0.10561398,12500.0,625000.0,0.069999956,0.8515687,2500.0,0.9833333333333334,125000.0,0.525
-1.0766089,0.111889325,125,0.20625328,0.21456206,0.10559029,12600.0,630000.0,0.07119576,0.851587,2520.0,0.9166666666666666,126000.0,0.535
-0.98337334,0.11189702,126,0.20624356,0.1748607,0.1056087,12700.0,635000.0,0.06609637,0.85158485,2540.0,0.9416666666666668,127000.0,0.5383333333333334
-0.89051133,0.11188362,127,0.2062311,0.2493339,0.10560576,12800.0,640000.0,0.062658526,0.85160106,2560.0,0.9666666666666667,128000.0,0.5283333333333333
-0.9463342,0.11186708,128,0.20621352,0.18593983,0.10557982,12900.0,645000.0,0.06449282,0.8515725,2580.0,0.9583333333333334,129000.0,0.54
-0.9762477,0.111858875,129,0.20620672,0.13870148,0.1055321,13000.0,650000.0,0.06708825,0.8515754,2600.0,0.9333333333333332,130000.0,0.5383333333333333
-0.80911255,0.11183684,130,0.20621328,0.23807573,0.10552069,13100.0,655000.0,0.06084837,0.85157555,2620.0,0.9499999999999998,131000.0,0.5316666666666666
-0.83409137,0.11180302,131,0.20621584,0.14182784,0.10551319,13200.0,660000.0,0.057606176,0.85159045,2640.0,0.9666666666666667,132000.0,0.54
-1.1234527,0.11182334,132,0.20622176,0.26824775,0.10549676,13300.0,665000.0,0.07378403,0.851561,2660.0,0.875,133000.0,0.5366666666666667
-1.0594133,0.11179862,133,0.20620851,0.22728896,0.10547173,13400.0,670000.0,0.06961126,0.8515641,2680.0,0.8999999999999999,134000.0,0.545
-1.0022997,0.111778796,134,0.20621754,0.22347832,0.10543498,13500.0,675000.0,0.06929422,0.8515764,2700.0,0.9416666666666665,135000.0,0.5650000000000001
-0.8235316,0.11179163,135,0.20622464,0.1964712,0.105425455,13600.0,680000.0,0.058861632,0.8515723,2720.0,0.9666666666666667,136000.0,0.5299999999999999
-0.8069894,0.11176696,136,0.20623295,0.22680373,0.10539442,13700.0,685000.0,0.059159037,0.85156184,2740.0,0.975,137000.0,0.5616666666666666
-1.0817326,0.1117382,137,0.20623212,0.21236454,0.10538251,13800.0,690000.0,0.069902726,0.8515726,2760.0,0.9333333333333332,138000.0,0.5650000000000001
-0.9394665,0.11177084,138,0.20623638,0.21918839,0.10536798,13900.0,695000.0,0.06279608,0.85156053,2780.0,0.9500000000000001,139000.0,0.555
-0.8978575,0.11173379,139,0.20624463,0.19545178,0.1053557,14000.0,700000.0,0.06047835,0.8515497,2800.0,0.9583333333333334,140000.0,0.54
-0.942375,0.11174128,140,0.20623773,0.18198216,0.10533381,14100.0,705000.0,0.064846,0.851536,2820.0,0.9416666666666668,141000.0,0.5316666666666666
-0.97551185,0.111704715,141,0.20623513,0.18495388,0.10529965,14200.0,710000.0,0.06630895,0.8515459,2840.0,0.9500000000000001,142000.0,0.5216666666666666
-0.92901164,0.1116892,142,0.20621997,0.17065986,0.10527488,14300.0,715000.0,0.06291061,0.85154414,2860.0,0.9333333333333332,143000.0,0.5166666666666666
-0.93618554,0.11167097,143,0.20620888,0.17303403,0.1052523,14400.0,720000.0,0.06507525,0.8515539,2880.0,0.9666666666666667,144000.0,0.5433333333333333
-1.125555,0.1116314,144,0.20620793,0.19039552,0.10522991,14500.0,725000.0,0.07188701,0.8515622,2900.0,0.8833333333333333,145000.0,0.48500000000000004
-0.90025395,0.11164328,145,0.20621948,0.1519465,0.10522405,14600.0,730000.0,0.06179494,0.8515673,2920.0,0.9416666666666668,146000.0,0.5383333333333334
-1.1000698,0.1115941,146,0.20622236,0.3232008,0.10519764,14700.0,735000.0,0.07012531,0.8515591,2940.0,0.9416666666666668,147000.0,0.5966666666666667
-1.2867314,0.11155053,147,0.20622016,0.23051989,0.10517158,14800.0,740000.0,0.0664256,0.8515603,2960.0,0.9333333333333332,148000.0,0.5399999999999999
-0.97938126,0.11153289,148,0.2062236,0.19567557,0.105151474,14900.0,745000.0,0.06564719,0.85154134,2980.0,0.9666666666666667,149000.0,0.5366666666666666
-1.0172464,0.111530416,149,0.20621336,0.21734457,0.10511946,15000.0,750000.0,0.07041667,0.8515172,3000.0,0.9416666666666668,150000.0,0.5399999999999999
-0.9771064,0.11151848,150,0.20621513,0.23276486,0.1051102,15100.0,755000.0,0.06803621,0.85152674,3020.0,0.9666666666666667,151000.0,0.5133333333333333
-0.9500921,0.11151061,151,0.20620744,0.1704003,0.10509775,15200.0,760000.0,0.06304633,0.85150903,3040.0,0.9916666666666667,152000.0,0.5283333333333333
-1.0311841,0.111489736,152,0.20620625,0.36118284,0.105090834,15300.0,765000.0,0.0684106,0.85149366,3060.0,0.9416666666666668,153000.0,0.5116666666666666
-0.9538495,0.11151174,153,0.20620136,0.20401919,0.10506827,15400.0,770000.0,0.06259033,0.851481,3080.0,0.9499999999999998,154000.0,0.5433333333333333
-1.0381808,0.11153325,154,0.20620209,0.6487418,0.10505966,15500.0,775000.0,0.06708221,0.85144454,3100.0,0.9083333333333333,155000.0,0.5633333333333334
-0.90837735,0.11151102,155,0.20619507,0.18037911,0.105028965,15600.0,780000.0,0.06500493,0.8514392,3120.0,0.9416666666666668,156000.0,0.5266666666666667
-1.0091451,0.11149935,156,0.20618396,0.33589506,0.10501763,15700.0,785000.0,0.06737623,0.85139626,3140.0,0.9249999999999999,157000.0,0.5333333333333333
-0.8766041,0.111506395,157,0.20618244,0.21394081,0.10502362,15800.0,790000.0,0.061235327,0.85139316,3160.0,0.9583333333333334,158000.0,0.5499999999999999
-1.0236931,0.11147196,158,0.20618439,0.20620537,0.10498559,15900.0,795000.0,0.0649983,0.85140467,3180.0,0.9083333333333332,159000.0,0.5066666666666667
-0.8872766,0.11148143,159,0.20618229,0.22583438,0.10495391,16000.0,800000.0,0.062724,0.85142493,3200.0,0.975,160000.0,0.505
-0.9585092,0.11145773,160,0.20618182,0.19764149,0.10492072,16100.0,805000.0,0.06339448,0.85142416,3220.0,0.9333333333333332,161000.0,0.515
-0.9059312,0.11145028,161,0.2061856,0.15645958,0.10491279,16200.0,810000.0,0.060986638,0.85141724,3240.0,0.9666666666666667,162000.0,0.5433333333333333
-0.9182856,0.11146606,162,0.20618854,0.18477035,0.1048843,16300.0,815000.0,0.061586384,0.85140926,3260.0,0.9583333333333334,163000.0,0.5333333333333333
-0.8692298,0.111451626,163,0.20618753,0.16818136,0.10486769,16400.0,820000.0,0.060735535,0.8514256,3280.0,0.9666666666666667,164000.0,0.5233333333333333
-1.0109671,0.11145269,164,0.20617348,0.454424,0.104834914,16500.0,825000.0,0.06717739,0.8514195,3300.0,0.9499999999999998,165000.0,0.52
-1.211862,0.11144451,165,0.20616382,0.16216956,0.10481161,16600.0,830000.0,0.06538404,0.8514165,3320.0,0.9416666666666668,166000.0,0.5333333333333333
-1.0132529,0.11143119,166,0.20616162,0.22909677,0.10475585,16700.0,835000.0,0.06653306,0.8514201,3340.0,0.9333333333333332,167000.0,0.5616666666666666
-1.0280077,0.111418426,167,0.20616023,0.1707259,0.10474527,16800.0,840000.0,0.068086825,0.8514289,3360.0,0.9083333333333333,168000.0,0.5283333333333333
-0.8606579,0.111393,168,0.20616502,0.2011879,0.10473281,16900.0,845000.0,0.05930352,0.851434,3380.0,0.9249999999999999,169000.0,0.5216666666666666
-0.9856272,0.111384876,169,0.20616846,0.1608496,0.10469941,17000.0,850000.0,0.06264812,0.85144114,3400.0,0.9583333333333334,170000.0,0.5366666666666666
