train/episode,stats_o/mean,test/ag_g_dist,train/success_rate,stats_o/std,stats_g/mean,stats_g/std,train/critic_loss,test/mean_Q,test/success_rate,epoch,test/episode
100.0,0.20112537,0.17466533,0.0,0.04087537,0.84223574,0.07056804,0.048348635,-2.9014637,0.0,0,20.0
200.0,0.2011237,0.18154947,0.0016666666666666668,0.044583354,0.8418157,0.072684936,0.07701491,-4.880895,0.016666666666666666,1,40.0
300.0,0.20105095,0.16598324,0.005,0.04443853,0.8416622,0.071982235,0.06373694,-6.9633603,0.0,2,60.0
400.0,0.2011144,0.1764272,0.008333333333333333,0.044701148,0.8423484,0.07152252,0.09376472,-8.921756,0.0,3,80.0
500.0,0.20131002,0.1805386,0.0033333333333333335,0.04636346,0.8431246,0.07269374,0.07997116,-10.656089,0.0,4,100.0
600.0,0.20133096,0.17216146,0.0033333333333333335,0.05001608,0.8432186,0.07487501,0.17756833,-12.27744,0.0,5,120.0
700.0,0.20137435,0.1736484,0.006666666666666667,0.05306777,0.8430601,0.07690666,0.19357459,-13.72272,0.0,6,140.0
800.0,0.20146984,0.1860462,0.015000000000000001,0.056689437,0.8431507,0.07963305,0.23729022,-15.0492325,0.008333333333333333,7,160.0
900.0,0.20156555,0.17529756,0.008333333333333333,0.05951111,0.84291726,0.0813352,0.20686157,-16.424337,0.016666666666666666,8,180.0
1000.0,0.20158905,0.18989848,0.008333333333333333,0.06209564,0.84290266,0.08316814,0.231107,-18.052103,0.0,9,200.0
1100.0,0.20156021,0.16125415,0.018333333333333333,0.06472757,0.842886,0.08405798,0.25589934,-16.759443,0.049999999999999996,10,220.0
1200.0,0.20141356,0.14497294,0.041666666666666664,0.066303246,0.8428677,0.08392107,0.2735681,-15.119859,0.13333333333333333,11,240.0
1300.0,0.20151936,0.12366464,0.05833333333333333,0.069028065,0.84323144,0.08368338,0.2281437,-13.228278,0.10000000000000002,12,260.0
1400.0,0.20146018,0.13065924,0.08333333333333333,0.07154811,0.84340143,0.083147846,0.30983627,-13.270706,0.06666666666666667,13,280.0
1500.0,0.2013265,0.09421118,0.12,0.0750498,0.84349805,0.0833359,0.547662,-10.907111,0.125,14,300.0
1600.0,0.20124863,0.084476024,0.12666666666666668,0.07883778,0.8434635,0.08379435,0.37681916,-9.034037,0.21666666666666667,15,320.0
1700.0,0.20127209,0.06758175,0.20833333333333334,0.08112399,0.84347945,0.08369205,0.43748793,-7.506434,0.35000000000000003,16,340.0
1800.0,0.20131494,0.075152285,0.2516666666666667,0.08356305,0.8436509,0.0834966,0.41303918,-7.4019,0.35000000000000003,17,360.0
1900.0,0.20148127,0.07062464,0.3333333333333333,0.08575058,0.8436548,0.082933754,0.46931514,-7.3930187,0.44166666666666665,18,380.0
2000.0,0.20153332,0.05207632,0.37999999999999995,0.08748723,0.84359485,0.082557335,0.51275283,-5.867012,0.6583333333333333,19,400.0
2100.0,0.20171565,0.06311912,0.375,0.08922729,0.84351224,0.082024105,0.5343618,-6.2711415,0.6083333333333334,20,420.0
2200.0,0.20183937,0.05067021,0.47333333333333333,0.090285204,0.8435373,0.08159521,0.37667632,-4.9201117,0.8083333333333332,21,440.0
2300.0,0.20187588,0.06299349,0.5233333333333333,0.091534436,0.8433542,0.08105352,0.43405202,-6.0909615,0.7333333333333334,22,460.0
2400.0,0.20182754,0.053029913,0.5216666666666666,0.09226332,0.8433457,0.0806508,0.45914158,-4.7257934,0.8333333333333334,23,480.0
2500.0,0.2019039,0.049176037,0.5683333333333335,0.093111895,0.84339184,0.08029535,0.4402043,-4.396216,0.8833333333333333,24,500.0
2600.0,0.2019396,0.04800357,0.5883333333333333,0.09380585,0.8433137,0.079988,0.40113172,-3.6943674,0.9499999999999998,25,520.0
2700.0,0.20192684,0.046375956,0.5816666666666667,0.09442838,0.843235,0.07969228,0.5472951,-3.502793,0.9333333333333332,26,540.0
2800.0,0.20182653,0.038072847,0.6166666666666667,0.094716765,0.8432669,0.07924575,0.53385854,-2.925402,1.0,27,560.0
2900.0,0.20177591,0.044744354,0.64,0.095018424,0.84316355,0.0788824,0.40799728,-3.002928,0.9833333333333334,28,580.0
3000.0,0.20175548,0.04811524,0.6366666666666667,0.09534489,0.8430806,0.07853747,0.43593404,-3.189595,0.975,29,600.0
3100.0,0.20177555,0.042743426,0.5983333333333333,0.09578571,0.84309214,0.078218006,0.3862965,-3.0809155,0.975,30,620.0
3200.0,0.20172755,0.04709803,0.6116666666666667,0.09608368,0.8429735,0.07795476,0.39894363,-2.9658356,0.9416666666666668,31,640.0
3300.0,0.20170857,0.046697665,0.64,0.0962078,0.8429794,0.07762041,0.47591808,-2.975136,0.9499999999999998,32,660.0
3400.0,0.20167808,0.039607678,0.6083333333333333,0.096306644,0.842972,0.07730765,0.46561274,-2.4820094,0.9833333333333334,33,680.0
3500.0,0.20168836,0.04198664,0.6000000000000001,0.096533395,0.8429591,0.07715979,0.43740705,-2.6690893,0.9666666666666667,34,700.0
3600.0,0.20167859,0.04038915,0.6133333333333333,0.09670156,0.84300154,0.076936536,0.392579,-2.3211992,0.975,35,720.0
3700.0,0.20172344,0.04493995,0.6566666666666666,0.0967487,0.84305686,0.07675517,0.36258402,-2.6314473,0.975,36,740.0
3800.0,0.20169826,0.04645137,0.6316666666666667,0.096835226,0.8430199,0.076512314,0.40549216,-2.735652,0.9916666666666667,37,760.0
3900.0,0.20170505,0.042251114,0.6150000000000001,0.09701354,0.8430052,0.07635384,0.396821,-2.289549,1.0,38,780.0
4000.0,0.20166989,0.04017454,0.6033333333333334,0.09706005,0.84298116,0.07610553,0.31427753,-2.0932379,1.0,39,800.0
4100.0,0.2016569,0.03678965,0.6183333333333333,0.09716344,0.8429065,0.07596352,0.383732,-2.0675802,1.0,40,820.0
4200.0,0.2016411,0.041672975,0.6266666666666667,0.09735943,0.8429251,0.07586569,0.36651102,-2.231063,0.9916666666666667,41,840.0
4300.0,0.20167418,0.03990724,0.6050000000000001,0.097559355,0.84289813,0.075679384,0.2779195,-2.2232044,0.9916666666666667,42,860.0
4400.0,0.20166396,0.04207967,0.6233333333333334,0.09790946,0.8429113,0.075642526,0.403482,-2.1153781,1.0,43,880.0
4500.0,0.2016402,0.038387638,0.6316666666666667,0.09805516,0.84291273,0.07546888,0.38187185,-2.064393,0.9916666666666667,44,900.0
4600.0,0.20167394,0.04299955,0.6266666666666666,0.09815508,0.84287316,0.07537028,0.9629724,-2.2655375,1.0,45,920.0
4700.0,0.20172638,0.042998333,0.6183333333333333,0.098238535,0.8428189,0.07519909,0.28850117,-2.1185772,1.0,46,940.0
4800.0,0.20178945,0.041600544,0.6216666666666667,0.098348774,0.8428655,0.07504485,0.3335657,-2.0893638,0.9916666666666667,47,960.0
4900.0,0.20182127,0.043660272,0.6533333333333334,0.098401524,0.84287524,0.07489271,0.32726112,-2.0645556,0.9916666666666667,48,980.0
5000.0,0.20182449,0.0405671,0.6233333333333334,0.09849146,0.8429206,0.074745424,0.3379189,-1.8722029,0.9916666666666667,49,1000.0
5100.0,0.20180981,0.040840954,0.625,0.09856,0.8429096,0.07459801,0.32147437,-1.902012,1.0,50,1020.0
