train/success_rate,test/mean_Q,stats_o/mean,train/episode,stats_o/std,stats_g/std,test/ag_g_dist,train/critic_loss,test/episode,stats_g/mean,test/success_rate,epoch
0.0016666666666666668,-3.0072346,0.1773421,100.0,0.056364622,0.11863478,0.47849095,0.003445642,20.0,0.7424643,0.0,0
0.0,-5.035233,0.17703228,200.0,0.057195242,0.11779669,0.45017394,0.006670464,40.0,0.74433166,0.0,1
0.0033333333333333335,-6.893158,0.17740518,300.0,0.05668406,0.12019113,0.4240987,0.008328072,60.0,0.74530655,0.008333333333333333,2
0.0033333333333333335,-9.097295,0.17777999,400.0,0.057128116,0.12429666,0.4685599,0.010972935,80.0,0.7464418,0.0,3
0.008333333333333333,-10.754536,0.17810948,500.0,0.05824718,0.12889132,0.45191273,0.03804127,100.0,0.7478327,0.008333333333333333,4
0.005,-12.149564,0.17806228,600.0,0.060858473,0.13139261,0.4632101,0.024488652,120.0,0.74760383,0.016666666666666666,5
0.011666666666666667,-13.626614,0.1783654,700.0,0.062052194,0.13442375,0.4475039,0.02292572,140.0,0.7492969,0.025000000000000005,6
0.02,-13.657084,0.17884684,800.0,0.06469247,0.14084513,0.38382316,0.049608883,160.0,0.7514654,0.07500000000000001,7
0.034999999999999996,-15.469096,0.1793919,900.0,0.06890014,0.14928968,0.41276202,0.048995327,180.0,0.7548406,0.041666666666666664,8
0.02666666666666667,-15.43216,0.17986567,1000.0,0.073896624,0.15935032,0.41844097,0.053401083,200.0,0.7578139,0.06666666666666667,9
0.051666666666666666,-15.552818,0.18048452,1100.0,0.07841812,0.16549581,0.40367815,0.09718738,220.0,0.76110125,0.06666666666666667,10
0.049999999999999996,-15.540214,0.1810538,1200.0,0.080940865,0.16933304,0.381646,0.121603966,240.0,0.76354885,0.10833333333333334,11
0.07333333333333333,-15.4869795,0.18170054,1300.0,0.08265349,0.17125762,0.34238753,0.0806323,260.0,0.7664158,0.09166666666666667,12
0.08,-14.440731,0.18229263,1400.0,0.0838848,0.17185341,0.31861392,0.20456207,280.0,0.7690069,0.13333333333333333,13
0.06166666666666667,-14.11174,0.18279354,1500.0,0.08481125,0.17313218,0.27358073,0.10717416,300.0,0.77150303,0.24166666666666667,14
0.11166666666666665,-13.341142,0.1834759,1600.0,0.0851061,0.17379254,0.2494806,0.23908012,320.0,0.77432084,0.26666666666666666,15
0.10666666666666667,-12.417091,0.18392603,1700.0,0.08526204,0.17438339,0.21611631,0.24020803,340.0,0.7762665,0.3416666666666666,16
0.10333333333333335,-14.334801,0.18454008,1800.0,0.08566298,0.1747834,0.22827816,0.2573543,360.0,0.779155,0.31666666666666665,17
0.11333333333333333,-14.220256,0.18504338,1900.0,0.08601863,0.17546098,0.2376302,0.21697001,380.0,0.78128,0.3083333333333333,18
0.15,-14.56123,0.18544501,2000.0,0.08623149,0.17541985,0.23761077,0.19996409,400.0,0.78309965,0.2833333333333333,19
0.13333333333333333,-15.440503,0.18582773,2100.0,0.0867294,0.17586397,0.21712498,0.28900948,420.0,0.7849408,0.22499999999999998,20
0.14166666666666666,-15.250234,0.18624265,2200.0,0.08733773,0.17639877,0.20594865,0.18403645,440.0,0.7866642,0.31666666666666665,21
0.1366666666666667,-13.509194,0.18662147,2300.0,0.0878922,0.17663999,0.19610476,0.4606146,460.0,0.78855926,0.375,22
0.17833333333333334,-13.831802,0.18707295,2400.0,0.088006906,0.1764183,0.18821745,0.38675413,480.0,0.7905012,0.43333333333333335,23
0.17833333333333332,-12.206357,0.18751281,2500.0,0.08831488,0.17643248,0.16805083,0.44974506,500.0,0.7925461,0.4583333333333333,24
0.1466666666666667,-13.398549,0.18796927,2600.0,0.08891016,0.17642586,0.18859375,0.44585803,520.0,0.7941385,0.4583333333333333,25
0.18000000000000002,-12.005399,0.18826026,2700.0,0.0894246,0.17598166,0.17342727,0.43185616,540.0,0.79542357,0.5083333333333333,26
0.16,-12.404354,0.188529,2800.0,0.09017327,0.17594028,0.17818455,0.44597277,560.0,0.7967193,0.45,27
0.1366666666666667,-11.519076,0.18874694,2900.0,0.09086632,0.17581128,0.16911225,0.46682045,580.0,0.79775983,0.5,28
0.13999999999999999,-12.938984,0.18897039,3000.0,0.09140941,0.17568122,0.184774,0.54243684,600.0,0.79892087,0.43333333333333335,29
0.16833333333333333,-12.576739,0.18916725,3100.0,0.09177899,0.17518689,0.19143021,1.0725068,620.0,0.79987407,0.3333333333333333,30
0.12,-11.318694,0.18938704,3200.0,0.0922963,0.17508529,0.1657648,0.49905834,640.0,0.8008991,0.4583333333333333,31
0.15000000000000002,-13.076167,0.18953808,3300.0,0.093013726,0.17551559,0.18509333,0.659086,660.0,0.8014448,0.4166666666666667,32
0.14333333333333334,-14.981261,0.18971844,3400.0,0.09367827,0.17576295,0.21645546,0.60591286,680.0,0.8022744,0.4000000000000001,33
0.18166666666666664,-14.762591,0.18991749,3500.0,0.09451318,0.17603622,0.1981358,0.6241513,700.0,0.8029218,0.325,34
0.17500000000000002,-13.827022,0.1900437,3600.0,0.094869845,0.17590751,0.20378144,0.8675789,720.0,0.80344445,0.4083333333333334,35
0.15666666666666665,-13.716576,0.19013117,3700.0,0.095464796,0.1761331,0.19011764,0.8346465,740.0,0.8039699,0.4666666666666666,36
0.165,-12.410751,0.19021165,3800.0,0.09588924,0.17603518,0.18569763,0.7579848,760.0,0.8041963,0.55,37
0.1416666666666667,-13.2093935,0.19034071,3900.0,0.09628364,0.1760879,0.18286026,0.7141182,780.0,0.80475956,0.4583333333333333,38
0.17333333333333334,-13.774541,0.19045763,4000.0,0.0965037,0.17586805,0.20779024,0.43942592,800.0,0.8053279,0.4833333333333334,39
0.16666666666666666,-11.981799,0.19053859,4100.0,0.09704558,0.17602938,0.17755727,0.5728733,820.0,0.8057652,0.5,40
0.16833333333333333,-13.626175,0.19061159,4200.0,0.097388566,0.17624736,0.18955128,0.73619723,840.0,0.80603194,0.4833333333333334,41
0.16333333333333333,-11.214191,0.19065803,4300.0,0.09748807,0.17621434,0.18238537,1.0613381,860.0,0.8063042,0.5499999999999999,42
0.1683333333333333,-11.536415,0.19071381,4400.0,0.097744435,0.17631876,0.18325293,0.86626005,880.0,0.80663204,0.5916666666666667,43
0.17166666666666666,-12.507374,0.19082725,4500.0,0.097983636,0.1761897,0.18284036,0.84093475,900.0,0.8071405,0.4833333333333334,44
0.17833333333333332,-11.162553,0.1909502,4600.0,0.098085545,0.17597847,0.18425511,1.1168542,920.0,0.807573,0.5750000000000001,45
0.17833333333333332,-12.756752,0.19101186,4700.0,0.09813901,0.17591327,0.19777153,1.5202531,940.0,0.80794215,0.5166666666666667,46
0.21166666666666667,-11.037945,0.19111557,4800.0,0.09825537,0.17577727,0.19618984,1.1151022,960.0,0.8083072,0.5916666666666667,47
0.17,-11.059327,0.19121803,4900.0,0.098510206,0.17575432,0.17986129,1.9531237,980.0,0.80875206,0.6333333333333334,48
0.17333333333333334,-13.233655,0.19127893,5000.0,0.09875522,0.17579752,0.19749004,0.654074,1000.0,0.8090892,0.5833333333333334,49
