stats_o/mean,stats_o/std,train/critic_loss,test/ag_g_dist,train/episode,train/success_rate,test/mean_Q,stats_g/mean,test/episode,epoch,stats_g/std,test/success_rate
0.18634693,0.103628606,3.7793872,0.29774377,4300.0,0.0,-26.799276,0.7902567,860.0,42,0.20510946,0.0
0.18657656,0.1040051,2.99904,0.28544274,4400.0,0.0033333333333333335,-27.068419,0.7913554,880.0,43,0.20536882,0.0
0.18681248,0.10446367,4.3747597,0.28467557,4500.0,0.0033333333333333335,-26.082975,0.79247934,900.0,44,0.2056864,0.0
0.18700741,0.10455904,3.517791,0.30044505,4600.0,0.0016666666666666668,-26.189833,0.79349035,920.0,45,0.20553255,0.0
0.18709022,0.1046888,4.8971105,0.272819,4700.0,0.0,-26.199175,0.7943485,940.0,46,0.20551348,0.008333333333333333
0.18724196,0.1047361,4.701346,0.31104535,4800.0,0.0033333333333333335,-27.63292,0.79526854,960.0,47,0.20536439,0.0
0.18738823,0.10464692,6.8517203,0.35305986,4900.0,0.0016666666666666668,-25.870642,0.79606384,980.0,48,0.20513065,0.0
0.18748184,0.104643345,1.7874451,0.31866637,5000.0,0.0016666666666666668,-28.344732,0.79673177,1000.0,49,0.20496738,0.0
0.18758065,0.10468384,4.386601,0.30522624,5100.0,0.005,-26.109629,0.79738873,1020.0,50,0.2048543,0.008333333333333333
0.18763037,0.1047978,3.1719904,0.32640508,5200.0,0.008333333333333333,-29.052084,0.7979147,1040.0,51,0.20473827,0.0
0.18774433,0.10485854,4.096991,0.2683185,5300.0,0.006666666666666667,-24.999826,0.7985824,1060.0,52,0.20473851,0.0
0.18789409,0.1048022,3.2519925,0.2644623,5400.0,0.0016666666666666668,-25.246756,0.799311,1080.0,53,0.20434129,0.0
0.1880505,0.10493598,3.911122,0.3176141,5500.0,0.0016666666666666668,-23.565218,0.8000614,1100.0,54,0.20425238,0.0
0.18815832,0.10490536,4.669697,0.30549172,5600.0,0.0016666666666666668,-24.621004,0.800654,1120.0,55,0.20396984,0.008333333333333333
0.18827553,0.10486022,4.3092947,0.27365378,5700.0,0.0016666666666666668,-26.358757,0.80110437,1140.0,56,0.20377415,0.016666666666666666
0.18833564,0.10484541,4.193427,0.31061614,5800.0,0.0,-32.003757,0.80150914,1160.0,57,0.20356138,0.008333333333333333
0.18841332,0.105042465,4.1071134,0.23632032,5900.0,0.0033333333333333335,-24.743065,0.80191565,1180.0,58,0.20349336,0.008333333333333333
0.18849409,0.10498104,4.641399,0.28366438,6000.0,0.0033333333333333335,-23.63733,0.80243444,1200.0,59,0.20315178,0.008333333333333333
0.18856819,0.10501095,3.9284542,0.23250997,6100.0,0.006666666666666667,-24.994202,0.8028081,1220.0,60,0.20301013,0.016666666666666666
0.18860967,0.104977526,3.0977595,0.2454813,6200.0,0.01,-24.516052,0.8030973,1240.0,61,0.20271885,0.008333333333333333
0.18865836,0.10503248,5.4166274,0.27411568,6300.0,0.0,-25.55075,0.8034165,1260.0,62,0.20248622,0.0
0.18874626,0.10509131,7.862158,0.28155968,6400.0,0.005,-24.946863,0.80390954,1280.0,63,0.20211457,0.0
0.18880661,0.10501531,4.60817,0.24928053,6500.0,0.005,-24.619993,0.80427116,1300.0,64,0.20176227,0.0
0.18891905,0.10504708,7.4989724,0.25227454,6600.0,0.0033333333333333335,-25.212645,0.8046891,1320.0,65,0.20152783,0.0
0.18896349,0.10504833,7.32326,0.24108207,6700.0,0.005,-25.985334,0.80493444,1340.0,66,0.20131268,0.025000000000000005
0.18906514,0.105065085,4.754,0.24971478,6800.0,0.0033333333333333335,-28.30986,0.80533284,1360.0,67,0.20104216,0.008333333333333333
0.18912023,0.10502068,5.682841,0.25534716,6900.0,0.0033333333333333335,-29.094559,0.80568314,1380.0,68,0.20076008,0.016666666666666666
0.18921053,0.1049352,5.1163197,0.24610363,7000.0,0.0033333333333333335,-27.267332,0.8060026,1400.0,69,0.20046759,0.0
0.1892658,0.105002016,6.8989654,0.26296055,7100.0,0.0033333333333333335,-26.647171,0.80632895,1420.0,70,0.20022441,0.008333333333333333
0.18933843,0.10503831,6.6482925,0.24595664,7200.0,0.0033333333333333335,-29.547201,0.8066452,1440.0,71,0.19999583,0.016666666666666666
0.18941544,0.10499241,9.312474,0.25690496,7300.0,0.0033333333333333335,-27.628546,0.80689484,1460.0,72,0.19975598,0.008333333333333333
0.1894974,0.1049347,6.502791,0.24186409,7400.0,0.005,-27.989767,0.807215,1480.0,73,0.19945909,0.03333333333333333
0.18955545,0.10496255,6.357618,0.275812,7500.0,0.0033333333333333335,-27.599752,0.8074777,1500.0,74,0.19927026,0.03333333333333333
0.18962784,0.104937874,8.337194,0.22753851,7600.0,0.0,-29.2786,0.80782706,1520.0,75,0.199003,0.0
0.18969493,0.104957245,8.118417,0.25542018,7700.0,0.0033333333333333335,-26.6277,0.8081321,1540.0,76,0.19876902,0.016666666666666666
0.189719,0.10509461,6.939924,0.2298357,7800.0,0.008333333333333333,-27.888544,0.8083448,1560.0,77,0.19867466,0.008333333333333333
0.18975894,0.105286054,4.289772,0.2103916,7900.0,0.006666666666666667,-23.972933,0.8086266,1580.0,78,0.19849205,0.008333333333333333
0.18981224,0.105532505,4.8263364,0.25189674,8000.0,0.0,-22.86297,0.8088953,1600.0,79,0.19822997,0.025000000000000005
0.18984242,0.10571256,3.160412,0.28690162,8100.0,0.0033333333333333335,-17.050814,0.8090673,1620.0,80,0.19787394,0.0
0.18984126,0.10594287,3.143982,0.3399067,8200.0,0.0033333333333333335,-15.984342,0.8092248,1640.0,81,0.1976002,0.016666666666666666
0.18978713,0.1061565,4.7596254,0.3415629,8300.0,0.0,-16.785082,0.80927896,1660.0,82,0.19736975,0.03333333333333333
0.18974078,0.10629653,4.780745,0.3432639,8400.0,0.0033333333333333335,-15.242546,0.80927324,1680.0,83,0.1970982,0.016666666666666666
0.18967418,0.10637048,4.095946,0.33891073,8500.0,0.0016666666666666668,-17.00714,0.80929774,1700.0,84,0.19686104,0.008333333333333333
0.18963079,0.10639132,3.9418275,0.33044356,8600.0,0.0,-16.348883,0.8092819,1720.0,85,0.19671158,0.025000000000000005
0.18958442,0.10629044,5.6601486,0.38216066,8700.0,0.0016666666666666668,-18.864523,0.80936646,1740.0,86,0.19647856,0.0
0.18953378,0.1061802,6.083341,0.38653508,8800.0,0.0016666666666666668,-19.43692,0.80932313,1760.0,87,0.19625442,0.008333333333333333
0.18944722,0.1061287,3.061081,0.38898262,8900.0,0.0,-19.94213,0.8091879,1780.0,88,0.19612317,0.0
0.18939157,0.106011115,5.8034043,0.3214612,9000.0,0.0,-19.254177,0.8091593,1800.0,89,0.19594656,0.0
0.18933035,0.10589548,4.5474796,0.34530818,9100.0,0.0033333333333333335,-20.417858,0.80907947,1820.0,90,0.19569899,0.0
0.18929,0.105796546,5.0185633,0.34747875,9200.0,0.0033333333333333335,-22.140402,0.8089895,1840.0,91,0.19553633,0.0
0.18925345,0.10569623,4.3669972,0.351092,9300.0,0.006666666666666667,-21.647629,0.80896926,1860.0,92,0.19531451,0.016666666666666666
0.18919925,0.105595045,4.044567,0.33619717,9400.0,0.005,-22.119783,0.8089313,1880.0,93,0.19515736,0.05833333333333334
0.18916541,0.10548786,3.3657715,0.34467602,9500.0,0.005,-23.216219,0.80891323,1900.0,94,0.19493175,0.025000000000000005
0.18911879,0.105437346,3.6649313,0.2999391,9600.0,0.005,-23.961157,0.80891156,1920.0,95,0.19475192,0.041666666666666664
0.18908566,0.105337046,3.7293282,0.31580278,9700.0,0.008333333333333333,-25.237978,0.8088894,1940.0,96,0.19457914,0.016666666666666666
0.18905704,0.105290286,4.8499436,0.256405,9800.0,0.0,-26.800695,0.80892634,1960.0,97,0.19441271,0.016666666666666666
0.18907054,0.10523831,6.886827,0.24867012,9900.0,0.006666666666666667,-24.865133,0.8090212,1980.0,98,0.1942663,0.008333333333333333
0.18906765,0.105205856,4.7712045,0.2726977,10000.0,0.0033333333333333335,-26.21921,0.80917567,2000.0,99,0.1941387,0.03333333333333333
0.18908758,0.10517562,5.8685126,0.26064757,10100.0,0.0,-26.819025,0.80930144,2020.0,100,0.19394182,0.03333333333333333
0.18910702,0.1051772,4.679144,0.24233653,10200.0,0.005,-25.147644,0.8094804,2040.0,101,0.19370951,0.03333333333333333
0.1891222,0.10517632,6.151115,0.24156654,10300.0,0.008333333333333333,-24.814224,0.8095997,2060.0,102,0.19349729,0.0
0.18914841,0.105172254,6.4351997,0.21482198,10400.0,0.011666666666666667,-25.107046,0.8097493,2080.0,103,0.19331194,0.0
0.18917744,0.10520151,6.6852756,0.22284919,10500.0,0.005,-26.582514,0.8099242,2100.0,104,0.19314444,0.0
0.1892156,0.10518584,3.4025862,0.22729333,10600.0,0.006666666666666667,-27.05282,0.81008816,2120.0,105,0.1929539,0.016666666666666666
0.18927114,0.10525032,3.3000317,0.21694125,10700.0,0.0,-24.397696,0.81030196,2140.0,106,0.1928006,0.016666666666666666
0.18931149,0.10525331,4.886803,0.23754351,10800.0,0.0033333333333333335,-26.436502,0.8104661,2160.0,107,0.19262056,0.025000000000000005
0.18937095,0.10524854,5.1731496,0.22313492,10900.0,0.0033333333333333335,-24.210215,0.8106978,2180.0,108,0.1924106,0.016666666666666666
0.18939823,0.105216645,6.2495747,0.19712575,11000.0,0.0016666666666666668,-25.004997,0.8108752,2200.0,109,0.19214052,0.025000000000000005
0.18944073,0.10518191,4.1642995,0.19585007,11100.0,0.0033333333333333335,-24.595892,0.8110637,2220.0,110,0.19191664,0.03333333333333333
0.18949349,0.105151795,4.3829885,0.20466113,11200.0,0.006666666666666667,-25.086763,0.81135565,2240.0,111,0.19170769,0.008333333333333333
0.18952234,0.105152704,8.238245,0.21737193,11300.0,0.0,-24.892572,0.8115317,2260.0,112,0.19155355,0.016666666666666666
0.18953508,0.10514304,6.557689,0.23390977,11400.0,0.006666666666666667,-27.354158,0.81172305,2280.0,113,0.19134657,0.016666666666666666
0.18957669,0.10512727,5.0696917,0.20035775,11500.0,0.0033333333333333335,-26.143438,0.8119049,2300.0,114,0.1911822,0.025000000000000005
0.1896034,0.10508394,7.556071,0.21093349,11600.0,0.0016666666666666668,-28.465235,0.81210285,2320.0,115,0.19094695,0.016666666666666666
0.18964224,0.1050491,5.177756,0.19459517,11700.0,0.013333333333333334,-26.367014,0.8122627,2340.0,116,0.19079699,0.016666666666666666
0.18967505,0.10498666,5.188263,0.19997895,11800.0,0.005,-30.04833,0.81246185,2360.0,117,0.19058342,0.025000000000000005
0.18969814,0.10495711,6.6319313,0.19384146,11900.0,0.011666666666666667,-28.060987,0.8126411,2380.0,118,0.19048065,0.008333333333333333
0.18971682,0.10488162,5.018068,0.19982724,12000.0,0.006666666666666667,-28.106995,0.8128162,2400.0,119,0.19025506,0.03333333333333333
0.1897447,0.1048541,8.795787,0.18417628,12100.0,0.005,-26.653427,0.8130347,2420.0,120,0.19010963,0.03333333333333333
0.1897794,0.10483099,7.556812,0.18927316,12200.0,0.008333333333333333,-29.225367,0.81318045,2440.0,121,0.18994467,0.03333333333333333
0.18981825,0.10481354,7.1141353,0.2048621,12300.0,0.0,-29.990122,0.8133342,2460.0,122,0.18979192,0.008333333333333333
0.18985808,0.10477712,7.333155,0.22126031,12400.0,0.005,-28.015335,0.81349,2480.0,123,0.1896394,0.008333333333333333
0.18988198,0.10475921,6.7872005,0.20099747,12500.0,0.0033333333333333335,-30.730124,0.81360346,2500.0,124,0.18958241,0.03333333333333333
0.18990009,0.104736395,5.3402505,0.21818656,12600.0,0.0033333333333333335,-30.20796,0.8137333,2520.0,125,0.1894625,0.025000000000000005
0.1899401,0.104708396,5.6649127,0.2226779,12700.0,0.008333333333333333,-30.627106,0.81385773,2540.0,126,0.1893115,0.016666666666666666
0.18996792,0.10466432,5.13473,0.21322566,12800.0,0.006666666666666667,-30.96592,0.81396705,2560.0,127,0.18916035,0.016666666666666666
0.1900117,0.10461082,6.6986446,0.196418,12900.0,0.005,-29.447357,0.81409615,2580.0,128,0.18902288,0.03333333333333333
0.19004174,0.10457305,6.626747,0.22423239,13000.0,0.006666666666666667,-28.885996,0.81420666,2600.0,129,0.18890657,0.041666666666666664
0.19007224,0.10450516,7.4845986,0.22425254,13100.0,0.006666666666666667,-28.955923,0.8143224,2620.0,130,0.18877469,0.025000000000000005
0.19008267,0.104444705,7.028496,0.20702644,13200.0,0.005,-28.048477,0.81442803,2640.0,131,0.1886257,0.041666666666666664
0.19009478,0.1044147,5.4372916,0.23731928,13300.0,0.011666666666666667,-30.709509,0.8144874,2660.0,132,0.18852682,0.025000000000000005
0.19012056,0.1043568,6.3778687,0.2111844,13400.0,0.006666666666666667,-28.16861,0.8146021,2680.0,133,0.18830448,0.025000000000000005
0.1901391,0.10436944,5.593256,0.21011968,13500.0,0.0016666666666666668,-28.346191,0.8146742,2700.0,134,0.18818177,0.025000000000000005
0.19014275,0.10443759,10.051984,0.23413987,13600.0,0.006666666666666667,-30.004143,0.8146896,2720.0,135,0.18818264,0.05000000000000001
0.19014959,0.104397,6.28809,0.23570813,13700.0,0.0033333333333333335,-29.646353,0.8147519,2740.0,136,0.18806837,0.008333333333333333
0.19017084,0.10439328,4.3337283,0.22926676,13800.0,0.008333333333333333,-28.916924,0.81485814,2760.0,137,0.18803336,0.016666666666666666
0.19019727,0.10440419,4.832412,0.2257542,13900.0,0.006666666666666667,-28.070923,0.81493807,2780.0,138,0.18794365,0.016666666666666666
0.19022916,0.10447987,6.6197305,0.2248923,14000.0,0.011666666666666667,-27.31042,0.8150372,2800.0,139,0.1878969,0.03333333333333333
0.19025306,0.10449483,5.8152275,0.1872862,14100.0,0.006666666666666667,-26.345995,0.8151377,2820.0,140,0.18783061,0.025000000000000005
0.19030626,0.10447502,6.9080443,0.2401263,14200.0,0.008333333333333333,-27.815878,0.8152654,2840.0,141,0.18769944,0.016666666666666666
0.19033773,0.104429156,6.5705523,0.20878963,14300.0,0.005,-27.453817,0.8153443,2860.0,142,0.18755619,0.008333333333333333
0.19036461,0.10440811,5.876972,0.21410151,14400.0,0.0033333333333333335,-25.325556,0.8153941,2880.0,143,0.18747012,0.008333333333333333
0.19039696,0.10442036,7.4954143,0.2058772,14500.0,0.011666666666666665,-28.23704,0.8155014,2900.0,144,0.1873731,0.008333333333333333
0.19042869,0.1044073,7.5895753,0.22475785,14600.0,0.005,-26.128122,0.8156039,2920.0,145,0.18723208,0.041666666666666664
0.19045494,0.1043608,10.692899,0.24613316,14700.0,0.011666666666666667,-29.576973,0.8157077,2940.0,146,0.18709339,0.03333333333333333
0.19048487,0.10434938,8.320025,0.28208035,14800.0,0.011666666666666667,-28.452063,0.81581736,2960.0,147,0.18697251,0.025000000000000005
0.190502,0.104353644,8.993614,0.1850067,14900.0,0.0016666666666666668,-27.500769,0.81586623,2980.0,148,0.18689053,0.016666666666666666
0.19053428,0.10432301,4.9818826,0.23725475,15000.0,0.008333333333333333,-28.816818,0.815979,3000.0,149,0.18672405,0.0
0.19054842,0.10426847,5.0908184,0.23786353,15100.0,0.006666666666666667,-30.32493,0.81603193,3020.0,150,0.18664919,0.0
0.1905607,0.10424674,6.009606,0.20818706,15200.0,0.008333333333333333,-26.483912,0.8160476,3040.0,151,0.18662381,0.049999999999999996
0.19057138,0.10424661,9.033337,0.22590254,15300.0,0.008333333333333333,-28.511862,0.81609124,3060.0,152,0.18655281,0.0
0.1905837,0.1042353,8.242934,0.19359587,15400.0,0.01,-27.201818,0.816155,3080.0,153,0.18645823,0.025000000000000005
0.19060244,0.104245484,10.242603,0.19440567,15500.0,0.008333333333333333,-25.836823,0.81619745,3100.0,154,0.1864118,0.016666666666666666
0.19063681,0.10422424,6.486567,0.21094549,15600.0,0.0033333333333333335,-28.535795,0.8163321,3120.0,155,0.18631159,0.03333333333333333
0.19066416,0.10416623,8.136661,0.24696879,15700.0,0.0016666666666666668,-29.76188,0.81643134,3140.0,156,0.18618937,0.041666666666666664
0.1906799,0.10414317,8.599602,0.24494778,15800.0,0.008333333333333333,-28.958532,0.8164897,3160.0,157,0.18613063,0.0
0.19070284,0.10413977,10.860173,0.1952814,15900.0,0.006666666666666667,-27.20075,0.81655306,3180.0,158,0.18604968,0.041666666666666664
0.1907235,0.104145356,8.27373,0.22413886,16000.0,0.013333333333333334,-28.473427,0.8166347,3200.0,159,0.18596719,0.025000000000000005
0.19074745,0.104119785,12.057981,0.21563257,16100.0,0.005,-30.317484,0.8167131,3220.0,160,0.185898,0.025000000000000005
0.19076777,0.10411685,9.189476,0.2304815,16200.0,0.008333333333333333,-27.147673,0.8167868,3240.0,161,0.18583441,0.06666666666666667
0.19080235,0.104096115,12.990357,0.2206526,16300.0,0.0033333333333333335,-29.368555,0.81688553,3260.0,162,0.18575259,0.016666666666666666
0.19081481,0.10407368,6.812107,0.20065753,16400.0,0.006666666666666667,-29.442282,0.81697965,3280.0,163,0.18570781,0.08333333333333333
0.19083636,0.10407052,4.48324,0.24595706,16500.0,0.01,-29.616282,0.81708115,3300.0,164,0.18567564,0.06666666666666667
0.19084834,0.10402378,7.2505355,0.22651577,16600.0,0.0033333333333333335,-28.033987,0.8171348,3320.0,165,0.18561839,0.041666666666666664
0.19086279,0.10401534,8.254904,0.23068763,16700.0,0.01,-30.629572,0.81719637,3340.0,166,0.18552585,0.05833333333333334
0.1908654,0.10400191,6.538524,0.2807472,16800.0,0.008333333333333333,-30.64319,0.8172593,3360.0,167,0.18550904,0.025000000000000005
0.19087629,0.104011945,7.688761,0.23780227,16900.0,0.01,-31.617126,0.8173496,3380.0,168,0.18549335,0.016666666666666666
0.1908961,0.10399852,4.1631966,0.2093103,17000.0,0.005,-29.03063,0.81742835,3400.0,169,0.1854338,0.075
0.19091165,0.10398882,8.2350445,0.20362885,17100.0,0.0016666666666666668,-29.056952,0.81748533,3420.0,170,0.1853913,0.09999999999999999
0.1909253,0.103972584,11.636547,0.19337392,17200.0,0.011666666666666667,-30.361578,0.81757474,3440.0,171,0.18540435,0.03333333333333333
0.19093744,0.103958346,12.5516,0.23057862,17300.0,0.006666666666666667,-30.103317,0.81762284,3460.0,172,0.18534017,0.05833333333333333
0.19095297,0.10395322,9.573941,0.19950211,17400.0,0.0033333333333333335,-27.230326,0.81767684,3480.0,173,0.18526219,0.09166666666666667
0.19095655,0.1039595,11.327512,0.20484692,17500.0,0.008333333333333333,-27.866968,0.81771207,3500.0,174,0.18522604,0.05833333333333334
0.19096775,0.103991926,8.123633,0.22739851,17600.0,0.005,-28.594069,0.8177722,3520.0,175,0.18523188,0.06666666666666667
0.19096935,0.104017384,10.161315,0.20913343,17700.0,0.005,-29.334566,0.8177746,3540.0,176,0.18525903,0.05833333333333333
0.19096856,0.10404164,7.400042,0.2286386,17800.0,0.008333333333333333,-28.82535,0.81779164,3560.0,177,0.18526329,0.09166666666666667
0.19097275,0.10404625,8.069837,0.19377339,17900.0,0.011666666666666667,-30.603449,0.8178325,3580.0,178,0.18524317,0.03333333333333333
0.19099462,0.10403208,13.506511,0.23148303,18000.0,0.015,-29.830315,0.8178549,3600.0,179,0.18518649,0.041666666666666664
0.19100863,0.10402759,7.1639724,0.20913063,18100.0,0.008333333333333333,-28.283758,0.8178914,3620.0,180,0.18513425,0.09999999999999999
0.19101952,0.10402205,9.829101,0.26724455,18200.0,0.01,-29.51921,0.8179391,3640.0,181,0.18512149,0.041666666666666664
0.19102724,0.10403245,7.7695584,0.21993077,18300.0,0.005,-26.861494,0.81800103,3660.0,182,0.18510918,0.06666666666666667
0.19104476,0.10403334,8.7834635,0.2014265,18400.0,0.0033333333333333335,-29.94246,0.81805086,3680.0,183,0.18507351,0.041666666666666664
0.19104345,0.104028136,7.3004932,0.22928841,18500.0,0.006666666666666667,-28.961725,0.81806326,3700.0,184,0.18501179,0.041666666666666664
0.19104551,0.10404477,5.6156726,0.20929451,18600.0,0.0033333333333333335,-27.331377,0.81808215,3720.0,185,0.18500148,0.10833333333333334
0.19105573,0.10404095,10.693001,0.19511898,18700.0,0.0016666666666666668,-26.987906,0.81812483,3740.0,186,0.18495399,0.08333333333333333
0.19105513,0.104077846,7.4667706,0.23791261,18800.0,0.005,-28.391516,0.81813025,3760.0,187,0.18495063,0.09166666666666667
0.19107367,0.10406648,12.904414,0.23426503,18900.0,0.011666666666666667,-28.477243,0.81823546,3780.0,188,0.18487369,0.025000000000000005
0.19107915,0.10407588,12.022849,0.22080557,19000.0,0.0016666666666666668,-26.056406,0.818259,3800.0,189,0.1848234,0.06666666666666667
0.19108562,0.10405611,11.466217,0.23028682,19100.0,0.0033333333333333335,-30.557808,0.8182896,3820.0,190,0.18475653,0.016666666666666666
0.19108681,0.10409731,6.894489,0.21763456,19200.0,0.006666666666666667,-28.16242,0.8183117,3840.0,191,0.18473941,0.075
0.19109876,0.10411545,8.308211,0.22478552,19300.0,0.01,-27.554098,0.8183796,3860.0,192,0.18468525,0.05833333333333334
0.19111519,0.10410822,7.858998,0.19358562,19400.0,0.0016666666666666668,-31.344946,0.81842726,3880.0,193,0.18462688,0.05000000000000001
0.19112138,0.104121275,12.267858,0.23839934,19500.0,0.005,-27.88669,0.81844616,3900.0,194,0.18457733,0.041666666666666664
0.19114618,0.10413057,9.643775,0.21848722,19600.0,0.008333333333333333,-27.312883,0.81852555,3920.0,195,0.18454199,0.08333333333333333
0.19115652,0.1041284,7.0845566,0.21636383,19700.0,0.0016666666666666668,-29.217848,0.81853455,3940.0,196,0.18449394,0.016666666666666666
0.19117492,0.104116775,11.815265,0.23286183,19800.0,0.005,-28.550339,0.818593,3960.0,197,0.18444164,0.06666666666666667
0.19118322,0.10412183,8.112216,0.23698504,19900.0,0.013333333333333334,-28.285217,0.81865853,3980.0,198,0.18436916,0.025000000000000005
0.19118668,0.10413554,7.294088,0.22011095,20000.0,0.006666666666666667,-29.788576,0.8187032,4000.0,199,0.18432708,0.049999999999999996
