stats_o/std,epoch,test/mean_Q,test/success_rate,stats_g/std,test/ag_g_dist,test/reward_compute_count,train/success_rate,train/episode,train/critic_loss,stats_o/mean,test/episode,train/reward_compute_count,stats_g/mean
0.8335598,36,-24.281042,0.025000000000000005,0.1641477,0.72954243,37000.0,0.005,3700.0,0.15886883,0.20514315,740.0,185000.0,0.36641097
0.83547634,37,-25.928675,0.016666666666666666,0.16452412,0.79279536,38000.0,0.006666666666666667,3800.0,0.17921442,0.20510752,760.0,190000.0,0.3666936
0.8374877,38,-27.599878,0.049999999999999996,0.16480175,0.906641,39000.0,0.008333333333333333,3900.0,0.17175882,0.20509772,780.0,195000.0,0.36692658
0.8395421,39,-26.190231,0.008333333333333333,0.16502729,0.79577017,40000.0,0.013333333333333334,4000.0,0.18522994,0.20508592,800.0,200000.0,0.36716524
0.8411457,40,-25.835625,0.025000000000000005,0.16526927,0.81489295,41000.0,0.011666666666666667,4100.0,0.20558965,0.2051459,820.0,205000.0,0.36742738
0.84281516,41,-26.160467,0.008333333333333333,0.16540293,0.79489946,42000.0,0.0,4200.0,0.17093217,0.20524605,840.0,210000.0,0.36763176
0.8443393,42,-24.648727,0.016666666666666666,0.16561855,0.7505379,43000.0,0.0016666666666666668,4300.0,0.15571518,0.20539916,860.0,215000.0,0.36777714
0.8458074,43,-25.51188,0.016666666666666666,0.16590552,0.7899477,44000.0,0.005,4400.0,0.16215943,0.20546542,880.0,220000.0,0.36792254
0.8470443,44,-26.171259,0.03333333333333333,0.16615455,0.8207777,45000.0,0.006666666666666667,4500.0,0.2176851,0.20549153,900.0,225000.0,0.36801252
0.8484246,45,-24.888311,0.025000000000000005,0.16643326,0.73132855,46000.0,0.006666666666666667,4600.0,0.18630739,0.20547795,920.0,230000.0,0.36810026
0.8499975,46,-25.343927,0.03333333333333333,0.16677387,0.7481101,47000.0,0.0,4700.0,0.20947182,0.20544784,940.0,235000.0,0.36823598
0.8514802,47,-26.264816,0.041666666666666664,0.1670192,0.7886551,48000.0,0.006666666666666667,4800.0,0.1833898,0.2053972,960.0,240000.0,0.36838832
0.85283786,48,-25.287424,0.041666666666666664,0.16728975,0.78975886,49000.0,0.006666666666666667,4900.0,0.2084405,0.20538051,980.0,245000.0,0.36852494
0.854317,49,-27.465113,0.025000000000000005,0.16759713,0.7926852,50000.0,0.011666666666666667,5000.0,0.22357261,0.2053817,1000.0,250000.0,0.36866906
0.8555145,50,-25.73377,0.016666666666666666,0.16774137,0.76805454,51000.0,0.011666666666666667,5100.0,0.1696115,0.20541014,1020.0,255000.0,0.36886236
0.8567961,51,-25.874634,0.016666666666666666,0.16790926,0.78085184,52000.0,0.0033333333333333335,5200.0,0.17036073,0.20539337,1040.0,260000.0,0.36905184
0.8580391,52,-26.26327,0.03333333333333333,0.16804506,0.78212744,53000.0,0.005,5300.0,0.17314811,0.20544656,1060.0,265000.0,0.36918685
0.85913664,53,-27.295763,0.008333333333333333,0.16826855,0.77857447,54000.0,0.005,5400.0,0.25561383,0.20538938,1080.0,270000.0,0.3693166
0.8602328,54,-24.851961,0.05833333333333334,0.1684709,0.73834586,55000.0,0.005,5500.0,0.188968,0.20535652,1100.0,275000.0,0.36955574
0.86126757,55,-26.369295,0.041666666666666664,0.1685214,0.78327656,56000.0,0.006666666666666667,5600.0,0.30245996,0.20533866,1120.0,280000.0,0.36972317
0.86223143,56,-26.621628,0.008333333333333333,0.1686248,0.837951,57000.0,0.006666666666666667,5700.0,0.25524208,0.20533897,1140.0,285000.0,0.3698298
0.86332804,57,-29.116272,0.016666666666666666,0.16873276,0.8532601,58000.0,0.01,5800.0,0.17260413,0.20532449,1160.0,290000.0,0.36997744
0.864445,58,-24.995192,0.025000000000000005,0.1688854,0.7174535,59000.0,0.011666666666666667,5900.0,0.18796091,0.20531474,1180.0,295000.0,0.3701537
0.8652644,59,-25.406937,0.025000000000000005,0.16902749,0.73824286,60000.0,0.01,6000.0,0.22784995,0.20536828,1200.0,300000.0,0.37026337
0.86608917,60,-24.282839,0.03333333333333333,0.16910668,0.69547176,61000.0,0.005,6100.0,0.23318444,0.2054472,1220.0,305000.0,0.37033233
0.86700755,61,-25.704733,0.041666666666666664,0.16922657,0.73921627,62000.0,0.011666666666666667,6200.0,0.18011956,0.20552386,1240.0,310000.0,0.37040058
0.8680143,62,-27.880167,0.025000000000000005,0.16932608,0.8299963,63000.0,0.013333333333333334,6300.0,0.18575509,0.20550655,1260.0,315000.0,0.37057424
0.8690314,63,-26.021402,0.016666666666666666,0.16950001,0.73559695,64000.0,0.005,6400.0,0.19673379,0.20546894,1280.0,320000.0,0.37067834
0.87011266,64,-26.710577,0.016666666666666666,0.1697071,0.7831865,65000.0,0.005,6500.0,0.17693321,0.20545824,1300.0,325000.0,0.37085304
0.87093574,65,-26.878225,0.03333333333333333,0.16981192,0.7735134,66000.0,0.011666666666666667,6600.0,0.17961335,0.20556319,1320.0,330000.0,0.37100664
0.87194544,66,-26.576624,0.016666666666666666,0.16986568,0.732281,67000.0,0.011666666666666667,6700.0,0.1889775,0.20556682,1340.0,335000.0,0.3711259
0.8726788,67,-25.432623,0.025000000000000005,0.1699425,0.7513604,68000.0,0.011666666666666667,6800.0,0.15447487,0.2056195,1360.0,340000.0,0.37116852
0.87348723,68,-26.873281,0.008333333333333333,0.17005102,0.749839,69000.0,0.005,6900.0,0.47980285,0.20565496,1380.0,345000.0,0.37127694
0.8744225,69,-26.981089,0.025000000000000005,0.17011519,0.7824547,70000.0,0.005,7000.0,0.17645605,0.2056917,1400.0,350000.0,0.37136474
0.8752883,70,-25.67982,0.025000000000000005,0.17021792,0.7394774,71000.0,0.0016666666666666668,7100.0,0.22842622,0.20574336,1420.0,355000.0,0.37141535
0.8760925,71,-24.035309,0.025000000000000005,0.17038949,0.63968253,72000.0,0.006666666666666667,7200.0,0.1687323,0.20582055,1440.0,360000.0,0.37155214
0.8768423,72,-26.827477,0.008333333333333333,0.17049043,0.82647234,73000.0,0.0033333333333333335,7300.0,0.22865804,0.20584442,1460.0,365000.0,0.3716173
0.8775766,73,-25.40034,0.049999999999999996,0.17062326,0.7459969,74000.0,0.006666666666666667,7400.0,0.26876965,0.20586498,1480.0,370000.0,0.3717182
0.8782918,74,-26.823877,0.025000000000000005,0.17078312,0.7570522,75000.0,0.006666666666666667,7500.0,0.1804982,0.20589995,1500.0,375000.0,0.37187806
0.878908,75,-26.390905,0.03333333333333333,0.17086853,0.7783316,76000.0,0.0016666666666666668,7600.0,0.23546553,0.20595825,1520.0,380000.0,0.37196556
0.8795406,76,-25.635658,0.024999999999999998,0.17099763,0.7929244,77000.0,0.01,7700.0,0.17569448,0.20601971,1540.0,385000.0,0.37205538
0.8802132,77,-26.33618,0.025000000000000005,0.17108881,0.78607446,78000.0,0.005,7800.0,0.20496075,0.20600802,1560.0,390000.0,0.37212148
0.88086444,78,-25.067245,0.041666666666666664,0.17118032,0.7531671,79000.0,0.005,7900.0,0.2209905,0.20601253,1580.0,395000.0,0.3722056
0.88149637,79,-25.194983,0.075,0.17124383,0.75293773,80000.0,0.0,8000.0,0.17077035,0.20602095,1600.0,400000.0,0.37225607
0.88210577,80,-25.902277,0.008333333333333333,0.17130701,0.7519179,81000.0,0.0016666666666666668,8100.0,0.16725747,0.20607884,1620.0,405000.0,0.3723139
0.8825615,81,-25.103928,0.025000000000000005,0.17140232,0.7314685,82000.0,0.008333333333333333,8200.0,0.24726272,0.20613535,1640.0,410000.0,0.37235174
0.88310295,82,-26.067474,0.03333333333333333,0.17145689,0.775255,83000.0,0.01,8300.0,0.21018676,0.20613803,1660.0,415000.0,0.37236857
0.88372636,83,-24.988482,0.025000000000000005,0.17158635,0.6967668,84000.0,0.01,8400.0,0.17555003,0.20609455,1680.0,420000.0,0.37243554
0.88425404,84,-26.191727,0.025000000000000005,0.17163847,0.7890615,85000.0,0.01,8500.0,0.22084285,0.20615655,1700.0,425000.0,0.3725222
0.8846864,85,-26.686026,0.041666666666666664,0.17172854,0.80993026,86000.0,0.006666666666666667,8600.0,0.24446201,0.20620732,1720.0,430000.0,0.37258253
0.88522476,86,-24.384268,0.03333333333333333,0.17180999,0.72177625,87000.0,0.008333333333333333,8700.0,0.38581774,0.20624785,1740.0,435000.0,0.3725718
0.88580436,87,-25.461359,0.025000000000000005,0.17191,0.7563691,88000.0,0.006666666666666667,8800.0,0.23021443,0.20629174,1760.0,440000.0,0.3726088
0.8861845,88,-22.758982,0.008333333333333333,0.17191882,0.6821065,89000.0,0.011666666666666667,8900.0,0.16660361,0.20637874,1780.0,445000.0,0.3726156
0.88654834,89,-26.012537,0.03333333333333333,0.1719842,0.77097887,90000.0,0.0033333333333333335,9000.0,0.21662746,0.20650555,1800.0,450000.0,0.37267265
0.8869454,90,-25.052198,0.03333333333333333,0.17206621,0.73229474,91000.0,0.005,9100.0,0.1722788,0.20650393,1820.0,455000.0,0.3726838
0.8873456,91,-25.86853,0.03333333333333333,0.17212649,0.7896293,92000.0,0.005,9200.0,0.17364669,0.20655333,1840.0,460000.0,0.3727258
0.88776916,92,-26.794708,0.0,0.1722243,0.8285904,93000.0,0.011666666666666667,9300.0,0.17807233,0.20664175,1860.0,465000.0,0.372759
0.8881151,93,-27.039099,0.0,0.1723002,0.79032105,94000.0,0.01,9400.0,0.18713804,0.20667352,1880.0,470000.0,0.37278834
0.88846856,94,-24.59424,0.05000000000000001,0.17236833,0.66616076,95000.0,0.008333333333333333,9500.0,0.18176286,0.20669456,1900.0,475000.0,0.3728138
0.8888938,95,-26.122337,0.041666666666666664,0.17243244,0.79657197,96000.0,0.0033333333333333335,9600.0,0.17081463,0.20675759,1920.0,480000.0,0.37284198
0.88933784,96,-24.866186,0.05833333333333333,0.1725867,0.73843366,97000.0,0.0033333333333333335,9700.0,0.20751299,0.20682307,1940.0,485000.0,0.37288627
0.8897317,97,-25.635405,0.016666666666666666,0.1726562,0.7262003,98000.0,0.01,9800.0,0.18004888,0.20691343,1960.0,490000.0,0.3729501
0.89008456,98,-24.858175,0.016666666666666666,0.17275183,0.72418827,99000.0,0.005,9900.0,0.3994243,0.2070192,1980.0,495000.0,0.3729399
0.89053243,99,-25.79798,0.008333333333333333,0.17283618,0.732786,100000.0,0.011666666666666667,10000.0,0.19274385,0.20700745,2000.0,500000.0,0.3729377
0.89095086,100,-25.113176,0.016666666666666666,0.17289017,0.75355893,101000.0,0.011666666666666667,10100.0,0.18936653,0.2070214,2020.0,505000.0,0.3729404
0.89142346,101,-24.535086,0.008333333333333333,0.17295034,0.7071319,102000.0,0.005,10200.0,0.23081581,0.20702903,2040.0,510000.0,0.37290803
0.89189386,102,-25.794762,0.041666666666666664,0.17303957,0.76708,103000.0,0.01,10300.0,0.18997018,0.20707089,2060.0,515000.0,0.3728852
0.89238876,103,-27.405771,0.0,0.1731381,0.8187032,104000.0,0.008333333333333333,10400.0,0.17556322,0.2071052,2080.0,520000.0,0.3728502
0.8928749,104,-25.487387,0.025000000000000005,0.1732253,0.7598856,105000.0,0.006666666666666667,10500.0,0.2443375,0.20716135,2100.0,525000.0,0.3728107
0.8933789,105,-22.91394,0.041666666666666664,0.17335625,0.64944184,106000.0,0.006666666666666667,10600.0,0.21619566,0.20715582,2120.0,530000.0,0.3726944
0.8940323,106,-23.85064,0.025000000000000005,0.17348887,0.70380026,107000.0,0.01,10700.0,0.19488887,0.20720375,2140.0,535000.0,0.37258005
0.89476544,107,-24.533676,0.05000000000000001,0.17365609,0.7686965,108000.0,0.006666666666666667,10800.0,0.20321973,0.20713912,2160.0,540000.0,0.37243196
0.8954847,108,-26.078783,0.016666666666666666,0.17381477,0.8103573,109000.0,0.0033333333333333335,10900.0,0.2514137,0.20717607,2180.0,545000.0,0.37225285
0.89602524,109,-22.007483,0.016666666666666666,0.17392945,0.7299855,110000.0,0.005,11000.0,0.29544148,0.20723556,2200.0,550000.0,0.37209943
0.8964214,110,-22.357248,0.016666666666666666,0.17398839,0.75302297,111000.0,0.0033333333333333335,11100.0,0.27315664,0.20725363,2220.0,555000.0,0.3720095
0.8967064,111,-23.180115,0.03333333333333333,0.1739922,0.81546116,112000.0,0.008333333333333333,11200.0,0.1957814,0.20725282,2240.0,560000.0,0.37194443
0.8969334,112,-22.71763,0.03333333333333333,0.17401934,0.7429719,113000.0,0.011666666666666667,11300.0,0.19063145,0.20723794,2260.0,565000.0,0.37189436
0.8970162,113,-23.439016,0.025000000000000005,0.17402537,0.7383073,114000.0,0.011666666666666667,11400.0,0.18534398,0.2072727,2280.0,570000.0,0.3718374
0.89712566,114,-25.429113,0.008333333333333333,0.17404549,0.7986681,115000.0,0.0033333333333333335,11500.0,0.21021049,0.207314,2300.0,575000.0,0.37176368
0.89728075,115,-23.88504,0.0,0.17402007,0.78286767,116000.0,0.008333333333333333,11600.0,0.2346905,0.20729727,2320.0,580000.0,0.3717526
0.8974116,116,-24.031609,0.03333333333333333,0.17402525,0.83633476,117000.0,0.008333333333333333,11700.0,0.1861493,0.20732422,2340.0,585000.0,0.37170067
0.89751977,117,-25.904343,0.025000000000000005,0.17402424,0.8343713,118000.0,0.008333333333333333,11800.0,0.1657267,0.20733528,2360.0,590000.0,0.37169886
0.89757746,118,-24.52733,0.025000000000000005,0.17401247,0.7917265,119000.0,0.01,11900.0,0.18407483,0.20736383,2380.0,595000.0,0.37173197
0.8976527,119,-24.542068,0.016666666666666666,0.17399406,0.7963758,120000.0,0.0033333333333333335,12000.0,0.22688293,0.2073956,2400.0,600000.0,0.37172103
0.89767665,120,-24.305674,0.03333333333333333,0.1739885,0.7369189,121000.0,0.0033333333333333335,12100.0,0.19319232,0.20746209,2420.0,605000.0,0.37169456
0.8977607,121,-24.007624,0.016666666666666666,0.17395698,0.8198929,122000.0,0.0016666666666666668,12200.0,0.22136438,0.20750181,2440.0,610000.0,0.3716999
0.89772445,122,-25.469254,0.025000000000000005,0.17392974,0.8061982,123000.0,0.0016666666666666668,12300.0,0.22616227,0.2075537,2460.0,615000.0,0.37168017
0.89769524,123,-24.99704,0.025000000000000005,0.1739225,0.7915905,124000.0,0.0016666666666666668,12400.0,0.24070592,0.2075733,2480.0,620000.0,0.37167296
0.8977166,124,-25.898462,0.025000000000000005,0.17392375,0.83683616,125000.0,0.011666666666666667,12500.0,0.23761487,0.20757441,2500.0,625000.0,0.37167653
0.89783806,125,-25.294634,0.025000000000000005,0.17390215,0.7709729,126000.0,0.006666666666666667,12600.0,0.25126114,0.20758484,2520.0,630000.0,0.37170205
0.89792556,126,-25.736773,0.008333333333333333,0.17388447,0.7883331,127000.0,0.01,12700.0,0.19681941,0.20760195,2540.0,635000.0,0.3716987
0.89803386,127,-26.733122,0.016666666666666666,0.17387815,0.83293396,128000.0,0.006666666666666667,12800.0,0.21767591,0.20763539,2560.0,640000.0,0.37170896
0.8981342,128,-24.849823,0.008333333333333333,0.17390001,0.7843618,129000.0,0.011666666666666667,12900.0,0.19582693,0.20768388,2580.0,645000.0,0.37173843
0.8983602,129,-24.8986,0.025000000000000005,0.17388587,0.74384046,130000.0,0.008333333333333333,13000.0,0.32544342,0.20771085,2600.0,650000.0,0.3717889
0.8985178,130,-25.816263,0.05000000000000001,0.17390954,0.8273661,131000.0,0.0033333333333333335,13100.0,0.21054573,0.20774336,2620.0,655000.0,0.37179002
0.89865756,131,-26.436638,0.025000000000000005,0.17390524,0.8179085,132000.0,0.006666666666666667,13200.0,0.27203706,0.2077648,2640.0,660000.0,0.37180486
0.8987945,132,-27.577944,0.008333333333333333,0.17394269,0.81956846,133000.0,0.01,13300.0,0.33590898,0.20785199,2660.0,665000.0,0.3717936
0.89899164,133,-26.433935,0.016666666666666666,0.17398794,0.7588086,134000.0,0.0016666666666666668,13400.0,0.21288693,0.20788185,2680.0,670000.0,0.37179002
0.89917666,134,-25.430954,0.041666666666666664,0.17401527,0.7482334,135000.0,0.0033333333333333335,13500.0,0.5193492,0.20792575,2700.0,675000.0,0.37178424
0.89935136,135,-24.88681,0.025000000000000005,0.17403173,0.67678434,136000.0,0.013333333333333334,13600.0,0.19640888,0.20795059,2720.0,680000.0,0.37182665
0.89958954,136,-27.916534,0.03333333333333333,0.1740915,0.7857375,137000.0,0.006666666666666667,13700.0,0.33121052,0.2079591,2740.0,685000.0,0.371811
0.8998043,137,-26.885925,0.016666666666666666,0.17416154,0.7732459,138000.0,0.01,13800.0,0.2102931,0.2079612,2760.0,690000.0,0.37180153
0.8999141,138,-27.671911,0.008333333333333333,0.17419563,0.8227864,139000.0,0.005,13900.0,0.2453268,0.20795594,2780.0,695000.0,0.37180582
0.90015715,139,-26.072538,0.025000000000000005,0.17421515,0.7746291,140000.0,0.008333333333333333,14000.0,0.5413794,0.2079664,2800.0,700000.0,0.37180266
0.900358,140,-27.493906,0.016666666666666666,0.1742524,0.763109,141000.0,0.006666666666666667,14100.0,0.2530394,0.20802452,2820.0,705000.0,0.3718102
0.9005265,141,-27.271492,0.05000000000000001,0.17427568,0.81489545,142000.0,0.008333333333333333,14200.0,0.2203751,0.20803253,2840.0,710000.0,0.37183014
0.9007736,142,-26.047373,0.008333333333333333,0.17426886,0.7252729,143000.0,0.006666666666666667,14300.0,0.21411319,0.20805259,2860.0,715000.0,0.37188855
0.9009351,143,-26.071228,0.025000000000000005,0.17427123,0.7484107,144000.0,0.008333333333333333,14400.0,0.19725686,0.20807497,2880.0,720000.0,0.37194124
0.90112734,144,-27.30455,0.05833333333333333,0.17431669,0.77965355,145000.0,0.01,14500.0,0.39933863,0.20809136,2900.0,725000.0,0.3719658
0.9012708,145,-28.569246,0.016666666666666666,0.1743929,0.8762086,146000.0,0.005,14600.0,0.23245777,0.208081,2920.0,730000.0,0.37197027
0.9014452,146,-28.20402,0.025000000000000005,0.17444067,0.8083779,147000.0,0.013333333333333334,14700.0,0.22138126,0.20807236,2940.0,735000.0,0.37198827
0.9016454,147,-25.607279,0.03333333333333333,0.17447205,0.7039538,148000.0,0.006666666666666667,14800.0,0.21893144,0.2080816,2960.0,740000.0,0.3720561
0.90184814,148,-26.515448,0.025000000000000005,0.174527,0.72720796,149000.0,0.01,14900.0,0.25656858,0.20808129,2980.0,745000.0,0.37210298
0.9020266,149,-25.13465,0.016666666666666666,0.17457654,0.7145829,150000.0,0.008333333333333333,15000.0,0.36869094,0.2080927,3000.0,750000.0,0.37212846
0.9021961,150,-25.397902,0.03333333333333333,0.17461891,0.70296746,151000.0,0.01,15100.0,0.19300048,0.20811881,3020.0,755000.0,0.3721414
0.902343,151,-25.466105,0.025000000000000005,0.17465346,0.7267601,152000.0,0.0033333333333333335,15200.0,0.25421578,0.20810162,3040.0,760000.0,0.37214598
0.9025044,152,-25.42923,0.05833333333333334,0.17472804,0.65675384,153000.0,0.008333333333333333,15300.0,0.39712358,0.20810561,3060.0,765000.0,0.37216046
0.9026676,153,-26.272936,0.025000000000000005,0.17478235,0.748919,154000.0,0.018333333333333337,15400.0,0.4263647,0.20809986,3080.0,770000.0,0.3721697
0.9028197,154,-24.180197,0.041666666666666664,0.17479919,0.65898424,155000.0,0.005,15500.0,0.23556955,0.20810784,3100.0,775000.0,0.37220302
0.9029379,155,-28.278948,0.03333333333333333,0.17481323,0.78705454,156000.0,0.005,15600.0,0.17683472,0.20811509,3120.0,780000.0,0.37222233
0.9030166,156,-26.18397,0.041666666666666664,0.17486449,0.6762679,157000.0,0.006666666666666667,15700.0,0.21284501,0.20810847,3140.0,785000.0,0.37224802
0.90316314,157,-27.762686,0.03333333333333333,0.17492382,0.7622153,158000.0,0.005,15800.0,0.19779073,0.20809591,3160.0,790000.0,0.37224945
0.9034235,158,-26.195816,0.05000000000000001,0.17496885,0.6867263,159000.0,0.011666666666666667,15900.0,0.4848268,0.20810561,3180.0,795000.0,0.3722622
0.9036851,159,-26.45915,0.008333333333333333,0.17500813,0.70653963,160000.0,0.006666666666666667,16000.0,0.30843794,0.20811246,3200.0,800000.0,0.37230277
0.90390104,160,-26.242104,0.016666666666666666,0.17506354,0.71877193,161000.0,0.008333333333333333,16100.0,0.18422721,0.20812958,3220.0,805000.0,0.37233138
0.9041268,161,-25.474035,0.025000000000000005,0.17511149,0.6717922,162000.0,0.015000000000000001,16200.0,0.24142587,0.20815726,3240.0,810000.0,0.3723664
0.9042848,162,-23.515944,0.06666666666666667,0.1751662,0.6196118,163000.0,0.011666666666666667,16300.0,0.20832634,0.2081889,3260.0,815000.0,0.37236318
0.90441006,163,-25.629389,0.05833333333333333,0.17521255,0.70720625,164000.0,0.011666666666666667,16400.0,0.17473711,0.20815404,3280.0,820000.0,0.3723587
0.9046245,164,-29.58195,0.05833333333333334,0.17529003,0.77442783,165000.0,0.013333333333333334,16500.0,0.21379058,0.20814602,3300.0,825000.0,0.37238345
0.9048224,165,-26.437988,0.025000000000000005,0.17535317,0.6952951,166000.0,0.011666666666666667,16600.0,0.41600144,0.20814157,3320.0,830000.0,0.37241754
0.90501624,166,-24.347666,0.03333333333333333,0.17540838,0.65231264,167000.0,0.006666666666666667,16700.0,0.32420716,0.2081214,3340.0,835000.0,0.3724607
0.90520245,167,-25.090658,0.025000000000000005,0.17545314,0.7299466,168000.0,0.011666666666666667,16800.0,0.2677696,0.20810008,3360.0,840000.0,0.37248078
0.90538436,168,-25.882935,0.05000000000000001,0.17546932,0.7510407,169000.0,0.011666666666666667,16900.0,0.3009364,0.20811166,3380.0,845000.0,0.37252018
0.9055311,169,-26.302435,0.016666666666666666,0.17549033,0.7687655,170000.0,0.006666666666666667,17000.0,0.2763505,0.20809503,3400.0,850000.0,0.37253395
0.90567774,170,-25.569618,0.0,0.1755286,0.67025536,171000.0,0.006666666666666667,17100.0,0.26633224,0.20807493,3420.0,855000.0,0.37256083
0.9058092,171,-25.475266,0.016666666666666666,0.1755714,0.70762855,172000.0,0.005,17200.0,0.19647847,0.20806108,3440.0,860000.0,0.37259117
0.9059995,172,-26.40566,0.041666666666666664,0.17560612,0.77313393,173000.0,0.005,17300.0,0.22024246,0.20802478,3460.0,865000.0,0.3726162
