stats_o/std,epoch,test/mean_Q,test/success_rate,stats_g/std,test/ag_g_dist,test/reward_compute_count,train/success_rate,train/episode,train/critic_loss,stats_o/mean,test/episode,train/reward_compute_count,stats_g/mean
0.9061868,173,-25.12774,0.05000000000000001,0.17565115,0.70996016,174000.0,0.006666666666666667,17400.0,0.19022153,0.20798397,3480.0,870000.0,0.37261388
0.906364,174,-25.759918,0.041666666666666664,0.17567794,0.71798676,175000.0,0.01,17500.0,0.24689686,0.20794971,3500.0,875000.0,0.37263623
0.90651375,175,-26.48706,0.05000000000000001,0.17571358,0.81850463,176000.0,0.016666666666666666,17600.0,0.17838669,0.20791918,3520.0,880000.0,0.3726631
0.90664077,176,-25.39286,0.041666666666666664,0.1757458,0.77247214,177000.0,0.0033333333333333335,17700.0,0.24005632,0.20790063,3540.0,885000.0,0.37266073
0.90677124,177,-26.76642,0.016666666666666666,0.17577396,0.7940116,178000.0,0.011666666666666667,17800.0,0.30640522,0.20792295,3560.0,890000.0,0.37266853
0.9068926,178,-24.833939,0.041666666666666664,0.1757931,0.788002,179000.0,0.01,17900.0,0.21560562,0.20791507,3580.0,895000.0,0.37266603
0.90701133,179,-25.301712,0.03333333333333333,0.17580824,0.73579663,180000.0,0.011666666666666667,18000.0,0.27022895,0.20789234,3600.0,900000.0,0.37265763
0.9071245,180,-24.006762,0.049999999999999996,0.17582394,0.71391004,181000.0,0.0016666666666666668,18100.0,0.2313546,0.20788251,3620.0,905000.0,0.3726689
0.9072874,181,-23.808151,0.025000000000000005,0.17583372,0.6820102,182000.0,0.006666666666666667,18200.0,0.26654008,0.20785987,3640.0,910000.0,0.3726683
0.9074111,182,-26.344986,0.025000000000000005,0.17583315,0.7926906,183000.0,0.005,18300.0,0.23184042,0.20785631,3660.0,915000.0,0.37267593
0.9074877,183,-25.419668,0.041666666666666664,0.17586978,0.7737259,184000.0,0.0033333333333333335,18400.0,0.26837668,0.20784129,3680.0,920000.0,0.37265643
0.9075336,184,-25.255508,0.03333333333333333,0.17587562,0.7608879,185000.0,0.015,18500.0,0.37388313,0.20781477,3700.0,925000.0,0.37267092
0.9076391,185,-25.561249,0.016666666666666666,0.1758749,0.7940362,186000.0,0.006666666666666667,18600.0,0.28607675,0.20781823,3720.0,930000.0,0.37267914
0.9076515,186,-26.716988,0.03333333333333333,0.17589338,0.78121144,187000.0,0.008333333333333333,18700.0,0.18748176,0.20781904,3740.0,935000.0,0.37269792
0.90769315,187,-24.210546,0.05000000000000001,0.17589964,0.7071069,188000.0,0.005,18800.0,0.31795737,0.20782368,3760.0,940000.0,0.3726956
0.90778345,188,-25.83277,0.03333333333333333,0.17590605,0.8015867,189000.0,0.006666666666666667,18900.0,0.19931917,0.20780717,3780.0,945000.0,0.37272224
0.90784025,189,-24.052513,0.05833333333333334,0.17590351,0.6618076,190000.0,0.006666666666666667,19000.0,0.21351826,0.20779814,3800.0,950000.0,0.3727487
0.9079564,190,-25.008612,0.016666666666666666,0.17591405,0.71206766,191000.0,0.008333333333333333,19100.0,0.37385926,0.20779222,3820.0,955000.0,0.37275067
0.9080558,191,-27.43786,0.025000000000000005,0.17589764,0.78295404,192000.0,0.005,19200.0,0.17505586,0.20778859,3840.0,960000.0,0.37280336
0.9081258,192,-25.809547,0.041666666666666664,0.17590483,0.75348777,193000.0,0.005,19300.0,0.20747538,0.20779084,3860.0,965000.0,0.37282118
0.9081833,193,-25.086115,0.041666666666666664,0.17589818,0.76634365,194000.0,0.006666666666666667,19400.0,0.32068348,0.20777671,3880.0,970000.0,0.37284568
0.90829045,194,-24.874289,0.025000000000000005,0.1759016,0.74942607,195000.0,0.006666666666666667,19500.0,0.22271006,0.20779109,3900.0,975000.0,0.37289214
0.90834045,195,-25.709188,0.025000000000000005,0.17590828,0.7681224,196000.0,0.013333333333333334,19600.0,0.23106694,0.20778914,3920.0,980000.0,0.3729231
0.9083953,196,-24.650366,0.03333333333333333,0.17592347,0.71578646,197000.0,0.005,19700.0,0.19674249,0.20777802,3940.0,985000.0,0.37293267
0.90851545,197,-25.214264,0.041666666666666664,0.17592306,0.69096285,198000.0,0.015,19800.0,0.3990244,0.20779856,3960.0,990000.0,0.37294278
0.9085744,198,-25.235186,0.03333333333333333,0.17592855,0.7199283,199000.0,0.006666666666666667,19900.0,0.20494978,0.20779687,3980.0,995000.0,0.37295786
0.9086561,199,-24.643229,0.03333333333333333,0.17594682,0.6516076,200000.0,0.005,20000.0,0.20064493,0.20780988,4000.0,1000000.0,0.37299064
