train/success_rate,test/success_rate,stats_o/mean,test/ag_g_dist,stats_g/mean,stats_o/std,epoch,test/reward_compute_count,train/episode,stats_g/std,train/reward_compute_count,test/mean_Q,test/episode,train/critic_loss
0.01,0.06666666666666667,0.19046743,0.62329966,0.37566566,0.90643954,40,41000.0,4100.0,0.2289569,205000.0,-15.301415,820.0,0.11547273
0.013333333333333334,0.03333333333333333,0.19029115,0.6557734,0.37585756,0.90887266,41,42000.0,4200.0,0.22868486,210000.0,-16.152662,840.0,0.102825105
0.015,0.11666666666666665,0.19003956,0.62154615,0.37581524,0.91093165,42,43000.0,4300.0,0.22855835,215000.0,-14.831703,860.0,0.113515794
0.016666666666666666,0.10000000000000002,0.1898728,0.6145305,0.37579432,0.91287833,43,44000.0,4400.0,0.2283868,220000.0,-15.032325,880.0,0.11470879
0.021666666666666667,0.05833333333333333,0.18973547,0.5873532,0.37586257,0.9149955,44,45000.0,4500.0,0.22818136,225000.0,-14.928821,900.0,0.13193034
0.02,0.07500000000000001,0.18957241,0.56999564,0.37590757,0.9169324,45,46000.0,4600.0,0.22802186,230000.0,-14.3145485,920.0,0.13433908
0.02,0.05833333333333334,0.18929248,0.58534724,0.37588534,0.918832,46,47000.0,4700.0,0.2279083,235000.0,-14.250427,940.0,0.110022575
0.015000000000000001,0.05000000000000001,0.18907972,0.6739998,0.3759888,0.9207961,47,48000.0,4800.0,0.22770743,240000.0,-16.488548,960.0,0.15237604
0.015,0.05000000000000001,0.1888466,0.60089606,0.37619266,0.92265844,48,49000.0,4900.0,0.22756301,245000.0,-15.227706,980.0,0.101728655
0.01,0.10000000000000002,0.18866791,0.5564089,0.37615642,0.92450255,49,50000.0,5000.0,0.22743969,250000.0,-13.207417,1000.0,0.16544326
0.011666666666666667,0.09999999999999999,0.18848835,0.6574271,0.37627348,0.92610854,50,51000.0,5100.0,0.22726502,255000.0,-15.554339,1020.0,0.12064128
0.02666666666666667,0.05833333333333334,0.18827839,0.63012594,0.3763251,0.9279256,51,52000.0,5200.0,0.22710155,260000.0,-15.765118,1040.0,0.14137875
0.02666666666666667,0.075,0.18813498,0.6451442,0.37631187,0.9295776,52,53000.0,5300.0,0.22704585,265000.0,-15.611824,1060.0,0.10781134
0.021666666666666667,0.125,0.18799336,0.58855724,0.37634882,0.9310457,53,54000.0,5400.0,0.22689259,270000.0,-14.198952,1080.0,0.11882907
0.015,0.125,0.18793696,0.55332845,0.3765193,0.9325259,54,55000.0,5500.0,0.22669594,275000.0,-13.128545,1100.0,0.11705819
0.015,0.11666666666666665,0.18780358,0.59556335,0.37665948,0.93399054,55,56000.0,5600.0,0.22651853,280000.0,-14.25562,1120.0,0.1638103
0.021666666666666667,0.09999999999999999,0.18770288,0.6125744,0.376856,0.93538594,56,57000.0,5700.0,0.22642325,285000.0,-14.195648,1140.0,0.11263468
0.024999999999999998,0.05833333333333333,0.18766499,0.5666247,0.37698743,0.93681115,57,58000.0,5800.0,0.22637387,290000.0,-14.201172,1160.0,0.17209657
0.024999999999999998,0.14166666666666666,0.18759497,0.5031788,0.37700382,0.93809944,58,59000.0,5900.0,0.22628202,295000.0,-13.274933,1180.0,0.10759375
0.015000000000000001,0.09166666666666667,0.18745573,0.5565079,0.3770798,0.9393413,59,60000.0,6000.0,0.22621612,300000.0,-13.943726,1200.0,0.13054936
