test/success_rate,test/ag_g_dist,train/critic_loss,stats_g/mean,epoch,train/success_rate,test/mean_Q,stats_o/std,test/episode,stats_g/std,stats_o/mean,train/episode
0.9666666666666667,0.039452832,0.2284913,0.8387122,39,0.43999999999999995,-1.5593538,0.11870835,800.0,0.07639261,0.20013462,4000.0
0.9916666666666667,0.035631415,0.26964858,0.838645,40,0.46833333333333327,-1.5121956,0.11902043,820.0,0.07654046,0.20002824,4100.0
0.9833333333333334,0.039941076,0.26307878,0.83868843,41,0.4583333333333333,-1.6683812,0.119460076,840.0,0.07653245,0.19995637,4200.0
0.9916666666666667,0.038251117,0.26198173,0.8386969,42,0.425,-1.6138186,0.11962256,860.0,0.076431155,0.19993024,4300.0
1.0,0.039740022,0.22447793,0.83870596,43,0.5016666666666667,-1.5616194,0.11986389,880.0,0.07651759,0.19994372,4400.0
0.9833333333333334,0.037529718,0.24795096,0.83870435,44,0.4166666666666667,-1.5721588,0.12026364,900.0,0.07656359,0.19987871,4500.0
0.9666666666666667,0.04076387,0.2403063,0.838675,45,0.41500000000000004,-1.6429027,0.12051872,920.0,0.07660843,0.19982691,4600.0
0.9583333333333334,0.04235639,0.2577964,0.83861643,46,0.4683333333333333,-1.7429522,0.12067636,940.0,0.07661087,0.19978505,4700.0
0.9499999999999998,0.039638244,0.29423273,0.83866423,47,0.47,-1.5957035,0.12086371,960.0,0.07652828,0.19982027,4800.0
0.975,0.039536994,0.2941555,0.83867425,48,0.48666666666666664,-1.4882847,0.121246435,980.0,0.076481976,0.19977058,4900.0
0.9666666666666667,0.03639248,0.3635737,0.8387248,49,0.465,-1.4323211,0.12165061,1000.0,0.07654662,0.19969131,5000.0
1.0,0.03834974,0.29547894,0.83872557,50,0.47333333333333333,-1.5441893,0.1218278,1020.0,0.07647455,0.19964097,5100.0
0.9833333333333334,0.038315818,0.8719098,0.8387316,51,0.4383333333333334,-1.6464423,0.122120686,1040.0,0.07664245,0.19960167,5200.0
0.9666666666666667,0.034069646,0.22943069,0.838734,52,0.4583333333333333,-1.4402243,0.122361146,1060.0,0.076589845,0.19959289,5300.0
1.0,0.03580886,0.27757713,0.8387087,53,0.465,-1.4446605,0.12271627,1080.0,0.07662321,0.19958283,5400.0
1.0,0.034817208,0.2380225,0.83868814,54,0.425,-1.4635692,0.12295117,1100.0,0.076750584,0.19957888,5500.0
0.9833333333333334,0.038644705,0.2001311,0.8386901,55,0.4366666666666667,-1.6531459,0.12315669,1120.0,0.076771006,0.19958591,5600.0
0.9666666666666667,0.03860938,0.28537065,0.8386733,56,0.46833333333333327,-1.5776745,0.123346485,1140.0,0.076802306,0.19959892,5700.0
0.975,0.039949354,0.27816254,0.8386983,57,0.4466666666666666,-1.623168,0.12352111,1160.0,0.076784305,0.19963326,5800.0
0.9916666666666667,0.03953969,0.30659416,0.83864194,58,0.4333333333333333,-1.5865656,0.12372321,1180.0,0.0767727,0.19956656,5900.0
0.975,0.037924603,0.26695877,0.83864707,59,0.4533333333333333,-1.5886374,0.12385563,1200.0,0.07671885,0.19957735,6000.0
