train/success_rate,train/critic_loss,test/mean_Q,test/success_rate,train/episode,stats_g/std,stats_o/std,epoch,stats_g/mean,stats_o/mean,test/episode
0.05333333333333334,0.16753508,-2.494831,0.10000000000000002,100.0,0.07553346,0.047038686,0,0.83704895,0.2010289,20.0
0.08,0.16696696,-4.731858,0.016666666666666666,200.0,0.073650196,0.045938816,1,0.8371516,0.20108967,40.0
