test/episode,test/success_rate,test/ag_g_dist,train/success_rate,train/episode,stats_o/std,train/critic_loss,epoch,stats_o/mean,test/mean_Q,stats_g/std,stats_g/mean
1160.0,0.0,0.47310302,0.0,5800.0,0.076368116,0.25744417,57,0.17930073,-36.087864,0.1576572,0.7559368
1180.0,0.008333333333333333,0.41902137,0.005,5900.0,0.076518685,0.32212207,58,0.17933558,-34.99155,0.15792564,0.756169
1200.0,0.0,0.4087921,0.0033333333333333335,6000.0,0.07688489,0.2283148,59,0.17940767,-34.8479,0.15837847,0.7564709
1220.0,0.0,0.39033946,0.0016666666666666668,6100.0,0.07706088,0.2217495,60,0.17945893,-34.15401,0.15862447,0.7568199
1240.0,0.008333333333333333,0.41893363,0.0016666666666666668,6200.0,0.077262715,0.22364919,61,0.17950787,-35.18878,0.15898582,0.7571268
1260.0,0.0,0.4026778,0.0016666666666666668,6300.0,0.07746737,0.22854763,62,0.17955153,-34.843544,0.15930592,0.75744504
1280.0,0.0,0.4238349,0.0033333333333333335,6400.0,0.07771634,0.21447736,63,0.17964213,-34.936066,0.15977526,0.7579102
1300.0,0.008333333333333333,0.3660586,0.005,6500.0,0.07790422,0.24199659,64,0.17967238,-33.287525,0.16013159,0.7581888
1320.0,0.025000000000000005,0.3799305,0.0033333333333333335,6600.0,0.07807024,0.261705,65,0.17976229,-34.40431,0.16045322,0.7586722
1340.0,0.008333333333333333,0.3707764,0.005,6700.0,0.078294456,0.27215335,66,0.17988873,-33.8997,0.16094886,0.7592459
1360.0,0.0,0.35142875,0.0033333333333333335,6800.0,0.078631744,0.27079508,67,0.17999935,-32.70138,0.16160455,0.7598267
1380.0,0.0,0.3769698,0.0016666666666666668,6900.0,0.078786075,0.3501711,68,0.18009596,-32.59667,0.16202453,0.7602448
1400.0,0.008333333333333333,0.37732983,0.006666666666666667,7000.0,0.07900501,0.39200687,69,0.18020369,-34.1256,0.16236907,0.76070786
1420.0,0.0,0.4023353,0.0033333333333333335,7100.0,0.079133175,0.28662387,70,0.18026133,-33.9435,0.16255261,0.76102084
1440.0,0.0,0.4154131,0.006666666666666667,7200.0,0.07941383,0.27012205,71,0.1803336,-32.738754,0.1630709,0.76133466
1460.0,0.025000000000000005,0.42127034,0.0033333333333333335,7300.0,0.079688735,0.31020948,72,0.1803935,-32.868137,0.16348843,0.76164126
1480.0,0.008333333333333333,0.34483996,0.0033333333333333335,7400.0,0.07990146,0.299324,73,0.18045704,-31.67962,0.16376218,0.7619702
1500.0,0.016666666666666666,0.35322452,0.0,7500.0,0.08009274,0.36636937,74,0.18053369,-30.174301,0.16416375,0.76230496
1520.0,0.0,0.3494358,0.0033333333333333335,7600.0,0.080239795,0.30326244,75,0.18060093,-32.03186,0.16431569,0.7627969
1540.0,0.0,0.3614942,0.0033333333333333335,7700.0,0.08034849,0.33584177,76,0.18067324,-31.214516,0.16447324,0.76330405
1560.0,0.016666666666666666,0.3337755,0.005,7800.0,0.080467775,0.30240354,77,0.18071978,-30.830078,0.16468377,0.76371986
1580.0,0.0,0.3331503,0.0016666666666666668,7900.0,0.08055357,0.21152331,78,0.1807632,-30.278017,0.16482578,0.76417685
1600.0,0.0,0.35719156,0.006666666666666667,8000.0,0.08061739,0.25896403,79,0.18082558,-31.19281,0.1649303,0.7646053
1620.0,0.041666666666666664,0.3284184,0.0033333333333333335,8100.0,0.08069624,0.30879703,80,0.180874,-33.169888,0.16500224,0.76504016
1640.0,0.016666666666666666,0.36304793,0.0016666666666666668,8200.0,0.08071521,0.3527207,81,0.18094899,-32.210125,0.16500561,0.76546854
1660.0,0.0,0.39752188,0.0033333333333333335,8300.0,0.080784775,0.27878815,82,0.1809981,-32.35786,0.16511561,0.76586705
1680.0,0.025000000000000005,0.35020158,0.006666666666666667,8400.0,0.08084505,0.33801007,83,0.18104152,-31.91819,0.16518503,0.76625854
1700.0,0.008333333333333333,0.35111746,0.0033333333333333335,8500.0,0.080868386,0.23835778,84,0.18108027,-32.146446,0.16530862,0.7666037
1720.0,0.008333333333333333,0.3371468,0.0033333333333333335,8600.0,0.08093751,0.2647003,85,0.18111373,-31.85768,0.16545446,0.766856
1740.0,0.0,0.37693098,0.0033333333333333335,8700.0,0.08108878,0.27098796,86,0.18112975,-32.73199,0.16569151,0.7671046
1760.0,0.016666666666666666,0.3340226,0.0033333333333333335,8800.0,0.0811568,0.35969606,87,0.18114762,-32.21625,0.16588114,0.7673469
1780.0,0.008333333333333333,0.39743873,0.01,8900.0,0.0812033,0.45867768,88,0.1811548,-32.83388,0.16603641,0.7675256
1800.0,0.008333333333333333,0.33862677,0.0016666666666666668,9000.0,0.08134444,0.3907371,89,0.18118088,-31.373083,0.16625577,0.76780885
1820.0,0.008333333333333333,0.32654917,0.006666666666666667,9100.0,0.081394844,0.34706664,90,0.18122393,-31.280107,0.16642703,0.7681082
1840.0,0.025000000000000005,0.31353268,0.006666666666666667,9200.0,0.081493266,0.34325472,91,0.18121807,-30.092672,0.16664678,0.76817054
1860.0,0.008333333333333333,0.33924818,0.008333333333333333,9300.0,0.08156831,0.2349693,92,0.18123926,-30.32843,0.1667886,0.7683428
1880.0,0.008333333333333333,0.3151777,0.0033333333333333335,9400.0,0.081669234,0.31976894,93,0.18126173,-31.04925,0.16693668,0.76852083
1900.0,0.008333333333333333,0.35263845,0.008333333333333333,9500.0,0.08182426,0.5274411,94,0.1812834,-30.60776,0.16712116,0.76865417
1920.0,0.008333333333333333,0.37064803,0.0016666666666666668,9600.0,0.082011506,0.3695006,95,0.18128349,-31.350237,0.1673054,0.76878566
1940.0,0.016666666666666666,0.35113335,0.005,9700.0,0.08215641,0.27763587,96,0.18128127,-30.817842,0.16754796,0.76885337
1960.0,0.0,0.35486642,0.0016666666666666668,9800.0,0.08223087,0.52003247,97,0.18129738,-31.464548,0.1678562,0.76895523
1980.0,0.008333333333333333,0.32577303,0.0016666666666666668,9900.0,0.08237195,0.3072301,98,0.18134443,-29.890127,0.16815758,0.7691547
2000.0,0.016666666666666666,0.3255778,0.0033333333333333335,10000.0,0.08255472,0.2907031,99,0.18138564,-29.993675,0.16850789,0.7694101
2020.0,0.016666666666666666,0.40339383,0.0033333333333333335,10100.0,0.08269002,0.41981283,100,0.18145746,-31.225662,0.16869418,0.7696814
2040.0,0.016666666666666666,0.31026745,0.005,10200.0,0.08280956,0.49235547,101,0.18152522,-28.968706,0.16880237,0.7700114
2060.0,0.008333333333333333,0.2897039,0.006666666666666667,10300.0,0.08287436,0.33804178,102,0.18158843,-29.822456,0.16892941,0.7703655
2080.0,0.008333333333333333,0.26630852,0.0016666666666666668,10400.0,0.08294675,0.5000982,103,0.18165773,-28.560656,0.16906494,0.7707898
2100.0,0.008333333333333333,0.26386282,0.0033333333333333335,10500.0,0.08303413,0.2666559,104,0.1817174,-28.370398,0.16908407,0.77123326
2120.0,0.016666666666666666,0.33194503,0.005,10600.0,0.08307717,0.35939157,105,0.18178226,-29.481445,0.1691354,0.7716532
2140.0,0.025000000000000005,0.29567263,0.0033333333333333335,10700.0,0.08314089,0.36688194,106,0.18186624,-29.411154,0.16922216,0.77214116
2160.0,0.025000000000000005,0.290999,0.01,10800.0,0.083157845,0.41588673,107,0.18194206,-28.815712,0.16932406,0.77256584
2180.0,0.024999999999999998,0.3211803,0.005,10900.0,0.08319113,0.3668712,108,0.1820374,-29.763227,0.16940452,0.773102
2200.0,0.024999999999999998,0.25396892,0.005,11000.0,0.08321146,0.42919168,109,0.18207864,-28.457344,0.16946377,0.7734477
2220.0,0.025000000000000005,0.28756374,0.006666666666666667,11100.0,0.08324441,0.3391479,110,0.18213423,-29.296312,0.16952883,0.773809
2240.0,0.008333333333333333,0.38045216,0.0016666666666666668,11200.0,0.0832549,0.2708584,111,0.18218558,-30.265802,0.16957448,0.77415115
2260.0,0.016666666666666666,0.30672047,0.006666666666666667,11300.0,0.083308704,0.42732835,112,0.1822334,-29.983652,0.16965063,0.77439046
2280.0,0.03333333333333333,0.35421112,0.005,11400.0,0.08330447,0.6299925,113,0.1822732,-30.914232,0.1697222,0.77461165
2300.0,0.0,0.3058457,0.006666666666666667,11500.0,0.0833184,0.3780017,114,0.1823249,-30.427567,0.16973871,0.7748618
2320.0,0.008333333333333333,0.32069618,0.0033333333333333335,11600.0,0.08338312,0.36250076,115,0.18235095,-30.38446,0.16982305,0.7751303
2340.0,0.06666666666666667,0.2995929,0.005,11700.0,0.08342383,0.3095949,116,0.1824007,-30.327543,0.16993189,0.77539825
2360.0,0.0,0.356977,0.005,11800.0,0.08347007,0.42047894,117,0.18244438,-31.768583,0.17000063,0.77564955
2380.0,0.025000000000000005,0.3130778,0.005,11900.0,0.08347503,0.29026547,118,0.18249364,-31.190237,0.17004539,0.77592415
2400.0,0.008333333333333333,0.33806476,0.011666666666666667,12000.0,0.08350214,0.30568042,119,0.18254042,-30.330317,0.17011239,0.77620316
2420.0,0.0,0.3540896,0.011666666666666667,12100.0,0.08355757,0.2851037,120,0.1825956,-30.37626,0.17023619,0.77648467
2440.0,0.0,0.32859308,0.008333333333333333,12200.0,0.083580464,0.3225046,121,0.18264668,-31.68398,0.17029186,0.77674
2460.0,0.03333333333333333,0.34887585,0.0016666666666666668,12300.0,0.08362355,0.46140346,122,0.1827069,-30.608225,0.170363,0.777
2480.0,0.008333333333333333,0.33446822,0.005,12400.0,0.0836368,0.3934823,123,0.18277776,-30.573038,0.17038883,0.7773011
2500.0,0.016666666666666666,0.32575133,0.0033333333333333335,12500.0,0.08365182,0.29628745,124,0.18283774,-30.1714,0.17047139,0.77757996
2520.0,0.016666666666666666,0.31906307,0.011666666666666667,12600.0,0.08370859,0.46458784,125,0.18288867,-30.283539,0.17056702,0.7778034
2540.0,0.03333333333333333,0.3031776,0.008333333333333333,12700.0,0.08379003,0.37141943,126,0.18295117,-29.98131,0.17070715,0.7780102
2560.0,0.008333333333333333,0.32208464,0.005,12800.0,0.08383378,0.23116434,127,0.18302973,-30.458498,0.17068763,0.77827984
2580.0,0.008333333333333333,0.31479576,0.013333333333333334,12900.0,0.08387927,0.38306284,128,0.18310785,-29.73525,0.17067607,0.7785303
2600.0,0.008333333333333333,0.28580466,0.005,13000.0,0.08396474,0.42109266,129,0.18318506,-28.549276,0.17082371,0.77875376
2620.0,0.0,0.28600404,0.008333333333333333,13100.0,0.08406661,0.33014658,130,0.1832483,-28.319433,0.17096311,0.7789841
2640.0,0.008333333333333333,0.28005922,0.008333333333333333,13200.0,0.084173195,0.30288115,131,0.18330866,-27.36766,0.17103578,0.77916974
2660.0,0.0,0.30769458,0.0033333333333333335,13300.0,0.08425787,0.34740278,132,0.18337946,-28.503326,0.17111522,0.77940303
2680.0,0.041666666666666664,0.25362757,0.008333333333333333,13400.0,0.08437446,0.32316783,133,0.18345593,-26.275152,0.1712216,0.77971554
2700.0,0.016666666666666666,0.26946104,0.006666666666666667,13500.0,0.08444443,0.4507465,134,0.18352772,-28.207558,0.17126215,0.7799587
2720.0,0.0,0.32040066,0.0,13600.0,0.084546946,0.36977056,135,0.1836055,-28.832832,0.17132469,0.7802289
2740.0,0.025000000000000005,0.25126985,0.005,13700.0,0.084632196,0.27131027,136,0.18366402,-26.39711,0.1713816,0.78049535
2760.0,0.016666666666666666,0.2659844,0.006666666666666667,13800.0,0.084725164,0.39732078,137,0.18373096,-26.423965,0.17146485,0.78077203
2780.0,0.03333333333333333,0.2680553,0.005,13900.0,0.08477103,0.43982387,138,0.1837985,-26.05156,0.17153044,0.78102964
2800.0,0.05000000000000001,0.26226008,0.0,14000.0,0.08483869,0.43747875,139,0.1838889,-26.89757,0.1716097,0.7812984
2820.0,0.008333333333333333,0.2969558,0.006666666666666667,14100.0,0.08488167,0.36939707,140,0.18397345,-28.006332,0.17164625,0.78159744
2840.0,0.016666666666666666,0.32096246,0.0,14200.0,0.08492118,0.32624543,141,0.18405356,-27.598343,0.17170615,0.78185385
2860.0,0.016666666666666666,0.26956764,0.008333333333333333,14300.0,0.08496519,0.339902,142,0.18414633,-26.709436,0.17173941,0.7821376
2880.0,0.008333333333333333,0.28725538,0.011666666666666667,14400.0,0.08504502,0.25983134,143,0.18421961,-25.708574,0.17178611,0.7823789
2900.0,0.008333333333333333,0.2645112,0.005,14500.0,0.08515469,0.25850233,144,0.18429013,-25.249777,0.17185353,0.78266644
2920.0,0.008333333333333333,0.27781048,0.01,14600.0,0.08526307,0.4221736,145,0.18435647,-25.5315,0.17186207,0.78291816
2940.0,0.008333333333333333,0.26432854,0.0016666666666666668,14700.0,0.08538628,0.44211674,146,0.18441622,-25.836624,0.17190717,0.7831781
2960.0,0.0,0.30555975,0.0,14800.0,0.0855424,0.31924513,147,0.18448909,-23.589966,0.17197238,0.78347594
2980.0,0.0,0.25571275,0.0016666666666666668,14900.0,0.08564761,0.4292315,148,0.18456359,-22.414305,0.17199087,0.7837514
3000.0,0.016666666666666666,0.22769587,0.008333333333333333,15000.0,0.08577112,0.24085097,149,0.18464945,-21.68389,0.17198418,0.7841039
3020.0,0.008333333333333333,0.24928029,0.0033333333333333335,15100.0,0.08587426,0.32826093,150,0.1847126,-22.729574,0.17200075,0.7844139
3040.0,0.016666666666666666,0.22807609,0.0033333333333333335,15200.0,0.08594665,0.22243011,151,0.1847717,-21.759863,0.17198777,0.78470826
3060.0,0.0,0.21634232,0.0033333333333333335,15300.0,0.08600398,0.28327504,152,0.18482746,-22.349695,0.17196256,0.7850464
3080.0,0.0,0.23834783,0.0016666666666666668,15400.0,0.08605003,0.27390167,153,0.18488048,-23.998693,0.1719224,0.78538805
3100.0,0.0,0.21746922,0.0033333333333333335,15500.0,0.08608356,0.2964027,154,0.18491751,-22.314142,0.1719286,0.7856905
3120.0,0.008333333333333333,0.2982562,0.0033333333333333335,15600.0,0.086092204,0.45510674,155,0.18495797,-25.478258,0.17188229,0.78602225
3140.0,0.008333333333333333,0.26783124,0.0033333333333333335,15700.0,0.08608303,0.29721534,156,0.18498565,-24.125595,0.17185472,0.7862683
3160.0,0.008333333333333333,0.2760803,0.0033333333333333335,15800.0,0.08605846,0.23208697,157,0.18501227,-25.587677,0.17175859,0.7865049
3180.0,0.0,0.2632546,0.006666666666666667,15900.0,0.086054675,0.2905219,158,0.185031,-25.232836,0.17173602,0.78669125
3200.0,0.0,0.31420097,0.005,16000.0,0.08604175,0.29780862,159,0.1850462,-25.694244,0.17169547,0.7868752
3220.0,0.025000000000000005,0.2835536,0.0033333333333333335,16100.0,0.086013965,0.26281095,160,0.18505983,-25.92575,0.17166877,0.7870806
3240.0,0.03333333333333333,0.30690178,0.0033333333333333335,16200.0,0.08600703,0.20962779,161,0.18506853,-26.642334,0.17167659,0.78722686
3260.0,0.016666666666666666,0.2586561,0.0016666666666666668,16300.0,0.08599105,0.3081284,162,0.18507598,-25.936808,0.17169897,0.7873557
3280.0,0.008333333333333333,0.31096533,0.0033333333333333335,16400.0,0.08595967,0.30885026,163,0.18508299,-27.711187,0.17168953,0.787507
3300.0,0.008333333333333333,0.362669,0.005,16500.0,0.08595321,0.23996317,164,0.18507962,-29.055353,0.17169337,0.78757215
3320.0,0.008333333333333333,0.3649571,0.005,16600.0,0.08591331,0.3541554,165,0.18507653,-29.172556,0.17171271,0.78758913
3340.0,0.008333333333333333,0.34884295,0.0033333333333333335,16700.0,0.08590212,0.30843174,166,0.18507081,-29.12073,0.17175843,0.787616
3360.0,0.008333333333333333,0.38525605,0.005,16800.0,0.08588498,0.4012772,167,0.18505792,-29.459036,0.17187111,0.7876119
3380.0,0.0,0.33221075,0.006666666666666667,16900.0,0.085896425,0.30096224,168,0.18506712,-29.16551,0.17188917,0.7877009
3400.0,0.0,0.30412006,0.0033333333333333335,17000.0,0.08591638,0.27198026,169,0.18508132,-28.636038,0.17191416,0.7878067
3420.0,0.03333333333333333,0.30408862,0.0016666666666666668,17100.0,0.08590123,0.19409184,170,0.18509503,-27.770067,0.17190309,0.7879202
3440.0,0.008333333333333333,0.25972894,0.0033333333333333335,17200.0,0.08592048,0.29733232,171,0.18510884,-27.104132,0.17190272,0.78805214
3460.0,0.03333333333333333,0.28333187,0.005,17300.0,0.0859167,0.33487377,172,0.18512793,-28.915663,0.17187347,0.78820676
3480.0,0.025000000000000005,0.2389379,0.008333333333333333,17400.0,0.085908026,0.3159104,173,0.1851465,-27.685928,0.17183931,0.78838134
3500.0,0.016666666666666666,0.23476106,0.01,17500.0,0.085925184,0.4087434,174,0.18515539,-28.14332,0.17185615,0.78853804
3520.0,0.008333333333333333,0.27004585,0.0033333333333333335,17600.0,0.08593152,0.2660087,175,0.1851762,-29.455011,0.17183071,0.78874046
3540.0,0.016666666666666666,0.24365966,0.0016666666666666668,17700.0,0.085904926,0.33107594,176,0.18518889,-28.177002,0.1717775,0.7888965
3560.0,0.025000000000000005,0.23667853,0.005,17800.0,0.08588079,0.4090551,177,0.18520825,-29.0447,0.17174202,0.78905076
3580.0,0.008333333333333333,0.23652773,0.006666666666666667,17900.0,0.08586756,0.3462232,178,0.1852238,-28.765623,0.17168944,0.78919727
3600.0,0.025000000000000005,0.25938377,0.011666666666666667,18000.0,0.08585326,0.32119837,179,0.18523555,-29.05057,0.17163016,0.78933185
3620.0,0.025000000000000005,0.20958531,0.006666666666666667,18100.0,0.08587577,0.33719823,180,0.1852413,-28.496058,0.1716094,0.7894611
3640.0,0.041666666666666664,0.27003658,0.005,18200.0,0.0858798,0.3436869,181,0.18526246,-30.26116,0.17156976,0.7896211
3660.0,0.025000000000000005,0.22370856,0.005,18300.0,0.085877456,0.27977785,182,0.18528062,-28.70518,0.17149776,0.78979445
3680.0,0.016666666666666666,0.25989848,0.01,18400.0,0.08587844,0.31031844,183,0.18530132,-29.861755,0.17139351,0.78993917
3700.0,0.03333333333333333,0.28737423,0.0016666666666666668,18500.0,0.08590907,0.2900193,184,0.18531764,-30.738783,0.17135401,0.7900617
3720.0,0.016666666666666666,0.27585223,0.008333333333333333,18600.0,0.085966714,0.3908317,185,0.18533053,-30.363028,0.17135286,0.79020554
3740.0,0.016666666666666666,0.27719533,0.01,18700.0,0.08598545,0.3278237,186,0.18534756,-30.554571,0.17127104,0.7903399
3760.0,0.025000000000000005,0.3030726,0.013333333333333334,18800.0,0.08598986,0.4587358,187,0.1853513,-31.476469,0.1712079,0.79043794
3780.0,0.03333333333333333,0.25945532,0.013333333333333334,18900.0,0.08603894,0.3561101,188,0.18536551,-30.727623,0.17116112,0.79056144
3800.0,0.008333333333333333,0.30261663,0.006666666666666667,19000.0,0.08605667,0.3480513,189,0.1853797,-31.403727,0.17111237,0.7906572
3820.0,0.025000000000000005,0.28888646,0.011666666666666667,19100.0,0.0860802,0.30164966,190,0.18539317,-30.760721,0.17108053,0.7907479
3840.0,0.016666666666666666,0.26615673,0.006666666666666667,19200.0,0.086102925,0.28048638,191,0.1854105,-30.793228,0.17103957,0.7908744
3860.0,0.025000000000000005,0.2638295,0.005,19300.0,0.08611702,0.27337468,192,0.18543188,-30.455801,0.17101254,0.79106015
3880.0,0.008333333333333333,0.2377308,0.0033333333333333335,19400.0,0.08615794,0.2957028,193,0.18546303,-30.343798,0.17100023,0.7912863
3900.0,0.0,0.2805787,0.006666666666666667,19500.0,0.08618831,0.30999586,194,0.18549244,-31.446356,0.1709855,0.7915333
3920.0,0.0,0.26750526,0.006666666666666667,19600.0,0.08620503,0.23207639,195,0.18551731,-31.392365,0.17096174,0.7917735
3940.0,0.008333333333333333,0.33165023,0.0033333333333333335,19700.0,0.08619157,0.21976106,196,0.18553026,-31.341415,0.1708922,0.7919361
3960.0,0.03333333333333333,0.28421965,0.011666666666666667,19800.0,0.08619064,0.2529569,197,0.18554293,-31.542288,0.17084534,0.7921095
3980.0,0.016666666666666666,0.25911725,0.005,19900.0,0.08618974,0.26829362,198,0.18555099,-31.905098,0.17081468,0.79226786
4000.0,0.016666666666666666,0.2956042,0.005,20000.0,0.086187966,0.342841,199,0.18555778,-32.50789,0.17080195,0.79239017
