addnl_loss_term,confname,distance_threshold,env,gitrev,goal_noise,intermediate_sampling,loss_term,loss_term_weights,loss_term_weights_json,n_cycles,num_cpu,recompute_rewards,replay_strategy,reward_type,dir,epoch_test/success_rate,epoch_test/ag_g_dist,reward_computes_test/success_rate,reward_computes_test/ag_g_dist
NULL,NULL,0.01,FetchSlidePR-v1,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-FetchSlidePR-v1-dqst,0.007077051926298157,0.010644103391959798,0.007077051926298158,0.010644103391959798
NULL,NULL,0.01,FetchSlide-v1,6efc1de,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-FetchSlide-v1-ddpg,0.012144053601340035,0.010450435804020101,0.012144053601340021,0.010450435804020103
NULL,NULL,0.01,FetchSlide-v1,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-FetchSlide-v1-dqst,0.013693467336683418,0.009079289824120604,0.013693467336683416,0.00907928982412061
NULL,NULL,0.01,FetchSlide-v1,6efc1de,zero,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-FetchSlide-v1-fwrl,0.012353433835845895,0.010329540979899498,0.012353433835845903,0.01032954097989949
NULL,NULL,0.01,FetchPickAndPlace-v1,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPickAndPlace-v1-ddpg,0.020454545454545458,0.006900570757575758,0.02045454545454546,0.00690057075757576
NULL,NULL,0.01,FetchPickAndPlace-v1,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPickAndPlace-v1-dqst,0.02293771043771043,0.003995341055555555,0.022937710437710437,0.003995341055555555
NULL,NULL,0.01,FetchPickAndPlace-v1,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPickAndPlace-v1-fwrl,0.017592592592592587,0.007225490101010101,0.017592592592592604,0.0072254901010101015
NULL,NULL,0.01,FetchPushPR-v1,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPushPR-v1-dqst,0.03086158192090397,0.004459141788135592,0.03086158192090396,0.004459141788135594
NULL,NULL,0.01,FetchPush-v1,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPush-v1-ddpg,0.014689265536723145,0.003373198932203391,0.014689265536723142,0.00337319893220339
NULL,NULL,0.01,FetchPush-v1,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPush-v1-dqst,0.016172316384180797,0.002672579728813558,0.0161723163841808,0.00267257972881356
NULL,NULL,0.01,FetchPush-v1,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchPush-v1-fwrl,0.01235875706214689,0.002708547855932203,0.012358757062146892,0.0027085478559322022
NULL,NULL,0.01,FetchReachPR-v1,6efc1de,uniform,uniform,dqst,[],[],10,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchReachPR-v1-dqst,0.021327683615819215,0.0029854527881355932,0.021327683615819215,0.0029854527881355932
NULL,NULL,0.01,FetchReach-v1,6efc1de,uniform,uniform,ddpg,[],[],10,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchReach-v1-ddpg,0.01970338983050849,0.0031833062033898305,0.019703389830508494,0.003183306203389831
NULL,NULL,0.01,FetchReach-v1,6efc1de,uniform,uniform,dqst,[],[],10,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchReach-v1-dqst,0.0189265536723164,0.0024994862711864405,0.0189265536723164,0.0024994862711864418
NULL,NULL,0.01,FetchSlidePR-v1,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchSlidePR-v1-dqst,0.0017169179229480737,0.011531915603015074,0.0017169179229480733,0.011531915603015074
NULL,NULL,0.01,FetchSlide-v1,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchSlide-v1-ddpg,0.0044388609715242874,0.012320903567839197,0.004438860971524284,0.012320903567839195
NULL,NULL,0.01,FetchSlide-v1,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchSlide-v1-dqst,0.001256281407035176,0.010694925427135677,0.0012562814070351737,0.010694925427135678
NULL,NULL,0.01,FetchSlide-v1,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-FetchSlide-v1-fwrl,0.004103852596314907,0.012774412738693468,0.004103852596314906,0.012774412738693472
NULL,NULL,0.05,FetchReach-v1,6f1dc05,NULL,NULL,fwrl,"[0.2, 0.4, 0.4]","[0.2, 0.4, 0.4]",10,NULL,NULL,future,,6f1dc05-815634fc-FetchReach-v1-fwrl-future,0.0875,0.02103691425,0.0875,0.021036914249999997
NULL,NULL,0.05,FetchPush-v1,7247155,NULL,NULL,stfw,NULL,NULL,50,NULL,NULL,future,NULL,7247155-FetchPush-v1-stfw-future,0,0,0,0
NULL,NULL,0.05,FetchPush-v1,787553a,NULL,middle,fwrl,[],[],50,NULL,NULL,future,,787553a-0e31bedb-FetchPush-v1-fwrl-future,0,0,0,0
NULL,NULL,0.05,FetchSlide-v1,787553a,NULL,uniform,fwrl,"[0.2, 0.4, 0.4]","[0.2, 0.4, 0.4]",50,NULL,NULL,future,,787553a-7ba91a16-FetchSlide-v1-fwrl-future,0,0,0,0
NULL,NULL,0.05,FetchReach-v1,787553a,NULL,uniform,fwrl,[],[],10,NULL,NULL,future,,787553a-9b46047c-FetchReach-v1-fwrl-future,0.025694444444444436,0.00430107575,0.025694444444444433,0.00430107575
NULL,NULL,0.05,FetchSlidePR-v1,7e5f41d,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,7e5f41d-path_reward-FetchSlidePR-v1-ddpg,0,0,0,0
NULL,NULL,0.05,FetchSlideSparse-v1,7e5f41d,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,7e5f41d-path_reward-FetchSlideSparse-v1-dqst,0.02394067796610169,0.008097497203389833,0.023940677966101692,0.008097497203389833
NULL,NULL,0.05,FetchSlideSparse-v1,7e5f41d,NULL,uniform,qlst,[],[],50,NULL,True,future,NULL,7e5f41d-path_reward-FetchSlideSparse-v1-qlst,0.028601694915254244,0.014988852288135592,0.028601694915254248,0.014988852288135592
NULL,NULL,0.05,FetchReachPR-v1,8b38b94,NULL,uniform,dqst,[],[],10,NULL,True,future,NULL,8b38b94-428f0560-FetchReachPR-v1-dqst-future-her_fwrl_path_reward,0,0,0,0
NULL,NULL,0.05,FetchReachPR-v1,8b38b94,NULL,uniform,dqst,[],[],10,NULL,True,future,NULL,8b38b94-49623929-FetchReachPR-v1-dqst-future-,0.0,0.0,0.0,0.0
NULL,NULL,0.05,FetchReach-v1,8b38b94,NULL,uniform,fwrl,[],[],10,NULL,True,future,NULL,8b38b94-ad37fd14-FetchReach-v1-fwrl-future-,0.016666666666666666,0.011965826666666674,0.016666666666666666,0.011965826666666676
NULL,NULL,0.05,FetchSlideCSL-v1,8fc6729,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,8fc6729-her_fwrl_path_reward-FetchSlideCSL-v1-dqst,0,0,0,0
NULL,NULL,0.05,FetchPush-v1,95ab3f5,NULL,NULL,fwrl,NULL,NULL,50,NULL,NULL,future,NULL,95ab3f5-FetchPush-v1-fwrl-future,0.03611111111111112,0,0.036111111111111115,0
stfw,NULL,0.05,FetchPush-v1,9a0d62d,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,future,NULL,9a0d62d-FetchPush-v1-stfw-future,0.0,0,0.0,0
NULL,NULL,0.05,FetchPush-v1,9e1324a,NULL,NULL,stfw,NULL,NULL,50,NULL,NULL,future,NULL,9e1324a-FetchPush-v1-stfw-future,0,0,0,0
NULL,NULL,0.05,FetchPushPR-v1,a048f9a,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPushPR-v1-ddpg-uniform,0.012787356321839081,0.004312679482758622,0.012787356321839083,0.004312679482758621
NULL,NULL,0.05,FetchPushPR-v1,a048f9a,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPushPR-v1-ddpg-zero,0.012787356321839081,0.004312537931034485,0.012787356321839083,0.004312537931034484
NULL,NULL,0.05,FetchPushPR-v1,a048f9a,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPushPR-v1-dqst-uniform,0.020258620689655168,0.005433175344827585,0.02025862068965517,0.005433175344827584
NULL,NULL,0.05,FetchPush-v1,a048f9a,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPush-v1-ddpg-uniform,0.023419540229885058,0.004094630620689655,0.023419540229885048,0.004094630620689654
NULL,NULL,0.05,FetchPush-v1,a048f9a,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPush-v1-ddpg-zero,0.023419540229885058,0.004127565137931034,0.023419540229885058,0.004127565137931034
NULL,NULL,0.05,FetchPush-v1,a048f9a,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPush-v1-dqst-uniform,0.02471264367816093,0.004227221103448274,0.02471264367816092,0.004227221103448273
NULL,NULL,0.05,FetchPush-v1,a048f9a,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,a048f9a-path_reward-FetchPush-v1-dqst-zero,0.024425287356321844,0.003802486396551725,0.024425287356321837,0.0038024863965517236
NULL,NULL,0.05,FetchReachPR-v1,a048f9a,uniform,uniform,ddpg,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReachPR-v1-ddpg-uniform,0.01111111111111111,0.0032345127777777738,0.01111111111111111,0.0032345127777777738
NULL,NULL,0.05,FetchReachPR-v1,a048f9a,uniform,uniform,dqst,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReachPR-v1-dqst-uniform,0.04999999999999999,0.007555215888888889,0.04999999999999999,0.007555215888888889
NULL,NULL,0.05,FetchReachPR-v1,a048f9a,zero,uniform,dqst,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReachPR-v1-dqst-zero,0.052777777777777785,0.009276189722222224,0.052777777777777785,0.009276189722222224
NULL,NULL,0.05,FetchReach-v1,a048f9a,uniform,uniform,ddpg,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReach-v1-ddpg-uniform,0.028703703703703714,0.006314033444444444,0.028703703703703714,0.006314033444444444
NULL,NULL,0.05,FetchReach-v1,a048f9a,zero,uniform,ddpg,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReach-v1-ddpg-zero,0.0273148148148148,0.0047751124444444445,0.0273148148148148,0.0047751124444444445
NULL,NULL,0.05,FetchReach-v1,a048f9a,uniform,uniform,dqst,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReach-v1-dqst-uniform,0.03055555555555555,0.006652205388888888,0.03055555555555555,0.0066522053888888886
NULL,NULL,0.05,FetchReach-v1,a048f9a,zero,uniform,dqst,[],[],10,NULL,True,future,NULL,a048f9a-path_reward-FetchReach-v1-dqst-zero,0.016666666666666663,0.004352742277777779,0.01666666666666666,0.004352742277777779
NULL,NULL,0.05,FetchPush-v1,abdfbda,NULL,NULL,stfw,NULL,NULL,50,NULL,NULL,none,NULL,abdfbda-FetchPush-v1-stfw-none,0,0,0,0
NULL,NULL,0.05,FetchReach-v1,abdfbda,NULL,NULL,ddpg,NULL,NULL,10,NULL,NULL,none,NULL,abdfbda-FetchReach-v1-ddpg-none,0.011734693877551017,0,0.011734693877551017,0
NULL,NULL,0.05,FetchReach-v1,abdfbda,NULL,NULL,fwrl,NULL,NULL,10,NULL,NULL,none,NULL,abdfbda-FetchReach-v1-fwrl-none,0.011224489795918361,0,0.011224489795918358,0
NULL,NULL,0.05,FetchReach-v1,abdfbda,NULL,NULL,stfw,NULL,NULL,10,NULL,NULL,none,NULL,abdfbda-FetchReach-v1-stfw-none,0.0,0,0.0,0
NULL,NULL,0.05,FetchSlidePR-v1,b27312c,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,b27312c-path_reward-FetchSlidePR-v1-dqst,0.0,0.0,0.0,0.0
NULL,NULL,0.05,FetchPushCSL-v1,be0910c,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushCSL-v1-ddpg,0.012787356321839081,0.004312255689655174,0.012787356321839083,0.004312255689655174
NULL,NULL,0.05,FetchPushCSL-v1,be0910c,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushCSL-v1-dqst,0.012787356321839081,0.004312256034482761,0.012787356321839083,0.00431225603448276
NULL,NULL,0.05,FetchPushCSL-v1,be0910c,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushCSL-v1-fwrl,0.012787356321839081,0.0043122553448275884,0.012787356321839083,0.004312255344827588
NULL,NULL,0.05,FetchPushCSL-v1,be0910c,NULL,uniform,qlst,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushCSL-v1-qlst,0.012787356321839081,0.004312256379310347,0.012787356321839083,0.004312256379310346
NULL,NULL,0.05,FetchPushPR-v1,be0910c,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushPR-v1-ddpg,0.012787356321839081,0.004312021379310345,0.012787356321839083,0.004312021379310345
NULL,NULL,0.05,FetchPushPR-v1,be0910c,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushPR-v1-dqst,0.021408045977011503,0.003816325844827587,0.021408045977011497,0.003816325844827587
NULL,NULL,0.05,FetchPushPR-v1,be0910c,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushPR-v1-fwrl,0.012787356321839081,0.004313314137931035,0.012787356321839083,0.004313314137931035
NULL,NULL,0.05,FetchPushPR-v1,be0910c,NULL,uniform,qlst,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPushPR-v1-qlst,0.020977011494252882,0.004137707551724137,0.020977011494252882,0.004137707551724137
NULL,NULL,0.05,FetchPush-v1,be0910c,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPush-v1-ddpg,0.021408045977011503,0.0041478946379310344,0.0214080459770115,0.004147894637931034
NULL,NULL,0.05,FetchPush-v1,be0910c,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPush-v1-dqst,0.022413793103448272,0.0036770266206896554,0.022413793103448272,0.003677026620689655
NULL,NULL,0.05,FetchPush-v1,be0910c,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPush-v1-fwrl,0.02413793103448274,0.004333685120689655,0.024137931034482744,0.0043336851206896565
NULL,NULL,0.05,FetchPush-v1,be0910c,NULL,uniform,qlst,[],[],50,NULL,True,future,NULL,be0910c-her_fwrl_path_reward-FetchPush-v1-qlst,0.022557471264367822,0.003955865689655173,0.022557471264367815,0.0039558656896551735
NULL,NULL,0.001,FetchPickAndPlacePR-v1,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchPickAndPlacePR-v1-dqst,0.044221105527638194,0.002888055673366834,0.0442211055276382,0.002888055673366834
NULL,NULL,0.001,FetchPickAndPlace-v1,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchPickAndPlace-v1-ddpg,0.03160774410774411,0.007482337333333333,0.03160774410774411,0.007482337333333335
NULL,NULL,0.001,FetchPickAndPlace-v1,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchPickAndPlace-v1-qlst,0.03893097643097643,0.003437372479797979,0.038930976430976406,0.0034373724797979793
NULL,NULL,0.001,FetchPushPR-v1,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchPushPR-v1-dqst,0.05071548821548822,0.001998039646464647,0.05071548821548823,0.0019980396464646466
NULL,NULL,0.001,FetchPush-v1,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchPush-v1-ddpg,0.02048022598870056,0.0026504838983050843,0.020480225988700567,0.0026504838983050843
NULL,NULL,0.001,FetchPush-v1,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchPush-v1-qlst,0.02627118644067797,0.0027634903050847465,0.026271186440677975,0.002763490305084746
NULL,NULL,0.001,FetchReachPR-v1,be467df,zero,uniform,dqst,[],[],10,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchReachPR-v1-dqst,0.10782828282828281,0.0028641085555555553,0.10782828282828281,0.0028641085555555553
NULL,NULL,0.001,FetchReach-v1,be467df,zero,uniform,ddpg,[],[],10,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchReach-v1-ddpg,0.09788135593220339,0.0030067416864406776,0.09788135593220341,0.003006741686440678
NULL,NULL,0.001,FetchReach-v1,be467df,zero,uniform,qlst,[],[],10,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchReach-v1-qlst,0.1074858757062147,0.0027449570677966105,0.10748587570621468,0.0027449570677966105
NULL,NULL,0.001,FetchSlidePR-v1,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchSlidePR-v1-dqst,8.375209380234506e-05,0.009610440653266331,8.375209380234505e-05,0.009610440653266331
NULL,NULL,0.001,FetchSlide-v1,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchSlide-v1-ddpg,8.375209380234506e-05,0.01220825150753769,8.375209380234485e-05,0.01220825150753769
NULL,NULL,0.001,FetchSlide-v1,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-FetchSlide-v1-qlst,0.00020938023450586262,0.011471257512562817,0.00020938023450586268,0.011471257512562812
NULL,NULL,0.05,FetchPickAndPlaceSparse-v1,bea355d,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,bea355d-path_reward-FetchPickAndPlaceSparse-v1-dqst,0.0,0.0,0.0,0.0
fwrl,NULL,0.05,FetchReach-v1,d047a03,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,future,NULL,d047a03-FetchReach-v1-fwrl-future,0.012074829931972788,0,0.012074829931972786,0
fwrl,NULL,0.05,FetchReach-v1,d047a03,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,none,NULL,d047a03-FetchReach-v1-fwrl-none,0.01054421768707483,0,0.01054421768707483,0
noop,NULL,0.05,FetchReach-v1,d047a03,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,future,NULL,d047a03-FetchReach-v1-noop-future,0.00578231292517007,0,0.00578231292517007,0
noop,NULL,0.05,FetchReach-v1,d047a03,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,none,NULL,d047a03-FetchReach-v1-noop-none,0.011734693877551017,0,0.011734693877551017,0
stepfwrl,NULL,0.05,FetchReach-v1,d047a03,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,none,NULL,d047a03-FetchReach-v1-stepfwrl-none,0.014200680272108829,0,0.014200680272108829,0
NULL,NULL,0.05,FetchSlideSparse-v1,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-FetchSlideSparse-v1-ddpg,0.030590452261306536,0.007032822537688444,0.030590452261306546,0.007032822537688441
NULL,NULL,0.05,FetchSlideSparse-v1,d0a8dd4,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-FetchSlideSparse-v1-fwrl,0.028475711892797316,0.008378235703517587,0.02847571189279734,0.008378235703517591
NULL,NULL,0.05,FetchPush-v1,d249d2d,NULL,uniform,qlst,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]",50,NULL,NULL,future,,d249d2d-ab96d6da-FetchPush-v1-qlst-future,0.014625850340136044,0.0029650935510204092,0.014625850340136042,0.0029650935510204092
NULL,NULL,0.05,FetchPush-v1,d249d2d,NULL,middle,fwrl,[],[],50,NULL,NULL,future,,d249d2d-c9bfa98b-FetchPush-v1-fwrl-future,0.015136054421768713,0.002770422102040816,0.015136054421768715,0.0027704221020408157
NULL,NULL,0.05,FetchPush-v1,d249d2d,NULL,uniform,qlst,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]",50,NULL,NULL,future,,d249d2d-e273a1bf-FetchPush-v1-qlst-future-loss_term_weights,0,0,0,0
NULL,NULL,0.05,FetchPickAndPlacePR-v1,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchPickAndPlacePR-v1-ddpg,0,0,0,0
NULL,NULL,0.05,FetchPickAndPlacePR-v1,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchPickAndPlacePR-v1-dqst,0.017902010050251264,0.0030430754648241207,0.017902010050251268,0.0030430754648241203
NULL,NULL,0.05,FetchPickAndPlacePR-v1,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchPickAndPlacePR-v1-fwrl,0.009027777777777779,0.006034383750000001,0.00902777777777778,0.006034383750000001
NULL,NULL,0.05,FetchPickAndPlaceSparse-v1,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchPickAndPlaceSparse-v1-ddpg,0.022669491525423732,0.006358778135593219,0.022669491525423725,0.006358778135593218
NULL,NULL,0.05,FetchPickAndPlaceSparse-v1,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchPickAndPlaceSparse-v1-dqst,0.014342546063651615,0.002544584836683417,0.014342546063651606,0.0025445848366834165
NULL,NULL,0.05,FetchPickAndPlaceSparse-v1,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchPickAndPlaceSparse-v1-fwrl,0.017725988700564972,0.004893220457627119,0.01772598870056498,0.004893220457627118
NULL,NULL,0.05,FetchSlidePR-v1,d5cefef,NULL,uniform,qlst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-FetchSlidePR-v1-qlst,0,0,0,0
NULL,NULL,0.05,FetchSlidePR-v1,da35609,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,da35609-path_reward-FetchSlidePR-v1-fwrl,0.001694915254237288,0.00934025949152542,0.001694915254237288,0.009340259491525423
NULL,NULL,0.05,FetchPush-v1,e6c870a,NULL,NULL,stfw,NULL,NULL,50,NULL,NULL,future,NULL,e6c870a-FetchPush-v1-stfw-future,0,0,0,0
fwrl,NULL,0.05,FetchPush-v1,ea0e35b,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,future,NULL,ea0e35b-FetchPush-v1-fwrl-future,0.016666666666666666,0,0.01666666666666667,0
fwrl,NULL,0.05,FetchPush-v1,ea0e35b,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,none,NULL,ea0e35b-FetchPush-v1-fwrl-none,0.013180272108843538,0,0.013180272108843543,0
noop,NULL,0.05,FetchPush-v1,ea0e35b,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,future,NULL,ea0e35b-FetchPush-v1-noop-future,0.015476190476190466,0,0.015476190476190461,0
noop,NULL,0.05,FetchPush-v1,ea0e35b,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,none,NULL,ea0e35b-FetchPush-v1-noop-none,0.01238738738738739,0,0.012387387387387393,0
stfw,NULL,0.05,FetchPush-v1,ea0e35b,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,future,NULL,ea0e35b-FetchPush-v1-stfw-future,0.01564625850340136,0,0.015646258503401362,0
stfw,NULL,0.05,FetchPush-v1,ea0e35b,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,none,NULL,ea0e35b-FetchPush-v1-stfw-none,0.012925170068027212,0,0.012925170068027217,0
NULL,NULL,0.05,FetchSlidePR-v1,eb45946,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,eb45946-path_reward-FetchSlidePR-v1-dqst,0.010451977401129943,0.01294403694915254,0.010451977401129945,0.012944036949152542
fwrl,FetchReach-v1-fwrl,0.05,FetchReach-v1,ebfc7d6,NULL,NULL,NULL,NULL,NULL,50,1,NULL,future,NULL,ebfc7d6-FetchReach-v1-fwrl,0.009375000000000001,0,0.009375000000000001,0
NULL,NULL,0.05,FetchReachPR-v1,ec8c4d1,NULL,uniform,dqst,[],[],10,NULL,True,future,NULL,ec8c4d1-3144e759-FetchReachPR-v1-dqst-future-her_fwrl_path_reward,0,0,0,0
fwrl,NULL,0.05,FetchReach-v1,f0d4cfa,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,none,NULL,f0d4cfa-FetchReach-v1-fwrl-none,0.01054421768707483,0,0.01054421768707483,0
NULL,NULL,0.05,FetchReach-v1,f0d4cfa,NULL,NULL,herr,NULL,NULL,10,NULL,NULL,none,NULL,f0d4cfa-FetchReach-v1-herr-none,0.01854838709677419,0,0.018548387096774185,0
noop,NULL,0.05,FetchReach-v1,f0d4cfa,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,none,NULL,f0d4cfa-FetchReach-v1-noop-none,0.07023809523809524,0,0.07023809523809522,0
NULL,NULL,0.05,FetchReach-v1,f0d4cfa,NULL,NULL,stfw,NULL,NULL,10,NULL,NULL,none,NULL,f0d4cfa-FetchReach-v1-stfw-none,0.0,0,0.0,0
NULL,NULL,0.05,FetchPush-v1,f84daa7,NULL,NULL,ddpg,NULL,NULL,50,NULL,NULL,none,NULL,f84daa7-FetchPush-v1-ddpg-none,0.013435374149659864,0,0.01343537414965987,0
NULL,NULL,0.05,FetchPush-v1,f84daa7,NULL,NULL,fwrl,NULL,NULL,50,NULL,NULL,none,NULL,f84daa7-FetchPush-v1-fwrl-none,0.013350340136054422,0,0.013350340136054425,0
NULL,NULL,0.05,FetchPush-v1,f84daa7,NULL,NULL,stfw,NULL,NULL,50,NULL,NULL,none,NULL,f84daa7-FetchPush-v1-stfw-none,0.013010204081632655,0,0.013010204081632656,0
NULL,NULL,0.05,FetchPush-v1,f84daa7,NULL,NULL,stlo,NULL,NULL,50,NULL,NULL,none,NULL,f84daa7-FetchPush-v1-stlo-none,0.013010204081632655,0,0.013010204081632658,0
NULL,NULL,0.05,FetchPush-v1,f84daa7,NULL,NULL,stup,NULL,NULL,50,NULL,NULL,none,NULL,f84daa7-FetchPush-v1-stup-none,0.012329931972789115,0,0.012329931972789115,0
