epoch,test/mean_Q,train/success_rate,train/episode,test/episode,stats_o/std,train/critic_loss,stats_g/mean,stats_o/mean,test/ag_g_dist,test/success_rate,stats_g/std
29,-28.216742,0.0,3000.0,600.0,0.078992434,0.38499817,0.7519404,0.17798887,0.4481379,0.0,0.15443121
30,-29.08815,0.0,3100.0,620.0,0.07913015,0.79095316,0.7519805,0.17797922,0.43930277,0.0,0.15422729
31,-29.608824,0.0,3200.0,640.0,0.079376794,0.13513857,0.75211626,0.17794017,0.4230702,0.0,0.1544847
32,-29.350311,0.0,3300.0,660.0,0.08006457,0.19255085,0.75216454,0.17790146,0.42860565,0.0,0.15522876
33,-29.999685,0.0,3400.0,680.0,0.080521196,0.2616241,0.75248724,0.17795108,0.4381443,0.0,0.15586542
34,-29.601593,0.0,3500.0,700.0,0.081041984,0.38928095,0.7529397,0.17800732,0.41351613,0.0,0.15679811
35,-31.012634,0.0,3600.0,720.0,0.08121092,0.36772117,0.7533109,0.17805569,0.43607524,0.0,0.15720622
36,-31.453215,0.0,3700.0,740.0,0.081392296,0.26170206,0.75368804,0.1780867,0.44566822,0.0,0.1578641
37,-32.21393,0.0,3800.0,760.0,0.08164634,0.34236708,0.7541787,0.17820583,0.44606027,0.008333333333333333,0.15849021
38,-29.40507,0.0,3900.0,780.0,0.082128316,0.37998322,0.75484514,0.17833656,0.41003308,0.0,0.15958829
39,-31.673334,0.005,4000.0,800.0,0.082577564,0.22348768,0.75542194,0.17842843,0.41699338,0.0,0.16048422
40,-30.78563,0.0033333333333333335,4100.0,820.0,0.08291623,0.48704252,0.7559993,0.17851716,0.4052062,0.0,0.1610858
41,-32.009453,0.0,4200.0,840.0,0.08298219,0.940533,0.75650483,0.17856623,0.44261172,0.0,0.16128401
42,-29.930521,0.0,4300.0,860.0,0.08297535,0.8219395,0.75674367,0.17860247,0.4103395,0.0,0.16144955
43,-31.846237,0.0,4400.0,880.0,0.08287305,0.38311586,0.75694925,0.17863029,0.41117644,0.0,0.16112766
44,-30.999886,0.0033333333333333335,4500.0,900.0,0.08290574,0.6568865,0.7570799,0.17862572,0.44068494,0.0,0.16106568
45,-31.611275,0.0,4600.0,920.0,0.0829865,0.875058,0.7574025,0.17866282,0.41047788,0.0,0.16110133
46,-32.174023,0.0,4700.0,940.0,0.08326085,0.47952905,0.757617,0.17867196,0.44732538,0.0,0.16128288
47,-31.402243,0.0016666666666666668,4800.0,960.0,0.08356381,0.6263165,0.75787395,0.17871054,0.46033135,0.0,0.1614329
48,-30.976736,0.0033333333333333335,4900.0,980.0,0.0840212,1.2361971,0.7581462,0.17875153,0.42642865,0.0,0.16191684
49,-32.202698,0.0,5000.0,1000.0,0.084493674,0.7533205,0.7586028,0.17882736,0.4405663,0.0,0.16241936
50,-30.527945,0.0,5100.0,1020.0,0.08487097,1.4170346,0.7589662,0.1788762,0.4103805,0.0,0.16274567
51,-29.765373,0.0,5200.0,1040.0,0.08520272,1.5152998,0.75939655,0.17891534,0.38327786,0.0,0.16310991
52,-30.86051,0.0,5300.0,1060.0,0.085627355,1.2769464,0.75983906,0.17901081,0.3704586,0.0,0.16378918
53,-29.52246,0.0,5400.0,1080.0,0.0857282,0.2862124,0.7605005,0.17913349,0.36681554,0.0,0.16398378
54,-29.335526,0.0,5500.0,1100.0,0.08584813,0.8914993,0.7611832,0.17925768,0.36475036,0.0,0.16423225
55,-30.593039,0.0,5600.0,1120.0,0.08584159,0.4603034,0.761682,0.17931803,0.3964099,0.0,0.16430634
56,-31.877222,0.0,5700.0,1140.0,0.08587674,0.90761286,0.7620673,0.1793984,0.40659335,0.0,0.16441435
57,-31.471823,0.0016666666666666668,5800.0,1160.0,0.08576915,0.6783033,0.7624149,0.17944972,0.4269198,0.0,0.16427001
58,-31.270327,0.0016666666666666668,5900.0,1180.0,0.085793234,0.61558753,0.7626989,0.17948316,0.39981213,0.0,0.16422659
59,-31.647852,0.0,6000.0,1200.0,0.08567514,0.41021785,0.76296264,0.1795157,0.3868269,0.008333333333333333,0.16401692
60,-31.555029,0.0016666666666666668,6100.0,1220.0,0.085650645,0.97885895,0.76328754,0.17954527,0.36696205,0.016666666666666666,0.16399102
61,-31.797457,0.0016666666666666668,6200.0,1240.0,0.08568031,0.5890592,0.7635471,0.17956482,0.38877615,0.0,0.16401304
62,-33.526596,0.0016666666666666668,6300.0,1260.0,0.08574142,1.1004052,0.76387304,0.17961077,0.43669352,0.0,0.16409935
63,-30.003311,0.0,6400.0,1280.0,0.0858449,0.85473794,0.764483,0.17972963,0.3661189,0.0,0.16424687
64,-31.097738,0.0016666666666666668,6500.0,1300.0,0.08599844,0.62708855,0.76513034,0.17985521,0.33067432,0.0,0.16430192
65,-28.709936,0.0033333333333333335,6600.0,1320.0,0.08621649,1.0273503,0.76592237,0.18000539,0.3180225,0.008333333333333333,0.16441171
66,-28.000574,0.005,6700.0,1340.0,0.08643318,1.7402425,0.76669407,0.18016975,0.29235443,0.0,0.16467726
67,-29.026558,0.0033333333333333335,6800.0,1360.0,0.08672305,1.1128914,0.76752216,0.18032925,0.3039555,0.008333333333333333,0.1650124
68,-27.64099,0.0033333333333333335,6900.0,1380.0,0.08689577,0.4369112,0.7683626,0.18049662,0.28931132,0.008333333333333333,0.16518527
69,-28.530891,0.0033333333333333335,7000.0,1400.0,0.08706522,1.1625652,0.7690547,0.18063755,0.30732793,0.008333333333333333,0.16531715
70,-29.086594,0.0033333333333333335,7100.0,1420.0,0.087210245,0.7074005,0.7695568,0.1807354,0.33835468,0.008333333333333333,0.16544852
71,-28.917078,0.0,7200.0,1440.0,0.087457985,0.359897,0.7701332,0.18085597,0.34935045,0.008333333333333333,0.16571975
72,-29.433525,0.0016666666666666668,7300.0,1460.0,0.087652385,0.5990301,0.770626,0.18095376,0.3758413,0.008333333333333333,0.16600485
73,-27.920519,0.0,7400.0,1480.0,0.08778944,0.6783169,0.7711013,0.18104349,0.31326047,0.0,0.16614862
74,-29.436579,0.0016666666666666668,7500.0,1500.0,0.08799114,1.2191448,0.7715335,0.18112306,0.35693276,0.0,0.16628265
75,-27.42925,0.0033333333333333335,7600.0,1520.0,0.08820018,0.49126086,0.7720299,0.1812494,0.31232658,0.0,0.16647169
76,-27.972223,0.0,7700.0,1540.0,0.08837637,1.1815624,0.7725251,0.18138115,0.31479195,0.0,0.1665625
77,-28.86496,0.0,7800.0,1560.0,0.08854415,0.7783208,0.773001,0.18149139,0.35291815,0.0,0.16670562
78,-27.24865,0.0033333333333333335,7900.0,1580.0,0.08869883,0.42345703,0.7734747,0.1816026,0.3192599,0.0,0.16685359
79,-29.242254,0.0,8000.0,1600.0,0.08880819,0.7348804,0.7738476,0.18170924,0.35900506,0.0,0.16689865
80,-29.518942,0.0016666666666666668,8100.0,1620.0,0.08889297,0.5949912,0.77401525,0.18177713,0.4133747,0.0,0.16682804
81,-29.85238,0.005,8200.0,1640.0,0.08887404,0.65884066,0.7741509,0.18184085,0.44297695,0.0,0.16668624
82,-29.403341,0.0,8300.0,1660.0,0.08882644,0.6618981,0.7741709,0.18186928,0.42498803,0.0,0.16653587
83,-30.206327,0.0016666666666666668,8400.0,1680.0,0.088772364,1.0044514,0.774121,0.18188341,0.4267353,0.008333333333333333,0.16631903
84,-30.343462,0.0033333333333333335,8500.0,1700.0,0.08873447,0.4663715,0.77414256,0.18190677,0.42326465,0.0,0.16614445
85,-30.464104,0.0033333333333333335,8600.0,1720.0,0.08865533,0.9876726,0.774141,0.18193491,0.39211512,0.0,0.16600464
86,-31.923897,0.0,8700.0,1740.0,0.08859543,1.1793952,0.77421004,0.18197222,0.46900854,0.008333333333333333,0.16591473
87,-30.994951,0.0016666666666666668,8800.0,1760.0,0.088514335,0.93484753,0.7742502,0.18201347,0.4392871,0.0,0.16573675
88,-31.229696,0.0,8900.0,1780.0,0.08854627,0.5003125,0.77424175,0.18203469,0.46214905,0.0,0.16577002
89,-30.579447,0.0,9000.0,1800.0,0.08858516,0.77800775,0.77436787,0.18207878,0.39687654,0.0,0.16581732
90,-29.74648,0.0033333333333333335,9100.0,1820.0,0.08867493,0.43388245,0.7746275,0.18215267,0.354916,0.0,0.16590597
91,-31.011084,0.0,9200.0,1840.0,0.088771254,0.508941,0.77483845,0.18223703,0.36515102,0.0,0.16600476
92,-30.307173,0.0016666666666666668,9300.0,1860.0,0.08885559,0.68185645,0.7751789,0.1823511,0.3925282,0.0,0.1660922
93,-31.441671,0.0,9400.0,1880.0,0.08889842,0.5617904,0.77538484,0.18241793,0.40506044,0.0,0.16618069
94,-31.065361,0.0016666666666666668,9500.0,1900.0,0.089057274,0.9608938,0.77550536,0.18247326,0.40562963,0.0,0.16656704
95,-29.819147,0.0016666666666666668,9600.0,1920.0,0.08920226,1.0279537,0.77563214,0.18251665,0.3729833,0.0,0.16697907
96,-28.99856,0.0,9700.0,1940.0,0.08934674,0.85211325,0.7757737,0.18257593,0.37920752,0.0,0.16735555
97,-29.530985,0.0,9800.0,1960.0,0.08946279,2.0913596,0.77588844,0.18261378,0.38592735,0.0,0.16764997
98,-29.900415,0.0,9900.0,1980.0,0.089600265,0.61539966,0.7760408,0.18267708,0.38403335,0.0,0.16799314
99,-29.79972,0.0,10000.0,2000.0,0.089684896,0.54185265,0.77615666,0.18272631,0.37482867,0.0,0.1683145
100,-29.443094,0.0,10100.0,2020.0,0.08969787,0.9506683,0.7762951,0.18277307,0.38698497,0.0,0.1685927
101,-30.669096,0.0033333333333333335,10200.0,2040.0,0.08975151,1.5258684,0.77639914,0.18281667,0.4111321,0.0,0.1687756
102,-30.433527,0.0,10300.0,2060.0,0.08980733,0.74625045,0.77649635,0.1828446,0.40142834,0.0,0.16902661
103,-30.039438,0.0016666666666666668,10400.0,2080.0,0.08987403,0.947452,0.7764527,0.18283947,0.37528646,0.0,0.16933875
104,-31.53888,0.0,10500.0,2100.0,0.08982923,0.6911908,0.77646095,0.1828558,0.46411076,0.0,0.16949654
105,-31.221766,0.0,10600.0,2120.0,0.08978623,0.99791676,0.77646095,0.18287434,0.44709826,0.0,0.16962065
106,-32.201324,0.0033333333333333335,10700.0,2140.0,0.08973196,0.761751,0.77646303,0.1828804,0.4432626,0.0,0.16976674
107,-32.462788,0.0,10800.0,2160.0,0.08969507,1.2287163,0.77640057,0.1828688,0.3940234,0.008333333333333333,0.16983621
108,-32.133686,0.0,10900.0,2180.0,0.08964219,0.6972987,0.7764237,0.18287481,0.42583522,0.0,0.16983454
109,-32.04463,0.0,11000.0,2200.0,0.089550525,0.7181222,0.7763338,0.18286009,0.39905867,0.008333333333333333,0.16976924
110,-32.689728,0.0,11100.0,2220.0,0.089470305,1.0819626,0.77622885,0.18283613,0.3993951,0.0,0.16985188
111,-33.092407,0.0016666666666666668,11200.0,2240.0,0.08943287,0.7041996,0.77621055,0.18283218,0.42221573,0.008333333333333333,0.16993576
112,-33.229095,0.0,11300.0,2260.0,0.08940974,1.4355217,0.7761162,0.18280967,0.4091386,0.008333333333333333,0.17005086
113,-34.346863,0.0,11400.0,2280.0,0.08935967,1.0062326,0.77601457,0.18278927,0.4485062,0.0,0.17004937
114,-34.18518,0.0,11500.0,2300.0,0.08936977,2.0981338,0.7759293,0.18277092,0.37864086,0.0,0.17017932
115,-33.710316,0.0016666666666666668,11600.0,2320.0,0.089378096,0.95665973,0.7759277,0.18275757,0.40138087,0.0,0.17026067
116,-34.84405,0.0,11700.0,2340.0,0.08935175,0.79092747,0.775908,0.18275678,0.38813365,0.008333333333333333,0.17033577
117,-35.406612,0.0033333333333333335,11800.0,2360.0,0.089343965,0.96335393,0.7758694,0.18276031,0.36845377,0.016666666666666666,0.17050016
118,-33.496265,0.0,11900.0,2380.0,0.089372605,0.6527385,0.7759187,0.1827705,0.3760959,0.008333333333333333,0.17063145
119,-36.006084,0.005,12000.0,2400.0,0.08941672,1.0762787,0.7759649,0.18278523,0.40784883,0.0,0.17078377
120,-34.66233,0.0016666666666666668,12100.0,2420.0,0.08946445,0.8410786,0.775979,0.18280156,0.39234364,0.0,0.17099984
121,-32.872063,0.0016666666666666668,12200.0,2440.0,0.089572646,0.7368739,0.7759078,0.18278871,0.3876749,0.016666666666666666,0.17118303
122,-33.295197,0.0,12300.0,2460.0,0.0896712,0.67917275,0.77590054,0.18279882,0.38267127,0.0,0.1713615
123,-33.567505,0.0,12400.0,2480.0,0.08983777,0.57828337,0.77583545,0.18279143,0.40496555,0.0,0.17162555
124,-30.654291,0.005,12500.0,2500.0,0.08996668,0.54675466,0.77582836,0.18279912,0.343577,0.0,0.17178792
125,-32.872913,0.0,12600.0,2520.0,0.090151526,0.42321622,0.7759467,0.18282385,0.3939043,0.0,0.17199509
126,-32.11012,0.0033333333333333335,12700.0,2540.0,0.090175055,1.0818743,0.776005,0.18285352,0.38013995,0.0,0.17212056
127,-31.88173,0.0,12800.0,2560.0,0.09018841,0.5724614,0.77603364,0.18287848,0.37569356,0.008333333333333333,0.17223509
128,-32.030342,0.0,12900.0,2580.0,0.0901781,0.5783984,0.7760511,0.18290453,0.37249812,0.0,0.17227155
129,-32.073452,0.0,13000.0,2600.0,0.09020082,0.5478046,0.7761057,0.1829439,0.37596473,0.0,0.17235684
130,-32.480907,0.0033333333333333335,13100.0,2620.0,0.09022268,1.0256237,0.7761161,0.18294759,0.38511315,0.0,0.1725028
131,-32.61299,0.0016666666666666668,13200.0,2640.0,0.090274096,0.6589983,0.77612084,0.18296093,0.38552848,0.0,0.17264758
132,-33.103485,0.0016666666666666668,13300.0,2660.0,0.09032271,0.43578658,0.77611345,0.18297613,0.41092786,0.008333333333333333,0.17278612
133,-32.460842,0.0,13400.0,2680.0,0.090339325,0.7223514,0.7762082,0.18300378,0.35660124,0.0,0.17293422
134,-32.53113,0.0,13500.0,2700.0,0.090323545,0.95443034,0.77628225,0.18301846,0.34584078,0.008333333333333333,0.17297214
135,-32.744827,0.0033333333333333335,13600.0,2720.0,0.0903993,0.77335405,0.7763605,0.18304253,0.35734573,0.0,0.17312317
136,-32.92625,0.0033333333333333335,13700.0,2740.0,0.09045241,0.7156127,0.7763968,0.1830344,0.34712604,0.008333333333333333,0.17327327
137,-31.814224,0.0016666666666666668,13800.0,2760.0,0.09047491,0.5518051,0.7765247,0.18305075,0.3225668,0.0,0.17334187
138,-32.343704,0.0016666666666666668,13900.0,2780.0,0.090532295,0.72975093,0.77656585,0.18305065,0.35889745,0.008333333333333333,0.17353529
139,-33.279858,0.0,14000.0,2800.0,0.090577215,1.4563378,0.77666134,0.18306442,0.4089172,0.0,0.17370236
140,-31.458746,0.006666666666666667,14100.0,2820.0,0.09059808,0.6553776,0.7767511,0.1830738,0.33178928,0.016666666666666666,0.17380078
141,-34.186558,0.0,14200.0,2840.0,0.09058573,0.33702853,0.7767946,0.18307681,0.40826365,0.0,0.17391343
142,-33.97611,0.0016666666666666668,14300.0,2860.0,0.09058806,0.5971453,0.77682704,0.18308027,0.3763837,0.0,0.17402036
143,-34.598545,0.0,14400.0,2880.0,0.0905787,0.5211987,0.7768802,0.18308896,0.37763366,0.0,0.17412604
144,-34.486317,0.0033333333333333335,14500.0,2900.0,0.090589084,0.6489704,0.7769037,0.18308811,0.37530717,0.0,0.17427796
145,-34.01898,0.0,14600.0,2920.0,0.090579264,0.5173402,0.77693176,0.1830923,0.35529366,0.0,0.17435598
146,-34.33398,0.005,14700.0,2940.0,0.090599775,0.50841874,0.77698845,0.18309338,0.35908684,0.0,0.17452097
147,-34.91241,0.0033333333333333335,14800.0,2960.0,0.09058443,0.8318122,0.7770689,0.18309538,0.40578553,0.008333333333333333,0.17456983
148,-35.456055,0.0,14900.0,2980.0,0.09062311,0.6550199,0.77711993,0.18309803,0.39822474,0.0,0.1746931
149,-35.25719,0.0033333333333333335,15000.0,3000.0,0.090651214,0.68513775,0.77713615,0.18309431,0.44897422,0.0,0.17482968
150,-34.908115,0.0016666666666666668,15100.0,3020.0,0.0906682,0.9907512,0.77709574,0.18308562,0.4177238,0.0,0.17488188
151,-34.947754,0.0016666666666666668,15200.0,3040.0,0.090660095,0.36487868,0.7770764,0.18307449,0.39991665,0.008333333333333333,0.17494102
152,-34.176815,0.0016666666666666668,15300.0,3060.0,0.09066578,0.70278573,0.7770242,0.18306284,0.40031055,0.0,0.17501248
153,-32.659298,0.0016666666666666668,15400.0,3080.0,0.090642415,0.7383718,0.77702314,0.18305711,0.3663824,0.008333333333333333,0.17504358
154,-32.538937,0.005,15500.0,3100.0,0.090660684,0.6779542,0.7770242,0.18304817,0.3350016,0.008333333333333333,0.17508404
155,-33.383503,0.006666666666666667,15600.0,3120.0,0.090646885,0.48795033,0.7770733,0.18305452,0.3773388,0.0,0.17512535
156,-33.576603,0.0,15700.0,3140.0,0.090630434,0.4837905,0.77712125,0.18304701,0.37308693,0.008333333333333333,0.17518131
157,-33.39726,0.0033333333333333335,15800.0,3160.0,0.09062774,0.52969784,0.77719885,0.18305792,0.36216974,0.016666666666666666,0.17518817
158,-34.7534,0.0033333333333333335,15900.0,3180.0,0.09061369,0.89006823,0.7772023,0.18305558,0.38230887,0.0,0.17524223
159,-34.325554,0.0016666666666666668,16000.0,3200.0,0.09060699,1.251332,0.7772216,0.18304603,0.3589864,0.016666666666666666,0.17528188
160,-34.67608,0.0,16100.0,3220.0,0.09059896,0.55828285,0.7772989,0.18305023,0.3586713,0.008333333333333333,0.17529696
161,-35.551483,0.0016666666666666668,16200.0,3240.0,0.09057585,0.3817434,0.7772965,0.18304442,0.41609296,0.0,0.17532878
162,-37.142654,0.0033333333333333335,16300.0,3260.0,0.09054223,0.836314,0.777224,0.183033,0.39369678,0.0,0.17540342
163,-35.0403,0.0016666666666666668,16400.0,3280.0,0.09052381,1.4319178,0.7771802,0.18301515,0.4078184,0.0,0.17546678
164,-35.844425,0.005,16500.0,3300.0,0.090481065,0.53698605,0.77713627,0.18300097,0.3986776,0.008333333333333333,0.17548414
165,-36.950977,0.0,16600.0,3320.0,0.09046472,0.8291518,0.77711993,0.18298538,0.41206717,0.0,0.17553218
166,-37.25872,0.0,16700.0,3340.0,0.09046876,0.991297,0.7770805,0.18297414,0.39530173,0.008333333333333333,0.17560999
167,-37.40448,0.0033333333333333335,16800.0,3360.0,0.090479754,0.4249828,0.77704114,0.18296146,0.42108798,0.0,0.17572546
168,-36.814262,0.0016666666666666668,16900.0,3380.0,0.09047023,0.6080091,0.7770558,0.18296282,0.40165266,0.0,0.17583363
169,-37.081326,0.0033333333333333335,17000.0,3400.0,0.090499125,0.743598,0.7770593,0.18296163,0.41286197,0.008333333333333333,0.17594267
170,-36.079464,0.0,17100.0,3420.0,0.09053693,0.33583125,0.7770705,0.1829571,0.37822342,0.016666666666666666,0.17607515
171,-33.310932,0.0033333333333333335,17200.0,3440.0,0.09057327,0.8176431,0.77705914,0.1829509,0.34318003,0.0,0.17624001
172,-36.475994,0.005,17300.0,3460.0,0.090566665,0.4418942,0.7770634,0.18294157,0.40207234,0.0,0.17629534
173,-33.71735,0.005,17400.0,3480.0,0.090592824,1.0275569,0.7771194,0.1829546,0.33068684,0.008333333333333333,0.17637086
174,-35.059753,0.0033333333333333335,17500.0,3500.0,0.09063911,0.6348656,0.777196,0.18295486,0.3769534,0.0,0.17649703
175,-36.51075,0.0,17600.0,3520.0,0.09064267,1.5190939,0.7772713,0.182959,0.39212537,0.0,0.17654638
176,-35.7803,0.0033333333333333335,17700.0,3540.0,0.090646945,0.7231798,0.7772984,0.18296318,0.39558586,0.008333333333333333,0.17660461
177,-34.803318,0.0016666666666666668,17800.0,3560.0,0.09066295,0.6156614,0.7773321,0.18297277,0.3882207,0.008333333333333333,0.1767006
178,-34.60677,0.0,17900.0,3580.0,0.090691,0.7430003,0.7773609,0.18297994,0.3703008,0.008333333333333333,0.17677496
179,-31.860779,0.0016666666666666668,18000.0,3600.0,0.09076025,0.70184094,0.77736926,0.18298136,0.36109877,0.008333333333333333,0.17689317
180,-32.24103,0.0,18100.0,3620.0,0.09082795,0.58265823,0.77742106,0.1829869,0.35030976,0.008333333333333333,0.17698455
181,-31.451553,0.0033333333333333335,18200.0,3640.0,0.09091786,0.6429536,0.7775309,0.18301706,0.38814583,0.008333333333333333,0.17712252
182,-30.117058,0.0016666666666666668,18300.0,3660.0,0.0909957,0.85883564,0.7777018,0.1830535,0.30512425,0.0,0.17720239
183,-30.794615,0.0033333333333333335,18400.0,3680.0,0.09108313,1.0768317,0.7779117,0.18308955,0.33867922,0.0,0.17726348
184,-30.215246,0.0033333333333333335,18500.0,3700.0,0.09115097,0.40615645,0.7781408,0.18312024,0.31373224,0.016666666666666666,0.17728879
185,-30.462702,0.0016666666666666668,18600.0,3720.0,0.09121245,0.51797366,0.7784021,0.18314739,0.3315923,0.0,0.17738147
186,-29.031881,0.0033333333333333335,18700.0,3740.0,0.091247536,1.5644518,0.7786483,0.18318176,0.31545585,0.008333333333333333,0.17742556
187,-31.698252,0.0016666666666666668,18800.0,3760.0,0.09128341,0.69418573,0.77884096,0.18320443,0.36107397,0.0,0.17750686
188,-30.035479,0.0033333333333333335,18900.0,3780.0,0.09132161,0.5499564,0.77908367,0.18324083,0.3670683,0.0,0.1776011
189,-30.69165,0.0,19000.0,3800.0,0.09133183,0.807522,0.7792856,0.18327408,0.3564093,0.0,0.17767948
190,-29.397577,0.0016666666666666668,19100.0,3820.0,0.09134719,0.9491903,0.77944773,0.18328659,0.33783364,0.0,0.17775726
191,-30.028107,0.0,19200.0,3840.0,0.09135579,0.41778004,0.7796337,0.18330592,0.36065808,0.0,0.17781164
192,-29.940498,0.0,19300.0,3860.0,0.091359966,0.32386625,0.7798646,0.18333916,0.34478688,0.0,0.17785865
193,-28.032043,0.0016666666666666668,19400.0,3880.0,0.09136197,0.61519957,0.7800631,0.18336134,0.3359718,0.0,0.17788844
194,-30.317612,0.0016666666666666668,19500.0,3900.0,0.09134698,0.702698,0.7801962,0.18337347,0.35441235,0.0,0.1779402
195,-30.266228,0.0,19600.0,3920.0,0.091339655,1.3948946,0.7803752,0.18339287,0.3422784,0.0,0.17797844
196,-29.714462,0.0016666666666666668,19700.0,3940.0,0.09132577,1.1559094,0.78052187,0.18341333,0.35702476,0.0,0.17801605
197,-31.147959,0.0033333333333333335,19800.0,3960.0,0.09128943,0.4324403,0.78064483,0.1834306,0.37404987,0.008333333333333333,0.17802913
198,-30.782608,0.005,19900.0,3980.0,0.09127011,0.77167875,0.78078246,0.18344887,0.35401097,0.008333333333333333,0.17806478
199,-30.583376,0.0033333333333333335,20000.0,4000.0,0.09128108,0.4235206,0.7809048,0.18346234,0.37019053,0.0,0.1781327
