train/episode,stats_o/std,train/success_rate,test/mean_Q,test/reward_compute_count,stats_g/std,test/episode,stats_g/mean,train/critic_loss,test/success_rate,epoch,test/ag_g_dist,train/reward_compute_count,stats_o/mean
2000.0,0.79206747,0.008333333333333333,-23.268042,20000.0,0.23415686,400.0,0.37937966,0.16507109,0.008333333333333333,19,0.96502,100000.0,0.19799119
2100.0,0.7947838,0.008333333333333333,-23.3293,21000.0,0.23429935,420.0,0.37922907,0.17783634,0.016666666666666666,20,0.9332033,105000.0,0.19811712
2200.0,0.79728764,0.0033333333333333335,-24.64543,22000.0,0.2343315,440.0,0.37909302,0.1763945,0.008333333333333333,21,0.9484717,110000.0,0.19810213
2300.0,0.8002214,0.0033333333333333335,-24.951262,23000.0,0.23429699,460.0,0.3790975,0.20530815,0.041666666666666664,22,0.98652864,115000.0,0.1981843
2400.0,0.8032244,0.008333333333333333,-24.824379,24000.0,0.23443846,480.0,0.37897912,0.23114067,0.016666666666666666,23,0.91455346,120000.0,0.1981048
2500.0,0.80576444,0.01,-24.580423,25000.0,0.23442002,500.0,0.37882903,0.20918159,0.016666666666666666,24,0.89345914,125000.0,0.198083
2600.0,0.8082225,0.005,-26.459518,26000.0,0.2345243,520.0,0.3788086,0.20856608,0.016666666666666666,25,0.9998973,130000.0,0.19815819
2700.0,0.81070894,0.006666666666666667,-26.206549,27000.0,0.23458059,540.0,0.37868357,0.22581434,0.0,26,0.92987365,135000.0,0.19800119
2800.0,0.8136394,0.006666666666666667,-26.39504,28000.0,0.23459612,560.0,0.37855992,0.2364291,0.016666666666666666,27,0.93795687,140000.0,0.19783671
2900.0,0.8162675,0.0033333333333333335,-27.311518,29000.0,0.23458801,580.0,0.37856817,0.20791799,0.025000000000000005,28,0.9705148,145000.0,0.19767411
3000.0,0.8188588,0.005,-27.08383,30000.0,0.23454215,600.0,0.3787472,0.24232858,0.03333333333333333,29,0.9723217,150000.0,0.19777286
3100.0,0.82131934,0.006666666666666667,-25.504763,31000.0,0.23466778,620.0,0.37850216,0.23655672,0.016666666666666666,30,0.85624725,155000.0,0.19771077
3200.0,0.8241312,0.008333333333333333,-25.900763,32000.0,0.2348208,640.0,0.37849712,0.26500767,0.049999999999999996,31,0.8827641,160000.0,0.19758423
3300.0,0.82678753,0.005,-26.868147,33000.0,0.23478772,660.0,0.37849107,0.26618028,0.03333333333333333,32,0.9196511,165000.0,0.19743045
3400.0,0.8296403,0.013333333333333334,-27.189547,34000.0,0.23478015,680.0,0.3785036,0.3124319,0.008333333333333333,33,0.928566,170000.0,0.19727258
3500.0,0.8322863,0.006666666666666667,-27.230433,35000.0,0.23478007,700.0,0.378401,0.30980864,0.008333333333333333,34,0.96515435,175000.0,0.1971422
3600.0,0.8348432,0.008333333333333333,-25.131927,36000.0,0.23483638,720.0,0.3780725,0.27390146,0.016666666666666666,35,0.8716,180000.0,0.19699915
3700.0,0.83752817,0.01,-23.809631,37000.0,0.23474455,740.0,0.37801775,0.2891582,0.03333333333333333,36,0.7851291,185000.0,0.19681509
3800.0,0.8401142,0.016666666666666666,-24.518074,38000.0,0.23470195,760.0,0.37792882,0.31052542,0.049999999999999996,37,0.84630746,190000.0,0.19666182
3900.0,0.8425316,0.008333333333333333,-24.263397,39000.0,0.23467517,780.0,0.37776336,0.32367262,0.025000000000000005,38,0.8452738,195000.0,0.19639115
4000.0,0.84444827,0.006666666666666667,-26.237768,40000.0,0.23458795,800.0,0.37768808,0.29850817,0.041666666666666664,39,0.9198411,200000.0,0.19622435
4100.0,0.8467911,0.013333333333333334,-23.791693,41000.0,0.2343721,820.0,0.37774542,0.29773104,0.08333333333333333,40,0.8198835,205000.0,0.19596636
4200.0,0.84900665,0.018333333333333337,-26.004028,42000.0,0.23418479,840.0,0.37782788,0.4018359,0.03333333333333333,41,0.9051087,210000.0,0.1957721
4300.0,0.8511347,0.01,-24.173513,43000.0,0.2341425,860.0,0.37780806,0.25741872,0.05000000000000001,42,0.84383327,215000.0,0.19564515
4400.0,0.8532788,0.01,-27.031706,44000.0,0.23413296,880.0,0.37762085,0.3239185,0.016666666666666666,43,0.9387253,220000.0,0.19543077
4500.0,0.8554223,0.011666666666666665,-25.40982,45000.0,0.23405664,900.0,0.37758264,0.33218822,0.03333333333333333,44,0.84934956,225000.0,0.19531505
4600.0,0.85724133,0.02,-24.179337,46000.0,0.23399313,920.0,0.37745062,0.34850454,0.025000000000000005,45,0.8590398,230000.0,0.1951781
4700.0,0.8588243,0.018333333333333333,-25.191736,47000.0,0.23392113,940.0,0.37733206,0.28679824,0.05000000000000001,46,0.8781359,235000.0,0.19497328
4800.0,0.8605749,0.018333333333333337,-26.061735,48000.0,0.23380327,960.0,0.37734047,0.34368086,0.025000000000000005,47,0.915226,240000.0,0.19478263
4900.0,0.86215544,0.011666666666666667,-23.607626,49000.0,0.2336004,980.0,0.3774803,0.30028403,0.03333333333333333,48,0.8129339,245000.0,0.19469146
5000.0,0.8637982,0.013333333333333334,-22.587366,50000.0,0.23348905,1000.0,0.3774666,0.31748703,0.07500000000000001,49,0.79747075,250000.0,0.19462164
5100.0,0.8653715,0.021666666666666667,-25.285162,51000.0,0.23339467,1020.0,0.3774561,0.3623661,0.008333333333333333,50,0.9061199,255000.0,0.19446726
5200.0,0.8672115,0.011666666666666667,-22.444565,52000.0,0.23332314,1040.0,0.37747148,0.35046756,0.03333333333333333,51,0.84092456,260000.0,0.19426072
5300.0,0.86903834,0.015,-24.863205,53000.0,0.23325562,1060.0,0.3774425,0.44005919,0.05833333333333333,52,0.88930315,265000.0,0.19414137
5400.0,0.87076765,0.015,-23.60566,54000.0,0.23310165,1080.0,0.37753716,0.40924963,0.075,53,0.83903503,270000.0,0.19397424
5500.0,0.87262994,0.015,-20.683805,55000.0,0.23293804,1100.0,0.37760422,0.3383913,0.06666666666666667,54,0.7562272,275000.0,0.19381507
5600.0,0.87428015,0.008333333333333333,-22.90541,56000.0,0.23283815,1120.0,0.37763914,0.40586305,0.05833333333333333,55,0.84578705,280000.0,0.19363588
5700.0,0.87594175,0.016666666666666666,-23.64115,57000.0,0.23269247,1140.0,0.37775806,0.34517336,0.041666666666666664,56,0.88050556,285000.0,0.19346963
5800.0,0.8774522,0.005,-23.296715,58000.0,0.23263247,1160.0,0.37781152,0.30683193,0.016666666666666666,57,0.84756327,290000.0,0.19329633
5900.0,0.87890893,0.013333333333333334,-20.769732,59000.0,0.23251958,1180.0,0.3778148,0.34649825,0.03333333333333333,58,0.72880954,295000.0,0.19311243
6000.0,0.8802642,0.013333333333333334,-21.410326,60000.0,0.23245798,1200.0,0.3778518,0.32171163,0.05000000000000001,59,0.78803784,300000.0,0.1929075
6100.0,0.88163704,0.021666666666666667,-21.854712,61000.0,0.23233332,1220.0,0.37803158,0.29417968,0.049999999999999996,60,0.7809332,305000.0,0.19276156
6200.0,0.8829728,0.021666666666666667,-22.248495,62000.0,0.23223631,1240.0,0.37794685,0.39087558,0.05000000000000001,61,0.791828,310000.0,0.19260289
6300.0,0.8842198,0.024999999999999998,-20.6699,63000.0,0.23218735,1260.0,0.3778967,0.34593773,0.049999999999999996,62,0.72332454,315000.0,0.1924058
6400.0,0.88550454,0.030000000000000002,-20.4443,64000.0,0.23204075,1280.0,0.3779459,0.3871934,0.05833333333333333,63,0.7319417,320000.0,0.19227605
6500.0,0.8865784,0.028333333333333332,-20.393702,65000.0,0.2318948,1300.0,0.3779854,0.32379708,0.09166666666666667,64,0.7060686,325000.0,0.19218445
6600.0,0.88785464,0.015,-21.599874,66000.0,0.23180003,1320.0,0.37807122,0.37035015,0.07500000000000001,65,0.7807991,330000.0,0.19206949
6700.0,0.88918996,0.023333333333333334,-20.539782,67000.0,0.23167495,1340.0,0.37812486,0.44835165,0.11666666666666665,66,0.71152633,335000.0,0.1919319
6800.0,0.89052653,0.02,-21.782015,68000.0,0.23159023,1360.0,0.37804517,0.43438244,0.05000000000000001,67,0.793103,340000.0,0.19173713
6900.0,0.89178103,0.03333333333333333,-22.12,69000.0,0.23146395,1380.0,0.37817916,0.43485066,0.05833333333333333,68,0.7963572,345000.0,0.1915526
7000.0,0.8930941,0.02666666666666667,-20.098177,70000.0,0.23134147,1400.0,0.37818632,0.37840378,0.075,69,0.7133005,350000.0,0.19142872
7100.0,0.894203,0.021666666666666667,-20.768341,71000.0,0.23120598,1420.0,0.37833402,0.35011414,0.03333333333333333,70,0.7631774,355000.0,0.19128884
7200.0,0.89529824,0.015,-20.880346,72000.0,0.23115347,1440.0,0.37829605,0.37132215,0.07500000000000001,71,0.7828582,360000.0,0.19115464
7300.0,0.8963697,0.028333333333333332,-21.372442,73000.0,0.23104505,1460.0,0.378307,0.39740935,0.075,72,0.7907583,365000.0,0.1910513
7400.0,0.8975181,0.018333333333333333,-19.692648,74000.0,0.23092704,1480.0,0.3783504,0.3963113,0.075,73,0.74070066,370000.0,0.19102053
7500.0,0.89864486,0.03,-19.695724,75000.0,0.23086415,1500.0,0.37844768,0.38728476,0.13333333333333333,74,0.753923,375000.0,0.1909384
7600.0,0.8996337,0.015,-21.473282,76000.0,0.2307419,1520.0,0.37843594,0.3740814,0.09999999999999999,75,0.7932492,380000.0,0.19081275
7700.0,0.90058273,0.016666666666666666,-18.84729,77000.0,0.23067336,1540.0,0.37851968,0.31386968,0.15,76,0.7254577,385000.0,0.19074996
7800.0,0.9016158,0.023333333333333334,-18.307804,78000.0,0.23059452,1560.0,0.37851238,0.4924101,0.10833333333333334,77,0.70530033,390000.0,0.19061856
7900.0,0.9026632,0.02666666666666667,-19.695154,79000.0,0.23054974,1580.0,0.3784863,0.36208618,0.08333333333333333,78,0.7383592,395000.0,0.19051953
8000.0,0.90368944,0.04833333333333334,-19.44749,80000.0,0.23045428,1600.0,0.37858078,0.3896985,0.10833333333333334,79,0.68236494,400000.0,0.19044995
8100.0,0.90482503,0.023333333333333334,-19.551779,81000.0,0.23041768,1620.0,0.37861773,0.31083128,0.09166666666666667,80,0.7127487,405000.0,0.19037668
8200.0,0.9058487,0.035,-18.55953,82000.0,0.23032375,1640.0,0.37871218,0.44854197,0.11666666666666668,81,0.6952645,410000.0,0.19034214
8300.0,0.9068992,0.025000000000000005,-18.897493,83000.0,0.2302324,1660.0,0.3787261,0.40780815,0.11666666666666668,82,0.72080106,415000.0,0.1902513
8400.0,0.90794057,0.023333333333333334,-17.59408,84000.0,0.23014034,1680.0,0.37879542,0.38313904,0.09999999999999999,83,0.66949886,420000.0,0.19016773
8500.0,0.908992,0.028333333333333332,-20.911848,85000.0,0.23008259,1700.0,0.37883434,0.41798845,0.06666666666666667,84,0.7923468,425000.0,0.19003958
8600.0,0.910116,0.03833333333333334,-17.050716,86000.0,0.23000686,1720.0,0.37878266,0.35693884,0.13333333333333333,85,0.64720565,430000.0,0.18994153
8700.0,0.9110732,0.021666666666666667,-18.780535,87000.0,0.22994232,1740.0,0.378912,0.36734328,0.10000000000000002,86,0.68374807,435000.0,0.18988891
8800.0,0.91201705,0.02666666666666667,-19.195133,88000.0,0.22989102,1760.0,0.37895513,0.3664781,0.11666666666666665,87,0.7331233,440000.0,0.18982102
8900.0,0.9129426,0.035,-16.654413,89000.0,0.22976027,1780.0,0.37894347,0.35902157,0.11666666666666665,88,0.6339907,445000.0,0.18973245
9000.0,0.9138511,0.024999999999999998,-17.155771,90000.0,0.2296737,1800.0,0.3789833,0.34596527,0.10000000000000002,89,0.6932683,450000.0,0.18963486
9100.0,0.9147385,0.036666666666666674,-18.7116,91000.0,0.22956167,1820.0,0.37902927,0.37913704,0.075,90,0.7124305,455000.0,0.18951033
9200.0,0.9157057,0.045000000000000005,-18.019247,92000.0,0.22943328,1840.0,0.37907776,0.44003844,0.075,91,0.693054,460000.0,0.18938236
9300.0,0.9165359,0.04666666666666667,-17.845861,93000.0,0.2293355,1860.0,0.37912235,0.40472803,0.10833333333333332,92,0.71036106,465000.0,0.18930773
9400.0,0.91731095,0.036666666666666674,-17.997671,94000.0,0.22928958,1880.0,0.3790764,0.38642415,0.1416666666666667,93,0.69338083,470000.0,0.18918335
9500.0,0.918195,0.04,-18.347198,95000.0,0.22922568,1900.0,0.37911907,0.4184425,0.10000000000000002,94,0.69763833,475000.0,0.18901084
9600.0,0.9190523,0.03333333333333333,-16.732264,96000.0,0.22918205,1920.0,0.37918922,0.4439784,0.10833333333333334,95,0.64971805,480000.0,0.18892552
9700.0,0.91989857,0.03166666666666667,-17.966646,97000.0,0.2290783,1940.0,0.3792582,0.4898167,0.07500000000000001,96,0.6940939,485000.0,0.1888731
9800.0,0.92068785,0.03333333333333333,-15.983439,98000.0,0.22899903,1960.0,0.3793634,0.37251055,0.125,97,0.6174368,490000.0,0.1887662
9900.0,0.92148083,0.028333333333333335,-16.118528,99000.0,0.22891654,1980.0,0.37942982,0.34655133,0.10833333333333334,98,0.63629824,495000.0,0.1886701
10000.0,0.92222387,0.03,-17.824503,100000.0,0.22884683,2000.0,0.37950477,0.74238944,0.10833333333333332,99,0.6838437,500000.0,0.18858524
10100.0,0.9230103,0.026666666666666672,-17.470613,101000.0,0.2288152,2020.0,0.37948385,0.4447159,0.09999999999999999,100,0.6647231,505000.0,0.18847175
10200.0,0.9238003,0.028333333333333332,-16.597017,102000.0,0.2287759,2040.0,0.3795986,0.4875052,0.11666666666666665,101,0.62257797,510000.0,0.18839867
10300.0,0.9246423,0.03833333333333333,-15.835238,103000.0,0.22868331,2060.0,0.37968937,0.43295684,0.075,102,0.6242439,515000.0,0.18830125
10400.0,0.92552584,0.021666666666666667,-16.396513,104000.0,0.22859143,2080.0,0.37976602,0.41842768,0.11666666666666665,103,0.64404905,520000.0,0.188195
10500.0,0.9263346,0.035,-15.630187,105000.0,0.2285298,2100.0,0.37983942,0.3867401,0.10833333333333334,104,0.618807,525000.0,0.1881305
10600.0,0.92716044,0.04,-16.824495,106000.0,0.22844143,2120.0,0.3798602,0.35014057,0.17500000000000002,105,0.7095742,530000.0,0.18804018
10700.0,0.9279596,0.036666666666666674,-15.781951,107000.0,0.22837822,2140.0,0.3798786,0.39527297,0.10833333333333332,106,0.619633,535000.0,0.18793406
10800.0,0.92869705,0.03833333333333334,-16.671034,108000.0,0.22833972,2160.0,0.37988123,0.46032968,0.09166666666666667,107,0.62038094,540000.0,0.18788773
10900.0,0.92943007,0.04,-16.781132,109000.0,0.22829114,2180.0,0.37991968,0.43879464,0.125,108,0.70009094,545000.0,0.18781213
11000.0,0.9302586,0.03333333333333333,-17.005537,110000.0,0.22818832,2200.0,0.38001528,0.3666706,0.14166666666666666,109,0.68305844,550000.0,0.18774976
11100.0,0.93096185,0.021666666666666667,-14.642404,111000.0,0.2281401,2220.0,0.38008532,0.42980745,0.17500000000000002,110,0.58643085,555000.0,0.18767971
11200.0,0.9316465,0.03166666666666667,-17.081728,112000.0,0.22805901,2240.0,0.38015056,0.6221363,0.125,111,0.65553755,560000.0,0.187595
11300.0,0.93228364,0.03166666666666667,-15.687083,113000.0,0.22796498,2260.0,0.3801513,0.38387713,0.15,112,0.6093072,565000.0,0.18750264
11400.0,0.9328702,0.045000000000000005,-17.707077,114000.0,0.22791143,2280.0,0.3802366,0.40435946,0.09166666666666667,113,0.6969013,570000.0,0.18743803
11500.0,0.933477,0.04,-16.418625,115000.0,0.22787337,2300.0,0.3802807,0.39212695,0.11666666666666665,114,0.6121314,575000.0,0.18736194
11600.0,0.93415624,0.03333333333333333,-15.572685,116000.0,0.22781448,2320.0,0.38029155,0.3880165,0.13333333333333333,115,0.62203985,580000.0,0.18725072
11700.0,0.934802,0.043333333333333335,-17.499155,117000.0,0.22772975,2340.0,0.38039532,0.5697854,0.09999999999999999,116,0.70782524,585000.0,0.18717317
11800.0,0.9353743,0.023333333333333334,-16.272429,118000.0,0.22766685,2360.0,0.38042155,0.42556086,0.125,117,0.6505584,590000.0,0.18710667
11900.0,0.9359365,0.03833333333333334,-16.706638,119000.0,0.22762208,2380.0,0.38039747,0.52621394,0.11666666666666668,118,0.6852543,595000.0,0.18703575
12000.0,0.9365395,0.043333333333333335,-14.660305,120000.0,0.22755687,2400.0,0.380388,0.37805888,0.15833333333333335,119,0.5824346,600000.0,0.18696225
12100.0,0.9370398,0.045000000000000005,-16.895502,121000.0,0.22748785,2420.0,0.38041374,0.5033954,0.11666666666666665,120,0.6768821,605000.0,0.18688016
12200.0,0.9375369,0.03666666666666666,-14.977233,122000.0,0.2274435,2440.0,0.38045904,0.36767054,0.20833333333333334,121,0.5581906,610000.0,0.1868627
12300.0,0.938091,0.04,-15.498319,123000.0,0.22740538,2460.0,0.3804272,0.4317876,0.15833333333333335,122,0.64436334,615000.0,0.18679865
12400.0,0.93860507,0.03833333333333333,-15.725192,124000.0,0.22735013,2480.0,0.3804666,0.36978093,0.17499999999999996,123,0.6022881,620000.0,0.18677242
12500.0,0.93916506,0.03833333333333334,-16.020847,125000.0,0.2272882,2500.0,0.38052836,0.4335601,0.14166666666666666,124,0.6567214,625000.0,0.18670724
12600.0,0.939653,0.03166666666666667,-16.07338,126000.0,0.227241,2520.0,0.38058117,0.464069,0.16666666666666666,125,0.6479201,630000.0,0.18665777
12700.0,0.94017583,0.04,-17.277647,127000.0,0.22720301,2540.0,0.38061532,0.4067634,0.21666666666666667,126,0.69691104,635000.0,0.18662174
12800.0,0.9406665,0.04,-16.427109,128000.0,0.22714864,2560.0,0.3806537,0.47173706,0.09166666666666667,127,0.6162647,640000.0,0.18658525
12900.0,0.94117516,0.04,-15.450847,129000.0,0.22711639,2580.0,0.38068652,0.49457705,0.10833333333333334,128,0.62460744,645000.0,0.1865416
13000.0,0.94168925,0.04,-16.125605,130000.0,0.22707675,2600.0,0.3807346,0.39393592,0.18333333333333335,129,0.6289477,650000.0,0.18650742
13100.0,0.94222957,0.04,-16.941378,131000.0,0.2270474,2620.0,0.38074836,0.43579376,0.16666666666666666,130,0.6660633,655000.0,0.1864789
13200.0,0.9427245,0.03833333333333334,-17.427156,132000.0,0.22701092,2640.0,0.38075557,0.5481161,0.09166666666666667,131,0.6655831,660000.0,0.1864516
13300.0,0.9432642,0.02666666666666667,-15.741989,133000.0,0.22697215,2660.0,0.38074872,0.41327295,0.19999999999999998,132,0.6117042,665000.0,0.18638702
13400.0,0.9437801,0.041666666666666664,-16.359827,134000.0,0.22693796,2680.0,0.38076082,0.5095398,0.1416666666666667,133,0.65048414,670000.0,0.18631302
13500.0,0.9443042,0.03833333333333334,-16.501282,135000.0,0.22692008,2700.0,0.38075414,0.43245366,0.10833333333333332,134,0.65011746,675000.0,0.18622713
13600.0,0.9447611,0.04,-14.874501,136000.0,0.22689356,2720.0,0.3807976,0.38464448,0.17500000000000002,135,0.58191544,680000.0,0.18613298
13700.0,0.94520664,0.045000000000000005,-13.966878,137000.0,0.22688757,2740.0,0.3808333,0.4774797,0.20833333333333334,136,0.5341608,685000.0,0.1861053
13800.0,0.9456937,0.03166666666666667,-14.267179,138000.0,0.2268294,2760.0,0.3808392,0.39012036,0.15833333333333335,137,0.560973,690000.0,0.18604459
13900.0,0.94614285,0.043333333333333335,-16.089067,139000.0,0.22682606,2780.0,0.38085976,0.4015982,0.10833333333333334,138,0.6383074,695000.0,0.18598151
14000.0,0.9466009,0.056666666666666664,-14.065292,140000.0,0.22680621,2800.0,0.380836,0.46503583,0.16666666666666666,139,0.55060595,700000.0,0.18592758
14100.0,0.9470542,0.043333333333333335,-13.491208,141000.0,0.22677292,2820.0,0.38081178,0.3786795,0.20000000000000004,140,0.5361456,705000.0,0.1859039
14200.0,0.9474667,0.043333333333333335,-14.956039,142000.0,0.22674835,2840.0,0.38080773,0.36846507,0.12500000000000003,141,0.5914242,710000.0,0.18587263
14300.0,0.9479018,0.035,-14.138801,143000.0,0.2267393,2860.0,0.38082662,0.4210964,0.19166666666666665,142,0.5943396,715000.0,0.1858304
14400.0,0.94832593,0.04833333333333334,-14.4414625,144000.0,0.22672616,2880.0,0.38081172,0.46932733,0.10833333333333334,143,0.607017,720000.0,0.18579705
14500.0,0.94875747,0.03,-15.626483,145000.0,0.22669192,2900.0,0.38083252,0.38471663,0.09999999999999999,144,0.6136968,725000.0,0.18573947
14600.0,0.9491871,0.041666666666666664,-15.800942,146000.0,0.2266662,2920.0,0.3808631,0.3756512,0.1416666666666667,145,0.6415143,730000.0,0.18569274
14700.0,0.9496124,0.03833333333333334,-15.888485,147000.0,0.22663517,2940.0,0.38090405,0.4159156,0.13333333333333333,146,0.65410775,735000.0,0.18563758
14800.0,0.95003074,0.03833333333333333,-15.626155,148000.0,0.22660191,2960.0,0.3809341,0.4229258,0.1416666666666667,147,0.6624258,740000.0,0.18560342
14900.0,0.95042825,0.04,-14.659087,149000.0,0.22659744,2980.0,0.3809727,0.39264205,0.15,148,0.5899879,745000.0,0.18557663
15000.0,0.9507976,0.045000000000000005,-14.734444,150000.0,0.22657435,3000.0,0.38099876,0.43730998,0.15,149,0.63421947,750000.0,0.18554999
15100.0,0.9512238,0.03166666666666667,-14.721013,151000.0,0.2265179,3020.0,0.38104257,0.5543142,0.16666666666666666,150,0.6256617,755000.0,0.18550365
15200.0,0.95155686,0.03166666666666667,-14.253186,152000.0,0.22648077,3040.0,0.38106725,0.38677034,0.18333333333333335,151,0.6319352,760000.0,0.1854529
15300.0,0.9518741,0.041666666666666664,-14.774692,153000.0,0.22645576,3060.0,0.3810861,0.5644438,0.15,152,0.59963757,765000.0,0.18541716
15400.0,0.9522001,0.04666666666666666,-14.173752,154000.0,0.2264144,3080.0,0.3810934,0.45101586,0.17500000000000002,153,0.59683424,770000.0,0.18539445
15500.0,0.95252985,0.03666666666666667,-14.6966095,155000.0,0.22639497,3100.0,0.3811005,0.52714354,0.19999999999999998,154,0.5984412,775000.0,0.18536238
15600.0,0.9528888,0.04666666666666667,-15.877907,156000.0,0.22636639,3120.0,0.38111392,0.44344065,0.10833333333333334,155,0.6403075,780000.0,0.18534511
15700.0,0.9532756,0.05499999999999999,-15.189275,157000.0,0.22637172,3140.0,0.3811051,0.61016655,0.18333333333333335,156,0.62621427,785000.0,0.1853003
15800.0,0.95363647,0.03166666666666667,-13.939364,158000.0,0.22634768,3160.0,0.3811153,0.4953119,0.2416666666666667,157,0.57213944,790000.0,0.18528883
15900.0,0.9539301,0.051666666666666666,-13.963595,159000.0,0.2263204,3180.0,0.381121,0.5272082,0.16666666666666666,158,0.582604,795000.0,0.18523668
16000.0,0.95423055,0.03833333333333333,-15.623441,160000.0,0.22628947,3200.0,0.38115072,0.40420142,0.15,159,0.6537786,800000.0,0.1851912
16100.0,0.9546127,0.05333333333333332,-15.042618,161000.0,0.2262506,3220.0,0.3811871,0.58744913,0.13333333333333333,160,0.6118951,805000.0,0.18515523
16200.0,0.9549535,0.05000000000000001,-13.981967,162000.0,0.22619598,3240.0,0.38124475,0.426294,0.17499999999999996,161,0.587454,810000.0,0.18511361
16300.0,0.9552819,0.04666666666666667,-15.149058,163000.0,0.22617339,3260.0,0.38126755,0.42119756,0.21666666666666667,162,0.6233235,815000.0,0.18506904
16400.0,0.9556199,0.03666666666666667,-14.0789385,164000.0,0.22613645,3280.0,0.38129404,0.5933986,0.1416666666666667,163,0.58130544,820000.0,0.18503396
16500.0,0.9559491,0.035,-13.181094,165000.0,0.22611426,3300.0,0.38127494,0.6001728,0.16666666666666666,164,0.5618668,825000.0,0.18499015
16600.0,0.9562669,0.049999999999999996,-14.159148,166000.0,0.22609611,3320.0,0.381278,0.44431642,0.17500000000000002,165,0.6016063,830000.0,0.18492405
16700.0,0.95656234,0.035,-13.161285,167000.0,0.22606294,3340.0,0.3813176,0.42957303,0.19999999999999998,166,0.5467194,835000.0,0.18490978
16800.0,0.95686674,0.043333333333333335,-13.9222765,168000.0,0.22602023,3360.0,0.38134786,0.39511085,0.16666666666666666,167,0.5533325,840000.0,0.18486285
16900.0,0.95721537,0.043333333333333335,-13.4954405,169000.0,0.22598304,3380.0,0.3814281,0.38492194,0.24166666666666667,168,0.56433415,845000.0,0.18484335
17000.0,0.9575588,0.043333333333333335,-13.562214,170000.0,0.22594927,3400.0,0.38146433,0.55926067,0.20833333333333334,169,0.5387826,850000.0,0.18483394
17100.0,0.9578975,0.04,-13.910266,171000.0,0.22591327,3420.0,0.38151416,0.40786508,0.15,170,0.5786257,855000.0,0.18481363
17200.0,0.95824414,0.05333333333333334,-13.132614,172000.0,0.22591035,3440.0,0.3815432,0.4301834,0.20833333333333334,171,0.55228466,860000.0,0.18477713
17300.0,0.95858043,0.07,-13.947281,173000.0,0.22588368,3460.0,0.3815589,0.48642167,0.19999999999999998,172,0.58945704,865000.0,0.18471968
