train/episode,epoch,train/critic_loss,test/mean_Q,test/episode,test/success_rate,stats_g/std,stats_o/std,stats_o/mean,train/success_rate,test/ag_g_dist,stats_g/mean
9700.0,96,6.712126,-26.492508,1940.0,0.325,0.19118737,0.10388091,0.18980055,0.14333333333333334,0.19027032,0.80758494
9800.0,97,6.9401207,-27.976198,1960.0,0.2416666666666667,0.19094492,0.10384462,0.18983972,0.1416666666666667,0.22468294,0.80786747
9900.0,98,6.54303,-26.615454,1980.0,0.3,0.19068767,0.10375305,0.1898969,0.13333333333333333,0.19944902,0.80819935
10000.0,99,8.03019,-27.322752,2000.0,0.24166666666666667,0.1904502,0.10370707,0.1899345,0.1366666666666667,0.21717246,0.8085157
10100.0,100,5.639361,-27.090174,2020.0,0.3333333333333333,0.19017263,0.103605546,0.19000423,0.12833333333333333,0.22205561,0.80874944
10200.0,101,6.674994,-24.880568,2040.0,0.3333333333333333,0.18992752,0.10355177,0.1900797,0.12833333333333333,0.21653569,0.8090467
10300.0,102,6.6800513,-27.69133,2060.0,0.2833333333333333,0.18964422,0.10348464,0.19013554,0.13166666666666668,0.2141952,0.80928427
10400.0,103,8.389408,-27.038599,2080.0,0.2416666666666667,0.18939383,0.103371374,0.19016032,0.13,0.20454042,0.80948776
10500.0,104,8.984933,-28.561226,2100.0,0.3,0.18915157,0.10326465,0.19019209,0.11166666666666668,0.2459382,0.8096922
10600.0,105,5.792516,-31.229883,2120.0,0.20000000000000004,0.18888395,0.10313412,0.19021983,0.13000000000000003,0.2606372,0.80983704
10700.0,106,2.7314184,-31.523254,2140.0,0.31666666666666665,0.18862724,0.10299445,0.19026117,0.125,0.23510428,0.8099944
10800.0,107,8.821221,-30.342466,2160.0,0.3083333333333333,0.18839957,0.10288452,0.19029741,0.10666666666666667,0.238813,0.81011087
10900.0,108,3.9801548,-30.411089,2180.0,0.3666666666666667,0.18820016,0.102790706,0.19034027,0.11333333333333334,0.21322866,0.8103207
11000.0,109,4.997671,-34.566208,2200.0,0.18333333333333335,0.1879612,0.102707654,0.19035228,0.145,0.23244782,0.8103993
11100.0,110,7.62927,-28.541962,2220.0,0.3,0.18774824,0.10260043,0.19034271,0.14500000000000002,0.24707718,0.81047374
11200.0,111,10.319076,-31.012125,2240.0,0.3416666666666666,0.18761651,0.102468766,0.19036768,0.12,0.25442013,0.81062055
11300.0,112,5.5333724,-28.933886,2260.0,0.25,0.1874444,0.102361046,0.19038479,0.11833333333333333,0.2857963,0.81069833
11400.0,113,8.998483,-32.8303,2280.0,0.25,0.18724382,0.10224902,0.19038789,0.13333333333333333,0.26402113,0.8107531
11500.0,114,6.1586266,-29.585047,2300.0,0.2833333333333333,0.18713243,0.10215736,0.19038546,0.10666666666666667,0.25963858,0.8107484
11600.0,115,7.454139,-32.144527,2320.0,0.2916666666666667,0.18701436,0.10205159,0.19039147,0.11666666666666665,0.2805508,0.81079894
11700.0,116,5.0096674,-28.011375,2340.0,0.3666666666666667,0.18690078,0.10196499,0.19039087,0.12166666666666666,0.22436993,0.8108318
11800.0,117,7.066046,-33.15113,2360.0,0.25,0.18672091,0.101889946,0.19040625,0.11666666666666665,0.26324502,0.8109333
11900.0,118,8.663338,-30.357811,2380.0,0.3333333333333333,0.18658186,0.10181802,0.19041266,0.12,0.21214855,0.8110537
12000.0,119,7.37063,-28.02971,2400.0,0.39999999999999997,0.18637507,0.10176169,0.19043072,0.14833333333333334,0.23364419,0.81120414
12100.0,120,9.418145,-31.231684,2420.0,0.35000000000000003,0.18624085,0.10178361,0.19047718,0.09000000000000001,0.21481806,0.8113857
12200.0,121,8.195085,-27.945871,2440.0,0.39166666666666666,0.18602423,0.101784796,0.19049805,0.14666666666666667,0.23887306,0.8114888
12300.0,122,8.77641,-24.568125,2460.0,0.31666666666666665,0.18586169,0.10180295,0.19052608,0.13166666666666668,0.23344576,0.8116169
12400.0,123,7.1625667,-23.423132,2480.0,0.2833333333333333,0.18566759,0.10183481,0.19057101,0.12333333333333334,0.21666543,0.8117892
12500.0,124,7.0240645,-28.0552,2500.0,0.3,0.18547036,0.10185868,0.1905999,0.13166666666666668,0.229573,0.8119366
12600.0,125,5.6514134,-24.610495,2520.0,0.27499999999999997,0.1852666,0.101836,0.19061811,0.11333333333333333,0.23594938,0.81208396
12700.0,126,4.661446,-23.249664,2540.0,0.31666666666666665,0.18507417,0.101789385,0.19065817,0.10833333333333334,0.23235588,0.8121672
12800.0,127,5.061176,-25.526613,2560.0,0.20833333333333334,0.18486726,0.101766236,0.19070195,0.11499999999999999,0.2584525,0.8122685
12900.0,128,8.248279,-24.262619,2580.0,0.27499999999999997,0.18465614,0.10172978,0.19073118,0.12833333333333333,0.24765263,0.8123641
13000.0,129,5.18107,-24.783424,2600.0,0.26666666666666666,0.1845098,0.101699285,0.19075835,0.10666666666666667,0.22198768,0.81244344
13100.0,130,6.2653794,-25.148256,2620.0,0.3499999999999999,0.18431453,0.10165306,0.19077416,0.11333333333333333,0.20937972,0.8125265
13200.0,131,4.6263714,-29.188217,2640.0,0.20833333333333334,0.18413043,0.101606816,0.19079012,0.10500000000000002,0.20712537,0.8125964
13300.0,132,5.3044343,-27.673803,2660.0,0.19999999999999998,0.1839846,0.101559155,0.19079779,0.11833333333333333,0.29839295,0.81262344
13400.0,133,4.6852856,-25.99941,2680.0,0.35000000000000003,0.18379557,0.1014623,0.19078714,0.15333333333333335,0.26170743,0.81261235
13500.0,134,7.1334424,-24.3206,2700.0,0.3,0.18366797,0.10137875,0.19075705,0.10000000000000002,0.28870323,0.8125251
13600.0,135,8.743732,-24.849045,2720.0,0.25,0.18356104,0.10130093,0.19072063,0.09666666666666668,0.33231023,0.81237584
13700.0,136,4.367022,-24.728964,2740.0,0.2416666666666667,0.18347804,0.10122552,0.19066621,0.07,0.33207324,0.8122258
13800.0,137,4.7713847,-26.92901,2760.0,0.20000000000000004,0.18332578,0.10112979,0.19062473,0.06666666666666667,0.32761142,0.8121808
13900.0,138,7.60177,-26.230688,2780.0,0.24166666666666667,0.18318683,0.101012796,0.19058315,0.08666666666666667,0.29814574,0.81205994
14000.0,139,3.8501403,-25.52963,2800.0,0.3,0.18308419,0.10091814,0.19055098,0.09166666666666667,0.34032163,0.81201977
14100.0,140,6.1673374,-28.194258,2820.0,0.3083333333333333,0.18299194,0.10081885,0.19052553,0.09333333333333334,0.2739646,0.8119865
14200.0,141,6.086555,-27.928558,2840.0,0.325,0.1829061,0.100725405,0.19050562,0.105,0.29740718,0.8120019
14300.0,142,8.172441,-27.404123,2860.0,0.28333333333333327,0.18281324,0.1006655,0.19048564,0.10000000000000002,0.26838347,0.81199265
14400.0,143,6.656202,-29.133202,2880.0,0.3,0.1827027,0.10059019,0.1904801,0.11666666666666665,0.2963834,0.81202817
14500.0,144,7.4222426,-28.947014,2900.0,0.31666666666666665,0.18256539,0.1005126,0.19049378,0.11333333333333334,0.24464512,0.81214744
14600.0,145,7.2749596,-30.375051,2920.0,0.30833333333333335,0.18241072,0.10043811,0.19048841,0.135,0.25933352,0.8122058
14700.0,146,6.8843675,-30.297266,2940.0,0.35833333333333334,0.1822847,0.100370675,0.19047879,0.12666666666666668,0.27643624,0.8122919
14800.0,147,7.877321,-31.07161,2960.0,0.2833333333333334,0.18214424,0.10026904,0.19048645,0.12,0.27081954,0.81238985
14900.0,148,8.645282,-29.814901,2980.0,0.3333333333333333,0.18202697,0.100211404,0.19048984,0.11333333333333334,0.23097438,0.8124556
15000.0,149,7.506207,-33.11912,3000.0,0.2833333333333334,0.18191288,0.100165986,0.19050013,0.11499999999999999,0.26573348,0.8125608
15100.0,150,6.8116183,-32.59113,3020.0,0.3083333333333333,0.18182902,0.10014466,0.19050212,0.12666666666666668,0.23918574,0.81265354
15200.0,151,6.6120534,-30.455307,3040.0,0.3333333333333333,0.18171547,0.100065134,0.19051176,0.12666666666666668,0.235703,0.81273144
15300.0,152,6.619076,-32.45756,3060.0,0.2916666666666667,0.18160003,0.100001425,0.19052376,0.13,0.22242415,0.81282026
15400.0,153,2.4854693,-29.942139,3080.0,0.46666666666666673,0.18148643,0.09995038,0.19053833,0.1416666666666667,0.20289455,0.8129256
15500.0,154,8.66445,-30.810806,3100.0,0.43333333333333335,0.18136483,0.0998965,0.19055204,0.105,0.19444418,0.8130288
15600.0,155,4.0936475,-31.237234,3120.0,0.44166666666666665,0.18125333,0.09983639,0.190574,0.12666666666666668,0.21788244,0.81316024
15700.0,156,3.9964466,-34.043423,3140.0,0.3,0.1811642,0.09979462,0.19058172,0.1366666666666667,0.23911412,0.8132763
15800.0,157,5.6230316,-31.19629,3160.0,0.38333333333333336,0.18107764,0.099743664,0.19059455,0.16166666666666665,0.24120922,0.8134014
15900.0,158,10.803971,-31.823822,3180.0,0.3583333333333334,0.18100832,0.0997083,0.19060381,0.13,0.20900638,0.8134906
16000.0,159,7.285358,-31.124634,3200.0,0.43333333333333335,0.18092282,0.09965312,0.190616,0.13,0.2130701,0.8135875
16100.0,160,5.7483726,-31.13001,3220.0,0.39166666666666666,0.18082811,0.09960822,0.1906312,0.15166666666666667,0.22460759,0.81371194
16200.0,161,9.091342,-28.562994,3240.0,0.43333333333333335,0.18074141,0.099602796,0.1906435,0.15166666666666667,0.21858567,0.813842
16300.0,162,10.767354,-31.253492,3260.0,0.425,0.18067686,0.099605344,0.19067173,0.15,0.19533753,0.81396574
16400.0,163,4.5411186,-28.694466,3280.0,0.3666666666666667,0.18056475,0.09957083,0.19069465,0.14,0.19590192,0.8141015
16500.0,164,6.4489503,-31.821783,3300.0,0.325,0.1804967,0.09959275,0.1907111,0.11333333333333333,0.19563262,0.8141989
16600.0,165,5.4301543,-30.08915,3320.0,0.425,0.18041235,0.099596955,0.19074969,0.13333333333333333,0.20272328,0.8143328
16700.0,166,3.6673126,-30.832924,3340.0,0.49166666666666664,0.18035056,0.09960717,0.19077905,0.12166666666666666,0.18745542,0.814454
16800.0,167,5.211473,-31.906984,3360.0,0.3333333333333333,0.18034099,0.09963008,0.19081347,0.13833333333333334,0.17808156,0.8145819
16900.0,168,7.174755,-28.353918,3380.0,0.46666666666666673,0.18023986,0.09960883,0.19084053,0.15666666666666668,0.20057063,0.8147605
17000.0,169,4.3830266,-30.17341,3400.0,0.43333333333333335,0.18018268,0.09961172,0.19087406,0.12,0.1854688,0.8149111
17100.0,170,7.511112,-30.310976,3420.0,0.46666666666666673,0.18009104,0.09962151,0.19091202,0.135,0.1758673,0.81503063
17200.0,171,8.010631,-29.331161,3440.0,0.5166666666666667,0.1800083,0.099600405,0.19093557,0.13333333333333333,0.19996345,0.81515414
17300.0,172,10.058311,-30.63498,3460.0,0.3499999999999999,0.17998028,0.09959388,0.19095838,0.15666666666666668,0.20823812,0.8152249
17400.0,173,6.413255,-28.870325,3480.0,0.5333333333333333,0.17988664,0.09958193,0.19098681,0.125,0.17437734,0.81532246
17500.0,174,8.788495,-28.232656,3500.0,0.5416666666666666,0.17983134,0.099590085,0.19100136,0.14,0.17920077,0.81542635
17600.0,175,5.329125,-29.702072,3520.0,0.4833333333333334,0.17972855,0.099556826,0.19101621,0.14833333333333334,0.20060563,0.8155575
17700.0,176,5.094504,-29.692009,3540.0,0.43333333333333335,0.17966338,0.09954407,0.19102532,0.14333333333333334,0.21960337,0.8156484
17800.0,177,12.5130005,-32.3974,3560.0,0.35000000000000003,0.17957395,0.09950546,0.19104111,0.14166666666666666,0.2338412,0.8157287
17900.0,178,4.3928747,-31.683563,3580.0,0.3416666666666666,0.17945898,0.09946058,0.1910556,0.13166666666666668,0.22631441,0.8158148
18000.0,179,7.572151,-33.412754,3600.0,0.3083333333333333,0.17939615,0.09943223,0.19107275,0.13,0.22433223,0.8158991
18100.0,180,5.075955,-29.350622,3620.0,0.43333333333333335,0.1792913,0.09937296,0.19108903,0.11499999999999999,0.21773595,0.8159947
18200.0,181,7.186297,-31.225195,3640.0,0.3833333333333333,0.17921345,0.099374056,0.19110914,0.105,0.25642994,0.816068
18300.0,182,7.186708,-29.894903,3660.0,0.45,0.17912857,0.0993497,0.19112837,0.13166666666666668,0.18185289,0.81615686
18400.0,183,5.6227946,-30.86402,3680.0,0.4083333333333334,0.17905621,0.09932429,0.19115426,0.13999999999999999,0.21178405,0.81626266
18500.0,184,4.9321923,-30.023352,3700.0,0.4083333333333334,0.17901854,0.09932146,0.19116533,0.14833333333333334,0.23897938,0.8163386
18600.0,185,3.825692,-31.050545,3720.0,0.375,0.17899181,0.09931707,0.19118208,0.12833333333333333,0.22100033,0.8164034
18700.0,186,8.482902,-28.501516,3740.0,0.48333333333333334,0.17895989,0.09927628,0.19119175,0.12833333333333333,0.2010165,0.8164327
18800.0,187,8.248379,-31.89604,3760.0,0.3916666666666666,0.17892987,0.09925195,0.19119982,0.13,0.20370774,0.8164871
18900.0,188,5.517463,-31.820566,3780.0,0.3333333333333333,0.17886464,0.099244915,0.19121312,0.13166666666666668,0.21583538,0.81659216
19000.0,189,6.817898,-29.871862,3800.0,0.47500000000000003,0.17876531,0.09922511,0.19123282,0.12833333333333333,0.2149571,0.816668
19100.0,190,6.697975,-31.281546,3820.0,0.45,0.17869681,0.09922593,0.19123895,0.15333333333333335,0.1953187,0.8167271
19200.0,191,6.7044983,-32.32497,3840.0,0.30833333333333335,0.17863786,0.099177234,0.19123615,0.14666666666666667,0.19748408,0.8167765
19300.0,192,4.8870974,-28.724264,3860.0,0.5166666666666667,0.17858954,0.09914144,0.19125246,0.12,0.18897748,0.8168767
19400.0,193,6.7751694,-30.496641,3880.0,0.45,0.17848766,0.09910697,0.19125988,0.16166666666666665,0.20523672,0.8169438
19500.0,194,8.196839,-31.383316,3900.0,0.21666666666666665,0.17853814,0.09915265,0.19126491,0.11333333333333334,0.23909877,0.8169511
19600.0,195,7.26113,-29.951147,3920.0,0.45,0.17854817,0.099172354,0.19127442,0.09166666666666667,0.22882648,0.81697303
19700.0,196,4.3592563,-29.816702,3940.0,0.25,0.17855237,0.0991807,0.19127037,0.09000000000000001,0.27629986,0.81693476
19800.0,197,6.1610684,-28.526686,3960.0,0.25833333333333336,0.17854494,0.09915934,0.19126011,0.09666666666666666,0.28786737,0.816835
19900.0,198,3.0455656,-26.827433,3980.0,0.2333333333333333,0.17860186,0.09917549,0.19123763,0.07333333333333335,0.3238723,0.8166926
20000.0,199,6.7090755,-25.867174,4000.0,0.10833333333333334,0.17863643,0.09918315,0.19120972,0.075,0.39719996,0.8165261
