test/mean_Q,test/ag_g_dist,train/episode,stats_g/mean,train/critic_loss,test/success_rate,stats_g/std,train/success_rate,stats_o/mean,test/episode,epoch,stats_o/std
-9.904456,0.16372247,3600.0,0.8041229,0.47574964,0.525,0.18835092,0.18499999999999997,0.1896196,720.0,35,0.10600605
-12.1936655,0.1793347,3700.0,0.8046413,0.1861571,0.5083333333333333,0.1882115,0.18499999999999997,0.18971622,740.0,36,0.10619805
-11.004731,0.16928284,3800.0,0.80483484,0.3732374,0.47500000000000003,0.18837853,0.17,0.18972749,760.0,37,0.10654784
-9.340108,0.15432791,3900.0,0.80538803,0.4207181,0.5,0.18831466,0.15333333333333332,0.18986721,780.0,38,0.1066122
-11.639743,0.17598717,4000.0,0.80594915,0.14693834,0.5083333333333334,0.18813138,0.17,0.19000013,800.0,39,0.10676371
-10.062709,0.15667135,4100.0,0.8064868,0.25501516,0.5333333333333333,0.18796821,0.15666666666666665,0.1901124,820.0,40,0.106938876
-11.527401,0.18375771,4200.0,0.8069038,0.27750257,0.5083333333333333,0.18777806,0.17,0.19021992,840.0,41,0.10708147
-9.783104,0.15971422,4300.0,0.8074217,0.34244493,0.5499999999999999,0.18769573,0.21666666666666667,0.19034684,860.0,42,0.10711972
-9.459634,0.1702661,4400.0,0.8078522,0.32379064,0.5333333333333333,0.18763041,0.18000000000000002,0.19045012,880.0,43,0.10729096
-10.070366,0.18092684,4500.0,0.8083065,0.444541,0.5416666666666666,0.18765467,0.18333333333333335,0.19054644,900.0,44,0.10749354
-7.4456844,0.17627369,4600.0,0.80875176,0.35318553,0.6333333333333333,0.18760228,0.19833333333333333,0.19066243,920.0,45,0.10774556
-8.462422,0.16599622,4700.0,0.809221,0.3486782,0.5333333333333333,0.18751042,0.16,0.19072981,940.0,46,0.107888825
-9.73318,0.19932103,4800.0,0.80977803,0.40247455,0.5083333333333333,0.1872073,0.20166666666666666,0.19084589,960.0,47,0.10807801
-8.989598,0.17632413,4900.0,0.8102643,0.4729298,0.5499999999999999,0.18725668,0.16666666666666666,0.19097902,980.0,48,0.10832801
-9.3374405,0.18539171,5000.0,0.81074387,0.26399186,0.6166666666666666,0.1871642,0.2233333333333333,0.19108061,1000.0,49,0.10850906
-9.668397,0.16695125,5100.0,0.8112429,0.32407972,0.5166666666666667,0.18709981,0.16,0.19118954,1020.0,50,0.10870097
-8.768246,0.14728893,5200.0,0.8117358,0.35024878,0.5,0.18686293,0.205,0.19128297,1040.0,51,0.10869817
-10.5244875,0.1655059,5300.0,0.8121827,0.648367,0.46666666666666673,0.18660598,0.205,0.19139867,1060.0,52,0.10880414
-10.175864,0.15645121,5400.0,0.8126211,0.17321056,0.5666666666666667,0.18641108,0.16166666666666668,0.19151562,1080.0,53,0.10878957
-9.45083,0.16641998,5500.0,0.8130095,0.25059852,0.5666666666666667,0.18632726,0.19999999999999998,0.19160055,1100.0,54,0.10880504
-10.774915,0.15943491,5600.0,0.81337434,0.24153076,0.5,0.18614732,0.22000000000000006,0.19164748,1120.0,55,0.108870715
-10.955159,0.17009632,5700.0,0.81343985,0.19246446,0.5916666666666667,0.1862611,0.21,0.19166279,1140.0,56,0.10895672
-11.516228,0.2044072,5800.0,0.8136463,0.20452277,0.5416666666666666,0.18606146,0.17666666666666667,0.1917132,1160.0,57,0.10896403
-11.212158,0.1627792,5900.0,0.81367517,0.25253358,0.5833333333333334,0.18595165,0.19166666666666665,0.19172859,1180.0,58,0.1089469
-11.50999,0.17414717,6000.0,0.8139186,0.32536677,0.5083333333333334,0.18589328,0.19333333333333336,0.19178103,1200.0,59,0.10885331
-10.410681,0.17453694,6100.0,0.81414205,0.28655297,0.55,0.18577509,0.17666666666666667,0.19179682,1220.0,60,0.108875684
-10.332292,0.19622874,6200.0,0.81429815,0.3268633,0.6416666666666666,0.1856861,0.21166666666666667,0.19184045,1240.0,61,0.10887732
-10.637502,0.17593591,6300.0,0.8145149,0.35930684,0.6333333333333334,0.18554638,0.21333333333333337,0.19189446,1260.0,62,0.108868025
-12.20423,0.18429977,6400.0,0.81470567,0.35825363,0.6166666666666667,0.18533607,0.22333333333333336,0.19192623,1280.0,63,0.10883366
-11.6262665,0.16063178,6500.0,0.81495184,0.2388887,0.65,0.18518138,0.20833333333333334,0.19196253,1300.0,64,0.108828634
-10.626662,0.16614707,6600.0,0.8151931,0.33076036,0.625,0.1850483,0.235,0.19200747,1320.0,65,0.10885951
-9.456501,0.1587724,6700.0,0.8153017,0.3897544,0.6833333333333332,0.18494587,0.20000000000000004,0.19203967,1340.0,66,0.10888182
-9.75677,0.15744095,6800.0,0.8154385,0.28932157,0.7333333333333334,0.1848706,0.20166666666666666,0.19207723,1360.0,67,0.108890384
-10.751606,0.16745454,6900.0,0.8155775,0.3485823,0.6,0.18480812,0.18000000000000002,0.19211651,1380.0,68,0.108930014
-9.132077,0.16604222,7000.0,0.81564826,0.15817155,0.7166666666666668,0.184748,0.19499999999999998,0.1921323,1400.0,69,0.10901686
-9.531188,0.1668539,7100.0,0.81547576,0.40548277,0.6999999999999998,0.18477838,0.20000000000000004,0.19209875,1420.0,70,0.10915371
-9.83265,0.16616984,7200.0,0.81553316,0.26088712,0.4833333333333334,0.18486144,0.20166666666666666,0.19210841,1440.0,71,0.10938958
-10.707347,0.18518598,7300.0,0.8156428,0.3014157,0.525,0.18481661,0.17,0.1921403,1460.0,72,0.10953499
-9.143082,0.15621597,7400.0,0.8157525,0.2656556,0.39166666666666666,0.18479227,0.18666666666666668,0.19215328,1480.0,73,0.10971127
-9.806689,0.16426359,7500.0,0.81596726,0.2797995,0.5583333333333333,0.18470663,0.16833333333333333,0.19223289,1500.0,74,0.10984624
-10.71211,0.15883766,7600.0,0.8161079,0.6097674,0.39166666666666666,0.1846512,0.17500000000000002,0.19228093,1520.0,75,0.10990874
-9.158063,0.15051498,7700.0,0.8163386,0.24506526,0.4916666666666667,0.1844548,0.17333333333333334,0.1923542,1540.0,76,0.10995549
-10.614903,0.14762686,7800.0,0.81649303,0.43597612,0.5083333333333333,0.18433364,0.18166666666666664,0.19241707,1560.0,77,0.110055484
-9.792074,0.14941473,7900.0,0.8166639,0.23365395,0.5166666666666667,0.18431209,0.19000000000000003,0.19247878,1580.0,78,0.11016614
-8.866223,0.14437973,8000.0,0.8167999,0.29657635,0.5833333333333334,0.18416913,0.23,0.19250399,1600.0,79,0.11025988
-10.994809,0.15354645,8100.0,0.81699044,0.17964965,0.5083333333333333,0.18394876,0.22999999999999998,0.19253473,1620.0,80,0.110275894
-12.47306,0.16642582,8200.0,0.81714815,0.34160113,0.45,0.18383168,0.19666666666666668,0.19257468,1640.0,81,0.11030998
-11.019852,0.1715341,8300.0,0.81735617,0.26647884,0.6083333333333333,0.1836621,0.235,0.19262326,1660.0,82,0.11031247
-9.114002,0.15698585,8400.0,0.81746465,0.16870332,0.6749999999999999,0.18358655,0.215,0.19268239,1680.0,83,0.11031888
-10.6285095,0.16119342,8500.0,0.81756157,0.13852094,0.5666666666666667,0.18342507,0.20166666666666666,0.1926954,1700.0,84,0.11032537
-9.7272215,0.14823373,8600.0,0.8176307,0.27924022,0.6083333333333333,0.18328643,0.2416666666666667,0.19272111,1720.0,85,0.11032721
-11.086055,0.191629,8700.0,0.81768054,0.21672964,0.6083333333333334,0.18317515,0.225,0.19271569,1740.0,86,0.11034835
-10.197883,0.17125972,8800.0,0.81778175,0.2631481,0.6333333333333333,0.18303537,0.245,0.1927398,1760.0,87,0.11033565
-10.456586,0.17844296,8900.0,0.8178125,0.22745013,0.6583333333333333,0.18297441,0.20833333333333334,0.19277461,1780.0,88,0.11036953
-10.147491,0.16029768,9000.0,0.8178961,0.38032198,0.6666666666666666,0.18291359,0.24500000000000002,0.19277121,1800.0,89,0.110426605
-9.655392,0.15332961,9100.0,0.81794953,0.2677829,0.6833333333333332,0.18281756,0.21833333333333335,0.1927874,1820.0,90,0.11042478
-10.556901,0.17316425,9200.0,0.81796783,0.3745861,0.6416666666666667,0.18276341,0.19833333333333333,0.19277401,1840.0,91,0.1104969
-9.81766,0.15867306,9300.0,0.8180682,0.4066302,0.7416666666666667,0.18266581,0.19166666666666665,0.19280195,1860.0,92,0.110533275
-10.360316,0.24299537,9400.0,0.81814456,0.3375827,0.5583333333333333,0.182835,0.19333333333333336,0.19284023,1880.0,93,0.110607184
-10.493989,0.37491786,9500.0,0.81829095,0.31537148,0.26666666666666666,0.18363349,0.1366666666666667,0.19291115,1900.0,94,0.110770024
-10.282113,0.37397528,9600.0,0.81821185,0.44458175,0.2333333333333333,0.18412761,0.10833333333333334,0.1929125,1920.0,95,0.11072915
-9.778304,0.38988757,9700.0,0.81813645,0.48883355,0.19999999999999998,0.18488967,0.065,0.19291373,1940.0,96,0.1107154
-11.913062,0.48562828,9800.0,0.8181645,0.50647265,0.21666666666666667,0.186231,0.06999999999999999,0.19297184,1960.0,97,0.11092585
-10.2442045,0.47770473,9900.0,0.81829214,0.2763944,0.2083333333333333,0.18804169,0.06333333333333334,0.1930796,1980.0,98,0.11137565
-10.189691,0.4833393,10000.0,0.8184979,0.34430072,0.25833333333333336,0.18957521,0.07833333333333334,0.19316816,2000.0,99,0.111631215
-10.945109,0.49247932,10100.0,0.8185238,0.29831395,0.13333333333333333,0.19070114,0.08833333333333333,0.19319375,2020.0,100,0.111784846
-9.484955,0.40480375,10200.0,0.81852037,0.31607834,0.25,0.19163628,0.09333333333333334,0.1931947,2040.0,101,0.11193037
-10.083228,0.4252123,10300.0,0.8183792,0.18195772,0.275,0.1922258,0.09333333333333334,0.19316582,2060.0,102,0.112014644
-11.028033,0.3898834,10400.0,0.8181076,0.32741007,0.2583333333333333,0.19274108,0.09666666666666668,0.19309826,2080.0,103,0.11209399
-12.977028,0.45708477,10500.0,0.81785345,0.2865968,0.15833333333333333,0.19293313,0.10000000000000002,0.19304423,2100.0,104,0.11207103
-13.293981,0.40630397,10600.0,0.8175743,0.27011856,0.2833333333333333,0.19302565,0.12833333333333333,0.19299047,2120.0,105,0.112042814
-13.453622,0.40831435,10700.0,0.8172681,0.2648938,0.3416666666666666,0.19335608,0.12833333333333333,0.19291437,2140.0,106,0.11211041
-12.899653,0.32294458,10800.0,0.816999,0.25913885,0.4083333333333334,0.19355337,0.125,0.19284956,2160.0,107,0.11218375
-12.320689,0.28456774,10900.0,0.81690735,0.5763704,0.4416666666666667,0.19363101,0.15666666666666668,0.19282259,2180.0,108,0.11220572
-10.963511,0.23661661,11000.0,0.8168091,0.41617155,0.5416666666666666,0.19355889,0.17166666666666666,0.1927976,2200.0,109,0.11223108
-11.674789,0.26868907,11100.0,0.8166689,0.26775345,0.4416666666666667,0.19355278,0.225,0.19276191,2220.0,110,0.11223953
-12.184357,0.24619846,11200.0,0.81669396,0.23855774,0.47500000000000003,0.19355996,0.19666666666666668,0.19275673,2240.0,111,0.11231864
-10.71183,0.2221061,11300.0,0.8166477,0.42748043,0.65,0.19344945,0.18499999999999997,0.19274475,2260.0,112,0.11241453
-11.286607,0.20485063,11400.0,0.8165748,0.2512366,0.6333333333333334,0.1933866,0.215,0.19271679,2280.0,113,0.11249215
-9.541226,0.17810313,11500.0,0.8165946,0.26625654,0.6833333333333332,0.1932105,0.215,0.19271994,2300.0,114,0.1125659
-9.305926,0.16392499,11600.0,0.8166859,0.15555365,0.65,0.1931002,0.20833333333333334,0.19274032,2320.0,115,0.11264048
-8.246504,0.14120002,11700.0,0.81676024,0.27587083,0.6416666666666667,0.19289738,0.21,0.19275029,2340.0,116,0.11271421
-10.09883,0.1612371,11800.0,0.81691676,0.31159687,0.6333333333333333,0.19270986,0.19666666666666668,0.19278355,2360.0,117,0.11276271
-9.100144,0.1499647,11900.0,0.817054,0.3402253,0.725,0.19248788,0.22333333333333336,0.1927997,2380.0,118,0.112725146
-9.541892,0.16401172,12000.0,0.8171827,0.19596136,0.6916666666666668,0.19225442,0.20833333333333334,0.19282417,2400.0,119,0.11270854
-9.855767,0.15716442,12100.0,0.81738955,0.35437799,0.6083333333333333,0.1919903,0.20833333333333334,0.19286335,2420.0,120,0.11264194
-10.108489,0.17773671,12200.0,0.8175023,0.6687157,0.7166666666666667,0.19182654,0.20000000000000004,0.19287963,2440.0,121,0.112633504
-9.998862,0.16072033,12300.0,0.81761384,0.31920382,0.6333333333333333,0.19165261,0.20333333333333337,0.19290085,2460.0,122,0.11258709
-10.605733,0.16809587,12400.0,0.8177392,0.1976577,0.6583333333333333,0.19141984,0.19833333333333333,0.19292499,2480.0,123,0.1125274
-10.284967,0.15820245,12500.0,0.81780416,0.6358543,0.6833333333333332,0.19128565,0.21666666666666667,0.19293164,2500.0,124,0.11247069
-11.357808,0.18676372,12600.0,0.81789756,0.5621759,0.625,0.19112355,0.22666666666666668,0.19293122,2520.0,125,0.112406045
-10.047951,0.15917817,12700.0,0.817972,0.26662827,0.725,0.19097377,0.2333333333333333,0.19294268,2540.0,126,0.11236558
-10.737767,0.16833349,12800.0,0.8180771,0.22847986,0.6833333333333332,0.19081943,0.21333333333333335,0.19296032,2560.0,127,0.11234277
-11.195598,0.1608042,12900.0,0.81814164,0.24147685,0.6,0.19061357,0.2283333333333333,0.19298057,2580.0,128,0.11224795
-11.168895,0.16359438,13000.0,0.81820464,0.14250891,0.7333333333333334,0.19043882,0.2316666666666667,0.19299056,2600.0,129,0.1121858
-10.505015,0.1582557,13100.0,0.81828195,0.16500072,0.7000000000000001,0.19026808,0.225,0.1929968,2620.0,130,0.11215499
-11.299319,0.16423331,13200.0,0.81836367,0.43341652,0.6583333333333333,0.19014204,0.22,0.19300692,2640.0,131,0.1121191
-12.33196,0.22802107,13300.0,0.8184244,0.58124167,0.5666666666666667,0.18998098,0.17666666666666667,0.19301574,2660.0,132,0.11205081
-9.285502,0.15294361,13400.0,0.81848407,0.5484062,0.7416666666666667,0.1897943,0.18666666666666668,0.19303234,2680.0,133,0.11201218
-11.075657,0.17065187,13500.0,0.81853884,0.40341368,0.7333333333333334,0.18963955,0.20833333333333334,0.19304009,2700.0,134,0.11195896
-10.556855,0.16586356,13600.0,0.8185658,0.42456612,0.7666666666666666,0.18946843,0.21,0.1930392,2720.0,135,0.11193013
-10.671607,0.16764764,13700.0,0.8186366,0.27192745,0.7333333333333334,0.18928523,0.21333333333333335,0.19304033,2740.0,136,0.11189988
-10.751544,0.15251768,13800.0,0.8187032,0.56837654,0.7583333333333333,0.18914951,0.19666666666666668,0.19304895,2760.0,137,0.11189982
-12.104688,0.16006075,13900.0,0.818764,0.5345669,0.6666666666666666,0.18903537,0.21166666666666667,0.1930476,2780.0,138,0.11187067
-11.297897,0.17109407,14000.0,0.8188417,0.30339637,0.7083333333333334,0.1888928,0.23666666666666666,0.1930563,2800.0,139,0.11189547
-10.820229,0.15380333,14100.0,0.8189173,0.2689654,0.6916666666666668,0.18876946,0.19333333333333336,0.19305818,2820.0,140,0.11190432
-10.44366,0.1707011,14200.0,0.81900567,0.41113237,0.7833333333333333,0.18860693,0.18166666666666664,0.1930793,2840.0,141,0.11189712
-9.875782,0.17847933,14300.0,0.8190761,0.35331902,0.7166666666666668,0.18841201,0.21666666666666667,0.19310404,2860.0,142,0.11185714
-11.137486,0.1676252,14400.0,0.81909466,0.62014365,0.7166666666666668,0.18830664,0.24166666666666667,0.19309856,2880.0,143,0.11185721
-9.8727865,0.15403984,14500.0,0.81916857,0.80916077,0.725,0.18819247,0.21333333333333335,0.19310884,2900.0,144,0.11187772
-10.305951,0.17068934,14600.0,0.81919974,0.47899184,0.7083333333333334,0.1880523,0.19333333333333336,0.19310711,2920.0,145,0.11189706
-9.467719,0.17283423,14700.0,0.81925344,0.44383836,0.725,0.18790115,0.21333333333333335,0.19311303,2940.0,146,0.11189144
-9.992757,0.17535841,14800.0,0.8193566,0.53989536,0.7416666666666667,0.18773331,0.21,0.19312473,2960.0,147,0.11188831
-8.888855,0.15323894,14900.0,0.81942654,0.597369,0.7833333333333333,0.18761067,0.18166666666666664,0.19312793,2980.0,148,0.11191967
-9.62189,0.17092471,15000.0,0.819516,0.5203495,0.7833333333333333,0.1874847,0.21666666666666667,0.19314487,3000.0,149,0.11190965
-10.254609,0.16614105,15100.0,0.81955934,0.23536639,0.6833333333333332,0.18735844,0.21166666666666667,0.19315214,3020.0,150,0.11189678
-8.490073,0.16124968,15200.0,0.8195832,0.43091905,0.7333333333333334,0.18725465,0.17833333333333332,0.19315411,3040.0,151,0.11186937
-10.419467,0.17139442,15300.0,0.8196101,0.4433404,0.625,0.1872174,0.18666666666666668,0.19315459,3060.0,152,0.11187684
-8.725614,0.15135099,15400.0,0.81968325,0.6910183,0.7333333333333334,0.18713365,0.21333333333333335,0.1931618,3080.0,153,0.111891985
-9.048342,0.13952513,15500.0,0.8197103,0.40835568,0.6750000000000002,0.18708557,0.18499999999999997,0.19317037,3100.0,154,0.11191145
-10.300735,0.16510855,15600.0,0.8197741,0.39324203,0.7083333333333334,0.18702783,0.18000000000000002,0.19317667,3120.0,155,0.11192018
-10.33717,0.17759998,15700.0,0.8198514,0.69345856,0.6999999999999998,0.18690889,0.19833333333333333,0.19319181,3140.0,156,0.11189582
-10.218989,0.19023319,15800.0,0.819895,0.46018514,0.65,0.1868297,0.21333333333333335,0.19318567,3160.0,157,0.111897774
-8.947463,0.1517549,15900.0,0.8199341,0.25126037,0.775,0.18674447,0.21999999999999997,0.19319724,3180.0,158,0.11191849
-10.226647,0.1667576,16000.0,0.81996566,0.3266125,0.6666666666666666,0.18661958,0.20333333333333337,0.19319004,3200.0,159,0.11189669
-8.779126,0.15132229,16100.0,0.8200055,0.29208854,0.7083333333333334,0.18650667,0.205,0.19318855,3220.0,160,0.11186027
-9.0265875,0.15881015,16200.0,0.8200337,0.34771574,0.6750000000000002,0.18639411,0.23166666666666666,0.19317758,3240.0,161,0.11185319
-9.15404,0.15045507,16300.0,0.82008094,0.46480286,0.7833333333333333,0.18632059,0.18666666666666668,0.19319566,3260.0,162,0.11187992
-8.212081,0.15130906,16400.0,0.8201589,0.2858989,0.7916666666666666,0.18622376,0.215,0.19320421,3280.0,163,0.11187473
-9.200376,0.15820985,16500.0,0.8202053,0.31395027,0.65,0.18617718,0.21166666666666667,0.19321805,3300.0,164,0.11189509
-7.747727,0.15658623,16600.0,0.8202223,0.41791704,0.7666666666666666,0.18608165,0.19166666666666665,0.1932283,3320.0,165,0.1119057
-9.183955,0.16648392,16700.0,0.82021576,0.66457534,0.75,0.18602936,0.21,0.19322981,3340.0,166,0.11192574
-8.749341,0.15816228,16800.0,0.82025415,0.39618695,0.65,0.18593276,0.19000000000000003,0.19323798,3360.0,167,0.11191075
-9.312279,0.15450221,16900.0,0.820345,0.34027386,0.6166666666666667,0.18582876,0.205,0.19325562,3380.0,168,0.1118957
-10.103782,0.1722955,17000.0,0.82042545,0.34146118,0.6916666666666668,0.18573888,0.18166666666666664,0.19326429,3400.0,169,0.11187423
-8.811162,0.1504023,17100.0,0.82046723,0.22381552,0.625,0.18562059,0.21333333333333337,0.19327064,3420.0,170,0.111841165
-7.7777557,0.15226507,17200.0,0.8205301,0.44144657,0.7583333333333334,0.18555598,0.21833333333333335,0.19327517,3440.0,171,0.11182827
-8.978181,0.18151762,17300.0,0.8205537,0.80335253,0.7166666666666668,0.18544227,0.19833333333333333,0.19328392,3460.0,172,0.11179147
-8.487836,0.14583506,17400.0,0.8205733,0.26337552,0.6666666666666666,0.1853189,0.18499999999999997,0.19328816,3480.0,173,0.11175346
-8.19358,0.14725403,17500.0,0.82058126,0.48045257,0.7666666666666666,0.18521257,0.20166666666666666,0.19327696,3500.0,174,0.11173438
-9.651169,0.15673159,17600.0,0.8206749,0.43313947,0.6916666666666668,0.1850848,0.22333333333333336,0.19328792,3520.0,175,0.111710824
-10.579319,0.16050489,17700.0,0.82068914,0.6814105,0.6083333333333334,0.18502916,0.2066666666666667,0.1932805,3540.0,176,0.11169513
-10.127465,0.17360328,17800.0,0.8207266,0.6277361,0.6916666666666668,0.18492837,0.21,0.19329087,3560.0,177,0.11169011
-8.644969,0.14219119,17900.0,0.82075864,0.40976152,0.7666666666666666,0.18486671,0.18666666666666668,0.19329077,3580.0,178,0.111696474
-9.793547,0.15938517,18000.0,0.8208055,0.47067782,0.65,0.18476433,0.18166666666666664,0.1933033,3600.0,179,0.111672305
-8.676781,0.13767712,18100.0,0.82082945,0.3254854,0.7416666666666667,0.18466197,0.2066666666666667,0.19331615,3620.0,180,0.111645974
-10.8600235,0.16867577,18200.0,0.8208632,0.4441868,0.525,0.18460824,0.19166666666666665,0.19333006,3640.0,181,0.111626975
-8.075328,0.1322649,18300.0,0.8209395,0.39504084,0.7416666666666667,0.18453853,0.16833333333333333,0.19334309,3660.0,182,0.11161711
-8.679452,0.15793136,18400.0,0.8209624,0.4122398,0.7833333333333333,0.18449344,0.20166666666666666,0.1933431,3680.0,183,0.11162465
-10.045657,0.18240283,18500.0,0.8209874,0.3804342,0.5833333333333334,0.18444777,0.21,0.19334976,3700.0,184,0.11163053
-9.35329,0.16312805,18600.0,0.8210099,0.32319215,0.6833333333333332,0.18438743,0.17833333333333334,0.19335794,3720.0,185,0.11161566
-8.867742,0.14507954,18700.0,0.8210296,0.70631844,0.6916666666666668,0.18432714,0.16666666666666666,0.19336988,3740.0,186,0.111599885
-10.458726,0.16362877,18800.0,0.82104367,0.28943935,0.6666666666666666,0.18423064,0.19166666666666668,0.19336967,3760.0,187,0.11160252
-10.460793,0.16228747,18900.0,0.821111,0.5328751,0.5583333333333333,0.1840853,0.18000000000000002,0.19337927,3780.0,188,0.11158237
-8.787574,0.14500518,19000.0,0.8211348,0.58436686,0.7583333333333334,0.18402402,0.17833333333333332,0.19338304,3800.0,189,0.11161246
-8.914838,0.15412492,19100.0,0.82112974,0.91483897,0.7833333333333332,0.18394382,0.20166666666666666,0.19337888,3820.0,190,0.11163562
-8.643407,0.15044133,19200.0,0.8211537,0.5181971,0.7583333333333334,0.18390904,0.19333333333333336,0.19338548,3840.0,191,0.11165717
-8.715545,0.14571197,19300.0,0.82119244,0.5928661,0.7833333333333333,0.18381001,0.21333333333333335,0.19339931,3860.0,192,0.11163208
-9.643543,0.1522122,19400.0,0.82120657,0.20132346,0.725,0.18372995,0.21833333333333335,0.19341326,3880.0,193,0.11162802
-10.734553,0.15559165,19500.0,0.82122344,0.21343125,0.6333333333333333,0.18368708,0.20166666666666666,0.19342095,3900.0,194,0.11164185
-9.584095,0.15020938,19600.0,0.8212729,0.2494985,0.7083333333333334,0.18363099,0.19666666666666668,0.19343948,3920.0,195,0.11165792
-11.054545,0.17695141,19700.0,0.82127315,0.3289575,0.65,0.18357915,0.18000000000000002,0.1934412,3940.0,196,0.11166804
-10.369588,0.1649705,19800.0,0.821304,0.584304,0.7166666666666667,0.18346493,0.20166666666666666,0.19344924,3960.0,197,0.11163143
