stats_g/std,test/ag_g_dist,test/episode,test/mean_Q,stats_o/mean,train/critic_loss,test/success_rate,epoch,train/success_rate,stats_o/std,train/episode,stats_g/mean
0.19549064,0.2401063,1140.0,-24.560614,0.1879962,2.4852917,0.0,56,0.0,0.10061564,5700.0,0.79551554
0.19525243,0.25571424,1160.0,-26.328878,0.18812913,4.065096,0.0,57,0.0,0.10070547,5800.0,0.79610777
0.19500047,0.23942055,1180.0,-22.572515,0.18821149,3.538949,0.0,58,0.0,0.10085255,5900.0,0.79645807
0.19475298,0.24666594,1200.0,-24.117498,0.1883262,4.3550205,0.0,59,0.0,0.10094214,6000.0,0.7970578
0.1946484,0.25113928,1220.0,-23.31132,0.18844743,2.8663187,0.0,60,0.0016666666666666668,0.10107657,6100.0,0.79752606
0.19446917,0.25136888,1240.0,-21.97969,0.18853275,2.789645,0.0,61,0.0,0.101331264,6200.0,0.79790115
0.19438504,0.28917488,1260.0,-23.4079,0.1886156,2.6994448,0.0,62,0.0,0.10153403,6300.0,0.798259
0.19409744,0.25073817,1280.0,-22.713272,0.18875462,3.260151,0.0,63,0.0,0.101639904,6400.0,0.7987325
0.19379817,0.20643157,1300.0,-19.930859,0.18886703,1.6858549,0.0,64,0.0,0.101685695,6500.0,0.79914325
0.19359523,0.24756676,1320.0,-25.565254,0.18898399,1.8547369,0.0,65,0.0,0.101740934,6600.0,0.799524
0.19340807,0.21411286,1340.0,-22.238892,0.1890728,3.6907876,0.0,66,0.0,0.101851024,6700.0,0.79989815
0.19326502,0.21471334,1360.0,-23.515303,0.18921143,3.080451,0.0,67,0.0,0.101935476,6800.0,0.8003842
0.19300717,0.21589452,1380.0,-22.394508,0.189328,2.1864655,0.0,68,0.0,0.10199449,6900.0,0.8007602
0.19277538,0.22187175,1400.0,-23.342041,0.18943568,3.4435785,0.0,69,0.0,0.10199216,7000.0,0.8011293
0.1924916,0.23103058,1420.0,-21.33668,0.18950541,3.5958169,0.0,70,0.0,0.10199752,7100.0,0.801338
0.19222377,0.24041641,1440.0,-22.141474,0.18958946,2.401384,0.0,71,0.0,0.10199944,7200.0,0.80162257
0.19196634,0.24793656,1460.0,-21.915186,0.18967552,2.5836449,0.0,72,0.0,0.102020465,7300.0,0.8018796
0.19177078,0.2121263,1480.0,-23.406921,0.18977456,4.4892106,0.0,73,0.0,0.10204586,7400.0,0.8021719
0.19158866,0.22140317,1500.0,-22.452768,0.18989797,2.930774,0.0,74,0.0,0.10211595,7500.0,0.80244875
0.19129317,0.20853676,1520.0,-22.705908,0.18998979,3.7117138,0.0,75,0.0,0.10214246,7600.0,0.8027423
0.19108231,0.20362686,1540.0,-22.811295,0.19008745,3.8274062,0.0,76,0.0,0.10218773,7700.0,0.8030031
0.19084449,0.20960279,1560.0,-23.483047,0.19017112,4.187646,0.0,77,0.0,0.10219243,7800.0,0.8032487
0.19054638,0.20126534,1580.0,-20.719576,0.19027214,2.9696758,0.0,78,0.0,0.10217401,7900.0,0.8035059
0.19036059,0.20058285,1600.0,-23.295916,0.19033493,2.149797,0.0,79,0.0,0.10211579,8000.0,0.8036434
0.19015454,0.21492924,1620.0,-22.869379,0.19041193,4.206175,0.0,80,0.0,0.10209376,8100.0,0.80388045
0.18988174,0.22573698,1640.0,-22.012804,0.19048613,2.7418969,0.0,81,0.0,0.102015965,8200.0,0.8040867
0.18959242,0.24842979,1660.0,-21.387568,0.19055037,3.2396119,0.0,82,0.0,0.10197223,8300.0,0.80435944
0.18935408,0.21979575,1680.0,-22.012497,0.19063847,2.5890434,0.0,83,0.0,0.101889096,8400.0,0.8046133
0.18909974,0.20074199,1700.0,-23.36611,0.19072609,2.8884757,0.0,84,0.0,0.101835944,8500.0,0.80491155
0.188843,0.20199217,1720.0,-21.289045,0.19080298,3.3987954,0.0,85,0.0,0.101757824,8600.0,0.8051575
0.18872511,0.21763189,1740.0,-23.0345,0.19083683,3.8139915,0.0,86,0.0,0.10172757,8700.0,0.8054001
0.18846337,0.20779414,1760.0,-24.625055,0.1909013,5.0148253,0.0,87,0.0,0.101637565,8800.0,0.8056593
0.18822105,0.25882718,1780.0,-25.654154,0.19095142,4.515323,0.0,88,0.0,0.101574264,8900.0,0.80586046
0.18802667,0.20995112,1800.0,-24.8813,0.19100387,3.3795636,0.0,89,0.0,0.10148274,9000.0,0.8060983
0.18776442,0.20560539,1820.0,-24.34883,0.19109058,5.6344504,0.0,90,0.0,0.10138618,9100.0,0.8063441
0.18760812,0.20675094,1840.0,-25.84006,0.19112764,2.3301232,0.0,91,0.0,0.10132533,9200.0,0.80648893
0.18734437,0.21659894,1860.0,-25.392569,0.19120009,3.8595502,0.0,92,0.0,0.10124415,9300.0,0.80671006
0.18713291,0.21230112,1880.0,-25.39456,0.19126326,2.399717,0.0,93,0.0,0.10115481,9400.0,0.80693644
0.18694954,0.22842713,1900.0,-26.960503,0.19130719,2.5785844,0.0,94,0.0,0.10107613,9500.0,0.80712074
0.18683213,0.2118996,1920.0,-24.612421,0.19135208,3.1006143,0.0,95,0.0,0.101045884,9600.0,0.8073266
0.18670696,0.18839948,1940.0,-24.150293,0.19138725,4.6248207,0.0,96,0.0,0.10101748,9700.0,0.8075101
0.18648823,0.21546058,1960.0,-26.96815,0.19140147,4.383644,0.0,97,0.0,0.10093316,9800.0,0.8076649
0.18636666,0.20035847,1980.0,-26.497103,0.19144982,2.9127648,0.0,98,0.0,0.10087272,9900.0,0.8079042
0.18620402,0.18907396,2000.0,-24.189451,0.19147392,4.731169,0.0,99,0.0,0.1008481,10000.0,0.80810505
0.18604524,0.2132682,2020.0,-25.097216,0.19150706,3.0014613,0.0,100,0.0,0.100838125,10100.0,0.80828387
0.18582992,0.21485971,2040.0,-24.929749,0.19155832,3.4457877,0.0,101,0.0,0.100792654,10200.0,0.80853933
0.18569238,0.21099043,2060.0,-23.058096,0.19158751,3.4249954,0.0,102,0.0,0.100788705,10300.0,0.80866605
0.185535,0.18977027,2080.0,-23.764711,0.19160944,4.630712,0.0,103,0.0,0.100796066,10400.0,0.8088649
0.1853679,0.21923095,2100.0,-27.079302,0.19163279,4.277121,0.0,104,0.0,0.100811966,10500.0,0.80908734
0.18524714,0.27093783,2120.0,-23.590837,0.19166249,2.3698702,0.0,105,0.0,0.10082329,10600.0,0.8092661
0.18513344,0.22001342,2140.0,-27.357351,0.19171913,2.030907,0.0,106,0.0,0.100862175,10700.0,0.80951434
0.18502374,0.20528126,2160.0,-25.080355,0.19176549,4.3893914,0.0,107,0.0,0.100869425,10800.0,0.8096864
0.18487428,0.2104121,2180.0,-24.765661,0.19181518,3.24084,0.0,108,0.0,0.100892305,10900.0,0.80997866
0.18477096,0.20537023,2200.0,-24.295805,0.19180934,4.0255637,0.0,109,0.0,0.10093427,11000.0,0.81006163
0.18472303,0.23469575,2220.0,-23.87359,0.19181299,3.1331375,0.0,110,0.0,0.10101286,11100.0,0.8101564
0.18456681,0.21635322,2240.0,-25.107584,0.19183218,5.1523795,0.0,111,0.0,0.100963525,11200.0,0.8103476
0.18450205,0.24301134,2260.0,-25.010864,0.19186111,2.3628016,0.0,112,0.0,0.10099121,11300.0,0.81045467
0.18437064,0.23302291,2280.0,-25.865152,0.19187647,6.8919625,0.0,113,0.0,0.10098665,11400.0,0.81062436
0.18426357,0.22469036,2300.0,-22.66069,0.19190563,3.2459917,0.0,114,0.0,0.100973636,11500.0,0.81077534
0.1841957,0.20474128,2320.0,-25.61086,0.19193614,4.6347632,0.0,115,0.0,0.10100379,11600.0,0.810971
0.18413712,0.21030253,2340.0,-22.70694,0.19195537,3.436221,0.0,116,0.0,0.101087116,11700.0,0.81111455
0.18408515,0.1940348,2360.0,-23.92793,0.19198863,3.6571758,0.0,117,0.0,0.10107819,11800.0,0.81127024
0.18400474,0.19089448,2380.0,-24.680723,0.1920288,5.306357,0.0,118,0.0,0.101118475,11900.0,0.81144446
0.18391375,0.20571278,2400.0,-25.962439,0.19205542,3.5007572,0.0,119,0.0,0.10112203,12000.0,0.8116226
0.18383391,0.1890279,2420.0,-23.6054,0.19210733,4.0723643,0.0,120,0.0,0.10112231,12100.0,0.81183904
0.1836708,0.18639342,2440.0,-25.271866,0.19212408,4.6018405,0.0,121,0.0,0.10105762,12200.0,0.81201935
0.18349701,0.21778166,2460.0,-24.16757,0.1921538,5.306463,0.0,122,0.0,0.10099962,12300.0,0.8122175
0.18336774,0.21890356,2480.0,-25.827225,0.19220836,2.8195121,0.0,123,0.0,0.10096993,12400.0,0.8124296
0.1832993,0.20438689,2500.0,-25.503992,0.19223793,4.0126143,0.0,124,0.0,0.10094521,12500.0,0.81258506
0.18321829,0.23357068,2520.0,-27.440042,0.19224818,5.1340733,0.0,125,0.0,0.10092338,12600.0,0.81272906
0.18308248,0.20940866,2540.0,-28.295761,0.19228129,4.4185033,0.0,126,0.0,0.1008746,12700.0,0.8128932
0.18301667,0.22944675,2560.0,-26.609636,0.19230925,3.0461855,0.0,127,0.0,0.10084877,12800.0,0.813031
0.18290131,0.2140068,2580.0,-26.202003,0.19233485,7.458346,0.0,128,0.0,0.10080346,12900.0,0.8131798
0.18280733,0.20957477,2600.0,-30.218613,0.19236565,3.7083166,0.0,129,0.0,0.100774564,13000.0,0.81332225
0.18266521,0.19267362,2620.0,-27.114172,0.19238855,4.4385505,0.0,130,0.0,0.10074056,13100.0,0.81350845
0.1825897,0.2210011,2640.0,-24.583078,0.19240046,2.9364796,0.0,131,0.0,0.10074082,13200.0,0.81364673
0.18251683,0.22837067,2660.0,-28.193306,0.19242077,3.415489,0.0,132,0.0,0.10071215,13300.0,0.8137369
0.18238962,0.18339919,2680.0,-27.431978,0.1924448,4.920386,0.0,133,0.0,0.10067955,13400.0,0.81389284
0.18224715,0.23208952,2700.0,-29.84083,0.19245797,4.746742,0.0,134,0.0,0.10061642,13500.0,0.8139698
0.18224792,0.2127207,2720.0,-27.11525,0.19246648,4.4363284,0.0,135,0.0,0.100632705,13600.0,0.8140134
0.18223222,0.21175386,2740.0,-26.970617,0.19246842,5.022121,0.0,136,0.0,0.10063332,13700.0,0.81408423
0.18219753,0.21141464,2760.0,-25.348236,0.19247444,3.4330423,0.0,137,0.0,0.10065117,13800.0,0.814207
0.18214361,0.21600175,2780.0,-23.880198,0.19249958,4.490536,0.0,138,0.0,0.10067997,13900.0,0.81428295
0.18210287,0.20636058,2800.0,-23.884317,0.19252507,4.939259,0.0,139,0.0,0.10076148,14000.0,0.81443596
0.1820566,0.19732471,2820.0,-23.763235,0.19254728,3.7244358,0.0,140,0.0,0.10081565,14100.0,0.8145828
0.18201269,0.2336284,2840.0,-25.612783,0.19258767,2.3493845,0.0,141,0.0,0.10082368,14200.0,0.8147597
0.18199976,0.20758975,2860.0,-24.418365,0.19260006,4.0949435,0.0,142,0.0,0.100910164,14300.0,0.8148592
0.18202405,0.23368596,2880.0,-24.152277,0.19262396,3.9313772,0.0,143,0.0,0.10097426,14400.0,0.8149454
0.1819151,0.2059048,2900.0,-22.225441,0.19265224,5.063005,0.0,144,0.0,0.10101792,14500.0,0.8150854
0.1818787,0.21328823,2920.0,-24.672575,0.1926697,2.5478737,0.0,145,0.0,0.10104928,14600.0,0.815183
0.18180557,0.23897375,2940.0,-25.298172,0.19269331,4.075006,0.0,146,0.0,0.10110379,14700.0,0.81534266
0.18174149,0.22379458,2960.0,-23.582071,0.19271715,4.7628884,0.0,147,0.0,0.10114785,14800.0,0.81548625
0.18166964,0.19406681,2980.0,-24.85555,0.19274811,3.4177983,0.0,148,0.0,0.101160996,14900.0,0.8156159
0.18161617,0.22393222,3000.0,-24.953094,0.19277425,3.8078518,0.0,149,0.0,0.10118892,15000.0,0.81576926
0.18156499,0.22928746,3020.0,-24.512293,0.19280285,3.3725083,0.0,150,0.0,0.101201035,15100.0,0.8158892
0.18152118,0.23723078,3040.0,-24.93306,0.19283526,3.1395276,0.0,151,0.0,0.10122954,15200.0,0.81599706
0.18143421,0.22319932,3060.0,-26.01866,0.1928518,4.3917017,0.0,152,0.0,0.10123529,15300.0,0.8160779
0.1813529,0.19323413,3080.0,-23.28234,0.19287871,2.9857738,0.008333333333333333,153,0.0,0.10123866,15400.0,0.8162028
0.18126728,0.19515656,3100.0,-24.095556,0.19290899,3.614703,0.0,154,0.0,0.10121361,15500.0,0.8163133
0.18125694,0.2152816,3120.0,-25.85463,0.19294576,2.947074,0.0,155,0.0,0.101202965,15600.0,0.8164672
0.18116789,0.20335041,3140.0,-27.486856,0.19297832,2.7213943,0.0,156,0.0,0.10117578,15700.0,0.8166075
0.18110693,0.20460372,3160.0,-25.468317,0.19299491,3.3758717,0.0,157,0.0,0.10118922,15800.0,0.8166852
0.1810778,0.19895585,3180.0,-26.527872,0.19299777,4.4064846,0.0,158,0.0,0.10118327,15900.0,0.8167157
0.18102165,0.22584786,3200.0,-24.92656,0.19300622,3.7366664,0.0,159,0.0,0.10114577,16000.0,0.816788
0.18095843,0.19196694,3220.0,-26.154577,0.1930273,4.2458167,0.0,160,0.0,0.10114018,16100.0,0.8168993
0.1808909,0.20560963,3240.0,-26.573853,0.19304924,4.5359116,0.0,161,0.0,0.101100646,16200.0,0.81701356
0.18079238,0.19999473,3260.0,-27.1829,0.19308971,5.91942,0.0,162,0.0,0.101030834,16300.0,0.81715757
0.18070455,0.17840171,3280.0,-25.545225,0.19311194,3.5715096,0.0,163,0.0,0.100997835,16400.0,0.8172994
0.18066192,0.21125878,3300.0,-25.12258,0.19313206,3.128041,0.0,164,0.0,0.10097306,16500.0,0.81737596
0.1805973,0.24468686,3320.0,-25.571234,0.19315273,3.4771402,0.0,165,0.0,0.10094871,16600.0,0.81746846
0.18054628,0.2860986,3340.0,-25.492325,0.19316763,5.457006,0.0,166,0.0,0.10092076,16700.0,0.8175297
0.18049593,0.25049034,3360.0,-28.702219,0.19317377,3.9347954,0.0,167,0.0,0.100885324,16800.0,0.8175835
0.18049718,0.21371193,3380.0,-30.41121,0.19318949,4.296856,0.0,168,0.0,0.10087985,16900.0,0.8176687
0.18038611,0.23004211,3400.0,-30.129244,0.19320236,3.51521,0.0,169,0.0,0.10084149,17000.0,0.8177652
0.180304,0.18891124,3420.0,-27.56558,0.19320719,5.557771,0.0,170,0.0,0.10081486,17100.0,0.8178471
0.18029214,0.20924419,3440.0,-27.861359,0.19321658,5.361145,0.0,171,0.0,0.1008141,17200.0,0.81794286
0.1802246,0.27710807,3460.0,-26.477297,0.19322067,7.993265,0.0,172,0.0,0.10081173,17300.0,0.8179943
0.1800934,0.2286715,3480.0,-27.285477,0.19322126,7.0675335,0.0,173,0.0,0.100788295,17400.0,0.8180933
0.18001871,0.20859043,3500.0,-28.599764,0.19323532,5.5307655,0.0,174,0.0,0.100771606,17500.0,0.81817675
0.17994608,0.1998957,3520.0,-27.407486,0.19326039,6.4608994,0.0,175,0.0,0.10078976,17600.0,0.8183009
0.17987277,0.20118569,3540.0,-26.839937,0.19327013,4.495749,0.0,176,0.0,0.100786485,17700.0,0.8183646
0.17977409,0.2368079,3560.0,-26.464853,0.19328655,6.8331943,0.0,177,0.0,0.10078219,17800.0,0.818466
0.17965885,0.22317904,3580.0,-28.478586,0.19330879,3.6424096,0.0,178,0.0016666666666666668,0.10077957,17900.0,0.8185579
0.17962576,0.22079568,3600.0,-26.749237,0.19332953,4.678133,0.0,179,0.0,0.10079112,18000.0,0.8186299
0.17952819,0.18853329,3620.0,-24.804184,0.19334362,4.7090554,0.0,180,0.0,0.10079435,18100.0,0.81869286
0.17946519,0.25947037,3640.0,-23.121597,0.19335817,2.719307,0.0,181,0.0,0.10084823,18200.0,0.8187666
0.17938523,0.1765654,3660.0,-21.383135,0.19338568,3.2611935,0.0,182,0.0,0.1009148,18300.0,0.8188626
0.17931491,0.18966734,3680.0,-18.69734,0.19338705,4.066925,0.0,183,0.0,0.1009647,18400.0,0.8189152
0.17931147,0.21427421,3700.0,-20.640385,0.1933947,3.0444367,0.0,184,0.0,0.101043195,18500.0,0.8189823
0.17928034,0.18680565,3720.0,-20.580702,0.19340684,2.609844,0.0,185,0.0,0.10112683,18600.0,0.8190871
0.17926334,0.18510373,3740.0,-19.60008,0.19343072,3.699236,0.0,186,0.0,0.10119588,18700.0,0.81916195
0.17920275,0.20654042,3760.0,-22.370142,0.19344513,2.8980072,0.0,187,0.0,0.101249784,18800.0,0.8192578
0.17910586,0.21493419,3780.0,-21.413002,0.19347315,3.8627903,0.0,188,0.0,0.10127588,18900.0,0.81939775
0.17902942,0.19415568,3800.0,-22.211103,0.19350173,2.5173006,0.0,189,0.0016666666666666668,0.10127317,19000.0,0.81950456
0.17898381,0.19623697,3820.0,-20.548338,0.19351701,3.6055079,0.0,190,0.0,0.10126769,19100.0,0.8196005
0.17892106,0.18397279,3840.0,-22.456024,0.19352852,2.5882845,0.0,191,0.0,0.10127748,19200.0,0.8196946
0.1788731,0.21173798,3860.0,-23.957285,0.19354416,2.6458151,0.0,192,0.0,0.10129895,19300.0,0.8197732
0.1788028,0.18016589,3880.0,-22.70694,0.19356073,4.016871,0.0,193,0.0,0.1012778,19400.0,0.81985617
0.1787864,0.21328509,3900.0,-22.733072,0.1935726,3.844951,0.0,194,0.0,0.10127739,19500.0,0.8198981
0.17876245,0.2199086,3920.0,-24.640753,0.19359475,5.2299724,0.0,195,0.0,0.10125872,19600.0,0.8199713
0.17868769,0.25071117,3940.0,-24.067442,0.19359714,3.6814754,0.0,196,0.0,0.10123239,19700.0,0.8200045
0.1786168,0.22490452,3960.0,-25.831985,0.19361039,6.5285416,0.0,197,0.0,0.10118863,19800.0,0.820064
0.17856549,0.21092717,3980.0,-25.460325,0.19362108,5.0881658,0.0,198,0.0,0.101182394,19900.0,0.82012635
0.17847629,0.21072628,4000.0,-27.89503,0.19363184,4.7355537,0.0,199,0.0,0.1011435,20000.0,0.82021457
