test/mean_Q,train/reward_compute_count,test/success_rate,stats_g/std,train/success_rate,train/critic_loss,test/ag_g_dist,stats_o/mean,stats_g/mean,stats_o/std,train/episode,epoch,test/episode,test/reward_compute_count
-12.908717,200000.0,0.4583333333333333,0.18708777,0.18166666666666667,0.328824,0.19336076,0.19014104,0.805842,0.10631708,4000.0,39,800.0,40000.0
-10.94828,205000.0,0.525,0.18700977,0.20166666666666666,0.22785766,0.16940053,0.19021265,0.8063216,0.106387526,4100.0,40,820.0,41000.0
-11.600663,210000.0,0.48333333333333334,0.18702245,0.21333333333333335,0.14277065,0.1803224,0.19025333,0.80658484,0.106608115,4200.0,41,840.0,42000.0
-10.821297,215000.0,0.5833333333333334,0.18696873,0.24333333333333332,0.39518848,0.16611132,0.19030143,0.8069942,0.106734484,4300.0,42,860.0,43000.0
-10.822487,220000.0,0.5750000000000001,0.18675095,0.19833333333333333,0.2178849,0.16175075,0.19036257,0.80733865,0.10679919,4400.0,43,880.0,44000.0
-11.080762,225000.0,0.5583333333333335,0.18652093,0.21333333333333335,0.27055416,0.18748166,0.19048385,0.80768853,0.10691277,4500.0,44,900.0,45000.0
-10.3420725,230000.0,0.6333333333333333,0.18637447,0.22166666666666668,0.28714576,0.16916172,0.19060831,0.8081312,0.10689656,4600.0,45,920.0,46000.0
-13.060805,235000.0,0.48333333333333334,0.18615802,0.19499999999999998,0.3992957,0.18561894,0.19066457,0.8084297,0.10697007,4700.0,46,940.0,47000.0
-11.180814,240000.0,0.5833333333333334,0.18601717,0.225,0.42507684,0.16952474,0.19074886,0.8087573,0.10709833,4800.0,47,960.0,48000.0
-10.146993,245000.0,0.65,0.185896,0.22166666666666668,0.31719562,0.16003044,0.19081329,0.80910015,0.10709319,4900.0,48,980.0,49000.0
-13.152493,250000.0,0.4583333333333333,0.1857053,0.25333333333333335,0.25465003,0.19715804,0.19087227,0.8094232,0.107195675,5000.0,49,1000.0,50000.0
-11.86555,255000.0,0.5333333333333333,0.18559527,0.24666666666666667,0.39595163,0.18276261,0.19089667,0.8097015,0.10727477,5100.0,50,1020.0,51000.0
-10.914029,260000.0,0.5833333333333334,0.185472,0.25833333333333336,0.3174284,0.16582103,0.19094713,0.8100322,0.10730508,5200.0,51,1040.0,52000.0
-10.995712,265000.0,0.5916666666666667,0.18517531,0.24333333333333332,0.4094287,0.18013185,0.19101553,0.81035423,0.107378386,5300.0,52,1060.0,53000.0
-10.64494,270000.0,0.5916666666666667,0.18490177,0.25,0.6565746,0.1631202,0.19106801,0.8107705,0.10743704,5400.0,53,1080.0,54000.0
-11.531529,275000.0,0.5833333333333333,0.18455963,0.24500000000000002,0.25506672,0.17224766,0.19113167,0.81114835,0.10741853,5500.0,54,1100.0,55000.0
-10.4771185,280000.0,0.6333333333333333,0.18431878,0.21666666666666667,0.408319,0.17597301,0.19116901,0.8114972,0.10745572,5600.0,55,1120.0,56000.0
-9.884215,285000.0,0.6583333333333333,0.18429942,0.21000000000000005,0.2451436,0.16397561,0.1912484,0.8117688,0.10760436,5700.0,56,1140.0,57000.0
-12.8951845,290000.0,0.45,0.18408775,0.21999999999999997,0.30988005,0.20247836,0.19128923,0.8120467,0.10756999,5800.0,57,1160.0,58000.0
-13.605624,295000.0,0.47500000000000003,0.18386681,0.24333333333333332,0.25727063,0.17314374,0.19131635,0.8121791,0.10760584,5900.0,58,1180.0,59000.0
-10.316829,300000.0,0.5916666666666667,0.18348368,0.26333333333333336,0.34250888,0.15879096,0.19136667,0.8124767,0.10751984,6000.0,59,1200.0,60000.0
-9.370262,305000.0,0.6416666666666667,0.18332045,0.2333333333333333,0.52497435,0.16242324,0.19139671,0.81279445,0.107449315,6100.0,60,1220.0,61000.0
-11.624629,310000.0,0.55,0.18316932,0.25666666666666665,0.31974074,0.19694567,0.19142336,0.81302017,0.10741434,6200.0,61,1240.0,62000.0
-11.276189,315000.0,0.6083333333333334,0.18296658,0.20999999999999996,0.38500273,0.19356553,0.19149168,0.81334907,0.10741616,6300.0,62,1260.0,63000.0
-12.619002,320000.0,0.5,0.1826511,0.2133333333333333,0.4790486,0.208197,0.19154245,0.813677,0.107370235,6400.0,63,1280.0,64000.0
-10.035083,325000.0,0.6833333333333332,0.1824928,0.215,0.21907292,0.1646183,0.19158036,0.813993,0.107346945,6500.0,64,1300.0,65000.0
-9.942441,330000.0,0.6666666666666666,0.18222487,0.23833333333333337,0.5970854,0.19850604,0.19161578,0.8142681,0.10726676,6600.0,65,1320.0,66000.0
-11.189212,335000.0,0.6166666666666667,0.18209726,0.21166666666666667,0.4721028,0.17033951,0.1916433,0.8143925,0.10724533,6700.0,66,1340.0,67000.0
-10.68192,340000.0,0.6416666666666667,0.18199664,0.22666666666666668,0.54494715,0.1655205,0.19165953,0.814574,0.10721567,6800.0,67,1360.0,68000.0
-10.543256,345000.0,0.6,0.18181466,0.2066666666666667,0.6683164,0.1763875,0.19165976,0.8147669,0.10724389,6900.0,68,1380.0,69000.0
-9.99788,350000.0,0.6083333333333333,0.18162423,0.2383333333333333,0.5442475,0.16838622,0.19168992,0.8149312,0.10718036,7000.0,69,1400.0,70000.0
-10.500276,355000.0,0.6083333333333333,0.18150713,0.2316666666666667,0.54084796,0.19323154,0.19168656,0.8149641,0.10720381,7100.0,70,1420.0,71000.0
-9.703149,360000.0,0.7000000000000001,0.18134145,0.265,0.40753374,0.21174054,0.19172323,0.81508034,0.10720839,7200.0,71,1440.0,72000.0
-11.487885,365000.0,0.5666666666666668,0.1813343,0.2416666666666667,0.5994285,0.22759771,0.19174169,0.81515527,0.10718761,7300.0,72,1460.0,73000.0
-9.386727,370000.0,0.6583333333333333,0.1812796,0.22166666666666668,0.9457429,0.16327824,0.19175963,0.81527734,0.10716703,7400.0,73,1480.0,74000.0
-9.562778,375000.0,0.6749999999999999,0.1811589,0.22666666666666666,0.28268912,0.1768438,0.19179188,0.8154282,0.10716006,7500.0,74,1500.0,75000.0
-9.919808,380000.0,0.6750000000000002,0.1810766,0.20666666666666667,0.38959768,0.17914629,0.19182926,0.8155796,0.1071324,7600.0,75,1520.0,76000.0
-10.238429,385000.0,0.6083333333333333,0.18082523,0.21333333333333337,0.47174087,0.16570948,0.19184302,0.8157154,0.10704169,7700.0,76,1540.0,77000.0
-8.700252,390000.0,0.7083333333333334,0.18074013,0.22166666666666668,0.26512095,0.16703887,0.1918581,0.8158302,0.10702819,7800.0,77,1560.0,78000.0
-9.892073,395000.0,0.6666666666666666,0.1806882,0.19833333333333333,0.47768736,0.17287971,0.19189243,0.81600314,0.10704312,7900.0,78,1580.0,79000.0
-8.90975,400000.0,0.6166666666666666,0.18057251,0.2383333333333333,0.39213046,0.14889921,0.19192533,0.8161213,0.10705302,8000.0,79,1600.0,80000.0
-9.254569,405000.0,0.75,0.1804507,0.2333333333333333,0.25192863,0.17260848,0.19195311,0.8162503,0.10708883,8100.0,80,1620.0,81000.0
-9.184912,410000.0,0.7083333333333334,0.18039249,0.19666666666666668,0.25115553,0.18047404,0.19201393,0.81642944,0.1071391,8200.0,81,1640.0,82000.0
-8.532001,415000.0,0.7666666666666666,0.18034887,0.22166666666666668,0.52739924,0.16639107,0.19206269,0.8166475,0.107221365,8300.0,82,1660.0,83000.0
-7.9927793,420000.0,0.7416666666666666,0.18015109,0.2383333333333333,0.30438444,0.15952343,0.19211276,0.8168333,0.10718301,8400.0,83,1680.0,84000.0
-10.673012,425000.0,0.625,0.18010814,0.21,0.27659827,0.15792182,0.1921518,0.8169953,0.10718039,8500.0,84,1700.0,85000.0
-9.360236,430000.0,0.6749999999999999,0.17998572,0.2333333333333333,0.5447344,0.14707647,0.1922081,0.81712395,0.10714105,8600.0,85,1720.0,86000.0
-10.178553,435000.0,0.65,0.17982759,0.24666666666666667,0.45852277,0.16948819,0.19223565,0.8173084,0.10710945,8700.0,86,1740.0,87000.0
-10.120281,440000.0,0.6666666666666666,0.17977004,0.20000000000000004,0.35132086,0.16191368,0.1922881,0.8174456,0.10710576,8800.0,87,1760.0,88000.0
-9.841404,445000.0,0.7166666666666668,0.179693,0.21999999999999997,0.48130926,0.18172519,0.1923153,0.81749755,0.10717418,8900.0,88,1780.0,89000.0
-10.128169,450000.0,0.6666666666666666,0.17960505,0.22333333333333336,0.2302354,0.16120495,0.19235025,0.8176109,0.10714506,9000.0,89,1800.0,90000.0
-9.544391,455000.0,0.6999999999999998,0.17951871,0.21833333333333335,0.37777174,0.15462247,0.19239049,0.81770355,0.107144326,9100.0,90,1820.0,91000.0
-9.434092,460000.0,0.7083333333333334,0.17945345,0.2333333333333333,0.20278877,0.16170897,0.19240934,0.81776315,0.10717858,9200.0,91,1840.0,92000.0
-9.179951,465000.0,0.725,0.1793204,0.22833333333333336,0.9137633,0.1796906,0.19246137,0.81793094,0.10712465,9300.0,92,1860.0,93000.0
-10.928154,470000.0,0.6,0.17919676,0.23666666666666666,0.39397207,0.16563866,0.19247787,0.8180215,0.10711514,9400.0,93,1880.0,94000.0
-10.720096,475000.0,0.6416666666666666,0.17907888,0.20833333333333334,0.5861722,0.16731127,0.19249195,0.8180995,0.107152425,9500.0,94,1900.0,95000.0
-11.228122,480000.0,0.6,0.17895645,0.26166666666666666,0.8737939,0.18126215,0.19249399,0.81817317,0.10715809,9600.0,95,1920.0,96000.0
-10.596919,485000.0,0.6333333333333334,0.17894834,0.20333333333333337,0.58607215,0.14891155,0.19250147,0.81820697,0.10727406,9700.0,96,1940.0,97000.0
-10.618096,490000.0,0.6583333333333333,0.1787834,0.20333333333333337,0.38336954,0.16796201,0.19251591,0.81828547,0.10730443,9800.0,97,1960.0,98000.0
-8.916282,495000.0,0.725,0.17878419,0.18333333333333335,0.43805397,0.15040095,0.19253267,0.8183692,0.107382335,9900.0,98,1980.0,99000.0
-9.986766,500000.0,0.6833333333333332,0.17881392,0.18000000000000002,0.44333336,0.14559285,0.19254835,0.81850535,0.107579075,10000.0,99,2000.0,100000.0
-10.091517,505000.0,0.7166666666666667,0.17872162,0.21166666666666667,0.27817115,0.16406567,0.19258977,0.8186198,0.10766128,10100.0,100,2020.0,101000.0
-10.12485,510000.0,0.6916666666666668,0.17869313,0.22833333333333336,0.3914616,0.16355473,0.19262403,0.81870866,0.10776938,10200.0,101,2040.0,102000.0
-10.5143385,515000.0,0.6833333333333332,0.17859964,0.25,0.2354192,0.1594695,0.19265096,0.8187925,0.10779967,10300.0,102,2060.0,103000.0
-8.183089,520000.0,0.7999999999999999,0.1786434,0.21833333333333335,0.17892365,0.14527662,0.19266492,0.8188564,0.107812166,10400.0,103,2080.0,104000.0
-9.863366,525000.0,0.725,0.17861252,0.26166666666666666,0.4000026,0.17219543,0.19267732,0.8189354,0.10784313,10500.0,104,2100.0,105000.0
-9.868765,530000.0,0.75,0.17847808,0.21666666666666667,0.3571744,0.1596816,0.19269921,0.81900793,0.107842475,10600.0,105,2120.0,106000.0
-10.649408,535000.0,0.7166666666666667,0.17846096,0.21833333333333335,0.48593673,0.16255698,0.19273949,0.8191286,0.107848704,10700.0,106,2140.0,107000.0
-9.275506,540000.0,0.725,0.17846203,0.19499999999999998,0.61138767,0.1560084,0.19276737,0.81918794,0.10787604,10800.0,107,2160.0,108000.0
-9.790878,545000.0,0.6666666666666666,0.17839222,0.22333333333333336,0.49802533,0.15554404,0.19278689,0.81930286,0.10787477,10900.0,108,2180.0,109000.0
-8.929259,550000.0,0.725,0.17834382,0.21999999999999997,0.46650538,0.15214172,0.19277437,0.8193273,0.10796222,11000.0,109,2200.0,110000.0
-9.106075,555000.0,0.6916666666666668,0.17832352,0.24,0.1811508,0.16285007,0.19279744,0.81938314,0.108022116,11100.0,110,2220.0,111000.0
-9.177115,560000.0,0.6750000000000002,0.17822577,0.235,0.47735643,0.16555071,0.19281252,0.819546,0.10807229,11200.0,111,2240.0,112000.0
-7.9214234,565000.0,0.8000000000000002,0.17825033,0.21333333333333335,0.34294996,0.15662657,0.19282186,0.8196132,0.10815849,11300.0,112,2260.0,113000.0
-9.756877,570000.0,0.7166666666666667,0.1781704,0.22333333333333336,0.2676349,0.17085604,0.19282348,0.8196724,0.108182706,11400.0,113,2280.0,114000.0
-8.54206,575000.0,0.6083333333333333,0.17808594,0.23833333333333337,0.26801178,0.15462463,0.19284141,0.8197255,0.10820139,11500.0,114,2300.0,115000.0
-9.276677,580000.0,0.5833333333333334,0.17806017,0.20166666666666666,0.1793768,0.15886773,0.19286366,0.8198164,0.1082652,11600.0,115,2320.0,116000.0
-7.6447105,585000.0,0.7416666666666667,0.17798589,0.20333333333333334,0.2466795,0.13970523,0.19287889,0.8198815,0.10827144,11700.0,116,2340.0,117000.0
-9.733826,590000.0,0.5750000000000001,0.17799415,0.22666666666666666,0.19278134,0.15771057,0.19290297,0.81999993,0.10831977,11800.0,117,2360.0,118000.0
-7.985531,595000.0,0.8000000000000002,0.17803077,0.20166666666666666,0.36864564,0.149545,0.1929114,0.8200674,0.10836774,11900.0,118,2380.0,119000.0
-7.63882,600000.0,0.8249999999999998,0.17792274,0.24833333333333332,0.559747,0.15094206,0.19294666,0.8201976,0.10838795,12000.0,119,2400.0,120000.0
-8.878669,605000.0,0.7583333333333333,0.17786725,0.21666666666666665,0.43397418,0.16210215,0.19297783,0.82035136,0.10840061,12100.0,120,2420.0,121000.0
-8.588636,610000.0,0.7916666666666666,0.17782705,0.21833333333333335,0.49592185,0.15016341,0.1929857,0.82041687,0.10845158,12200.0,121,2440.0,122000.0
-9.808991,615000.0,0.6,0.17780773,0.215,0.34200445,0.15072607,0.1930095,0.82052755,0.10850963,12300.0,122,2460.0,123000.0
-9.187307,620000.0,0.65,0.17769723,0.21666666666666667,0.4484423,0.15405802,0.19304444,0.8206663,0.10850752,12400.0,123,2480.0,124000.0
-10.962306,625000.0,0.5583333333333333,0.1777354,0.18000000000000002,0.26765037,0.15536872,0.19305687,0.82078505,0.10858657,12500.0,124,2500.0,125000.0
-8.961136,630000.0,0.75,0.17770404,0.225,0.3051959,0.16264817,0.19306713,0.82086676,0.10856212,12600.0,125,2520.0,126000.0
-9.188348,635000.0,0.7333333333333334,0.17772578,0.18333333333333335,0.2679642,0.16130619,0.1930949,0.82096624,0.108547516,12700.0,126,2540.0,127000.0
-10.699861,640000.0,0.6583333333333333,0.17773862,0.18666666666666668,0.23300107,0.17477012,0.19310544,0.82106084,0.10860065,12800.0,127,2560.0,128000.0
-10.149796,645000.0,0.6,0.17775278,0.205,0.44550171,0.15974157,0.19313602,0.82113296,0.10863396,12900.0,128,2580.0,129000.0
-8.455427,650000.0,0.7333333333333334,0.17777292,0.20833333333333334,0.34298578,0.15049568,0.1931532,0.82119703,0.10870394,13000.0,129,2600.0,130000.0
-8.565403,655000.0,0.725,0.17774053,0.235,0.18730734,0.14087981,0.19315998,0.821307,0.10872674,13100.0,130,2620.0,131000.0
-8.873707,660000.0,0.6916666666666665,0.17768465,0.24,0.22542424,0.1629047,0.19316919,0.8214044,0.10876665,13200.0,131,2640.0,132000.0
-9.717315,665000.0,0.7083333333333334,0.1777033,0.21666666666666667,0.39423802,0.16968107,0.1931693,0.8214357,0.10880601,13300.0,132,2660.0,133000.0
-8.5673685,670000.0,0.7583333333333333,0.17758895,0.27,0.323686,0.1469171,0.19318736,0.8215038,0.108775645,13400.0,133,2680.0,134000.0
-8.166771,675000.0,0.7833333333333333,0.17749631,0.235,0.77855986,0.15043822,0.19318883,0.821523,0.108745575,13500.0,134,2700.0,135000.0
-9.867106,680000.0,0.6166666666666667,0.17760985,0.24,0.23660195,0.15164904,0.19316645,0.821492,0.108814955,13600.0,135,2720.0,136000.0
-9.168561,685000.0,0.7916666666666666,0.17754686,0.23666666666666666,0.4596487,0.154766,0.19316126,0.8214893,0.108794756,13700.0,136,2740.0,137000.0
-8.832231,690000.0,0.7416666666666666,0.17756741,0.21833333333333335,0.5069185,0.15552823,0.19316246,0.8215241,0.10882985,13800.0,137,2760.0,138000.0
-10.52088,695000.0,0.7000000000000001,0.17760639,0.22833333333333336,0.4563687,0.14527248,0.19314303,0.8215082,0.1088964,13900.0,138,2780.0,139000.0
-10.466975,700000.0,0.6916666666666668,0.1775455,0.22999999999999998,0.2842625,0.15849592,0.19315827,0.8215885,0.10888488,14000.0,139,2800.0,140000.0
-9.262595,705000.0,0.7333333333333334,0.17749743,0.205,0.24514683,0.14859341,0.19318105,0.8216911,0.10892915,14100.0,140,2820.0,141000.0
-9.841207,710000.0,0.7833333333333332,0.17751323,0.21666666666666667,0.46339998,0.16042219,0.19320327,0.8217532,0.108988345,14200.0,141,2840.0,142000.0
-8.661921,715000.0,0.775,0.17747574,0.23500000000000001,0.535451,0.14608501,0.1932203,0.82178634,0.10902772,14300.0,142,2860.0,143000.0
-9.608417,720000.0,0.6916666666666668,0.17747085,0.21333333333333337,0.3195592,0.16750538,0.1932329,0.82182366,0.1090909,14400.0,143,2880.0,144000.0
-9.858167,725000.0,0.6666666666666666,0.17743559,0.19833333333333333,0.39805886,0.14798725,0.19326168,0.8219072,0.10909343,14500.0,144,2900.0,145000.0
-9.710376,730000.0,0.7916666666666666,0.17738889,0.29000000000000004,0.25774896,0.16752271,0.19328196,0.8219273,0.109124295,14600.0,145,2920.0,146000.0
-10.389804,735000.0,0.7416666666666667,0.17733465,0.2066666666666667,0.37339687,0.16056721,0.19328563,0.8219795,0.10914137,14700.0,146,2940.0,147000.0
-8.66872,740000.0,0.8083333333333332,0.17732549,0.2283333333333333,0.21318066,0.16905896,0.19329584,0.82201606,0.1092181,14800.0,147,2960.0,148000.0
-9.276505,745000.0,0.7916666666666666,0.17734432,0.21833333333333335,0.254329,0.14183366,0.19329955,0.82201344,0.10926476,14900.0,148,2980.0,149000.0
-10.061606,750000.0,0.6916666666666668,0.17731307,0.26666666666666666,0.40487584,0.15975042,0.19332315,0.82210773,0.10927681,15000.0,149,3000.0,150000.0
-9.085745,755000.0,0.7250000000000001,0.17731994,0.235,0.22229429,0.1503088,0.19334276,0.822143,0.10934111,15100.0,150,3020.0,151000.0
-9.215226,760000.0,0.7083333333333334,0.17733745,0.22166666666666668,0.40699473,0.15413353,0.19333322,0.8221615,0.109466754,15200.0,151,3040.0,152000.0
-10.645269,765000.0,0.6666666666666666,0.17735429,0.19666666666666666,0.2628614,0.16320945,0.19333966,0.8221926,0.10955343,15300.0,152,3060.0,153000.0
-10.595975,770000.0,0.6083333333333334,0.17736335,0.215,0.31646392,0.1443557,0.19335528,0.8222408,0.10966774,15400.0,153,3080.0,154000.0
-8.498546,775000.0,0.6666666666666666,0.17739172,0.18666666666666668,0.2555562,0.13444029,0.19336973,0.82232505,0.10975314,15500.0,154,3100.0,155000.0
-9.143979,780000.0,0.7416666666666667,0.17739467,0.205,0.4393493,0.1509128,0.19337447,0.822413,0.10983682,15600.0,155,3120.0,156000.0
-9.757779,785000.0,0.7333333333333334,0.1773904,0.19333333333333336,0.34789464,0.1583903,0.19339162,0.82247883,0.10991914,15700.0,156,3140.0,157000.0
-8.377875,790000.0,0.8083333333333332,0.17739551,0.23333333333333336,0.2832271,0.15514989,0.19340456,0.8225312,0.10999861,15800.0,157,3160.0,158000.0
-9.255759,795000.0,0.7083333333333334,0.17745034,0.2416666666666667,0.3613683,0.13887027,0.19341429,0.82254034,0.11011111,15900.0,158,3180.0,159000.0
-10.606332,800000.0,0.5916666666666667,0.177442,0.18833333333333332,0.39594182,0.15686928,0.19342142,0.82256526,0.110188045,16000.0,159,3200.0,160000.0
-9.300346,805000.0,0.65,0.17739509,0.20833333333333334,0.36292103,0.15068151,0.19343871,0.8226466,0.11027431,16100.0,160,3220.0,161000.0
-9.300316,810000.0,0.7416666666666667,0.17736043,0.22,0.17246383,0.16044083,0.19344324,0.8226798,0.11031901,16200.0,161,3240.0,162000.0
-9.528708,815000.0,0.7333333333333334,0.1773272,0.21666666666666667,0.23228423,0.14720991,0.19346114,0.8227525,0.11037263,16300.0,162,3260.0,163000.0
-8.473819,820000.0,0.65,0.17733772,0.235,0.8975217,0.14663258,0.19348615,0.8228543,0.11044636,16400.0,163,3280.0,164000.0
-8.700299,825000.0,0.6916666666666665,0.17730576,0.19499999999999998,0.39784238,0.14280005,0.19349886,0.82290035,0.110494226,16500.0,164,3300.0,165000.0
-8.090024,830000.0,0.7666666666666666,0.1772907,0.22166666666666668,0.35742447,0.14969294,0.19351532,0.8229386,0.11053606,16600.0,165,3320.0,166000.0
-10.052311,835000.0,0.6333333333333333,0.17729174,0.19499999999999998,0.20030306,0.16570103,0.19352172,0.8229564,0.11057761,16700.0,166,3340.0,167000.0
-9.553279,840000.0,0.6666666666666666,0.17734854,0.20666666666666667,0.88442916,0.18121088,0.19352408,0.8230195,0.11062253,16800.0,167,3360.0,168000.0
-8.944251,845000.0,0.725,0.17728214,0.22666666666666666,0.2959695,0.16362368,0.1935422,0.82309794,0.110656194,16900.0,168,3380.0,169000.0
-8.7481365,850000.0,0.7166666666666667,0.17723359,0.18833333333333332,0.23847465,0.15954316,0.19355206,0.82314473,0.110664934,17000.0,169,3400.0,170000.0
-8.4621,855000.0,0.6583333333333333,0.17720705,0.21666666666666667,0.46483362,0.1470586,0.19356024,0.82317686,0.11068956,17100.0,170,3420.0,171000.0
