train/reward_compute_count,stats_g/std,test/mean_Q,stats_g/mean,test/episode,test/ag_g_dist,train/success_rate,stats_o/mean,epoch,test/success_rate,test/reward_compute_count,train/critic_loss,train/episode,stats_o/std
125000.0,0.231319,-35.18429,0.37309983,500.0,0.9892722,0.0,0.19906847,24,0.0,25000.0,0.0019886151,2500.0,0.71514624
130000.0,0.2314188,-35.89363,0.37324843,520.0,1.0843383,0.0,0.19904222,25,0.0,26000.0,0.0012222739,2600.0,0.714994
135000.0,0.23137777,-36.54302,0.3734065,540.0,1.0166248,0.0,0.19901378,26,0.0,27000.0,0.0010384033,2700.0,0.7148436
140000.0,0.23120813,-37.22736,0.37356833,560.0,1.0290308,0.0,0.19891393,27,0.0,28000.0,0.0013498222,2800.0,0.7146592
145000.0,0.23111606,-37.719566,0.37381002,580.0,1.0512248,0.0,0.19886708,28,0.0,29000.0,0.0036317408,2900.0,0.71444297
150000.0,0.23113845,-38.50494,0.37406644,600.0,1.0715216,0.0,0.19896723,29,0.0,30000.0,0.0034056685,3000.0,0.71431255
155000.0,0.2312061,-38.946365,0.37388515,620.0,0.9455762,0.0,0.1989292,30,0.0,31000.0,0.0035036115,3100.0,0.7141306
160000.0,0.23126943,-39.571037,0.37401542,640.0,0.9819715,0.0,0.19895284,31,0.0,32000.0,0.004608933,3200.0,0.71397036
165000.0,0.23126851,-39.948235,0.37416807,660.0,1.0179147,0.0,0.19893886,32,0.0,33000.0,0.0027301293,3300.0,0.7138347
170000.0,0.2312838,-40.4151,0.37417105,680.0,1.0747924,0.0,0.19889098,33,0.0,34000.0,0.0018310141,3400.0,0.71382433
175000.0,0.23131214,-40.868675,0.37424317,700.0,1.0984772,0.0,0.19883566,34,0.0,35000.0,0.0022786544,3500.0,0.7137969
180000.0,0.23132066,-41.326862,0.3741343,720.0,0.9617099,0.0,0.1988191,35,0.0,36000.0,0.0022354594,3600.0,0.7137744
185000.0,0.2312478,-41.70502,0.37420726,740.0,0.9540027,0.0,0.19880314,36,0.0,37000.0,0.002831749,3700.0,0.7135822
190000.0,0.23124163,-42.117374,0.37424907,760.0,0.9630158,0.0,0.19885357,37,0.0,38000.0,0.0016356808,3800.0,0.71353287
195000.0,0.23120536,-42.49118,0.3741412,780.0,1.0111442,0.0,0.1988898,38,0.0,39000.0,0.0012767615,3900.0,0.7134211
200000.0,0.231238,-42.89925,0.3740076,800.0,1.0769973,0.0,0.19896136,39,0.0,40000.0,0.004722345,4000.0,0.71332246
205000.0,0.23114543,-43.15678,0.37410167,820.0,0.995488,0.0,0.19897652,40,0.0,41000.0,0.0073362864,4100.0,0.713275
210000.0,0.23108189,-43.48055,0.37414542,840.0,1.0864593,0.0,0.19897026,41,0.0,42000.0,0.0072760545,4200.0,0.71321464
215000.0,0.23109068,-43.746796,0.3741572,860.0,1.0195155,0.0,0.19897227,42,0.0,43000.0,0.0016312479,4300.0,0.7132106
220000.0,0.23112024,-44.075672,0.37404767,880.0,1.064693,0.0,0.19890721,43,0.0,44000.0,0.0023256757,4400.0,0.71318847
225000.0,0.23103464,-44.4102,0.37411246,900.0,1.035018,0.0,0.19891901,44,0.0,45000.0,0.0037145438,4500.0,0.7132041
230000.0,0.2310735,-44.52393,0.37403774,920.0,1.0287552,0.0,0.1989032,45,0.0,46000.0,0.007953082,4600.0,0.7132049
235000.0,0.23110144,-44.991497,0.37400177,940.0,1.0438517,0.0,0.19885795,46,0.0,47000.0,0.0054074414,4700.0,0.71312505
240000.0,0.23109007,-45.1303,0.3740684,960.0,1.0808872,0.0,0.1988557,47,0.0,48000.0,0.0023576198,4800.0,0.71307445
245000.0,0.23102956,-45.388172,0.37416735,980.0,1.0450469,0.0,0.19883578,48,0.0,49000.0,0.0024270725,4900.0,0.71292853
250000.0,0.2310772,-45.46876,0.37406945,1000.0,1.0174109,0.0,0.19877495,49,0.0,50000.0,0.013947616,5000.0,0.7129505
255000.0,0.23105295,-45.79608,0.3741124,1020.0,1.0798702,0.0,0.19879888,50,0.0,51000.0,0.0017671412,5100.0,0.71276873
260000.0,0.23103654,-45.882935,0.37410554,1040.0,1.0474242,0.0,0.19880153,51,0.0,52000.0,0.0066617667,5200.0,0.71278507
265000.0,0.2310944,-46.289597,0.3740085,1060.0,1.0877963,0.0,0.19878127,52,0.0,53000.0,0.01148318,5300.0,0.7127014
270000.0,0.23110151,-46.320484,0.37405992,1080.0,1.0683535,0.0016666666666666668,0.19874983,53,0.0,54000.0,0.0017463506,5400.0,0.71261054
275000.0,0.23107636,-46.603992,0.37409225,1100.0,1.0042055,0.0,0.19876902,54,0.0,55000.0,0.001959485,5500.0,0.7125376
280000.0,0.23105608,-46.729786,0.37409845,1120.0,1.0611473,0.0,0.19879036,55,0.0,56000.0,0.0007573773,5600.0,0.71252704
285000.0,0.23104794,-46.943848,0.37419853,1140.0,1.1066729,0.0,0.19883011,56,0.0,57000.0,0.0019694583,5700.0,0.71249175
290000.0,0.23111926,-47.01645,0.37421742,1160.0,1.0633049,0.0,0.19883882,57,0.0,58000.0,0.0011358376,5800.0,0.7125349
295000.0,0.23114128,-47.14552,0.37418464,1180.0,0.9591593,0.0,0.19882704,58,0.0,59000.0,0.0067795,5900.0,0.7125104
300000.0,0.2311786,-47.21107,0.37413165,1200.0,1.0306424,0.0,0.19885106,59,0.0,60000.0,0.00447416,6000.0,0.7125097
305000.0,0.2311521,-47.339264,0.3741674,1220.0,1.0301207,0.0,0.19893055,60,0.0,61000.0,0.0022932624,6100.0,0.7125154
310000.0,0.23116393,-47.42595,0.37403527,1240.0,1.0424694,0.0,0.19895975,61,0.0,62000.0,0.001379473,6200.0,0.71242625
315000.0,0.23120157,-47.46391,0.37393937,1260.0,1.0191675,0.0,0.1989487,62,0.0,63000.0,0.0067014233,6300.0,0.71240526
320000.0,0.2311845,-47.634228,0.37393406,1280.0,1.0316063,0.0,0.19898307,63,0.0,64000.0,0.0007737951,6400.0,0.7123533
325000.0,0.2312101,-47.792633,0.37392125,1300.0,1.0111618,0.0,0.198994,64,0.0,65000.0,0.002764995,6500.0,0.7122988
330000.0,0.2311769,-47.832424,0.3739613,1320.0,1.0117673,0.0,0.19903475,65,0.0,66000.0,0.0032152112,6600.0,0.71225077
335000.0,0.23115964,-48.026012,0.37393746,1340.0,0.9972709,0.0,0.19903386,66,0.0,67000.0,0.0027945626,6700.0,0.7122476
340000.0,0.23116912,-48.080853,0.3738346,1360.0,1.0628327,0.0,0.19901901,67,0.0,68000.0,0.0022708608,6800.0,0.7122371
345000.0,0.23114955,-48.190845,0.3738931,1380.0,1.0763007,0.0,0.19899301,68,0.0,69000.0,0.0021827694,6900.0,0.71219283
350000.0,0.23112763,-48.213314,0.3738598,1400.0,1.0157384,0.0,0.19899507,69,0.0,70000.0,0.0025895806,7000.0,0.71221215
355000.0,0.23111081,-48.40254,0.37384608,1420.0,1.0293393,0.0,0.19900136,70,0.0,71000.0,0.005054511,7100.0,0.712212
360000.0,0.23113759,-48.433544,0.37377834,1440.0,1.037869,0.0,0.19900233,71,0.0,72000.0,0.005283553,7200.0,0.7121628
365000.0,0.23114447,-48.548,0.37377945,1460.0,1.0470953,0.0,0.19902408,72,0.0,73000.0,0.0033578568,7300.0,0.7121571
370000.0,0.2311825,-48.493793,0.37376562,1480.0,1.0344762,0.0,0.19904773,73,0.0,74000.0,0.0020710414,7400.0,0.71205884
375000.0,0.23121665,-48.536304,0.37386182,1500.0,1.0316874,0.0,0.19905283,74,0.0,75000.0,0.0046774447,7500.0,0.712015
380000.0,0.23119922,-48.660847,0.3738185,1520.0,1.0601077,0.0,0.19902723,75,0.0,76000.0,0.0019297544,7600.0,0.7120808
385000.0,0.23120399,-48.636646,0.3738915,1540.0,1.0146166,0.0,0.19905691,76,0.0,77000.0,0.003413378,7700.0,0.71204036
390000.0,0.23121202,-48.722157,0.37384877,1560.0,0.9663377,0.0,0.19905108,77,0.0,78000.0,0.0018345147,7800.0,0.71205544
395000.0,0.23124664,-48.873783,0.3738068,1580.0,1.0223802,0.0,0.19902278,78,0.0,79000.0,0.0014264587,7900.0,0.71208453
400000.0,0.23127122,-48.90333,0.37385464,1600.0,1.0371678,0.0,0.1990047,79,0.0,80000.0,0.00086142943,8000.0,0.7120209
405000.0,0.23131926,-49.014294,0.3738489,1620.0,1.0309819,0.0,0.1990005,80,0.0,81000.0,0.0053257863,8100.0,0.71199447
410000.0,0.23133872,-49.08603,0.37386498,1640.0,1.0239576,0.0,0.19900759,81,0.0,82000.0,0.017349815,8200.0,0.7119377
415000.0,0.23134136,-49.077915,0.37389198,1660.0,1.0395836,0.0,0.19899665,82,0.0,83000.0,0.0024483923,8300.0,0.71189517
420000.0,0.23131813,-49.025562,0.37394,1680.0,1.009895,0.0,0.19904345,83,0.0,84000.0,0.0015901023,8400.0,0.71187645
425000.0,0.23132132,-49.068546,0.37388685,1700.0,1.097865,0.0,0.1990165,84,0.0,85000.0,0.005369266,8500.0,0.711803
430000.0,0.23128243,-49.09967,0.37387577,1720.0,0.98695844,0.0,0.19900757,85,0.0,86000.0,0.00392803,8600.0,0.71179754
435000.0,0.23126523,-49.153973,0.37389073,1740.0,1.0650257,0.0,0.198981,86,0.0,87000.0,0.0020159255,8700.0,0.7117719
440000.0,0.23124838,-49.181427,0.3738791,1760.0,1.0808363,0.0,0.19896781,87,0.0,88000.0,0.0023819327,8800.0,0.711711
445000.0,0.23123057,-49.219578,0.3737997,1780.0,0.970195,0.0,0.19895335,88,0.0,89000.0,0.0012548044,8900.0,0.71169585
450000.0,0.23123007,-49.251575,0.3737735,1800.0,1.0813826,0.0,0.19894053,89,0.0,90000.0,0.0019848684,9000.0,0.71163076
455000.0,0.23124896,-49.29608,0.37376913,1820.0,0.9953279,0.0,0.19892277,90,0.0,91000.0,0.0033922892,9100.0,0.71156216
460000.0,0.23122768,-49.215027,0.37372896,1840.0,1.0608662,0.0,0.19891845,91,0.0,92000.0,0.005489147,9200.0,0.7115445
465000.0,0.23119281,-49.31261,0.37373948,1860.0,1.0783361,0.0,0.19893469,92,0.0,93000.0,0.0022131745,9300.0,0.71153516
470000.0,0.23121722,-49.324966,0.3737007,1880.0,1.057055,0.0,0.19894005,93,0.0,94000.0,0.004632722,9400.0,0.71147186
475000.0,0.23122466,-49.410862,0.3737031,1900.0,1.0252281,0.0,0.1989122,94,0.0,95000.0,0.0024724894,9500.0,0.7114785
480000.0,0.23121901,-49.411724,0.37375155,1920.0,1.0140524,0.0,0.19891368,95,0.0,96000.0,0.0013382992,9600.0,0.71150583
485000.0,0.231232,-49.368755,0.37369004,1940.0,1.0393585,0.0,0.1989099,96,0.0,97000.0,0.0016671071,9700.0,0.7115033
490000.0,0.23122446,-49.51895,0.3737301,1960.0,0.9772652,0.0,0.19891293,97,0.0,98000.0,0.004783383,9800.0,0.711435
495000.0,0.23121862,-49.516285,0.37374792,1980.0,1.0043864,0.0,0.1989122,98,0.0,99000.0,0.0076592676,9900.0,0.7114474
500000.0,0.23122881,-49.468464,0.37381425,2000.0,1.062742,0.0,0.19891466,99,0.0,100000.0,0.0016781654,10000.0,0.7114026
505000.0,0.23124464,-49.50484,0.3737863,2020.0,1.0561486,0.0,0.19889657,100,0.0,101000.0,0.004684845,10100.0,0.7113941
510000.0,0.23125817,-49.4996,0.37379804,2040.0,1.0127853,0.0,0.1988941,101,0.0,102000.0,0.0010141715,10200.0,0.711343
515000.0,0.23125158,-49.52123,0.37385464,2060.0,1.0096774,0.0,0.19889136,102,0.0,103000.0,0.0013024103,10300.0,0.7113609
520000.0,0.2312259,-49.474865,0.37384453,2080.0,1.0661522,0.0,0.19888724,103,0.0,104000.0,0.005820628,10400.0,0.71138805
525000.0,0.23120274,-49.55524,0.37384692,2100.0,1.008098,0.0,0.19890396,104,0.0,105000.0,0.0008891642,10500.0,0.7113853
530000.0,0.23119523,-49.57513,0.37385556,2120.0,1.1039301,0.0,0.19891046,105,0.0,106000.0,0.004998429,10600.0,0.7113695
535000.0,0.23118663,-49.595882,0.37379965,2140.0,1.0103391,0.0,0.19891399,106,0.0,107000.0,0.0030723754,10700.0,0.7113409
540000.0,0.23120971,-49.60503,0.3737266,2160.0,0.9949468,0.0,0.19892286,107,0.0,108000.0,0.003822283,10800.0,0.71137863
545000.0,0.23121344,-49.67104,0.3737029,2180.0,1.0471166,0.0,0.19894296,108,0.0,109000.0,0.004029283,10900.0,0.7113673
550000.0,0.23122127,-49.681812,0.37374815,2200.0,1.0460101,0.0,0.19895826,109,0.0,110000.0,0.004634758,11000.0,0.7113808
555000.0,0.2312228,-49.573986,0.3737506,2220.0,0.9831818,0.0,0.19896859,110,0.0,111000.0,0.0017940713,11100.0,0.71134216
560000.0,0.23121142,-49.617443,0.3737537,2240.0,1.0191051,0.0,0.19896702,111,0.0,112000.0,0.001880945,11200.0,0.71130204
565000.0,0.23118176,-49.648785,0.3737097,2260.0,0.98393124,0.0,0.19896013,112,0.0,113000.0,0.0024951827,11300.0,0.7112921
570000.0,0.23121159,-49.599014,0.37375513,2280.0,1.0872664,0.0,0.19898151,113,0.0,114000.0,0.00973194,11400.0,0.7112805
575000.0,0.23121195,-49.617764,0.373751,2300.0,1.0355479,0.0,0.19899179,114,0.0,115000.0,0.010013348,11500.0,0.71130043
580000.0,0.23121715,-49.646378,0.37376294,2320.0,1.0316585,0.0,0.19899772,115,0.0,116000.0,0.00219542,11600.0,0.71131617
585000.0,0.23120485,-49.731953,0.37382272,2340.0,1.0689002,0.0,0.19899683,116,0.0,117000.0,0.0008279546,11700.0,0.7113034
590000.0,0.23118599,-49.71899,0.37378904,2360.0,1.051686,0.0,0.19897692,117,0.0,118000.0,0.0013818219,11800.0,0.71131164
595000.0,0.23117973,-49.681885,0.3737537,2380.0,1.0591923,0.0,0.1989723,118,0.0,119000.0,0.0015874472,11900.0,0.71134305
600000.0,0.23118858,-49.703064,0.37371638,2400.0,1.0147381,0.0,0.19897343,119,0.0,120000.0,0.00063833146,12000.0,0.7113618
605000.0,0.2311814,-49.706036,0.37369624,2420.0,1.0660605,0.0,0.19895191,120,0.0,121000.0,0.00053545315,12100.0,0.7112952
610000.0,0.23119844,-49.75946,0.37367487,2440.0,0.99089813,0.0,0.1989551,121,0.0,122000.0,0.0054367348,12200.0,0.71125716
615000.0,0.23119064,-49.803425,0.37365094,2460.0,1.0778112,0.0,0.19892831,122,0.0,123000.0,0.004651057,12300.0,0.71126467
620000.0,0.2311963,-49.72693,0.3736395,2480.0,1.0253111,0.0,0.19892637,123,0.0,124000.0,0.0017546797,12400.0,0.7112697
625000.0,0.23118545,-49.729137,0.37369385,2500.0,1.0813905,0.0,0.19893616,124,0.0,125000.0,0.0007657584,12500.0,0.7112808
630000.0,0.2311968,-49.801544,0.3737279,2520.0,1.0941606,0.0,0.19891852,125,0.0,126000.0,0.0020911107,12600.0,0.7112604
635000.0,0.23119129,-49.76001,0.37375346,2540.0,1.0949173,0.0,0.19890837,126,0.0,127000.0,0.00069013826,12700.0,0.7112529
640000.0,0.23119418,-49.770428,0.37379035,2560.0,0.9991081,0.0,0.19891803,127,0.0,128000.0,0.0011028186,12800.0,0.7112682
645000.0,0.23122163,-49.782623,0.37377843,2580.0,1.0494937,0.0,0.19890766,128,0.0,129000.0,0.0015279828,12900.0,0.71125394
650000.0,0.2312283,-49.745106,0.37382564,2600.0,1.0380721,0.0,0.19891429,129,0.0,130000.0,0.001750729,13000.0,0.711252
655000.0,0.23122282,-49.738514,0.37383094,2620.0,1.0429027,0.0,0.19891052,130,0.0,131000.0,0.0017895931,13100.0,0.7112419
660000.0,0.23122542,-49.738525,0.37382612,2640.0,1.0605487,0.0,0.19890535,131,0.0,132000.0,0.0013695859,13200.0,0.7112009
665000.0,0.23121159,-49.803387,0.37381372,2660.0,1.0222298,0.0,0.19890416,132,0.0,133000.0,0.00035828483,13300.0,0.7111821
670000.0,0.23120962,-49.756958,0.37384585,2680.0,1.0841663,0.0,0.19891097,133,0.0,134000.0,0.0028914849,13400.0,0.7111735
675000.0,0.23122127,-49.690693,0.37382963,2700.0,1.039895,0.0,0.19889808,134,0.0,135000.0,0.0046449,13500.0,0.7111881
680000.0,0.23124175,-49.759296,0.37386107,2720.0,0.9958856,0.0,0.19887787,135,0.0,136000.0,0.00061467616,13600.0,0.71119887
685000.0,0.2312705,-49.912716,0.3738873,2740.0,0.95737904,0.0,0.19887076,136,0.0,137000.0,0.024980232,13700.0,0.7112124
690000.0,0.23125577,-49.77544,0.37387124,2760.0,0.95475453,0.0,0.19886453,137,0.0,138000.0,0.0009954809,13800.0,0.7112257
695000.0,0.23127218,-49.75449,0.37386712,2780.0,1.0546578,0.0,0.19886293,138,0.0,139000.0,0.0013169087,13900.0,0.71121573
700000.0,0.23127513,-49.721462,0.37384304,2800.0,0.98502797,0.0,0.19885768,139,0.0,140000.0,0.008943315,14000.0,0.7112228
705000.0,0.23127936,-49.822433,0.37380156,2820.0,0.9683053,0.0,0.19885008,140,0.0,141000.0,0.0024624413,14100.0,0.7112339
710000.0,0.2312858,-49.71796,0.3737677,2840.0,1.0727046,0.0,0.19883619,141,0.0,142000.0,0.0045958436,14200.0,0.71123725
715000.0,0.2313137,-49.794678,0.37372342,2860.0,1.0532491,0.0,0.19881998,142,0.0,143000.0,0.0015790019,14300.0,0.7112431
720000.0,0.23128785,-49.78998,0.3737174,2880.0,1.037695,0.0,0.19881463,143,0.0,144000.0,0.002879383,14400.0,0.7112284
725000.0,0.23128502,-49.826153,0.37371156,2900.0,1.0239935,0.0,0.19881362,144,0.0,145000.0,0.0012063583,14500.0,0.7112045
730000.0,0.2312874,-49.839397,0.3737211,2920.0,1.0571676,0.0,0.19880365,145,0.0,146000.0,0.0017876305,14600.0,0.7112203
735000.0,0.23129375,-49.746094,0.3737174,2940.0,1.0256311,0.0,0.19881092,146,0.0,147000.0,0.004010931,14700.0,0.7112041
740000.0,0.23129332,-49.768764,0.37370038,2960.0,1.0825971,0.0,0.19881624,147,0.0,148000.0,0.0009659605,14800.0,0.71117896
745000.0,0.23129375,-49.77779,0.37370208,2980.0,1.0377135,0.0,0.19882838,148,0.0,149000.0,0.0006448399,14900.0,0.7111736
750000.0,0.23130213,-49.8139,0.373693,3000.0,1.0468744,0.0,0.198829,149,0.0,150000.0,0.0009275155,15000.0,0.7111473
755000.0,0.23128699,-49.877594,0.37371063,3020.0,1.0125751,0.0,0.19884403,150,0.0,151000.0,0.005257573,15100.0,0.71116
760000.0,0.23128779,-49.750965,0.37374887,3040.0,1.0672117,0.0,0.19884272,151,0.0,152000.0,0.0073846695,15200.0,0.71115905
765000.0,0.23129423,-49.879467,0.3737811,3060.0,1.0061814,0.0,0.19883691,152,0.0,153000.0,0.0018715217,15300.0,0.71113795
770000.0,0.23128112,-49.84878,0.37378383,3080.0,1.0063878,0.0,0.19884215,153,0.0,154000.0,0.001374663,15400.0,0.7111239
775000.0,0.23128001,-49.79095,0.3737922,3100.0,1.055943,0.0,0.19885929,154,0.0,155000.0,0.002767728,15500.0,0.71109384
780000.0,0.23128013,-49.850323,0.3737845,3120.0,1.0556179,0.0,0.19886212,155,0.0,156000.0,0.00034058993,15600.0,0.7110861
785000.0,0.23126669,-49.907726,0.3737786,3140.0,1.0438733,0.0,0.19885261,156,0.0,157000.0,0.0015568692,15700.0,0.7110594
790000.0,0.23126571,-49.86745,0.37377617,3160.0,1.0064093,0.0,0.19885845,157,0.0,158000.0,0.00079816877,15800.0,0.71103925
795000.0,0.23126806,-49.938084,0.3737624,3180.0,1.0556897,0.0,0.19884957,158,0.0,159000.0,0.0032070715,15900.0,0.71101743
800000.0,0.23125447,-49.841053,0.37377205,3200.0,1.07271,0.0,0.19884466,159,0.0,160000.0,0.0015106136,16000.0,0.7110279
805000.0,0.23124944,-49.838787,0.3737735,3220.0,1.0368034,0.0,0.19884491,160,0.0,161000.0,0.001062628,16100.0,0.71102023
810000.0,0.23125242,-49.77345,0.3737873,3240.0,1.0565101,0.0,0.19883649,161,0.0,162000.0,0.012323854,16200.0,0.7110384
815000.0,0.23124395,-49.935986,0.37379542,3260.0,1.0489367,0.0,0.1988389,162,0.0,163000.0,0.006420588,16300.0,0.71100634
820000.0,0.23124202,-49.942123,0.3738102,3280.0,1.041659,0.0,0.19883461,163,0.0,164000.0,0.0034650145,16400.0,0.7110043
825000.0,0.23124337,-49.886562,0.37377402,3300.0,1.0724615,0.0,0.19882877,164,0.0,165000.0,0.000363689,16500.0,0.7109997
830000.0,0.23124136,-49.865738,0.37374902,3320.0,1.032913,0.0,0.19881701,165,0.0,166000.0,0.0021163833,16600.0,0.71100235
835000.0,0.23123108,-49.850445,0.37375036,3340.0,0.9999168,0.0,0.19881411,166,0.0,167000.0,0.001540085,16700.0,0.7109887
840000.0,0.23121493,-49.842472,0.37379333,3360.0,1.0318007,0.0,0.19882481,167,0.0,168000.0,0.0012695392,16800.0,0.7109947
845000.0,0.23121548,-49.9259,0.37382028,3380.0,1.0091405,0.0,0.1988327,168,0.0,169000.0,0.00061121554,16900.0,0.71100456
850000.0,0.23121934,-49.91364,0.3738354,3400.0,1.0041441,0.0,0.19883196,169,0.0,170000.0,0.00075389165,17000.0,0.7110031
855000.0,0.2312143,-49.923717,0.37387374,3420.0,1.0113809,0.0,0.19883704,170,0.0,171000.0,0.001004461,17100.0,0.71098
860000.0,0.23123105,-49.890545,0.37388918,3440.0,0.9916529,0.0,0.19884169,171,0.0,172000.0,0.0010388881,17200.0,0.7109665
865000.0,0.2312283,-49.924225,0.3738998,3460.0,1.0369436,0.0,0.19883066,172,0.0,173000.0,0.0009819719,17300.0,0.71096677
870000.0,0.23122127,-49.870884,0.37388864,3480.0,1.0065297,0.0,0.1988294,173,0.0,174000.0,0.0016839759,17400.0,0.7109484
875000.0,0.23121862,-49.92319,0.37391862,3500.0,1.0629299,0.0,0.19882871,174,0.0,175000.0,0.000779535,17500.0,0.7109421
880000.0,0.23122604,-49.94632,0.37394562,3520.0,1.009111,0.0,0.19883376,175,0.0,176000.0,0.00095374597,17600.0,0.71093255
885000.0,0.23123462,-49.945496,0.37394086,3540.0,1.0628146,0.0,0.19882476,176,0.0,177000.0,0.0013939142,17700.0,0.71093386
890000.0,0.2312466,-49.904877,0.37391838,3560.0,1.0209421,0.0,0.19881916,177,0.0,178000.0,0.00085868523,17800.0,0.7109186
895000.0,0.23122852,-49.86922,0.3739024,3580.0,1.0489291,0.0,0.19882089,178,0.0,179000.0,0.0011093642,17900.0,0.7109225
900000.0,0.2312345,-49.915936,0.37392458,3600.0,1.0293596,0.0,0.19883122,179,0.0,180000.0,0.00022012171,18000.0,0.71090466
905000.0,0.23124455,-49.89607,0.37391588,3620.0,1.0451101,0.0,0.19883208,180,0.0,181000.0,0.00020721469,18100.0,0.71090317
910000.0,0.23123972,-49.95502,0.3739371,3640.0,1.0337863,0.0,0.1988297,181,0.0,182000.0,0.0017664047,18200.0,0.71092254
915000.0,0.23126249,-49.93262,0.37395096,3660.0,0.97101307,0.0,0.19883497,182,0.0,183000.0,0.0010744622,18300.0,0.7109501
920000.0,0.23125899,-49.83453,0.37394118,3680.0,1.0051818,0.0,0.1988251,183,0.0,184000.0,0.0046664313,18400.0,0.71093625
925000.0,0.23125924,-49.943096,0.3739492,3700.0,1.0287379,0.0,0.19882135,184,0.0,185000.0,0.0012013379,18500.0,0.71092683
930000.0,0.23127611,-49.88748,0.37393227,3720.0,1.0771524,0.0,0.19881243,185,0.0,186000.0,0.001079216,18600.0,0.7109205
935000.0,0.2312767,-49.90012,0.37392297,3740.0,1.0344086,0.0016666666666666668,0.19880895,186,0.0,187000.0,0.0031961927,18700.0,0.71091336
940000.0,0.231254,-49.928684,0.3739488,3760.0,1.040562,0.0,0.19880994,187,0.0,188000.0,0.00022163715,18800.0,0.71091384
945000.0,0.23124798,-49.897995,0.37395898,3780.0,1.0481659,0.0,0.19881356,188,0.0,189000.0,0.00016005989,18900.0,0.7108795
950000.0,0.2312576,-49.885662,0.3739461,3800.0,1.0489296,0.0,0.198812,189,0.0,190000.0,0.00090436934,19000.0,0.71089095
