train/success_rate,train/episode,stats_o/mean,stats_g/std,stats_g/mean,train/critic_loss,test/mean_Q,test/ag_g_dist,test/success_rate,test/episode,stats_o/std,epoch
0.0,100.0,0.3177082,0.019003253,0.6722663,0.017425375,-2.4659488,0.087160945,0.09166666666666667,20.0,0.6936968,0
0.0,200.0,0.3113543,0.01895355,0.6734937,0.019044949,-1.9042641,0.025402566,0.14166666666666666,40.0,0.7580602,1
0.005,300.0,0.31060147,0.019122945,0.6742973,0.017688869,-2.4723823,0.048447598,0.1416666666666667,60.0,0.7850713,2
0.005,400.0,0.31045115,0.018927861,0.674813,0.018310422,-2.611833,0.036056962,0.225,80.0,0.7952307,3
0.015,500.0,0.31109175,0.019014152,0.6751186,0.02384238,-2.8303573,0.05865776,0.31666666666666665,100.0,0.80227333,4
0.01,600.0,0.3095163,0.018991303,0.6750353,0.021959687,-2.923023,0.035879552,0.4583333333333333,120.0,0.8073222,5
0.016666666666666666,700.0,0.30895087,0.018842516,0.67514724,0.01913993,-3.1471932,0.035880152,0.6333333333333334,140.0,0.80997205,6
0.011666666666666665,800.0,0.30922556,0.018720094,0.6752886,0.018088432,-4.649021,0.038486134,0.46666666666666673,160.0,0.8108197,7
0.013333333333333334,900.0,0.309548,0.018616306,0.675396,0.019670418,-4.128488,0.045977697,0.6833333333333332,180.0,0.8116526,8
0.023333333333333334,1000.0,0.3095891,0.018761123,0.6755689,0.024377376,-4.3220253,0.04530692,0.7083333333333334,200.0,0.8121603,9
0.013333333333333334,1100.0,0.3100081,0.018797198,0.67569333,0.025833623,-4.9903007,0.044552445,0.6666666666666666,220.0,0.8118958,10
0.03,1200.0,0.31001166,0.01872152,0.67564327,0.01673004,-4.929292,0.036180478,0.7416666666666667,240.0,0.8118642,11
0.01,1300.0,0.31008327,0.018612439,0.6755448,0.021574927,-6.357784,0.04210357,0.6,260.0,0.8111631,12
0.016666666666666666,1400.0,0.3102968,0.018504312,0.6754758,0.018390177,-5.3114753,0.031806666,0.7583333333333334,280.0,0.81141883,13
0.021666666666666667,1500.0,0.31020015,0.018380033,0.6753953,0.020141305,-7.416388,0.03676683,0.6916666666666668,300.0,0.81106883,14
0.01,1600.0,0.31005317,0.018275492,0.67536545,0.022539558,-7.2698326,0.039529312,0.7000000000000001,320.0,0.81049794,15
0.023333333333333334,1700.0,0.30995378,0.018193306,0.67534524,0.01797019,-7.4154053,0.037575662,0.7416666666666667,340.0,0.8096602,16
0.024999999999999998,1800.0,0.30996192,0.018147437,0.6753734,0.018483352,-9.015445,0.04915068,0.7000000000000001,360.0,0.80882925,17
0.016666666666666666,1900.0,0.30993757,0.018127812,0.6753569,0.018686928,-8.838299,0.0445279,0.6916666666666668,380.0,0.80850047,18
0.015,2000.0,0.30989268,0.018110666,0.67537814,0.020617394,-9.058613,0.038587753,0.6916666666666668,400.0,0.8079311,19
0.018333333333333333,2100.0,0.309844,0.018066682,0.67538327,0.02277802,-10.933295,0.043267716,0.6749999999999999,420.0,0.80724365,20
0.005,2200.0,0.30975658,0.018012626,0.6753672,0.017080666,-9.75251,0.037502144,0.7416666666666667,440.0,0.8069189,21
0.01,2300.0,0.30961904,0.017985035,0.6753559,0.016944105,-9.42026,0.0376209,0.7416666666666667,460.0,0.8067286,22
0.015,2400.0,0.30941334,0.017958106,0.67532796,0.02287244,-11.840795,0.04767285,0.6583333333333333,480.0,0.80642265,23
0.013333333333333334,2500.0,0.3092427,0.017931705,0.67531794,0.020569663,-8.428769,0.033911254,0.775,500.0,0.8059705,24
0.008333333333333333,2600.0,0.30915445,0.017915059,0.6753109,0.018160878,-9.806485,0.04237777,0.75,520.0,0.80554134,25
0.006666666666666667,2700.0,0.3090812,0.017894287,0.67532516,0.023906752,-10.314631,0.03710286,0.725,540.0,0.80527973,26
0.015,2800.0,0.30897924,0.017882235,0.6753399,0.021714823,-12.293533,0.046542,0.6916666666666668,560.0,0.8052309,27
0.011666666666666667,2900.0,0.3090139,0.017863385,0.67536014,0.023390861,-12.221938,0.039247014,0.6999999999999998,580.0,0.8051329,28
0.013333333333333334,3000.0,0.30901033,0.017857196,0.675375,0.020780878,-11.123858,0.042645317,0.725,600.0,0.80495423,29
0.016666666666666666,3100.0,0.30901492,0.017841978,0.67536455,0.018881677,-10.65501,0.03780329,0.7416666666666666,620.0,0.80469656,30
0.01,3200.0,0.308987,0.017827814,0.67535114,0.03773351,-12.3013315,0.04095428,0.7166666666666667,640.0,0.8044608,31
0.005,3300.0,0.30897087,0.017812083,0.6753466,0.016384818,-11.5383835,0.03740781,0.7416666666666666,660.0,0.80413073,32
0.013333333333333334,3400.0,0.30896437,0.017800348,0.675348,0.026512304,-10.9579115,0.041260887,0.7083333333333334,680.0,0.80405,33
0.015000000000000001,3500.0,0.30892646,0.017788256,0.67535335,0.069660634,-13.003621,0.040919933,0.6833333333333332,700.0,0.80377084,34
0.013333333333333334,3600.0,0.3088755,0.01778699,0.6753607,0.016823262,-15.387967,0.05209225,0.6416666666666667,720.0,0.8034126,35
0.008333333333333333,3700.0,0.30891111,0.017776547,0.6753674,0.027767425,-15.6477585,0.044576358,0.6083333333333333,740.0,0.8031685,36
0.0016666666666666668,3800.0,0.3089038,0.017770788,0.6753769,0.018348744,-14.017738,0.046174943,0.6833333333333332,760.0,0.8030216,37
0.011666666666666667,3900.0,0.30886912,0.01777889,0.6753753,0.028743744,-12.044274,0.044971604,0.7166666666666667,780.0,0.80313104,38
0.018333333333333333,4000.0,0.30885434,0.017784413,0.6753914,0.018234415,-14.474956,0.045316298,0.6750000000000002,800.0,0.80292135,39
0.015,4100.0,0.3088097,0.017784426,0.6754131,0.03460904,-12.390861,0.040670298,0.7083333333333334,820.0,0.80272657,40
0.011666666666666667,4200.0,0.30876365,0.017780662,0.6754177,0.01841873,-17.818975,0.054998,0.5833333333333334,840.0,0.80266887,41
0.008333333333333333,4300.0,0.30872595,0.017767427,0.6754152,0.021951443,-12.739413,0.04262389,0.7083333333333334,860.0,0.8025122,42
0.011666666666666667,4400.0,0.30861992,0.017751208,0.6754062,0.028562425,-13.954163,0.04552931,0.6833333333333332,880.0,0.8025597,43
0.015,4500.0,0.3086015,0.017731128,0.6753897,0.02985741,-13.4321785,0.043923095,0.7000000000000001,900.0,0.8023127,44
0.0016666666666666668,4600.0,0.3086034,0.01771462,0.67537814,0.019228926,-14.079165,0.040602174,0.7083333333333334,920.0,0.80214757,45
0.01,4700.0,0.30853796,0.017698763,0.6753628,0.015496888,-13.441533,0.038281094,0.7000000000000001,940.0,0.8018535,46
0.01,4800.0,0.30850032,0.01768192,0.67534995,0.023788258,-15.013043,0.040274113,0.6916666666666668,960.0,0.8016756,47
0.01,4900.0,0.30841777,0.017664244,0.67533016,0.017593985,-14.15635,0.038816094,0.7166666666666667,980.0,0.8015998,48
0.008333333333333333,5000.0,0.30836934,0.017653128,0.675312,0.017055325,-13.401298,0.037507795,0.725,1000.0,0.8015937,49
